"extracted_name","baseline_name","score","is_match","signals","review_flags","edit_distance","extracted_url","baseline_url","extracted_long","baseline_long"
"SwissPalm","SwissPalm","10.0","Y","EXACT","","0","","http://swisspalm.epfl.ch","Swiss Palmitoylation database","Protein Palmitoylation database"
"PlantCAR","Plantannot","3.55","Y","SAME_DOMAIN_SPECIFIC, URL_EXACT_MATCH, LONG_SIM_1.00","","5","https://www.machado.cnptia.embrapa.br/plantannot","http://www.machado.cnptia.embrapa.br/plantannot","Plant Co-expression Annotation Resource","Plant Co-expression Annotation Resource"
"YeastNet","YeastNet","10.0","Y","EXACT","","0","http://www.inetbio.org/yeastnet/","http://www.inetbio.org/yeastnet","Yeast Network Database",""
"CircNet","CircNet","10.0","Y","EXACT","","0","http://circnet.mbc.nctu.edu.tw/","http://circnet.mbc.nctu.edu.tw","Circular RNA Network",""
"PtRFdb","PtRFdb","10.0","Y","EXACT","","0","http://www.nipgr.res.in/PtRFdb/","http://www.nipgr.res.in/PtRFdb","Plant tRNA-derived Fragment database",""
"PlantNATsDB","PlantNATsDB","10.0","Y","EXACT","","0","http://bis.zju.edu.cn/pnatdb/","http://bis.zju.edu.cn/pnatdb","Plant Natural Antisense Transcripts Database","NAT database"
"dbGuide","dbGuide","10.0","Y","EXACT","","0","https://sgrnascorer.cancer.gov/dbguide","http://sgrnascorer.cancer.gov/dbguide","database of Guide RNAs",""
"ChemProt","ChemProt","10.0","Y","EXACT","","0","http://www.cbs.dtu.dk/services/ChemProt-2.0","http://potentia.cbs.dtu.dk/ChemProt","Chemical-Protein Interaction Database",""
"Lnc2Cancer","Lnc2Cancer","10.0","Y","EXACT","","0","http://bio-bigdata.hrbmu.edu.cn/lnc2cancer","http://www.bio-bigdata.net/lnc2cancer, http://bio-bigdata.hrbmu.edu.cn/lnc2cancer","Long Non-coding RNA to Cancer",""
"MCGD","MCG","4.15","Y","SAME_DOMAIN_SPECIFIC, EDIT_DIST_1, URL_EXACT_MATCH, LONG_SIM_0.81","","1","http://maize.jcvi.org/cellgenomics","http://maize.jcvi.org/cellgenomics","Maize Cell Genomics Database","Maize Cell Genomics"
"CTD","CTD","10.0","Y","EXACT","","0","http://pingu.unige.ch:8080/Toxicat","http://ctdbase.org","Comparative Toxicogenomics Database","Comparative Toxicogenomics Database"
"ArthropodaCyc","ArthropodaCyc","10.0","Y","EXACT","","0","http://arthropodacyc.cycadsys.org/","http://arthropodacyc.cycadsys.org","Arthropod Cyc",""
"PDIR","PDIR","10.0","Y","EXACT","","0","http://drosophila.biomedtzc.cn","http://drosophila.biomedtzc.cn","Predicted Drosophila Interactome Resource","Predicted Drosophila Interactome Resource"
"StreptoBase","StreptoBase","10.0","Y","EXACT","","0","http://streptococcus.um.edu.my","http://streptococcus.um.edu.my","Streptococcus Database",""
"GIGA","GIGA","10.0","Y","EXACT","","0","http://giga.nova.edu","http://giga.nova.edu","Global Invertebrate Genomics Alliance","The Global Invertebrate Genomics Alliance"
"Membranome","Membranome","10.0","Y","EXACT","","0","http://membranome.org","http://membranome.org","Membrane Proteome database",""
"INstruct","INstruct","10.0","Y","EXACT","","0","http://instruct.yulab.org","http://instruct.yulab.org","INteractome structure database",""
"TENOR","TENOR","10.0","Y","EXACT","","0","http://tenor.dna.affrc.go.jp","http://tenor.dna.affrc.go.jp","TENOR","Transcriptome ENcyclopedia Of Rice"
"Mr.Vc","Mr.Vc","10.0","Y","EXACT","","0","http://bioinfo.life.hust.edu.cn/mrvc","http://bioinfo.life.hust.edu.cn/mrvc","Microarray and RNA-seq Vibrio cholerae Database",""
"MSRDB","Mycobacterial Systems Resource","3.15","Y","SAME_DOMAIN_SPECIFIC, URL_EXACT_MATCH, LONG_SIM_0.87","HIGH_ED_MATCH","27","https://msrdb.org/","http://msrdb.org","Mycobacterial Systems Resource Database","Mycobacterial Systems Resource"
"pico-PLAZA","pico-PLAZA","10.0","Y","EXACT","","0","http://bioinformatics.psb.ugent.be/pico-plaza/","http://bioinformatics.psb.ugent.be/pico-plaza","Microbial Photosynthetic Eukaryotes Database",""
"diXa","diXa","10.0","Y","EXACT","","0","http://www.dixa-fp7.eu","http://www.dixa-fp7.eu","data infrastructure for chemical safety assessment","Infrastructure for Chemical Safety Assessment"
"EyeDiseases","EyeDiseases","10.0","Y","EXACT","","0","https://eyediseases.bio-data.cn/","http://eyediseases.bio-data.cn","EyeDiseases",""
"MOSAIC","MOSAIC","10.0","Y","EXACT","","0","http://mosaic.cs.umn.edu","http://mosaic.cs.umn.edu","MOSAIC",""
"TelNet","TelNet","10.0","Y","EXACT","","0","http://www.cancertelsys.org/telnet/","http://www.cancertelsys.org/telnet","TelNet",""
"WikiPathways","WikiPathways","10.0","Y","EXACT","","0","http://sparql.wikipathways.org","http://www.wikipathways.org","WikiPathways",""
"Insect Barcode System","IBIn","2.25","Y","SAME_DOMAIN_GENERIC, URL_EXACT_MATCH","GENERIC_DOMAIN, HIGH_ED_MATCH","19","http://www.nabg-nbaii.res.in/barcode","http://www.nabg-nbaii.res.in/barcode","Insect Barcode Information System","Insect Barcode"
"ConoServer","ConoServer","10.0","Y","EXACT","","0","http://www.conoserver.org","http://www.conoserver.org","Conotoxin Server",""
"Immu-Mela","Immu-Mela","10.0","Y","EXACT","","0","http://bioinfo.vanderbilt.edu/database/Immu-Mela/","http://bioinfo.vanderbilt.edu/database/Immu-Mela","Immunotherapy Melanoma resource",""
"REFOLDdb","REFOLDdb","10.0","Y","EXACT","","0","http://p4d-info.nig.ac.jp/refolddb/","http://p4d-info.nig.ac.jp/refolddb","REFOLDdb",""
"miRWalk","miRWalk","10.0","Y","EXACT","","0","http://mirwalk.uni-hd.de/","http://mirwalk.uni-hd.de","microRNA Walk",""
"CHD@ZJU","CHD@ZJU","10.0","Y","EXACT","","0","http://tcm.zju.edu.cn/chd/","http://tcm.zju.edu.cn/chd","Coronary Heart Disease at Zhejiang University",""
"Newt-omics","Newt-omics","10.0","Y","EXACT","","0","http://newt-omics.mpi-bn.mpg.de","http://newt-omics.mpi-bn.mpg.de","Newt Omics Repository",""
"CottonGVD","CottonGVD","10.0","Y","EXACT","","0","http://db.cngb.org/cottonGVD","http://120.78.174.209/, http://db.cngb.org/cottonGVD","Cotton Genomic Variation Database","cotton genomic variation database"
