"extracted_name","baseline_name","score","is_match","signals","review_flags","edit_distance","extracted_url","baseline_url","extracted_long","baseline_long"
"MMV-db","CytomegaloVirusDb","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.96","","13","http://www.mmvdb.dqweilab-sjtu.com/index.php","http://www.cmvdb.dqweilab-sjtu.com/index.php","MMV-db",""
"TCOA","TCEA","1.7","MAYBE","EDIT_DIST_1, URL_SIM_0.67, LONG_SIM_0.71","","1","http://tcoa.cpu.edu.cn","http://tcea.tmu.edu.tw","Cancer Omics Atlas","The Cancer Editome Atlas"
"TCSA","TCPA","1.7","MAYBE","EDIT_DIST_1, URL_SIM_0.69, LONG_SIM_0.85","","1","http://fcgportal.org/TCSA","http://tcpaportal.org","The Cancer Surfaceome Atlas","The Cancer Proteome Atlas"
"SpliceAid","SpliceAid-F","1.7","MAYBE","EDIT_DIST_2, CONTAINS_0.8, URL_SIM_0.62","","2","http://www.introni.it/spliceaid.html","http://www.caspur.it/SpliceAidF","human splicing factors expression database",""
"MaizeNet","MouseNet","1.65","MAYBE","SAME_DOMAIN_SPECIFIC, EDIT_DIST_3, URL_SIM_0.85","","3","http://www.inetbio.org/maizenet/","http://www.inetbio.org/mousenet","Maize Co-functional Network",""
"Vaxvec","Vaxar","1.65","MAYBE","SAME_DOMAIN_SPECIFIC, EDIT_DIST_3, URL_SIM_0.86","","3","http://www.violinet.org/vaxvec","http://www.violinet.org/vaxar","Vaccine Vector database",""
"SR4R","IC4R","1.65","MAYBE","SAME_DOMAIN_SPECIFIC, EDIT_DIST_2, URL_SIM_0.76","","2","http://sr4r.ic4r.org/","http://ic4r.org","SNP Resource for Rice","Information Commons for Rice"
"MaizeDIG","MaizeMine","1.65","MAYBE","SAME_DOMAIN_SPECIFIC, EDIT_DIST_3, URL_SIM_0.88","","3","http://maizedig.maizegdb.org/","http://maizemine.maizegdb.org","Maize Database of Images and Genomes","Maize Genetics and Genome Database"
"MEIMAN","CIBMAN","1.65","MAYBE","SAME_DOMAIN_SPECIFIC, EDIT_DIST_3, URL_SIM_0.89","","3","http://www.ibsd.gov.in/meiman","http://ibsd.gov.in/cibman","Medicinal and Edible Insects of Manipur",""
"SoyNet","AraNet","1.65","MAYBE","SAME_DOMAIN_SPECIFIC, EDIT_DIST_3, URL_SIM_0.83","","3","http://www.inetbio.org/soynet","http://www.inetbio.org/aranet","soybean co-functional networks database",""
"CellMiner","CellMiner-SCLC","1.65","MAYBE","SAME_DOMAIN_GENERIC, CONTAINS_0.8, URL_SIM_0.90","GENERIC_DOMAIN","5","http://discover.nci.nih.gov/cellminer/","http://discover.nci.nih.gov/SclcCellMinerCDB","CellMiner",""
"Score","CORE","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","https://score.depmap.sanger.ac.uk/","http://microbiome.osu.edu","Project Score Database",""
"RRMdb","RMDB","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://rmdb.stanford.edu","RNA Recognition Motif Database","Mapping DataBase"
"VICTOR","Victors","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","https://victor.dsmz.de","http://www.phidias.us/victors","Virus Classification and Tree Building Online Resource",""
"MScDB","SCDb","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://www.stomachcancerdb.org","Mass Spectrometry-centric Database",""
"MMPdb","MPDB","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","https://mmpdb.eeob.iastate.edu/","http://www.medicinalplantbd.com","Mitochondrial Matrix Proteome Database",""
"ASmiR","PASmiR","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","http://forestry.fafu.edu.cn/bioinfor/db/ASmiR","http://hi.ustc.edu.cn:8080/PASmiR, http://pcsb.ahau.edu.cn:8080/PASmiR","Alternative Splicing microRNA Database",""
"ICSD","iCSDB","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://www.kobic.re.kr/icsdb","Inorganic Crystal Structure Database",""
"SAPD","SAPdb","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","http://proteomecentral.proteomexchange.org/dataset/PXD000702","http://webs.iiitd.edu.in/raghava/sapdb","Staphylococcus Aureus Peptide Resource",""
"HIVE","HIVed","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","https://hive.biochemistry.gwu.edu","http://hivlatency.erc.monash.edu","High-performance Integrated Virtual Environment","database"
"CKDdb","KDDB","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://www.allelefrequencies.net, http://www.allelefrequencies.net/diseases","Chronic Kidney Disease Database","Allele Frequency Net Database"
"GtoPdb","TOPDB","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","http://www.guidetopharmacology.org","http://topdb.enzim.ttk.mta.hu","Guide to Pharmacology Database","Topology Data Bank of Transmembrane Proteins"
"RIDB","MRIdb","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://www3.imperial.ac.uk/bioinfsupport/resources/software/mridb","Retinal Identification Database",""
"PRRDB","RRDB","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://huanglab.phys.hust.edu.cn/RRDbenchmark","Pattern Recognition Receptor Database","RNA-RNA docking benchmark"
"LasDB","ASDB","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://asdb.jungleran.com","Laboratory Animal Strain Database","sinensis omics database"
"EDAM","PedAM","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","http://edamontology.org/EDAM.obo","http://www.unimd.org/pedam","bioinformatics operations ontology","Pediatric Disease Annotations & Medicines"
"CPDB","ccPDB","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://webs.iiitd.edu.in/raghava/ccpdb","Cysteine Protease Database",""
"GVDB","KGVDB","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","http://www.wikigeminivirus.org","http://biomi.cdc.go.kr/KGVDB","Geminivirus Database",""
"VSeed","SEED","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","http://vseed.nottingham.ac.uk","http://pubseed.theseed.org/, http://rast.nmpdr.org","Virtual Seed Network Model",""
"SMMDB","MMDB","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","http://bsbe.iiti.ac.in/bsbe/smmdb","http://14.139.229.199/home.aspx","Small Molecule Modulator Database","Magnaporthe oryzae Microsatellite Database"
"TBDBT","TBDB","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://tbdb.io","TB Database Template","T-box Riboswitch Annotation Database"
"PRIMED","PRIMe","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://prime.psc.riken.jp","Primer Database for Yeast Genes",""
"HgsDb","GSDB","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","http://www.gbpec.ac.in/research/HgsDb/","http://sysbio.rnet.missouri.edu/3dgenome/GSDB","Haplogroups Database","Genome Structure Database"
"RaMP","DRAMP","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://dramp.cpu-bioinfor.org","Relational Database of Metabolomics Pathways","Data Repository of Antimicrobial Peptides"
"MEDDB","EDdb","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://eddb.cbi.pku.edu.cn","Medicinal Plant Database","Eating Disorder database"
"CircaDB","circad","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","http://circadb.org","http://clingen.igib.res.in/circad","Circadian Gene Expression Database",""
"GIDB","DGIdb","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://dgidb.org","Gastrointestinal cancer Database","Drug-Gene Interaction database"
"Monarch","MonarchBase","1.6","MAYBE","DB_SUFFIX_DIFF, CONTAINS_0.6","","4","https://monarchinitiative.org","http://monarchbase.umassmed.edu","Monarch Initiative",""
"dbEM","dbEMT","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","http://crdd.osdd.net/raghava/dbem","http://dbemt.bioinfo-minzhao.org","Database of Epigenetic Modifiers",""
"dbTF","DBTFLC","1.6","MAYBE","EDIT_DIST_2, CONTAINS_0.6, LONG_SIM_0.81","","2","https://www.ebi.ac.uk/QuickGO/targetset/dbTF","http://www.vit.ac.in/files/database/Home.php","Database of Transcription Factors","Database of Transcription Factors in Lung Cancer"
"VPODC","PODC","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://bioinf.mind.meiji.ac.jp/podc","Veterans Precision Oncology Data Commons","Center"
"lncRNAKB","lncRNAdb","1.6","MAYBE","EDIT_DIST_1, URL_SIM_0.92","","1","http://www.lncrnakb.org/","http://lncrnadb.org","Long Non-coding RNA Knowledgebase",""
"LDGIdb","DGIdb","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://dgidb.org","Linkage Disequilibrium Gene Interaction Database","Drug-Gene Interaction database"
"NPASS","PASS","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","http://bidd2.nus.edu.sg/NPASS/","http://musaelab.ca/pass-database","Natural Product Activity and Species Source",""
"PMDB","PPMdb","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","https://pmparser.hugheylab.org","http://ppmdb.easyomics.org","PubMed Database Parser","PlantPathMarks"
"PICKLE","PICKLES","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","http://www.pickle.gr","http://pickles.hart-lab.org","Protein Interaction CKB Literature-curated Experimental","CRISPR Knockout"
"ISDB","VISDB","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","https://mullinslab.microbiol.washington.edu/isdb/","http://bioinfo.uth.edu/VISDB","Integration Site Database","Viral"
"PPODB","PODB","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","http://www.ppodb.de","http://podb.nibb.ac.jp/Organellome","Plant Phenological Online Database","Plant Organelles Database"
"CPE-DB","pE-DB","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://pedb.vib.be","Chemical Penetration Enhancers Database",""
"RiceMetaSysB","RiceMetaSys","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://14.139.229.201","Rice Metabolic Systems Biology Database",""
"RAPID","APID","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","https://rapid.zzhlab.org/","http://apid.dep.usal.es","Rep-seq Analysis Platform with Integrated Database",""
"TIBLE","TIMBAL","1.55","MAYBE","SAME_DOMAIN_GENERIC, EDIT_DIST_3, URL_SIM_0.95","GENERIC_DOMAIN","3","http://www-cryst.bioc.cam.ac.uk/tible/","http://www-cryst.bioc.cam.ac.uk/timbal","Mycobacterial Binding Data Resource",""
"EchinoBase gene nomenclature","Echinobase","1.55","MAYBE","SAME_DOMAIN_SPECIFIC, CONTAINS_0.8","","18","https://www.echinobase.org/gene/static/geneNomenclature.jsp","http://echinobase.org","EchinoBase gene nomenclature",""
"CMV Infection Database","CMVdb","1.55","MAYBE","SAME_DOMAIN_SPECIFIC, LONG_SIM_1.00","","17","http://shaktisahislab.com/include/CMV/","http://shaktisahislab.com/include/CMV/, http://weislab.com/WeiDOCK/include/content/CMV","CytoMegaloVirus Infection Database","CytoMegaloVirus Infection Database"
"BambooGDB SSR","BambooGDB","1.55","MAYBE","SAME_DOMAIN_SPECIFIC, CONTAINS_0.8","","4","http://www.bamboogdb.org/ssr","http://www.bamboogdb.org/, http://www.bamboogdb.org","Bamboo Genome Microsatellite Database",""
"CLRP TG-43","CLRP","1.55","MAYBE","SAME_DOMAIN_SPECIFIC, CONTAINS_0.8","","6","https://physics.carleton.ca/clrp/egs_brachy/seed_database_v2","http://physics.carleton.ca/clrp/eye_plaque_v2, http://doi.org/10.22215/clrp/EPv2","Carleton Laboratory for Radiotherapy Physics TG-43 database",""
"DbVar","dbGaP","1.45","MAYBE","SAME_DOMAIN_GENERIC, EDIT_DIST_2, URL_SIM_0.86","GENERIC_DOMAIN","2","http://www.ncbi.nlm.nih.gov/dbvar","http://www.ncbi.nlm.nih.gov/gap","Database of Genomic Structural Variation","Database of Genotypes and Phenotypes"
"LeishInDB","LeishMicrosatDB","1.45","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.60, LONG_SIM_0.72","","7","http://leishindb.biomedinformri.com/","http://biomedinformri.com/leishmicrosat","Leishmania Inhibitors Database","Leishmania Microsatellite Database"
"EMAGE","Electronic Mouse Atlas of Gene Expression","1.45","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.77, LONG_SIM_0.81","","36","http://www.emouseatlas.org/emap/eHistology/index.php","http://www.emouseatlas.org/emage","Edinburgh Mouse Atlas of Gene Expression","Electronic Mouse Atlas of Gene Expression"
"InSiGHT","PLSD","1.45","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.67, LONG_SIM_0.79","","6","http://www.insight-group.org/mutations","http://www.insight-group.org/variants/databases","Lynch Syndrome Database","Prospective Lynch Syndrome Database"
"IsopiRBank","IsomiR Bank","1.45","MAYBE","SAME_DOMAIN_GENERIC, EDIT_DIST_2, URL_SIM_0.82","GENERIC_DOMAIN","2","http://mcg.ustc.edu.cn/bsc/isopir/index.html","http://mcg.ustc.edu.cn/bsc/isomir/Contacts","Isoform piRNA Bank",""
"HpeNet","MCENet","1.45","MAYBE","SAME_DOMAIN_GENERIC, EDIT_DIST_2, URL_SIM_0.94","GENERIC_DOMAIN","2","http://bioinformatics.cau.edu.cn/HpeNet","http://bioinformatics.cau.edu.cn/MCENet","Herbaceous Peony Expression Network",""
"IMGT/HLA","IPD-IMGT/HLA","1.45","MAYBE","SAME_DOMAIN_GENERIC, CONTAINS_0.6, URL_SIM_0.90","GENERIC_DOMAIN","4","http://www.ebi.ac.uk/imgt/hla/","http://www.ebi.ac.uk/ipd/imgt/hla","International ImMunoGeneTics HLA Database","Polymorphism"
"YGMD","LCMD","1.45","MAYBE","SAME_DOMAIN_GENERIC, EDIT_DIST_2, URL_SIM_0.88","GENERIC_DOMAIN","2","http://cosbi4.ee.ncku.edu.tw/YGMD/","http://cosbi7.ee.ncku.edu.tw/LCMD","Yeast Gene Module Database","Lung Cancer Metabolome Database"
"PTIR","KIR","1.45","MAYBE","SAME_DOMAIN_GENERIC, EDIT_DIST_2, URL_SIM_0.92","GENERIC_DOMAIN","2","http://bdg.hfut.edu.cn/ptir/index.html","http://bdg.hfut.edu.cn/kir/index.html","Predicted Tomato Interactome Resource","Kiwifruit Information Resource"
"YAGM","YARG","1.45","MAYBE","SAME_DOMAIN_GENERIC, EDIT_DIST_2, URL_SIM_0.92","GENERIC_DOMAIN","2","http://cosbi3.ee.ncku.edu.tw/yagm/","http://cosbi4.ee.ncku.edu.tw/YARG","Yeast Associated Genes Miner","Yeast Arsenic-Related Genes"
"myChEMBL","ChEMBL","1.45","MAYBE","SAME_DOMAIN_GENERIC, EDIT_DIST_2, CONTAINS_0.6","GENERIC_DOMAIN","2","ftp://ftp.ebi.ac.uk/pub/databases/chembl/VM/myChEMBL/current","http://www.ebi.ac.uk/chembl","My ChEMBL Virtual Machine Database",""
"EumicrobeDBLite","OTD","1.45","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.71, LONG_SIM_0.73","","13","http://www.eumicrobedb.org","http://www.eumicrobedb.org/transcripts","Oomycete Genomic Database Lite","Oomycete Transcriptomics Database"
"PRIN","PRID","1.4","MAYBE","EDIT_DIST_1, LONG_SIM_0.74","","1","http://bis.zju.edu.cn/prin/","http://rat.biomedtzc.cn","predicted rice interactome network","predicted rat interactome database"
"3DGB","3DGD","1.4","MAYBE","EDIT_DIST_1, LONG_SIM_0.82","","1","http://3dgb.cs.mcgill.ca/","http://3dgd.biosino.org","3D Genomic Database","Genome Database"
"GCGD","GCGVD","1.4","MAYBE","EDIT_DIST_1, LONG_SIM_0.70","","1","http://bioinfo.ihb.ac.cn/gcgd","http://122.112.216.104","Grass Carp Genome Database","The Grass Carp Genomic Visualization Database"
"CanVar","CanVaS","1.4","MAYBE","EDIT_DIST_1, LONG_SIM_0.78","","1","","http://ithaka.rrp.demokritos.gr/CanVaS","Cancer Variation Database","Cancer Variation"
"pKPDB","PKIDB","1.4","MAYBE","EDIT_DIST_1, LONG_SIM_0.72","","1","https://pypka.org/pKPDB","http://www.icoa.fr/pkidb","Protein pKa Database","Protein Kinase Inhibitor Database"
"KDB","KDD","1.4","MAYBE","EDIT_DIST_1, LONG_SIM_0.70","","1","https://simtk.org/projects/kdb","http://www.kawasakidisease.kr","Kinase Database","Kawasaki Disease Database"
"R-BIND","BIND","1.4","MAYBE","EDIT_DIST_2, CONTAINS_0.8","","2","","http://download.baderlab.org/BINDTranslation","RNA-Binding Database","Biomolecular Interaction Network Database"
"PhID","PhIN","1.4","MAYBE","EDIT_DIST_1, LONG_SIM_0.80","","1","","http://cadd.pharmacy.nankai.edu.cn/phin","Pharmacology Interactions Database","protein pharmacology interaction network database"
"JGI Genome Portal","GOLD","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.82","","15","http://genome.jgi.doe.gov","http://gold.jgi.doe.gov","DOE Joint Genome Institute Genome Portal","Genomes OnLine Database"
"ExAC","gnomAD","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.83","","5","http://exac.broadinstitute.org","http://gnomad.broadinstitute.org","Exome Aggregation Consortium","Genome Aggregation Database"
"SBOLme","DDMGD","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.81","","6","http://www.cbrc.kaust.edu.sa/sbolme","http://www.cbrc.kaust.edu.sa/ddmgd","Synthetic Biology Open Language Metabolic Engineering Repository",""
"HTP","TOPDOM","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.81","","5","http://htp.enzim.hu","http://topdom.enzim.hu","Human Transmembrane Proteome",""
"LD Hub","gnomAD","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.83","","6","http://ldsc.broadinstitute.org/","http://gnomad.broadinstitute.org","Linkage Disequilibrium Central Database","Genome Aggregation Database"
"AllerGAtlas","RadAtlas","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.86","","6","http://biokb.ncpsb.org/AlleRGatlas/","http://biokb.ncpsb.org/radatlas","Allergy-Related Genes Atlas",""
"TASUKE+","TENOR","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.84","","6","https://tasuke.dna.affrc.go.jp/","http://tenor.dna.affrc.go.jp","Trait-Associated SNPs Utilized for Knowledge Exploitation Plus","Transcriptome ENcyclopedia Of Rice"
"SoyCSN","SoyKB","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, EDIT_DIST_3, URL_SIM_0.72","","3","http://soykb.org/SoyCSN","http://soykb.org","Soybean Context-Specific Network","Soybean Knowledge Base"
"HIPPIE","uORFdb","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.81","","6","http://cbdm.mdc-berlin.de/tools/hippie","http://cbdm.mdc-berlin.de/tools/uorfdb","Human Integrated Protein-Protein Interaction rEference",""
"SPECIES","TISSUES","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.81","","5","http://species.jensenlab.org","http://tissues.jensenlab.org","Species and Organisms Resources",""
"AntiTbPdb","CancerEnD","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.83","","7","http://webs.iiitd.edu.in/raghava/antitbpdb/","http://webs.iiitd.edu.in/raghava/cancerend","Anti-Tubercular Peptide Database",""
"ProfPPIdb","SNPdbe","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.80","","7","https://rostlab.org/services/ppipair/","http://www.rostlab.org/services/snpdbe","ProfPPIdb",""
"EnchyBASE","Diseasecard","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.81","","10","http://bioinformatics.ua.pt/enchybase/","http://bioinformatics.ua.pt/diseasecard","Enchytraeus albidus Database",""
"SisatBase","PMDBase","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.85","","5","http://www.sesame-bioinfo.org/SisatBase/","http://www.sesame-bioinfo.org/PMDBase","Sesame Single Sequence Repeat Marker Database",""
"CoronaVir","DenvInD","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.85","","7","https://webs.iiitd.edu.in/raghava/coronavir/","http://webs.iiitd.edu.in/raghava/denvind","Coronavirus Disease Platform",""
"BIGNASim","BCE","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.83","","7","http://mmb.irbbarcelona.org/BIGNASim/","http://mmb.irbbarcelona.org/BCE","Nucleic Acids Simulation Database","bioactive conformational"
"ChIP-Seq-tools","UCNEbase","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.81","","12","http://ccg.vital-it.ch/chipseq/","http://ccg.vital-it.ch/UCNEbase","ChIP-Seq Analysis Tools",""
"PlateletWeb","GoSynthetic","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.82","","10","http://plateletweb.bioapps.biozentrum.uni-wuerzburg.de","http://gosyn.bioapps.biozentrum.uni-wuerzburg.de","Platelet Web Resource",""
"WebPICS","TopFIND","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.87","","6","http://clipserve.clip.ubc.ca/pics/","http://clipserve.clip.ubc.ca/topfind","Web-based Proteomic Identification of Cleavage Sites",""
"MiGD","VigGS","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.81","","3","https://mikan.dna.affrc.go.jp","http://viggs.dna.affrc.go.jp","Mikan Genome Database","Vigna Genome Server"
"DrumPID","GoSynthetic","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.86","","10","http://drumpid.bioapps.biozentrum.uni-wuerzburg.de","http://gosyn.bioapps.biozentrum.uni-wuerzburg.de","Drug-Minded Protein Interaction Database",""
"CancerResource","Super Natural II","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.82","","13","http://bioinformatics.charite.de/care","http://bioinformatics.charite.de/supernatural","Cancer-Relevant Proteins Database",""
"PHDB","WALTZ-DB","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.82","","6","http://phdb.switchlab.org","http://waltzdb.switchlab.org","Protein Homeostasis Database",""
"NCBI","NCBI Taxonomy","1.35","MAYBE","SAME_DOMAIN_GENERIC, CONTAINS_0.8, URL_SIM_0.78","GENERIC_DOMAIN","9","http://www.ncbi.nlm.nih.gov/","http://www.ncbi.nlm.nih.gov/taxonomy","National Center for Biotechnology Information",""
"RTR","eRAM","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.81","","3","http://www.unimd.org/rtr/","http://www.unimd.org/eram","Rat Transcriptome Resource","encyclopedia of Rare disease Annotations for"
"JRC GMO-Matrix","JRC GMO-Amplicons","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.86","","8","http://gmo-crl.jrc.ec.europa.eu/jrcgmomatrix/","http://gmo-crl.jrc.ec.europa.eu/jrcgmoamplicons","JRC GMO-Matrix",""
"Protein Complexes Map","hu.MAP","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.85","","18","http://proteincomplexes.org","http://humap2.proteincomplexes.org","Human Protein Complexes Map",""
"ClonorESTdb","SpiroESTdb","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.84","","5","http://pathod.cdc.go.kr/clonorestdb/","http://pathod.cdc.go.kr/spiroestdb","Clonorchis sinensis EST Database",""
"CLAIRE","REDIportal","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.82","","8","http://srv00.recas.ba.infn.it/atlas/claire.html","http://srv00.recas.ba.infn.it/atlas/index.html","Cell Line A-to-I RNA Editing Catalogue",""
"CTRP","MitoCarta","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.82","","7","http://www.broadinstitute.org/ctrp","http://www.broadinstitute.org/mitocarta","Cancer Therapeutics Response Portal",""
