publication_id,entity_text,entity_type,confidence,source
34082437.0,RESULTADOS,COM,1.0,statistical
34082437.0,CONCLUSIONES,COM,1.0,statistical
34082437.0,Consulte Video Resumen en http://links.lww.com/DCR/B633,FUL,1.0,statistical
34082437.0,Traducción-Dr. Gunther Bocic,FUL,1.0,statistical
34109972.0,Matching Methods for Confounder Adjustment,FUL,1.0,statistical
34110250.0,Functional Annotation of circRNAs in Tea Leaves After Infection by the Tea Leaf Spot Pathogen,FUL,1.0,statistical
34110250.0,Kyoto Encyclopedia of Genes and Genomes,FUL,1.0,ruler
34117147.0,SAWHI,COM,1.0,statistical
34117147.0,CWT,COM,1.0,statistical
34117147.0,NPWT.<h4,COM,1.0,statistical
34133301.0,LSCIDMR,COM,1.0,statistical
34133301.0,Large-Scale Satellite Cloud Image Database for Meteorological Research,FUL,1.0,statistical
34133301.0,a large-scale,FUL,1.0,ruler
34165412.0,MPEG,COM,1.0,statistical
34165412.0,PCL Nanomicelles Platform for Synergistic Metformin and Chrysin Delivery to Breast Cancer in Mice,FUL,1.0,statistical
34165412.0,hTERT,COM,1.0,statistical
34165412.0,PCL,COM,1.0,statistical
34166198.0,DeePROG,COM,1.0,statistical
34166198.0,https://github.com/duttaprat/DeePROG,COM,1.0,statistical
34183534.0,Stomach Cancer Pooling Project Consortium,FUL,1.0,statistical
34232869.0,ProtTrans,COM,1.0,statistical
34232869.0,Toward Understanding the Language of Life Through Self-Supervised Learning,FUL,1.0,statistical
34232869.0,Transformer,COM,1.0,ruler
34232869.0,XLNet,COM,1.0,statistical
34238814.0,ICCR,COM,1.0,statistical
34238814.0,International Collaboration on Cancer Reporting,FUL,1.0,statistical
34255632.0,TNet,COM,1.0,statistical
34260284.0,Complete Genome Resource of,FUL,1.0,statistical
34297061.0,miRAnno,COM,1.0,statistical
34302483.0,piRNAclusterDB,COM,1.0,ruler
34302483.0,https://www.smallrnagroup.uni-mainz.de/piRNAclusterDB,COM,1.0,statistical
34310516.0,American Joint Committee on Cancer staging system to include the subclassification of stage Ia,FUL,1.0,statistical
34310516.0,ANTECEDENTES,COM,1.0,statistical
34310516.0,T2N0M0,COM,1.0,statistical
34310516.0,DISEÑO,COM,1.0,statistical
34310516.0,SEER,COM,1.0,statistical
34310516.0,I.PRINCIPALES,COM,1.0,statistical
34310516.0,CONCLUSIONES,COM,1.0,statistical
34320637.0,rPanglaoDB,COM,1.0,statistical
34320637.0,an R package to download and merge labeled single-cell RNA-seq data from the PanglaoDB database. <h4>Motivation</h4>Characterizing cells with rare molecular phenotypes is one of the promises of high throughput single-cell RNA sequencing,FUL,1.0,statistical
34320637.0,PanglaoDB,COM,1.0,statistical
34320637.0,CRAN,COM,1.0,statistical
34320637.0,https://CRAN.R-project.org/package=rPanglaoDB,COM,1.0,statistical
34322854.0,lab.js,COM,1.0,statistical
34387689.0,EVAtlas,COM,1.0,ruler
34387689.0,a comprehensive database for ncRNA expression in human extracellular vesicles,FUL,1.0,ruler
34390348.0,DRAMP,COM,1.0,ruler
34390348.0,Data Repository of Antimicrobial Peptides,FUL,1.0,ruler
34396391.0,T-CoV,COM,1.0,statistical
34396391.0,T-cell COVID-19 Atlas,FUL,1.0,ruler
34403477.0,POSTAR3,COM,1.0,ruler
34403477.0,POSTAR,COM,1.0,ruler
34409449.0,Psychosis Biotypes,FUL,1.0,statistical
34409449.0,Biotype-2,COM,1.0,statistical
34415321.0,GAMMA,COM,1.0,statistical
34424339.0,Pfam,COM,1.0,ruler
34424339.0,LBD,COM,1.0,statistical
34432052.0,3'aQTL,COM,1.0,statistical
34455965.0,CTVnd,COM,1.0,statistical
34456240.0,Screening Strategy for Detecting Double-Hit Lymphoma,FUL,1.0,statistical
34459872.0,FIVEx,COM,1.0,statistical
34459872.0,eQTL,COM,1.0,ruler
34469532.0,OlfactionBase,COM,1.0,ruler
34469532.0,a repository to explore odors,FUL,1.0,ruler
34469540.0,DIANA-,COM,1.0,statistical
34469540.0,miTED,COM,1.0,ruler
34469540.0,Sequence Read Archive,FUL,1.0,ruler
34469540.0,SRA,COM,1.0,ruler
34469540.0,The Cancer Genome Atlas,FUL,1.0,ruler
34469540.0,TCGA,COM,1.0,ruler
34472587.0,MICHA,FUL,1.0,statistical
34472587.0,FAIRification,COM,1.0,statistical
34472587.0,MICHA,COM,1.0,statistical
34472587.0,FAIRified,COM,1.0,statistical
34473330.0,Vietnam,COM,1.0,statistical
34489228.0,Serum microRNAs Catalog Asthma Patients by Phenotype,FUL,1.0,statistical
34500458.0,gutMGene,COM,1.0,ruler
34500460.0,CancerMIRNome,COM,1.0,ruler
34500460.0,The Cancer Genome Atlas,FUL,1.0,ruler
34500460.0,TCGA,COM,1.0,ruler
34500460.0,http://bioinfo.jialab-ucr.org/CancerMIRNome,COM,1.0,statistical
34500462.0,ViMIC,COM,1.0,ruler
34500462.0,a database of human,FUL,1.0,ruler
34500462.0,human disease-related Virus Mutations,FUL,1.0,ruler
34500462.0,http://bmtongji.cn/ViMIC/index.php,COM,1.0,statistical
34505630.0,International Database of Central Arterial Properties for Risk Stratification: Research Objectives and Baseline Characteristics of Participants,FUL,1.0,statistical
34505630.0,International Database of Central Arterial Properties for Risk Stratification,FUL,1.0,statistical
34505630.0,SphygmoCor,COM,1.0,statistical
34508015.0,http://links.lww.com/DCR/B689,COM,1.0,statistical
34508015.0,ANTECEDENTES,COM,1.0,statistical
34508015.0,DISEÑO,COM,1.0,statistical
34508015.0,CLÍNICO,COM,1.0,statistical
34508015.0,MEDIDA,COM,1.0,statistical
34508015.0,RESULTADOS,COM,1.0,statistical
34508015.0,LIMITACIONES,COM,1.0,statistical
34508015.0,Este estudio estuvo limitado por su naturaleza retrospectiva,FUL,1.0,statistical
34508015.0,CONCLUSIONES,COM,1.0,statistical
34508015.0,Traducción-Dr. Yazmin Berrones-Medina,FUL,1.0,statistical
34508353.0,GRAND,COM,1.0,ruler
34508353.0,a database of gene regulatory network models across human conditions,FUL,1.0,ruler
34508354.0,scAPAdb,COM,1.0,ruler
34508354.0,a comprehensive database of alternative polyadenylation at single-cell resolution,FUL,1.0,ruler
34520557.0,GTDB,COM,1.0,ruler
34520557.0,The Genome Taxonomy Database,FUL,1.0,ruler
34529036.0,BioDynaMo,COM,1.0,statistical
34530446.0,circMine,COM,1.0,ruler
34530446.0,a comprehensive database to integrate,FUL,1.0,ruler
34534336.0,GPEdit,COM,1.0,ruler
34534336.0,edQTL,COM,1.0,statistical
34534340.0,PlantGSAD,COM,1.0,ruler
34534340.0,Plant Gene Set Annotation Database,FUL,1.0,ruler
34534340.0,SEACOMPARE,COM,1.0,statistical
34534350.0,TISMO,COM,1.0,ruler
34534350.0,Tumor Immune Syngeneic MOuse,FUL,1.0,ruler
34543057.0,Analysis of Draft Genome Resources of Thirty-Three Canadian Strains of,FUL,1.0,statistical
34543590.0,Lung Cancer Screening Results in Relation to Patient and Radiologist Characteristics,FUL,1.0,statistical
34546290.0,ATPdock,COM,1.0,statistical
34546290.0,APoc,COM,1.0,statistical
34546290.0,AutoDock,COM,1.0,statistical
34551433.0,Animal-eRNAdb,COM,1.0,statistical
34551433.0,a comprehensive animal enhancer RNA database,FUL,1.0,ruler
34551433.0,http://gong_lab.hzau.edu.cn/Animal-eRNAdb/,COM,1.0,statistical
34551435.0,PncsHub,COM,1.0,ruler
34551435.0,a platform for annotating and analyzing non-classically secreted proteins in Gram-positive bacteria,FUL,1.0,statistical
34551437.0,CSCD2,COM,1.0,ruler
34551437.0,cancer-specific circRNA database,FUL,1.0,ruler
34551437.0,CSCD,COM,1.0,ruler
34551440.0,RNALocate,COM,1.0,ruler
34553747.0,ZoomQA,COM,1.0,statistical
34553747.0,http://zoomQA.renzhitech.com,COM,1.0,statistical
34554251.0,OncoSplicing,COM,1.0,statistical
34554251.0,TCGA,COM,1.0,ruler
34554251.0,SplAdder,COM,1.0,statistical
34554254.0,PmiREN2.0,COM,1.0,ruler
34554254.0,from data annotation to functional exploration of plant microRNAs,FUL,1.0,ruler
34554254.0,regulatory relationships,FUL,1.0,ruler
34554254.0,PmiREN,COM,1.0,ruler
34554255.0,COVID19db,COM,1.0,ruler
34554255.0,http://hpcc.siat.ac.cn/covid19db,COM,1.0,statistical
34559659.0,Degradome,COM,1.0,ruler
34559659.0,PAREfirst,COM,1.0,statistical
34570216.0,SPENCER,COM,1.0,ruler
34570216.0,bioactive peptides,FUL,1.0,ruler
34570217.0,VannoPortal,COM,1.0,ruler
34570219.0,G protein,FUL,1.0,ruler
34570219.0,GproteinDb,COM,1.0,ruler
34570220.0,TransLnc,COM,1.0,ruler
34570220.0,a comprehensive resource for translatable lncRNAs extends immunopeptidome,FUL,1.0,ruler
34570220.0,http://bio-bigdata.hrbmu.edu.cn/TransLnc/,COM,1.0,statistical
34570230.0,CTR-DB,COM,1.0,statistical
34570230.0,Cancer Treatment Response gene signature DataBase,FUL,1.0,ruler
34570235.0,scMethBank,COM,1.0,ruler
34570235.0,a database for single-cell whole genome DNA methylation maps,FUL,1.0,ruler
34570238.0,miRNATissueAtlas2,COM,1.0,statistical
34570238.0,human miRNA Tissue Atlas,FUL,1.0,statistical
34571541.0,https://github.com/labstructbioinf/rossmann-toolbox,COM,1.0,statistical
34581813.0,CovPDB,COM,1.0,ruler
34581813.0,a high-resolution coverage of the covalent protein-ligand interactome,FUL,1.0,ruler
34581824.0,CPLM,COM,1.0,ruler
34581824.0,protein lysine modification database,FUL,1.0,ruler
34581824.0,PLMD,COM,1.0,ruler
34585247.0,DAVAE,COM,1.0,statistical
34586352.0,AlphaMap,COM,1.0,statistical
34586352.0,UniProt,COM,1.0,ruler
34586393.0,MuWU,COM,1.0,statistical
34586393.0,BonnMu,COM,1.0,statistical
34591957.0,Gene Expression Nebulas,FUL,1.0,ruler
34591957.0,GEN,COM,1.0,ruler
34596600.0,SEER,COM,1.0,statistical
34596600.0,PSM,COM,1.0,statistical
34598657.0,AnnoTALE,COM,1.0,statistical
34601581.0,PaReBrick,COM,1.0,statistical
34601581.0,PArallel REarrangements and BReaks identification toolkit,FUL,1.0,statistical
34606466.0,Tufts Dental Database,FUL,1.0,statistical
34606466.0,Convolutional Neural Networks,FUL,1.0,statistical
34606614.0,ProNAB,COM,1.0,ruler
34606614.0,database for binding affinities of protein-nucleic acid complexes and their mutants,FUL,1.0,statistical
34606614.0,GenBank,COM,1.0,ruler
34606614.0,UniProt,COM,1.0,ruler
34606614.0,PDB,COM,1.0,ruler
34606614.0,ProThermDB,COM,1.0,ruler
34606614.0,DisProt,COM,1.0,ruler
34606615.0,SBSA,COM,1.0,statistical
34606615.0,Somatic Binding Sequence Annotator,FUL,1.0,statistical
34606615.0,TERT,COM,1.0,statistical
34606615.0,http://innovebioinfo.com/Annotation/SBSA/SBSA.php,FUL,1.0,statistical
34606616.0,huARdb,COM,1.0,ruler
34606616.0,human Antigen Receptor database,FUL,1.0,ruler
34606616.0,a large-scale,FUL,1.0,ruler
34606616.0,HuARdb,COM,1.0,statistical
34611863.0,GlycoStore,COM,1.0,ruler
34611863.0,GlycoBase,COM,1.0,statistical
34612497.0,Human Gene Mutation Database,FUL,1.0,ruler
34612497.0,RefSeq,COM,1.0,ruler
34612497.0,Human Genome Variation Society,FUL,1.0,statistical
34612497.0,snpEff,COM,1.0,statistical
34614159.0,CyanoOmicsDB,COM,1.0,ruler
34614159.0,an integrated omics database for functional genomic analysis of cyanobacteria,FUL,1.0,ruler
34622771.0,Gynecomastia,COM,1.0,statistical
34622771.0,JADER,COM,1.0,statistical
34622771.0,ROR,COM,1.0,statistical
34634793.0,TYGS,COM,1.0,statistical
34634793.0,LPSN,COM,1.0,ruler
34634793.0,prokaryotes,FUL,1.0,ruler
34634793.0,Prokaryotes,FUL,1.0,statistical
34634794.0,CeDR,COM,1.0,ruler
34634795.0,ZOVER,COM,1.0,ruler
34634795.0,the database of zoonotic and vector-borne viruses,FUL,1.0,ruler
34634795.0,DBatVir,COM,1.0,ruler
34634795.0,DRodVir,COM,1.0,ruler
34634797.0,Ensembl,COM,1.0,ruler
34634800.0,DDInter,COM,1.0,statistical
34634800.0,interaction database,FUL,1.0,ruler
34634807.0,VThunter,COM,1.0,ruler
34634815.0,SomaMutDB,COM,1.0,ruler
34634815.0,a database of somatic mutations in normal human tissues,FUL,1.0,ruler
34634820.0,SCovid,COM,1.0,ruler
34636883.0,PRIDE,COM,1.0,ruler
34636883.0,An open,FUL,1.0,ruler
34642171.0,Expression Programs in Gastric Cancer,FUL,1.0,statistical
34643213.0,CASAVA,COM,1.0,statistical
34643700.0,dNTPpoolDB,COM,1.0,ruler
34643704.0,ESC,COM,1.0,ruler
34643704.0,a comprehensive resource for SARS-CoV-2 immune escape variants,FUL,1.0,ruler
34643708.0,RGD,COM,1.0,ruler
34643708.0,Ruminant Genome Database,FUL,1.0,statistical
34643708.0,UCSC Genome Browser,COM,1.0,ruler
34643709.0,Kincore,COM,1.0,ruler
34643709.0,PDB,COM,1.0,ruler
34643709.0,KinCore,COM,1.0,statistical
34643715.0,LIRBase,COM,1.0,ruler
34643715.0,a comprehensive database of long inverted repeats in eukaryotic genomes,FUL,1.0,ruler
34643715.0,GenBank,COM,1.0,ruler
34643725.0,CancerSCEM,COM,1.0,ruler
34643725.0,Cancer Single-cell Expression Map,FUL,1.0,ruler
34643725.0,CancerSCE,COM,1.0,statistical
34643729.0,scAPAatlas,COM,1.0,ruler
34647978.0,PMCE,COM,1.0,statistical
34647978.0,TCGA,COM,1.0,ruler
34648021.0,scMRMA,COM,1.0,statistical
34648031.0,Inxight Drugs,FUL,1.0,statistical
34648466.0,Chemotherapy Associated with Improved Overall Survival in Patients with Dedifferentiated Chondrosarcoma,FUL,1.0,statistical
34648466.0,SEER,COM,1.0,statistical
34649961.0,Human Genomics and Drug Development,FUL,1.0,statistical
34652432.0,Ovarian Cancer Cohort Consortium,FUL,1.0,statistical
34654757.0,Outcomes of Pediatric Oncology Patients Admitted to An Intensive Care Unit in a Resource-limited Setting,FUL,1.0,statistical
34657153.0,T4SE,COM,1.0,statistical
34657153.0,SecReT4,COM,1.0,ruler
34662531.0,HAPIN,COM,1.0,statistical
34662531.0,Household Air Pollution Intervention Network,FUL,1.0,statistical
34662531.0,P-PER,COM,1.0,statistical
34662531.0,T-IND,COM,1.0,statistical
34664632.0,ConGRI,COM,1.0,statistical
34664659.0,NPCDR,COM,1.0,statistical
34664659.0,Natural Product-based Drug Combination and Its Disease-specific Molecular Regulation,FUL,1.0,statistical
34664660.0,PopHumanVar,COM,1.0,statistical
34664660.0,an interactive application for the functional characterization and prioritization of adaptive genomic variants in humans,FUL,1.0,statistical
34664660.0,GEVA,COM,1.0,statistical
34664660.0,SnpEFF,COM,1.0,statistical
34664660.0,GWAS Catalog,COM,1.0,statistical
34664660.0,ClinVar,COM,1.0,ruler
34664660.0,DisGeNET,COM,1.0,ruler
34664660.0,iSAFE,COM,1.0,statistical
34664660.0,DARC,COM,1.0,statistical
34664666.0,ASMdb,COM,1.0,statistical
34664670.0,SYNBIP,COM,1.0,statistical
34664670.0,synthetic binding proteins for research,FUL,1.0,statistical
34664670.0,Synthetic Binding Proteins for Research,FUL,1.0,statistical
34664671.0,SubtiWiki,COM,1.0,ruler
34664973.0,MinION,COM,1.0,statistical
34668516.0,AncestralClust,COM,1.0,statistical
34669946.0,webTWAS,COM,1.0,ruler
34669962.0,UbiBrowser,COM,1.0,ruler
34670238.0,Michigan Collaborative Addiction Resources and Education System,FUL,1.0,statistical
34671807.0,Somatic Variant Analysis Suite,FUL,1.0,statistical
34671807.0,scSVAS,COM,1.0,statistical
34672337.0,GPSmatch,COM,1.0,statistical
34672341.0,ISGylation,FUL,1.0,statistical
34672341.0,ISG15,COM,1.0,statistical
34672341.0,AngII,COM,1.0,statistical
34672341.0,ISG15-/-,COM,1.0,statistical
34672341.0,ISGylation,COM,1.0,statistical
34674164.0,Period Estimation and Rhythm Detection in Timeseries Data Using BioDare2,FUL,1.0,statistical
34674164.0,BioDare2,COM,1.0,statistical
34677586.0,PMLB,COM,1.0,statistical
34679174.0,Cystic Fibrosis Foundation Patient Registry,FUL,1.0,statistical
34686856.0,Musculoskeletal Knowledge Portal,FUL,1.0,ruler
34694372.0,DULoc,COM,1.0,statistical
34694372.0,quantitatively unmixing protein subcellular location patterns in immunofluorescence images based on deep learning features,FUL,1.0,statistical
34709630.0,Geptop,COM,1.0,statistical
34709630.0,OGEE,COM,1.0,ruler
34709630.0,prokaryotes,FUL,1.0,ruler
34718406.0,MZINBVA,COM,1.0,statistical
34718406.0,variational approximation for multilevel zero-inflated negative-binomial models for association analysis in microbiome surveys,FUL,1.0,statistical
34718410.0,Importance-Penalized Joint Graphical Lasso,FUL,1.0,statistical
34718410.0,Importance-Penalized Joint Graphical Lasso method,FUL,1.0,statistical
34718410.0,TCGA,COM,1.0,ruler
34718410.0,SOST,COM,1.0,statistical
34718410.0,Reactome,COM,1.0,ruler
34718559.0,Vienna Drosophila Resource Center,FUL,1.0,statistical
34718689.0,ARTS-DB,COM,1.0,statistical
34718689.0,Antibiotic Resistant Target Seeker,COM,1.0,ruler
34718689.0,ARTS,COM,1.0,statistical
34718696.0,-pI 2.0,COM,1.0,statistical
34718696.0,proteome isoelectric point database update,FUL,1.0,ruler
34718696.0,Proteome-pI 2.0,COM,1.0,statistical
34718696.0,UniProt,COM,1.0,ruler
34718705.0,UCSC Genome Browser,COM,1.0,ruler
34718705.0,gnomAD,COM,1.0,ruler
34718705.0,DECIPHER,COM,1.0,ruler
34718710.0,Natural Products Atlas,FUL,1.0,statistical
34718710.0,CyanoMetDB,COM,1.0,statistical
34718712.0,Plant Cell Marker DataBase,FUL,1.0,statistical
34718712.0,SCSA,COM,1.0,statistical
34718712.0,SingleR,COM,1.0,statistical
34718712.0,PCMDB,COM,1.0,statistical
34718713.0,mBodyMap,COM,1.0,ruler
34718715.0,OncoDB,COM,1.0,ruler
34718715.0,TCGA,COM,1.0,ruler
34718716.0,ConVarT,COM,1.0,statistical
34718716.0,a search engine for matching human genetic variants with variants from non-human species,FUL,1.0,statistical
34718717.0,Therapeutic Target Database,FUL,1.0,statistical
34718717.0,PDB,COM,1.0,ruler
34718717.0,AlphaFold,COM,1.0,ruler
34718719.0,MetazExp,COM,1.0,ruler
34718720.0,BrainBase,COM,1.0,ruler
34718720.0,a curated knowledgebase for brain diseases,FUL,1.0,ruler
34718726.0,RNAInter,COM,1.0,ruler
34718726.0,interaction database,FUL,1.0,ruler
34718726.0,RNA Interactome Database,FUL,1.0,ruler
34718728.0,VEuPathDB,COM,1.0,ruler
34718728.0,"Eukaryotic Pathogen, Vector and Host Informatics Resource",FUL,1.0,ruler
34718728.0,VectorBase,COM,1.0,ruler
34718728.0,EuPathDB,COM,1.0,ruler
34718728.0,ClinEpiDB,COM,1.0,statistical
34718728.0,MicrobiomeDB,COM,1.0,statistical
34718729.0,Complex Portal,FUL,1.0,statistical
34718729.0,wwPDB,COM,1.0,ruler
34718729.0,EMDB,COM,1.0,ruler
34718729.0,Reactome,COM,1.0,ruler
34718729.0,ComplexViewer,COM,1.0,statistical
34718729.0,Wikidata,COM,1.0,ruler
34718731.0,National Genomics Data Center,FUL,1.0,statistical
34718731.0,Database Commons,COM,1.0,statistical
34718734.0,RPS,COM,1.0,ruler
34718734.0,a comprehensive database of RNAs involved in liquid-liquid phase separation,FUL,1.0,ruler
34718735.0,FlyAtlas,COM,1.0,ruler
34718735.0,flyatlas2.org,COM,1.0,statistical
34718738.0,Eukaryotic Linear Motif,FUL,1.0,statistical
34718738.0,ELM,COM,1.0,ruler
34718739.0,European Variation Archive,FUL,1.0,ruler
34718739.0,EVA,COM,1.0,ruler
34718739.0,dbSNP,COM,1.0,ruler
34718739.0,Global Alliance of Genomics and Health,FUL,1.0,statistical
34718740.0,RNAPhaSep,COM,1.0,ruler
34718740.0,a resource of RNAs undergoing phase separation,FUL,1.0,ruler
34718741.0,qPTMplants,COM,1.0,ruler
34718741.0,an integrative database of quantitative post-translational modifications in plants,FUL,1.0,ruler
34718743.0,BacDive,COM,1.0,ruler
34718743.0,BacMedia,COM,1.0,statistical
34718745.0,CompoDynamics,COM,1.0,ruler
34718745.0,a comprehensive database for characterizing sequence composition dynamics,FUL,1.0,ruler
34718745.0,RefSeq,COM,1.0,ruler
34718746.0,G4LDB,COM,1.0,ruler
34718747.0,TcoFBase,COM,1.0,ruler
34718747.0,a comprehensive database for decoding the regulatory transcription co-factors in human and mouse,FUL,1.0,statistical
34718747.0,http://tcof.liclab.net/TcoFbase,COM,1.0,statistical
34718747.0,TcoF,COM,1.0,statistical
34718748.0,MVIP,COM,1.0,ruler
34718748.0,multi-omics portal of viral infection,FUL,1.0,ruler
34718748.0,KEGG,COM,1.0,ruler
34718752.0,EWAS,COM,1.0,ruler
34718760.0,PhylomeDB,COM,1.0,ruler
34718997.0,Prokaryotic Genome Annotation,FUL,1.0,statistical
34718998.0,Functional Annotation from Structural Homology,FUL,1.0,statistical
34719002.0,COBRA,COM,1.0,statistical
34723317.0,3DSNP,COM,1.0,ruler
34723319.0,PRIDE,COM,1.0,ruler
34723319.0,ProteomeXchange,COM,1.0,ruler
34723319.0,UniProt,COM,1.0,ruler
34723319.0,Ensembl,COM,1.0,ruler
34723320.0,ViRBase,COM,1.0,ruler
34723326.0,GreeNC,COM,1.0,ruler
34723326.0,Green Non-Coding Database,FUL,1.0,ruler
34734986.0,PhyloCSF++,COM,1.0,statistical
34734986.0,PhyloCSF,COM,1.0,statistical
34747372.0,Racial Differences in Survival Among Advanced-stage Non-small-Cell Lung Cancer Patients Who Received Immunotherapy,FUL,1.0,statistical
34747465.0,HGD,COM,1.0,ruler
34747465.0,HymenopteraMine,COM,1.0,statistical
34747465.0,UniProt,COM,1.0,ruler
34747466.0,Pol3Base,COM,1.0,ruler
34747466.0,a resource for decoding the interactome,FUL,1.0,ruler
34747466.0,http://rna.sysu.edu.cn/pol3base/,COM,1.0,statistical
34747466.0,regulatory relationships,FUL,1.0,ruler
34747468.0,HumanNet,COM,1.0,ruler
34747470.0,AMDB,COM,1.0,ruler
34747470.0,Animal Microbiome Database,FUL,1.0,statistical
34747471.0,VARIDT,COM,1.0,statistical
34747477.0,SPICA,COM,1.0,ruler
34747477.0,Swiss portal for immune cell analysis,FUL,1.0,ruler
34747480.0,PDB,COM,1.0,ruler
34747487.0,INDI,COM,1.0,statistical
34747487.0,GenBank,COM,1.0,ruler
34747489.0,BioSamples,COM,1.0,ruler
34747489.0,FAIRer,COM,1.0,statistical
34747489.0,https://github.com/EBIBioSamples/biosamples-v4,COM,1.0,statistical
34751162.0,Lung Cancer Computational Biology and Resources,FUL,1.0,statistical
34751388.0,CEBS,COM,1.0,ruler
34751388.0,Chemical Effects in Biological Systems database,FUL,1.0,ruler
34751395.0,LncRNAWiki,COM,1.0,ruler
34751401.0,ReMap,COM,1.0,ruler
34751401.0,a large-scale,FUL,1.0,ruler
34751401.0,Mouse regulatory catalog,FUL,1.0,statistical
34751401.0,Ensembl,COM,1.0,ruler
34751403.0,ViroidDB,COM,1.0,ruler
34751403.0,a database of viroids and viroid-like circular RNAs,FUL,1.0,ruler
34751405.0,DNA Data Bank of Japan,FUL,1.0,ruler
34751405.0,DDBJ,COM,1.0,ruler
34751405.0,International Nucleotide Sequence Database Collaboration,FUL,1.0,ruler
34751405.0,INSDC,COM,1.0,ruler
34751405.0,MetaboBank,COM,1.0,statistical
34752598.0,Understanding Factors Associated With Anaplastic Lymphoma Kinase Testing Delays in Patients With Non-Small Cell Lung Cancer in a Large Real-World Oncology Database,FUL,1.0,statistical
34753855.0,MYO6,COM,1.0,statistical
34755844.0,T2-DAG,COM,1.0,statistical
34755844.0,KEGG,COM,1.0,ruler
34755865.0,SnRK1,COM,1.0,statistical
34755865.0,cyPPDK,COM,1.0,statistical
34755867.0,PDBe,COM,1.0,ruler
34755867.0,Protein Data Bank in Europe - Knowledge Base,FUL,1.0,ruler
34755867.0,PDB,COM,1.0,ruler
34755868.0,FusionGDB,COM,1.0,ruler
34755868.0,https://compbio.uth.edu/FusionGDB2/.,COM,1.0,statistical
34755871.0,BRAD,COM,1.0,ruler
34755871.0,Brassicaceae Database,FUL,1.0,statistical
34755871.0,Brassica Database,FUL,1.0,statistical
34755871.0,Model-View-ViewModel,COM,1.0,statistical
34755871.0,Syntenic Gene @ Subgenome,FUL,1.0,statistical
34755877.0,IID,COM,1.0,ruler
34755879.0,Factorbook,COM,1.0,statistical
34755879.0,ENCODE,COM,1.0,ruler
34755880.0,Rhea,COM,1.0,ruler
34755880.0,ChEBI,COM,1.0,ruler
34755880.0,Chemical Entities of Biological Interest,FUL,1.0,ruler
34755880.0,UniProt,COM,1.0,ruler
34755880.0,UniProtKB,COM,1.0,ruler
34755885.0,APPRIS,COM,1.0,ruler
