pmid,title,has_resource_url,resource_url
"28431131, 31612957",DNAproDB: an interactive tool for structural analysis of DNA-protein complexes.,True,http://dnaprodb.usc.edu
"23155064, 29077942",MetalPDB: a database of metal sites in biological macromolecular structures.,True,http://metalweb.cerm.unifi.it
"22554788, 23160412, 24234449, 31960022, 25398896, 26935103",Directly e-mailing authors of newly published papers encourages community curation.,True,http://flybase.org/
"22962312, 24150940, 26220709","DECIPHER: web-based, community resource for clinical interpretation of rare variants in developmental disorders.",True,https://decipher.sanger.ac.uk
"24225323, 27899627, 28968762, 29277864, 31667520","PATRIC, the bacterial bioinformatics database and analysis resource.",True,http://www.patricbrc.org
"23734660, 33772585, 25300482",Query enhancement through the practical application of ontology: the IEDB and OBI.,True,http://www.iedb.org
"22700702, 23504016, 24175918",RegPrecise web services interface: programmatic access to the transcriptional regulatory interactions in bacteria reconstructed by comparative genomics.,True,http://regprecise.lbl.gov/RegPrecise/services.jsp
"22096230, 33136286, 26481357, 33211851",WikiPathways: building research communities on biological pathways.,True,http://www.wikipathways.org
"24203711, 29126136",DrugBank 4.0: shedding new light on drug metabolism.,True,http://www.drugbank.ca
"29106664, 31665479",ProteomicsDB.,True,https://www.ProteomicsDB.org
"23193266, 27899616",The TissueNet database of human tissue protein-protein interactions.,True,http://netbio.bgu.ac.il/tissuenet/
"26519400, 26585406, 31423653",KEGG Bioinformatics Resource for Plant Genomics and Metabolomics.,True,http://www.kegg.jp/
"25964630, 29220439",PsyGeNET: a knowledge platform on psychiatric disorders and their genes.,True,http://www.psygenet.org/
"24311565, 29106611",mVOC: a database of microbial volatiles.,True,http://bioinformatics.charite.de/mvoc
"22140110, 30371825, 26400175",PubChem's BioAssay Database.,True,http://pubchem.ncbi.nlm.nih.gov
"24316578, 25510495, 29112715, 30615123, 33270901, 26553804, 29220466",RefSeq microbial genomes database: new representation and annotation strategy.,True,http://www.ncbi.nlm.nih.gov/genome
"27404214, 32421310",ATLAS of Biochemistry: A Repository of All Possible Biochemical Reactions for Synthetic Biology and Metabolic Engineering Studies.,True,http://lcsb-databases.epfl.ch/atlas/
"26481356, 30407549",Lnc2Cancer: a manually curated database of experimentally supported lncRNAs associated with various human cancers.,True,http://www.bio-bigdata.net/lnc2cancer
"32393257, 32393257",MyoMiner: explore gene co-expression in normal and pathological muscle.,True,https://www.sys-myo.com/myominer
"21989406, 24009883, 26434508","ExoCarta 2012: database of exosomal proteins, RNA and lipids.",True,http://www.exocarta.org
"27451428, 32385526",SZDB: A Database for Schizophrenia Genetic Research.,True,http://www.szdb.org/
"25425034, 30371818",piRBase: a web resource assisting piRNA functional study.,True,http://www.regulatoryrna.org/database/piRNA/
"23674824, 25332398, 31836896",Elucidating human phosphatase-substrate networks.,True,http://www.DEPOD.org
"22096228, 26433225, 29788229, 24178028",SubtiWiki--a comprehensive community resource for the model organism Bacillus subtilis.,True,http://subtiwiki.uni-goettingen.de/
"24234438, 32248568, 27924022",Developments in FINDbase worldwide database for clinically relevant genomic variation allele frequencies.,True,http://www.findbase.org
"24225320, 30357347",The Genome Database for Rosaceae (GDR): year 10 update.,True,http://www.rosaceae.org
"26578592, 27899595, 30407594, 27193693","PANTHER version 10: expanded protein families and functions, and analysis tools.",True,http://pantherdb.org
"28011601, 30759212, 33242091",CSDB_GT: a new curated database on glycosyltransferases.,True,http://csdb.glycoscience.ru/gt.html
"24185702, 29165593, 33539890",FunCoup 3.0: database of genome-wide functional coupling networks.,True,http://FunCoup.sbc.su.se
"21995777, 26589635","BRAD, the genetics and genomics database for Brassica plants.",True,http://brassicadb.org
"22127870, 24288371",The Pfam protein families database.,True,http://pfam.sanger.ac.uk/
"22135291, 25332395",Rhea--a manually curated resource of biochemical reactions.,True,http://www.ebi.ac.uk/rhea
"22139911, 25593349, 27899619, 31724716",neXtProt: a knowledge platform for human proteins.,True,http://www.nextprot.org/
"23193264, 24259429, 29688360, 23193287, 25414350, 33196830",Database resources of the National Center for Biotechnology Information.,True,http://www.ncbi.nlm.nih.gov
"23203871, 28782718, 30476243, 25352553, 27924014, 33237311","STRING v9.1: protein-protein interaction networks, with increased coverage and integration.",True,http://string-db.org/
"22434842, 29126148",Tracking and coordinating an international curation effort for the CCDS Project.,True,http://www.ncbi.nlm.nih.gov/CCDS/CcdsBrowse.cgi
"30265627, 33313778",VIPERdb: A Tool for Virus Research.,True,http://viperdb.scripps.edu
"22075998, 23193274, 23448259",ENCODE whole-genome data in the UCSC Genome Browser: update 2012.,True,http://genome.ucsc.edu
"22039152, 30835791",ProGlycProt: a repository of experimentally characterized prokaryotic glycoproteins.,True,http://www.proglycprot.org/
"23193269, 27899624, 28968784, 31647104",MicroScope--an integrated microbial resource for the curation and comparative analysis of genomic and metabolic data.,True,http://www.genoscope.cns.fr/agc/microscope
"27794040, 30357420, 33152092",Genomes OnLine Database (GOLD) v.6: data updates and feature enhancements.,True,https://gold.jgi.doe.gov
"21785142, 26888907, 26896847, 26980512, 27337980, 28365736, 31691826, 33137190",Ensembl BioMarts: a hub for data retrieval across taxonomic space.,True,http://www.ensembl.org/biomart/martview/
"23175615, 27903906, 29761457",EuPathDB: the eukaryotic pathogen database.,True,http://eupathdb.org
"22067448, 26578559, 30395255",VFDB 2012 update: toward the genetic diversity and molecular evolution of bacterial virulence factors.,True,http://www.mgc.ac.cn/VFs/
"29532461, 33074547","HpBase: A genome database of a sea urchin, Hemicentrotus pulcherrimus.",True,http://cell-innovation.nig.ac.jp/Hpul/
"22110036, 26578557, 33166388",LegumeIP: an integrative database for comparative genomics and transcriptomics of model legumes.,True,http://plantgrn.noble.org/LegumeIP/
"22086958, 29126224, 25378318",DBTSS: DataBase of Transcriptional Start Sites progress report in 2012.,True,http://dbtss.hgc.jp
"26582914, 29155946, 30664776",GPCRdb: an information system for G protein-coupled receptors.,True,http://www.gpcrdb.org/
"23192552, 26476454, 23193276, 31742321",Molecular network analysis of diseases and drugs in KEGG.,True,http://www.genome.jp/kegg/
"23203869, 30445541","SIFTS: Structure Integration with Function, Taxonomy and Sequences resource.",True,http://pdbe.org/sifts
"23180787, 25161662",SUBA3: a database for integrating experimentation and prediction to define the SUBcellular location of proteins in Arabidopsis.,True,http://suba.plantenergy.uwa.edu.au
"22110025, 23180790, 24194602, 26578571, 30357349, 33156332, 25477381, 31724722","The DNA Data Bank of Japan launches a new resource, the DDBJ Omics Archive of functional genomics experiments.",True,http://www.ddbj.nig.ac.jp
"26612867, 33436076",The Dfam database of repetitive DNA families.,True,http://dfam.org
"22006842, 23202522, 30593617",ViPR: an open bioinformatics database and analysis resource for virology research.,True,http://www.ViPRbrc.org
"21543339, 22067452, 29069413, 24194605, 29761466",Methods and strategies for gene structure curation in WormBase.,True,http://www.wormbase.org/
"22139925, 26615194",GWASdb: a database for human genetic variants identified by genome-wide association studies.,True,http://jjwanglab.org/gwasdb
"23161680, 27987169","TropGeneDB, the multi-tropical crop information system updated and extended.",True,http://tropgenedb.cirad.fr
"22135294, 33196801",NONCODE v3.0: integrative annotation of long noncoding RNAs.,True,http://www.noncode.org
"29662024, 32679723","PKIDB: A Curated, Annotated and Updated Database of Protein Kinase Inhibitors in Clinical Trials.",True,http://www.icoa.fr/pkidb
"23193273, 25378343","EPD and EPDnew, high-quality promoter resources in the next-generation sequencing era.",True,http://epd.vital-it.ch
"22102576, 29059334",The MetaCyc database of metabolic pathways and enzymes and the BioCyc collection of pathway/genome databases.,True,http://biocyc.org/
"22661649, 28453683, 32696355, 25361972",MobiDB: a comprehensive database of intrinsic protein disorder annotations.,True,http://mobidb.bio.unipd.it/
"24009897, 25388151, 25704310",EVpedia: an integrated database of high-throughput data for systemic analyses of extracellular vesicles.,True,http://evpedia.info
"23203884, 26527724, 29220462, 23327937","RegulonDB v8.0: omics data sets, evolutionary conservation, regulatory phrases, cross-validated gold standards and more.",True,http://regulondb.ccg.unam.mx/
"26476458, 33125071",GlyTouCan 1.0--The international glycan structure repository.,True,http://glytoucan.org/
"26516188, 30407591, 31583635",Integrated interactions database: tissue-specific view of the human and model organism interactomes.,True,http://ophid.utoronto.ca/iid
"29036527, 31797049",iSyTE 2.0: a database for expression-based gene discovery in the eye.,True,http://research.bioinformatics.udel.edu/iSyTE
"26527729, 29140531, 30485709",sORFs.org: a repository of small ORFs identified by ribosome profiling.,True,http://www.sorfs.org
"23125366, 24139024, 25313157, 25380782, 29059324, 29761462, 31733057",Xenbase: expansion and updates of the Xenopus model organism database.,True,http://www.xenbase.org
"22629346, 25428357",arrayMap: a reference resource for genomic copy number imbalances in human malignancies.,True,http://www.arraymap.org
"25708775, 32898258",EXPath: a database of comparative expression analysis inferring metabolic pathways for plants.,True,http://expath.itps.ncku.edu.tw
"29762640, 33683131",MRMAssayDB: an integrated resource for validated targeted proteomics assays.,True,http://mrmassaydb.proteincentre.com
"27899569, 31722416",MEGARes: an antimicrobial resistance database for high throughput sequencing.,True,https://megares.meglab.org
"22366368, 26248563",ITS2 database IV: interactive taxon sampling for internal transcribed spacer 2 based phylogenies.,True,http://its2.bioapps.biozentrum.uni-wuerzburg.de/
"24285305, 29140524",NONCODEv4: exploring the world of long non-coding RNA genes.,True,http://www.bioinfo.org/noncode/
"23193290, 30418626, 26578568",DbPTM 3.0: an informative resource for investigating substrate site specificity and functional association of protein post-translational modifications.,True,http://dbPTM.mbc.nctu.edu.tw/
"22080514, 24163105, 30963491",PolymiRTS Database 2.0: linking polymorphisms in microRNA target sites with human diseases and complex traits.,True,http://compbio.uthsc.edu/miRSNP/
"22110040, 26615199, 31680160, 24214962",ELM--the database of eukaryotic linear motifs.,True,http://elm.eu.org
"26084703, 29761459, 27933520",A unified gene catalog for the laboratory mouse reference genome.,True,http://www.informatics.jax.org
"21296746, 27009807, 27736745, 27602200, 29761460",RGD: a comparative genomics platform.,True,http://rgd.mcw.edu
"20931385, 24217918, 27987178, 29165610, 22374386, 28713666",Gramene database: a hub for comparative plant genomics.,True,http://www.gramene.org
"21622657, 28453653",BAR-PLUS: the Bologna Annotation Resource Plus for functional and structural annotation of protein sequences.,True,http://bar.biocomp.unibo.it/bar2.0
"24217912, 30476213",The Human Phenotype Ontology project: linking molecular biology and disease through phenotype data.,True,http://www.human-phenotype-ontology.org
"27899601, 28968848",DisProt 7.0: a major update of the database of disordered proteins.,True,http://www.disprot.org
"25332392, 29077939",lncRNASNP: a database of SNPs in lncRNAs and their potential functions in human and mouse.,True,http://bioinfo.life.hust.edu.cn/lncRNASNP/
"21605702, 25055920","miRWalk--database: prediction of possible miRNA binding sites by ""walking"" the genes of three genomes.",True,http://mirwalk.uni-hd.de/
"21646335, 22139938","The Gene3D Web Services: a platform for identifying, annotating and comparing structural domains in protein sequences.",True,http://gene3d.biochem.ucl.ac.uk/WebServices/
"24214959, 26424852",BacDive--the Bacterial Diversity Metadatabase.,True,http://bacdive.dsmz.de
"23203868, 30462320, 25392420",COXPRESdb: a database of comparative gene coexpression networks of eleven species for mammals.,True,http://coxpresdb.jp
"23193284, 25361965",PTMcode: a database of known and predicted functional associations between post-translational modifications in proteins.,True,http://ptmcode.embl.de
"23203880, 25398902, 27899625",YM500: a small RNA sequencing (smRNA-seq) database for microRNA research.,True,http://ngs.ym.edu.tw/ym500/
"26516186, 30606230",NCG 5.0: updates of a manually curated repository of cancer genes and associated properties from cancer mutational screenings.,True,http://ncg.kcl.ac.uk/
"22140109, 29220077",The Arabidopsis Information Resource (TAIR): improved gene annotation and new tools.,True,http://arabidopsis.org
"24304892, 29126174",miRTarBase update 2014: an information resource for experimentally validated miRNA-target interactions.,True,http://mirtarbase.mbc.nctu.edu.tw/
"24939129, 34411258","Using PeptideAtlas, SRMAtlas, and PASSEL: Comprehensive Resources for Discovery and Targeted Proteomics.",True,http://www.peptideatlas.org
"33511845, 34506132",FMODB: The World's First Database of Quantum Mechanical Calculations for Biomacromolecules Based on the Fragment Molecular Orbital Method.,True,https://drugdesign.riken.jp/FMODB/
"23180789, 26467479",The ChEBI reference database and ontology for biologically relevant chemistry: enhancements for 2013.,True,http://www.ebi.ac.uk/chebi
"26722116, 29564831",ChromothripsisDB: a curated database of chromothripsis.,True,http://cgma.scu.edu.cn/ChromothripsisDB
"27899558, 31733064",pathDIP: an annotated resource for known and predicted human gene-pathway associations and pathway enrichment analysis.,True,http://ophid.utoronto.ca/pathdip
"22847375, 24053356",BioGPS and GXD: mouse gene expression data-the benefits and challenges of data integration.,True,http://biogps.org
"22012987, 24243840, 24951798, 26087747, 26656494",The Reactome BioMart.,True,http://www.reactome.org
"23161694, 25361968, 26842383, 27799471, 30304474, 23245209, 33152070",Genenames.org: the HGNC resources in 2013.,True,http://www.genenames.org
"24667251, 30053270","A framework for organizing cancer-related variations from existing databases, publications and NGS data using a High-performance Integrated Virtual Environment (HIVE).",True,http://hive.biochemistry.gwu.edu/tools/biomuta/index.php
"23161682, 29156057",PRGdb 2.0: towards a community-based database model for the analysis of R-genes in plants.,True,http://prgdb.org
"22661580, 33849055",ExPASy: SIB bioinformatics resource portal.,True,http://www.expasy.org
"24334350, 26546318, 29216398",ATTED-II in 2014: evaluation of gene coexpression in agriculturally important plants.,True,http://atted.jp
"22086950, 24157837, 26455268, 28456986, 26527717","MEROPS: the database of proteolytic enzymes, their substrates and inhibitors.",True,http://merops.sanger.ac.uk
"24112409, 30371820",Towards a unified paradigm for sequence-based identification of fungi.,True,http://unite.ut.ee/repository.php
"26578696, 33661371",OryzaGenome: Genome Diversity Database of Wild Oryza Species.,True,http://viewer.shigen.info/oryzagenome/
"26481361, 29761461, 31647100",Bovine Genome Database: new tools for gleaning function from the Bos taurus genome.,True,http://BovineGenome.org
"27242034, 32542109","Abasy Atlas: a comprehensive inventory of systems, global network properties and systems-level elements across bacteria.",True,http://abasy.ccg.unam.mx
"27794045, 33211864, 30407557",Update of the FANTOM web resource: high resolution transcriptome of diverse cell types in mammals.,True,http://fantom.gsc.riken.jp
"22086951, 23155063, 25428374, 26590259, 24227676, 26740527, 29106570, 30407534, 31691824",The UCSC Genome Browser database: extensions and updates 2011.,True,http://genome.ucsc.edu
"22139929, 28605765, 31667304",BioProject and BioSample databases at NCBI: facilitating capture and organization of metadata.,True,http://www.ncbi.nlm.nih.gov/bioproject
"32393779, 34220744","CoryneRegNet 7, the reference database and analysis platform for corynebacterial gene regulatory networks.",True,http://www.exbio.wzw.tum.de/coryneregnet/
"24214964, 26635391, 31701128",DriverDB: an exome sequencing database for cancer driver gene identification.,True,http://ngs.ym.edu.tw/driverdb/
"31405382, 31624831",The bio.tools registry of software tools and data resources for the life sciences.,True,https://bio.tools
"22110037, 23487186, 27252399, 28365727, 28451979, 30715277, 31612944, 32128557, 24265222, 26578556, 28365719, 29140510",Saccharomyces Genome Database: the genomics resource of budding yeast.,True,http://www.yeastgenome.org
"23175610, 24285300, 26150326, 26578600","The mouse genome database: genotypes, phenotypes, and models of human disease.",True,http://www.informatics.jax.org
"23093600, 23144783, 23613709, 25326323, 27651457, 29351546, 30247620, 23221299, 27171405, 34458863",The Comparative Toxicogenomics Database: update 2013.,True,http://ctdbase.org/
"21321022, 22434847, 23603846, 23794737, 23881287, 25355511, 31713623, 21478484, 23255149","The Rat Genome Database curation tool suite: a set of optimized software tools enabling efficient acquisition, organization, and presentation of biological data.",True,http://rgd.mcw.edu
"22260278, 27679478",Influenza research database: an integrated bioinformatics resource for influenza research and surveillance.,True,http://www.fludb.org
"21646343, 27098042, 27098042",g:Profiler--a web server for functional interpretation of gene lists (2011 update).,True,http://biit.cs.ut.ee/gprofiler/
"22080546, 23180798, 29190397, 33166387, 26657633",The International Nucleotide Sequence Database Collaboration.,True,http://www.insdc.org
"22080548, 25404130, 26615190, 30395270, 23203883, 24165880, 24214989, 26861660, 27899630, 28386528, 31722421",Major submissions tool developments at the European Nucleotide Archive.,True,http://www.ebi.ac.uk/ena
"24265223, 24318814",EMAGE mouse embryo spatial gene expression database: 2014 update.,True,http://www.emouseatlas.org/emage/
"24271399, 25501940, 28365730",The Structure-Function Linkage Database.,True,http://sfld.rbvi.ucsf.edu/
"25723102, 27402679",Gateways to the FANTOM5 promoter level mammalian expression atlas.,True,http://fantom.gsc.riken.jp/5/
"21752111, 33146890, 22688270",The Human Protein Atlas as a proteomic resource for biomarker discovery.,True,http://www.proteinatlas.org
"22651224, 23616008","CORNET 2.0: integrating plant coexpression, protein-protein interactions, regulatory interactions, gene associations and functional annotations.",True,https://bioinformatics.psb.ugent.be/cornet
"23203891, 26980515",2P2Idb: a structural database dedicated to orthosteric modulation of protein-protein interactions.,True,http://2p2idb.cnrs-mrs.fr
"27153631, 29186503",MINTbase: a framework for the interactive exploration of mitochondrial and nuclear tRNA fragments.,True,http://cm.jefferson.edu/MINTbase/
"30926570, 31294057",Genome Annotator Light (GAL): A Docker-based package for genome analysis and visualization.,True,http://www.eumicrobedb.org/cglab
"22527113, 24980131",Plant rDNA database: ribosomal DNA loci information goes online.,True,http://www.plantrdnadatabase.com
"25416803, 27603020",DIANA-TarBase v7.0: indexing more than half a million experimentally supported miRNA:mRNA interactions.,True,http://www.microrna.gr/tarbase
"33599248, 34561023",bc-GenExMiner 4.5: new mining module computes breast cancer differential gene expression analyses.,True,http://bcgenex.ico.unicancer.fr
"25378330, 31125569",Recent improvements to Binding MOAD: a resource for protein-ligand binding affinities and structures.,True,http://www.BindingMOAD.org
"22737589, 27899561, 30395293, 31602479, 24393765, 25398906, 26615191, 29140470, 33095870",Fungal genome resources at NCBI.,True,http://www.ncbi.nlm.nih.gov/
"34042771, 34156448, 34891750",Introducing a Platform for Integrating and Sharing Stem Cell Research Data.,True,https://remedy.mssm.edu/
"23688585, 26432833",iPPI-DB: a manually curated and interactive database of small non-peptide inhibitors of protein-protein interactions.,True,http://www.ippidb.cdithem.fr
"24243843, 25636622, 33095861","DEG 10, an update of the database of essential genes that includes both protein-coding genes and noncoding genomic elements.",True,http://www.essentialgene.org
"22385986, 22385986",CpGPAP: CpG island predictor analysis platform.,True,http://bio.kuas.edu.tw/CpGPAP/
"24301061, 31612961",GWAS Central: a comprehensive resource for the comparison and interrogation of genome-wide association studies.,True,http://www.gwascentral.org
"29236971, 29718468",New algorithms to represent complex pseudoknotted RNA structures in dot-bracket notation.,True,http://rnapdbee.cs.put.poznan.pl
"29023571, 33367505",PICKLE 2.0: A human protein-protein interaction meta-database employing data integration via genetic information ontology.,True,http://www.pickle.gr
"23192546, 23716640, 27081850",Analysis strategy of protein-protein interaction networks.,True,http://visant.bu.edu
"23321019, 28857516",Modeling of non-additive mixture properties using the Online CHEmical database and Modeling environment (OCHEM).,True,http://ochem.eu
"31239187, 33129577",pHLA3D: An online database of predicted three-dimensional structures of HLA molecules.,True,http://www.phla3d.com.br
"25378303, 29069517",iBeetle-Base: a database for RNAi phenotypes in the red flour beetle Tribolium castaneum.,True,http://ibeetle-base.uni-goettingen.de
"21276275, 24532766",MEMOSys: Bioinformatics platform for genome-scale metabolic models.,True,http://www.icbi.at/MEMOSys
"30052798, 30052798",zfRegeneration: a database for gene expression profiling during regeneration.,True,http://www.zfregeneration.org
"21471015, 21471015",DIME: R-package for identifying differential ChIP-seq based on an ensemble of mixture models.,True,http://www.stat.osu.edu/~statgen/SOFTWARE/DIME
"25378316, 30196491","IMGT®, the international ImMunoGeneTics information system® 25 years on.",True,http://www.imgt.org
"21948793, 26578601, 29140520",Therapeutic target database update 2012: a resource for facilitating target-oriented drug discovery.,True,http://bidd.nus.edu.sg/group/ttd/ttd.asp
"31372645, 31372645",Malaria.tools-comparative genomic and transcriptomic database for Plasmodium species.,True,http://www.malaria.tools
"26481351, 29165655","Expression Atlas update--an integrated database of gene and protein expression in humans, animals and plants.",True,http://www.ebi.ac.uk/gxa
"22908213, 33221922",The UCSC genome browser and associated tools.,True,http://genome.ucsc.edu
"24271396, 30976793",The European Bioinformatics Institute's data resources 2014.,True,http://www.ebi.ac.uk
"27899670, 30445434",The new NHGRI-EBI Catalog of published genome-wide association studies (GWAS Catalog).,True,http://www.ebi.ac.uk/gwas/
"25685613, 27899642",The UCSC Ebola Genome Portal.,True,http://genome.ucsc.edu/ebolaPortal/
"23220694, 26519402",The plant ontology as a tool for comparative plant anatomy and genomic analyses.,True,http://www.plantontology.org/
"23161678, 23842463",Gene Ontology annotations and resources.,True,http://www.geneontology.org
"22538508, 26361768",Computational structural analysis of proteins of Mycobacterium tuberculosis and a resource for identifying off-targets.,True,http://bmi.icmr.org.in/mtbsd/MtbSD.php/search.php
"24574175, 25159016, 26227301, 25407602, 26351202",Label-free LC-MS/MS identification of phosphatidylglycerol-regulated proteins in Synechocystis sp. PCC6803.,True,http://proteomecentral.proteomexchange.org/dataset/PXD000363
"30701323, 32276847",Gene co-expression network analysis identifies trait-related modules in Arabidopsis thaliana.,True,http://bioinformatics.fafu.edu.cn/arabi/
"31598630, 31598630",Learning from the ligand: using ligand-based features to improve binding affinity prediction.,True,http://opig.stats.ox.ac.uk/resources
"21975939, 34038028",Using the PhenX Toolkit to Add Standard Measures to a Study.,True,https://www.phenxtoolkit.org/
"29067135, 30088220",The braingraph.org database of high resolution structural connectomes and the brain graph tools.,True,http://braingraph.org
"22106335, 23671338, 22140103, 23396323",Data-driven information retrieval in heterogeneous collections of transcriptomics data links SIM2s to malignant pleural mesothelioma.,True,http://www.ebi.ac.uk/fg/research/rex
"23088274, 26268340",Computational tools and resources for metabolism-related property predictions. 2. Application to prediction of half-life time in human liver microsomes.,True,http://cactus.nci.nih.gov
27888793,InverPep: A database of invertebrate antimicrobial peptides.,True,http://ciencias.medellin.unal.edu.co/gruposdeinvestigacion/prospeccionydisenobiomoleculas/InverPep/public/home_en
26510927,The HAND Database: a gateway to understanding the role of HIV in HIV-associated neurocognitive disorders.,True,http://www.handdatabase.org
24203708,SMPDB 2.0: big improvements to the Small Molecule Pathway Database.,True,http://www.smpdb.ca
34220930,"The FAANG Data Portal: Global, Open-Access, ""FAIR"", and Richly Validated Genotype to Phenotype Data for High-Quality Functional Annotation of Animal Genomes.",True,https://data.faang.org
33290554,"PANTHER version 16: a revised family classification, tree-based classification tool, enhancer regions and extensive API.",True,http://www.pantherdb.org
"29112718, 29927072, 33211869",Rfam 13.0: shifting to a genome-centric resource for non-coding RNA families.,True,http://rfam.org
31296229,GENT2: an updated gene expression database for normal and tumor tissues.,True,http://gent2.appex.kr
27374121,HPIDB 2.0: a curated database for host-pathogen interactions.,True,http://www.agbase.msstate.edu/hpi/main.html
23530693,A systematic comparison of the MetaCyc and KEGG pathway databases.,False,
25990727,APPRIS WebServer and WebServices.,True,http://apprisws.bioinfo.cnio.es
"25428363, 27980099, 30476227",The BioGRID interaction database: 2015 update.,True,http://thebiogrid.org
27114492,UbiNet: an online resource for exploring the functional associations and regulatory networks of protein ubiquitylation.,True,http://csb.cse.yzu.edu.tw/UbiNet/
24165881,SIMAP--the database of all-against-all protein sequence similarities and annotations with new interfaces and increased coverage.,True,http://mips.gsf.de/simap/
24178989,HypoxiaDB: a database of hypoxia-regulated proteins.,True,http://www.hypoxiadb.com
21269480,Searching the protein structure database for ligand-binding site similarities using CPASS v.2.,True,http://cpass.unl.edu
"23568467, 24259431",Databases and in silico tools for vaccine design.,True,http://www.violinet.org
22127867,FlyBase 101--the basics of navigating FlyBase.,True,http://www.modencode.org
23282057,IntPath--an integrated pathway gene relationship database for model organisms and important pathogens.,True,http://compbio.ddns.comp.nus.edu.sg:8080/IntPath
"25102069, 29487113",Panorama: a targeted proteomics knowledge base.,True,https://panoramaweb.org
21353266,"A legume specific protein database (LegProt) improves the number of identified peptides, confidence scores and overall protein identification success rates for legume proteomics.",True,http://bioinfo.noble.org/manuscript-support/legumedb
30105017,ASAP - A Webserver for Immunoglobulin-Sequencing Analysis Pipeline.,True,https://asap.tau.ac.il
"23143106, 26442933, 30406744",EcoCyc: fusing model organism databases with systems biology.,True,http://EcoCyc.org
31161204,PRISMOID: a comprehensive 3D structure database for post-translational modifications and mutations with functional impact.,True,http://prismoid.erc.monash.edu/
30365030,ETCM: an encyclopaedia of traditional Chinese medicine.,True,http://www.nrc.ac.cn:9090/ETCM/
"26578581, 33151284",DBAASP v.2: an enhanced database of structure and antimicrobial/cytotoxic activity of natural and synthetic peptides.,True,http://dbaasp.org
25270877,CODEX: a next-generation sequencing experiment database for the haematopoietic and embryonic stem cell communities.,True,http://codex.stemcells.cam.ac.uk/
26896846,NALDB: nucleic acid ligand database for small molecules targeting nucleic acid.,True,http://bsbe.iiti.ac.in/bsbe/naldb/HOME.php
33196844,dbCNS: A New Database for Conserved Noncoding Sequences.,True,http://yamasati.nig.ac.jp/dbcns
32952115,CNGBdb: China National GeneBank DataBase.,True,https://db.cngb.org/
"23074187, 26097180, 28838067","ZFIN, the Zebrafish Model Organism Database: increased support for mutants and transgenics.",True,http://zfin.org
"26553799, 30668832",DASHR: database of small human noncoding RNAs.,True,http://lisanwanglab.org/DASHR
33002111,PyDISH: database and analysis tools for heme porphyrin distortion in heme proteins.,True,http://pydish.bio.info.hiroshima-cu.ac.jp/
"24234437, 26582918",ClinVar: public archive of relationships among sequence variation and human phenotype.,True,http://www.ncbi.nlm.nih.gov/clinvar/
30016397,dbCID: a manually curated resource for exploring the driver indels in human cancer.,True,http://bioinfo.ahu.edu.cn:8080/dbCID
"27638885, 31584097",The international Genome sample resource (IGSR): A worldwide collection of genome variation incorporating the 1000 Genomes Project data.,True,http://www.internationalgenome.org
24137000,Updates of the HbVar database of human hemoglobin variants and thalassemia mutations.,True,http://www.findbase.org
"23585031, 27694208",HORDE: comprehensive resource for olfactory receptor genomics.,True,http://genome.weizmann.ac.il/horde/
"27789690, 30371892",DrugCentral: online drug compendium.,True,http://drugcentral.org
"25352543, 27794554, 30395267, 32846052, 33106848",RNAcentral: an international database of ncRNA sequences.,True,http://rnacentral.org
