url,pmid,primary_entity_long,primary_entity_short,source_file,domain,sample_priority,very_high_conf,db_keyword_found,title_matches_primary,is_live,status_code,total_score,likelihood,indicators_found,title_indicators,content_indicators,url_indicators,critical_count,high_count,medium_count,low_count,lowest_count,response_time_ms,content_length_bytes,error_message,scanned_at
http://sugarbind.expasy.org,26578555,sugarbinddb,,baseline_pmid,sugarbind.expasy.org,random,False,True,False,True,200.0,4,LOW,NCBI,,NCBI,,0,1,0,0,0,349.84,12129.0,,2025-11-19T11:14:39.217078
http://gcgene.bioinfo-minzhao.org/,27127885,,gcgene,baseline_pmid,gcgene.bioinfo-minzhao.org,very_high_conf,True,True,True,True,200.0,1,LOW,Knowledgebase,,Knowledgebase,,0,0,0,0,1,1605.95,5341.0,,2025-11-19T11:14:38.109419
http://renaldb.uni-frankfurt.de,28011754,renaldb,,baseline_pmid,renaldb.uni-frankfurt.de,random,False,False,False,False,500.0,0,VERY LOW,,,,,0,0,0,0,0,90.67,,HTTP 500,2025-11-19T11:14:39.719808
http://uucd.biocuckoo.org,23172288,,uucd,baseline_pmid,uucd.biocuckoo.org,random,True,True,True,True,200.0,0,VERY LOW,,,,,0,0,0,0,0,390.33,211.0,,2025-11-19T11:14:39.578278
https://www.flyrnai.org/tools/single_cell/web/,33995899,,drscdb,baseline_pmid,www.flyrnai.org,random,True,True,True,True,200.0,0,VERY LOW,,,,,0,0,0,0,0,889.64,13591.0,,2025-11-19T11:14:39.298129
https://pimbase.kalis-amts.de,30147056,pimbase,,baseline_pmid,pimbase.kalis-amts.de,random,False,False,False,True,200.0,3,LOW,Identifier,,Identifier,,0,0,1,0,0,243.27,3174.0,,2025-11-19T11:14:40.193617
http://www.mitotox.org,34266386,mitotox,,baseline_pmid,www.mitotox.org,random,True,True,True,True,200.0,0,VERY LOW,,,,,0,0,0,0,0,1773.05,30868.0,,2025-11-19T11:14:39.288358
http://hamdb.scbdd.com,30066211,,hamdb,baseline_entity,hamdb.scbdd.com,very_high_conf,True,True,True,True,200.0,0,VERY LOW,,,,,0,0,0,0,0,1096.38,15811.0,,2025-11-19T11:14:40.446388
http://www.caspur.it/mitozoa,22123747,mitozoa,,baseline_entity,www.caspur.it,very_high_conf,True,True,True,False,409.0,0,VERY LOW,,,,,0,0,0,0,0,102.63,,HTTP 409,2025-11-19T11:14:41.553701
http://webofmicrobes.org,30208844,,wom,baseline_pmid,webofmicrobes.org,random,False,True,False,False,503.0,0,VERY LOW,,,,,0,0,0,0,0,1780.44,,HTTP 503,2025-11-19T11:14:39.969430
http://dbsecsys.bhsai.org,27650316,dbsecsys,,baseline_entity,dbsecsys.bhsai.org,very_high_conf,True,True,True,True,200.0,0,VERY LOW,,,,,0,0,0,0,0,1153.32,3011.0,,2025-11-19T11:14:41.089916
http://www.crisprlnc.org,30285246,crisprlnc,,baseline_entity,www.crisprlnc.org,very_high_conf,True,True,True,False,,0,VERY LOW,,,,,0,0,0,0,0,,,"Connection Error: HTTPSConnectionPool(host='www.crisprlnc.org', port",2025-11-19T11:14:41.656449
http://bioinfo.usu.edu/alfanet/,34361108,alfanet,,baseline_entity,bioinfo.usu.edu,very_high_conf,True,True,True,True,200.0,0,VERY LOW,,,,,0,0,0,0,0,1214.41,15635.0,,2025-11-19T11:14:41.750078
http://mirandb.ir,28049134,mirandb,,baseline_entity,mirandb.ir,very_high_conf,True,True,True,False,,0,VERY LOW,,,,,0,0,0,0,0,,,"Connection Error: HTTPConnectionPool(host='mirandb.ir', port=80): Ma",2025-11-19T11:14:42.971681
http://magen.whu.edu.cn,31665439,magendb,,baseline_entity,magen.whu.edu.cn,very_high_conf,True,True,True,True,200.0,0,VERY LOW,,,,,0,0,0,0,0,857.99,2174.0,,2025-11-19T11:14:42.251263
http://rfam.xfam.org,25392425,,rfam,baseline_entity,rfam.xfam.org,very_high_conf,True,True,True,True,200.0,16,CRITICAL,IRB; EBI; NCBI; FASTA,,IRB; EBI; NCBI; FASTA,,1,2,1,0,0,283.45,37498.0,,2025-11-19T11:14:43.110398
http://cib.cf.ocha.ac.jp/slc/,29892515,imusta4slc,,baseline_entity,cib.cf.ocha.ac.jp,very_high_conf,True,True,True,True,200.0,0,VERY LOW,,,,,0,0,0,0,0,738.39,6557.0,,2025-11-19T11:14:42.705439
http://www.ebi.ac.uk/gxa,26481351,expression atlas,,baseline_entity,www.ebi.ac.uk,db_keyword,False,True,False,True,200.0,10,HIGH,EBI; IRB; Genomics,EBI,IRB; Genomics,,1,1,0,0,1,378.98,36078.0,,2025-11-19T11:14:43.418352
http://kimosys.org,25115331,kimosys,,baseline_entity,kimosys.org,db_keyword,True,True,True,True,200.0,13,HIGH,EBI; Accession; Identifier; Deposit Data; Data Repository,,EBI; Accession; Identifier; Deposit Data; Data Repository,,0,1,2,1,1,429.67,19300.0,,2025-11-19T11:14:43.820531
http://thairicestarch.kku.ac.th,33258964,,thrsdb,baseline_entity,thairicestarch.kku.ac.th,very_high_conf,True,True,True,True,200.0,0,VERY LOW,,,,,0,0,0,0,0,1675.24,13255.0,,2025-11-19T11:14:43.072713
http://www.ncbi.nlm.nih.gov/geo/,23193258,,geo,baseline_entity,www.ncbi.nlm.nih.gov,db_keyword,False,True,False,True,200.0,18,CRITICAL,NCBI; programmatic access; PDB; Accession; Data Submission; Data Repository; Genomics,NCBI,programmatic access; PDB; Accession; Data Submission; Data Repository; Genomics,,0,2,2,1,2,1013.8,63272.0,,2025-11-19T11:14:44.266411
http://crdd.osdd.net/raghava/cppsite/,22403286,cppsite,,baseline_entity,crdd.osdd.net,db_keyword,True,True,True,True,200.0,9,MEDIUM,NCBI; PDB; Data Submission,,NCBI; PDB; Data Submission,,0,1,1,1,0,679.09,12071.0,,2025-11-19T11:14:44.765618
http://songyanglab.sysu.edu.cn/telopin/,25792605,telopin,,baseline_entity,songyanglab.sysu.edu.cn,db_keyword,True,True,True,False,,0,VERY LOW,,,,,0,0,0,0,0,,,"Connection Error: HTTPConnectionPool(host='songyanglab.sysu.edu.cn',",2025-11-19T11:14:45.324031
EcoCyc.org,30406744,,ecocyc,baseline_entity,,random,False,True,False,False,,0,VERY LOW,,,,,0,0,0,0,0,,,Error: Invalid URL 'EcoCyc.org': No scheme supplied. Perhaps you meant https://EcoCyc.org?,2025-11-19T11:14:45.665041
https://card.mcmaster.ca,31665441,,card,baseline_entity,card.mcmaster.ca,db_keyword,True,True,True,True,200.0,17,CRITICAL,EBI; NCBI; Accession; Identifier; Curation; Genomics,,EBI; NCBI; Accession; Identifier; Curation; Genomics,,0,2,2,1,1,527.29,40226.0,,2025-11-19T11:14:45.452136
https://www.maizegdb.org,30407532,maizegdb,,baseline_entity,www.maizegdb.org,random,True,True,True,True,200.0,13,HIGH,EBI; Accession; Identifier; Curation; Genomics,,EBI; Accession; Identifier; Curation; Genomics,,0,1,2,1,1,715.1,57214.0,,2025-11-19T11:14:45.666554
http://www.kimosys.org,33247931,kimosys,,baseline_entity,www.kimosys.org,random,True,True,True,True,200.0,13,HIGH,EBI; Accession; Identifier; Deposit Data; Data Repository,,EBI; Accession; Identifier; Deposit Data; Data Repository,,0,1,2,1,1,487.99,19304.0,,2025-11-19T11:14:46.446340
http://www.LOVD.nl/ARSA,26462614,,lovd,baseline_entity,www.LOVD.nl,random,False,False,False,True,200.0,6,MEDIUM,NCBI; Data Submission,,NCBI; Data Submission,,0,1,0,1,0,576.76,43678.0,,2025-11-19T11:14:46.947653
https://webapp.ufz.de/tmdb,31728526,terrestrialmetagenomedb,,baseline_pmid,webapp.ufz.de,very_high_conf,True,True,True,True,200.0,0,VERY LOW,,,,,0,0,0,0,0,9534.63,52473.0,,2025-11-19T11:14:38.118177
http://autism.mindspec.org/autdb/Welcome.do,29186576,,autdb,baseline_entity,autism.mindspec.org,random,True,True,True,True,200.0,4,LOW,NCBI,,NCBI,,0,1,0,0,0,394.57,28245.0,,2025-11-19T11:14:47.545444
http://mips.helmholtz-muenchen.de/phenodis/,29370821,phenodis,,baseline_pmid,mips.helmholtz-muenchen.de,very_high_conf,True,True,True,False,,0,VERY LOW,,,,,0,0,0,0,0,,,Timeout (10s),2025-11-19T11:14:38.106417
http://www.MuteinDB.org,22730453,muteindb,,baseline_pmid,www.MuteinDB.org,very_high_conf,True,True,True,False,,0,VERY LOW,,,,,0,0,0,0,0,,,Timeout (10s),2025-11-19T11:14:38.121225
https://elbe.hki-jena.de/fungifun/,25294921,fungifun2,,linguistic_novel,elbe.hki-jena.de,very_high_conf,True,True,,False,,0,VERY LOW,,,,,0,0,0,0,0,,,"Connection Error: HTTPSConnectionPool(host='elbe.hki-jena.de', port=",2025-11-19T11:14:48.186728
genomics.scripps.edu/ADVISER,25706643,scripps genome adviser,,linguistic_novel,,very_high_conf,True,True,,False,,0,VERY LOW,,,,,0,0,0,0,0,,,Error: Invalid URL 'genomics.scripps.edu/ADVISER': No scheme supplied. Perhaps you meant https://genomics.s,2025-11-19T11:14:48.302546
http://mtibase.sysu.edu.cn,26490638,mtibase,,baseline_pmid,mtibase.sysu.edu.cn,very_high_conf,True,True,True,False,,0,VERY LOW,,,,,0,0,0,0,0,,,Timeout (10s),2025-11-19T11:14:38.122499
http://14.139.229.199/PpTFDB/Home.aspx,28651001,,pptfdb,baseline_pmid,14.139.229.199,db_keyword,True,True,True,False,,0,VERY LOW,,,,,0,0,0,0,0,,,Timeout (10s),2025-11-19T11:14:38.573597
http://atlas.dmi.unict.it/mirandola/index.html,23094086,mirandola,,linguistic_novel,atlas.dmi.unict.it,very_high_conf,True,True,,False,404.0,0,VERY LOW,,,,,0,0,0,0,0,183.02,,HTTP 404,2025-11-19T11:14:48.583178
http://3dbionotes-ws.cnb.csic.es,28961691,,3dbionotes,linguistic_novel,3dbionotes-ws.cnb.csic.es,very_high_conf,True,True,,True,200.0,11,HIGH,EBI; PDB; Accession; Proteomics,,EBI; PDB; Accession; Proteomics,,0,1,2,0,1,586.75,32387.0,,2025-11-19T11:14:48.248754
http://ub.cbm.uam.es/atlascbs,22798082,atlascbs,,linguistic_novel,ub.cbm.uam.es,very_high_conf,True,True,,False,404.0,0,VERY LOW,,,,,0,0,0,0,0,117.18,,HTTP 404,2025-11-19T11:14:48.766357
http://rsnp3.psych.ac.cn,29140525,rsnpbase,,linguistic_novel,rsnp3.psych.ac.cn,very_high_conf,True,True,,True,200.0,0,VERY LOW,,,,,0,0,0,0,0,496.22,3549.0,,2025-11-19T11:14:48.490908
https://chaos.ugent.be/WE15/,24441765,,tr-db,linguistic_novel,chaos.ugent.be,very_high_conf,True,True,,False,,0,VERY LOW,,,,,0,0,0,0,0,,,"Connection Error: HTTPSConnectionPool(host='chaos.ugent.be', port=44",2025-11-19T11:14:48.990446
http://interferome.its.monash.edu.au/interferome/,23203888,interferome,,linguistic_novel,interferome.its.monash.edu.au,very_high_conf,True,True,,False,,0,VERY LOW,,,,,0,0,0,0,0,,,"Connection Error: HTTPSConnectionPool(host='interferome.org', port=4",2025-11-19T11:14:48.303828
https://drugdesign.riken.jp/FMODB/,33511845,,fmodb,baseline_entity,drugdesign.riken.jp,random,True,True,True,True,200.0,3,LOW,PDB,,PDB,,0,0,1,0,0,2086.47,51402.0,,2025-11-19T11:14:47.763726
http://konulab.fen.bilkent.edu.tr/mirna/,21177657,,mesadb,baseline_pmid,konulab.fen.bilkent.edu.tr,random,True,True,True,False,,0,VERY LOW,,,,,0,0,0,0,0,,,Timeout (10s),2025-11-19T11:14:39.810612
http://cbs.dtu.dk/services/NutriChem-1.0,25106869,nutrichem,,linguistic_novel,cbs.dtu.dk,db_keyword,True,True,,False,,0,VERY LOW,,,,,0,0,0,0,0,,,"Connection Error: HTTPConnectionPool(host='cbs.dtu.dk', port=80): Ma",2025-11-19T11:14:49.877106
https://www.pggpopulation.org,29112749,pgg.population,,baseline_pmid,www.pggpopulation.org,db_keyword,True,True,True,False,,0,VERY LOW,,,,,0,0,0,0,0,,,Timeout (10s),2025-11-19T11:14:38.785898
http://www.ontobee.org/,27733503,ontobee,,linguistic_novel,www.ontobee.org,very_high_conf,True,True,,True,200.0,9,MEDIUM,EBI; NCBI; Genomics,,EBI; NCBI; Genomics,,0,2,0,0,1,1487.9,199875.0,,2025-11-19T11:14:48.857343
http://www.mcr.org.in/chloromitossrdb,26412851,chloromitossrdb,,linguistic_novel,www.mcr.org.in,db_keyword,True,True,,True,200.0,0,VERY LOW,,,,,0,0,0,0,0,1067.98,14043.0,,2025-11-19T11:14:49.615262
http://www.ebi.ac.uk/metagenomics/,24165880,european nucleotide archive,,linguistic_novel,www.ebi.ac.uk,db_keyword,False,True,,True,200.0,4,LOW,EBI,EBI,,,0,1,0,0,0,259.06,1845.0,,2025-11-19T11:14:50.581339
http://www.ncrnadatabases.org,22336709,,nrdr,linguistic_novel,www.ncrnadatabases.org,db_keyword,False,True,,False,,0,VERY LOW,,,,,0,0,0,0,0,,,"Connection Error: HTTPSConnectionPool(host='www.ncrnadatabases.org',",2025-11-19T11:14:49.887801
https://deepspecs.github.io/,34714871,specollate,,linguistic_novel,deepspecs.github.io,random,False,False,,True,200.0,0,VERY LOW,,,,,0,0,0,0,0,290.92,258.0,,2025-11-19T11:14:51.077928
http://enalossuite.novamechanics.com/,29934899,enalos suite,,linguistic_novel,enalossuite.novamechanics.com,random,False,False,,True,200.0,0,VERY LOW,,,,,0,0,0,0,0,661.89,8793.0,,2025-11-19T11:14:50.843288
http://rloop.bii.a-star.edu.sg,27899586,r-loopdb,,linguistic_novel,rloop.bii.a-star.edu.sg,very_high_conf,True,True,,True,200.0,3,LOW,PDB,,PDB,,0,0,1,0,0,2620.8,10273.0,,2025-11-19T11:14:48.883666
http://dbtss.hgc.jp/,29126224,,dbtss,linguistic_novel,dbtss.hgc.jp,db_keyword,False,True,,True,200.0,4,LOW,NCBI,,NCBI,,0,1,0,0,0,1719.99,23093.0,,2025-11-19T11:14:49.917872
http://www.ibiomedical.net/pigvar/,29220438,,pigvar,linguistic_novel,www.ibiomedical.net,db_keyword,True,True,,True,200.0,5,MEDIUM,IRB,,IRB,,1,0,0,0,0,2587.57,6166.0,,2025-11-19T11:14:49.124518
http://dockground.bioinformatics.ku.edu,25488330,dockground,,linguistic_novel,dockground.bioinformatics.ku.edu,random,False,False,,False,,0,VERY LOW,,,,,0,0,0,0,0,,,Connection Error: HTTPConnectionPool(host='dockground.bioinformatics,2025-11-19T11:14:51.653203
http://symbiont.iis.sinica.edu.tw/evidence,26678286,,evidence,linguistic_novel,symbiont.iis.sinica.edu.tw,random,False,False,,False,,0,VERY LOW,,,,,0,0,0,0,0,,,Connection Error: HTTPConnectionPool(host='symbiont.iis.sinica.edu.t,2025-11-19T11:14:50.701308
http://prgdb.org,23161682,,prgdb,linguistic_novel,prgdb.org,random,True,True,,True,200.0,6,MEDIUM,FASTA; cram,,FASTA; cram,,0,0,2,0,0,649.69,96376.0,,2025-11-19T11:14:51.369574
http://www.mgc.ac.cn/VFs/,30395255,,vfdb,linguistic_novel,www.mgc.ac.cn,db_keyword,True,True,,True,200.0,1,LOW,Genomics,,Genomics,,0,0,0,0,1,2430.12,3096.0,,2025-11-19T11:14:49.940733
http://www.networkanalyst.ca,24861621,networkanalyst,,linguistic_novel,www.networkanalyst.ca,random,False,False,,True,200.0,2,LOW,Curation,,Curation,,0,0,0,1,0,769.5,30154.0,,2025-11-19T11:14:51.719233
https://genomics.scripps.edu/mtdna,28821228,sg-adviser mtdna,,setfit_novel,genomics.scripps.edu,very_high_conf,True,True,,False,,0,VERY LOW,,,,,0,0,0,0,0,,,"Connection Error: HTTPSConnectionPool(host='genomics.scripps.edu', p",2025-11-19T11:14:52.375104
https://www.EuroGEMS.org,32906220,eurogems.org,,setfit_novel,www.EuroGEMS.org,very_high_conf,True,True,,True,200.0,1,LOW,Genomics,,Genomics,,0,0,0,0,1,408.49,109591.0,,2025-11-19T11:14:52.175057
http://biorg.cis.fiu.edu/pluma,29618009,,pluma,linguistic_novel,biorg.cis.fiu.edu,random,False,False,,True,200.0,0,VERY LOW,,,,,0,0,0,0,0,1071.58,4078.0,,2025-11-19T11:14:51.539850
http://www.compubio.in/chlorossrdb/,25380781,chlorossrdb,,setfit_novel,www.compubio.in,very_high_conf,True,True,,False,,0,VERY LOW,,,,,0,0,0,0,0,,,"Connection Error: HTTPConnectionPool(host='www.compubio.in', port=80",2025-11-19T11:14:52.614414
http://bmi.xmu.edu.cn/plantapa,27446120,plantapa,,setfit_novel,bmi.xmu.edu.cn,very_high_conf,True,True,,False,400.0,0,VERY LOW,,,,,0,0,0,0,0,898.03,,HTTP 400,2025-11-19T11:14:51.799649
http://ibl.github.io/VCFr/,27797761,,vcf,linguistic_novel,ibl.github.io,random,False,False,,False,,0,VERY LOW,,,,,0,0,0,0,0,,,"Connection Error: HTTPConnectionPool(host='vcf2rdf.org', port=80): M",2025-11-19T11:14:51.537076
http://www.ebi.ac.uk/thornton-srv/m-csa,29106569,,csa,setfit_novel,www.ebi.ac.uk,db_keyword,False,True,,True,200.0,7,MEDIUM,EBI; PDB,,EBI; PDB,,0,1,1,0,0,150.15,15229.0,,2025-11-19T11:14:52.723312
https://www.crop-diversity.org/mgis/,29220435,,mgis,setfit_novel,www.crop-diversity.org,very_high_conf,True,True,,True,200.0,6,MEDIUM,Accession; Identifier,,Accession; Identifier,,0,0,2,0,0,1003.71,64504.0,,2025-11-19T11:14:52.017036
http://www.bioinformatics.org/sspred,21904425,,sspred,setfit_novel,www.bioinformatics.org,very_high_conf,True,True,,True,200.0,3,LOW,FASTA,,FASTA,,0,0,1,0,0,528.97,8347.0,,2025-11-19T11:14:52.697814
http://www.rbptd.com,32047888,,rbptd,setfit_novel,www.rbptd.com,very_high_conf,True,True,,True,200.0,0,VERY LOW,,,,,0,0,0,0,0,648.97,568.0,,2025-11-19T11:14:52.658416
http://www.emodnet-biology.eu/,25632106,,,setfit_novel,www.emodnet-biology.eu,db_keyword,False,True,,True,200.0,9,MEDIUM,EBI; Identifier; Data Submission,,EBI; Identifier; Data Submission,,0,1,1,1,0,378.19,135023.0,,2025-11-19T11:14:53.041474
http://www.cemtdd.com/index.html,25970778,,cemtdd,baseline_entity,www.cemtdd.com,db_keyword,True,True,True,False,,0,VERY LOW,,,,,0,0,0,0,0,,,Timeout (10s),2025-11-19T11:14:43.447517
http://ngs.ym.edu.tw/driverdb/,24214964,driverdb,,setfit_novel,ngs.ym.edu.tw,db_keyword,True,True,,False,,0,VERY LOW,,,,,0,0,0,0,0,,,"Connection Error: HTTPConnectionPool(host='ngs.ym.edu.tw', port=80):",2025-11-19T11:14:53.494260
http://pdbj.org,21976737,,pdbj,setfit_novel,pdbj.org,db_keyword,False,True,,True,200.0,10,HIGH,PDB; EBI; Accession,PDB,EBI; Accession,,0,1,2,0,0,1649.01,67839.0,,2025-11-19T11:14:53.248980
http://www.herbalgenomics.org/cpgavas,23256920,,cpgavas,setfit_novel,www.herbalgenomics.org,db_keyword,False,True,,False,404.0,0,VERY LOW,,,,,0,0,0,0,0,1352.92,,HTTP 404,2025-11-19T11:14:53.791323
https://www.scbit.org/dbdepc3/index.php,29688359,,dbdepc,setfit_novel,www.scbit.org,very_high_conf,True,True,,False,,0,VERY LOW,,,,,0,0,0,0,0,,,"Connection Error: HTTPSConnectionPool(host='www.scbit.org', port=443",2025-11-19T11:14:52.503781
http://knowlife.mpi-inf.mpg.de,25971816,knowlife,,setfit_novel,knowlife.mpi-inf.mpg.de,random,False,False,,True,200.0,2,LOW,Curation,,Curation,,0,0,0,1,0,384.68,5271.0,,2025-11-19T11:14:54.921200
http://www.on-course.eu,23597757,on-course(®,,setfit_novel,www.on-course.eu,random,False,True,,False,403.0,0,VERY LOW,,,,,0,0,0,0,0,230.31,,HTTP 403,2025-11-19T11:14:55.180428
http://proteomecentral.proteomexchange.org/dataset/PXD000764,25047258,,pride,setfit_novel,proteomecentral.proteomexchange.org,db_keyword,False,True,,True,200.0,12,HIGH,EBI; NCBI; Identifier; Proteomics,,EBI; NCBI; Identifier; Proteomics,,0,2,1,0,1,2523.65,8260.0,,2025-11-19T11:14:52.884951
http://www.unc.edu/∼yunmli/imputability.html,23292738,,,setfit_novel,www.unc.edu,random,False,True,,False,403.0,0,VERY LOW,,,,,0,0,0,0,0,349.94,,HTTP 403,2025-11-19T11:14:55.144559
http://cran.r-project.org/web/packages/BiSEp/index.html,26781748,,bisep,setfit_novel,cran.r-project.org,random,False,False,,True,200.0,3,LOW,Identifier,,Identifier,,0,0,1,0,0,98.94,5259.0,,2025-11-19T11:14:55.494782
http://www.nipgr.ac.in/MedProDB,34527190,medprodb,,setfit_novel,www.nipgr.ac.in,db_keyword,True,True,,True,200.0,3,LOW,Accession,,Accession,,0,0,1,0,0,2439.67,8837.0,,2025-11-19T11:14:53.308199
http://www.biostat.jhsph.edu/~gewu/ChIPPED/,23457041,chip-ped,,setfit_novel,www.biostat.jhsph.edu,random,False,False,,False,403.0,0,VERY LOW,,,,,0,0,0,0,0,812.65,,HTTP 403,2025-11-19T11:14:55.410887
http://seek.princeton.edu/,25581801,,seek,setfit_novel,seek.princeton.edu,random,False,False,,True,200.0,1,LOW,Genomics,,Genomics,,0,0,0,0,1,803.14,22747.0,,2025-11-19T11:14:55.425195
http://www.biochem.mpg.de/maxqb,22301388,,maxqb,baseline_entity,www.biochem.mpg.de,random,False,True,False,False,,0,VERY LOW,,,,,0,0,0,0,0,,,Timeout (10s),2025-11-19T11:14:45.997026
http://liveratlas.hupo.org.cn,23601370,liveratlas,,baseline_entity,liveratlas.hupo.org.cn,random,True,True,True,False,,0,VERY LOW,,,,,0,0,0,0,0,,,Timeout (10s),2025-11-19T11:14:47.951875
http://ufq.unq.edu.ar/codnas,27022160,,codnas,setfit_novel,ufq.unq.edu.ar,very_high_conf,True,True,,False,,0,VERY LOW,,,,,0,0,0,0,0,,,"Connection Error: HTTPConnectionPool(host='ufq.unq.edu.ar', port=80)",2025-11-19T11:14:52.607348
http://www.megabionet.org/tcmid/,29106634,,tcmid,setfit_novel,www.megabionet.org,very_high_conf,True,True,,False,,0,VERY LOW,,,,,0,0,0,0,0,,,Timeout (10s),2025-11-19T11:14:52.548951
http://www.megabionet.org/tcmid/,23203875,,tcmid,setfit_novel,www.megabionet.org,random,True,True,,False,,0,VERY LOW,,,,,0,0,0,0,0,,,Timeout (10s),2025-11-19T11:14:54.049129
http://proteasix.cs.man.ac.uk,29476519,endoproteofasp,,setfit_novel,proteasix.cs.man.ac.uk,random,False,False,,False,,0,VERY LOW,,,,,0,0,0,0,0,,,Timeout (10s),2025-11-19T11:14:55.309582
