url,pmid,primary_entity_long,primary_entity_short,domain,source_file,sample_priority,title,db_keyword_found,very_high_conf,article_count
http://www.candidagenome.org/,"22064862, 24185697",candida genome database,,www.candidagenome.org,linguistic_high_conf_dedup_full,high_conf_full,The Candida genome database incorporates multiple Candida species: multispecies search and analysis tools with curated gene and protein information for Candida albicans and Candida glabrata.,True,False,2
http://www.hgmd.org,"24077912, 28349240",human gene mutation database,,www.hgmd.org,linguistic_high_conf_dedup_full,high_conf_full,"The Human Gene Mutation Database: building a comprehensive mutation repository for clinical and molecular genetics, diagnostic testing and personalized genomic medicine.",True,True,2
http://rgd.mcw.edu,"21478484, 23255149",rat genome database,,rgd.mcw.edu,linguistic_high_conf_dedup_full,high_conf_full,The Rat Genome Database pathway portal.,True,False,2
http://sfld.rbvi.ucsf.edu/,"24271399, 25501940",structure-function linkage database,,sfld.rbvi.ucsf.edu,linguistic_high_conf_dedup_full,high_conf_full,The Structure-Function Linkage Database.,True,False,2
http://pave.niaid.nih.gov,"23093593, 28053164",papillomavirus episteme,,pave.niaid.nih.gov,linguistic_high_conf_dedup_full,high_conf_full,The Papillomavirus Episteme: a central resource for papillomavirus sequence data and analysis.,True,True,2
http://tripal.info,"24163125, 31328773",,tripal,tripal.info,linguistic_high_conf_dedup_full,high_conf_full,Tripal v1.1: a standards-based toolkit for construction of online genetic and genomic databases.,True,True,2
http://cgma.scu.edu.cn/CTLPScanner/,"27185889, 29564830",ctlpscanner,,cgma.scu.edu.cn,linguistic_high_conf_dedup_full,high_conf_full,CTLPScanner: a web server for chromothripsis-like pattern detection.,True,True,2
http://iomics.ugent.be/ms2pip,"25990723, 31028400",,ms2pip,iomics.ugent.be,linguistic_high_conf_dedup_full,high_conf_full,MS2PIP prediction server: compute and visualize MS2 peak intensity predictions for CID and HCD fragmentation.,True,False,2
http://inetmodels.com,"29069445, 33849075",,tcsbn,inetmodels.com,linguistic_high_conf_dedup_full,high_conf_full,TCSBN: a database of tissue and cancer specific biological networks.,True,True,2
http://www.mcr.org.in/chloromitossrdb,"23284085, 26412851",chloromitossrdb,,www.mcr.org.in,linguistic_high_conf_dedup_full,high_conf_full,ChloroMitoSSRDB: open source repository of perfect and imperfect repeats in organelle genomes for evolutionary genomics.,True,True,2
http://www.essentialgene.org,"24243843, 25636622",,deg,www.essentialgene.org,linguistic_high_conf_dedup_full,high_conf_full,"DEG 10, an update of the database of essential genes that includes both protein-coding genes and noncoding genomic elements.",True,False,2
http://www.reading.ac.uk/bioinf/IntFOLD/,"21459847, 31045208",intfold,,www.reading.ac.uk,linguistic_high_conf_dedup_full,high_conf_full,"The IntFOLD server: an integrated web resource for protein fold recognition, 3D model quality assessment, intrinsic disorder prediction, domain prediction and ligand binding site prediction.",True,False,2
http://www.ebi.ac.uk/Tools/hmmer/,"25943547, 29905871",,hmmer,www.ebi.ac.uk,linguistic_high_conf_dedup_full,high_conf_full,HMMER web server: 2015 update.,True,False,2
http://imp.princeton.edu,"22684505, 25969450",,imp,imp.princeton.edu,linguistic_high_conf_dedup_full,high_conf_full,"IMP: a multi-species functional genomics portal for integration, visualization and prediction of protein functions and networks.",True,True,2
http://www.bloodspot.eu,"26507857, 30395307",bloodspot,,www.bloodspot.eu,linguistic_high_conf_dedup_full,high_conf_full,BloodSpot: a database of gene expression profiles and transcriptional programs for healthy and malignant haematopoiesis.,True,True,2
http://www.pancreasexpression.org,"24163255, 29059374",pancreatic expression database,,www.pancreasexpression.org,linguistic_high_conf_dedup_full,high_conf_full,The pancreatic expression database: recent extensions and updates.,True,True,2
http://bidd.nus.edu.sg/group/ttd/ttd.asp,"26578601, 29140520",therapeutic target database,,bidd.nus.edu.sg,linguistic_high_conf_dedup_full,high_conf_full,Therapeutic target database update 2016: enriched resource for bench to clinical drug target and targeted pathway information.,True,False,2
http://www.ebi.ac.uk/miriam,"22140103, 23584831",,,www.ebi.ac.uk,linguistic_high_conf_dedup_full,high_conf_full,Identifiers.org and MIRIAM Registry: community resources to provide persistent identification.,True,False,2
http://eurisco.ecpgr.org,27580718,,eurisco,eurisco.ecpgr.org,linguistic_high_conf_dedup_full,high_conf_full,EURISCO: The European search catalogue for plant genetic resources.,True,True,1
http://ualcan.path.uab.edu,28732212,,ualcan,ualcan.path.uab.edu,linguistic_high_conf_dedup_full,high_conf_full,UALCAN: A Portal for Facilitating Tumor Subgroup Gene Expression and Survival Analyses.,True,True,1
http://www.glycostore.org,29897488,glycostore,,www.glycostore.org,linguistic_high_conf_dedup_full,high_conf_full,GlycoStore: a database of retention properties for glycan analysis.,True,True,1
http://cansar.icr.ac.uk,22013161,,cansar,cansar.icr.ac.uk,linguistic_high_conf_dedup_full,high_conf_full,canSAR: an integrated cancer public translational research and drug discovery resource.,True,True,1
http://bidd2.nus.edu.sg/NPASS/,29106619,,npass,bidd2.nus.edu.sg,linguistic_high_conf_dedup_full,high_conf_full,"NPASS: natural product activity and species source database for natural product research, discovery and tool development.",True,True,1
https://web.expasy.org/cellosaurus/,29805321,cellosaurus,,web.expasy.org,linguistic_high_conf_dedup_full,high_conf_full,"The Cellosaurus, a Cell-Line Knowledge Resource.",True,False,1
http://www.nii.ac.in/rippminer.html,28499008,rippminer,,www.nii.ac.in,linguistic_high_conf_dedup_full,high_conf_full,RiPPMiner: a bioinformatics resource for deciphering chemical structures of RiPPs based on prediction of cleavage and cross-links.,True,True,1
http://cys.bios.niu.edu/dbCAN2,29771380,,dbcan2,cys.bios.niu.edu,linguistic_high_conf_dedup_full,high_conf_full,dbCAN2: a meta server for automated carbohydrate-active enzyme annotation.,True,True,1
http://circadiomics.ics.uci.edu,29912458,circadiomics,,circadiomics.ics.uci.edu,linguistic_high_conf_dedup_full,high_conf_full,CircadiOmics: circadian omic web portal.,True,True,1
http://npidb.belozersky.msu.ru/,23193292,nucleic acid-protein interaction database,,npidb.belozersky.msu.ru,linguistic_high_conf_dedup_full,high_conf_full,NPIDB: Nucleic acid-Protein Interaction DataBase.,True,False,1
http://bio.informatics.iupui.edu/cmaps,26423722,,dmap,bio.informatics.iupui.edu,linguistic_high_conf_dedup_full,high_conf_full,DMAP: a connectivity map database to enable identification of novel drug repositioning candidates.,True,True,1
http://www.ebi.ac.uk/biosamples,22096232,biosample database,,www.ebi.ac.uk,linguistic_high_conf_dedup_full,high_conf_full,The BioSample Database (BioSD) at the European Bioinformatics Institute.,True,False,1
http://pauling.mbu.iisc.ac.in/NOD/NOD/,34188160,,nod,pauling.mbu.iisc.ac.in,linguistic_high_conf_dedup_full,high_conf_full,NOD: a web server to predict New use of Old Drugs to facilitate drug repurposing.,True,True,1
http://ugene.net/download.html,26527191,,ugene,ugene.net,linguistic_high_conf_dedup_full,high_conf_full,Shared bioinformatics databases within the Unipro UGENE platform.,True,False,1
https://heisenberg.ucam.edu:5000,34194678,,waddaica,heisenberg.ucam.edu:5000,linguistic_high_conf_dedup_full,high_conf_full,WADDAICA: A webserver for aiding protein drug design by artificial intelligence and classical algorithm.,True,True,1
http://www4g.biotec.or.th/FeptideDB/,31372542,feptidedb,,www4g.biotec.or.th,linguistic_high_conf_dedup_full,high_conf_full,FeptideDB: A web application for new bioactive peptides from food protein.,True,True,1
http://bionot.askhermes.org/,22032181,,bionøt,bionot.askhermes.org,linguistic_high_conf_dedup_full,high_conf_full,BioNØT: a searchable database of biomedical negated sentences.,True,True,1
http://bionlp.bcgsc.ca/civicmine/,31796060,,civic,bionlp.bcgsc.ca,linguistic_high_conf_dedup_full,high_conf_full,Text-mining clinically relevant cancer biomarkers for curation into the CIViC database.,True,False,1
http://csbio.njust.edu.cn/bioinf/targetdbpplus/,33410688,targetdbp,,csbio.njust.edu.cn,linguistic_high_conf_dedup_full,high_conf_full,TargetDBP+: Enhancing the Performance of Identifying DNA-Binding Proteins via Weighted Convolutional Features.,True,False,1
http://caps.ncbs.res.in/pass2/,26553811,,pass2,caps.ncbs.res.in,linguistic_high_conf_dedup_full,high_conf_full,PASS2 database for the structure-based sequence alignment of distantly related SCOP domain superfamilies: update to version 5 and added features.,True,False,1
https://orio.niehs.nih.gov/,28402545,,orio,orio.niehs.nih.gov,linguistic_high_conf_dedup_full,high_conf_full,ORIO (Online Resource for Integrative Omics): a web-based platform for rapid integration of next generation sequencing data.,True,True,1
http://www.bioinformatics.nl/tools/profasta/,22230096,profasta,,www.bioinformatics.nl,linguistic_high_conf_dedup_full,high_conf_full,ProFASTA: a pipeline web server for fungal protein scanning with integration of cell surface prediction software.,True,True,1
http://compbio-zhanglab.org/GLEANER,34058973,,gleaner,compbio-zhanglab.org,linguistic_high_conf_dedup_full,high_conf_full,GLEANER: a web server for GermLine cycle Expression ANalysis and Epigenetic Roadmap visualization.,True,True,1
http://systbio.cau.edu.cn/arappisite/index.html,27338257,arappisite,,systbio.cau.edu.cn,linguistic_high_conf_dedup_full,high_conf_full,AraPPISite: a database of fine-grained protein-protein interaction site annotations for Arabidopsis thaliana.,True,True,1
http://150.109.59.144:3838/MaizeSNPDB/,31762961,maizesnpdb,,150.109.59.144:3838,linguistic_high_conf_dedup_full,high_conf_full,MaizeSNPDB: A comprehensive database for efficient retrieve and analysis of SNPs among 1210 maize lines.,True,True,1
http://maizedig.maizegdb.org/,31555312,maizedig,,maizedig.maizegdb.org,linguistic_high_conf_dedup_full,high_conf_full,MaizeDIG: Maize Database of Images and Genomes.,True,True,1
https://apicuron.org,33882120,,apicuron,apicuron.org,linguistic_high_conf_dedup_full,high_conf_full,APICURON: a database to credit and acknowledge the work of biocurators.,True,True,1
http://psat.llnl.gov/psat/,26792120,,psat,psat.llnl.gov,linguistic_high_conf_dedup_full,high_conf_full,Protein Sequence Annotation Tool (PSAT): a centralized web-based meta-server for high-throughput sequence annotations.,True,False,1
http://probes.pw.usda.gov/OrthoVenn,25964301,orthovenn,,probes.pw.usda.gov,linguistic_high_conf_dedup_full,high_conf_full,OrthoVenn: a web server for genome wide comparison and annotation of orthologous clusters across multiple species.,True,True,1
http://www.ontobee.org/,27733503,ontobee,,www.ontobee.org,linguistic_high_conf_dedup_full,high_conf_full,"Ontobee: A linked ontology data server to support ontology term dereferencing, linkage, query and integration.",True,True,1
http://sb.nhri.org.tw/MrBac,22008641,,mrbac,sb.nhri.org.tw,linguistic_high_conf_dedup_full,high_conf_full,MrBac: a web server for draft metabolic network reconstructions for bacteria.,True,True,1
http://probe.uib.no/csf-pr,31432427,cerebrospinal fluid proteome resource,,probe.uib.no,linguistic_high_conf_dedup_full,high_conf_full,Essential Features and Use Cases of the Cerebrospinal Fluid Proteome Resource (CSF-PR).,True,False,1
http://www.aspgd.org,24194595,aspergillus genome database,,www.aspgd.org,linguistic_high_conf_dedup_full,high_conf_full,The Aspergillus Genome Database: multispecies curation and incorporation of RNA-Seq data to improve structural gene annotations.,True,True,1
http://www.nie-ecobank.kr,33654452,ecobank,,www.nie-ecobank.kr,linguistic_high_conf_dedup_full,high_conf_full,EcoBank: A flexible database platform for sharing ecological data.,True,True,1
http://zfin.org,27899582,zebrafish model organism database,,zfin.org,linguistic_high_conf_dedup_full,high_conf_full,"The Zebrafish Model Organism Database: new support for human disease models, mutation details, gene expression phenotypes and searching.",True,True,1
http://resource.ibab.ac.in/GREAM/,26208093,,gream,resource.ibab.ac.in,linguistic_high_conf_dedup_full,high_conf_full,"GREAM: A Web Server to Short-List Potentially Important Genomic Repeat Elements Based on Over-/Under-Representation in Specific Chromosomal Locations, Such as the Gene Neighborhoods, within or across 17 Mammalian Species.",True,True,1
http://meilerlab.org/bclcommons,33351632,bcl::conf,,meilerlab.org,linguistic_high_conf_dedup_full,high_conf_full,BCL::Conf: Improved Open-Source Knowledge-Based Conformation Sampling Using the Crystallography Open Database.,True,False,1
http://tyerslab.bio.ed.ac.uk/molclass,22711790,molclass,,tyerslab.bio.ed.ac.uk,linguistic_high_conf_dedup_full,high_conf_full,MolClass: a web portal to interrogate diverse small molecule screen datasets with different computational models.,True,True,1
https://www.fludb.org,27679478,influenza research database,,www.fludb.org,linguistic_high_conf_dedup_full,high_conf_full,Influenza Research Database: An integrated bioinformatics resource for influenza virus research.,True,True,1
http://rosie.rosettacommons.org,23717507,,rosie,rosie.rosettacommons.org,linguistic_high_conf_dedup_full,high_conf_full,Serverification of molecular modeling applications: the Rosetta Online Server that Includes Everyone (ROSIE).,True,False,1
http://www.baderi.com/login.php,28610638,,baderi,www.baderi.com,linguistic_high_conf_dedup_full,high_conf_full,BADERI: an online database to coordinate handsearching activities of controlled clinical trials for their potential inclusion in systematic reviews.,True,True,1
http://ctd.mdibl.org,21933848,comparative toxicogenomics database,,ctd.mdibl.org,linguistic_high_conf_dedup_full,high_conf_full,The curation paradigm and application tool used for manual curation of the scientific literature at the Comparative Toxicogenomics Database.,True,False,1
http://BovineGenome.org,26481361,bovine genome database,,BovineGenome.org,linguistic_high_conf_dedup_full,high_conf_full,Bovine Genome Database: new tools for gleaning function from the Bos taurus genome.,True,True,1
http://bioserv.rpbs.univ-paris-diderot.fr/services/InterEvDock2/,29741647,interevdock2,,bioserv.rpbs.univ-paris-diderot.fr,linguistic_high_conf_dedup_full,high_conf_full,InterEvDock2: an expanded server for protein docking using evolutionary and biological information from homology models and multimeric inputs.,True,True,1
http://www.ncbi.nlm.nih.gov/pubmed,25619558,rat genome database,,www.ncbi.nlm.nih.gov,linguistic_high_conf_dedup_full,high_conf_full,OntoMate: a text-mining tool aiding curation at the Rat Genome Database.,True,False,1
http://www.reading.ac.uk/bioinf/PINOT/PINOT_form.html,32527260,,pinot,www.reading.ac.uk,linguistic_high_conf_dedup_full,high_conf_full,PINOT: an intuitive resource for integrating protein-protein interactions.,True,True,1
http://www.hmpdacc-resources.org/img_hmp,22194640,,img,www.hmpdacc-resources.org,linguistic_high_conf_dedup_full,high_conf_full,IMG: the Integrated Microbial Genomes database and comparative analysis system.,True,True,1
http://www.emouseatlas.org/emage/,24265223,,emage,www.emouseatlas.org,linguistic_high_conf_dedup_full,high_conf_full,EMAGE mouse embryo spatial gene expression database: 2014 update.,True,False,1
https://www.diseasegps.org/VCF-Server?lan,31127704,vcf-server,,www.diseasegps.org,linguistic_high_conf_dedup_full,high_conf_full,VCF-Server: A web-based visualization tool for high-throughput variant data mining and management.,True,True,1
http://chibba.agtec.uga.edu/duplication/,27987177,plant genome duplication database,,chibba.agtec.uga.edu,linguistic_high_conf_dedup_full,high_conf_full,Plant Genome Duplication Database.,True,False,1
http://ctd.mdibl.org/voc.go?type=disease,22434833,comparative toxicogenomics database,,ctd.mdibl.org,linguistic_high_conf_dedup_full,high_conf_full,MEDIC: a practical disease vocabulary used at the Comparative Toxicogenomics Database.,True,False,1
https://ngdc.cncb.ac.cn/gsa/,34400360,genome sequence archive,,ngdc.cncb.ac.cn,linguistic_high_conf_dedup_full,high_conf_full,The Genome Sequence Archive Family: Toward Explosive Data Growth and Diverse Data Types.,True,False,1
http://prodata.swmed.edu/sfesa,26335387,,sfesa,prodata.swmed.edu,linguistic_high_conf_dedup_full,high_conf_full,SFESA: a web server for pairwise alignment refinement by secondary structure shifts.,True,True,1
https://dsld.nlm.nih.gov/,30774152,dietary supplement label database,,dsld.nlm.nih.gov,linguistic_high_conf_dedup_full,high_conf_full,Using the Dietary Supplement Label Database to Identify Potentially Harmful Dietary Supplement Ingredients.,True,False,1
http://203.199.182.73/gnsmmg/databases/aidb/aidb.html,21255607,aromatic-aromatic interactions database,,203.199.182.73,linguistic_high_conf_dedup_full,high_conf_full,"Aromatic-Aromatic Interactions Database, A(2)ID: an analysis of aromatic π-networks in proteins.",True,False,1
http://bioinformatica.mty.itesm.mx:8080/compadre,22923303,compadre,,bioinformatica.mty.itesm.mx:8080,linguistic_high_conf_dedup_full,high_conf_full,COMPADRE: an R and web resource for pathway activity analysis by component decompositions.,True,True,1
https://trfexplorer.cloud/,31735953,,tcga,trfexplorer.cloud,linguistic_high_conf_dedup_full,high_conf_full,Identification of tRNA-derived ncRNAs in TCGA and NCI-60 panel cell lines and development of the public database tRFexplorer.,True,False,1
http://cbrc.kaust.edu.sa/destaf,22198179,,destaf,cbrc.kaust.edu.sa,linguistic_high_conf_dedup_full,high_conf_full,DESTAF: a database of text-mined associations for reproductive toxins potentially affecting human fertility.,True,True,1
http://gepia.cancer-pku.cn/,28407145,,gepia,gepia.cancer-pku.cn,linguistic_high_conf_dedup_full,high_conf_full,GEPIA: a web server for cancer and normal gene expression profiling and interactive analyses.,True,True,1
http://immunedb.com,30298069,immunedb,,immunedb.com,linguistic_high_conf_dedup_full,high_conf_full,"ImmuneDB, a Novel Tool for the Analysis, Storage, and Dissemination of Immune Repertoire Sequencing Data.",True,False,1
http://bardet.u-strasbg.fr/tfmotifview/,32324215,tfmotifview,,bardet.u-strasbg.fr,linguistic_high_conf_dedup_full,high_conf_full,TFmotifView: a webserver for the visualization of transcription factor motifs in genomic regions.,True,True,1
https://rapid.zzhlab.org/,34484220,,rapid,rapid.zzhlab.org,linguistic_high_conf_dedup_full,high_conf_full,RAPID: A Rep-Seq Dataset Analysis Platform With an Integrated Antibody Database.,True,True,1
http://rbpmap.technion.ac.il/,24829458,,rbpmap,rbpmap.technion.ac.il,linguistic_high_conf_dedup_full,high_conf_full,RBPmap: a web server for mapping binding sites of RNA-binding proteins.,True,True,1
chlambase.org,30985891,chlambase,,,linguistic_high_conf_dedup_full,high_conf_full,ChlamBase: a curated model organism database for the Chlamydia research community.,True,True,1
http://www.wholecellsimdb.org,25231498,wholecellsimdb,,www.wholecellsimdb.org,linguistic_high_conf_dedup_full,high_conf_full,WholeCellSimDB: a hybrid relational/HDF database for whole-cell model predictions.,True,True,1
http://cctop.enzim.ttk.mta.hu,25943549,,cctop,cctop.enzim.ttk.mta.hu,linguistic_high_conf_dedup_full,high_conf_full,CCTOP: a Consensus Constrained TOPology prediction web server.,True,True,1
http://www.tiredb.org,27049721,,tire,www.tiredb.org,linguistic_high_conf_dedup_full,high_conf_full,Tissue repair genes: the TiRe database and its implication for skin wound healing.,True,False,1
http://visual.cs.utsa.edu/mobbed,24124417,,mobbed,visual.cs.utsa.edu,linguistic_high_conf_dedup_full,high_conf_full,MOBBED: a computational data infrastructure for handling large collections of event-rich time series datasets in MATLAB.,True,True,1
https://mizuguchilab.org/manta/,33275647,,manta,mizuguchilab.org,linguistic_high_conf_dedup_full,high_conf_full,"MANTA, an integrative database and analysis platform that relates microbiome and phenotypic data.",True,False,1
http://monetfamily.life.nctu.edu.tw,22689643,monetfamily,,monetfamily.life.nctu.edu.tw,linguistic_high_conf_dedup_full,high_conf_full,MoNetFamily: a web server to infer homologous modules and module-module interaction networks in vertebrates.,True,True,1
http://www.ebiomed.org/ncFANs/,21715382,,ncfans,www.ebiomed.org,linguistic_high_conf_dedup_full,high_conf_full,ncFANs: a web server for functional annotation of long non-coding RNAs.,True,True,1
http://bio-bigdata.hrbmu.edu.cn/survivalmeth,32778890,survivalmeth,,bio-bigdata.hrbmu.edu.cn,linguistic_high_conf_dedup_full,high_conf_full,SurvivalMeth: a web server to investigate the effect of DNA methylation-related functional elements on prognosis.,True,True,1
http://prankweb.cz/,31114880,prankweb,,prankweb.cz,linguistic_high_conf_dedup_full,high_conf_full,PrankWeb: a web server for ligand binding site prediction and visualization.,True,True,1
http://busca.biocomp.unibo.it,29718411,,busca,busca.biocomp.unibo.it,linguistic_high_conf_dedup_full,high_conf_full,BUSCA: an integrative web server to predict subcellular localization of proteins.,True,True,1
http://sr4r.ic4r.org/,32619768,,sr4r,sr4r.ic4r.org,linguistic_high_conf_dedup_full,high_conf_full,SR4R: An Integrative SNP Resource for Genomic Breeding and Population Research in Rice.,True,True,1
https://cran.r-project.org/web/packages/UniprotR/index.html,31843688,uniprotr,,cran.r-project.org,linguistic_high_conf_dedup_full,high_conf_full,UniprotR: Retrieving and visualizing protein sequence and functional information from Universal Protein Resource (UniProt knowledgebase).,True,True,1
https://mullinslab.microbiol.washington.edu/isdb/,30165425,,isdb,mullinslab.microbiol.washington.edu,linguistic_high_conf_dedup_full,high_conf_full,ISDB: a database toolkit for storing and analyzing viral integration site data.,True,True,1
http://bioserv.rpbs.univ-paris-diderot.fr/services/MTiOpenScreen/,25855812,mtiopenscreen,,bioserv.rpbs.univ-paris-diderot.fr,linguistic_high_conf_dedup_full,high_conf_full,MTiOpenScreen: a web server for structure-based virtual screening.,True,True,1
http://microbial-genomes.org/,29905870,,miga,microbial-genomes.org,linguistic_high_conf_dedup_full,high_conf_full,The Microbial Genomes Atlas (MiGA) webserver: taxonomic and gene diversity analysis of Archaea and Bacteria at the whole genome level.,True,False,1
http://symbiogenomesdb.uv.es,26607947,symbiogenomesdb,,symbiogenomesdb.uv.es,linguistic_high_conf_dedup_full,high_conf_full,SymbioGenomesDB: a database for the integration and access to knowledge on host-symbiont relationships.,True,True,1
https://refgenie.databio.org,31995185,refgenie,,refgenie.databio.org,linguistic_high_conf_dedup_full,high_conf_full,Refgenie: a reference genome resource manager.,True,True,1
http://ekhidna2.biocenter.helsinki.fi/sanspanz/,29741643,,pannzer2,ekhidna2.biocenter.helsinki.fi,linguistic_high_conf_dedup_full,high_conf_full,PANNZER2: a rapid functional annotation web server.,True,True,1
http://www.yeastgenome.org/variant-viewer,26578556,saccharomyces genome database,,www.yeastgenome.org,linguistic_high_conf_dedup_full,high_conf_full,The Saccharomyces Genome Database Variant Viewer.,True,False,1
http://www.eplantsenescence.org/,27987180,leaf senescence database,,www.eplantsenescence.org,linguistic_high_conf_dedup_full,high_conf_full,Construction of the Leaf Senescence Database and Functional Assessment of Senescence-Associated Genes.,True,False,1
http://cvc.dfci.harvard.edu/hpv/,24705205,,hpvdb,cvc.dfci.harvard.edu,linguistic_high_conf_dedup_full,high_conf_full,HPVdb: a data mining system for knowledge discovery in human papillomavirus with applications in T cell immunology and vaccinology.,True,True,1
https://www.cbligand.org/g/virus-ckb,32715315,virus-ckb,,www.cbligand.org,linguistic_high_conf_dedup_full,high_conf_full,Virus-CKB: an integrated bioinformatics platform and analysis resource for COVID-19 research.,True,True,1
https://pcrdrive.com/lab#/assay-database,30466398,pcrdrive,,pcrdrive.com,linguistic_high_conf_dedup_full,high_conf_full,PCRdrive: the largest qPCR assay archive to date and endless potential for lab workflow revitalization.,True,True,1
http://csbio.njust.edu.cn/bioinf/targetdbp/,30668479,targetdbp,,csbio.njust.edu.cn,linguistic_high_conf_dedup_full,high_conf_full,TargetDBP: Accurate DNA-Binding Protein Prediction Via Sequence-Based Multi-View Feature Learning.,True,True,1
http://biocc.hrbmu.edu.cn/TIP/,30154154,,tip,biocc.hrbmu.edu.cn,linguistic_high_conf_dedup_full,high_conf_full,TIP: A Web Server for Resolving Tumor Immunophenotype Profiling.,True,True,1
https://osf.io/2rqad/,29364985,,smid,osf.io,linguistic_high_conf_dedup_full,high_conf_full,"The Socio-Moral Image Database (SMID): A novel stimulus set for the study of social, moral and affective processes.",True,False,1
http://epd.vital-it.ch,27899657,eukaryotic promoter database,,epd.vital-it.ch,linguistic_high_conf_dedup_full,high_conf_full,The eukaryotic promoter database in its 30th year: focus on non-vertebrate organisms.,True,False,1
http://www.epistemonikos.org,23920602,epistemonikos,,www.epistemonikos.org,linguistic_high_conf_dedup_full,high_conf_full,"Epistemonikos: a free, relational, collaborative, multilingual database of health evidence.",True,True,1
http://www.cathdb.info/search/by_funfhmmer,25964299,funfhmmer,,www.cathdb.info,linguistic_high_conf_dedup_full,high_conf_full,CATH FunFHMMer web server: protein functional annotations using functional family assignments.,True,False,1
http://unres-server.chem.ug.edu.pl,29718313,,unres,unres-server.chem.ug.edu.pl,linguistic_high_conf_dedup_full,high_conf_full,"UNRES server for physics-based coarse-grained simulations and prediction of protein structure, dynamics and thermodynamics.",True,False,1
http://microgreen-23sdatabase.ea.inra.fr,32246067,µgreen-db,,microgreen-23sdatabase.ea.inra.fr,linguistic_high_conf_dedup_full,high_conf_full,µgreen-db: a reference database for the 23S rRNA gene of eukaryotic plastids and cyanobacteria.,True,True,1
http://www.agbase.msstate.edu/,23160411,,agbase,www.agbase.msstate.edu,linguistic_high_conf_dedup_full,high_conf_full,"Developing a biocuration workflow for AgBase, a non-model organism database.",True,False,1
http://www.sanger.ac.uk/htgt/wge,25979474,,wge,www.sanger.ac.uk,linguistic_high_conf_dedup_full,high_conf_full,WGE: a CRISPR database for genome engineering.,True,True,1
http://sunlab.cpy.cuhk.edu.hk/NAMS/,33080021,,nams,sunlab.cpy.cuhk.edu.hk,linguistic_high_conf_dedup_full,high_conf_full,NAMS webserver: coding potential assessment and functional annotation of plant transcripts.,True,False,1
https://www.ncbi.nlm.nih.gov/Structure/cdd/cdd.shtml,31851420,conserved domain database,,www.ncbi.nlm.nih.gov,linguistic_high_conf_dedup_full,high_conf_full,NCBI's Conserved Domain Database and Tools for Protein Domain Analysis.,True,False,1
http://www.compbio.iupui.edu/proggene,25518851,proggenev2,,www.compbio.iupui.edu,linguistic_high_conf_dedup_full,high_conf_full,PROGgeneV2: enhancements on the existing database.,True,True,1
