url,pmid,primary_entity_long,primary_entity_short,is_gcbr,publication_id,title,domain,source_file
http://www.ncawdb.net,38142743,non-coding variant annotation database,NCAD,0,7872,NCAD v1.0: a database for non-coding variant annotation and interpretation.,www.ncawdb.net,gbc_publication_analysis
http://www.redhdatabase.com,37386732,,REDH,0,8047,REDH: A database of RNA editome in hematopoietic differentiation and malignancy.,www.redhdatabase.com,gbc_publication_analysis
http://www.eyeseeworld.com/cbd,38868513,Colorectal Cancer Biomarker Database,CBD,0,8151,CBD2: A functional biomarker database for colorectal cancer.,www.eyeseeworld.com,gbc_publication_analysis
http://autophagynet.org.abbreviations,37589496,Regulatory Network,AutophagyNet,0,3958,AutophagyNet: high-resolution data source for the analysis of autophagy and its regulation.,autophagynet.org.abbreviations,gbc_publication_analysis
http://idppub.ptmax.org,37993103,Illuminating the Dark Phosphoproteome,IDPpub,0,5318,IDPpub: Illuminating the Dark Phosphoproteome Through PubMed Mining.,idppub.ptmax.org,gbc_publication_analysis
http://modms.lzu.edu.cn,38239810,multi-omics database of M,MODMS,0,5776,MODMS: a multi-omics database for facilitating biological studies on alfalfa (<i>Medicago sativa</i> L.).,modms.lzu.edu.cn,gbc_publication_analysis
http://protein-redox-potential.web.app,37596815,,ProtReDox,0,6405,The energetics and evolution of oxidoreductases in deep time.,protein-redox-potential.web.app,gbc_publication_analysis
https://www.lipidmaps.org,37855672,,LIPID MAPS,1,8173,LIPID MAPS: update to databases and tools for the lipidomics community.,www.lipidmaps.org,gbc_publication_analysis
https://www.oncokb.org,37849038,Oncology Knowledge Base,OncoKB,0,1340241,Quantifying the Expanding Landscape of Clinical Actionability for Patients with Cancer.,www.oncokb.org,gbc_publication_analysis
http://acds.neist.res.in/a2idv2,37797858,Aromatic-Aromatic Interactions Database,A2ID,0,3960,Analyzing the aromatic-aromatic interactions in proteins: A<sup>2</sup>ID 2.0.,acds.neist.res.in,gbc_publication_analysis
http://bioinfo.uth.edu/degronmd,37992195,,DegronMD,0,4391,"DegronMD: Leveraging Evolutionary and Structural Features for Deciphering Protein-Targeted Degradation, Mutations, and Drug Response to Degrons.",bioinfo.uth.edu,gbc_publication_analysis
http://cailab.labshare.cn/SingleScan,38062357,,SingleScan,0,4392,SingleScan: a comprehensive resource for single-cell sequencing data processing and mining.,cailab.labshare.cn,gbc_publication_analysis
http://cellknowledge.com.cn/MetaboliteCOVID,37925911,,MetaboliteCOVID,0,4618,MetaboliteCOVID: A manually curated database of metabolite markers for COVID-19.,cellknowledge.com.cn,gbc_publication_analysis
http://doi.org/10.24432/C5VS5G,37860605,Medical Informatics Operating Room Vitals and Events Repository,Medical Informatics Operating Room Vitals and Events Repository,0,4856,Medical Informatics Operating Room Vitals and Events Repository (MOVER): a public-access operating room database.,doi.org,gbc_publication_analysis
http://drugcentral.org,37707619,,DrugCentral,0,5103,Exploring DrugCentral: from molecular structures to clinical effects.,drugcentral.org,gbc_publication_analysis
http://eyeprodb.jsiec.org,38109881,ocular protein structure database,EyeProdb,0,5109,Artificial Intelligence-based database for prediction of protein structure and their alterations in ocular diseases.,eyeprodb.jsiec.org,gbc_publication_analysis
http://globalamfungi.com,37781910,,GlobalAMFungi,0,5316,GlobalAMFungi: a global database of arbuscular mycorrhizal fungal occurrences from high-throughput sequencing metabarcoding studies.,globalamfungi.com,gbc_publication_analysis
http://lircentral.eu,37530436,,LIRcentral,0,5536,LIRcentral: a manually curated online database of experimentally validated functional LIR motifs.,lircentral.eu,gbc_publication_analysis
http://lampprimerbank.mathematik.uni-marburg.de,37828369,,LAMPPrimerBank,0,5544,"LAMPPrimerBank, a manually curated database of experimentally validated loop-mediated isothermal amplification primers for detection of respiratory pathogens.",lampprimerbank.mathematik.uni-marburg.de,gbc_publication_analysis
http://omicstudio.cloud:4012/ipod,37995323,,IPOP,0,6175,IPOP: An Integrative Plant Multi-omics Platform for Cross-species Comparison and Evolutionary Study.,omicstudio.cloud:4012,gbc_publication_analysis
http://splicinglore.ens-lyon.fr,38128543,,SplicingLore,0,6633,SplicingLore: a web resource for studying the regulation of cassette exons by human splicing factors.,splicinglore.ens-lyon.fr,gbc_publication_analysis
http://transportal.compbio.ucsf.edu,37657924,,TICBase,0,6858,TICBase: Integrated Resource for Data on Drug and Environmental Chemical Interactions with Mammalian Drug Transporters.,transportal.compbio.ucsf.edu,gbc_publication_analysis
http://twnbiome.cgm.ntu.edu.tw,38097965,,Twnbiome,0,6861,Twnbiome: a public database of the healthy Taiwanese gut microbiome.,twnbiome.cgm.ntu.edu.tw,gbc_publication_analysis
http://www.gascanbase.com,37867380,,GasCanBase,0,7619,"Investigation of pathogenic germline variants in gastric cancer and development of ""GasCanBase"" database.",www.gascanbase.com,gbc_publication_analysis
http://www.kegg.jp,37881892,Kyoto Encyclopedia of Genes and Genomes,KEGG,0,7621,KEGG tools for classification and analysis of viral proteins.,www.kegg.jp,gbc_publication_analysis
http://www.sysbio.ru/RatDEGdb,38213701,,RatDEGdb,0,8050,RatDEGdb: a knowledge base of differentially expressed genes in the rat as a model object in biomedical research.,www.sysbio.ru,gbc_publication_analysis
http://apprise.biogrid.org.au,37968063,Australian Partnership for Preparedness Research on InfectiouS disease Emergencies,APPRISE,0,3962,The APPRISE Virtual Biobank for Infectious Diseases.,apprise.biogrid.org.au,gbc_publication_analysis
http://asynpepdb.ppmclab.com,38011719,,aSynPEP-DB,0,3963,aSynPEP-DB: a database of biogenic peptides for inhibiting α-synuclein aggregation.,asynpepdb.ppmclab.com,gbc_publication_analysis
http://bioinfo.life.hust.edu.cn/ICBcomb,38095856,,ICBcomb,0,4181,ICBcomb: a comprehensive expression database for immune checkpoint blockade combination therapy.,bioinfo.life.hust.edu.cn,gbc_publication_analysis
http://deepbiology.cn/PlantIntronDB,37951713,,PlantIntronDB,0,4858,PlantIntronDB: a database for plant introns that host functional elements.,deepbiology.cn,gbc_publication_analysis
http://dphdatabase.com,37310261,,GERDH,0,5097,GERDH: an interactive multi-omics database for cross-species data mining in horticultural crops.,dphdatabase.com,gbc_publication_analysis
http://hanlaboratory.com/GPIP,37548539,,GPIP,0,5313,"The Genetic, Pharmacogenomic, and Immune Landscapes Associated with Protein Expression across Human Cancers.",hanlaboratory.com,gbc_publication_analysis
http://giftdb.agroda.cn,37856620,Gene Improvements for Fruit Trait Database,GIFTdb,0,5317,GIFTdb: a useful gene database for plant fruit traits improving.,giftdb.agroda.cn,gbc_publication_analysis
http://ioa.cancer.gov,37550087,,NCI-60,0,5538,Targeted Investigational Oncology Agents in the NCI-60: A Phenotypic Systems-based Resource.,ioa.cancer.gov,gbc_publication_analysis
http://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/FOREST/DISTURBANCES/DEFID2,37605971,Database of European Forest Insect and Disease Disturbances,DEFID2,0,5540,The Database of European Forest Insect and Disease Disturbances: DEFID2.,jeodpp.jrc.ec.europa.eu,gbc_publication_analysis
http://kaliumdb.org,37682529,,Kalium,0,5542,"Kalium 3.0 is a comprehensive depository of natural, artificial, and labeled polypeptides acting on potassium channels.",kaliumdb.org,gbc_publication_analysis
http://milletdb.novogene.com,37530223,,Milletdb,0,5773,Milletdb: a multi-omics database to accelerate the research of functional genomics and molecular breeding of millets.,milletdb.novogene.com,gbc_publication_analysis
http://mcf.lifesynther.com,37925500,,MCF2Chem,0,5775,MCF2Chem: A manually curated knowledge base of biosynthetic compound production.,mcf.lifesynther.com,gbc_publication_analysis
http://pallab.cds.iisc.ac.in/INTERPIN,37499897,,INTERPIN,0,6171,INTERPIN: A repository for intrinsic transcription termination hairpins in bacteria.,pallab.cds.iisc.ac.in,gbc_publication_analysis
http://proteininformatics.org/mkumar/afrbase,37947313,antifungal resistance database,AFRbase,0,6407,AFRbase: a database of protein mutations responsible for antifungal resistance.,proteininformatics.org,gbc_publication_analysis
http://spare4.hospital.studio:9000/lncPCD/Home.jsp,38011720,,LncPCD,0,6632,LncPCD: a manually curated database of experimentally supported associations between lncRNA-mediated programmed cell death and diseases.,spare4.hospital.studio:9000,gbc_publication_analysis
http://weilab.sjtu.edu.cn/mipmining,37919660,,Mip-mining,0,7084,Exploring microproteins from various model organisms using the mip-mining database.,weilab.sjtu.edu.cn,gbc_publication_analysis
http://www.icazygfadb.org.cn,38015957,,iCAZyGFADB,0,7632,iCAZyGFADB: an insect CAZyme and gene function annotation database.,www.icazygfadb.org.cn,gbc_publication_analysis
http://www.godac.jamstec.go.jp/bismal/e,38506570,Biological Information System for Marine Life,BISMaL,0,7635,Development of marine biodiversity database (BISMaL) to enable estimations past habitat conditions for marine life in the northwestern Pacific.,www.godac.jamstec.go.jp,gbc_publication_analysis
http://www.nipgr.ac.in/scipdb.php,37824297,Stress Combinations and their Interactions in Plants Database,SCIPDb,0,7871,Stress combinations and their interactions in plants database: a one-stop resource on combined stress responses in plants.,www.nipgr.ac.in,gbc_publication_analysis
http://bio-bigdata.hrbmu.edu.cn/ATOdb/index.jsp,37699323,,ATOdb,0,4173,Open a new epoch of arsenic trioxide investigation: ATOdb.,bio-bigdata.hrbmu.edu.cn,gbc_publication_analysis
http://bio.liclab.net/Aging-ReG,37805704,,AgingReG,0,4176,AgingReG: a curated database of aging regulatory relationships in humans.,bio.liclab.net,gbc_publication_analysis
http://bidd.group/spacelid,37833498,Space Life Investigation Database,SpaceLID,0,4177,Exploring outer space biophysical phenomena via SpaceLID.,bidd.group,gbc_publication_analysis
http://bblserver.org.in/ampdb,37857659,Anti-Microbial Peptide Database version 1,AMPDB,0,4180,Developing anti-microbial peptide database version 1 to provide comprehensive and exhaustive resource of manually curated AMPs.,bblserver.org.in,gbc_publication_analysis
http://compbio.iitr.ac.in/dispel,37847815,Diseases Plants Eliminate,DISPEL,0,4614,DISPEL: database for ascertaining the best medicinal plants to cure human diseases.,compbio.iitr.ac.in,gbc_publication_analysis
http://colabfit.org,37861121,,ColabFit,0,4615,ColabFit exchange: Open-access datasets for data-driven interatomic potentials.,colabfit.org,gbc_publication_analysis
http://ccb.jhu.edu/chess,37904256,,CHESS,0,4616,"CHESS 3: an improved, comprehensive catalog of human genes and transcripts based on large-scale expression data, phylogenetic analysis, and protein structure.",ccb.jhu.edu,gbc_publication_analysis
http://folding.biofold.org/k-pro,37625584,,K-Pro,0,5101,K-Pro: Kinetics Data on Proteins and Mutants.,folding.biofold.org,gbc_publication_analysis
http://esomir.dqweilab-sjtu.com,37815872,miRNA in esophageal cancer,ESOMIR,0,5107,ESOMIR: a curated database of biomarker genes and miRNAs associated with esophageal cancer.,esomir.dqweilab-sjtu.com,gbc_publication_analysis
http://leishmaniadb.ttk.hu,37935582,,LeishMANIAdb,0,5545,LeishMANIAdb: a comparative resource for Leishmania proteins.,leishmaniadb.ttk.hu,gbc_publication_analysis
http://ngdc.cncb.ac.cn/ncov,37898309,Resource for Coronavirus 2019,RCoV19,0,6174,"RCoV19: A One-stop Hub for SARS-CoV-2 Genome Data Integration, Variant Monitoring, and Risk Pre-warning.",ngdc.cncb.ac.cn,gbc_publication_analysis
http://tarpid.nitrkl.ac.in/tarpid_db,37427797,Targets of piRNA Database,TarpiD,0,6855,"TarpiD, a database of putative and validated targets of piRNAs.",tarpid.nitrkl.ac.in,gbc_publication_analysis
http://tcmbank.cn,37829020,,TCMBank,0,6859,"TCMBank: bridges between the largest herbal medicines, chemical ingredients, target proteins, and associated diseases with intelligence text mining.",tcmbank.cn,gbc_publication_analysis
http://webstr.ucsd.edu,37678708,,WebSTR,0,7081,WebSTR: A Population-wide Database of Short Tandem Repeat Variation in Humans.,webstr.ucsd.edu,gbc_publication_analysis
http://webapp.ufz.de/aamdb,37798675,Animal-Associated Metagenome Metadata Database,AAMDB,0,7082,The AnimalAssociatedMetagenomeDB reveals a bias towards livestock and developed countries and blind spots in functional-potential studies of animal-associated microbiomes.,webapp.ufz.de,gbc_publication_analysis
http://www.biosino.org/mpa,37881319,Mycobacteriaceae Phenome Atlas,Mycobacteriaceae Phenome Atlas,0,7083,Mycobacteriaceae Phenome Atlas (MPA): A Standardized Atlas for the Mycobacteriaceae Phenome Based on Heterogeneous Sources.,www.biosino.org,gbc_publication_analysis
http://www.ebi.ac.uk/intact,37819683,,IntAct,0,7352,The landscape of microRNA interaction annotation: analysis of three rare disorders as a case study.,www.ebi.ac.uk,gbc_publication_analysis
http://www.kobic.re.kr/caniso,37828501,,CanISO,0,7618,CanISO: a database of genomic and transcriptomic variations in domestic dog (Canis lupus familiaris).,www.kobic.re.kr,gbc_publication_analysis
http://www.yulpan.top/HPC-Atlas,37730114,Human Protein Complexes Atlas,HPC-Atlas,0,8049,HPC-Atlas: Computationally Constructing A Comprehensive Atlas of Human Protein Complexes.,www.yulpan.top,gbc_publication_analysis
http://aps.unmc.edu,37695921,antimicrobial peptide database,antimicrobial peptide database,0,8056,The antimicrobial peptide database is 20 years old: Recent developments and future directions.,aps.unmc.edu,gbc_publication_analysis
http://hmdb.ca,37639797,Human Metabolome Database,HMDB,0,8149,HMDB: A curated database of genes involved in hydrocarbon monooxygenation reaction with homologous genes as background.,hmdb.ca,gbc_publication_analysis
http://www.orgene.net/HMDB,37639797,,HMDB,0,8149,HMDB: A curated database of genes involved in hydrocarbon monooxygenation reaction with homologous genes as background.,www.orgene.net,gbc_publication_analysis
http://amdb.online,37887413,Animal Metabolite Database,AMDB,0,8150,Animal Metabolite Database: Metabolite Concentrations in Animal Tissues and Convenient Comparison of Quantitative Metabolomic Data.,amdb.online,gbc_publication_analysis
https://gisaid.org/,37541265,Global Initiative on Sharing All Influenza Data,GISAID,0,12246,Arbovirus researchers unite: expanding genomic surveillance for an urgent global need.,gisaid.org,gbc_publication_analysis
http://biocomp.chem.uw.edu.pl/A3D2/yeast,37716955,,A3DyDB,0,4174,A3DyDB: exploring structural aggregation propensities in the yeast proteome.,biocomp.chem.uw.edu.pl,gbc_publication_analysis
http://bio-gateway.aigene.org.cn/g/CrMP,37743473,,CrMP-Sol,0,4175,"CrMP-Sol database: classification, bioinformatic analyses and comparison of cancer-related membrane proteins and their water-soluble variant designs.",bio-gateway.aigene.org.cn,gbc_publication_analysis
http://biotec.njau.edu.cn/soytipdb,37399251,Soybean Transposon Insertion Polymorphisms Database,SoyTIPdb,0,4385,Online data resource for exploring transposon insertion polymorphisms in public soybean germplasm accessions.,biotec.njau.edu.cn,gbc_publication_analysis
http://canismitosnp.pl,37351774,,Canis MitoSNP,0,4606,Canis MitoSNP database: a functional tool useful for comparative analyses of human and canine mitochondrial genomes.,canismitosnp.pl,gbc_publication_analysis
http://ciods.in/VirhostlncR,37572440,,VirhostlncR,0,4609,VirhostlncR: A comprehensive database to explore lncRNAs and their targets in viral infections.,ciods.in,gbc_publication_analysis
"http://crdd.osdd.net/raghava/hmrbase/, http://webs.iiitd.edu.in/raghava/hmrbase2",37291365,,Hmrbase2,0,4854,Hmrbase2: a comprehensive database of hormones and their receptors.,crdd.osdd.net,gbc_publication_analysis
http://eplant.njau.edu.cn/microTomBase,37691964,,MicroTom,0,5102,Comprehensive regulatory networks for tomato organ development based on the genome and RNAome of MicroTom tomato.,eplant.njau.edu.cn,gbc_publication_analysis
http://dwh.nascop.org,37715195,,NDW,0,5106,"Leveraging electronic medical records for HIV testing, care, and treatment programming in Kenya-the national data warehouse project.",dwh.nascop.org,gbc_publication_analysis
http://justrna.itps.ncku.edu.tw,37523674,,JustRNA,0,5535,JustRNA: a database of plant long noncoding RNA expression profiles and functional network.,justrna.itps.ncku.edu.tw,gbc_publication_analysis
http://pyrusgdb.sdau.edu.cn,37710163,Pear Genomics Database,PGDB,0,6406,The pear genomics database (PGDB): a comprehensive multi-omics research platform for Pyrus spp.,pyrusgdb.sdau.edu.cn,gbc_publication_analysis
http://smacc.mml.unc.edu,37169224,Small Molecule Antiviral Compound Collection,SMACC,0,6621,"Small molecule antiviral compound collection (SMACC): A comprehensive, highly curated database to support the discovery of broad-spectrum antiviral drug molecules.",smacc.mml.unc.edu,gbc_publication_analysis
http://soydbean.plantprofile.net,37735613,,SoyDBean,0,6631,SoyDBean: a database for SNPs reconciliation by multiple versions of soybean reference genomes.,soydbean.plantprofile.net,gbc_publication_analysis
http://tubic.tju.edu.cn/g4bank,37389723,,G4Bank,0,6854,G4Bank: A database of experimentally identified DNA G-quadruplex sequences.,tubic.tju.edu.cn,gbc_publication_analysis
http://www.acdb.plus/AADB,37279138,Antibiotic Adjuvant DataBase,AADB,0,7077,AADB: A Manually Collected Database for Combinations of Antibiotics With Adjuvants.,www.acdb.plus,gbc_publication_analysis
http://vexd.cchmc.org,37531635,Expression Database,VExD,0,7080,VExD: a curated resource for human gene expression alterations following viral infection.,vexd.cchmc.org,gbc_publication_analysis
http://www.guomics.com/covidPro,37555633,,COVIDpro,0,7616,COVIDpro: Database for Mining Protein Dysregulation in Patients with COVID-19.,www.guomics.com,gbc_publication_analysis
http://www.licpathway.net/Cis-Cardio/index.html,37637211,,Cis-Cardio,0,7617,<i>Cis</i>-Cardio: A comprehensive analysis platform for cardiovascular-relavant <i>cis-</i>regulation in human and mouse.,www.licpathway.net,gbc_publication_analysis
http://www.oncoimmunobank.cn/bcedbindex,37776561,,BCEDB,0,7870,BCEDB: a linear B-cell epitopes database for SARS-CoV-2.,www.oncoimmunobank.cn,gbc_publication_analysis
"http://www.wwpdb.org/, http://www.pdbc.org.cn",37561405,Worldwide Protein Data Bank,PDBc,0,8048,Announcing the launch of Protein Data Bank China as an Associate Member of the Worldwide Protein Data Bank Partnership.,www.wwpdb.org,gbc_publication_analysis
http://bioweb.supagro.inra.fr/ESTHER/general?what=index,37582413,,ESTHER,0,8147,The ESTHER database on alpha/beta hydrolase fold proteins - An overview of recent developments.,bioweb.supagro.inra.fr,gbc_publication_analysis
http://aodb.idruglab.cn,37001349,antioxidant database,AODB,0,3952,"AODB: A comprehensive database for antioxidants including small molecules, peptides and proteins.",aodb.idruglab.cn,gbc_publication_analysis
http://bidd.group/spacelid,37528331,Space Life Investigation Database,SpaceLID,0,4178,Database of space life investigations and information on spaceflight plant biology.,bidd.group,gbc_publication_analysis
http://bionet.ncpsb.org.cn/dcabm-tcm,37486750,of Constituents Absorbed into the Blood and Metabolites of TCM,DCABM-TCM,0,4387,DCABM-TCM: A Database of Constituents Absorbed into the Blood and Metabolites of Traditional Chinese Medicine.,bionet.ncpsb.org.cn,gbc_publication_analysis
http://ccidb.sysmed.kr,37566630,interaction database,CCIDB,0,4608,CCIDB: a manually curated cell-cell interaction database with cell context information.,ccidb.sysmed.kr,gbc_publication_analysis
http://ccnp.scidb.cn,37604823,developing Chinese Color Nest Project,devCCNP,0,4610,A longitudinal resource for population neuroscience of school-age children and adolescents in China.,ccnp.scidb.cn,gbc_publication_analysis
http://estrogene.org,37272757,,EstroGene,0,5096,"The EstroGene Database Reveals Diverse Temporal, Context-Dependent, and Bidirectional Estrogen Receptor Regulomes in Breast Cancer.",estrogene.org,gbc_publication_analysis
http://dosurvive.lab.nycu.edu.tw,37609633,,DoSurvive,0,5100,DoSurvive: A webtool for investigating the prognostic power of a single or combined cancer biomarker.,dosurvive.lab.nycu.edu.tw,gbc_publication_analysis
http://guolab.whu.edu.cn/GMMAD,37620754,Gut Microbial Metabolite Association with Disease,GMMAD,0,5314,GMMAD: a comprehensive database of human gut microbial metabolite associations with diseases.,guolab.whu.edu.cn,gbc_publication_analysis
http://iuclid6.echa.europa.eu/us-fda-toxicity-data,37253405,,IUCLID,0,5533,A non-clinical and clinical IUCLID database for 530 pharmaceuticals (part I): Methodological aspects of its development.,iuclid6.echa.europa.eu,gbc_publication_analysis
http://lipid.cloudna.cn/home,37589022,,DBLiPro,0,5539,DBLiPro: A Database for Lipids and Proteins in Human Lipid Metabolism.,lipid.cloudna.cn,gbc_publication_analysis
http://mppmcdb.cloudna.cn,37648696,minority people panmicrobial community database,MPPCD,0,5774,A display and analysis platform for gut microbiomes of minority people and phenotypic data in China.,mppmcdb.cloudna.cn,gbc_publication_analysis
http://phylobone.com,37580331,,Phylobone,0,6172,Phylobone: a comprehensive database of bone extracellular matrix proteins in human and model organisms.,phylobone.com,gbc_publication_analysis
http://polyq.pt,37599593,,PolyQ,0,8148,PolyQ Database-an integrated database on polyglutamine diseases.,polyq.pt,gbc_publication_analysis
http://archeogenomics.eu,37216609,,Human AGEs,0,3954,Human AGEs: an interactive spatio-temporal visualization and database of human archeogenomics.,archeogenomics.eu,gbc_publication_analysis
http://apdb.di.univr.it,37450416,,APDB,0,3957,APDB: a database on air pollutant characterization and similarity prediction.,apdb.di.univr.it,gbc_publication_analysis
http://bioinfor.imu.edu.cn/mbpa,37086947,The Metal-binding Protein Atlas,MbPA,0,4381,The Metal-binding Protein Atlas (MbPA): An Integrated Database for Curating Metalloproteins in All Aspects.,bioinfor.imu.edu.cn,gbc_publication_analysis
http://c4s.site,37244568,Comprehensive Collection and Comparison for ChIP-Seq Database,C4S,0,4382,C4S DB: Comprehensive Collection and Comparison for ChIP-Seq Database.,c4s.site,gbc_publication_analysis
http://cadd.zju.edu.cn/tocodecoy,37317043,,ToCoDDB,0,4383,Topology-Based and Conformation-Based Decoys Database: An Unbiased Online Database for Training and Benchmarking Machine-Learning Scoring Functions.,cadd.zju.edu.cn,gbc_publication_analysis
http://bioinfo.usu.edu/ranchSATdb,37510385,,ranchSATdb,0,4389,<i>ranchSATdb</i>: A Genome-Wide Simple Sequence Repeat (SSR) Markers Database of Livestock Species for Mutant Germplasm Characterization and Improving Farm Animal Health.,bioinfo.usu.edu,gbc_publication_analysis
http://compbio.fmph.uniba.sk/y-mtptm,37183478,yeast mitochondrial posttranslational modification,yeast mitochondrial posttranslational modification,0,4601,y-mtPTM: Yeast mitochondrial posttranslational modification database.,compbio.fmph.uniba.sk,gbc_publication_analysis
"http://cge.food.dtu.dk/services/ResFinderFG/, http://gmgc.embl.de",37207327,,ResFinderFG,0,4602,ResFinderFG v2.0: a database of antibiotic resistance genes obtained by functional metagenomics.,cge.food.dtu.dk,gbc_publication_analysis
http://cbp60db.wlu.ca,37435612,,CBP60-DB,0,4607,CBP60-DB: An AlphaFold-predicted plant kingdom-wide database of the CALMODULIN-BINDING PROTEIN 60 protein family with a novel structural clustering algorithm.,cbp60db.wlu.ca,gbc_publication_analysis
http://design.rxnfinder.org/cosing,37399096,ingredients bioinformatics platform,CCIBP,0,4855,CCIBP: a comprehensive cosmetic ingredients bioinformatics platform.,design.rxnfinder.org,gbc_publication_analysis
http://drumap.nibiohn.go.jp,37449459,,DruMAP,0,5099,DruMAP: A Novel Drug Metabolism and Pharmacokinetics Analysis Platform.,drumap.nibiohn.go.jp,gbc_publication_analysis
http://inparanoidb.sbc.su.se,36764355,,InParanoiDB,0,5525,InParanoiDB 9: Ortholog Groups for Protein Domains and Full-Length Proteins.,inparanoidb.sbc.su.se,gbc_publication_analysis
"http://kaplanlab.shinyapps.io/ciliaminer, http://kaplanlab.shinyapps.io/ciliaminer",37542408,,CiliaMiner,0,5537,CiliaMiner: an integrated database for ciliopathy genes and ciliopathies.,kaplanlab.shinyapps.io,gbc_publication_analysis
http://ngdc.cncb.ac.cn/macdb,37027007,,MACdb,0,6165,MACdb: A Curated Knowledgebase for Metabolic Associations across Human Cancers.,ngdc.cncb.ac.cn,gbc_publication_analysis
http://pearomics.njau.edu.cn,37410918,Pear Multiomics Database,PearMODB,0,6170,"PearMODB: a multiomics database for pear (Pyrus) genomics, genetics and breeding study.",pearomics.njau.edu.cn,gbc_publication_analysis
http://proseqaprodb.mkulab.in,36828269,ProSequence Assisted Protein Database,ProSeqAProDb,0,6402,ProSeqAProDB: Prosequence Assisted Protein Database.,proseqaprodb.mkulab.in,gbc_publication_analysis
http://sh2db.ttk.hu,37207333,,SH2db,0,6623,"SH2db, an information system for the SH2 domain.",sh2db.ttk.hu,gbc_publication_analysis
http://sing-group.org/glutknois,37230405,,GlutKNOIS,0,6627,A novel gluten knowledge base of potential biomedical and health-related interactions extracted from the literature: Using machine learning and graph analysis methodologies to reconstruct the bibliome.,sing-group.org,gbc_publication_analysis
http://secretomyc.cbs.cnrs.fr,37429152,,SecretoMyc,0,6628,"SecretoMyc, a web-based database on mycobacteria secreted proteins and structure-based homology identification using bio-informatics tools.",secretomyc.cbs.cnrs.fr,gbc_publication_analysis
