url,pmid,primary_entity_long,primary_entity_short,domain,source_file,sample_priority,title,db_keyword_found,very_high_conf,article_count
http://www.hgmd.org,"24077912, 28349240",human gene mutation database,,www.hgmd.org,linguistic_high_conf_dedup,high_conf_dedup,"The Human Gene Mutation Database: building a comprehensive mutation repository for clinical and molecular genetics, diagnostic testing and personalized genomic medicine.",True,True,2
http://rgd.mcw.edu,"21478484, 23255149",rat genome database,,rgd.mcw.edu,linguistic_high_conf_dedup,high_conf_dedup,The Rat Genome Database pathway portal.,True,False,2
http://sfld.rbvi.ucsf.edu/,"24271399, 25501940",structure-function linkage database,,sfld.rbvi.ucsf.edu,linguistic_high_conf_dedup,high_conf_dedup,The Structure-Function Linkage Database.,True,False,2
http://pave.niaid.nih.gov,"23093593, 28053164",papillomavirus episteme,,pave.niaid.nih.gov,linguistic_high_conf_dedup,high_conf_dedup,The Papillomavirus Episteme: a central resource for papillomavirus sequence data and analysis.,True,True,2
http://tripal.info,"24163125, 31328773",,tripal,tripal.info,linguistic_high_conf_dedup,high_conf_dedup,Tripal v1.1: a standards-based toolkit for construction of online genetic and genomic databases.,True,True,2
http://cgma.scu.edu.cn/CTLPScanner/,"27185889, 29564830",ctlpscanner,,cgma.scu.edu.cn,linguistic_high_conf_dedup,high_conf_dedup,CTLPScanner: a web server for chromothripsis-like pattern detection.,True,True,2
http://iomics.ugent.be/ms2pip,"25990723, 31028400",,ms2pip,iomics.ugent.be,linguistic_high_conf_dedup,high_conf_dedup,MS2PIP prediction server: compute and visualize MS2 peak intensity predictions for CID and HCD fragmentation.,True,False,2
http://inetmodels.com,"29069445, 33849075",,tcsbn,inetmodels.com,linguistic_high_conf_dedup,high_conf_dedup,TCSBN: a database of tissue and cancer specific biological networks.,True,True,2
http://www.mcr.org.in/chloromitossrdb,"23284085, 26412851",chloromitossrdb,,www.mcr.org.in,linguistic_high_conf_dedup,high_conf_dedup,ChloroMitoSSRDB: open source repository of perfect and imperfect repeats in organelle genomes for evolutionary genomics.,True,True,2
http://www.essentialgene.org,"24243843, 25636622",,deg,www.essentialgene.org,linguistic_high_conf_dedup,high_conf_dedup,"DEG 10, an update of the database of essential genes that includes both protein-coding genes and noncoding genomic elements.",True,False,2
http://www.reading.ac.uk/bioinf/IntFOLD/,"21459847, 31045208",intfold,,www.reading.ac.uk,linguistic_high_conf_dedup,high_conf_dedup,"The IntFOLD server: an integrated web resource for protein fold recognition, 3D model quality assessment, intrinsic disorder prediction, domain prediction and ligand binding site prediction.",True,False,2
http://www.ebi.ac.uk/Tools/hmmer/,"25943547, 29905871",,hmmer,www.ebi.ac.uk,linguistic_high_conf_dedup,high_conf_dedup,HMMER web server: 2015 update.,True,False,2
http://imp.princeton.edu,"22684505, 25969450",,imp,imp.princeton.edu,linguistic_high_conf_dedup,high_conf_dedup,"IMP: a multi-species functional genomics portal for integration, visualization and prediction of protein functions and networks.",True,True,2
http://www.bloodspot.eu,"26507857, 30395307",bloodspot,,www.bloodspot.eu,linguistic_high_conf_dedup,high_conf_dedup,BloodSpot: a database of gene expression profiles and transcriptional programs for healthy and malignant haematopoiesis.,True,True,2
http://www.pancreasexpression.org,"24163255, 29059374",pancreatic expression database,,www.pancreasexpression.org,linguistic_high_conf_dedup,high_conf_dedup,The pancreatic expression database: recent extensions and updates.,True,True,2
http://bidd.nus.edu.sg/group/ttd/ttd.asp,"26578601, 29140520",therapeutic target database,,bidd.nus.edu.sg,linguistic_high_conf_dedup,high_conf_dedup,Therapeutic target database update 2016: enriched resource for bench to clinical drug target and targeted pathway information.,True,False,2
http://www.ebi.ac.uk/miriam,"22140103, 23584831",,,www.ebi.ac.uk,linguistic_high_conf_dedup,high_conf_dedup,Identifiers.org and MIRIAM Registry: community resources to provide persistent identification.,True,False,2
http://eurisco.ecpgr.org,27580718,,eurisco,eurisco.ecpgr.org,linguistic_high_conf_dedup,high_conf_dedup,EURISCO: The European search catalogue for plant genetic resources.,True,True,1
http://ualcan.path.uab.edu,28732212,,ualcan,ualcan.path.uab.edu,linguistic_high_conf_dedup,high_conf_dedup,UALCAN: A Portal for Facilitating Tumor Subgroup Gene Expression and Survival Analyses.,True,True,1
http://www.glycostore.org,29897488,glycostore,,www.glycostore.org,linguistic_high_conf_dedup,high_conf_dedup,GlycoStore: a database of retention properties for glycan analysis.,True,True,1
http://cansar.icr.ac.uk,22013161,,cansar,cansar.icr.ac.uk,linguistic_high_conf_dedup,high_conf_dedup,canSAR: an integrated cancer public translational research and drug discovery resource.,True,True,1
http://bidd2.nus.edu.sg/NPASS/,29106619,,npass,bidd2.nus.edu.sg,linguistic_high_conf_dedup,high_conf_dedup,"NPASS: natural product activity and species source database for natural product research, discovery and tool development.",True,True,1
https://web.expasy.org/cellosaurus/,29805321,cellosaurus,,web.expasy.org,linguistic_high_conf_dedup,high_conf_dedup,"The Cellosaurus, a Cell-Line Knowledge Resource.",True,False,1
http://www.nii.ac.in/rippminer.html,28499008,rippminer,,www.nii.ac.in,linguistic_high_conf_dedup,high_conf_dedup,RiPPMiner: a bioinformatics resource for deciphering chemical structures of RiPPs based on prediction of cleavage and cross-links.,True,True,1
http://cys.bios.niu.edu/dbCAN2,29771380,,dbcan2,cys.bios.niu.edu,linguistic_high_conf_dedup,high_conf_dedup,dbCAN2: a meta server for automated carbohydrate-active enzyme annotation.,True,True,1
http://circadiomics.ics.uci.edu,29912458,circadiomics,,circadiomics.ics.uci.edu,linguistic_high_conf_dedup,high_conf_dedup,CircadiOmics: circadian omic web portal.,True,True,1
http://npidb.belozersky.msu.ru/,23193292,nucleic acid-protein interaction database,,npidb.belozersky.msu.ru,linguistic_high_conf_dedup,high_conf_dedup,NPIDB: Nucleic acid-Protein Interaction DataBase.,True,False,1
http://bio.informatics.iupui.edu/cmaps,26423722,,dmap,bio.informatics.iupui.edu,linguistic_high_conf_dedup,high_conf_dedup,DMAP: a connectivity map database to enable identification of novel drug repositioning candidates.,True,True,1
http://www.ebi.ac.uk/biosamples,22096232,biosample database,,www.ebi.ac.uk,linguistic_high_conf_dedup,high_conf_dedup,The BioSample Database (BioSD) at the European Bioinformatics Institute.,True,False,1
http://pauling.mbu.iisc.ac.in/NOD/NOD/,34188160,,nod,pauling.mbu.iisc.ac.in,linguistic_high_conf_dedup,high_conf_dedup,NOD: a web server to predict New use of Old Drugs to facilitate drug repurposing.,True,True,1
http://ugene.net/download.html,26527191,,ugene,ugene.net,linguistic_high_conf_dedup,high_conf_dedup,Shared bioinformatics databases within the Unipro UGENE platform.,True,False,1
https://heisenberg.ucam.edu:5000,34194678,,waddaica,heisenberg.ucam.edu:5000,linguistic_high_conf_dedup,high_conf_dedup,WADDAICA: A webserver for aiding protein drug design by artificial intelligence and classical algorithm.,True,True,1
http://www4g.biotec.or.th/FeptideDB/,31372542,feptidedb,,www4g.biotec.or.th,linguistic_high_conf_dedup,high_conf_dedup,FeptideDB: A web application for new bioactive peptides from food protein.,True,True,1
http://bionot.askhermes.org/,22032181,,bionøt,bionot.askhermes.org,linguistic_high_conf_dedup,high_conf_dedup,BioNØT: a searchable database of biomedical negated sentences.,True,True,1
http://bionlp.bcgsc.ca/civicmine/,31796060,,civic,bionlp.bcgsc.ca,linguistic_high_conf_dedup,high_conf_dedup,Text-mining clinically relevant cancer biomarkers for curation into the CIViC database.,True,False,1
http://csbio.njust.edu.cn/bioinf/targetdbpplus/,33410688,targetdbp,,csbio.njust.edu.cn,linguistic_high_conf_dedup,high_conf_dedup,TargetDBP+: Enhancing the Performance of Identifying DNA-Binding Proteins via Weighted Convolutional Features.,True,False,1
http://caps.ncbs.res.in/pass2/,26553811,,pass2,caps.ncbs.res.in,linguistic_high_conf_dedup,high_conf_dedup,PASS2 database for the structure-based sequence alignment of distantly related SCOP domain superfamilies: update to version 5 and added features.,True,False,1
