url,pmid,primary_entity_long,primary_entity_short,source_file,domain,sample_priority,very_high_conf,db_keyword_found,title_matches_primary
EcoCyc.org,30406744,,ecocyc,baseline_entity,,random,False,True,False
https://www.maizegdb.org,30407532,maizegdb,,baseline_entity,www.maizegdb.org,random,True,True,True
http://www.biochem.mpg.de/maxqb,22301388,,maxqb,baseline_entity,www.biochem.mpg.de,random,False,True,False
http://www.kimosys.org,33247931,kimosys,,baseline_entity,www.kimosys.org,random,True,True,True
http://www.LOVD.nl/ARSA,26462614,,lovd,baseline_entity,www.LOVD.nl,random,False,False,False
http://autism.mindspec.org/autdb/Welcome.do,29186576,,autdb,baseline_entity,autism.mindspec.org,random,True,True,True
https://drugdesign.riken.jp/FMODB/,33511845,,fmodb,baseline_entity,drugdesign.riken.jp,random,True,True,True
http://liveratlas.hupo.org.cn,23601370,liveratlas,,baseline_entity,liveratlas.hupo.org.cn,random,True,True,True
https://elbe.hki-jena.de/fungifun/,25294921,fungifun2,,linguistic_novel,elbe.hki-jena.de,very_high_conf,True,True,
http://3dbionotes-ws.cnb.csic.es,28961691,,3dbionotes,linguistic_novel,3dbionotes-ws.cnb.csic.es,very_high_conf,True,True,
genomics.scripps.edu/ADVISER,25706643,scripps genome adviser,,linguistic_novel,,very_high_conf,True,True,
http://interferome.its.monash.edu.au/interferome/,23203888,interferome,,linguistic_novel,interferome.its.monash.edu.au,very_high_conf,True,True,
http://rsnp3.psych.ac.cn,29140525,rsnpbase,,linguistic_novel,rsnp3.psych.ac.cn,very_high_conf,True,True,
http://atlas.dmi.unict.it/mirandola/index.html,23094086,mirandola,,linguistic_novel,atlas.dmi.unict.it,very_high_conf,True,True,
http://ub.cbm.uam.es/atlascbs,22798082,atlascbs,,linguistic_novel,ub.cbm.uam.es,very_high_conf,True,True,
http://www.ontobee.org/,27733503,ontobee,,linguistic_novel,www.ontobee.org,very_high_conf,True,True,
http://rloop.bii.a-star.edu.sg,27899586,r-loopdb,,linguistic_novel,rloop.bii.a-star.edu.sg,very_high_conf,True,True,
https://chaos.ugent.be/WE15/,24441765,,tr-db,linguistic_novel,chaos.ugent.be,very_high_conf,True,True,
http://www.ibiomedical.net/pigvar/,29220438,,pigvar,linguistic_novel,www.ibiomedical.net,db_keyword,True,True,
http://www.mcr.org.in/chloromitossrdb,26412851,chloromitossrdb,,linguistic_novel,www.mcr.org.in,db_keyword,True,True,
http://cbs.dtu.dk/services/NutriChem-1.0,25106869,nutrichem,,linguistic_novel,cbs.dtu.dk,db_keyword,True,True,
http://www.ncrnadatabases.org,22336709,,nrdr,linguistic_novel,www.ncrnadatabases.org,db_keyword,False,True,
http://dbtss.hgc.jp/,29126224,,dbtss,linguistic_novel,dbtss.hgc.jp,db_keyword,False,True,
http://www.mgc.ac.cn/VFs/,30395255,,vfdb,linguistic_novel,www.mgc.ac.cn,db_keyword,True,True,
http://www.ebi.ac.uk/metagenomics/,24165880,european nucleotide archive,,linguistic_novel,www.ebi.ac.uk,db_keyword,False,True,
http://symbiont.iis.sinica.edu.tw/evidence,26678286,,evidence,linguistic_novel,symbiont.iis.sinica.edu.tw,random,False,False,
http://enalossuite.novamechanics.com/,29934899,enalos suite,,linguistic_novel,enalossuite.novamechanics.com,random,False,False,
https://deepspecs.github.io/,34714871,specollate,,linguistic_novel,deepspecs.github.io,random,False,False,
http://prgdb.org,23161682,,prgdb,linguistic_novel,prgdb.org,random,True,True,
http://ibl.github.io/VCFr/,27797761,,vcf,linguistic_novel,ibl.github.io,random,False,False,
http://biorg.cis.fiu.edu/pluma,29618009,,pluma,linguistic_novel,biorg.cis.fiu.edu,random,False,False,
http://dockground.bioinformatics.ku.edu,25488330,dockground,,linguistic_novel,dockground.bioinformatics.ku.edu,random,False,False,
http://www.networkanalyst.ca,24861621,networkanalyst,,linguistic_novel,www.networkanalyst.ca,random,False,False,
http://bmi.xmu.edu.cn/plantapa,27446120,plantapa,,setfit_novel,bmi.xmu.edu.cn,very_high_conf,True,True,
https://www.crop-diversity.org/mgis/,29220435,,mgis,setfit_novel,www.crop-diversity.org,very_high_conf,True,True,
https://www.EuroGEMS.org,32906220,eurogems.org,,setfit_novel,www.EuroGEMS.org,very_high_conf,True,True,
https://genomics.scripps.edu/mtdna,28821228,sg-adviser mtdna,,setfit_novel,genomics.scripps.edu,very_high_conf,True,True,
https://www.scbit.org/dbdepc3/index.php,29688359,,dbdepc,setfit_novel,www.scbit.org,very_high_conf,True,True,
http://www.megabionet.org/tcmid/,29106634,,tcmid,setfit_novel,www.megabionet.org,very_high_conf,True,True,
http://ufq.unq.edu.ar/codnas,27022160,,codnas,setfit_novel,ufq.unq.edu.ar,very_high_conf,True,True,
http://www.compubio.in/chlorossrdb/,25380781,chlorossrdb,,setfit_novel,www.compubio.in,very_high_conf,True,True,
http://www.rbptd.com,32047888,,rbptd,setfit_novel,www.rbptd.com,very_high_conf,True,True,
http://www.bioinformatics.org/sspred,21904425,,sspred,setfit_novel,www.bioinformatics.org,very_high_conf,True,True,
http://www.ebi.ac.uk/thornton-srv/m-csa,29106569,,csa,setfit_novel,www.ebi.ac.uk,db_keyword,False,True,
http://proteomecentral.proteomexchange.org/dataset/PXD000764,25047258,,pride,setfit_novel,proteomecentral.proteomexchange.org,db_keyword,False,True,
http://www.emodnet-biology.eu/,25632106,,,setfit_novel,www.emodnet-biology.eu,db_keyword,False,True,
http://pdbj.org,21976737,,pdbj,setfit_novel,pdbj.org,db_keyword,False,True,
http://www.nipgr.ac.in/MedProDB,34527190,medprodb,,setfit_novel,www.nipgr.ac.in,db_keyword,True,True,
http://ngs.ym.edu.tw/driverdb/,24214964,driverdb,,setfit_novel,ngs.ym.edu.tw,db_keyword,True,True,
http://www.herbalgenomics.org/cpgavas,23256920,,cpgavas,setfit_novel,www.herbalgenomics.org,db_keyword,False,True,
http://www.megabionet.org/tcmid/,23203875,,tcmid,setfit_novel,www.megabionet.org,random,True,True,
http://knowlife.mpi-inf.mpg.de,25971816,knowlife,,setfit_novel,knowlife.mpi-inf.mpg.de,random,False,False,
http://www.unc.edu/∼yunmli/imputability.html,23292738,,,setfit_novel,www.unc.edu,random,False,True,
http://www.on-course.eu,23597757,on-course(®,,setfit_novel,www.on-course.eu,random,False,True,
http://proteasix.cs.man.ac.uk,29476519,endoproteofasp,,setfit_novel,proteasix.cs.man.ac.uk,random,False,False,
http://www.biostat.jhsph.edu/~gewu/ChIPPED/,23457041,chip-ped,,setfit_novel,www.biostat.jhsph.edu,random,False,False,
http://seek.princeton.edu/,25581801,,seek,setfit_novel,seek.princeton.edu,random,False,False,
http://cran.r-project.org/web/packages/BiSEp/index.html,26781748,,bisep,setfit_novel,cran.r-project.org,random,False,False,
