url,pmid,primary_entity_long,primary_entity_short,domain,source_file,sample_priority,title,db_keyword_found,very_high_conf,article_count,is_live,status_code,total_score,base_score,title_bonus,likelihood,indicators_found,response_time_ms,error_message,meta_redirects,final_url
http://tripal.info,"24163125, 31328773",,tripal,tripal.info,linguistic_high_conf_dedup_full,high_conf_full,Tripal v1.1: a standards-based toolkit for construction of online genetic and genomic databases.,True,True,2,True,200.0,38,33,5,CRITICAL,Content: NCBI; Content: genomics; Content: genome; Title: gene; Title: biological; Content: resource; Title: tool; Content: search; Content: browse; Content: download; Content: annotation; Title: data; Title: database; Content: portal; ★ TITLE BONUS: 'database' in page title,381.75,,0,https://tripal.info/
http://iomics.ugent.be/ms2pip,"25990723, 31028400",,ms2pip,iomics.ugent.be,linguistic_high_conf_dedup_full,high_conf_full,MS2PIP prediction server: compute and visualize MS2 peak intensity predictions for CID and HCD fragmentation.,True,False,2,True,200.0,44,39,5,CRITICAL,Content: UniProt; Content: proteomics; Content: bioinformatics; Content: gene; Content: protein; Content: sequence; Content: repository; Content: collection; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: data; Title: server; ★ TITLE BONUS: 'server' in page title,314.33,,0,https://iomics.ugent.be/ms2pip
http://inetmodels.com,"29069445, 33849075",,tcsbn,inetmodels.com,linguistic_high_conf_dedup_full,high_conf_full,TCSBN: a database of tissue and cancer specific biological networks.,True,True,2,False,,0,0,0,VERY LOW,,,"Error: HTTPSConnectionPool(host='inetmodels.com', port=443): Max retries exceeded with url: / (Caused by SS",0,http://inetmodels.com
http://rgd.mcw.edu,"21478484, 23255149",rat genome database,,rgd.mcw.edu,linguistic_high_conf_dedup_full,high_conf_full,The Rat Genome Database pathway portal.,True,False,2,True,200.0,70,65,5,CRITICAL,Content: NCBI; Content: EBI; Content: NIH; Content: genomics; Content: bioinformatics; Title: genome; Content: gene; Content: protein; Content: molecular; Content: biological; Content: variant; Content: repository; Content: archive; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: annotation; Title: data; Title: database; Content: portal; ★ TITLE BONUS: 'database' in page title,1072.12,,0,https://rgd.mcw.edu/
http://www.reading.ac.uk/bioinf/IntFOLD/,"21459847, 31045208",intfold,,www.reading.ac.uk,linguistic_high_conf_dedup_full,high_conf_full,"The IntFOLD server: an integrated web resource for protein fold recognition, 3D model quality assessment, intrinsic disorder prediction, domain prediction and ligand binding site prediction.",True,False,2,True,200.0,41,36,5,CRITICAL,Content: NCBI; Content: NIH; Content: genomics; Title: bioinformatics; Content: protein; Content: sequence; Content: resource; Content: platform; Content: search; Content: download; Content: submit; Content: data; Title: server; Content: portal; ★ TITLE BONUS: 'server' in page title,221.36,,0,https://www.reading.ac.uk/bioinf/IntFOLD/
http://www.ebi.ac.uk/Tools/hmmer/,"25943547, 29905871",,hmmer,www.ebi.ac.uk,linguistic_high_conf_dedup_full,high_conf_full,HMMER web server: 2015 update.,True,False,2,True,200.0,11,11,0,HIGH,Content: EBI; Content: tool; Content: search; Content: data,171.59,,0,https://www.ebi.ac.uk/Tools/hmmer/
http://pave.niaid.nih.gov,"23093593, 28053164",papillomavirus episteme,,pave.niaid.nih.gov,linguistic_high_conf_dedup_full,high_conf_full,The Papillomavirus Episteme: a central resource for papillomavirus sequence data and analysis.,True,True,2,True,200.0,47,47,0,CRITICAL,Content: NCBI; Content: NIH; Content: search database; Content: bioinformatics; Content: genome; Content: gene; Content: protein; Content: sequence; Content: variant; Content: archive; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: data; Content: database,1141.71,,0,https://pave.niaid.nih.gov/
http://www.pancreasexpression.org,"24163255, 29059374",pancreatic expression database,,www.pancreasexpression.org,linguistic_high_conf_dedup_full,high_conf_full,The pancreatic expression database: recent extensions and updates.,True,True,2,False,,0,0,0,VERY LOW,,,"Error: HTTPSConnectionPool(host='www.pancreasexpression.org', port=443): Max retries exceeded with url: / (",0,http://www.pancreasexpression.org
http://www.bloodspot.eu,"26507857, 30395307",bloodspot,,www.bloodspot.eu,linguistic_high_conf_dedup_full,high_conf_full,BloodSpot: a database of gene expression profiles and transcriptional programs for healthy and malignant haematopoiesis.,True,True,2,True,200.0,0,0,0,VERY LOW,,339.13,,0,https://www.bloodspot.eu/
http://www.yeastgenome.org,"24265222, 28365719, 29140510",saccharomyces genome database,,www.yeastgenome.org,linguistic_high_conf_dedup_full,high_conf_full,Saccharomyces genome database provides new regulation data.,True,False,3,True,200.0,75,70,5,CRITICAL,Content: NCBI; Content: EBI; Content: NIH; Content: UniProt; Content: genomics; Title: genome; Content: gene; Content: protein; Content: sequence; Content: molecular; Content: biological; Content: variant; Content: expression; Content: archive; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: curated; Content: annotation; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,2295.85,,0,https://www.yeastgenome.org:443/
http://www.essentialgene.org,"24243843, 25636622",,deg,www.essentialgene.org,linguistic_high_conf_dedup_full,high_conf_full,"DEG 10, an update of the database of essential genes that includes both protein-coding genes and noncoding genomic elements.",True,False,2,True,200.0,22,22,0,CRITICAL,Content: genome; Content: gene; Content: protein; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: data; Content: database,889.01,,0,http://origin.tubic.org/deg/public/index.php
http://www.mcr.org.in/chloromitossrdb,"23284085, 26412851",chloromitossrdb,,www.mcr.org.in,linguistic_high_conf_dedup_full,high_conf_full,ChloroMitoSSRDB: open source repository of perfect and imperfect repeats in organelle genomes for evolutionary genomics.,True,True,2,True,200.0,30,25,5,CRITICAL,Title: genome; Content: gene; Content: sequence; Content: repository; Content: platform; Content: search; Content: browse; Content: download; Content: submit; Title: data; Title: database; Content: server; ★ TITLE BONUS: 'database' in page title,958.11,,0,http://www.mcr.org.in/chloromitossrdb/
http://imp.princeton.edu,"22684505, 25969450",,imp,imp.princeton.edu,linguistic_high_conf_dedup_full,high_conf_full,"IMP: a multi-species functional genomics portal for integration, visualization and prediction of protein functions and networks.",True,True,2,True,200.0,39,39,0,CRITICAL,Content: NCBI; Content: NIH; Content: genomics; Content: genome; Content: gene; Content: protein; Content: biological; Content: tool; Content: search; Content: query; Content: download; Content: submit; Content: data; Content: server; Content: portal,703.81,,0,https://imp.princeton.edu/
http://www.ebi.ac.uk/miriam,"22140103, 23584831",,,www.ebi.ac.uk,linguistic_high_conf_dedup_full,high_conf_full,Identifiers.org and MIRIAM Registry: community resources to provide persistent identification.,True,False,2,True,200.0,7,7,0,MEDIUM,Content: EBI; Content: data,221.0,,0,https://identifiers.org
http://sfld.rbvi.ucsf.edu/,"24271399, 25501940",structure-function linkage database,,sfld.rbvi.ucsf.edu,linguistic_high_conf_dedup_full,high_conf_full,The Structure-Function Linkage Database.,True,False,2,True,200.0,38,33,5,CRITICAL,Content: NCBI; Content: NIH; Content: protein; Content: sequence; Content: archive; Content: resource; Content: search; Content: query; Content: browse; Content: download; Content: curated; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,2403.34,,2,http://sfld.rbvi.ucsf.edu/archive/django/index.html
https://web.expasy.org/cellosaurus/,29805321,cellosaurus,,web.expasy.org,linguistic_high_conf_dedup_full,high_conf_full,"The Cellosaurus, a Cell-Line Knowledge Resource.",True,False,1,True,200.0,37,37,0,CRITICAL,Content: NCBI; Content: NIH; Content: bioinformatics; Content: gene; Content: archive; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: data; Content: database,571.74,,0,https://www.cellosaurus.org/
http://eurisco.ecpgr.org,27580718,,eurisco,eurisco.ecpgr.org,linguistic_high_conf_dedup_full,high_conf_full,EURISCO: The European search catalogue for plant genetic resources.,True,True,1,True,200.0,21,21,0,CRITICAL,Content: gene; Content: biological; Content: collection; Content: resource; Content: search; Content: query; Content: download; Content: submit; Content: data; Content: database,852.68,,0,https://eurisco.ipk-gatersleben.de/apex/eurisco_ws_dev/r/eurisco/home
http://ualcan.path.uab.edu,28732212,,ualcan,ualcan.path.uab.edu,linguistic_high_conf_dedup_full,high_conf_full,UALCAN: A Portal for Facilitating Tumor Subgroup Gene Expression and Survival Analyses.,True,True,1,True,200.0,51,51,0,CRITICAL,Content: NCBI; Content: NIH; Content: proteomics; Content: gene; Content: protein; Content: molecular; Content: mutation; Content: expression; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: annotation; Content: data; Content: database; Content: server; Content: portal,925.32,,0,https://ualcan.path.uab.edu/
http://www.glycostore.org,29897488,glycostore,,www.glycostore.org,linguistic_high_conf_dedup_full,high_conf_full,GlycoStore: a database of retention properties for glycan analysis.,True,True,1,True,200.0,14,14,0,HIGH,Content: gene; Content: search; Content: query; Content: browse; Content: download; Content: data; Content: server,1196.66,,0,https://glycostore.org/
http://npidb.belozersky.msu.ru/,23193292,nucleic acid-protein interaction database,,npidb.belozersky.msu.ru,linguistic_high_conf_dedup_full,high_conf_full,NPIDB: Nucleic acid-Protein Interaction DataBase.,True,False,1,True,200.0,2,2,0,LOW,Content: resource,586.6,,0,https://npidb.belozersky.msu.ru/unavailable.html
http://bigd.big.ac.cn/gvm/,"29069473, 33170268",genome variation map,,bigd.big.ac.cn,linguistic_high_conf_dedup_full,high_conf_full,Genome Variation Map: a data repository of genome variations in BIG Data Center.,True,True,2,True,200.0,57,57,0,CRITICAL,Content: NCBI; Content: EBI; Content: NIH; Content: genomics; Title: genome; Content: gene; Content: biological; Content: variant; Content: repository; Content: archive; Content: collection; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: curated; Content: annotation; Content: data; Content: database,4098.25,,0,https://ngdc.cncb.ac.cn/gvm/
http://bio.informatics.iupui.edu/cmaps,26423722,,dmap,bio.informatics.iupui.edu,linguistic_high_conf_dedup_full,high_conf_full,DMAP: a connectivity map database to enable identification of novel drug repositioning candidates.,True,True,1,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='bio.informatics.iupui.edu', port=80): Max retries exceeded with url: /cmaps",0,http://bio.informatics.iupui.edu/cmaps
http://www.nii.ac.in/rippminer.html,28499008,rippminer,,www.nii.ac.in,linguistic_high_conf_dedup_full,high_conf_full,RiPPMiner: a bioinformatics resource for deciphering chemical structures of RiPPs based on prediction of cleavage and cross-links.,True,True,1,True,200.0,42,37,5,CRITICAL,Content: NCBI; Content: NIH; Title: bioinformatics; Content: gene; Content: sequence; Title: resource; Content: tool; Content: search; Content: query; Content: download; Content: submit; Content: curated; Content: data; Content: database; Content: server; ★ TITLE BONUS: 'resource' in page title,1329.87,,1,http://www.nii.ac.in/~priyesh/lantipepDB/new_predictions/index.php
http://www.ebi.ac.uk/biosamples,22096232,biosample database,,www.ebi.ac.uk,linguistic_high_conf_dedup_full,high_conf_full,The BioSample Database (BioSD) at the European Bioinformatics Institute.,True,False,1,True,200.0,21,21,0,CRITICAL,Content: EBI; Content: bioinformatics; Content: genome; Content: biological; Content: archive; Content: search; Content: data; Content: database,251.55,,0,https://www.ebi.ac.uk/biosamples/
http://www4g.biotec.or.th/FeptideDB/,31372542,feptidedb,,www4g.biotec.or.th,linguistic_high_conf_dedup_full,high_conf_full,FeptideDB: A web application for new bioactive peptides from food protein.,True,True,1,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='www4g.biotec.or.th', port=80): Max retries exceeded with url: /FeptideDB/ (",0,http://www4g.biotec.or.th/FeptideDB/
http://ugene.net/download.html,26527191,,ugene,ugene.net,linguistic_high_conf_dedup_full,high_conf_full,Shared bioinformatics databases within the Unipro UGENE platform.,True,False,1,True,200.0,25,25,0,CRITICAL,Content: bioinformatics; Content: genome; Title: gene; Content: protein; Content: sequence; Content: platform; Content: query; Title: download; Content: annotation; Content: data,275.16,,0,http://ugene.net/download.html
https://heisenberg.ucam.edu:5000,34194678,,waddaica,heisenberg.ucam.edu:5000,linguistic_high_conf_dedup_full,high_conf_full,WADDAICA: A webserver for aiding protein drug design by artificial intelligence and classical algorithm.,True,True,1,True,200.0,19,19,0,CRITICAL,Content: gene; Content: protein; Content: sequence; Content: molecular; Content: query; Content: submit; Content: data; Content: server,335.57,,0,https://heisenberg.ucam.edu:5000/
http://circadiomics.ics.uci.edu,29912458,circadiomics,,circadiomics.ics.uci.edu,linguistic_high_conf_dedup_full,high_conf_full,CircadiOmics: circadian omic web portal.,True,True,1,True,200.0,21,21,0,CRITICAL,Content: genomics; Content: bioinformatics; Content: gene; Content: mutation; Content: collection; Content: query; Content: download; Content: data; Content: server,1494.63,,0,http://circadiomics.ics.uci.edu/
http://cansar.icr.ac.uk,22013161,,cansar,cansar.icr.ac.uk,linguistic_high_conf_dedup_full,high_conf_full,canSAR: an integrated cancer public translational research and drug discovery resource.,True,True,1,True,200.0,38,38,0,CRITICAL,Content: EBI; Content: UniProt; Content: gene; Content: protein; Content: molecular; Content: resource; Content: tool; Title: platform; Content: search; Content: query; Content: browse; Content: annotation; Content: data; Content: database; Content: server; Content: portal,3021.58,,0,https://cansar.ai/
http://csbio.njust.edu.cn/bioinf/targetdbpplus/,33410688,targetdbp,,csbio.njust.edu.cn,linguistic_high_conf_dedup_full,high_conf_full,TargetDBP+: Enhancing the Performance of Identifying DNA-Binding Proteins via Weighted Convolutional Features.,True,False,1,True,200.0,5,5,0,MEDIUM,Content: bioinformatics; Content: query,1030.34,,0,http://csbio.njust.edu.cn/bioinf/targetdbpplus/
http://www.bioinformatics.nl/tools/profasta/,22230096,profasta,,www.bioinformatics.nl,linguistic_high_conf_dedup_full,high_conf_full,ProFASTA: a pipeline web server for fungal protein scanning with integration of cell surface prediction software.,True,True,1,False,404.0,0,0,0,VERY LOW,,208.97,HTTP 404,0,https://www.bioinformatics.nl/tools/profasta/
https://orio.niehs.nih.gov/,28402545,,orio,orio.niehs.nih.gov,linguistic_high_conf_dedup_full,high_conf_full,ORIO (Online Resource for Integrative Omics): a web-based platform for rapid integration of next generation sequencing data.,True,True,1,True,200.0,33,33,0,CRITICAL,Content: NIH; Content: genomics; Content: genome; Content: gene; Content: protein; Content: biological; Content: resource; Content: tool; Content: platform; Content: query; Content: download; Content: data; Content: portal,925.55,,0,https://orio.niehs.nih.gov/
http://compbio-zhanglab.org/GLEANER,34058973,,gleaner,compbio-zhanglab.org,linguistic_high_conf_dedup_full,high_conf_full,GLEANER: a web server for GermLine cycle Expression ANalysis and Epigenetic Roadmap visualization.,True,True,1,True,200.0,17,17,0,CRITICAL,Content: gene; Content: expression; Content: collection; Content: search; Content: query; Content: submit; Content: data; Content: server,1100.31,,0,https://compbio-zhanglab.org/GLEANER/
http://caps.ncbs.res.in/pass2/,26553811,,pass2,caps.ncbs.res.in,linguistic_high_conf_dedup_full,high_conf_full,PASS2 database for the structure-based sequence alignment of distantly related SCOP domain superfamilies: update to version 5 and added features.,True,False,1,True,200.0,19,19,0,CRITICAL,Content: protein; Content: sequence; Content: tool; Content: search; Content: query; Content: browse; Content: submit; Content: data; Content: database,2223.79,,0,https://caps.ncbs.res.in/pass2/
http://maizedig.maizegdb.org/,31555312,maizedig,,maizedig.maizegdb.org,linguistic_high_conf_dedup_full,high_conf_full,MaizeDIG: Maize Database of Images and Genomes.,True,True,1,False,502.0,0,0,0,VERY LOW,,623.32,HTTP 502,0,https://maizedig.maizegdb.org/
https://apicuron.org,33882120,,apicuron,apicuron.org,linguistic_high_conf_dedup_full,high_conf_full,APICURON: a database to credit and acknowledge the work of biocurators.,True,True,1,True,200.0,4,4,0,LOW,Content: browse; Content: data,1226.68,,0,https://apicuron.org/
http://psat.llnl.gov/psat/,26792120,,psat,psat.llnl.gov,linguistic_high_conf_dedup_full,high_conf_full,Protein Sequence Annotation Tool (PSAT): a centralized web-based meta-server for high-throughput sequence annotations.,True,False,1,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='psat.llnl.gov', port=80): Max retries exceeded with url: /psat/ (Caused by ",0,http://psat.llnl.gov/psat/
http://150.109.59.144:3838/MaizeSNPDB/,31762961,maizesnpdb,,150.109.59.144:3838,linguistic_high_conf_dedup_full,high_conf_full,MaizeSNPDB: A comprehensive database for efficient retrieve and analysis of SNPs among 1210 maize lines.,True,True,1,True,200.0,25,25,0,CRITICAL,Content: bioinformatics; Content: gene; Content: mutation; Content: tool; Content: query; Content: browse; Content: download; Content: submit; Content: annotation; Content: data; Content: database; Content: server,8364.19,,0,http://150.109.59.144:3838/MaizeSNPDB/
http://www.ontobee.org/,27733503,ontobee,,www.ontobee.org,linguistic_high_conf_dedup_full,high_conf_full,"Ontobee: A linked ontology data server to support ontology term dereferencing, linkage, query and integration.",True,True,1,True,200.0,56,56,0,CRITICAL,Content: NCBI; Content: EBI; Content: NIH; Content: genomics; Content: genome; Content: gene; Content: protein; Content: sequence; Content: molecular; Content: biological; Content: collection; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: submit; Content: data; Content: server; Content: web service,1771.13,,0,https://ontobee.org/
http://medical-data-models.org,"23920826, 26868052, 29295221",,,medical-data-models.org,linguistic_high_conf_dedup_full,high_conf_full,Analyses of medical data models - identifying common concepts and items in a repository of medical forms.,True,False,3,False,,0,0,0,VERY LOW,,,Timeout (20s),0,http://medical-data-models.org
http://bionlp.bcgsc.ca/civicmine/,31796060,,civic,bionlp.bcgsc.ca,linguistic_high_conf_dedup_full,high_conf_full,Text-mining clinically relevant cancer biomarkers for curation into the CIViC database.,True,False,1,True,200.0,29,29,0,CRITICAL,Content: EBI; Content: NIH; Content: genome; Content: gene; Content: expression; Content: query; Content: browse; Content: download; Content: data; Content: database; Content: server,17597.14,,0,http://bionlp.bcgsc.ca/civicmine/
http://bidd.nus.edu.sg/group/ttd/ttd.asp,"26578601, 29140520",therapeutic target database,,bidd.nus.edu.sg,linguistic_high_conf_dedup_full,high_conf_full,Therapeutic target database update 2016: enriched resource for bench to clinical drug target and targeted pathway information.,True,False,2,False,,0,0,0,VERY LOW,,,Timeout (20s),0,http://bidd.nus.edu.sg/group/ttd/ttd.asp
http://bidd2.nus.edu.sg/NPASS/,29106619,,npass,bidd2.nus.edu.sg,linguistic_high_conf_dedup_full,high_conf_full,"NPASS: natural product activity and species source database for natural product research, discovery and tool development.",True,True,1,False,,0,0,0,VERY LOW,,,Timeout (20s),0,http://bidd2.nus.edu.sg/NPASS/
http://cys.bios.niu.edu/dbCAN2,29771380,,dbcan2,cys.bios.niu.edu,linguistic_high_conf_dedup_full,high_conf_full,dbCAN2: a meta server for automated carbohydrate-active enzyme annotation.,True,True,1,False,,0,0,0,VERY LOW,,,Timeout (20s),0,http://cys.bios.niu.edu/dbCAN2
http://resource.ibab.ac.in/GREAM/,26208093,,gream,resource.ibab.ac.in,linguistic_high_conf_dedup_full,high_conf_full,"GREAM: A Web Server to Short-List Potentially Important Genomic Repeat Elements Based on Over-/Under-Representation in Specific Chromosomal Locations, Such as the Gene Neighborhoods, within or across 17 Mammalian Species.",True,True,1,True,200.0,14,14,0,HIGH,Content: gene; Content: resource; Content: tool; Content: search; Content: download; Content: data; Content: server,369.29,,0,http://resource.ibab.ac.in/GREAM/
http://www.nie-ecobank.kr,33654452,ecobank,,www.nie-ecobank.kr,linguistic_high_conf_dedup_full,high_conf_full,EcoBank: A flexible database platform for sharing ecological data.,True,True,1,True,200.0,3,3,0,LOW,Content: submit; Content: portal,881.34,,0,http://www.nie-ecobank.kr/
http://tyerslab.bio.ed.ac.uk/molclass,22711790,molclass,,tyerslab.bio.ed.ac.uk,linguistic_high_conf_dedup_full,high_conf_full,MolClass: a web portal to interrogate diverse small molecule screen datasets with different computational models.,True,True,1,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='tyerslab.bio.ed.ac.uk', port=80): Max retries exceeded with url: /molclass ",0,http://tyerslab.bio.ed.ac.uk/molclass
http://meilerlab.org/bclcommons,33351632,bcl::conf,,meilerlab.org,linguistic_high_conf_dedup_full,high_conf_full,BCL::Conf: Improved Open-Source Knowledge-Based Conformation Sampling Using the Crystallography Open Database.,True,False,1,False,404.0,0,0,0,VERY LOW,,246.0,HTTP 404,0,http://meilerlab.org/bclcommons
http://zfin.org,27899582,zebrafish model organism database,,zfin.org,linguistic_high_conf_dedup_full,high_conf_full,"The Zebrafish Model Organism Database: new support for human disease models, mutation details, gene expression phenotypes and searching.",True,True,1,True,200.0,57,57,0,CRITICAL,Content: NCBI; Content: NIH; Content: Ensembl; Content: genomics; Content: genome; Content: gene; Content: protein; Content: sequence; Content: biological; Content: mutation; Content: expression; Content: resource; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: curated; Content: data; Content: database; Content: server,1168.24,,0,https://zfin.org/
http://www.baderi.com/login.php,28610638,,baderi,www.baderi.com,linguistic_high_conf_dedup_full,high_conf_full,BADERI: an online database to coordinate handsearching activities of controlled clinical trials for their potential inclusion in systematic reviews.,True,True,1,True,200.0,16,16,0,CRITICAL,Content: gene; Content: repository; Content: platform; Content: search; Content: query; Content: submit; Content: data; Content: database,206.66,,0,http://www.baderi.com/login.php
http://bionot.askhermes.org/,22032181,,bionøt,bionot.askhermes.org,linguistic_high_conf_dedup_full,high_conf_full,BioNØT: a searchable database of biomedical negated sentences.,True,True,1,False,,0,0,0,VERY LOW,,,Timeout (20s),0,http://bionot.askhermes.org/
http://ctd.mdibl.org,21933848,comparative toxicogenomics database,,ctd.mdibl.org,linguistic_high_conf_dedup_full,high_conf_full,The curation paradigm and application tool used for manual curation of the scientific literature at the Comparative Toxicogenomics Database.,True,False,1,True,200.0,8,8,0,MEDIUM,Content: search; Content: browse; Content: submit; Content: data,987.51,,0,https://ctdbase.org
