url,pmid,primary_entity_long,primary_entity_short,is_gcbr,publication_id,title,domain,source_file,is_live,status_code,total_score,base_score,title_bonus,likelihood,indicators_found,response_time_ms,error_message,meta_redirects,final_url
http://globalamfungi.com,37781910,,GlobalAMFungi,0,5316,GlobalAMFungi: a global database of arbuscular mycorrhizal fungal occurrences from high-throughput sequencing metabarcoding studies.,globalamfungi.com,gbc_publication_analysis,True,200.0,4,4,0,LOW,Content: search; Content: query,438.29,,0,https://globalamfungi.com/
http://www.eyeseeworld.com/cbd,38868513,Colorectal Cancer Biomarker Database,CBD,0,8151,CBD2: A functional biomarker database for colorectal cancer.,www.eyeseeworld.com,gbc_publication_analysis,True,200.0,22,17,5,CRITICAL,Content: NCBI; Content: NIH; Content: search; Content: download; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,3780.36,,0,https://www.eyeseeworld.com/cbd/
http://lircentral.eu,37530436,,LIRcentral,0,5536,LIRcentral: a manually curated online database of experimentally validated functional LIR motifs.,lircentral.eu,gbc_publication_analysis,True,200.0,56,56,0,CRITICAL,Content: NCBI; Content: NIH; Content: UniProt; Content: bioinformatics; Content: genome; Content: gene; Content: protein; Content: sequence; Content: molecular; Content: biological; Content: expression; Content: collection; Content: search; Content: query; Content: browse; Content: download; Content: curated; Content: annotation; Content: data; Content: database,478.17,,0,https://lircentral.eu/
http://cellknowledge.com.cn/MetaboliteCOVID,37925911,,MetaboliteCOVID,0,4618,MetaboliteCOVID: A manually curated database of metabolite markers for COVID-19.,cellknowledge.com.cn,gbc_publication_analysis,True,200.0,33,33,0,CRITICAL,Content: NCBI; Content: NIH; Content: bioinformatics; Content: gene; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: curated; Content: data; Content: database,2152.98,,0,https://cellknowledge.com.cn/MetaboliteCOVID/
http://lampprimerbank.mathematik.uni-marburg.de,37828369,,LAMPPrimerBank,0,5544,"LAMPPrimerBank, a manually curated database of experimentally validated loop-mediated isothermal amplification primers for detection of respiratory pathogens.",lampprimerbank.mathematik.uni-marburg.de,gbc_publication_analysis,True,200.0,0,0,0,VERY LOW,,735.31,,0,https://lampprimerbank-frontend-heiderlab-53b16a.pages.imims.de/
http://splicinglore.ens-lyon.fr,38128543,,SplicingLore,0,6633,SplicingLore: a web resource for studying the regulation of cassette exons by human splicing factors.,splicinglore.ens-lyon.fr,gbc_publication_analysis,False,,0,0,0,VERY LOW,,,"Error: HTTPSConnectionPool(host='splicinglore.ens-lyon.fr', port=443): Max retries exceeded with url: / (Ca",0,http://splicinglore.ens-lyon.fr
http://www.gascanbase.com,37867380,,GasCanBase,0,7619,"Investigation of pathogenic germline variants in gastric cancer and development of ""GasCanBase"" database.",www.gascanbase.com,gbc_publication_analysis,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='www.gascanbase.com', port=80): Max retries exceeded with url: / (Caused by ",0,http://www.gascanbase.com
http://doi.org/10.24432/C5VS5G,37860605,Medical Informatics Operating Room Vitals and Events Repository,Medical Informatics Operating Room Vitals and Events Repository,0,4856,Medical Informatics Operating Room Vitals and Events Repository (MOVER): a public-access operating room database.,doi.org,gbc_publication_analysis,True,200.0,30,25,5,CRITICAL,Content: NCBI; Content: NIH; Title: repository; Content: tool; Content: search; Content: browse; Content: download; Content: submit; Content: data; Content: database; ★ TITLE BONUS: 'repository' in page title,1972.12,,0,https://archive.ics.uci.edu/dataset/877/mover:+medical+informatics+operating+room+vitals+and+events+repository
http://eyeprodb.jsiec.org,38109881,ocular protein structure database,EyeProdb,0,5109,Artificial Intelligence-based database for prediction of protein structure and their alterations in ocular diseases.,eyeprodb.jsiec.org,gbc_publication_analysis,False,405.0,0,0,0,VERY LOW,,1882.77,HTTP 405,0,http://eyeprodb.jsiec.org/
http://omicstudio.cloud:4012/ipod,37995323,,IPOP,0,6175,IPOP: An Integrative Plant Multi-omics Platform for Cross-species Comparison and Evolutionary Study.,omicstudio.cloud:4012,gbc_publication_analysis,True,200.0,26,26,0,CRITICAL,Content: genomics; Content: gene; Content: collection; Content: tool; Title: platform; Content: search; Content: query; Content: browse; Content: download; Content: annotation; Content: data; Content: database; Content: portal,1018.74,,0,http://omicstudio.cloud:4012/ipod/
http://twnbiome.cgm.ntu.edu.tw,38097965,,Twnbiome,0,6861,Twnbiome: a public database of the healthy Taiwanese gut microbiome.,twnbiome.cgm.ntu.edu.tw,gbc_publication_analysis,True,200.0,17,17,0,CRITICAL,Content: bioinformatics; Content: gene; Content: tool; Content: search; Content: query; Content: browse; Content: data; Content: database,1093.45,,0,http://twnbiome.cgm.ntu.edu.tw/
http://www.sysbio.ru/RatDEGdb,38213701,,RatDEGdb,0,8050,RatDEGdb: a knowledge base of differentially expressed genes in the rat as a model object in biomedical research.,www.sysbio.ru,gbc_publication_analysis,True,200.0,4,4,0,LOW,Content: download; Content: submit,1046.34,,0,https://www.sysbio.ru/RatDEGdb/
http://transportal.compbio.ucsf.edu,37657924,,TICBase,0,6858,TICBase: Integrated Resource for Data on Drug and Environmental Chemical Interactions with Mammalian Drug Transporters.,transportal.compbio.ucsf.edu,gbc_publication_analysis,True,200.0,32,27,5,CRITICAL,Content: NCBI; Content: NIH; Content: expression; Content: resource; Content: tool; Content: search; Content: submit; Content: curated; Content: data; Content: database; Title: portal; ★ TITLE BONUS: 'portal' in page title,1323.32,,0,https://transportal.compbio.ucsf.edu/
http://asynpepdb.ppmclab.com,38011719,,aSynPEP-DB,0,3963,aSynPEP-DB: a database of biogenic peptides for inhibiting α-synuclein aggregation.,asynpepdb.ppmclab.com,gbc_publication_analysis,True,200.0,39,39,0,CRITICAL,Content: NCBI; Content: NIH; Content: bioinformatics; Content: gene; Content: protein; Content: variant; Content: repository; Content: resource; Content: tool; Content: search; Content: query; Content: download; Content: submit; Content: data; Content: database,764.28,,0,https://asynpepdb.ppmclab.com/
http://hanlaboratory.com/GPIP,37548539,,GPIP,0,5313,"The Genetic, Pharmacogenomic, and Immune Landscapes Associated with Protein Expression across Human Cancers.",hanlaboratory.com,gbc_publication_analysis,True,200.0,25,25,0,CRITICAL,Content: proteomics; Content: gene; Content: protein; Content: variant; Content: expression; Content: search; Content: query; Content: browse; Content: download; Content: data,634.05,,0,http://hanlaboratory.com/GPIP
http://nscc.v.zzu.edu.cn/hccTAAb,38156953,,hccTAAb,0,6176,hccTAAb Atlas: An Integrated Knowledge Database for Tumor-Associated Autoantibodies in Hepatocellular Carcinoma.,nscc.v.zzu.edu.cn,gbc_publication_analysis,True,200.0,45,45,0,CRITICAL,Content: NCBI; Content: NIH; Content: bioinformatics; Content: gene; Content: protein; Content: mutation; Content: expression; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: data; Content: database; Content: server,7127.39,,0,http://nscc.v.zzu.edu.cn/hccTAAb/
http://dphdatabase.com,37310261,,GERDH,0,5097,GERDH: an interactive multi-omics database for cross-species data mining in horticultural crops.,dphdatabase.com,gbc_publication_analysis,True,200.0,0,0,0,VERY LOW,,903.69,,0,http://dphdatabase.com/
http://deepbiology.cn/PlantIntronDB,37951713,,PlantIntronDB,0,4858,PlantIntronDB: a database for plant introns that host functional elements.,deepbiology.cn,gbc_publication_analysis,True,200.0,14,14,0,HIGH,Content: biological; Content: resource; Content: search; Content: browse; Content: download; Content: data; Content: database,1004.16,,0,http://deepbiology.cn/PlantIntronDB/
http://www.kegg.jp,37881892,Kyoto Encyclopedia of Genes and Genomes,KEGG,0,7621,KEGG tools for classification and analysis of viral proteins.,www.kegg.jp,gbc_publication_analysis,True,200.0,38,38,0,CRITICAL,Content: bioinformatics; Title: genome; Title: gene; Content: protein; Content: sequence; Content: molecular; Content: biological; Content: resource; Content: tool; Content: search; Content: query; Content: download; Content: submit; Content: annotation; Content: data; Content: database,2091.19,,0,https://www.kegg.jp/
http://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/FOREST/DISTURBANCES/DEFID2,37605971,Database of European Forest Insect and Disease Disturbances,DEFID2,0,5540,The Database of European Forest Insect and Disease Disturbances: DEFID2.,jeodpp.jrc.ec.europa.eu,gbc_publication_analysis,False,500.0,0,0,0,VERY LOW,,139.26,HTTP 500,0,http://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/FOREST/DISTURBANCES/DEFID2
http://ioa.cancer.gov,37550087,,NCI-60,0,5538,Targeted Investigational Oncology Agents in the NCI-60: A Phenotypic Systems-based Resource.,ioa.cancer.gov,gbc_publication_analysis,False,500.0,0,0,0,VERY LOW,,330.77,HTTP 500,0,http://ioa.cancer.gov/
http://giftdb.agroda.cn,37856620,Gene Improvements for Fruit Trait Database,GIFTdb,0,5317,GIFTdb: a useful gene database for plant fruit traits improving.,giftdb.agroda.cn,gbc_publication_analysis,True,200.0,31,31,0,CRITICAL,Content: NCBI; Content: gene; Content: protein; Content: sequence; Content: collection; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: data; Content: database,766.31,,0,https://giftdb.agroda.cn/
http://kaliumdb.org,37682529,,Kalium,0,5542,"Kalium 3.0 is a comprehensive depository of natural, artificial, and labeled polypeptides acting on potassium channels.",kaliumdb.org,gbc_publication_analysis,True,200.0,6,6,0,MEDIUM,Content: tool; Content: browse; Content: data,669.5,,0,https://kaliumdb.org/
http://milletdb.novogene.com,37530223,,Milletdb,0,5773,Milletdb: a multi-omics database to accelerate the research of functional genomics and molecular breeding of millets.,milletdb.novogene.com,gbc_publication_analysis,True,200.0,6,6,0,MEDIUM,Title: gene; Content: variant,785.74,,0,http://milletdb.novogene.com/
http://pallab.cds.iisc.ac.in/INTERPIN,37499897,,INTERPIN,0,6171,INTERPIN: A repository for intrinsic transcription termination hairpins in bacteria.,pallab.cds.iisc.ac.in,gbc_publication_analysis,False,500.0,0,0,0,VERY LOW,,785.67,HTTP 500,0,http://pallab.cds.iisc.ac.in/INTERPIN
http://proteininformatics.org/mkumar/afrbase,37947313,antifungal resistance database,AFRbase,0,6407,AFRbase: a database of protein mutations responsible for antifungal resistance.,proteininformatics.org,gbc_publication_analysis,True,200.0,29,29,0,CRITICAL,Content: bioinformatics; Content: gene; Content: protein; Content: mutation; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: submit; Content: curated; Content: data; Content: database,527.52,,0,http://proteininformatics.org/mkumar/afrbase/
http://bioinfo.life.hust.edu.cn/ICBcomb,38095856,,ICBcomb,0,4181,ICBcomb: a comprehensive expression database for immune checkpoint blockade combination therapy.,bioinfo.life.hust.edu.cn,gbc_publication_analysis,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='bioinfo.life.hust.edu.cn', port=80): Max retries exceeded with url: /ICBcom",0,http://bioinfo.life.hust.edu.cn/ICBcomb
http://spare4.hospital.studio:9000/lncPCD/Home.jsp,38011720,,LncPCD,0,6632,LncPCD: a manually curated database of experimentally supported associations between lncRNA-mediated programmed cell death and diseases.,spare4.hospital.studio:9000,gbc_publication_analysis,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='spare4.hospital.studio', port=9000): Max retries exceeded with url: /lncPCD",0,http://spare4.hospital.studio:9000/lncPCD/Home.jsp
http://www.icazygfadb.org.cn,38015957,,iCAZyGFADB,0,7632,iCAZyGFADB: an insect CAZyme and gene function annotation database.,www.icazygfadb.org.cn,gbc_publication_analysis,True,200.0,44,39,5,CRITICAL,Content: NCBI; Content: Ensembl; Content: genome; Title: gene; Content: sequence; Content: biological; Content: resource; Content: tool; Content: search; Content: query; Content: download; Content: submit; Title: annotation; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,1586.29,,0,http://www.icazygfadb.org.cn/
http://bio-bigdata.hrbmu.edu.cn/ATOdb/index.jsp,37699323,,ATOdb,0,4173,Open a new epoch of arsenic trioxide investigation: ATOdb.,bio-bigdata.hrbmu.edu.cn,gbc_publication_analysis,True,200.0,25,25,0,CRITICAL,Content: download data; Content: bioinformatics; Content: gene; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: data; Content: database,1621.54,,0,http://bio-bigdata.hrbmu.edu.cn/ATOdb/index.jsp
http://www.godac.jamstec.go.jp/bismal/e,38506570,Biological Information System for Marine Life,BISMaL,0,7635,Development of marine biodiversity database (BISMaL) to enable estimations past habitat conditions for marine life in the northwestern Pacific.,www.godac.jamstec.go.jp,gbc_publication_analysis,True,200.0,28,28,0,CRITICAL,Content: EBI; Content: gene; Title: biological; Content: archive; Content: collection; Content: resource; Content: platform; Content: search; Content: query; Content: submit; Content: data; Content: database,1971.76,,0,https://www.godac.jamstec.go.jp/bismal/e/
http://mcf.lifesynther.com,37925500,,MCF2Chem,0,5775,MCF2Chem: A manually curated knowledge base of biosynthetic compound production.,mcf.lifesynther.com,gbc_publication_analysis,True,200.0,16,16,0,CRITICAL,Content: resource; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: curated; Content: data,3389.48,,0,https://mcf.computbiol.com/
http://www.nipgr.ac.in/scipdb.php,37824297,Stress Combinations and their Interactions in Plants Database,SCIPDb,0,7871,Stress combinations and their interactions in plants database: a one-stop resource on combined stress responses in plants.,www.nipgr.ac.in,gbc_publication_analysis,True,200.0,49,44,5,CRITICAL,Content: NCBI; Content: NIH; Content: genome; Content: gene; Content: sequence; Content: molecular; Content: biological; Content: repository; Content: resource; Content: tool; Content: search; Content: query; Content: download; Content: submit; Content: curated; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,2560.34,,0,http://223.31.159.3/plant_complete/index_orangesunset.php
http://bblserver.org.in/ampdb,37857659,Anti-Microbial Peptide Database version 1,AMPDB,0,4180,Developing anti-microbial peptide database version 1 to provide comprehensive and exhaustive resource of manually curated AMPs.,bblserver.org.in,gbc_publication_analysis,True,200.0,49,49,0,CRITICAL,Content: NCBI; Content: EBI; Content: NIH; Content: UniProt; Content: bioinformatics; Content: protein; Content: sequence; Content: collection; Content: resource; Content: tool; Content: search; Content: browse; Content: download; Content: submit; Content: curated; Content: data; Content: database; Content: server,1353.6,,0,https://bblserver.org.in/ampdb/
http://bio.liclab.net/Aging-ReG,37805704,,AgingReG,0,4176,AgingReG: a curated database of aging regulatory relationships in humans.,bio.liclab.net,gbc_publication_analysis,False,468.0,0,0,0,VERY LOW,,1787.0,HTTP 468,0,http://www.licpathway.net/Aging-ReG
http://folding.biofold.org/k-pro,37625584,,K-Pro,0,5101,K-Pro: Kinetics Data on Proteins and Mutants.,folding.biofold.org,gbc_publication_analysis,True,200.0,20,20,0,CRITICAL,Content: UniProt; Content: bioinformatics; Title: protein; Content: mutation; Content: query; Content: submit; Content: data,442.24,,0,https://folding.biofold.org/k-pro/
http://esomir.dqweilab-sjtu.com,37815872,miRNA in esophageal cancer,ESOMIR,0,5107,ESOMIR: a curated database of biomarker genes and miRNAs associated with esophageal cancer.,esomir.dqweilab-sjtu.com,gbc_publication_analysis,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='esomir.dqweilab-sjtu.com', port=80): Max retries exceeded with url: / (Caus",0,http://esomir.dqweilab-sjtu.com
http://ccb.jhu.edu/chess,37904256,,CHESS,0,4616,"CHESS 3: an improved, comprehensive catalog of human genes and transcripts based on large-scale expression data, phylogenetic analysis, and protein structure.",ccb.jhu.edu,gbc_publication_analysis,True,200.0,34,34,0,CRITICAL,Content: EBI; Content: bioinformatics; Content: genome; Content: gene; Content: protein; Content: sequence; Content: expression; Content: download; Content: submit; Content: curated; Content: annotation; Content: data; Content: database,877.24,,0,https://ccb.jhu.edu/chess/
http://bidd.group/spacelid,37833498,Space Life Investigation Database,SpaceLID,0,4177,Exploring outer space biophysical phenomena via SpaceLID.,bidd.group,gbc_publication_analysis,True,200.0,40,40,0,CRITICAL,Content: search database; Content: genome; Content: gene; Content: protein; Content: molecular; Content: variant; Content: mutation; Content: expression; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: data; Content: database,2431.83,,0,https://bidd.group/spacelid/
http://leishmaniadb.ttk.hu,37935582,,LeishMANIAdb,0,5545,LeishMANIAdb: a comparative resource for Leishmania proteins.,leishmaniadb.ttk.hu,gbc_publication_analysis,True,200.0,25,25,0,CRITICAL,Content: bioinformatics; Content: gene; Content: protein; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: annotation; Content: data; Content: database; Content: server,550.51,,0,https://leishmaniadb.ttk.hu/
http://tarpid.nitrkl.ac.in/tarpid_db,37427797,Targets of piRNA Database,TarpiD,0,6855,"TarpiD, a database of putative and validated targets of piRNAs.",tarpid.nitrkl.ac.in,gbc_publication_analysis,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='tarpid.nitrkl.ac.in', port=80): Max retries exceeded with url: /tarpid_db (",0,http://tarpid.nitrkl.ac.in/tarpid_db
http://webstr.ucsd.edu,37678708,,WebSTR,0,7081,WebSTR: A Population-wide Database of Short Tandem Repeat Variation in Humans.,webstr.ucsd.edu,gbc_publication_analysis,True,200.0,25,20,5,CRITICAL,Content: genome; Content: gene; Content: sequence; Content: search; Content: query; Content: download; Content: submit; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,512.69,,0,http://webstr.ucsd.edu/
http://webapp.ufz.de/aamdb,37798675,Animal-Associated Metagenome Metadata Database,AAMDB,0,7082,The AnimalAssociatedMetagenomeDB reveals a bias towards livestock and developed countries and blind spots in functional-potential studies of animal-associated microbiomes.,webapp.ufz.de,gbc_publication_analysis,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='webapp.ufz.de', port=80): Max retries exceeded with url: /aamdb (Caused by ",0,http://webapp.ufz.de/aamdb
