ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,name_modification_flags,url_validation
37861121,colabfit exchange,0.9730178,,0.9730178,colabfit exchange,0.9730178,1,https://colabfit.org,200,,,,,,,,,,,colabfit exchange,,ok
38613393,interactive tree of life,0.9714848,,0.9714848,interactive tree of life,0.9714848,1,https://itol.embl.de,200,,,,,,,,,,,interactive tree of life,,ok
37846051,SEMLA,0.97073555,semla,0.97073555,,0.97073555,1,https://ludvigla.github.io/semla/,200,,,,,,,,,,,semla,CAPITALIZED,review
36847450,haptools,0.9699472,,0.9699472,haptools,0.9699472,1,https://haptools.readthedocs.io,200,,,,,,,,,,,haptools,,ok
37467208,hgsuite hyperbrowser,0.9256403,,0.9256403,hgsuite hyperbrowser,0.9256403,1,https://hyperbrowser.uio.no/hgsuite,200,,,,,,,,,,,hgsuite hyperbrowser,,ok
35639735,bioexcel building blocks workflows,0.8990058,,0.8990058,bioexcel building blocks workflows,0.8990058,1,https://mmb.irbbarcelona.org/biobb-wfs,200,,,,,,,,,,,bioexcel building blocks workflows,,ok
39673270,immunosenescence inventory,0.80353606,,0.80353606,immunosenescence inventory,0.80353606,1,https://ngdc.cncb.ac.cn/iaa/home,200,,,,,,,,,,,immunosenescence inventory,,ok
40433754,pesticide,0.7880507,,0.7880507,pesticide,0.7880507,1,https://dpai.ccnu.edu.cn/digpesticide/,200,,,,,,,,,,,pesticide,,ok
39470740,vista enhancer browser,0.706325,,0.706325,vista enhancer browser,0.706325,1,https://enhancer.lbl.gov,200,,,,,,,,,,,vista enhancer browser,,ok
39525087,microsatellites explorer,0.6334635,,0.6334635,microsatellites explorer,0.6334635,1,https://www.microsatellitesexplorer.com,200,,,,,,,,,,,microsatellites explorer,,ok
"36416266, 39470701",MOBIDB,0.0,mobidb,0.0,,0.0,2,https://mobidb.org/,200,,,,,,,,,,,mobidb,CAPITALIZED,ok
36243988,brain catalog,0.0,,0.0,brain catalog,0.0,1,https://ngdc.cncb.ac.cn/braincatalog,200,,,,,,,,,,,brain catalog,,ok
34606616,HUARDB,0.0,huardb,0.0,,0.0,1,https://huarc.net/database,200,,,,,,,,,,,huardb,CAPITALIZED,ok
35411390,oligogenic diseases database,0.0,,0.0,oligogenic diseases database,0.0,1,https://olida.ibsquare.be,200,,,,,,,,,,,oligogenic diseases database,,ok
40181386,clc-db,0.0,clc-db,0.0,,0.0,1,https://compbio.sjtu.edu.cn/services/clc-db,200,,,,,,,,,,,clc-db,,ok
38870722,an interactive online platform for photosensory and bio-functional proteins in optogenetic systems,0.0,,0.0,an interactive online platform for photosensory and bio-functional proteins in optogenetic systems,0.0,1,https://idrblab.org/optics/,200,,,,,,,,,,,an interactive online platform for photosensory and bio-functional proteins in optogenetic systems,,ok
34643709,kincore,0.0,,0.0,kincore,0.0,1,http://dunbrack.fccc.edu/kincore,200,,,,,,,,,,,kincore,,ok
39609715,cidalsdb,0.0,,0.0,cidalsdb,0.0,1,https://cidalsdb.streamlit.app/,200,,,,,,,,,,,cidalsdb,,ok
37791887,multifacetedprotdb,0.0,,0.0,multifacetedprotdb,0.0,1,https://multifacetedprotdb.biocomp.unibo.it/,200,,,,,,,,,,,multifacetedprotdb,,ok
37710163,pear genomics database,0.0,,0.0,pear genomics database,0.0,1,http://pyrusgdb.sdau.edu.cn,200,,,,,,,,,,,pear genomics database,,ok
38530613,database of therapeutic antibody developability,0.0,,0.0,database of therapeutic antibody developability,0.0,1,http://i.uestc.edu.cn/DOTAD/,200,,,,,,,,,,,database of therapeutic antibody developability,,ok
39776220,insect cytochrome p450 database,0.0,,0.0,insect cytochrome p450 database,0.0,1,http://www.insectp450.net/,200,,,,,,,,,,,insect cytochrome p450 database,,ok
37351774,canis mitosnp,0.0,,0.0,canis mitosnp,0.0,1,https://canismitosnp.pl,200,,,,,,,,,,,canis mitosnp,,ok
39842990,tfinder,0.0,tfinder,0.0,,0.0,1,https://tfinder-ipmc.streamlit.app,200,,,,,,,,,,,tfinder,,ok
35388171,ECCDNA,0.0,eccdna,0.0,,0.0,1,http://www.eccdnadb.org,200,,,,,,,,,,,eccdna,CAPITALIZED,ok
34634793,prokaryotes (lpsn),0.0,,0.0,prokaryotes,0.0,1,https://lpsn.dsmz.de,200,,,,,,,,,,,prokaryotes,DISAMBIGUATED,ok
36453866,exome database of interspersed repeats,0.0,,0.0,exome database of interspersed repeats,0.0,1,https://osf.io/m3gvx/,200,,,,,,,,,,,exome database of interspersed repeats,,ok
36453996,MIRDIP,0.0,mirdip,0.0,,0.0,1,https://ophid.utoronto.ca/mirDIP,200,,,,,,,,,,,mirdip,CAPITALIZED,ok
38048333,hybriddbrpred,0.0,,0.0,hybriddbrpred,0.0,1,http://biomine.cs.vcu.edu/servers/hybridDBRpred/,200,,,,,,,,,,,hybriddbrpred,,ok
39657122,open targets platform,0.0,,0.0,open targets platform,0.0,1,https://platform.opentargets.org,200,,,,,,,,,,,open targets platform,,ok
39436012,ipd-mhc,0.99903697,ipd-mhc,0.99903697,,0.99903697,1,http://www.ebi.ac.uk/ipd/mhc/,200,,,,,,,,,,,ipd-mhc,,ok
37099369,e-rna,0.99864054,e-rna,0.99864054,,0.99864054,1,http://www.e-rna.org,200,,,,,,,,,,,e-rna,,ok
34581824,cplm 4.0,0.99841774,cplm 4.0,0.99841774,,0.99841774,1,http://cplm.biocuckoo.cn/,200,,,,,,,,,,,cplm 4.0,,ok
39657145,PMP,0.9982768,pmp,0.9982768,,0.9982768,1,https://apps.thesgc.org/pmp/,200,,,,,,,,,,,pmp,CAPITALIZED,ok
37750380,pdb-bre,0.99817145,pdb-bre,0.99817145,,0.99817145,1,http://bliulab.net/PDB-BRE,200,,,,,,,,,,,pdb-bre,,ok
36350631,bv-brc,0.9979748,bv-brc,0.9979748,,0.9979748,1,https://www.bv-brc.org/,200,,,,,,,,,,,bv-brc,,ok
38644519,ev-comm,0.99793816,ev-comm,0.99793816,,0.99793816,1,http://sdc.iue.ac.cn/evs/list/,200,,,,,,,,,,,ev-comm,,ok
40133788,AIA,0.9979358,aia,0.9979358,,0.9979358,1,https://amiactive.ccen.ufpb.br/,200,,,,,,,,,,,aia,CAPITALIZED,ok
38471316,CMSSD,0.99783057,cmssd,0.99783057,,0.99783057,1,http://tcmssd.ratcm.cn,200,,,,,,,,,,,cmssd,CAPITALIZED,ok
39385626,plabdab-nano,0.99768776,,0.99768776,plabdab-nano,0.99768776,1,https://opig.stats.ox.ac.uk/webapps/plabdab-nano/,200,,,,,,,,,,,plabdab-nano,,ok
37328705,uni-gbsa,0.99765253,,0.99765253,uni-gbsa,0.99765253,1,https://hermite.dp.tech,200,,,,,,,,,,,uni-gbsa,,ok
34761257,scov2-md,0.9976216,,0.9976216,scov2-md,0.9976216,1,http://www.scov2-md.org,200,,,,,,,,,,,scov2-md,,ok
37244568,DB,0.9975942,db,0.9975942,,0.9975942,1,https://c4s.site,200,,,,,,,,,,,db,"SHORT_NAME_FLAGGED,CAPITALIZED",ok
39676654,chitars 8.0,0.9975846,,0.9975846,chitars 8.0,0.9975846,1,http://biosrv.org/chitars,200,,,,,,,,,,,chitars 8.0,,ok
36222566,meta-boa,0.99757975,meta-boa,0.99757975,,0.99757975,1,https://complimet.ca/meta-boa,200,,,,,,,,,,,meta-boa,,ok
36988160,prosmorf-pred,0.99748874,,0.99748874,prosmorf-pred,0.99748874,1,http://www.nii.ac.in/prosmorfpred.html,200,,,,,,,,,,,prosmorf-pred,,ok
34469540,diana-mited,0.99741673,,0.99741673,diana-mited,0.99741673,1,http://www.microrna.gr/mited,200,,,,,,,,,,,diana-mited,,ok
37337236,AMHRED,0.9973326,amhred,0.9973326,,0.9973326,1,https://camhred.org/,200,,,,,,,,,,,amhred,CAPITALIZED,ok
37953323,ncrnadrug,0.99724466,,0.99724466,ncrnadrug,0.99724466,1,http://www.jianglab.cn/ncRNADrug,200,,,,,,,,,,,ncrnadrug,,ok
39413200,NAIRDB,0.99720335,nairdb,0.99720335,,0.99720335,1,https://nairdb.genesilico.pl,200,,,,,,,,,,,nairdb,CAPITALIZED,ok
36929933,sbgc-hm,0.9971841,,0.9971841,sbgc-hm,0.9971841,1,https://www.wzubio.com/sbgc,200,,,,,,,,,,,sbgc-hm,,ok
38865432,ipad-db,0.9968591,ipad-db,0.9968591,,0.9968591,1,http://www.lamee.cn/ipad-db/,200,,,,,,,,,,,ipad-db,,ok
37123454,anisonet,0.99673676,,0.99673676,anisonet,0.99673676,1,https://www.caniso.net,200,,,,,,,,,,,anisonet,,ok
35696018,genome2or,0.9966544,,0.9966544,genome2or,0.9966544,1,https://cord.ihuman.shanghaitech.edu.cn,200,,,,,,,,,,,genome2or,,ok
36215037,HICHIP,0.9965234,hichip,0.9965234,,0.9965234,1,http://health.tsinghua.edu.cn/hichipdb/,200,,,,,,,,,,,hichip,CAPITALIZED,ok
38659008,insaflu,0.99647963,,0.99647963,insaflu,0.99647963,1,https://insaflu.insa.pt/,200,,,,,,,,,,,insaflu,,ok
34657153,t4sefinder,0.9964712,,0.9964712,t4sefinder,0.9964712,1,https://tool2-mml.sjtu.edu.cn/T4SEfinder_TAPE/,200,,,,,,,,,,,t4sefinder,,ok
37669275,trackplot,0.9963226,,0.9963226,trackplot,0.9963226,1,https://anaconda.org/bioconda/trackplot,200,,,,,,,,,,,trackplot,,ok
38783102,castpfold,0.9963082,,0.9963082,castpfold,0.9963082,1,https://cfold.bme.uic.edu/castpfold/,200,,,,,,,,,,,castpfold,,ok
40328764,osmlanduse,0.99627554,,0.99627554,osmlanduse,0.99627554,1,https://osmlanduse.org,200,,,,,,,,,,,osmlanduse,,ok
35438150,LTDB,0.99618566,ltdb,0.99618566,,0.99618566,1,http://www.pltdb-hust.com,200,,,,,,,,,,,ltdb,CAPITALIZED,ok
35289353,hla3d,0.9961513,hla3d,0.9961513,,0.9961513,1,http://www.hla3d.cn/,200,,,,,,,,,,,hla3d,,ok
37860104,ORALL,0.99612594,orall,0.99612594,,0.99612594,1,https://proteomics.se/forall/,200,,,,,,,,,,,orall,CAPITALIZED,ok
40067093,ioarchlinux,0.99588853,,0.99588853,ioarchlinux,0.99588853,1,https://bioarchlinux.org,200,,,,,,,,,,,ioarchlinux,,ok
36700083,DLIP,0.9954866,dlip,0.9954866,,0.9954866,1,https://skb-insilico.com/dlip,200,,,,,,,,,,,dlip,CAPITALIZED,ok
37689762,ontoavida,0.99547946,o,0.99547946,,0.99547946,1,http://www.obofoundry.org/ontology/ontoavida.html,200,,,,,,,,,,,o,SHORT_NAME_REPLACED,ok
37823705,fl-circas,0.99517787,,0.99517787,fl-circas,0.99517787,1,https://cosbi.ee.ncku.edu.tw/FL-circAS/,200,,,,,,,,,,,fl-circas,,ok
41158063,ENTRAF,0.9951624,entraf,0.9951624,,0.9951624,1,https://entraf.iimas.unam.mx,200,,,,,,,,,,,entraf,CAPITALIZED,ok
40151429,LIPBD,0.9950924,lipbd,0.9950924,,0.9950924,1,https://www.researchdata.scot/accessing-data/,200,,,,,,,,,,,lipbd,CAPITALIZED,ok
39470721,GDP,0.9950263,gdp,0.9950263,,0.9950263,1,https://BioGDP.com,200,,,,,,,,,,,gdp,CAPITALIZED,ok
37947313,FRBASE,0.9949348,frbase,0.9949348,,0.9949348,1,http://proteininformatics.org/mkumar/afrbase/,200,,,,,,,,,,,frbase,CAPITALIZED,ok
39922822,polarity-jam,0.99472,,0.99472,polarity-jam,0.99472,1,http://www.polarityjam.com,200,,,,,,,,,,,polarity-jam,,ok
39660955,sg-ml-plap,0.99460125,sg-ml-plap,0.99460125,,0.99460125,1,http://www.nii.ac.in/sg-ml-plap.html,200,,,,,,,,,,,sg-ml-plap,,ok
39663244,penvariant,0.99399334,,0.99399334,penvariant,0.99399334,1,https://openvariant.readthedocs.io,200,,,,,,,,,,,penvariant,,ok
35670735,brassicaceae genome resource,0.9938773,,0.9938773,brassicaceae genome resource,0.9938773,1,http://www.tbgr.org.cn,200,,,,,,,,,,,brassicaceae genome resource,,ok
36713195,-lacfampred,0.993813,,0.993813,β-lacfampred,0.993813,1,http://proteininformatics.org/mkumar/blacfampred,200,,,,,,,,,,,β-lacfampred,CHARS_SANITIZED,ok
34718728,eukaryotic pathogen,0.9934106,,0.9934106,eukaryotic pathogen,0.9934106,1,https://veupathdb.org,200,,,,,,,,,,,eukaryotic pathogen,,ok
36440758,ribo-uorf,0.9933963,,0.9933963,ribo-uorf,0.9933963,1,http://rnainformatics.org.cn/RiboUORF,200,,,,,,,,,,,ribo-uorf,,ok
37069545,ynbiotools,0.99329084,,0.99329084,ynbiotools,0.99329084,1,https://synbiotools.lifesynther.com/,200,,,,,,,,,,,ynbiotools,,ok
37855672,lipid maps,0.9932388,lipid maps,0.9932388,,0.9932388,1,http://www.lipidmaps.org,200,,,,,,,,,,,lipid maps,,ok
39702552,estrogene2,0.99295545,,0.99295545,estrogene2,0.99295545,1,https://estrogeneii.web.app/,200,,,,,,,,,,,estrogene2,,ok
38426331,iresist,0.9929542,,0.9929542,iresist,0.9929542,1,https://hiresist.ahc.umn.edu/,200,,,,,,,,,,,iresist,,ok
36456919,rchidbase,0.99295145,,0.99295145,rchidbase,0.99295145,1,https://cosbi.ee.ncku.edu.tw/orchidbase5/,200,,,,,,,,,,,rchidbase,,ok
39341494,EPREP,0.99229556,eprep,0.99229556,,0.99229556,1,http://www.geprep.org.cn/,200,,,,,,,,,,,eprep,CAPITALIZED,ok
36179089,ITEDB,0.99208426,itedb,0.99208426,,0.99208426,1,https://citedb.cn/,200,,,,,,,,,,,itedb,CAPITALIZED,ok
39677536,FAIR (eppi),0.99197817,fair,0.99197817,,0.99197817,1,https://eppi.ioe.ac.uk/eppi-vis/Fair,200,,,,,,,,,,,fair,"CAPITALIZED,DISAMBIGUATED",ok
37246709,SFKIT,0.99181277,sfkit,0.99181277,,0.99181277,1,https://sfkit.org,200,,,,,,,,,,,sfkit,CAPITALIZED,ok
39319582,g4,0.99169075,g4,0.99169075,,0.99169075,1,http://www.g4ldb.com,200,,,,,,,,,,,g4,SHORT_NAME_FLAGGED,ok
37144459,g:profiler,0.9910741,,0.9910741,g:profiler,0.9910741,1,https://biit.cs.ut.ee/gprofiler,200,,,,,,,,,,,g:profiler,,ok
35199148,localpdb,0.9908091,,0.9908091,localpdb,0.9908091,1,https://labstructbioinf.github.io/localpdb/,200,,,,,,,,,,,localpdb,,review
39540421,mirnatissueatlas,0.99073744,,0.99073744,mirnatissueatlas,0.99073744,1,https://www.ccb.uni-saarland.de/tissueatlas2025,200,,,,,,,,,,,mirnatissueatlas,,ok
37382560,ego-csm,0.99071884,ego-csm,0.99071884,,0.99071884,1,https://biosig.lab.uq.edu.au/lego_csm,200,,,,,,,,,,,ego-csm,,ok
39237206,fungtion,0.9906234,,0.9906234,fungtion,0.9906234,1,https://step3.erc.monash.edu/Fungtion/,200,,,,,,,,,,,fungtion,,ok
39550226,NMIX,0.990502,nmix,0.990502,,0.990502,1,https://tubic.org/Nm,200,,,,,,,,,,,nmix,CAPITALIZED,ok
39565917,pf-haploatlas,0.99016833,,0.99016833,pf-haploatlas,0.99016833,1,https://apps.malariagen.net/pf-haploatlas,200,,,,,,,,,,,pf-haploatlas,,ok
39436044,pneumobrowse 2,0.9897526,,0.9897526,pneumobrowse 2,0.9897526,1,https://veeninglab.com/pneumobrowse,200,,,,,,,,,,,pneumobrowse 2,,ok
39425047,MULEA,0.98958206,mulea,0.98958206,,0.98958206,1,https://cran.r-project.org/web/packages/mulea/,200,,,,,,,,,,,mulea,CAPITALIZED,ok
38736683,NMPID,0.98954093,nmpid,0.98954093,,0.98954093,1,https://www.rnmpid.org,200,,,,,,,,,,,nmpid,CAPITALIZED,ok
39128019,xpomics,0.9891872,,0.9891872,xpomics,0.9891872,1,http://www.biomedical-web.com/expomics,200,,,,,,,,,,,xpomics,,ok
36328151,lantcadb,0.98918,,0.98918,lantcadb,0.98918,1,https://bioinfor.nefu.edu.cn/PlantCADB/,200,,,,,,,,,,,lantcadb,,ok
35580059,econdary metabolite transcriptomic pipeline,0.9890834,,0.9890834,econdary metabolite transcriptomic pipeline,0.9890834,1,https://sema-trap.ziemertlab.com,200,,,,,,,,,,,econdary metabolite transcriptomic pipeline,,ok
35674373,NASOLO,0.9890721,nasolo,0.9890721,,0.9890721,1,https://rnasolo.cs.put.poznan.pl,200,,,,,,,,,,,nasolo,CAPITALIZED,ok
39246384,2cdb,0.9889897,2cdb,0.9889897,,0.9889897,1,http://pengyonglab.com/c2cdb,200,,,,,,,,,,,2cdb,,ok
38411627,plantfun,0.9889824,,0.9889824,plantfun,0.9889824,1,https://rocesv.github.io/PlantFUNCO,200,,,,,,,,,,,plantfun,,review
34933331,TMNP,0.9882448,tmnp,0.9882448,,0.9882448,1,http://www.bcxnfz.top/TMNP,200,,,,,,,,,,,tmnp,CAPITALIZED,ok
36548389,TMINT,0.988079,tmint,0.988079,,0.988079,1,https://ptmint.sjtu.edu.cn/,200,,,,,,,,,,,tmint,CAPITALIZED,ok
36991341,elltrackvis,0.9880716,,0.9880716,elltrackvis,0.9880716,1,http://scbeom.github.io/ctv_tutorial,200,,,,,,,,,,,elltrackvis,,review
37725369,plm-blast,0.98807067,,0.98807067,plm-blast,0.98807067,1,https://toolkit.tuebingen.mpg.de/tools/plmblast,200,,,,,,,,,,,plm-blast,,ok
36723167,MRTIST,0.9878675,mrtist,0.9878675,,0.9878675,1,https://nmrtist.org,200,,,,,,,,,,,mrtist,CAPITALIZED,ok
40037544,np-tcmtarget,0.9874786,,0.9874786,np-tcmtarget,0.9874786,1,http://www.bcxnfz.top/NP-TCMtarget,200,,,,,,,,,,,np-tcmtarget,,ok
35639928,GATOM,0.98729,gatom,0.98729,,0.98729,1,https://ctlab.itmo.ru/shiny/gatom,200,,,,,,,,,,,gatom,CAPITALIZED,ok
"36281025, 39956358",dockground,0.98697156,,0.98697156,dockground,0.98697156,2,http://dockground.compbio.ku.edu,200,,,,,,,,,,,dockground,,ok
38000392,systemhc atlas,0.9866274,,0.9866274,systemhc atlas,0.9866274,1,https://systemhc.sjtu.edu.cn,200,,,,,,,,,,,systemhc atlas,,ok
