ID,best_name,best_name_original,name_modification_flags,extracted_url
39657145,PMP,pmp,CAPITALIZED,https://apps.thesgc.org/pmp/
38227799,IBDIRP,ibdirp,CAPITALIZED,http://www.ibdirp.com
40133788,AIA,aia,CAPITALIZED,https://amiactive.ccen.ufpb.br/
38471316,CMSSD,cmssd,CAPITALIZED,http://tcmssd.ratcm.cn
36171524,OCTA,octa,CAPITALIZED,
37270659,FORCIS,forcis,CAPITALIZED,
37244568,DB,db,"SHORT_NAME_FLAGGED,CAPITALIZED",https://c4s.site
37337236,AMHRED,amhred,CAPITALIZED,https://camhred.org/
38082113,O,o,"SHORT_NAME_NO_URL,CAPITALIZED",
39413200,NAIRDB,nairdb,CAPITALIZED,https://nairdb.genesilico.pl
37154702,GTEX,gtex,CAPITALIZED,http://gtexvisualizer.herokuapp.com
39365797,COGTEX,cogtex,CAPITALIZED,http://bioinformatics.mx/cogtex
34844546,GREEN,green,CAPITALIZED,
35175626,PAZY,pazy,CAPITALIZED,
39695946,PIIKUN,piikun,CAPITALIZED,
36215037,HICHIP,hichip,CAPITALIZED,http://health.tsinghua.edu.cn/hichipdb/
35438150,LTDB,ltdb,CAPITALIZED,http://www.pltdb-hust.com
37860104,ORALL,orall,CAPITALIZED,https://proteomics.se/forall/
40209438,H,h,"SHORT_NAME_NO_URL,CAPITALIZED",
40122935,ISSA,issa,CAPITALIZED,
39891350,TIDK,tidk,CAPITALIZED,https://crates.io/crates/tidk
40067703,ESIQA,esiqa,CAPITALIZED,
35617526,PIP,pip,CAPITALIZED,
40536267,REFINE,refine,CAPITALIZED,
36700083,DLIP,dlip,CAPITALIZED,https://skb-insilico.com/dlip
37689762,ontoavida,o,SHORT_NAME_REPLACED,http://www.obofoundry.org/ontology/ontoavida.html
38783158,SLIMAN,sliman,CAPITALIZED,https://sliman2.cbs.cnrs.fr
36765128,PDACR,pdacr,CAPITALIZED,http://pdacR.bmi.stonybrook.edu
38057859,biomeddb,tri©db,"CHARS_SANITIZED,NAME_RECOVERED_FROM_URL",http://www.biomeddb.org
35469349,REGTOX,regtox,CAPITALIZED,
41158063,ENTRAF,entraf,CAPITALIZED,https://entraf.iimas.unam.mx
40151429,LIPBD,lipbd,CAPITALIZED,https://www.researchdata.scot/accessing-data/
39470721,GDP,gdp,CAPITALIZED,https://BioGDP.com
37947313,FRBASE,frbase,CAPITALIZED,http://proteininformatics.org/mkumar/afrbase/
36930985,TOPAS,topas,CAPITALIZED,
39614138,ECGR,ecgr,CAPITALIZED,
37828501,ANISO,aniso,CAPITALIZED,https://www.kobic.re.kr/caniso/
40548747,RVDB,rvdb,CAPITALIZED,
36713195,-lacfampred,β-lacfampred,CHARS_SANITIZED,http://proteininformatics.org/mkumar/blacfampred
39656773,RIOT,riot,CAPITALIZED,
38472220,OCTAVA,octava,CAPITALIZED,
39396964,PROEND,proend,CAPITALIZED,
39569321,ENACT,enact,CAPITALIZED,https://www.iscbglab.in/enactdb/
39341494,EPREP,eprep,CAPITALIZED,http://www.geprep.org.cn/
36179089,ITEDB,itedb,CAPITALIZED,https://citedb.cn/
39658751,DERLEX,derlex,CAPITALIZED,
39677536,FAIR (eppi),fair,"CAPITALIZED,DISAMBIGUATED",https://eppi.ioe.ac.uk/eppi-vis/Fair
37527270,ROCEEH,roceeh,CAPITALIZED,
37246709,SFKIT,sfkit,CAPITALIZED,https://sfkit.org
39319582,g4,g4,SHORT_NAME_FLAGGED,http://www.g4ldb.com
36790087,ZINC,zinc,CAPITALIZED,
35998814,ANFISA,anfisa,CAPITALIZED,
38862483,SOPA,sopa,CAPITALIZED,
39944812,glucogenes(R),glucogenes®,CHARS_SANITIZED,https://glucogenes.sysbio.ru/genes/main
35437394,RIZOMA,rizoma,CAPITALIZED,
39550226,NMIX,nmix,CAPITALIZED,https://tubic.org/Nm
39425047,MULEA,mulea,CAPITALIZED,https://cran.r-project.org/web/packages/mulea/
38736683,NMPID,nmpid,CAPITALIZED,https://www.rnmpid.org
37043424,EASIER,easier,CAPITALIZED,
35674373,NASOLO,nasolo,CAPITALIZED,https://rnasolo.cs.put.poznan.pl
37194023,EQWIZ,eqwiz,CAPITALIZED,
35748710,ASYGDB,asygdb,CAPITALIZED,
39043716,AADA,aada,CAPITALIZED,
34933331,TMNP,tmnp,CAPITALIZED,http://www.bcxnfz.top/TMNP
34927675,RPMKB,rpmkb,CAPITALIZED,http://www.sysbio.org.cn/CRPMKB/
35274679,ICARN,icarn,CAPITALIZED,
40179876,NSIDES,nsides,CAPITALIZED,
36548389,TMINT,tmint,CAPITALIZED,https://ptmint.sjtu.edu.cn/
36723167,MRTIST,mrtist,CAPITALIZED,https://nmrtist.org
35172714,ROPSR,ropsr,CAPITALIZED,
35639928,GATOM,gatom,CAPITALIZED,https://ctlab.itmo.ru/shiny/gatom
36494623,AMICA (bioapps),amica,"CAPITALIZED,DISAMBIGUATED",https://bioapps.maxperutzlabs.ac.at/app/amica
35697698,ACovPepDB,a,SHORT_NAME_REPLACED,http://i.uestc.edu.cn/ACovPepDB/
37391755,PragMeta,h,SHORT_NAME_REPLACED,http://www.PragMeta.org
37939200,MIGGRI,miggri,CAPITALIZED,
39115390,ENEVIC,enevic,CAPITALIZED,https://genevicanath2024.streamlit.app
36917599,AFTM,aftm,CAPITALIZED,http://conglab.swmed.edu/AFTM
36869285,package,h,SHORT_NAME_REPLACED,https://CRAN.R-project.org/package=dbGaPCheckup
36321651,RBP,rbp,CAPITALIZED,https://rnabiology.ircm.qc.ca/RBPImage/
40500763,MINGLE,mingle,CAPITALIZED,
39585730,EFSE,efse,CAPITALIZED,https://www.bioconductor.org/packages/release/bioc/html/lefser.html
38355413,ECPG,ecpg,CAPITALIZED,
39589438,LTAIR,ltair,CAPITALIZED,
38129777,GMAT,gmat,CAPITALIZED,
40200282,HTP,htp,CAPITALIZED,https://kobic.re.kr/htp/
34297061,IRANNO,iranno,CAPITALIZED,https://ophid.utoronto.ca/miRAnno/
40170100,BIP,bip,CAPITALIZED,https://www.bip-earth.com
38212124,CCIA,ccia,CAPITALIZED,
35920772,PRIL,pril,CAPITALIZED,https://www.pharmbioinf.uni-freiburg.de/cpril
36928108,RYE,rye,CAPITALIZED,
40514603,IFD,ifd,CAPITALIZED,
35552372,DGI,dgi,CAPITALIZED,https://odgi.readthedocs.io
34791067,ALIANT,aliant,CAPITALIZED,
38869148,RTK,rtk,CAPITALIZED,
37924118,ACT,act,CAPITALIZED,http://biocc.hrbmu.edu.cn/ACT/
39399372,VCAB,vcab,CAPITALIZED,https://fraternalilab.cs.ucl.ac.uk/VCAb/
36652461,MODERN,modern,CAPITALIZED,http://encodeproject.org
36239113,NBLAST,nblast,CAPITALIZED,http://nbitglobal.com/nblast
36036832,UNIFAN,unifan,CAPITALIZED,
39402285,avr/i,avr/i/ssapdb,HTML_REMOVED,https://bblserver.org.in/avrissa/
40584559,KSGP,ksgp,CAPITALIZED,ksgp.earlham.ac.uk
37810343,AVIDAR,avidar,CAPITALIZED,
35652722,LIPREG,lipreg,CAPITALIZED,
35752639,ORMEF,ormef,CAPITALIZED,
38430745,FVISA,fvisa,CAPITALIZED,http://www.cloud.biomicroclass.com/en/CFViSA/
35622342,ARREST,arrest/interrogate,"HTML_REMOVED,CAPITALIZED",
37387142,GEMINI,gemini,CAPITALIZED,
37983749,ETGENE,etgene,CAPITALIZED,https://bdcw.org/MetGENE/index.php
40371632,DDRF,ddrf,CAPITALIZED,http://sysbio.org.cn/NDDRF/
39171462,MIRVIM,mirvim,CAPITALIZED,https://mirna.in/miRVim
39522045,MIMT,mimt,CAPITALIZED,
35289834,EVUP,evup,CAPITALIZED,http://www.revup-classifier.ca
38928396,PCAS,pcas,CAPITALIZED,
39288643,NCMD,ncmd,CAPITALIZED,
34871369,GALAXY,galaxy,CAPITALIZED,
39097091,RNET,rnet,CAPITALIZED,https://irnet.missouri.edu
40248357,UTAGE,utage,CAPITALIZED,https://igcore.cloud/GerOmics/HuTAge/home
39971880,JIWAR,jiwar,CAPITALIZED,
39215721,annoduf,a,SHORT_NAME_REPLACED,http://bts.ibab.ac.in/annoduf.php
35346022,ARWARE,arware,CAPITALIZED,
37224727,ENDAE,endae,CAPITALIZED,
37027007,ACDB,acdb,CAPITALIZED,https://ngdc.cncb.ac.cn/macdb
39380204,SINGLE,single,CAPITALIZED,https://smart-db.cn
39240653,CPEDIA,cpedia,CAPITALIZED,https://www.rcpediadb.org
38532317,OSAP,osap,CAPITALIZED,https://cosap.bio
36307977,WGDI,wgdi,CAPITALIZED,
40537574,CNSW,cnsw,CAPITALIZED,
38425493,EPMA,epma,CAPITALIZED,
34791029,IOBOX,iobox,CAPITALIZED,
35614210,MRA,mra,CAPITALIZED,https://www.mratoolbox.org
39107888,LOCUAZ,locuaz,CAPITALIZED,https://locuaz.readthedocs.io/
37815872,SOMIR,somir,CAPITALIZED,https://esomir.dqweilab-sjtu.com
40268235,BEAGLE,beagle,CAPITALIZED,https://beagle2.bio.uniroma2.it
40524050,REACH,reach,CAPITALIZED,
38537199,FOPGDB,f,"SHORT_NAME_REPLACED,CAPITALIZED",http://www.fopgdb.site
39341859,BUSI,busi,CAPITALIZED,
36005855,IPIDMS,ipidms,CAPITALIZED,https://CRAN.R-project.org/package=LipidMS
40323307,OLS,ols,CAPITALIZED,https://www.ebi.ac.uk/ols4
39374546,YCADAS,ycadas,CAPITALIZED,
36864624,AGC,agc,CAPITALIZED,https://anaconda.org/bioconda/agc
35561179,OPHAP,ophap,CAPITALIZED,
35927555,LANCE,lance,CAPITALIZED,https://nassgeodata.gmu.edu/VegScape/
36467581,AGMD,agmd,CAPITALIZED,http://www.unimd.org/magmd
38613887,HOSMAP,hosmap,CAPITALIZED,https://huggingface.co/spaces/Bio-Add/PhosMap
36135348,RUSP,rusp,CAPITALIZED,
40279264,ENCUBE,encube,CAPITALIZED,
35362561,FORAGE,forage,CAPITALIZED,
35460467,MGDB,mgdb,CAPITALIZED,http://8.140.162.85/
"34875068, 35622340",imgt(R),imgt®,CHARS_SANITIZED,http://www.imgt.org/
37285215,MCR,mcr,CAPITALIZED,
39363510,CROSS,cross,CAPITALIZED,http://ciec.gene.ac/
38204359,PIOXI,pioxi,CAPITALIZED,https://pioxidb.dcmb.med.umich.edu/
37897352,TADB,tadb,CAPITALIZED,https://bioinfo-mml.sjtu.edu.cn/TADB3/
36124800,IMBU,imbu,CAPITALIZED,
37386732,EDH,edh,CAPITALIZED,http://www.redhdatabase.com/
39781512,STANA,stana,CAPITALIZED,
35758788,CMASH,cmash,CAPITALIZED,
35025997,LPSDB,lpsdb,CAPITALIZED,http://bio-comp.org.cn/llpsdbv2
39237205,assessment,c,SHORT_NAME_REPLACED,https://dockground.compbio.ku.edu/assessment/
34415321,AMMA,amma,CAPITALIZED,https://bioconda.github.io/recipes/gamma/README.html
38085058,BOARDS,boards,CAPITALIZED,
39905665,3d (brainportal),3d,"SHORT_NAME_FLAGGED,DISAMBIGUATED",https://brainportal.humanbrain.in/publicview/index.html
39380205,NPHOS,nphos,CAPITALIZED,http://www.bio-add.org/Nphos/
39653819,PROHAP,prohap,CAPITALIZED,
39460934,VPOD,vpod,CAPITALIZED,
35610055,DALI,dali,CAPITALIZED,http://ekhidna2.biocenter.helsinki.fi/dali
36592044,RALINE,raline,CAPITALIZED,http://praline.tartaglialab.com
37399096,CIBP,cibp,CAPITALIZED,http://design.rxnfinder.org/cosing/
39320317,HAGEGE,hagege,CAPITALIZED,https://jason-zhao.shinyapps.io/PhageGE_Update/
36927193,BLV,blv,CAPITALIZED,
36266726,ASA,asa,CAPITALIZED,http://www.splicedb.net/casa/
35958127,mycowiki,i>myco</i>wiki,HTML_REMOVED,http://mycowiki.uni-goettingen.de
39693482,A,a,"SHORT_NAME_NO_URL,CAPITALIZED",
38066065,RIKEN,riken,CAPITALIZED,
35040932,LZCODE,lzcode,CAPITALIZED,http://www.alzcode.xyz
37953304,DO,do,"SHORT_NAME_FLAGGED,CAPITALIZED",https://disease-ontology.org/
38754097,AE,ae,"SHORT_NAME_FLAGGED,CAPITALIZED",
36637201,EEPSOM,eepsom,CAPITALIZED,
39949805,PMGD,pmgd,CAPITALIZED,
35532083,REET,reet,CAPITALIZED,
37871106,NAR,nar,CAPITALIZED,https://nardbstatus.kalis-amts.de
39192185,BEEID,beeid,CAPITALIZED,
35753693,DIGEST,digest,CAPITALIZED,https://digest-validation.net
40106489,IBEX,ibex,CAPITALIZED,
37561107,EENE,eene,CAPITALIZED,
38714913,RLEA,rlea,CAPITALIZED,
40163697,ISSTA,issta,CAPITALIZED,https://kbds.re.kr/hissta/
36744907,PATPAT,patpat,CAPITALIZED,
35576425,ET,et,"SHORT_NAME_FLAGGED,CAPITALIZED",
38829878,isotopia,isotòpia,CHARS_SANITIZED,
39127052,HEMIME,hemime,CAPITALIZED,https://prod.tbilab.org/PheMIME/
37537186,DIPS,dips,CAPITALIZED,
37018146,CCDB,ccdb,CAPITALIZED,http://www.xiejjlab.bio/eccDB
35708612,MYLO,mylo,CAPITALIZED,
37637211,CARDIO,cardio,CAPITALIZED,http://www.licpathway.net/Cis-Cardio/index.html
38091963,URSA,ursa,CAPITALIZED,
40123802,BGMDB,bgmdb,CAPITALIZED,http://bgmdb.online/bgmdb
39994572,ARSWEB,arsweb,CAPITALIZED,http://cblab.dongguk.edu/MARSweb
38913844,HICTK,hictk,CAPITALIZED,
39546377,MEDKIT,medkit,CAPITALIZED,
38653491,COVEP,covep,CAPITALIZED,https://pgx.zju.edu.cn/covepiab/
38270339,SEARCH,search,CAPITALIZED,
38135744,PYSODB,pysodb,CAPITALIZED,https://protocols-pysodb.readthedocs.io/
38040041,ENIA,enia,CAPITALIZED,
34918453,TKO,t,"SHORT_NAME_REPLACED,CAPITALIZED",http://tko.hms.harvard.edu/
35638426,PEMDB,pemdb,CAPITALIZED,
39806295,SOLU,solu,CAPITALIZED,https://platform.solugenomics.com
39424793,GIAB,giab,CAPITALIZED,
34864908,RCSB,rcsb,CAPITALIZED,
38632086,WGD,wgd,CAPITALIZED,
38832828,SBGRID,sbgrid,CAPITALIZED,
38990885,CANDY,candy,CAPITALIZED,
39570626,NESC,nesc,CAPITALIZED,
38601265,OER,oer,CAPITALIZED,https://www.inchi-trust.org/oer/
38443821,RIGON,rigon,CAPITALIZED,https://cran.r-project.org/web/packages/tRigon
35161692,CINC,cinc,CAPITALIZED,
36525367,CPATH,cpath,CAPITALIZED,http://ncpath.pianlab.cn/
39487529,GPT,gpt,CAPITALIZED,
36993866,LMTSUP,lmt<sup,"HTML_REMOVED,CAPITALIZED",https://igkv.ac.in/xenom/index.aspx
35436292,HAPAO,hapao,CAPITALIZED,
35296941,COSMOS,cosmos,CAPITALIZED,
38816689,FPINC,fpinc,CAPITALIZED,
39392404,ARKG,arkg,CAPITALIZED,https://tarkg.ddtmlab.org
35145087,OMICS,omics,CAPITALIZED,
38398771,SOPHIA,sophia,CAPITALIZED,
37106367,LAASDB,laasdb,CAPITALIZED,http://zzdlab.com/PlaASDB/ASDB/index.html
38312338,MOBIOS,mobios,CAPITALIZED,
38431179,MIFFI,miffi,CAPITALIZED,
35703577,TALLO,tallo,CAPITALIZED,
35804309,ETHOS,ethos,CAPITALIZED,https://methos.cebitec.uni-bielefeld.de/
39924294,ATSUBP,atsubp,CAPITALIZED,https://kaabil.net/AtSubP2/
38532297,YCOM,ycom,CAPITALIZED,https://pycom.brunel.ac.uk
37620754,GMMAD,h,SHORT_NAME_REPLACED,http://guolab.whu.edu.cn/GMMAD
38698340,TR,tr,"SHORT_NAME_FLAGGED,CAPITALIZED",
35434225,CRWD,crwd,CAPITALIZED,
38835776,ONET,onet,CAPITALIZED,https://monet.mdanderson.org/
36053857,ROCK,rock,CAPITALIZED,
38872097,DYPORT,dyport,CAPITALIZED,
40472336,SPARK,spark,CAPITALIZED,
37078622,YEAST,yeast,CAPITALIZED,
35161327,INRAE,inrae,CAPITALIZED,
38006335,YBKIT,ybkit,CAPITALIZED,
39003916,FPPI,fppi,CAPITALIZED,
36779038,malmo breast imaging,malmö breast imaging,CHARS_SANITIZED,
40359222,DS,ds,"SHORT_NAME_FLAGGED,CAPITALIZED",
38929869,swissgenvar,swissgenvar</i,HTML_REMOVED,
38646468,ENALOS,enalos,CAPITALIZED,http://www.enaloscloud.novamechanics.com/sabydoma/safenanoscope/
35064124,ROSIE,rosie,CAPITALIZED,
37624923,APEX,apex,CAPITALIZED,https://archaea.i2bc.paris-saclay.fr/vapex/
36864613,UTR,utr,CAPITALIZED,https://pypi.org/project/peaks2utr
37246642,CAID,caid,CAPITALIZED,https://caid.idpcentral.org
38914571,project2-dngisws9d7xkygjcvnue8u,a,SHORT_NAME_REPLACED,https://project2-dngisws9d7xkygjcvnue8u.streamlit.app/
39470715,PANEL,panel,CAPITALIZED,https://www.evomicslab.org/db/ScRAPdb/
39434095,genomics-hub,h,SHORT_NAME_REPLACED,https://genomics-hub.pros.dsic.upv.es:3090
34586393,UWU,uwu,CAPITALIZED,
37623798,DZOME,dzome,CAPITALIZED,
38109500,desiccation,d,SHORT_NAME_REPLACED,http://desiccation.novogene.com
35762265,METAPR,metapr,CAPITALIZED,https://shiny.metapr2.org
35193494,UROPDX,uropdx,CAPITALIZED,https://dataportal.europdx.eu/
37889037,BASE (slkb),base,"CAPITALIZED,DISAMBIGUATED",https://slkb.osubmi.org
34888624,NGRAIN,ngrain,CAPITALIZED,
38725076,RGNET,rgnet,CAPITALIZED,https://ARGNet.hku.hk
36602030,AGATA,agata,CAPITALIZED,
40494643,TRADIS,tradis,CAPITALIZED,https://diana.cpg.org.au/
39198917,IPDB,ipdb,CAPITALIZED,https://genomeinterpretation.org/vipdb
39388213,NBC,nbc,CAPITALIZED,
36737439,CHAKSU,chákṣu,"CHARS_SANITIZED,CAPITALIZED",
38442048,IT,it,"SHORT_NAME_FLAGGED,CAPITALIZED",
39382066,ANVAR,anvar,CAPITALIZED,
35561293,FIRM,firm,CAPITALIZED,
36882183,HAGAA,hagaa,CAPITALIZED,http://phage.xialab.info/
38738618,a4d,d,SHORT_NAME_REPLACED,https://biocomp.chem.uw.edu.pl/a4d/
36927359,LBCONA,lbcona,CAPITALIZED,
37770956,YNDIFF,yndiff,CAPITALIZED,
36699350,DEBASE,debase,CAPITALIZED,https://odebase.org
37216609,AGES,ages,CAPITALIZED,https://archeogenomics.eu/
35042854,LANDDX,landdx,CAPITALIZED,
38698803,GLOBAL,global,CAPITALIZED,
36402991,SAT,sat,CAPITALIZED,
39719064,GRETL,gretl,CAPITALIZED,
36264141,AGSCOT,agscot,CAPITALIZED,https://hub.docker.com/repository/docker/ikmb/magscot
38385879,ABAG,abag,CAPITALIZED,
38709879,PGS,pgs,CAPITALIZED,https://imputationserver.sph.umich.edu
36321973,FLP,flp,CAPITALIZED,
34991450,LERNA,lerna,CAPITALIZED,
38937428,EQ,eq,"SHORT_NAME_FLAGGED,CAPITALIZED",
35372652,AHEAD,ahead,CAPITALIZED,
37018393,CHIMA,chima,CAPITALIZED,
34677586,MLB,mlb,CAPITALIZED,
40990037,AENET,aenet,CAPITALIZED,
38754474,KOGES,koges,CAPITALIZED,
38886186,HCC,hcc,CAPITALIZED,http://lifeome.net/database/hccdb2
37340457,EEM,eem,CAPITALIZED,
39602824,SSSRDB,sssrdb,CAPITALIZED,https://as-fmmdb.shinyapps.io/asssrdb/
36549193,NET,net,CAPITALIZED,
39909853,EEPES,eepes,CAPITALIZED,
38757367,GO,go,"SHORT_NAME_FLAGGED,CAPITALIZED",https://huggingface.co/spaces/HUBioDataLab/Domain2GO
34718410,IPJGL,ipjgl,CAPITALIZED,
35450779,NANO,nano,CAPITALIZED,
37957256,G,g,"SHORT_NAME_NO_URL,CAPITALIZED",
35179562,CIG,cig,CAPITALIZED,https://pcig.vhio.net
36857575,KBASE (narrative),kbase,"CAPITALIZED,DISAMBIGUATED",https://narrative.kbase.us/narrative/129480
38549946,ERITS,erits,CAPITALIZED,http://merits.unimelb-biotools.cloud.edu.au/
37943830,SRPLOT,srplot,CAPITALIZED,http://www.bioinformatics.com.cn/SRplot
37947503,OLMOD,olmod</i,"HTML_REMOVED,CAPITALIZED",
35675394,KIDNEY,kidney,CAPITALIZED,
38776380,TPCN,t,"SHORT_NAME_REPLACED,CAPITALIZED",http://www.tpcn.pro/
36376589,KBASE,kbase,CAPITALIZED,http://www.kbase.us/
36464767,MM,mm,"SHORT_NAME_FLAGGED,CAPITALIZED",https://cmm.minorlab.org
39999010,PM,pm,"SHORT_NAME_FLAGGED,CAPITALIZED",https://bigomics.ch/omics-playground
34951622,ENVIEW,enview,CAPITALIZED,
37129543,EPGM,epgm,CAPITALIZED,
39288310,AG,ag,"SHORT_NAME_FLAGGED,CAPITALIZED",https://spoke.rbvi.ucsf.edu/neighborhood.html
35549894,ALBASE,albase,CAPITALIZED,http://animal.nwsuaf.edu.cn/ChickenVar
34671807,SINGLE,single,CAPITALIZED,https://sc.deepomics.org
35560102,E,e,"SHORT_NAME_NO_URL,CAPITALIZED",
36243817,WGI,wgi,CAPITALIZED,
37535671,OUNT,ount,CAPITALIZED,
37161375,LUS,lus,CAPITALIZED,
35687095,OCEAN,ocean,CAPITALIZED,https://tara-oceans.mio.osupytheas.fr/ocean-gene-atlas/
36448715,INER,iner,CAPITALIZED,https://bailab.siais.shanghaitech.edu.cn/services/ppi-miner
36804047,ATLAS,atlas,CAPITALIZED,https://www.vis-atlas.tech/
40206833,MODEL,model,CAPITALIZED,
37755132,CARDS,cards,CAPITALIZED,
39794362,GAIT,gait,CAPITALIZED,
38553675,CURARE,curare,CAPITALIZED,
34647978,MCE,mce,CAPITALIZED,
36394265,REAT,reat,CAPITALIZED,https://bioconductor.org/packages/rGREAT/
39351134,EO,eo,"SHORT_NAME_FLAGGED,CAPITALIZED",
37162382,RASH,rash,CAPITALIZED,
36596370,PAPRED,papred,CAPITALIZED,https://procarb.org/gpapred/
39088548,SFC,sfc,CAPITALIZED,
39242194,BANMF,banmf,CAPITALIZED,
35575379,LIDER,lider,CAPITALIZED,
36416193,MOVING,moving,CAPITALIZED,
37526283,JGI,jgi,CAPITALIZED,https://plantgeneatlas.jgi.doe.gov
38498764,DELFOS,delfos,CAPITALIZED,
39656790,LASTP,lastp,CAPITALIZED,
40483547,EGKG,e,"SHORT_NAME_REPLACED,CAPITALIZED",http://gepa.org.cn/egkg/
36824516,fiocruz,fiocruz/colfleb,HTML_REMOVED,
38806937,CRDR,crdr,CAPITALIZED,
35137167,BFG,bfg,CAPITALIZED,
39970812,MARIM,marim,CAPITALIZED,
35037201,LEGUME,legume,CAPITALIZED,https://legumeinfo.org
37457340,INDEL,indel,CAPITALIZED,
37566336,EX,ex,"SHORT_NAME_FLAGGED,CAPITALIZED",https://tinyurl.com/4este73c
39959838,catalog (tianzelab),catalog,DISAMBIGUATED,https://tianzelab.github.io/pandaspgs/
40102678,metavision3d,a,SHORT_NAME_REPLACED,https://metavision3d.rc.ufl.edu
39383500,OBOCAP,obocap,CAPITALIZED,
39208278,V,v,"SHORT_NAME_NO_URL,CAPITALIZED",
38828478,GLIOMA,glioma,CAPITALIZED,
38060257,ADA,ada,CAPITALIZED,
38624007,3d,3d,SHORT_NAME_FLAGGED,
36840124,ES,es,"SHORT_NAME_FLAGGED,CAPITALIZED",
37876351,DEPT,dept,CAPITALIZED,
37788089,KIDS,kids,CAPITALIZED,
36352543,ANZUP,anzup,CAPITALIZED,
37620118,ALLER,aller,CAPITALIZED,
36309134,MPAD,m,"SHORT_NAME_REPLACED,CAPITALIZED",https://web.iitm.ac.in/bioinfo2/mpad
36913423,EHJSO,ehjso,CAPITALIZED,
37933855,NCBI,ncbi,CAPITALIZED,https://www.ncbi.nlm.nih.gov/geo/
38538624,MATRIX,matrix,CAPITALIZED,
38878851,AKR,akr,CAPITALIZED,
36541440,AP,ap,"SHORT_NAME_FLAGGED,CAPITALIZED",
35756250,ICS,ics,CAPITALIZED,
37570979,RDA,rda,CAPITALIZED,
35900347,DPHY,dphy,CAPITALIZED,
38349059,ask(TM),ask™,CHARS_SANITIZED,
38801081,toolbox (mtb),toolbox,DISAMBIGUATED,https://mtb.bioinf.med.uni-goettingen.de/SeqCAT/
38914788,SEMA,sema,CAPITALIZED,http://www.SEMA3.com
37236629,ASKER,asker,CAPITALIZED,http://47.93.0.75:8110/login
37880351,SWAASA,swaasa,CAPITALIZED,
36598107,CRUX,crux,CAPITALIZED,
38395961,dompekeys,d,SHORT_NAME_REPLACED,https://dompekeys.exscalate.eu
39708840,CRGCL,crgcl,CAPITALIZED,
38392784,PINS,pins,CAPITALIZED,
36495218,JL,jl,"SHORT_NAME_FLAGGED,CAPITALIZED",
38683334,OLD,old,CAPITALIZED,
38129112,SUMMIT,summit,CAPITALIZED,
40269329,ASP,asp,CAPITALIZED,
35275211,database (csdb),database,DISAMBIGUATED,http://csdb.glycoscience.ru/database/core/search_conf.html
37140058,DEPICTER2,d,SHORT_NAME_REPLACED,http://biomine.cs.vcu.edu/servers/DEPICTER2/
37459490,VHL,vhl,CAPITALIZED,
40513293,RISC,risc,CAPITALIZED,
36404909,CADX,cadx,CAPITALIZED,
35806459,tritikbdb,i,SHORT_NAME_REPLACED,http://bioinfo.usu.edu/tritikbdb/
35221333,TUMOR,tumor,CAPITALIZED,
39874126,database (202),database,DISAMBIGUATED,http://202.203.179.115:3838/oarsnpdb
35900159,PLCO (episphere),plco,"CAPITALIZED,DISAMBIGUATED",https://episphere.github.io/plco
