name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles
"CAPITALIZED,TITLE_CAPITALIZED",39475723,BakRep,0.99031544,,0.99031544,bakrep,0.99031544,1,https://bakrep.computational.bio,200,,,,2024-10-01,"Bioinformatics and Systems Biology, Justus Liebig University Giessen, Giessen, Germany.","Fenske L, Goesmann A, Jelonek L, Schwengers O","031A532B, 031A533A, 031A533B, 031A534A, 031A535A, 031A537A, 031A537B, 031A537C, 031A537D, 031A538A",German Network for Bioinformatics Infrastructure,4.0,"Andorra, Germany",bakrep,ok,"BakRep - a searchable large-scale web repository for bacterial genomes, characterizations and metadata."
TITLE_CAPITALIZED,35348648,Diseases,0.98903394,,0.98903394,diseases,0.98903394,1,https://diseases.jensenlab.org,200,,,,2022-03-01,"Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen 2200, Denmark.","Grissa D, Jensen LJ, Junge A, Oprea TI",,,75.0,"Andorra, Denmark",diseases,ok,Diseases 2.0: a weekly updated database of disease-gene associations from text mining and data integration.
TITLE_CAPITALIZED,38845051,Reproductive chemical database,0.98803204,,0.98803204,reproductive chemical database,0.98803204,1,https://yu.life.sjtu.edu.cn/ChenLab/RCDB,200,,,,2024-06-06,"Key Laboratory for the Genetics of Development & Neuropsychiatric Disorders (Ministry of Education), Bio-X Institutes, Shanghai Jiao Tong University, Shanghai, 200240, China.","Cao Y, Chen HF, Hong X, Lu Q, Tian GG, Wei T, Wu J","2020YFA0907701, 2022YFA0806301, 21977068, 22Z033003297, 32171242, YG2023LC03","Center for HPC at Shanghai Jiao Tong University, Fundamental Research Funds for the Central Universities, National Key Research and Development Program of China, National Natural Science Foundation of China",,China,reproductive chemical database,ok,Reproductive chemical database: a curated database of chemicals that modulate protein targets regulating important reproductive biological processes.
TITLE_CAPITALIZED,37749421,IDLaS-NL,0.9868391,,0.9868391,idlas-nl,0.9868391,1,http://www.mpi.nl/idlas-nl,200,,,,2023-09-25,"Max Planck Institute for Psycholinguistics, P.O. Box 310, Nijmegen, 6500, AH, The Netherlands. florian.hintz@uni-marburg.de.","Dijkhuis M, Hintz F, Huijsmans M, McQueen JM, Meyer AS, Shkaravska O, Trilsbeek P, Voeteé LAB, van 't Hoff V, van Dongen RCA",024.001.006,"Dutch Research Council (NWO), Philipps-Universität Marburg",4.0,Netherlands,idlas-nl,ok,IDLaS-NL - A platform for running customized studies on individual differences in Dutch language skills via the Internet.
TITLE_CAPITALIZED,36755570,PhageTailFinder,0.9864357,,0.9864357,phagetailfinder,0.9864357,1,http://www.microbiome-bigdata.com/PHISDetector/index/tools/PhageTailFinder,200,,,,2023-01-23,"HIT Center for Life Sciences, School of Life Science and Technology, Harbin Institute of Technology, Harbin, China.","Chen C, Gan R, Ren C, Si Y, Wu J, Yang H, Yu L, Zhang F, Zhou F",31825008 31422014 61872117,National Natural Science Foundation of China,7.0,"Andorra, China",phagetailfinder,ok,PhageTailFinder: A tool for phage tail module detection and annotation.
TITLE_CAPITALIZED,37169224,Small molecule antiviral compound collection,0.9826298,,0.9826298,small molecule antiviral compound collection,0.9826298,1,https://smacc.mml.unc.edu,200,,,,2023-05-09,"UNC Eshelman School of Pharmacy, University of North Carolina, Chapel Hill, NC, USA.","Eastman RT, Korn D, Martin HJ, Melo-Filho CC, Muratov E, Rai G, Simeonov A, Tropsha A, Zakharov AV","R01 GM140154, R01GM140154, U19 AI171292, U19AI171292","American Foundation for Pharmaceutical Education, NIAID NIH HHS, NIGMS NIH HHS, National Center for Advancing Translational Sciences, National Institutes of Health",10.0,United States,small molecule antiviral compound collection,ok,"Small molecule antiviral compound collection (SMACC): A comprehensive, highly curated database to support the discovery of broad-spectrum antiviral drug molecules."
TITLE_CAPITALIZED,35389344,Protist.guru,0.9823803,,0.9823803,protist.guru,0.9823803,1,http://protist.guru/,200,,,,2022-02-18,"School of Biological Sciences, Nanyang Technological University, 60 Nanyang Drive, Singapore 637551, Singapore.","Boon CJ, Dos Santos AL, Fo K, Foo H, Hee KM, Hew LA, Jaya R, Kairon RS, Koh KTS, Lau PY, Lee WQ, Lee ZQ, Liao JX, Lim JJJ, Lim PK, Lim SC, Lim YY, Maitra I, Mutwil M, See WA, Tan E, Vijay V, Villanueva EMF, Wang YT",,,7.0,Singapore,protist.guru,ok,Protist.guru: A Comparative Transcriptomics Database for Protists.
TITLE_CAPITALIZED,39558185,Plant Metabolic Network,0.9792689,,0.9792689,plant metabolic network,0.9792689,1,https://plantcyc.org,200,,,,2025-01-01,"Plant Resilience Institute, Michigan State University, 1066 Bogue St, East Lansing, MI 48824, USA.","Hawkins C, Rhee SY, Wyatt G, Xue B, Yasmin F, Zerbe P","DBI-2213983, DE-SC0018277, DE-SC0020366, DE-SC0021286, DE-SC0023160, IOS-1546838, IOS-2312181, IOS-2406533","Department of Energy, Michigan State University, Office of Biological and Environmental Research, U.S. National Science Foundation",13.0,United States,plant metabolic network,ok,Plant Metabolic Network 16: expansion of underrepresented plant groups and experimentally supported enzyme data.
TITLE_CAPITALIZED,34648031,Inxight Drugs,0.9607316,,0.9607316,inxight drugs,0.9607316,1,https://drugs.ncats.io,200,,,,2022-01-01,"National Center for Advancing Translational Sciences, National Institutes of Health, Rockville, MD, USA.","Grishagin I, Jadhav A, Katzel D, Mathé EA, Nguyễn ÐT, Peryea T, Sheils T, Siramshetty VB, Skovpen Y, Southall NT, Stroganov O",,National Institutes of Health,36.0,United States,inxight drugs,ok,NCATS Inxight Drugs: a comprehensive and curated portal for translational research.
TITLE_CAPITALIZED,40179105,Playbook workflow builder,0.9575088,,0.9575088,playbook workflow builder,0.9575088,1,https://playbook-workflow-builder.cloud/,200,,,,2025-04-03,"Department of Pharmacological Sciences, Windreich Department of Artificial Intelligence and Human Health, Mount Sinai Center for Bioinformatics, Icahn School of Medicine at Mount Sinai, New York, New York, United States of America.","Agris A, Ahmed N, Blood PD, Brown MA, Byrd AI, Clarke DJB, Esquivel E, Evangelista JE, Fahy E, Jenkins SL, Jevtic B, Keeney J, Khan W, Kim S, King CH, Lachmann A, Ma'ayan A, Marino GB, Maurya MR, Mazumder R, McNeely P, Mihajlovic A, Milinkov M, Milinovic V, Milosavljevic A, Nemarich C, Pan J, Petrosyan V, Ramachandran S, Resnick AC, Roth ME, Sickler A, Srinivasan S, Subramaniam S, Taylor DM, Vora JK, Wang T, Wenger E, Xie Z, Yu K, Zhu Y","R24 GM146616, U24 CA264250, U24 DK141185","NCI NIH HHS, NIDDK NIH HHS, NIGMS NIH HHS",1.0,"Andorra, United States",playbook workflow builder,ok,Playbook workflow builder: Interactive construction of bioinformatics workflows.
TITLE_CAPITALIZED,40996709,Gene Loss DB,0.95452684,,0.95452684,gene loss db,0.95452684,1,https://geneloss.org/,200,,,,2025-01-01,"CIIMAR/CIMAR LA, Interdisciplinary Centre of Marine and Environmental Research, University of Porto, Terminal de Cruzeiros do Porto de Leixões, Avenida General Norton de Matos, S/N 4450-208 Matosinhos, Portugal.","Amorim I, Artilheiro N, Castro LFC, Fernandes S, Lopes-Marques M, Oliveira D, Pinto B, Ruivo R, Themudo GE, Valente R","2022.00397.CEECIND/CP1728/CT0006, 2023.07615.CEECIND/CP2848/CT0007, CEECINST/00133/2018/CP1510/CT0004",Fundação para a Ciência e a Tecnologia,,"Andorra, Portugal",gene loss db,ok,Gene Loss DB: a curated database for gene loss in mammals-the cetacean collection.
TITLE_CAPITALIZED,37605747,Curcumin Chalcone Derivatives Database,0.9495553,,0.9495553,curcumin chalcone derivatives database,0.9495553,1,https://srampogu-ccdd-ccdd-8uldk8.streamlit.app/,200,,,,2023-08-17,"Cachet Big Data Labs, Hyderabad, Telangana, India.","Balasubramaniyam T, Lee JH, Rampogu S","2020R1A2C1006909 and 2022R1A4A1021817, SSTF-BA1701-10","National Research Foundation of Korea, Samsung Science and Technology Foundation",2.0,India,curcumin chalcone derivatives database,ok,Curcumin Chalcone Derivatives Database (CCDD): a Python framework for natural compound derivatives database.
"CAPITALIZED,TITLE_CAPITALIZED",39910485,sORFdb,0.941405,,0.941405,sorfdb,0.941405,1,https://sorfdb.computational.bio,200,,,,2025-02-05,"Bioinformatics and Systems Biology, Justus Liebig University Giessen, Heinrich-Buff-Ring, Giessen, 35392, Hesse, Germany. julian.hahnfeld@computational.bio.uni-giessen.de.","Cemič F, Diedrich S, Goesmann A, Hahnfeld JM, Jelonek L, Schwengers O",2020/1,"Darwin Doctoral Scholarship, Justus-Liebig-Universität Gießen",1.0,"Andorra, Germany",sorfdb,ok,"sORFdb - a database for sORFs, small proteins, and small protein families in bacteria."
TITLE_CAPITALIZED,38628370,Kinase-associated neural phospho-signaling,0.94127434,,0.94127434,kinase-associated neural phospho-signaling,0.94127434,1,https://kanphos.jp,200,,,,2024-04-02,"Department of Biomedical Data Science, Fujita Health University School of Medicine, Toyoake, Japan.","Amano M, Funahashi Y, Kaibuchi K, Kannon T, Murashige S, Nagai T, Nishioka T, Tsuboi D, Yamahashi Y, Yoshimoto J",,,1.0,Japan,kinase-associated neural phospho-signaling,ok,KANPHOS: Kinase-associated neural phospho-signaling database for data-driven research.
TITLE_CAPITALIZED,37183478,Yeast mitochondrial posttranslational modification,0.9273263,,0.9273263,yeast mitochondrial posttranslational modification,0.9273263,1,http://compbio.fmph.uniba.sk/y-mtptm/,200,,,,2023-07-01,"Department of Computer Science, Faculty of Mathematics, Physics and Informatics, Comenius University in Bratislava, Bratislava 842 48, Slovakia.","Agarský I, Brejová B, Brázdovič F, Derková H, Fedor M, Harmanová D, Kiss L, Korman A, Nosek J, Pašen M, Tomáška Ľ, Vinař T, Vozáriková V",,"European Regional Development Fund, Ministry of Education, Research and Sport of the Slovak republic, Science, Slovak Research and Development Agency",1.0,"Andorra, Slovakia",yeast mitochondrial posttranslational modification,ok,y-mtPTM: Yeast mitochondrial posttranslational modification database.
TITLE_CAPITALIZED,36932341,Mare-MAGE,0.92450774,,0.92450774,mare-mage,0.92450774,1,http://mare-mage.weebly.com/,200,,,,2023-03-17,"Thünen Institute of Fisheries Ecology, Herwigstraße 31, 27572, Bremerhaven, Germany. yassine.kasmi@thuenen.de.","Eschbach E, Hanel R, Kasmi Y",EMFF/2018/015,"Bundesforschungsinstitut für Ländliche Räume, EMFF, Johann Heinrich von Thünen-Institut, Wald und Fischerei",2.0,Germany,mare-mage,ok,Mare-MAGE curated reference database of fish mitochondrial genes.
TITLE_CAPITALIZED,40580317,Circadian ontogenetic metabolomics atlas,0.9242804,,0.9242804,circadian ontogenetic metabolomics atlas,0.9242804,1,https://coma.metabolomics.fgu.cas.cz,200,,,,2025-06-28,"Institute of Physiology of the Czech Academy of Sciences, Videnska 1083, Prague, 14200, Czech Republic.","Cajka T, Fiehn O, Houdek P, Hricko J, Kuda O, Novakova M, Paucova M, Rudl Kulhava L, Sladek M, Sumova A",,,1.0,,circadian ontogenetic metabolomics atlas,ok,"Circadian ontogenetic metabolomics atlas: an interactive resource with insights from rat plasma, tissues, and feces."
"CAPITALIZED,TITLE_CAPITALIZED",38022697,eDAVE,0.9141477,edave,0.9141477,,0.9141477,1,https://edave.pum.edu.pl/,200,,,,2023-11-04,"Independent Clinical Epigenetics Laboratory, Pomeranian Medical University in Szczecin, Unii Lubelskiej 1, Szczecin 70-204, Poland.","Bińkowski J, Przybylowicz PK, Sokolowska KE, Staszewski M, Taryma-Leśniak O, Wojdacz TK","2021/43/B/NZ2/02979, PPN/PPO/2018/1/00088/U","Narodowa Agencja Wymiany Akademickiej, Narodowe Centrum Nauki",1.0,Poland,edave,ok,"eDAVE - Extension of GDC data analysis, visualization, and exploration tools."
TITLE_CAPITALIZED,39874782,Goose multi-omics database,0.9072239,,0.9072239,goose multi-omics database,0.9072239,1,http://goosedb.com/,200,,,,2025-01-23,"Southwest University, Chongqing, 402460, PR China.","Chen Y, Chen Z, Gao G, Huang M, Liu Z, Luo Y, Ma L, Sun J, Wang C, Wang H, Wang J, Wang Q, Wang Y, Wu X, Xie Y, Xue J, Ye X, Zhang K, Zhao X",,Natural Science Foundation Project of Chongqing,,China,goose multi-omics database,ok,Goose multi-omics database: A comprehensive multi-omics database for goose genomics.
"CAPITALIZED,TITLE_CAPITALIZED",38709877,IsoVis,0.9063657,,0.9063657,isovis,0.9063657,1,https://isomix.org/isovis/,200,,,,2024-07-01,"Department of Anatomy and Physiology, The University of Melbourne, Parkville, Victoria, 3010, Australia.","Chauhan M, Choi J, Clark MB, Davis J, De Paoli-Iseppi R, Gleeson J, Prawer YDJ, Wan CY, Wells CA","GNT1186371, GNT1196841",National Health and Medical Research Council,7.0,"Andorra, Australia",isovis,ok,IsoVis - a webserver for visualization and annotation of alternative RNA isoforms.
TITLE_CAPITALIZED,36318236,MHC Motif Atlas,0.9032981,,0.9032981,mhc motif atlas,0.9032981,1,http://mhcmotifatlas.org/,200,,,,2023-01-01,"Department of Oncology, Ludwig Institute for Cancer Research Lausanne, University of Lausanne, Lausanne, Switzerland.","Eggenschwiler S, Gfeller D, Racle J, Tadros DM",KFS-4104-02-2017,Swiss Cancer Research Foundation,54.0,Switzerland,mhc motif atlas,ok,The MHC Motif Atlas: a database of MHC binding specificities and ligands.
TITLE_CAPITALIZED,35690280,exRNAdisease,0.8973258,,0.8973258,exrnadisease,0.8973258,1,http://www.origin-gene.cn/database/exRNAdisease/,200,,,,2022-06-08,"Shanghai YangZhi Rehabilitation Hospital (Shanghai Sunshine Rehabilitation Center), School of Medicine, Tongji University, Shanghai, China.","Dong D, Luo J, Ning Q, Zhao L, Zheng G","20KJA320007, D2019027, TD202008","Natural Science Foundation of Jiangsu Province, Xuzhou Medical University",5.0,China,exrnadisease,ok,exRNAdisease: An extracellular RNA transcriptome atlas in human diseases.
CAPITALIZED,36512929,OSADHI,0.8950489,osadhi,0.8950489,,0.8950489,1,https://neist.res.in/osadhi/,200,,,,2022-12-01,"Advanced Computation and Data Sciences Division, CSIR-North East Institute of Science and Technology, Jorhat 785006, Assam, India; Academy of Scientific and Innovative Research (AcSIR), Ghaziabad 201002, Uttar Pradesh, India.","Das D, Gogoi D, Jamir E, Kiewhuo K, Mahanta HJ, Rawal RK, S V, Sastry GN",BT/PR40188/BTIS/137/27/2021,"Department of Biotechnology, Department of Science and Technology, India, Ministry of Science and Technology",10.0,"Andorra, India",osadhi,ok,OSADHI - An online structural and analytics based database for herbs of India.
TITLE_CAPITALIZED,38868205,Sarcoma_CellminerCDB,0.8832515,,0.8832515,sarcoma_cellminercdb,0.8832515,1,https://discover.nci.nih.gov/SarcomaCellMinerCDB,200,,,,2024-04-18,"Developmental Therapeutics Branch, Center for Cancer Research, National Cancer Institute, NIH, Bethesda, MD 20892, USA.","Elloumi F, Heske CM, Khan J, Khandagale P, Luna A, Meltzer PS, Pommier Y, Pongor L, Reinhold WC, Tlemsani C, Varma S",,,7.0,United States,sarcoma_cellminercdb,ok,Sarcoma_CellminerCDB: A tool to interrogate the genomic and functional characteristics of a comprehensive collection of sarcoma cell lines.
TITLE_CAPITALIZED,"37716955, 37897355",A3D,0.86590374,a3d,0.86590374,,0.86590374,2,http://biocomp.chem.uw.edu.pl/A3D2/yeast,200,,,,2023-09-16,"Institut de Biotecnologia i de Biomedicina (IBB) and Departament de Bioquímica i Biologia Molecular, Universitat Autònoma de Barcelona, Bellaterra, Barcelona, 08193, Spain.; Genome Informatics Facility, Office of Biotechnology, Iowa State University, Ames 50011 IA, USA.","Badaczewska-Dawid AE, Burdukiewicz M, Garcia-Pardo J, Iglesias V, Kmiecik S, Kuriata A, Pintado-Grima C, Ventura S","02/07/2021, 2021/40/Q/NZ2/00078, 2023 FI_3 00018, COST Action ML4NGP CA21160, GA 952334, ICREA-Academia 2020, IJC2019-041039-I, Juan de la Cierva Incorporacion IJC2019-041039-I, NextGenerationEU, PID2019-105017RB-I00, PhasAge H2020-WIDESPREAD-2020-5","European Commission, European Cooperation in Science and Technology, European Union&apos;s Horizon 2020, European Union's Horizon 2020, ICREA, Institució Catalana de Recerca i Estudis Avançats, Juan de la Cierva Incorporación, Maria Zambrano grant funded by the European Union-NextGenerationEU, Ministerio de Ciencia e Innovación, National Science Centre, Secretariat of Universities and Research of the Catalan Government and the European Social Fund, Sheng, Spanish Ministry of Science and Innovation, Spanish Ministry of Science and Innovation and the European Union-NextGenerationEU",14.0,"Andorra, Spain, United States",a3d,ok,A3DyDB: exploring structural aggregation propensities in the yeast proteome. | A3D Model Organism Database (A3D-MODB): a database for proteome aggregation predictions in model organisms.
TITLE_CAPITALIZED,36209954,Tumor-specific Neoantigen Database,0.8629695,,0.8629695,tumor-specific neoantigen database,0.8629695,1,https://pgx.zju.edu.cn/tsnadb/,200,,,,2022-10-06,"Institute of Drug Metabolism and Pharmaceutical Analysis and Zhejiang Provincial Key Laboratory of Anti-Cancer Drug Research, College of Pharmaceutical Sciences, Zhejiang University, Hangzhou 310058, China.","Chen S, Chen W, Chi Y, Gu X, Hua X, Wu J, Zhou Y, Zhou Z","2020C03010, 31971371, LHDMZ22H300002, U20A20409","China, Key R&amp;D Program of Zhejiang Province, National Natural Science Foundation of China, Zhejiang Provincial Natural Science Foundation of China",17.0,"Andorra, China",tumor-specific neoantigen database,ok,TSNAdb v2.0: The Updated Version of Tumor-specific Neoantigen Database.
TITLE_CAPITALIZED,38917415,Protein interaction explorer,0.8602503,,0.8602503,protein interaction explorer,0.8602503,1,https://ippidb.pasteur.fr/targetcentric/,200,,,,2024-07-01,"Bioinformatics and Biostatistics Hub, Département Biologie Computationnelle, Institut Pasteur, USR 3756 CNRS, 75015 Paris, France.","Ciambur CB, Kar A, Mareuil F, Moine-Franel A, Nilges M, Sperandio O",,Pasteur-Roux-Cantarini fellowship of Institut Pasteur to C.B.C,2.0,"Andorra, France",protein interaction explorer,ok,Protein interaction explorer (PIE): a comprehensive platform for navigating protein-protein interactions and ligand binding pockets.
TITLE_CAPITALIZED,37216585,Conserved unique peptide patterns,0.85037714,,0.85037714,conserved unique peptide patterns,0.85037714,1,https://cupp.info/,200,,,,2023-07-01,"Department of Biotechnology and Biomedicine, Technical University of Denmark, Søltofts Plads, DK-2800 Kgs. Lyngby, Denmark.","Barrett K, Grigoriev IV, Hunt CJ, Lange L, Meyer AS","DE-AC02-05CH11231, NNF21OC0066330, NNF22OC0072911","Novo Nordisk Foundation, Technical University of Denmark, U.S. Department of Energy Joint Genome Institute",8.0,"Andorra, Denmark",conserved unique peptide patterns,ok,Conserved unique peptide patterns (CUPP) online platform 2.0: implementation of +1000 JGI fungal genomes.
