ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,name_modification_flags
35148171,genome nexus,0.99448127,,0.99448127,genome nexus,0.99448127,1,https://www.genomenexus.org,,,,,,,,,,,,genome nexus,
39101690,scswinformer,0.99417377,,0.99417377,scswinformer,0.99417377,1,,,,,,,,,,,,,scswinformer,
37114214,eccbase,0.99413526,,0.99413526,eccbase,0.99413526,1,http://www.eccbase.net,,,,,,,,,,,,eccbase,
38162465,rosaceae fruit transcriptome database,0.9933397,,0.9933397,rosaceae fruit transcriptome database,0.9933397,1,,,,,,,,,,,,,rosaceae fruit transcriptome database,
37112833,ebv gastric cancer resource,0.99270105,,0.99270105,ebv gastric cancer resource,0.99270105,1,,,,,,,,,,,,,ebv gastric cancer resource,
38341426,allen ancient dna resource,0.9924705,,0.9924705,allen ancient dna resource,0.9924705,1,,,,,,,,,,,,,allen ancient dna resource,
39475723,BAKREP,0.99031544,,0.99031544,bakrep,0.99031544,1,https://bakrep.computational.bio,,,,,,,,,,,,bakrep,CAPITALIZED
40229253,GERDA,0.98994595,gerda,0.98994595,,0.98994595,1,https://www.german-elections.com/,,,,,,,,,,,,gerda,CAPITALIZED
35348648,diseases,0.98903394,,0.98903394,diseases,0.98903394,1,https://diseases.jensenlab.org,,,,,,,,,,,,diseases,
38845051,reproductive chemical database,0.98803204,,0.98803204,reproductive chemical database,0.98803204,1,https://yu.life.sjtu.edu.cn/ChenLab/RCDB,,,,,,,,,,,,reproductive chemical database,
38102040,national injury resource database,0.9870758,,0.9870758,national injury resource database,0.9870758,1,,,,,,,,,,,,,national injury resource database,
37749421,idlas-nl,0.9868391,,0.9868391,idlas-nl,0.9868391,1,http://www.mpi.nl/idlas-nl,,,,,,,,,,,,idlas-nl,
35654905,animaltraits,0.9866469,,0.9866469,animaltraits,0.9866469,1,,,,,,,,,,,,,animaltraits,
36755570,phagetailfinder,0.9864357,,0.9864357,phagetailfinder,0.9864357,1,http://www.microbiome-bigdata.com/PHISDetector/index/tools/PhageTailFinder,,,,,,,,,,,,phagetailfinder,
39364092,molecules with androgenic activity resource,0.98614156,,0.98614156,molecules with androgenic activity resource,0.98614156,1,,,,,,,,,,,,,molecules with androgenic activity resource,
38641811,drug-online,0.9842151,,0.9842151,drug-online,0.9842151,1,http://39.106.7.26:8000/Drug-Online/,,,,,,,,,,,,drug-online,
37169224,small molecule antiviral compound collection,0.9826298,,0.9826298,small molecule antiviral compound collection,0.9826298,1,https://smacc.mml.unc.edu,,,,,,,,,,,,small molecule antiviral compound collection,
35389344,protist.guru,0.9823803,,0.9823803,protist.guru,0.9823803,1,http://protist.guru/,,,,,,,,,,,,protist.guru,
40217418,sleep and activity database for the early years,0.98209774,,0.98209774,sleep and activity database for the early years,0.98209774,1,,,,,,,,,,,,,sleep and activity database for the early years,
37026389,cyanoseq,0.98164713,,0.98164713,cyanoseq,0.98164713,1,,,,,,,,,,,,,cyanoseq,
39441065,european chemical biology database,0.9812139,,0.9812139,european chemical biology database,0.9812139,1,https://ecbd.eu,,,,,,,,,,,,european chemical biology database,
37860605,medical informatics operating room vitals and events repository,0.98001033,,0.98001033,medical informatics operating room vitals and events repository,0.98001033,1,,,,,,,,,,,,,medical informatics operating room vitals and events repository,
39558185,plant metabolic network,0.9792689,,0.9792689,plant metabolic network,0.9792689,1,https://plantcyc.org,,,,,,,,,,,,plant metabolic network,
38490256,admix-kit,0.9777688,,0.9777688,admix-kit,0.9777688,1,,,,,,,,,,,,,admix-kit,
40269639,knuts-db,0.9749174,knuts-db,0.9749174,,0.9749174,1,https://allergypred.charite.de/KNutsDB/,,,,,,,,,,,,knuts-db,
35987763,funandes,0.9726336,,0.9726336,funandes,0.9726336,1,,,,,,,,,,,,,funandes,
37584946,phospho-analyst,0.9720171,,0.9720171,phospho-analyst,0.9720171,1,https://analyst-suites.org/apps/phospho-analyst/,,,,,,,,,,,,phospho-analyst,
35637887,cold region data accessibility portal for quebec,0.97010946,,0.97010946,cold region data accessibility portal for québec,0.97010946,1,,,,,,,,,,,,,cold region data accessibility portal for québec,CHARS_SANITIZED
34648031,inxight drugs,0.9607316,,0.9607316,inxight drugs,0.9607316,1,https://drugs.ncats.io,,,,,,,,,,,,inxight drugs,
36433966,tractoinferno,0.9596099,,0.9596099,tractoinferno,0.9596099,1,,,,,,,,,,,,,tractoinferno,
40179105,playbook workflow builder,0.9575088,,0.9575088,playbook workflow builder,0.9575088,1,https://playbook-workflow-builder.cloud/,,,,,,,,,,,,playbook workflow builder,
36847544,mixoplankton database,0.9565576,,0.9565576,mixoplankton database,0.9565576,1,,,,,,,,,,,,,mixoplankton database,
40996709,gene loss db,0.95452684,,0.95452684,gene loss db,0.95452684,1,https://geneloss.org/,,,,,,,,,,,,gene loss db,
37605747,curcumin chalcone derivatives database,0.9495553,,0.9495553,curcumin chalcone derivatives database,0.9495553,1,https://srampogu-ccdd-ccdd-8uldk8.streamlit.app/,,,,,,,,,,,,curcumin chalcone derivatives database,
37875136,groundnut improvement network for africa,0.94797164,,0.94797164,groundnut improvement network for africa,0.94797164,1,,,,,,,,,,,,,groundnut improvement network for africa,
37181287,clinical relevance of alterations in cancer,0.9426687,,0.9426687,clinical relevance of alterations in cancer,0.9426687,1,https://crac.oncoatlas.ru/,,,,,,,,,,,,clinical relevance of alterations in cancer,
38250720,neo4jsbml,0.9418646,,0.9418646,neo4jsbml,0.9418646,1,,,,,,,,,,,,,neo4jsbml,
39910485,SORFDB,0.941405,,0.941405,sorfdb,0.941405,1,https://sorfdb.computational.bio,,,,,,,,,,,,sorfdb,CAPITALIZED
38628370,kinase-associated neural phospho-signaling,0.94127434,,0.94127434,kinase-associated neural phospho-signaling,0.94127434,1,https://kanphos.jp,,,,,,,,,,,,kinase-associated neural phospho-signaling,
37360262,blackfoot words,0.94014126,,0.94014126,blackfoot words,0.94014126,1,,,,,,,,,,,,,blackfoot words,
39379619,o-glcnac database,0.9332913,,0.9332913,o-glcnac database,0.9332913,1,,,,,,,,,,,,,o-glcnac database,
35576088,MACE,0.9331772,mace,0.9331772,,0.9331772,1,,,,,,,,,,,,,mace,CAPITALIZED
37183478,yeast mitochondrial posttranslational modification,0.9273263,,0.9273263,yeast mitochondrial posttranslational modification,0.9273263,1,http://compbio.fmph.uniba.sk/y-mtptm/,,,,,,,,,,,,yeast mitochondrial posttranslational modification,
36882443,WAVES,0.9256536,waves,0.9256536,,0.9256536,1,,,,,,,,,,,,,waves,CAPITALIZED
37616549,digital-scrrbs,0.9252958,,0.9252958,digital-scrrbs,0.9252958,1,,,,,,,,,,,,,digital-scrrbs,
36932341,mare-mage,0.92450774,,0.92450774,mare-mage,0.92450774,1,http://mare-mage.weebly.com/,,,,,,,,,,,,mare-mage,
40580317,circadian ontogenetic metabolomics atlas,0.9242804,,0.9242804,circadian ontogenetic metabolomics atlas,0.9242804,1,https://coma.metabolomics.fgu.cas.cz,,,,,,,,,,,,circadian ontogenetic metabolomics atlas,
39304538,mutant mouse resource and research center,0.92280906,,0.92280906,mutant mouse resource and research center,0.92280906,1,,,,,,,,,,,,,mutant mouse resource and research center,
37581698,mouse phenome database,0.91985613,,0.91985613,mouse phenome database,0.91985613,1,,,,,,,,,,,,,mouse phenome database,
38753714,trier univalence neutrality ambivalence,0.9187919,,0.9187919,trier univalence neutrality ambivalence,0.9187919,1,,,,,,,,,,,,,trier univalence neutrality ambivalence,
40519058,sco-ph,0.9187692,sco-ph,0.9187692,,0.9187692,1,,,,,,,,,,,,,sco-ph,
38552170,alliance of genome resources,0.9186797,,0.9186797,alliance of genome resources,0.9186797,1,,,,,,,,,,,,,alliance of genome resources,
38022697,EDAVE,0.9141477,edave,0.9141477,,0.9141477,1,https://edave.pum.edu.pl/,,,,,,,,,,,,edave,CAPITALIZED
39874782,goose multi-omics database,0.9072239,,0.9072239,goose multi-omics database,0.9072239,1,http://goosedb.com/,,,,,,,,,,,,goose multi-omics database,
38709877,ISOVIS,0.9063657,,0.9063657,isovis,0.9063657,1,https://isomix.org/isovis/,,,,,,,,,,,,isovis,CAPITALIZED
36318236,mhc motif atlas,0.9032981,,0.9032981,mhc motif atlas,0.9032981,1,http://mhcmotifatlas.org/,,,,,,,,,,,,mhc motif atlas,
39242579,intracellular spatial transcriptomic analysis toolkit,0.898834,,0.898834,intracellular spatial transcriptomic analysis toolkit,0.898834,1,,,,,,,,,,,,,intracellular spatial transcriptomic analysis toolkit,
40599425,image database for earthquake damage annotation,0.89816755,,0.89816755,image database for earthquake damage annotation,0.89816755,1,,,,,,,,,,,,,image database for earthquake damage annotation,
35690280,exrnadisease,0.8973258,,0.8973258,exrnadisease,0.8973258,1,http://www.origin-gene.cn/database/exRNAdisease/,,,,,,,,,,,,exrnadisease,
36512929,OSADHI,0.8950489,osadhi,0.8950489,,0.8950489,1,https://neist.res.in/osadhi/,,,,,,,,,,,,osadhi,CAPITALIZED
38307869,mir-blood,0.8919972,,0.8919972,mir-blood,0.8919972,1,,,,,,,,,,,,,mir-blood,
38868205,sarcoma_cellminercdb,0.8832515,,0.8832515,sarcoma_cellminercdb,0.8832515,1,https://discover.nci.nih.gov/SarcomaCellMinerCDB,,,,,,,,,,,,sarcoma_cellminercdb,
35072601,resfinder,0.8673512,,0.8673512,resfinder,0.8673512,1,https://cge.cbs.dtu.dk/services/ResFinder/,,,,,,,,,,,,resfinder,
"37716955, 37897355",a3d,0.86590374,a3d,0.86590374,,0.86590374,2,http://biocomp.chem.uw.edu.pl/A3D2/yeast,,,,,,,,,,,,a3d,
36209954,tumor-specific neoantigen database,0.8629695,,0.8629695,tumor-specific neoantigen database,0.8629695,1,https://pgx.zju.edu.cn/tsnadb/,,,,,,,,,,,,tumor-specific neoantigen database,
39901628,suicide prevention trials database,0.86253595,,0.86253595,suicide prevention trials database,0.86253595,1,,,,,,,,,,,,,suicide prevention trials database,
38917415,protein interaction explorer,0.8602503,,0.8602503,protein interaction explorer,0.8602503,1,https://ippidb.pasteur.fr/targetcentric/,,,,,,,,,,,,protein interaction explorer,
38050352,plant expression omnibus,0.85607624,,0.85607624,plant expression omnibus,0.85607624,1,https://expression.plant.tools/,,,,,,,,,,,,plant expression omnibus,
39830014,hayai-annotation,0.85448134,,0.85448134,hayai-annotation,0.85448134,1,,,,,,,,,,,,,hayai-annotation,
37712601,aotearoa genomic data repository,0.8521795,,0.8521795,aotearoa genomic data repository,0.8521795,1,,,,,,,,,,,,,aotearoa genomic data repository,
36610676,domain adaptation toolbox for medical data analysis,0.8506736,,0.8506736,domain adaptation toolbox for medical data analysis,0.8506736,1,,,,,,,,,,,,,domain adaptation toolbox for medical data analysis,
37216585,conserved unique peptide patterns,0.85037714,,0.85037714,conserved unique peptide patterns,0.85037714,1,https://cupp.info/,,,,,,,,,,,,conserved unique peptide patterns,
40484097,FUNIN,0.84999126,funin,0.84999126,,0.84999126,1,http://funindb.lbqc.org,,,,,,,,,,,,funin,CAPITALIZED
36698975,CUCUME,0.84332544,cucume,0.84332544,,0.84332544,1,http://cucume.cn/,,,,,,,,,,,,cucume,CAPITALIZED
37537200,globalusefulnativetrees,0.8427336,,0.8427336,globalusefulnativetrees,0.8427336,1,,,,,,,,,,,,,globalusefulnativetrees,
39724341,yeast optogenetic toolkit,0.84141684,,0.84141684,yeast optogenetic toolkit,0.84141684,1,,,,,,,,,,,,,yeast optogenetic toolkit,
36322519,global jukebox,0.8351905,,0.8351905,global jukebox,0.8351905,1,https://theglobaljukebox.org/?songsofearth,,,,,,,,,,,,global jukebox,
39633268,pheno-ranker,0.82743573,,0.82743573,pheno-ranker,0.82743573,1,,,,,,,,,,,,,pheno-ranker,
35896887,netherlands heart tissue bank,0.8241578,,0.8241578,netherlands heart tissue bank,0.8241578,1,,,,,,,,,,,,,netherlands heart tissue bank,
35178824,rd-connect genome-phenome analysis platform,0.82100946,,0.82100946,rd-connect genome-phenome analysis platform,0.82100946,1,,,,,,,,,,,,,rd-connect genome-phenome analysis platform,
35840601,global aridity index and potential evapotranspiration database,0.81908894,,0.81908894,global aridity index and potential evapotranspiration database,0.81908894,1,,,,,,,,,,,,,global aridity index and potential evapotranspiration database,
37940882,omic horizon,0.8167825,,0.8167825,omic horizon,0.8167825,1,http://immudb.bjmu.edu.cn/expression.html,,,,,,,,,,,,omic horizon,
36702059,anti-obesity compound database,0.79846126,,0.79846126,anti-obesity compound database,0.79846126,1,https://aocd.swmd.co.in/,,,,,,,,,,,,anti-obesity compound database,
38444537,wolfberry genome database,0.79521847,,0.79521847,wolfberry genome database,0.79521847,1,https://cosbi7.ee.ncku.edu.tw/Wolfberry/,,,,,,,,,,,,wolfberry genome database,
40513557,perturb-multimodal,0.7923974,,0.7923974,perturb-multimodal,0.7923974,1,,,,,,,,,,,,,perturb-multimodal,
35412637,washu epigenome browser,0.78589183,,0.78589183,washu epigenome browser,0.78589183,1,https://epigenomegateway.wustl.edu/browser/,,,,,,,,,,,,washu epigenome browser,
38662570,CORDAX,0.78051543,cordax,0.78051543,,0.78051543,1,https://cordax.switchlab.org/,,,,,,,,,,,,cordax,CAPITALIZED
37971305,cistrome data browser,0.77229846,,0.77229846,cistrome data browser,0.77229846,1,http://db3.cistrome.org/browser,,,,,,,,,,,,cistrome data browser,
36321886,metagenomic intra-species diversity analysis system,0.7706853,,0.7706853,metagenomic intra-species diversity analysis system,0.7706853,1,,,,,,,,,,,,,metagenomic intra-species diversity analysis system,
38912260,smoking-diseases correlation database,0.7645885,,0.7645885,smoking-diseases correlation database,0.7645885,1,https://chatgptmodel.shinyapps.io/sdcd/,,,,,,,,,,,,smoking-diseases correlation database,
37289843,microbial synthetic lethal and rescue database,0.76297414,,0.76297414,microbial synthetic lethal and rescue database,0.76297414,1,http://guolab.whu.edu.cn/Mslar/,,,,,,,,,,,,microbial synthetic lethal and rescue database,
37294807,mash native,0.7468378,,0.7468378,mash native,0.7468378,1,https://labs.wisc.edu/gelab/MASH_Explorer/MASHSoftware.php,,,,,,,,,,,,mash native,
35857806,pocketome,0.7059669,,0.7059669,pocketome,0.7059669,1,https://eliot.moldiscovery.com,,,,,,,,,,,,pocketome,
39191872,mouse metabolic phenotyping center,0.7019294,,0.7019294,mouse metabolic phenotyping center,0.7019294,1,,,,,,,,,,,,,mouse metabolic phenotyping center,
38054369,croplife europe crop development database,0.69193107,,0.69193107,croplife europe crop development database,0.69193107,1,,,,,,,,,,,,,croplife europe crop development database,
36170113,MANE,0.6811143,mane,0.6811143,,0.6811143,1,https://texmst.ibms.sinica.edu.tw/,,,,,,,,,,,,mane,CAPITALIZED
36520398,microscope,0.6379231,,0.6379231,microscope,0.6379231,1,https://mage.genoscope.cns.fr/microscope,,,,,,,,,,,,microscope,
39093530,library for innovative category exemplars,0.63460064,,0.63460064,library for innovative category exemplars,0.63460064,1,,,,,,,,,,,,,library for innovative category exemplars,
37845745,cheminformatics microservice,0.6092257,,0.6092257,cheminformatics microservice,0.6092257,1,https://api.naturalproducts.net,,,,,,,,,,,,cheminformatics microservice,
39141443,cancer stemness online,0.59990066,,0.59990066,cancer stemness online,0.59990066,1,http://bio-bigdata.hrbmu.edu.cn/CancerStemnessOnline,,,,,,,,,,,,cancer stemness online,
35134830,vivarium,0.5917026,,0.5917026,vivarium,0.5917026,1,https://vivarium-collective.github.io,,,,,,,,,,,,vivarium,
39455415,molecules gateway,0.5828862,,0.5828862,molecules gateway,0.5828862,1,,,,,,,,,,,,,molecules gateway,
34986601,tf-marker,0.49028796,,0.49028796,tf-marker,0.49028796,1,http://bio.liclab.net/TF-Marker/,,,,,,,,,,,,tf-marker,
37202401,chromatin,0.459258,,0.459258,chromatin,0.459258,1,,,,,,,,,,,,,chromatin,
39977983,atomevo-odor,0.99909943,,0.99909943,atomevo-odor,0.99909943,1,http://cslodordatabase.7fx.cn/,,,,,,,,,,,,atomevo-odor,
38472250,EUPRO,0.9990487,eupro,0.9990487,,0.9990487,1,,,,,,,,,,,,,eupro,CAPITALIZED
39407093,be-datahive,0.99819183,,0.99819183,be-datahive,0.99819183,1,https://be-datahive.com/,,,,,,,,,,,,be-datahive,
37143876,LDRGDB,0.9979332,ldrgdb,0.9979332,,0.9979332,1,https://ldrgdb.in/,,,,,,,,,,,,ldrgdb,CAPITALIZED
36293349,isomir-eqtl,0.9975491,,0.9975491,isomir-eqtl,0.9975491,1,,,,,,,,,,,,,isomir-eqtl,
37646949,b-chrom,0.9973228,,0.9973228,b-chrom,0.9973228,1,http://www.bchrom.csic.es,,,,,,,,,,,,b-chrom,
36223196,envemind,0.99679923,,0.99679923,envemind,0.99679923,1,,,,,,,,,,,,,envemind,
36300617,echtvar,0.9965642,,0.9965642,echtvar,0.9965642,1,,,,,,,,,,,,,echtvar,
35422973,KEMET,0.9961183,kemet,0.9961183,,0.9961183,1,,,,,,,,,,,,,kemet,CAPITALIZED
38238330,refractiveindex.info,0.99593526,,0.99593526,refractiveindex.info,0.99593526,1,,,,,,,,,,,,,refractiveindex.info,
38769057,REME,0.9955338,reme,0.9955338,,0.9955338,1,https://reme.biodesign.ac.cn/,,,,,,,,,,,,reme,CAPITALIZED
37516737,NZTD,0.9953676,nztd,0.9953676,,0.9953676,1,,,,,,,,,,,,,nztd,CAPITALIZED
36882164,genomepy,0.995047,,0.995047,genomepy,0.995047,1,,,,,,,,,,,,,genomepy,
36656075,mkcoinr,0.9944831,,0.9944831,mkcoinr,0.9944831,1,,,,,,,,,,,,,mkcoinr,
37331497,simpitb,0.99351907,,0.99351907,simpitb,0.99351907,1,,,,,,,,,,,,,simpitb,
36609615,repp africa,0.99200106,,0.99200106,repp africa,0.99200106,1,,,,,,,,,,,,,repp africa,
39574417,bindingdb,0.9906356,,0.9906356,bindingdb,0.9906356,1,,,,,,,,,,,,,bindingdb,
38709825,cooltools,0.9904039,,0.9904039,cooltools,0.9904039,1,,,,,,,,,,,,,cooltools,
38808315,data for expanded research,0.9897169,,0.9897169,data for expanded research,0.9897169,1,,,,,,,,,,,,,data for expanded research,
35586036,geriatrics research instrument library,0.98834765,,0.98834765,geriatrics research instrument library,0.98834765,1,,,,,,,,,,,,,geriatrics research instrument library,
37713619,therapeutic target database,0.98831636,,0.98831636,therapeutic target database,0.98831636,1,https://idrblab.org/ttd/,,,,,,,,,,,,therapeutic target database,
39588765,phi-base,0.98694295,,0.98694295,phi-base,0.98694295,1,phi5.phi-base.org,,,,,,,,,,,,phi-base,
40140766,methylmap,0.9855161,,0.9855161,methylmap,0.9855161,1,https://methylmap.bioinf.be,,,,,,,,,,,,methylmap,
40466944,readretro web,0.9844299,,0.9844299,readretro web,0.9844299,1,https://readretro.net,,,,,,,,,,,,readretro web,
39526369,MOTUS,0.9836894,motus,0.9836894,,0.9836894,1,https://motus-db.org,,,,,,,,,,,,motus,CAPITALIZED
36300618,protein common assembly database,0.9826565,,0.9826565,protein common assembly database,0.9826565,1,http://dunbrack2.fccc.edu/protcad,,,,,,,,,,,,protein common assembly database,
37891644,AON,0.9784291,aon,0.9784291,,0.9784291,1,,,,,,,,,,,,,aon,CAPITALIZED
37994706,pathdip 5,0.9775495,,0.9775495,pathdip 5,0.9775495,1,https://ophid.utoronto.ca/pathDIP,,,,,,,,,,,,pathdip 5,
38602457,codlncscape,0.9738944,,0.9738944,codlncscape,0.9738944,1,,,,,,,,,,,,,codlncscape,
37861121,colabfit exchange,0.9730178,,0.9730178,colabfit exchange,0.9730178,1,https://colabfit.org,,,,,,,,,,,,colabfit exchange,
39939607,cliopatria,0.9728796,,0.9728796,cliopatria,0.9728796,1,,,,,,,,,,,,,cliopatria,
38613393,interactive tree of life,0.9714848,,0.9714848,interactive tree of life,0.9714848,1,https://itol.embl.de,,,,,,,,,,,,interactive tree of life,
37846051,SEMLA,0.97073555,semla,0.97073555,,0.97073555,1,https://ludvigla.github.io/semla/,,,,,,,,,,,,semla,CAPITALIZED
36847450,haptools,0.9699472,,0.9699472,haptools,0.9699472,1,https://haptools.readthedocs.io,,,,,,,,,,,,haptools,
40299468,autogrow4,0.9617374,,0.9617374,autogrow4,0.9617374,1,,,,,,,,,,,,,autogrow4,
40259822,sadphos library,0.9615538,,0.9615538,sadphos library,0.9615538,1,,,,,,,,,,,,,sadphos library,
36447388,kinase-focused interaction database,0.9328373,,0.9328373,kinase-focused interaction database,0.9328373,1,,,,,,,,,,,,,kinase-focused interaction database,
37467208,hgsuite hyperbrowser,0.9256403,,0.9256403,hgsuite hyperbrowser,0.9256403,1,https://hyperbrowser.uio.no/hgsuite,,,,,,,,,,,,hgsuite hyperbrowser,
37856524,budapest sleep,0.92450416,,0.92450416,budapest sleep,0.92450416,1,,,,,,,,,,,,,budapest sleep,
35639735,bioexcel building blocks workflows,0.8990058,,0.8990058,bioexcel building blocks workflows,0.8990058,1,https://mmb.irbbarcelona.org/biobb-wfs,,,,,,,,,,,,bioexcel building blocks workflows,
39154033,llm-twin,0.86500627,,0.86500627,llm-twin,0.86500627,1,,,,,,,,,,,,,llm-twin,
37808543,rio hortega university hospital glioblastoma dataset,0.8520541,,0.8520541,río hortega university hospital glioblastoma dataset,0.8520541,1,,,,,,,,,,,,,río hortega university hospital glioblastoma dataset,CHARS_SANITIZED
39673270,immunosenescence inventory,0.80353606,,0.80353606,immunosenescence inventory,0.80353606,1,https://ngdc.cncb.ac.cn/iaa/home,,,,,,,,,,,,immunosenescence inventory,
35608653,vitro kinase-to-phosphosite database,0.78854024,,0.78854024,vitro kinase-to-phosphosite database,0.78854024,1,,,,,,,,,,,,,vitro kinase-to-phosphosite database,
40433754,pesticide,0.7880507,,0.7880507,pesticide,0.7880507,1,https://dpai.ccnu.edu.cn/digpesticide/,,,,,,,,,,,,pesticide,
39470740,vista enhancer browser,0.706325,,0.706325,vista enhancer browser,0.706325,1,https://enhancer.lbl.gov,,,,,,,,,,,,vista enhancer browser,
39525087,microsatellites explorer,0.6334635,,0.6334635,microsatellites explorer,0.6334635,1,https://www.microsatellitesexplorer.com,,,,,,,,,,,,microsatellites explorer,
"36416266, 39470701",MOBIDB,0.0,mobidb,0.0,,0.0,2,https://mobidb.org/,,,,,,,,,,,,mobidb,CAPITALIZED
37732505,reactome,0.0,,0.0,reactome,0.0,1,,,,,,,,,,,,,reactome,
38045645,integrated probiotic database,0.0,,0.0,integrated probiotic database,0.0,1,,,,,,,,,,,,,integrated probiotic database,
36243988,brain catalog,0.0,,0.0,brain catalog,0.0,1,https://ngdc.cncb.ac.cn/braincatalog,,,,,,,,,,,,brain catalog,
34606616,HUARDB,0.0,huardb,0.0,,0.0,1,https://huarc.net/database,,,,,,,,,,,,huardb,CAPITALIZED
35411390,oligogenic diseases database,0.0,,0.0,oligogenic diseases database,0.0,1,https://olida.ibsquare.be,,,,,,,,,,,,oligogenic diseases database,
38000324,animal parasitic diseases and drugs database,0.0,,0.0,animal parasitic diseases and drugs database,0.0,1,,,,,,,,,,,,,animal parasitic diseases and drugs database,
35281847,cerealestdb,0.0,,0.0,cerealestdb,0.0,1,http://cabgrid.res.in/CerealESTDb,,,,,,,,,,,,cerealestdb,
40181386,clc-db,0.0,clc-db,0.0,,0.0,1,https://compbio.sjtu.edu.cn/services/clc-db,,,,,,,,,,,,clc-db,
38870722,an interactive online platform for photosensory and bio-functional proteins in optogenetic systems,0.0,,0.0,an interactive online platform for photosensory and bio-functional proteins in optogenetic systems,0.0,1,https://idrblab.org/optics/,,,,,,,,,,,,an interactive online platform for photosensory and bio-functional proteins in optogenetic systems,
34643709,kincore,0.0,,0.0,kincore,0.0,1,http://dunbrack.fccc.edu/kincore,,,,,,,,,,,,kincore,
36724634,smprodrugs,0.0,,0.0,smprodrugs,0.0,1,http://cheminfolab.in/databases/prodrug/,,,,,,,,,,,,smprodrugs,
40182018,nat-uv db,0.0,,0.0,nat-uv db,0.0,1,,,,,,,,,,,,,nat-uv db,
38428997,araleta,0.0,,0.0,araleta,0.0,1,https://regulatorynet.shinyapps.io/araleta/,,,,,,,,,,,,araleta,
39428982,ribosomal operon database,0.0,,0.0,ribosomal operon database,0.0,1,,,,,,,,,,,,,ribosomal operon database,
39609715,cidalsdb,0.0,,0.0,cidalsdb,0.0,1,https://cidalsdb.streamlit.app/,,,,,,,,,,,,cidalsdb,
35775902,protnaff,0.0,,0.0,protnaff,0.0,1,,,,,,,,,,,,,protnaff,
37791887,multifacetedprotdb,0.0,,0.0,multifacetedprotdb,0.0,1,https://multifacetedprotdb.biocomp.unibo.it/,,,,,,,,,,,,multifacetedprotdb,
37710163,pear genomics database,0.0,,0.0,pear genomics database,0.0,1,http://pyrusgdb.sdau.edu.cn,,,,,,,,,,,,pear genomics database,
