original_record_num,record_index,database_name,long_database_name,pmids,found_urls,url_source,match_quality,notes
33,12,,molecules with androgenic activity resource,39364092,https://opentox.net/|https://opentox.net/MAAR/|https://observablehq.com/@saferworldbydesign/aadb-notebook|http://www.epa.gov/scipoly/oscpendo/|https://edelweissdata.com/docs/about|https://api.aadb.cloud.edelweissconnect.com/datasets/21b033c5-d048-41f5-b8a1-d5d8492f7048/versions/latest|https://en.wikipedia.org/wiki/CURL|https://observablehq.com/|http://www.epa.gov/safewater/sdwa/index.html|https://openrisknet.org/|https://www.fda.gov/media/86996/download,fulltext,LOW,Found in PMCID PMC11446862
37,13,,sleep and activity database for the early years,40217418,https://ror.org/05phns765|https://ror.org/05xxfer42|https://ror.org/037wpkx04|https://ror.org/03rp50x72|https://ror.org/01p93h210|https://ror.org/03c4mmv16|https://ror.org/043pwc612|https://ror.org/05nsbhw27|https://ror.org/0160cpw27|https://ror.org/00jtmb277|https://ror.org/00cv9y106|https://ror.org/02y72wh86|https://www.uow.edu.au/global-challenges/living-well-longer/early-years-accelerometry|https://www.uow.edu.au/global-challenges/living-well-longer/early-years-accelerometry/|https://ror.org/02czsnj07,fulltext,LOW,Found in PMCID PMC11960340
44,14,,funandes,35987763,http://www.theplantlist.org|https://www.try-db.org/de/TabDetails.php|https://www.try-db.org|http://www.bosquesandinos.org/,fulltext,LOW,Found in PMCID PMC9392769
46,15,,cold region data accessibility portal for québec,35637887,https://open.canada.ca/data/en/dataset/7f245e4d-76c2-4caa-951a-45d1d2051333|https://nsidc.org/data/MOD10CM/versions/6|http://wscc.encs.concordia.ca/home.html|https://nsidc.org/data/MYD10CM|https://www.worldwildlife.org/pages/hydrosheds|https://nsidc.org/data/nsidc-0477/versions/4|https://collaboration.cmc.ec.gc.ca/cmc/hydrometrics/www/|http://wscc.encs.concordia.ca/FTPROJCOMP.html|https://climate.weather.gc.ca/|https://nsidc.org/data/NSIDC-0447|https://climatedataguide.ucar.edu/climate-data/era-interim|https://nsidc.org/data/MYD10CM/versions/6|https://www.csce.ca/elf/apps/CONFERENCEVIEWER/conferences/2019/pdfs/PaperPDFversion_7_0513041747.pdf|http://wscc.encs.concordia.ca/FTPROJ.html|http://research.jisao.washington.edu/data_sets/elevation/|https://hydrology.princeton.edu/data.pgf.php|https://open.canada.ca/data/en/dataset/c688b87f-e85f-4842-b0e1-a8f79ebf1133|http://wscc.encs.concordia.ca/dynamicQC.html,fulltext,LOW,Found in PMCID PMC9142675
48,16,,tractoinferno,36433966,https://arxiv.org/abs/1607.06450|https://arxiv.org/abs/1308.0850v5|https://dipy.org/documentation/1.3.0./theory/sh_basis/|https://openneuro.org/datasets/ds003900/versions/1.1.1,fulltext,LOW,Found in PMCID PMC9700736
50,17,,mixoplankton database,36847544,NOT_FOUND,not_available,,No URLs found in fulltext
53,18,,groundnut improvement network for africa,37875136,https://npgsweb.ars-grin.gov/gringlobal|https://www.peanutbase.org/gigwa/|https://peanutbase.org/gigwa,fulltext,LOW,Found in PMCID PMC10755195
58,19,,blackfoot words,37360262,https://www.blackfootwords.com/view/,fulltext,HIGH,Found in PMCID PMC10064632
59,20,,o-glcnac database,39379619,NOT_FOUND,not_available,,No URLs found in fulltext
60,21,mace,,35576088,NOT_FOUND,not_available,,No URLs found in fulltext
62,22,waves,,36882443,https://redivis.com/WAVES/datasets|http://surf.stanford.edu/|https://redivis.com/for-researchers|https://redivis.com/datasets/heph-f0yqqyy64,fulltext,HIGH,Found in PMCID PMC9992360
63,23,,digital-scrrbs,37616549,NOT_FOUND,not_available,,No URLs found in fulltext
66,24,,mutant mouse resource and research center,39304538,https://scicrunch.org/resources|https://jax.org/research-and-faculty/resources/mutant-mouse-resource-research-center|https://www.mmrrc.org/submission|https://med.unc.edu/mmrrc|https://ror.org/021sy4w91|https://www.mmrrc.org/submission/strain_submission_terms.php|https://ror.org/05t99sp05|https://mu-mmrrc.com,fulltext,HIGH,Found in PMCID PMC11522152
67,25,,mouse phenome database,37581698,https://phenome.jax.org/komp/phenotypes/100291|https://phenome.jax.org/komp/genotypes/1945902?study=JaxKOMP-EAP|https://phenome.jax.org/downloads|https://mousephenotypes.org|https://phenome.jax.org/measures/89201|https://phenome.jax.org/komp/phenotypes/100151|https://phenome.jax.org/measures/89160|https://phenome.jax.org/about/api|https://phenome.jax.org/itp/surv/MetRapa/C2011|https://phenome.jax.org/measureset/90019|https://phenome.jax.org/measures/89197|https://phenome.jax.org/measures/56201|https://phenome.jax.org/measures/89191|https://phenome.jax.org/measures/56213|https://phenome.jax.org/komp/phenotypes/100169|https://phenome.jax.org/measures/56215|https://phenome.jax.org|https://phenome.jax.org/measures/89200|https://phenome.jax.org/komp/phenotypes/100135|https://phenome.jax.org/measures/56212|https://ror.org/03rmrcq20|https://ror.org/021sy4w91|https://studyintake.jax.org|https://muster.jax.org|https://sharing.nih.gov/data-management-and-sharing-policy/sharing-scientific-data/repositories-for-sharing-scientific-data,fulltext,HIGH,Found in PMCID PMC10627943
68,26,,trier univalence neutrality ambivalence,38753714,https://plos.org/protocols?utm_medium=editorial-email&#x00026;utm_source=authorletters&#x00026;utm_campaign=protocols|https://www.frontiersin.org/articles/10.3389/fsufs.2022.934954|https://pacev2.apexcovantage.com/|https://journals.plos.org/plosone/s/file?id=ba62/PLOSOne_formatting_sample_title_authors_affiliations.pdf|https://www.editorialmanager.com/pone/|https://journals.plos.org/plosone/s/file?id=wjVg/PLOSOne_formatting_sample_main_body.pdf|https://www.r-project.org/|https://journals.plos.org/plosone/s/submission-guidelines#loc-laboratory-protocols,fulltext,LOW,Found in PMCID PMC11098334
69,27,sco-ph,,40519058,NOT_FOUND,not_available,,No URLs found in fulltext
70,28,,alliance of genome resources,38552170,https://genomic.social/@AllianceGenome|https://community.alliancegenome.org/categories|https://bsky.app/profile/alliancegenome.bsky.social|https://www.alliancegenome.org/swagger-ui/|https://www.alliancegenome.org/help|https://www.alliancegenome.org/tutorials|https://curation.alliancegenome.org/#/allele/MGI:6446761|http://sgd-textpresso.alliancegenome.org/tpc/search|https://www.micropublication.org/|http://alzheimer.textpressocentral.org|https://genetics-gsa.org/publications/|https://orthology.benchmarkservice.org|https://obofoundry.org/,fulltext,HIGH,Found in PMCID PMC11075569
75,29,,intracellular spatial transcriptomic analysis toolkit,39242579,https://ror.org/01zkghx44|https://ror.org/047426m28,fulltext,LOW,Found in PMCID PMC11379969
76,30,,image database for earthquake damage annotation,40599425,http://host.robots.ox.ac.uk/pascal/VOC/,fulltext,LOW,Found in PMCID PMC12210285
79,31,,mir-blood,38307869,http://mir-blood.com/|https://ror.org/01skhtc50|https://ror.org/038t36y30,fulltext,HIGH,Found in PMCID PMC10837159
84,32,,suicide prevention trials database,39901628,Https://Www.Healthquality.va.Gov/Guidelines/MH/Srb/VADoDSuicideRiskFullCPGFinal5088212019.Pdf|Https://Www.Healthquality.va.Gov/Guidelines/MH/Srb/VADODCP_SuicideRisk_Full.Pdf|https://www.cdc.gov/suicide/facts/index.html|https://www.hsrd.research.va.gov/centers/core/sprint/SPTD&#x02010;Data&#x02010;Story1&#x02010;What&#x02010;Interventions&#x02010;Have&#x02010;Been&#x02010;Studied.pdf|https://www.hsrd.research.va.gov/centers/core/sprint/SPTD&#x02010;Data&#x02010;Story2&#x02010;Who&#x02010;Has&#x02010;Been&#x02010;Studied.pdf|https://www.hsrd.research.va.gov/centers/core/sprint/sptd.cfm|https://www.hsrd.research.va.gov/centers/core/sprint/intervention&#x02010;dashboard.cfm,fulltext,HIGH,Found in PMCID PMC11791465
87,33,,hayai-annotation,39830014,https://orthologer.ezlab.org/|https://rapdb.dna.affrc.go.jp/download/archive/irgsp1/IRGSP-1.0_protein_2024-01&#x02013;11.fasta.gz|https://current.geneontology.org/annotations/tair.gaf.gz|https://www.orthodb.org/?query=75429at38820|https://www.arabidopsis.org/download/file?path=Proteins/Araport11_protein_lists/Araport11_pep_20220914_representative_gene_model.gz|https://data.orthodb.org/v12/download/,fulltext,LOW,Found in PMCID PMC11742577
88,34,,aotearoa genomic data repository,37712601,https://www.genomics&#x02010;aotearoa.org.nz/|https://www.genomics&#x02010;aotearoa.org.nz/our&#x02010;work/completed&#x02010;projects/te&#x02010;nohonga&#x02010;kaitiaki|https://research&#x02010;help.genomicsengland.co.uk/display/GERE/5.+The+Airlock|https://www.doc.govt.nz/nature/biodiversity/aotearoa&#x02010;new&#x02010;zealand&#x02010;biodiversity&#x02010;strategy/|https://localcontexts.org/labels/traditional&#x02010;knowledge&#x02010;labels/|https://jupyter.org/|https://environment.govt.nz/publications/our&#x02010;land&#x02010;2021/|https://data.agdr.org.nz/DD|https://gen3.org/|https://data.agdr.org.nz/|https://www.wai262.nz/a&#x02010;wai&#x02010;262&#x02010;best&#x02010;practice&#x02010;guide|https://ckan.org/|https://ega&#x02010;archive.org/|https://datacite.org/|https://data.bioplatforms.com/organization/bpa&#x02010;omg|https://elixir&#x02010;europe.org/platforms/data/core&#x02010;data&#x02010;resources|https://www.insdc.org/spatio&#x02010;temporal&#x02010;annotation&#x02010;policy&#x02010;18&#x02010;11&#x02010;2021|https://maoridictionary.co.nz|https://www.un.org/development/desa/indigenouspeoples/declaration&#x02010;on&#x02010;the&#x02010;rights&#x02010;of&#x02010;indigenous&#x02010;peoples.html|https://www.nesi.org.nz|https://ourlandandwater.nz/about&#x02010;us/te&#x02010;ao&#x02010;maori|https://www.temanararaunga.maori.nz|https://www.abuseincare.org.nz/assets/Uploads/Documents/Public&#x02010;Hearings/Contextual/06&#x02010;Moana&#x02010;Jackson.pdf|https://portal.gdc.cancer.gov/|https://www.gensc.org/pages/projects/mixs&#x02010;gsc&#x02010;project.html|https://dwc.tdwg.org/|https://data.agdr.org.nz,fulltext,HIGH,Found in PMCID PMC11696480
89,35,,domain adaptation toolbox for medical data analysis,36610676,https://www.mingxia.web.unc.edu/domainatm/|http://www.fcon_1000.projects.nitrc.org/indi/abide/abide_I.html|http://www.ida.loni.usc.edu/login.jsp?project=ADNI&#x00026;page=HOME,fulltext,HIGH,Found in PMCID PMC9908850
93,36,,globalusefulnativetrees,37537200,https://worldagroforestry.org/output/globalusefulnativetrees|https://www.biodiversitystandard.org/|http://sftp.kew.org/pub/data-repositories/WCVP/|http://apps.worldagroforestry.org/usefultrees/index.php|http://www.vegetationmap4africa.org|https://powo.science.kew.org|https://patspo.shinyapps.io/GlobalUsefulTrees/|https://www.bonnchallenge.org/pledges|http://www.worldfloraonline.org/downloadData|https://www.bonnchallenge.org|https://www.worldagroforestry.org/tree-knowledge|https://www.worldagroforestry.org/output/agroforestry-species-switchboard-30|https://ror.org/035b05819|http://apps.worldagroforestry.org/treedb2/|https://www.bgci.org/resources/bgci-databases/globaltree-portal/|https://kew.iro.bl.uk/concern/datasets/7243d727-e28d-419d-a8f7-9ebef5b9e03e?locale=en|https://npgsweb.ars-grin.gov/gringlobal/taxon/taxonomysearchwep|https://tropical.theferns.info|https://www.prota4u.org/prosea|https://www.worldagroforestry.org/publication/quality-seed-tree-planting-supporting-more-effective-agroforestry-and-forest-landscape|https://ror.org/014x7mf51|https://www.naturalearthdata.com/downloads/110m-cultural-vectors/|http://atlas.worldagroforestry.org/|https://www.ars.usda.gov/research/publications/publication/?seqNo115=101060|https://www.globaltreeassessment.org/,fulltext,HIGH,Found in PMCID PMC10400654
94,37,,yeast optogenetic toolkit,39724341,NOT_FOUND,not_available,,No URLs found in fulltext
97,38,,netherlands heart tissue bank,35896887,http://heartbiobank.ca|https://surgery.duke.edu/research/service-centers/duke-human-heart-repository|https://en.plnheart.org|https://www.ema.europa.eu/en/ich-e6-r2-good-clinical-practice|https://catalogue.bbmri.nl/menu/main/app-molgenis-app-biobank-explorer#/collection/bbmri-eric:ID:NL_hartenbank:collection:hartenbank|https://www.durrercenter.nl|https://www.brainbank.nl/research/publications/|https://www.hartstichting.nl/getmedia/74a18eeb-e602-41bf-8a2c-c3932108e89b/cijfers-hart-vaatziekten-nederland-2020.pdf,fulltext,HIGH,Found in PMCID PMC9807721
98,39,,rd-connect genome-phenome analysis platform,35178824,https://cordis.europa.eu/project/id/305121/reporting|https://reactjs.org/|https://www.djangoproject.com/|https://elixir&#x02010;europe.org/|https://rd&#x02010;connect.eu/forms&#x02010;and&#x02010;guides/|https://ec.europa.eu/health/ern_en|https://hail.is/|https://playground.rd&#x02010;connect.eu/|https://flask.palletsprojects.com/|https://www.elastic.co/elasticsearch/|https://www.playframework.com/|https://www.keycloak.org/|https://mygene2.org/MyGene2/|https://ec.europa.eu/health/non_communicable_diseases/rare_diseases_en|https://cordis.europa.eu/project/id/313010/reporting|https://www.genomicsengland.co.uk/?wpdmdl=5500|https://www.rediris.es/|https://beacon&#x02010;network.org/|https://platform.rd&#x02010;connect.eu/|https://cordis.europa.eu/project/id/951724|https://www.ga4gh.org/genomic&#x02010;data&#x02010;toolkit/|https://cordis.europa.eu/project/id/779257|https://eur&#x02010;lex.europa.eu/legal&#x02010;content/EN/TXT/HTML/?uri=CELEX:32016R0679&#x00026;from=EN,fulltext,LOW,Found in PMCID PMC9324157
99,40,,global aridity index and potential evapotranspiration database,35840601,https://cgiarcsi.community/data/global-aridity-and-pet-database/|https://cmr.earthdata.nasa.gov/search/concepts/C1214055346-SCIOPS|https://worldclim.org,fulltext,HIGH,Found in PMCID PMC9287331
103,41,,perturb-multimodal,40513557,https://huggingface.co/datasets/xingjiepan/PerturbMulti/tree/main,fulltext,LOW,Found in PMCID PMC12324982
112,42,,mouse metabolic phenotyping center,39191872,https://scicrunch.org/resources|https://mmpc.org/shared/regression.aspx|https://ror.org/00adh9b73|https://ror.org/02vm5rt34|http://www.mc.vanderbilt.edu/mmpc|https://calrapp.org|https://ror.org/00jmfr291|https://sharing.nih.gov/data-management-and-sharing-policy|https://ror.org/012mef835|https://dknet.org/|https://ror.org/05rrcem69,fulltext,LOW,Found in PMCID PMC11522164
113,43,,croplife europe crop development database,38054369,NOT_FOUND,not_available,,No URLs found in fulltext
116,44,,library for innovative category exemplars,39093530,https://dl.acm.org/doi/abs/|https://4lic3x.github.io/alice_stl/,fulltext,LOW,Found in PMCID PMC11362262
120,45,,molecules gateway,39455415,NOT_FOUND,not_available,,No URLs found in fulltext
122,46,,chromatin,37202401,https://dhs.ccm.sickkids.ca/|http://broadinstitute.github.io/picard/|http://www.blueprint-epigenome.eu|https://reactjs.org|https://nodejs.org/en/|https://expressjs.com|https://www.encodeproject.org,fulltext,LOW,Found in PMCID PMC10195780
124,47,eupro,,38472250,https://www.fwf.ac.at/en/research-in-practice/project-finder|https://cordis.europa.eu/|https://explore.openaire.eu/search/find/projects|https://radon.nauka.gov.pl/dane/projekty|https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/nuts|https://www.cost.eu|https://laravel.com|http://www.eurekanetwork.org|https://www.sfi.ie/about-us/governance/open-data/|http://p3.snf.ch/Pages/DataAndDocumentation.aspx|https://www.data.gouv.fr/fr/datasets/anr-01-projets-anr-dos-detail-des-projets-et-des-partenaires/|https://spektras.lmt.lt/|http://www.eniac.eu|https://www.eurekanetwork.org/about-us/interactive-dashboard|https://www.risis2.eu/risis-datasets|https://projekte.ffg.at/|https://ror.org/04knbh022|https://gtr.ukri.org/search/project?term=*#/csvConfirm|https://www.sicris.si/public/jqm/cris.aspx?lang=eng&#x00026;opdescr=prjSearch&#x00026;opt=2&#x00026;subopt=4|https://www.etis.ee/Portal/Projects/Index/|https://www.vr.se/english/swecris.html|https://prin.mur.gov.it/|https://www.ecsel.eu|https://swagger.io|https://data.europa.eu/doi/10.2777/202859|https://www.skcris.sk/portal/rproject|https://gepris.dfg.de/gepris/OCTOPUS?language=en|https://www.artemis-ju.eu|https://www.rvvi.cz/,fulltext,MEDIUM,Found in PMCID PMC10933435
127,48,,isomir-eqtl,36293349,https://tcga-data.nci.nih.gov/tcga/|https://www.mdpi.com/article/10.3390/ijms232012493/s1|https://rstudio.github.io/DT/|http://www.mirbase.org/|https://www.cancer.gov/tcga|https://data.eresearchqut.net/IsomiR_eQTL/index.html|https://gdc-portal.nci.nih.gov/,fulltext,LOW,Found in PMCID PMC9604134
131,49,kemet,,35422973,NOT_FOUND,not_available,,No URLs found in fulltext
132,50,,refractiveindex.info,38238330,https://refractiveindex.info|https://yaml.org,fulltext,HIGH,Found in PMCID PMC10796781
134,51,nztd,,37516737,https://niwa.co.nz/coasts-and-estuaries/research-projects/NZTD|https://www.marinespecies.org/traits/index.php,fulltext,HIGH,Found in PMCID PMC10387081
137,52,,simpitb,37331497,NOT_FOUND,not_available,,No URLs found in fulltext
138,53,,repp africa,36609615,https://africa-knowledge-platform.ec.europa.eu/|https://www.irena.org/publications/2022/Jan/Renewable-Energy-Market-Analysis-Africa|https://www.wiki-solar.org/map/continent/index.html?Africa?0?f|https://www.africa-energy.com/live-data|https://openinframap.org/|http://www.ecowrex.org/mapView/index.php?lang=eng|https://www.hydropower-dams.com/world-atlas/|https://qgis.org/en/site/|https://www.irena.org/publications/2022/Jul/Renewable-Energy-Statistics-2022|https://www.wri.org/publication/global-database-power-plants|https://www.iea.org/reports/renewables-2021|https://www.esri.com/en-us/arcgis/products/arcgis-pro/overview|https://www.hydropower.org/publications/2022-hydropower-status-report|https://www.hydropower.org/status-report|https://www.thewindpower.net/|https://www.iea.org/commentaries/the-pandemic-continues-to-slow-progress-towards-universal-energy-access|http://globalenergyobservatory.org/,fulltext,HIGH,Found in PMCID PMC9822994
139,54,,bindingdb,39574417,https://www.bindingdb.org/entry/5649|https://www.bindingdb.org/rwd/bind/ByPatent.jsp|https://www.bindingdb.org/rwd/bind/Covid19.jsp|https://www.bindingdb.org/rwd/bind/chemsearch/marvin/Download.jsp|https://www.bindingdb.org/rwd/bind/ByTargetNames.jsp|https://www.bindingdb.org/rwd/bind/ByJournal.jsp|https://www.bindingdb.org/rwd/bind/BindingDBRESTfulAPI.jsp|https://www.bindingdb.org/rwd/bind/ByWIPO.jsp|https://www.bindingdb.org/rwd/bind/ByUniProtids.jsp|https://colab.research.google.com/github/PatWalters/practical_cheminformatics_tutorials/blob/main/patent/patent_analysis.ipynb|https://www.rdkit.org|https://chembl.gitbook.io/chembl-interface-documentation/about|https://credit.niso.org/|http://www.pdbbind.org.cn/enroll.php|https://bulkdata.uspto.gov/data/patent/grant/redbook/2024/|https://www.pdbbind-plus.org.cn/|https://bulkdata.uspto.gov/data/patent/application/redbook/2023/,fulltext,HIGH,Found in PMCID PMC11701568
141,55,,data for expanded research,38808315,https://www.cureangelman.org/|https://www.govinfo.gov/app/details/PLAW-104publ191|https://www.gpo.gov/fdsys/pkg/BILLS-114hr34enr/pdf/BILLS-114hr34enr.pdf|https://www.angelmanregistry.info/|https://www.angelman.org/wp-content/uploads/2019/12/facts_about_as_2009_3-19-10.pdf|https://www.angelman.org|https://us.sagepub.com/en-us/nam/open-access-at-sage|https://clinicaltrials.gov/study/NCT04507997|https://www.dup15q.org/,fulltext,LOW,Found in PMCID PMC11131393
142,56,,geriatrics research instrument library,35586036,http://www.healthmeasures.net/explore-measurement-systems/nih-toolbox|http://www.hcsrn.org|https://www.peppercenter.org/public/gril.cfm|https://cocatalog.loc.gov/cgi-bin/Pwebrecon.cgi?DB=local&#x00026;PAGE=First|https://us.sagepub.com/en-us/nam/open-access-at-sage|https://www.copyright.gov/circs/circ22.pdf|https://www.clinicaltrials.gov/|http://www.peppercenter.org,fulltext,LOW,Found in PMCID PMC9106318
149,57,aon,,37891644,https://ror.org/021sy4w91|https://ror.org/005781934|https://www.geneweaver.org/|https://www.alliancegenome.org/downloads#orthology,fulltext,MEDIUM,Found in PMCID PMC10604687
151,58,,codlncscape,38602457,NOT_FOUND,not_available,,No URLs found in fulltext
153,59,,cliopatria,39939607,https://ror.org/023dz9m50|https://ror.org/00cvxb145|https://www.nps.gov/elca/planyourvisit/upload/ELCA_map.jpg|https://www.royalark.net/Malaysia/perak.htm|http://en.wikipedia.org/&#x0003c;phrase&#x0003e;&#x0201d|https://www.oldmapsonline.org/|https://ror.org/00d9ah105|http://www.maproom.org/00/05/0005.jpg|https://www2.gov.bc.ca/gov/content/governments/celebrating-british-columbia/historic-places/geographical-names|https://web.archive.org/web/20170629205820/|https://www.runningreality.org|https://lena-dvorkina.narod.ru/|https://ror.org/052gg0110|https://web.archive.org/web/20200219190939/|https://web.archive.org/web/20200128054712/|https://ror.org/04vmvtb21|https://web.archive.org/web/20181002140916/|https://slideplayer.es/slide/1671119/|https://huntingtonarchive.org/resources/historicalMaps.php|https://web.archive.org/web/20080328104539/|https://historicalatlas.com/|https://photos1.blogger.com/blogger/2121/1119/1600/populi.jpg|https://www.sciencenews.org/article/script-delivery-new-world-writing-takes-disputed-turn|https://mapyuhorskaslovenska.blogspot.com/2007/03/nitrianske-knieatstvo-r-800-860.html|https://slideplayer.es/slide/12770930/|https://friesian.com/sangoku.htm#china|http://seshat-db.org/core/polity/&#x0003c;polity_id&#x0003e;&#x0201d|https://www.britannica.com/|http://www.eldesastredel98.com/capitulos/trocha.htm|https://oook.info/anth230/rebelmap.jpg|https://humus.livejournal.com/4348485.html|https://www.usgs.gov/centers/eros/science/usgs-eros-archive-digital-maps-national-atlas|https://www.nps.gov/elca/planyourvisit/maps.htm|https://web.archive.org/web/20080731121053/|https://web.archive.org/web/20140617035533/|https://worldhist.org/|https://parks.canada.ca/culture/dfhd|https://web.archive.org/web/20070618054818/|https://web.archive.org/web/20130903064457/|https://reference.wolfram.com/language/ref/entity/HistoricalCountry.html|https://www.usgs.gov/programs/national-geospatial-program/small-scale-data|https://3.bp.blogspot.com/_bpt5AxEHutc/Stc8FJihCPI/AAAAAAAAAn0/GKH6RCf4Naw/s400/Liga_Federal_1815.png|https://ror.org/035dkdb55|https://www.historicplaces.ca/en/pages/register-repertoire.aspx|https://www.nps.gov/subjects/nationalregister/database-research.htm|https://www.westpoint.edu/research/centers-and-institutes/digital-history-center/digital-history-center-atlases|https://commons.wikimedia.org/wiki/File:Boundary_lines_of_British_Guiana_1896.jpg|https://commons.wikimedia.org/wiki/File:Expansi%C3%B3n_peninsular_de_la_Corona_de_Arag%C3%B3n.svg|https://web.archive.org/web/20200223223845/|http://geacron.com|https://map.runivers.ru/|https://www.historyonmaps.com/ColourSamples/Hundred_YearsPlus.html|http://www.conflicts.rem33.com/images/abkhazia/KARTEN/kaukaz%2019%20rus.JPG|https://web.archive.org/web/20170703195123/|https://www.loc.gov/item/llsl-v7/|https://web.archive.org/web/20200131011743/|https://web.archive.org/web/20200219191035/|https://web.archive.org/web/20200225221016/|https://www.globalsecurity.org/military/world/china/images/map-shang-no-date-2.jpg|https://web.archive.org/web/20190919153342/,fulltext,LOW,Found in PMCID PMC11822181
157,60,,autogrow4,40299468,NOT_FOUND,not_available,,No URLs found in fulltext
158,61,,sadphos library,40259822,NOT_FOUND,not_available,,No URLs found in fulltext
159,62,,kinase-focused interaction database,36447388,NOT_FOUND,not_available,,No URLs found in fulltext
