id,url,entity_long,entity_short,domain,is_live,status_code,total_score,base_score,title_bonus,likelihood,indicators_found,response_time_ms,error_message,meta_redirects,final_url,wayback_used,wayback_url,wayback_snapshot_date
"34791375, 39535037",https://www.immunesinglecell.org/,,disco,www.immunesinglecell.org,True,200.0,2,2,0,LOW,Content: data,4632.81,,0,https://disco.bii.a-star.edu.sg/,False,,
34648031,https://drugs.ncats.io,inxight drugs,,drugs.ncats.io,True,200.0,33,33,0,CRITICAL,Content: NIH; Content: gene; Content: sequence; Content: biological; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: curated; Content: data; Content: portal,536.47,,0,https://drugs.ncats.io/,False,,
38845051,https://yu.life.sjtu.edu.cn/ChenLab/RCDB,reproductive chemical database,,yu.life.sjtu.edu.cn,True,200.0,29,29,0,CRITICAL,Content: bioinformatics; Content: gene; Content: protein; Content: biological; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: curated; Content: data; Content: database,3512.62,,0,https://yu.life.sjtu.edu.cn/ChenLab/RCDB/,False,,
40179105,https://playbook-workflow-builder.cloud/,playbook workflow builder,,playbook-workflow-builder.cloud,True,200.0,4,4,0,LOW,Content: query; Content: data,433.47,,0,https://playbook-workflow-builder.cloud/graph/extend,False,,
40996709,https://geneloss.org/,gene loss db,,geneloss.org,True,200.0,20,20,0,CRITICAL,Title: gene; Content: resource; Content: platform; Content: search; Content: query; Content: browse; Content: submit; Content: curated; Content: data; Content: database,250.35,,0,https://geneloss.org/,False,,
39910485,https://sorfdb.computational.bio,sorfdb,,sorfdb.computational.bio,True,200.0,2,2,0,LOW,Content: data,126.62,,0,https://sorfdb.computational.bio/,False,,
38628370,https://kanphos.jp,kinase-associated neural phospho-signaling,,kanphos.jp,True,200.0,13,8,5,HIGH,Content: protein; Content: search; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,952.67,,0,https://kanphos.jp/,False,,
37605747,https://srampogu-ccdd-ccdd-8uldk8.streamlit.app/,curcumin chalcone derivatives database,,srampogu-ccdd-ccdd-8uldk8.streamlit.app,True,200.0,6,6,0,MEDIUM,Content: browse; Content: submit; Content: data,1439.77,,0,https://srampogu-ccdd-ccdd-8uldk8.streamlit.app/,False,,
37183478,http://compbio.fmph.uniba.sk/y-mtptm/,yeast mitochondrial posttranslational modification,,compbio.fmph.uniba.sk,True,200.0,48,43,5,CRITICAL,Content: UniProt; Content: browse database; Content: genome; Content: gene; Content: protein; Content: sequence; Content: molecular; Content: mutation; Content: expression; Content: search; Content: query; Content: browse; Content: download; Content: submit; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,432.72,,0,http://compbio.fmph.uniba.sk/y-mtptm/,False,,
40580317,https://coma.metabolomics.fgu.cas.cz,circadian ontogenetic metabolomics atlas,,coma.metabolomics.fgu.cas.cz,True,200.0,11,11,0,HIGH,Title: gene; Content: tool; Content: query; Content: download; Content: data,206.47,,0,https://coma.metabolomics.fgu.cas.cz/,False,,
38022697,https://edave.pum.edu.pl/,,edave,edave.pum.edu.pl,True,200.0,35,35,0,CRITICAL,Content: download data; Content: bioinformatics; Content: gene; Content: variant; Content: expression; Content: repository; Content: tool; Content: platform; Content: search; Content: browse; Content: download; Content: submit; Content: annotation; Content: data; Content: database,347.33,,0,https://edave.pum.edu.pl/,False,,
36932341,http://mare-mage.weebly.com/,mare-mage,,mare-mage.weebly.com,True,200.0,40,35,5,CRITICAL,Content: NCBI; Content: genomics; Content: genome; Title: gene; Content: sequence; Content: molecular; Content: collection; Content: tool; Content: platform; Content: search; Content: query; Content: curated; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,853.3,,0,https://mare-mage.weebly.com/,False,,
38709877,https://isomix.org/isovis/,isovis,,isomix.org,True,200.0,2,2,0,LOW,Content: data,814.64,,0,https://isomix.org/isovis/,False,,
36161321,https://ngdc.cncb.ac.cn/celltaxonomy,cell taxonomy,,ngdc.cncb.ac.cn,True,200.0,30,30,0,CRITICAL,Content: EBI; Content: NIH; Content: expression; Content: collection; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: data; Content: database,7525.65,,0,https://ngdc.cncb.ac.cn/celltaxonomy/,False,,
39874782,http://goosedb.com/,goose multi-omics database,,goosedb.com,True,200.0,12,7,5,HIGH,Title: genome; Title: resource; Content: data; ★ TITLE BONUS: 'resource' in page title,1146.07,,0,https://goosedb.com:443/,False,,
36318236,http://mhcmotifatlas.org/,mhc motif atlas,,mhcmotifatlas.org,True,200.0,11,11,0,HIGH,Content: bioinformatics; Content: tool; Content: search; Content: download; Content: data,377.48,,0,http://mhcmotifatlas.org/home,False,,
35690280,http://www.origin-gene.cn/database/exRNAdisease/,exrnadisease,,www.origin-gene.cn,True,200.0,21,21,0,CRITICAL,Content: genome; Content: expression; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: data; Content: database,787.62,,0,http://www.origin-gene.cn/database/exRNAdisease/,False,,
36512929,https://neist.res.in/osadhi/,,osadhi,neist.res.in,True,200.0,21,21,0,CRITICAL,Content: gene; Content: molecular; Content: repository; Content: tool; Content: platform; Content: search; Content: submit; Content: curated; Content: data; Content: database,1266.45,,0,https://neist.res.in/osadhi/,False,,
"37716955, 37897355",http://biocomp.chem.uw.edu.pl/A3D2/yeast,,a3d,biocomp.chem.uw.edu.pl,True,200.0,63,63,0,CRITICAL,Content: NCBI; Content: EBI; Content: NIH; Content: Ensembl; Content: UniProt; Content: proteomics; Content: bioinformatics; Content: gene; Content: protein; Content: sequence; Content: molecular; Content: biological; Content: mutation; Content: search; Content: query; Content: download; Content: submit; Content: annotation; Content: data; Content: database; Content: server,413.79,,0,https://biocomp.chem.uw.edu.pl/A3D2/yeast,False,,
35072601,https://cge.cbs.dtu.dk/services/ResFinder/,resfinder,,cge.cbs.dtu.dk,True,,32,32,0,CRITICAL,Content: genome; Content: gene; Content: sequence; Content: mutation; Content: archive; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: download; Content: curated; Content: data; Content: database; Content: server,,"Error: HTTPSConnectionPool(host='cge.cbs.dtu.dk', port=443): Max retries exceeded with url: /services/ResFi",0,https://cge.cbs.dtu.dk/services/ResFinder/,True,http://web.archive.org/web/20220901043921/https://cge.cbs.dtu.dk/services/ResFinder/,2022-09-01
37181287,https://crac.oncoatlas.ru/,clinical relevance of alterations in cancer,,crac.oncoatlas.ru,False,,0,0,0,VERY LOW,,,"Error: HTTPSConnectionPool(host='crac.oncoatlas.ru', port=443): Max retries exceeded with url: / (Caused by",0,https://crac.oncoatlas.ru/,False,,
38917415,https://ippidb.pasteur.fr/targetcentric/,protein interaction explorer,,ippidb.pasteur.fr,True,200.0,35,35,0,CRITICAL,Content: EBI; Content: NIH; Content: UniProt; Content: gene; Content: protein; Content: variant; Content: tool; Content: search; Content: query; Content: submit; Content: data; Content: database,521.44,,0,https://ippidb.pasteur.fr/targetcentric/,False,,
37216585,https://cupp.info/,conserved unique peptide patterns,,cupp.info,True,200.0,0,0,0,VERY LOW,,149.54,,0,https://cupp.info/,False,,
38050352,https://expression.plant.tools/,plant expression omnibus,,expression.plant.tools,True,200.0,27,27,0,CRITICAL,Title: gene; Content: protein; Content: sequence; Content: biological; Title: expression; Content: resource; Content: tool; Content: search; Content: query; Content: submit; Content: data,675.23,,0,https://peo.ku.dk/,False,,
40484097,http://funindb.lbqc.org,,funin,funindb.lbqc.org,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='funindb.lbqc.org', port=80): Max retries exceeded with url: / (Caused by Na",0,http://funindb.lbqc.org,False,,
36322519,https://theglobaljukebox.org/?songsofearth,global jukebox,,theglobaljukebox.org,True,200.0,11,11,0,HIGH,Content: collection; Content: search; Content: query; Content: browse; Content: data; Content: server,310.22,,0,https://theglobaljukebox.org/?songsofearth,False,,
36698975,http://cucume.cn/,,cucume,cucume.cn,True,200.0,24,24,0,CRITICAL,Content: genome; Content: gene; Content: sequence; Content: collection; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: data; Content: database,866.1,,0,http://cucume.cn/,False,,
36209954,https://pgx.zju.edu.cn/tsnadb/,tumor-specific neoantigen database,,pgx.zju.edu.cn,True,200.0,19,19,0,CRITICAL,Content: gene; Content: mutation; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: data; Content: database,2005.44,,0,https://pgx.zju.edu.cn/tsnadb/,False,,
36702059,https://aocd.swmd.co.in/,anti-obesity compound database,,aocd.swmd.co.in,True,200.0,8,3,5,MEDIUM,Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,556.61,,0,https://aocd.swmd.co.in/,False,,
38868205,https://discover.nci.nih.gov/SarcomaCellMinerCDB,sarcoma_cellminercdb,,discover.nci.nih.gov,True,200.0,32,32,0,CRITICAL,Content: NIH; Content: gene; Content: variant; Content: mutation; Content: collection; Content: resource; Content: tool; Content: search; Content: query; Content: download; Content: submit; Content: data; Content: database; Content: server,4236.54,,0,https://discover.nci.nih.gov/SarcomaCellMinerCDB/,False,,
38662570,https://cordax.switchlab.org/,,cordax,cordax.switchlab.org,True,200.0,0,0,0,VERY LOW,,228.52,,0,https://cordax.switchlab.org/,False,,
38444537,https://cosbi7.ee.ncku.edu.tw/Wolfberry/,wolfberry genome database,,cosbi7.ee.ncku.edu.tw,True,200.0,34,34,0,CRITICAL,Content: genome; Content: gene; Content: protein; Content: sequence; Content: molecular; Content: expression; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: annotation; Content: data; Content: database; Content: server,1410.38,,0,https://cosbi7.ee.ncku.edu.tw/Wolfberry/,False,,
35412637,https://epigenomegateway.wustl.edu/browser/,washu epigenome browser,,epigenomegateway.wustl.edu,True,,13,13,0,HIGH,Title: genome; Content: archive; Content: resource; Title: browse; Content: download; Content: data,,"Error: HTTPSConnectionPool(host='epigenomegateway.wustl.edu', port=443): Max retries exceeded with url: /br",0,https://epigenomegateway.wustl.edu/browser/,True,http://web.archive.org/web/20250828035317/http://epigenomegateway.wustl.edu/browser/,2025-08-28
38912260,https://chatgptmodel.shinyapps.io/sdcd/,smoking-diseases correlation database,,chatgptmodel.shinyapps.io,True,202.0,4,4,0,LOW,Content: query; Content: data,1303.88,,0,https://chatgptmodel.shinyapps.io/sdcd/,False,,
37294807,https://labs.wisc.edu/gelab/MASH_Explorer/MASHSoftware.php,mash native,,labs.wisc.edu,True,200.0,47,47,0,CRITICAL,Content: NCBI; Content: NIH; Content: Ensembl; Content: proteomics; Content: bioinformatics; Content: protein; Content: sequence; Content: molecular; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: download; Content: submit; Content: data; Content: database,1004.47,,0,https://labs.wisc.edu/gelab/MASH_Explorer/MASHNativeSoftware.php,False,,
35857806,https://eliot.moldiscovery.com,pocketome,,eliot.moldiscovery.com,True,200.0,3,3,0,LOW,Title: molecular,95.61,,0,https://eliot.moldiscovery.com/,False,,
35389344,http://protist.guru/,protist.guru,,protist.guru,True,200.0,25,20,5,CRITICAL,Content: gene; Title: expression; Title: tool; Content: platform; Content: search; Content: query; Content: browse; Content: submit; Content: data; ★ TITLE BONUS: 'tool' in page title,14050.27,,0,https://protists.sbs.ntu.edu.sg/,False,,
36520398,https://mage.genoscope.cns.fr/microscope,microscope,,mage.genoscope.cns.fr,True,200.0,54,49,5,CRITICAL,Content: download data; Content: genomics; Content: bioinformatics; Title: genome; Content: gene; Content: sequence; Content: molecular; Content: variant; Content: expression; Content: resource; Content: tool; Title: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Title: annotation; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,458.45,,0,https://mage.genoscope.cns.fr/microscope/home/index.php,False,,
37845745,https://api.naturalproducts.net,cheminformatics microservice,,api.naturalproducts.net,True,200.0,0,0,0,VERY LOW,,212.66,,0,https://api.naturalproducts.net/latest/docs,False,,
36170113,https://texmst.ibms.sinica.edu.tw/,,mane,texmst.ibms.sinica.edu.tw,True,200.0,48,48,0,CRITICAL,Content: NCBI; Content: EBI; Content: download data; Content: genome; Content: gene; Content: protein; Content: molecular; Content: expression; Content: collection; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: annotation; Content: data; Content: database,1273.94,,0,https://texmst.ibms.sinica.edu.tw/index.php,False,,
35134830,https://vivarium-collective.github.io,vivarium,,vivarium-collective.github.io,True,200.0,21,21,0,CRITICAL,Content: bioinformatics; Content: gene; Content: protein; Content: molecular; Content: biological; Content: repository; Content: tool; Content: data,174.99,,0,https://vivarium-collective.github.io/,False,,
37971305,http://db3.cistrome.org/browser,cistrome data browser,,db3.cistrome.org,False,,0,0,0,VERY LOW,,,"Error: HTTPSConnectionPool(host='db3.cistrome.org', port=443): Max retries exceeded with url: /browser (Cau",0,http://db3.cistrome.org/browser,False,,
39977983,http://cslodordatabase.7fx.cn/,atomevo-odor,,cslodordatabase.7fx.cn,True,200.0,0,0,0,VERY LOW,,667.11,,0,http://cslodordatabase.7fx.cn/,False,,
39407093,https://be-datahive.com/,be-datahive,,be-datahive.com,True,200.0,5,5,0,MEDIUM,Content: search; Title: data; Content: database,115.66,,0,https://be-datahive.com/,False,,
37114214,http://www.eccbase.net,eccbase,,www.eccbase.net,False,,0,0,0,VERY LOW,,,Timeout (20s),0,http://www.eccbase.net,False,,
34986601,http://bio.liclab.net/TF-Marker/,tf-marker,,bio.liclab.net,True,468.0,31,31,0,CRITICAL,Content: gene; Content: expression; Content: archive; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: curated; Content: annotation; Content: data; Content: database,2264.17,HTTP 468,0,http://www.licpathway.net/TF-Marker/,True,http://web.archive.org/web/20250613203139/https://bio.liclab.net/TF-Marker/,2025-06-13
38769057,https://reme.biodesign.ac.cn/,,reme,reme.biodesign.ac.cn,True,200.0,0,0,0,VERY LOW,,296.36,,0,https://reme.biodesign.ac.cn/,False,,
37646949,http://www.bchrom.csic.es,b-chrom,,www.bchrom.csic.es,True,200.0,27,22,5,CRITICAL,Content: genome; Content: gene; Content: molecular; Content: resource; Content: search; Content: query; Content: browse; Content: submit; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,619.38,,0,https://www.bchrom.csic.es/,False,,
38641811,http://39.106.7.26:8000/Drug-Online/,drug-online,,39.106.7.26:8000,True,,30,30,0,CRITICAL,Content: EBI; Title: bioinformatics; Content: protein; Content: sequence; Content: archive; Content: resource; Content: tool; Title: search; Content: query; Content: download; Content: submit; Content: data,,Timeout (20s),0,http://39.106.7.26:8000/Drug-Online/,True,http://web.archive.org/web/20240510104758/http://39.106.7.26:8000/Drug-Online/,2024-05-10
39526387,http://bio-bigdata.hrbmu.edu.cn/scDrugAct/,scdrugact,,bio-bigdata.hrbmu.edu.cn,True,,31,31,0,CRITICAL,Content: NIH; Content: bioinformatics; Content: gene; Content: expression; Content: archive; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: data; Content: database,,Timeout (20s),0,http://bio-bigdata.hrbmu.edu.cn/scDrugAct/,True,http://web.archive.org/web/20250423105651/http://bio-bigdata.hrbmu.edu.cn/scDrugAct/,2025-04-23
40269639,https://allergypred.charite.de/KNutsDB/,,knuts-db,allergypred.charite.de,False,,0,0,0,VERY LOW,,,Timeout (20s),0,https://allergypred.charite.de/KNutsDB/,False,,
40140766,https://methylmap.bioinf.be,methylmap,,methylmap.bioinf.be,True,200.0,8,8,0,MEDIUM,Content: tool; Content: browse; Content: download; Content: data,123.33,,0,https://methylmap.bioinf.be/,False,,
39526369,https://motus-db.org,,motus,motus-db.org,True,200.0,28,23,5,CRITICAL,Content: genomics; Title: genome; Content: gene; Title: collection; Content: tool; Content: search; Content: query; Content: download; Content: data; Content: database; Content: server; ★ TITLE BONUS: 'collection' in page title,181.32,,0,https://motus-db.org/,False,,
39588765,phi5.phi-base.org,phi-base,,,True,,11,11,0,HIGH,Content: gene; Content: archive; Content: resource; Content: download; Content: data,,Error: Invalid URL 'phi5.phi-base.org': No scheme supplied. Perhaps you meant https://phi5.phi-base.org?,0,phi5.phi-base.org,True,http://web.archive.org/web/20250420070417/http://phi5.phi-base.org/,2025-04-20
40466944,https://readretro.net,readretro web,,readretro.net,True,200.0,27,27,0,CRITICAL,Content: NCBI; Content: NIH; Content: Ensembl; Content: gene; Content: tool; Content: download; Content: submit; Content: data; Content: database,1137.05,,0,https://readretro.net/,False,,
37713619,https://idrblab.org/ttd/,therapeutic target database,,idrblab.org,True,200.0,8,3,5,MEDIUM,Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,2751.08,,1,https://ttd.idrblab.cn/,False,,
37994706,https://ophid.utoronto.ca/pathDIP,pathdip 5,,ophid.utoronto.ca,True,200.0,37,37,0,CRITICAL,Content: UniProt; Content: bioinformatics; Content: gene; Content: protein; Content: biological; Content: resource; Content: tool; Content: search; Content: browse; Content: download; Content: submit; Content: curated; Content: annotation; Content: data; Content: database; Content: portal,1054.15,,0,https://ophid.utoronto.ca/pathDIP/,False,,
37846051,https://ludvigla.github.io/semla/,,semla,ludvigla.github.io,True,200.0,17,17,0,CRITICAL,Content: bioinformatics; Content: gene; Content: tool; Content: search; Content: query; Content: download; Title: data; Content: server,166.9,,0,https://ludvigla.github.io/semla/,False,,
36847450,https://haptools.readthedocs.io,haptools,,haptools.readthedocs.io,True,200.0,34,29,5,CRITICAL,Content: genomics; Content: bioinformatics; Content: genome; Content: gene; Content: variant; Content: repository; Content: collection; Title: tool; Content: search; Content: query; Content: submit; Content: data; ★ TITLE BONUS: 'tool' in page title,288.75,,0,https://haptools.readthedocs.io/en/stable/,False,,
38613393,https://itol.embl.de,interactive tree of life,,itol.embl.de,True,200.0,15,15,0,CRITICAL,Content: gene; Content: tool; Content: search; Content: query; Content: browse; Content: annotation; Content: data,432.99,,0,https://itol.embl.de/,False,,
37467208,https://hyperbrowser.uio.no/hgsuite,hgsuite hyperbrowser,,hyperbrowser.uio.no,True,200.0,40,40,0,CRITICAL,Content: EBI; Content: genome; Content: gene; Content: sequence; Content: variant; Content: mutation; Content: expression; Content: repository; Content: archive; Content: tool; Content: search; Content: query; Title: browse; Content: download; Content: data; Content: server,415.73,,0,https://hyperbrowser.uio.no/hgsuite/,False,,
35639735,https://mmb.irbbarcelona.org/biobb-wfs,bioexcel building blocks workflows,,mmb.irbbarcelona.org,True,200.0,24,24,0,CRITICAL,Content: bioinformatics; Content: protein; Content: sequence; Content: molecular; Content: repository; Content: tool; Content: platform; Content: search; Content: query; Content: data,372.25,,0,https://mmb.irbbarcelona.org/biobb-wfs/,False,,
39470740,https://enhancer.lbl.gov,vista enhancer browser,,enhancer.lbl.gov,True,200.0,2,2,0,LOW,Title: browse,858.82,,0,https://enhancer.lbl.gov/,False,,
39673270,https://ngdc.cncb.ac.cn/iaa/home,immunosenescence inventory,,ngdc.cncb.ac.cn,True,200.0,3,3,0,LOW,Content: query; Content: server,1310.8,,0,https://ngdc.cncb.ac.cn/iaa/home,False,,
40433754,https://dpai.ccnu.edu.cn/digpesticide/,pesticide,,dpai.ccnu.edu.cn,True,200.0,4,4,0,LOW,Content: browse; Content: data,1322.97,,0,https://dpai.ccnu.edu.cn/digpesticide/,False,,
39525087,https://www.microsatellitesexplorer.com,microsatellites explorer,,www.microsatellitesexplorer.com,True,200.0,28,28,0,CRITICAL,Content: NCBI; Content: NIH; Content: genome; Content: sequence; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: data,474.16,,0,https://www.microsatellitesexplorer.com/,False,,
36243988,https://ngdc.cncb.ac.cn/braincatalog,brain catalog,,ngdc.cncb.ac.cn,True,200.0,0,0,0,VERY LOW,,444.6,,0,https://ngdc.cncb.ac.cn/braincatalog/,False,,
35411390,https://olida.ibsquare.be,oligogenic diseases database,,olida.ibsquare.be,True,200.0,25,25,0,CRITICAL,Content: search database; Content: gene; Content: variant; Content: tool; Content: search; Content: query; Content: browse; Content: submit; Content: curated; Content: data; Content: database,127.59,,0,https://olida.ibsquare.be/,False,,
"36416266, 39470701",https://mobidb.org/,,mobidb,mobidb.org,True,200.0,4,4,0,LOW,Content: browse; Content: data,1190.24,,0,https://mobidb.org/,False,,
37584946,https://analyst-suites.org/apps/phospho-analyst/,phospho-analyst,,analyst-suites.org,True,,43,43,0,CRITICAL,Content: proteomics; Content: bioinformatics; Content: gene; Content: protein; Content: molecular; Content: biological; Content: variant; Content: expression; Content: archive; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: data; Content: database,,Timeout (20s),0,https://analyst-suites.org/apps/phospho-analyst/,True,http://web.archive.org/web/20250714031816/https://analyst-suites.org/apps/phospho-analyst/,2025-07-14
34606616,https://huarc.net/database,,huardb,huarc.net,True,200.0,14,14,0,HIGH,Content: sequence; Content: collection; Content: search; Content: query; Content: download; Content: data; Content: database,1152.17,,0,https://huarc.net/v2/,False,,
36300618,http://dunbrack2.fccc.edu/protcad,protein common assembly database,,dunbrack2.fccc.edu,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='dunbrack2.fccc.edu', port=80): Max retries exceeded with url: /protcad (Cau",0,http://dunbrack2.fccc.edu/protcad,False,,
36724634,http://cheminfolab.in/databases/prodrug/,smprodrugs,,cheminfolab.in,True,200.0,0,0,0,VERY LOW,,229.58,,0,http://cheminfolab.in/databases/prodrug/,False,,
40181386,https://compbio.sjtu.edu.cn/services/clc-db,,clc-db,compbio.sjtu.edu.cn,True,200.0,29,29,0,CRITICAL,Content: NCBI; Content: NIH; Content: gene; Content: molecular; Content: collection; Content: resource; Content: tool; Content: search; Content: download; Content: data; Content: database,1545.0,,0,https://compbio.sjtu.edu.cn/services/clc-db,False,,
