name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles
SMART_CAPITALIZED,35900309,Fluorophore Labeling Of Proteins,0.0,,0.0,fluorophore labeling of proteins,0.0,1,https://www.fpbase.org/,200,,,,,,,,,,,fluorophore labeling of proteins,ok,
CAPITALIZED,35507258,IMEX,0.0,imex,0.0,,0.0,1,https://www.imexconsortium.org/,200,,,,,,,,,,,imex,ok,
SMART_CAPITALIZED,38702300,Era5,0.0,era5,0.0,,0.0,1,https://cds.climate.copernicus.eu/,200,,,,,,,,,,,era5,ok,
SMART_CAPITALIZED,35524130,Pathoyeastract,0.0,,0.0,pathoyeastract,0.0,1,http://pathoyeastract.org,200,,,,,,,,,,,pathoyeastract,ok,
CAPITALIZED,38769143,MZMINE,0.0,mzmine,0.0,,0.0,1,http://mzmine.github.io/,200,,,,,,,,,,,mzmine,review,
SMART_CAPITALIZED,35394655,Crystal Structure Database,0.0,,0.0,crystal structure database,0.0,1,https://www.ccdc.cam.ac.uk/,200,,,,,,,,,,,crystal structure database,ok,
CAPITALIZED,36967676,MMHCDB,0.0,mmhcdb,0.0,mouse models of human cancer database,0.0,1,http://tumor.informatics.jax.org/,200,,,,,,,,,,,mmhcdb,ok,
SMART_CAPITALIZED,34674164,Biodare2,0.0,,0.0,biodare2,0.0,1,https://biodare2.ed.ac.uk/,200,,,,,,,,,,,biodare2,ok,
SMART_CAPITALIZED,39442633,Carotenoids,0.0,,0.0,carotenoids,0.0,1,http://carotenoiddb.jp/,200,,,,,,,,,,,carotenoids,ok,
CAPITALIZED,36575445,NETACT,0.0,netact,0.0,,0.0,1,https://github.com/lusystemsbio/NetAct,200,,,,,,,,,,,netact,review,
SMART_CAPITALIZED,38787331,Protein Adsorption On Solid Surfaces,0.0,,0.0,protein adsorption on solid surfaces,0.0,1,https://bionanoinfo.com/bad/,200,,,,,,,,,,,protein adsorption on solid surfaces,ok,
"HTML_REMOVED,CAPITALIZED",34904611,KRAS,0.0,,0.0,kras</i,0.0,1,http://cancer.sanger.ac.uk/cosmic,200,,,,,,,,,,,kras</i,ok,
SMART_CAPITALIZED,37493333,Breast Cancer Proteome Portal,0.0,,0.0,breast cancer proteome portal,0.0,1,https://pdc.cancer.gov/,200,,,,,,,,,,,breast cancer proteome portal,ok,
CAPITALIZED,35037225,AGROLD,0.0,agrold,0.0,,0.0,1,http://www.agrold.org/,200,,,,,,,,,,,agrold,ok,
"PIPE_CLEANED,CAPITALIZED",39510367,HEAL,0.0,heal | impowr,0.0,,0.0,1,https://heal.nih.gov/data,200,,,,,,,,,,,heal | impowr,ok,
SMART_CAPITALIZED,37104266,Bookshelf,0.0,,0.0,bookshelf,0.0,1,https://www.ncbi.nlm.nih.gov/books/,200,,,,,,,,,,,bookshelf,ok,
"PIPE_CLEANED,CAPITALIZED",36449162,ATLAS,0.0,atlas | bs-,0.0,,0.0,1,https://www.mongodb.com/atlas/database,200,,,,,,,,,,,atlas | bs-,ok,
SMART_CAPITALIZED,36794865,Genomes Online Database,0.0,,0.0,genomes online database,0.0,1,https://gold.jgi.doe.gov/,200,,,,,,,,,,,genomes online database,ok,
CAPITALIZED,37614126,BOLD,0.0,bold,0.0,,0.0,1,https://www.boldsystems.org/,200,,,,,,,,,,,bold,ok,
SMART_CAPITALIZED,37646946,Chilean Plants Cytogenetic Database,0.0,,0.0,chilean plants cytogenetic database,0.0,1,http://www.chileanpcd.com/,200,,,,,,,,,,,chilean plants cytogenetic database,ok,
CAPITALIZED,38335132,IPTG,0.0,iptg,0.0,lactospanks,0.0,1,https://www.addgene.org/,200,,,,,,,,,,,iptg,ok,
SMART_CAPITALIZED,36008656,Candida Genome Database,0.0,,0.0,candida genome database,0.0,1,http://www.candidagenome.org/,200,,,,,,,,,,,candida genome database,ok,
CAPITALIZED,36107335,FPBASE,0.0,fpbase,0.0,,0.0,1,https://www.fpbase.org/,200,,,,,,,,,,,fpbase,ok,
CAPITALIZED,38909399,BRCA,0.0,brca,0.0,,0.0,1,https://brcaexchange.org/,200,,,,,,,,,,,brca,ok,
SMART_CAPITALIZED,37435391,Association Of Biomolecular Resource Facilities,0.0,,0.0,association of biomolecular resource facilities,0.0,1,https://coremarketplace.org/,200,,,,,,,,,,,association of biomolecular resource facilities,ok,
SMART_CAPITALIZED,40728623,Moonprot,0.0,,0.0,moonprot,0.0,1,http://www.moonlightingproteins.org,200,,,,,,,,,,,moonprot,ok,
"PIPE_CLEANED,DISAMBIGUATED,SMART_CAPITALIZED",36125864,Genome Taxonomy Database (gtdb),0.0,,0.0,genome taxonomy database | the genome taxonomy database,0.0,1,https://gtdb.ecogenomic.org/,200,,,,,,,,,,,genome taxonomy database | the genome taxonomy database,ok,
CAPITALIZED,40779104,CEDAR,0.0,cedar,0.0,cancer epitope database and analysis resource,0.0,1,https://cedar.iedb.org/,200,,,,,,,,,,,cedar,ok,
"PIPE_CLEANED,CAPITALIZED",40828275,BRAKER,0.0,braker | tsebra,0.0,,0.0,1,https://github.com/Gaius-Augustus/BRAKER,200,,,,,,,,,,,braker | tsebra,review,
SMART_CAPITALIZED,37697153,Bugsigdb,0.98630494,,0.98630494,bugsigdb,0.98630494,1,https://bugsigdb.org/,200,,,,,,,,,,,bugsigdb,ok,
SMART_CAPITALIZED,40129074,Insect-ep450db,0.9985097,,0.9985097,insect-ep450db,0.9985097,1,http://www.insectp450.net/,200,,,,,,,,,,,insect-ep450db,ok,
SMART_CAPITALIZED,36567525,Acinetobase,0.99827045,,0.99827045,acinetobase,0.99827045,1,https://acinetobase.vib.be/,200,,,,,,,,,,,acinetobase,ok,
SMART_CAPITALIZED,38050974,Argetgene,0.9971866,,0.9971866,argetgene,0.9971866,1,https://ngdc.cncb.ac.cn/targetgene/,200,,,,,,,,,,,argetgene,ok,
SMART_CAPITALIZED,37337836,Plant Ploidy Database,0.9971088,,0.9971088,plant ploidy database,0.9971088,1,http://ccdb.tau.ac.il/,200,,,,,,,,,,,plant ploidy database,ok,
SMART_CAPITALIZED,36725728,Sex-chrom,0.9891997,,0.9891997,sex-chrom,0.9891997,1,http://sexchrom.csic.es/,200,,,,,,,,,,,sex-chrom,ok,
SMART_CAPITALIZED,37480566,Drosophila Resource,0.9261247,,0.9261247,drosophila resource,0.9261247,1,http://flybase.org/,200,,,,,,,,,,,drosophila resource,ok,
SMART_CAPITALIZED,39216000,Observed T Cell Receptor Space,0.82833964,,0.82833964,observed t cell receptor space,0.82833964,1,http://opig.stats.ox.ac.uk/webapps/ots/,200,,,,,,,,,,,observed t cell receptor space,ok,
CAPITALIZED,36640942,CESIUM,0.57386976,cesium,0.57386976,,0.57386976,1,https://cesium.com/platform/cesium-ion/,200,,,,,,,,,,,cesium,ok,
"PIPE_CLEANED,SMART_CAPITALIZED",36307625,Crowd-5e,0.0,,0.0,crowd-5e | a croatian psycholinguistic database of affective norms for five discrete emotions,0.0,1,https://osf.io/35tbw/,200,,,,,,,,,,,crowd-5e | a croatian psycholinguistic database of affective norms for five discrete emotions,ok,
SMART_CAPITALIZED,38453963,Pearl-neuro,0.0,,0.0,pearl-neuro,0.0,1,https://openneuro.org/datasets/ds004796/versions/1.0.2,200,,,,,,,,,,,pearl-neuro,ok,
SMART_CAPITALIZED,35359334,Gene Expression Database,0.0,,0.0,gene expression database,0.0,1,https://www.ncbi.nlm.nih.gov/geo/,200,,,,,,,,,,,gene expression database,ok,
SMART_CAPITALIZED,39983713,Adiposetissue.org,0.0,,0.0,adiposetissue.org,0.0,1,https://adiposetissue.org/,200,,,,,,,,,,,adiposetissue.org,ok,
SMART_CAPITALIZED,35315058,Madagascar Terrestrial Camera Survey Database,0.0,,0.0,madagascar terrestrial camera survey database,0.0,1,https://doi.org/10.5281/zenodo.5801806,200,,,,,,,,,,,madagascar terrestrial camera survey database,ok,
SMART_CAPITALIZED,38825257,Lessons Learned Establishing The Palliative Care Research Cooperative's Qualitative Data Repository,0.0,,0.0,lessons learned establishing the palliative care research cooperative's qualitative data repository,0.0,1,https://qdr.syr.edu/,200,,,,,,,,,,,lessons learned establishing the palliative care research cooperative's qualitative data repository,ok,
SMART_CAPITALIZED,37367491,Global Impact Of Covid-19 Vaccines,0.0,,0.0,global impact of covid-19 vaccines,0.0,1,https://ourworldindata.org/covid-vaccinations,200,,,,,,,,,,,global impact of covid-19 vaccines,ok,
SMART_CAPITALIZED,39075025,Naturally Occurring Plant-based Anticancerous Candidates As Potential Erk2 Inhibitors,0.0,,0.0,naturally occurring plant-based anticancerous candidates as potential erk2 inhibitors,0.0,1,http://crdd.osdd.net/raghava/npact/,200,,,,,,,,,,,naturally occurring plant-based anticancerous candidates as potential erk2 inhibitors,ok,
"PIPE_CLEANED,SMART_CAPITALIZED",36537834,First Genome Sequence Resource Of,0.0,,0.0,first genome sequence resource of | causal agent of foxtail millet stinking smut disease,0.0,1,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA841014,200,,,,,,,,,,,first genome sequence resource of | causal agent of foxtail millet stinking smut disease,ok,
"PIPE_CLEANED,SMART_CAPITALIZED",36587236,Genome Sequence Resource Of,0.0,,0.0,genome sequence resource of | causative agent of apple replant disease,0.0,1,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA763768,200,,,,,,,,,,,genome sequence resource of | causative agent of apple replant disease,ok,
SMART_CAPITALIZED,35507259,Three-dimensional Structure Databases Of Biological Macromolecules,0.0,,0.0,three-dimensional structure databases of biological macromolecules,0.0,1,https://www.rcsb.org/,200,,,,,,,,,,,three-dimensional structure databases of biological macromolecules,ok,
SMART_CAPITALIZED,38505885,Genome Assembly And Annotation Of The Dark-branded Bushbrown Butterfly Mycalesis Mineus,0.0,,0.0,genome assembly and annotation of the dark-branded bushbrown butterfly mycalesis mineus,0.0,1,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA999358,200,,,,,,,,,,,genome assembly and annotation of the dark-branded bushbrown butterfly mycalesis mineus,ok,
CAPITALIZED,36311883,NCCIH,0.0,nccih,0.0,,0.0,1,https://www.nccih.nih.gov/,200,,,,,,,,,,,nccih,ok,
"PIPE_CLEANED,SMART_CAPITALIZED",39888724,Expression Of Concern,0.0,,0.0,expression of concern | disgenet | interaction database,0.0,1,https://www.disgenet.org/,200,,,,,,,,,,,expression of concern | disgenet | interaction database,ok,
CAPITALIZED,39102880,SEER,0.0,seer,0.0,,0.0,1,https://seer.cancer.gov/data/,200,,,,,,,,,,,seer,ok,
SMART_CAPITALIZED,37284942,Guinea Pig Preimplantation Embryos,0.0,,0.0,guinea pig preimplantation embryos,0.0,1,https://data.mendeley.com/datasets/8f5t6t72p3/1,200,,,,,,,,,,,guinea pig preimplantation embryos,ok,
SMART_CAPITALIZED,34762316,Ecotoxxplorer,0.0,,0.0,ecotoxxplorer,0.0,1,https://www.ecotoxxplorer.ca/,200,,,,,,,,,,,ecotoxxplorer,ok,
"PIPE_CLEANED,SMART_CAPITALIZED",40285727,Inkjet-printed Graphene Multielectrode Arrays,0.0,,0.0,inkjet-printed graphene multielectrode arrays | lt;i&gt;in,0.0,1,https://doi.org/10.6084/m9.figshare.24156378,200,,,,,,,,,,,inkjet-printed graphene multielectrode arrays | lt;i&gt;in,ok,
"PIPE_CLEANED,SMART_CAPITALIZED",38714759,Microbioraman,0.0,,0.0,microbioraman | an open-access web repository for microbiological raman spectroscopy data,0.0,1,https://www.ebi.ac.uk/biostudies/MicrobioRaman,200,,,,,,,,,,,microbioraman | an open-access web repository for microbiological raman spectroscopy data,ok,
SMART_CAPITALIZED,36695636,Mitelman Db,0.99341226,,0.99341226,mitelman db,0.99341226,1,https://mitelmandatabase.isb-cgc.org/,200,,,,,,,,,,,mitelman db,ok,
SMART_CAPITALIZED,36433993,Figshare,0.895198,,0.895198,figshare,0.895198,1,https://figshare.com/,200,,,,,,,,,,,figshare,ok,
CAPITALIZED,37142360,BFI,0.8906218,bfi,0.8906218,,0.8906218,1,https://www.bfi.org.uk/films-tv-people/,200,,,,,,,,,,,bfi,ok,
SMART_CAPITALIZED,39611775,Snpversity,0.8238702,,0.8238702,snpversity,0.8238702,1,https://www.maizegdb.org/snpversity,200,,,,,,,,,,,snpversity,ok,
CAPITALIZED,40173841,MZUSP,0.757348,mzusp,0.757348,,0.757348,1,http://www.mz.usp.br/,200,,,,,,,,,,,mzusp,ok,
"HTML_REMOVED,SMART_CAPITALIZED",40511584,Osteoevidence,0.74638486,,0.74638486,i>osteoevidence</i,0.74638486,1,https://www.osteoevidence.com/,200,,,,,,,,,,,i>osteoevidence</i,ok,
CAPITALIZED,37800393,ECN,0.688996,ecn,0.688996,,0.688996,1,https://www.ecn.ac.uk/data,200,,,,,,,,,,,ecn,ok,
SMART_CAPITALIZED,37602732,Oregon Biodiversity Genome Project,0.0,,0.0,oregon biodiversity genome project,0.0,1,https://obgp.org/,200,,,,,,,,,,,oregon biodiversity genome project,ok,
SMART_CAPITALIZED,38063370,Squeezemeta,0.0,,0.0,squeezemeta,0.0,1,https://github.com/jtamames/SqueezeMeta,200,,,,,,,,,,,squeezemeta,review,
"PIPE_CLEANED,CAPITALIZED",37769048,CINAHL,0.0,cinahl | rct,0.0,ptsd-repository | psycinfo,0.0,1,https://www.ebsco.com/products/research-databases/cinahl-database,200,,,,,,,,,,,cinahl | rct,ok,
"PIPE_CLEANED,SMART_CAPITALIZED",37261838,Its2,0.0,its2 | gag,0.0,,0.0,1,http://its2.bioapps.biozentrum.uni-wuerzburg.de/,200,,,,,,,,,,,its2 | gag,ok,
"PIPE_CLEANED,CAPITALIZED",36099978,STEMI,0.0,stemi | ncdr,0.0,,0.0,1,https://cvquality.acc.org/NCDR-Home/registries/hospital-registries/chest-pain-mi-registry,200,,,,,,,,,,,stemi | ncdr,ok,
SMART_CAPITALIZED,39558178,Genelab,0.0,,0.0,genelab,0.0,1,https://genelab.nasa.gov/,200,,,,,,,,,,,genelab,ok,
SMART_CAPITALIZED,38134877,Cellhint,0.0,,0.0,cellhint,0.0,1,https://github.com/Teichlab/CellHint,200,,,,,,,,,,,cellhint,review,
SMART_CAPITALIZED,40578340,Flysta3d-v2,0.0,,0.0,flysta3d-v2,0.0,1,https://db.cngb.org/stomics/flysta3d-v2/,200,,,,,,,,,,,flysta3d-v2,ok,
CAPITALIZED,36564505,TOPMED,0.0,topmed,0.0,metastaar | trans omics for precision medicine,0.0,1,https://topmed.nhlbi.nih.gov/,200,,,,,,,,,,,topmed,ok,
"CHARS_SANITIZED,NAME_RECOVERED_FROM_URL,CAPITALIZED",37269845,PBS,0.0,4·2,0.0,pharmaceutical benefits scheme,0.0,1,https://www.pbs.gov.au/pbs/home,200,,,,,,,,,,,4·2,ok,
SMART_CAPITALIZED,35124290,Mirbase,0.0,,0.0,mirbase,0.0,1,https://www.mirbase.org/,200,,,,,,,,,,,mirbase,ok,
CAPITALIZED,38042076,ARCGIS,0.0,arcgis,0.0,nature conservancy's northeast aquatic connectivity study which considered factors relating to river connectivity and watershed quality,0.0,1,https://www.arcgis.com/home/item.html?id=...,200,,,,,,,,,,,arcgis,ok,
SMART_CAPITALIZED,40239308,Titan-x,0.9658909,titan-x,0.9658909,,0.9658909,1,http://qphos.cancerbio.info/,200,,,,,,,,,,,titan-x,ok,
SMART_CAPITALIZED,39208229,Food Disaggregation Database,0.96453553,,0.96453553,food disaggregation database,0.96453553,1,https://cmnpd.org/,200,,,,,,,,,,,food disaggregation database,ok,
CAPITALIZED,38421866,CENGEN,0.0,cengen,0.0,neuronal gene expression map and network,0.0,1,https://cengen.org/,200,,,,,,,,,,,cengen,ok,
CAPITALIZED,37455222,CFDNA,0.0,cfdna,0.0,,0.0,1,http://finaledb.research.cchmc.org/,200,,,,,,,,,,,cfdna,ok,
SMART_CAPITALIZED,38733216,Its-1_5.8s_its-2,0.0,its-1_5.8s_its-2,0.0,its-2-rrna | primertc,0.0,1,http://its2.bioapps.biozentrum.uni-wuerzburg.de/,200,,,,,,,,,,,its-1_5.8s_its-2,ok,
"PIPE_CLEANED,CAPITALIZED",34424339,PFAM,0.0,pfam | lbd,0.0,,0.0,1,http://pfam.xfam.org/,200,,,,,,,,,,,pfam | lbd,ok,
CAPITALIZED,36095527,EPO,0.0,epo,0.0,,0.0,1,https://www.epo.org/searching-for-patents.html,200,,,,,,,,,,,epo,ok,
"PIPE_CLEANED,CAPITALIZED",37258857,SILVA,0.0,silva | rdp | gtdb,0.0,ribosomal database project | and genome taxonomy database,0.0,1,https://www.arb-silva.de/,200,,,,,,,,,,,silva | rdp | gtdb,ok,
"PIPE_CLEANED,CAPITALIZED",36996758,MIMIC,0.0,mimic | cms,0.0,,0.0,1,https://mimic.mit.edu/,200,,,,,,,,,,,mimic | cms,ok,
CAPITALIZED,38160287,PDB,0.0,pdb,0.0,alphafold | autodock,0.0,1,https://www.rcsb.org/,200,,,,,,,,,,,pdb,ok,
"PIPE_CLEANED,CAPITALIZED",38733902,KEGG,0.0,kegg | omim,0.0,,0.0,1,https://www.genome.jp/kegg/,200,,,,,,,,,,,kegg | omim,ok,
"PIPE_CLEANED,SMART_CAPITALIZED",37898683,Mrcmpsp,0.0,mrcmpsp | hqpso,0.0,,0.0,1,http://www.om-db.wi.tum.de/psplib/,200,,,,,,,,,,,mrcmpsp | hqpso,ok,
"DISAMBIGUATED,SMART_CAPITALIZED",35049120,Genome Taxonomy Database (gtdb),0.0,,0.0,genome taxonomy database,0.0,1,https://gtdb.ecogenomic.org/,200,,,,,,,,,,,genome taxonomy database,ok,
CAPITALIZED,39227745,TCGA,0.0,tcga,0.0,the cancer genome atlas,0.0,1,https://portal.gdc.cancer.gov/,200,,,,,,,,,,,tcga,ok,
"PIPE_CLEANED,CAPITALIZED",37540443,TCGA,0.0,tcga | cosmic | hpa | depmap,0.0,international cancer genome consortium | the cancer genome atlas | cbioportal | human protein atlas | gene expression profiling interactive analysis 2,0.0,1,https://depmap.org/portal/,200,,,,,,,,,,,tcga | cosmic | hpa | depmap,ok,
CAPITALIZED,37376953,IMFP,0.0,imfp,0.0,,0.0,1,https://www.nist.gov/srd/nist-standard-reference-database-71,200,,,,,,,,,,,imfp,ok,
CAPITALIZED,40393240,QSRR,0.0,qsrr,0.0,,0.0,1,https://qsardb.org/,200,,,,,,,,,,,qsrr,ok,
SMART_CAPITALIZED,40360756,Human Cell Atlas Adipose Bionetwork,0.0,,0.0,human cell atlas adipose bionetwork,0.0,1,https://www.humancellatlas.org/biological-networks/adipose-network/,200,,,,,,,,,,,human cell atlas adipose bionetwork,ok,
SMART_CAPITALIZED,36002881,Cell Transcriptome Atlas,0.0,,0.0,cell transcriptome atlas,0.0,1,https://www.humancellatlas.org/,200,,,,,,,,,,,cell transcriptome atlas,ok,
"PIPE_CLEANED,SMART_CAPITALIZED",39787917,Snomed-ct,0.0,snomed-ct | hpo | lkb,0.0,electronic health records | linked knowledge base,0.0,1,https://www.snomed.org/,200,,,,,,,,,,,snomed-ct | hpo | lkb,ok,
"PIPE_CLEANED,SMART_CAPITALIZED",38084013,Thermomutdb,0.0,,0.0,thermomutdb | fireprotdb | prothermdb,0.0,1,http://biosig.unimelb.edu.au/thermomutdb/,200,,,,,,,,,,,thermomutdb | fireprotdb | prothermdb,ok,
"PIPE_CLEANED,SMART_CAPITALIZED",39870154,Global Strategy For Plant Conservation,0.0,,0.0,global strategy for plant conservation | national cryogenebank facility at icar-nbpgr,0.0,1,http://www.nbpgr.ernet.in/,200,,,,,,,,,,,global strategy for plant conservation | national cryogenebank facility at icar-nbpgr,ok,
CAPITALIZED,38477530,PFAS,0.0,pfas,0.0,,0.0,1,https://comptox.epa.gov/dashboard/chemical-lists/PFASMASTER,200,,,,,,,,,,,pfas,ok,
SMART_CAPITALIZED,37659415,Brassitol,0.0,,0.0,brassitol,0.0,1,https://brassitol.vercel.app/,200,,,,,,,,,,,brassitol,ok,
CAPITALIZED,35612145,MII,0.0,mii,0.0,german medical informatics initiative,0.0,1,https://www.medizininformatik-initiative.de/,200,,,,,,,,,,,mii,ok,
SMART_CAPITALIZED,38594221,South American Mycorrhizal Database,0.0,,0.0,south american mycorrhizal database,0.0,1,https://southmycorrhizas.org/,200,,,,,,,,,,,south american mycorrhizal database,ok,
"PIPE_CLEANED,CAPITALIZED",36529941,PRIDE,0.0,pride | jpost | iprox,0.0,proteomexchange | peptideatlas | panorama,0.0,1,https://www.ebi.ac.uk/pride/,200,,,,,,,,,,,pride | jpost | iprox,ok,
"PIPE_CLEANED,CAPITALIZED",40658718,RGC,0.0,rgc | mea,0.0,,0.0,1,https://jpostdb.org/,200,,,,,,,,,,,rgc | mea,ok,
"PIPE_CLEANED,CAPITALIZED",36628764,RCA,0.0,rca | tmb,0.0,,0.0,1,https://friendsofcancerresearch.org/tmb/,200,,,,,,,,,,,rca | tmb,ok,
SMART_CAPITALIZED,39316855,Mirna-125a-5p,0.0,,0.0,mirna-125a-5p,0.0,1,https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0000443,200,,,,,,,,,,,mirna-125a-5p,ok,
SMART_CAPITALIZED,36270040,Metalpdb,0.0,,0.0,metalpdb,0.0,1,https://metalpdb.cerm.unifi.it/,200,,,,,,,,,,,metalpdb,ok,
CAPITALIZED,35385607,HMF,0.0,hmf,0.0,,0.0,1,https://www.hartwigmedicalfoundation.nl/en/data/,200,,,,,,,,,,,hmf,ok,
CAPITALIZED,39186704,DMD,0.0,dmd,0.0,,0.0,1,http://www.dmd.nl/,200,,,,,,,,,,,dmd,ok,
SMART_CAPITALIZED,37499306,Hpv6,0.0,hpv6,0.0,,0.0,1,https://pave.niaid.nih.gov/,200,,,,,,,,,,,hpv6,ok,
CAPITALIZED,37450164,INTACT,0.0,intact,0.0,,0.0,1,https://www.ebi.ac.uk/intact/,200,,,,,,,,,,,intact,ok,
SMART_CAPITALIZED,37646947,Floraweb,0.0,,0.0,floraweb,0.0,1,https://www.floraweb.de/,200,,,,,,,,,,,floraweb,ok,
"PIPE_CLEANED,SMART_CAPITALIZED",37024526,Swaveform,0.0,,0.0,swaveform | human genome diversity project,0.0,1,https://github.com/comp-bio/SWaveform,200,,,,,,,,,,,swaveform | human genome diversity project,review,
SMART_CAPITALIZED,39547804,National Institutes Of Health,0.0,,0.0,national institutes of health,0.0,1,https://www.nih.gov/,200,,,,,,,,,,,national institutes of health,ok,
SMART_CAPITALIZED,39646166,Steinhardt Museum Of Natural History In Tel Aviv University Holds An Interesting Collection Of Orthopterans With A Focus On Local Endemics,0.0,,0.0,steinhardt museum of natural history in tel aviv university holds an interesting collection of orthopterans with a focus on local endemics,0.0,1,https://smnh.tau.ac.il/en/,200,,,,,,,,,,,steinhardt museum of natural history in tel aviv university holds an interesting collection of orthopterans with a focus on local endemics,ok,
"DISAMBIGUATED,SMART_CAPITALIZED",36910227,Citespace (cluster),0.0,,0.0,citespace,0.0,1,http://cluster.cis.drexel.edu/~cchen/citespace/,200,,,,,,,,,,,citespace,ok,
SMART_CAPITALIZED,40121539,Genome Aggregate Database,0.0,,0.0,genome aggregate database,0.0,1,https://gnomad.broadinstitute.org/,200,,,,,,,,,,,genome aggregate database,ok,
