ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,name_modification_flags
34864908,RCSB,0.89457923,rcsb,0.89457923,,0.89457923,1,https://www.rcsb.org/,,,,,,,,,,,,rcsb,CAPITALIZED
38927512,genecarna,0.6879092,,0.6879092,genecarna,0.6879092,1,https://www.genecards.org/genecarna,,,,,,,,,,,,genecarna,
36352543,ANZUP,0.6877836,anzup,0.6877836,,0.6877836,1,https://anzup.org.au,,,,,,,,,,,,anzup,CAPITALIZED
37459490,VHL,0.64228594,vhl,0.64228594,,0.64228594,1,http://www.cancer-genetics.org/VHL.htm,,,,,,,,,,,,vhl,CAPITALIZED
40380393,bioportal,0.6194457,,0.6194457,bioportal,0.6194457,1,https://bioportal.bioontology.org,,,,,,,,,,,,bioportal,
35612078,i2b2,0.5841747,i2b2,0.5841747,,0.5841747,1,https://www.i2b2.org,,,,,,,,,,,,i2b2,
35325185,DAVID,0.0,david,0.0,,0.0,1,https://davidbioinformatics.nih.gov,,,,,,,,,,,,david,CAPITALIZED
37259264,scliverdb,0.0,,0.0,scliverdb,0.0,1,http://bioinfo.life.hust.edu.cn/liverdb,,,,,,,,,,,,scliverdb,
38688470,national sleep research resource,0.0,,0.0,national sleep research resource,0.0,1,https://sleepdata.org,,,,,,,,,,,,national sleep research resource,
39704901,ukbiobank,0.0,,0.0,ukbiobank,0.0,1,https://www.ukbiobank.ac.uk,,,,,,,,,,,,ukbiobank,
36002623,peekbank,0.0,,0.0,peekbank,0.0,1,https://peekbank.stanford.edu,,,,,,,,,,,,peekbank,
35396615,chicago face database,0.0,,0.0,chicago face database,0.0,1,https://www.chicagofaces.org,,,,,,,,,,,,chicago face database,
40262894,mprabase,0.0,,0.0,mprabase,0.0,1,http://www.mprabase.com,,,,,,,,,,,,mprabase,
40033715,proceed,0.0,proceed,0.0,phenotypic rates of change evolutionary and ecological database,0.0,1,https://proceeddatabase.weebly.com,,,,,,,,,,,,proceed,
35037202,gramene,0.0,,0.0,gramene,0.0,1,https://www.gramene.org,,,,,,,,,,,,gramene,
35612084,snomed ct,0.0,snomed ct,0.0,,0.0,1,https://www.snomed.org,,,,,,,,,,,,snomed ct,
36318248,REBASE,0.0,rebase,0.0,,0.0,1,https://rebase.neb.com/rebase/rebase.html,,,,,,,,,,,,rebase,CAPITALIZED
36286319,intenzydb,0.0,,0.0,intenzydb,0.0,1,https://intenzydb.accre.vanderbilt.edu,,,,,,,,,,,,intenzydb,
40219973,plantpan,0.0,,0.0,plantpan,0.0,1,http://PlantPAN.itps.ncku.edu.tw,,,,,,,,,,,,plantpan,
37091248,fishget,0.0,,0.0,fishget,0.0,1,http://bioinfo.ihb.ac.cn/fishget,,,,,,,,,,,,fishget,
37864541,world asellidae database,0.0,,0.0,world asellidae database,0.0,1,http://douro.univ-lyon1.fr/asellidae/,,,,,,,,,,,,world asellidae database,
37258747,human gut cell atlas,0.0,,0.0,human gut cell atlas,0.0,1,https://www.gutcellatlas.org,,,,,,,,,,,,human gut cell atlas,
38521211,dw-allen,0.0,dw-allen,0.0,dw-allen atlas,0.0,1,https://portal.brain-map.org/,,,,,,,,,,,,dw-allen,
35883475,pdbbind,0.0,,0.0,pdbbind,0.0,1,http://www.pdbbind.org.cn/,,,,,,,,,,,,pdbbind,
39996130,neurodegenerative disease knowledge portal,0.0,,0.0,neurodegenerative disease knowledge portal,0.0,1,https://ndkp.hugeamp.org/,,,,,,,,,,,,neurodegenerative disease knowledge portal,
38275308,elegans-based,0.0,,0.0,elegans</i>-based,0.0,1,http://www.wormbase.org/,,,,,,,,,,,,elegans</i>-based,HTML_REMOVED
35900309,fluorophore labeling of proteins,0.0,,0.0,fluorophore labeling of proteins,0.0,1,https://www.fpbase.org/,,,,,,,,,,,,fluorophore labeling of proteins,
35507258,IMEX,0.0,imex,0.0,,0.0,1,https://www.imexconsortium.org/,,,,,,,,,,,,imex,CAPITALIZED
38702300,era5,0.0,era5,0.0,,0.0,1,https://cds.climate.copernicus.eu/,,,,,,,,,,,,era5,
38112483,nmrshiftdb2,0.0,,0.0,nmrshiftdb2 | nmrshiftdb,0.0,1,https://nmrshiftdb.nmr.uni-koeln.de/,,,,,,,,,,,,nmrshiftdb2 | nmrshiftdb,PIPE_CLEANED
35524130,pathoyeastract,0.0,,0.0,pathoyeastract,0.0,1,http://pathoyeastract.org,,,,,,,,,,,,pathoyeastract,
39325614,pscadapt,0.0,,0.0,pscadapt,0.0,1,https://github.com/open-data-lab/psc-adapt,,,,,,,,,,,,pscadapt,
35377469,teromol,0.0,,0.0,teromol,0.0,1,http://teromol.qmclab.com/,,,,,,,,,,,,teromol,
38769143,MZMINE,0.0,mzmine,0.0,,0.0,1,http://mzmine.github.io/,,,,,,,,,,,,mzmine,CAPITALIZED
39621301,NPTAGM,0.0,nptagm,0.0,,0.0,1,https://github.com/wang-lin-lab/NPtagM,,,,,,,,,,,,nptagm,CAPITALIZED
38015708,zjut-eifd,0.0,zjut-eifd,0.0,,0.0,1,https://github.com/yeyupiaoling/ZJUT-EIFD,,,,,,,,,,,,zjut-eifd,
40522748,malaysian natural product,0.0,,0.0,malaysian natural product,0.0,1,http://mynp.lectin.my/,,,,,,,,,,,,malaysian natural product,
35394655,crystal structure database,0.0,,0.0,crystal structure database,0.0,1,https://www.ccdc.cam.ac.uk/,,,,,,,,,,,,crystal structure database,
38900906,multispecies ovary tissue histology electronic repository,0.0,,0.0,multispecies ovary tissue histology electronic repository,0.0,1,http://mother-db.org,,,,,,,,,,,,multispecies ovary tissue histology electronic repository,
36967676,MMHCDB,0.0,mmhcdb,0.0,mouse models of human cancer database,0.0,1,http://tumor.informatics.jax.org/,,,,,,,,,,,,mmhcdb,CAPITALIZED
34133301,lscidmr,0.0,lscidmr,0.0,,0.0,1,https://github.com/zheng-xin-zhang/LSCIDMR,,,,,,,,,,,,lscidmr,
35313008,camoevo,0.0,,0.0,camoevo | an open,0.0,1,https://github.com/CamoEvo,,,,,,,,,,,,camoevo | an open,PIPE_CLEANED
34674164,biodare2,0.0,,0.0,biodare2,0.0,1,https://biodare2.ed.ac.uk/,,,,,,,,,,,,biodare2,
37738189,metnetcomp,0.0,,0.0,metnetcomp,0.0,1,http://metnetcomp.github.io/,,,,,,,,,,,,metnetcomp,
37771003,MMIP,0.0,mmip,0.0,microbiome metabolome integration platform,0.0,1,http://www.mmip.top/,,,,,,,,,,,,mmip,CAPITALIZED
39442633,carotenoids,0.0,,0.0,carotenoids,0.0,1,http://carotenoiddb.jp/,,,,,,,,,,,,carotenoids,
36575445,NETACT,0.0,netact,0.0,,0.0,1,https://github.com/lusystemsbio/NetAct,,,,,,,,,,,,netact,CAPITALIZED
38787331,protein adsorption on solid surfaces,0.0,,0.0,protein adsorption on solid surfaces,0.0,1,https://bionanoinfo.com/bad/,,,,,,,,,,,,protein adsorption on solid surfaces,
34904611,KRAS,0.0,,0.0,kras</i,0.0,1,http://cancer.sanger.ac.uk/cosmic,,,,,,,,,,,,kras</i,"HTML_REMOVED,CAPITALIZED"
37493333,breast cancer proteome portal,0.0,,0.0,breast cancer proteome portal,0.0,1,https://pdc.cancer.gov/,,,,,,,,,,,,breast cancer proteome portal,
35037225,AGROLD,0.0,agrold,0.0,,0.0,1,http://www.agrold.org/,,,,,,,,,,,,agrold,CAPITALIZED
39117154,circadipy,0.0,,0.0,circadipy | an open,0.0,1,https://github.com/circadipy/circadipy,,,,,,,,,,,,circadipy | an open,PIPE_CLEANED
39510367,HEAL,0.0,heal | impowr,0.0,,0.0,1,https://heal.nih.gov/data,,,,,,,,,,,,heal | impowr,"PIPE_CLEANED,CAPITALIZED"
37692080,metapep,0.0,,0.0,metapep,0.0,1,http://metapep.thebiglab.org/,,,,,,,,,,,,metapep,
35169263,ALMA,0.0,alma,0.0,,0.0,1,http://alma.inaf.cl/en/home/,,,,,,,,,,,,alma,CAPITALIZED
38217648,annogesic,0.0,,0.0,annogesic,0.0,1,https://github.com/Fabian-St/ANNOgesic,,,,,,,,,,,,annogesic,
39102448,COPS,0.0,cops,0.0,,0.0,1,http://cops.biol.univ.wroc.pl/,,,,,,,,,,,,cops,CAPITALIZED
39151939,maize genetics and genomics database,0.0,,0.0,maize genetics and genomics database | maizegdb | the maize genetics and genomics database,0.0,1,https://www.maizegdb.org/,,,,,,,,,,,,maize genetics and genomics database | maizegdb | the maize genetics and genomics database,PIPE_CLEANED
36792822,sednterp,0.0,sednterp,0.0,,0.0,1,http://www.jphilo.mailou.net/sednterp/,,,,,,,,,,,,sednterp,
37612031,human skin cell atlas,0.0,,0.0,human skin cell atlas,0.0,1,https://skins.cellatlas.io/,,,,,,,,,,,,human skin cell atlas,
37104266,bookshelf,0.0,,0.0,bookshelf,0.0,1,https://www.ncbi.nlm.nih.gov/books/,,,,,,,,,,,,bookshelf,
37497729,atacannor,0.0,,0.0,atacannor,0.0,1,https://github.com/SILin7/AtacAnnoR,,,,,,,,,,,,atacannor,
36449162,ATLAS,0.0,atlas | bs-,0.0,,0.0,1,https://www.mongodb.com/atlas/database,,,,,,,,,,,,atlas | bs-,"PIPE_CLEANED,CAPITALIZED"
37105065,MOF,0.0,mof,0.0,,0.0,1,https://mof.tech.northwestern.edu/,,,,,,,,,,,,mof,CAPITALIZED
37563883,DEBBIE,0.0,debbie,0.0,,0.0,1,https://debbie.global/,,,,,,,,,,,,debbie,CAPITALIZED
36892262,asgard+,0.0,asgard+ | asgard,0.0,,0.0,1,https://asgard.rc.ufl.edu/,,,,,,,,,,,,asgard+ | asgard,PIPE_CLEANED
39579797,ATFDB,0.0,atfdb,0.0,,0.0,1,http://atfdb.insect-genome.com/,,,,,,,,,,,,atfdb,CAPITALIZED
36794865,genomes online database,0.0,,0.0,genomes online database,0.0,1,https://gold.jgi.doe.gov/,,,,,,,,,,,,genomes online database,
37614126,BOLD,0.0,bold,0.0,,0.0,1,https://www.boldsystems.org/,,,,,,,,,,,,bold,CAPITALIZED
37646940,peatmoss,0.0,,0.0,peatmoss,0.0,1,https://zenodo.org/record/7765173,,,,,,,,,,,,peatmoss,
37646946,chilean plants cytogenetic database,0.0,,0.0,chilean plants cytogenetic database,0.0,1,http://www.chileanpcd.com/,,,,,,,,,,,,chilean plants cytogenetic database,
38335132,IPTG,0.0,iptg,0.0,lactospanks,0.0,1,https://www.addgene.org/,,,,,,,,,,,,iptg,CAPITALIZED
35680954,silkworm,0.0,,0.0,silkworm,0.0,1,http://silkworm.genomics.org.cn/,,,,,,,,,,,,silkworm,
36008656,candida genome database,0.0,,0.0,candida genome database,0.0,1,http://www.candidagenome.org/,,,,,,,,,,,,candida genome database,
36107335,FPBASE,0.0,fpbase,0.0,,0.0,1,https://www.fpbase.org/,,,,,,,,,,,,fpbase,CAPITALIZED
38581422,hyganno,0.0,,0.0,hyganno,0.0,1,https://github.com/kullrich/hyganno,,,,,,,,,,,,hyganno,
35124463,disintegrindb,0.0,,0.0,disintegrindb,0.0,1,http://disintegrins.biol.univ.wroc.pl/,,,,,,,,,,,,disintegrindb,
38909399,BRCA,0.0,brca,0.0,,0.0,1,https://brcaexchange.org/,,,,,,,,,,,,brca,CAPITALIZED
33798067,JRDB,0.0,jrdb,0.0,,0.0,1,https://jrdb.cvcv.hanyang.edu.kr/,,,,,,,,,,,,jrdb,CAPITALIZED
35796973,mosquito small rna genomics,0.0,,0.0,mosquito small rna genomics,0.0,1,https://laulab.bu.edu/msrg/,,,,,,,,,,,,mosquito small rna genomics,
37435391,association of biomolecular resource facilities,0.0,,0.0,association of biomolecular resource facilities,0.0,1,https://coremarketplace.org/,,,,,,,,,,,,association of biomolecular resource facilities,
40728623,moonprot,0.0,,0.0,moonprot,0.0,1,http://www.moonlightingproteins.org,,,,,,,,,,,,moonprot,
36125864,genome taxonomy database (gtdb),0.0,,0.0,genome taxonomy database | the genome taxonomy database,0.0,1,https://gtdb.ecogenomic.org/,,,,,,,,,,,,genome taxonomy database | the genome taxonomy database,"PIPE_CLEANED,DISAMBIGUATED"
40779104,CEDAR,0.0,cedar,0.0,cancer epitope database and analysis resource,0.0,1,https://cedar.iedb.org/,,,,,,,,,,,,cedar,CAPITALIZED
40828275,BRAKER,0.0,braker | tsebra,0.0,,0.0,1,https://github.com/Gaius-Augustus/BRAKER,,,,,,,,,,,,braker | tsebra,"PIPE_CLEANED,CAPITALIZED"
40582613,cppsite3,0.0,,0.0,cppsite3 | cppsite,0.0,1,https://cppsite.org/,,,,,,,,,,,,cppsite3 | cppsite,PIPE_CLEANED
38567644,LCDB,0.0,lcdb,0.0,,0.0,1,http://lcdb.biocuckoo.org/,,,,,,,,,,,,lcdb,CAPITALIZED
37697153,bugsigdb,0.98630494,,0.98630494,bugsigdb,0.98630494,1,https://bugsigdb.org/,,,,,,,,,,,,bugsigdb,
40129074,insect-ep450db,0.9985097,,0.9985097,insect-ep450db,0.9985097,1,http://www.insectp450.net/,,,,,,,,,,,,insect-ep450db,
36567525,acinetobase,0.99827045,,0.99827045,acinetobase,0.99827045,1,https://acinetobase.vib.be/,,,,,,,,,,,,acinetobase,
39460195,i-phaos,0.99814624,,0.99814624,i-phaos,0.99814624,1,https://pharos.nih.gov/,,,,,,,,,,,,i-phaos,
38050974,argetgene,0.9971866,,0.9971866,argetgene,0.9971866,1,https://ngdc.cncb.ac.cn/targetgene/,,,,,,,,,,,,argetgene,
37337836,plant ploidy database,0.9971088,,0.9971088,plant ploidy database,0.9971088,1,http://ccdb.tau.ac.il/,,,,,,,,,,,,plant ploidy database,
39780493,oatomics,0.99636304,,0.99636304,oatomics,0.99636304,1,http://oatomics.com/,,,,,,,,,,,,oatomics,
37932399,metlin-ccs,0.9932375,metlin-ccs,0.9932375,,0.9932375,1,https://metlin.scripps.edu/landing_page.php?pgcontent=mainPage,,,,,,,,,,,,metlin-ccs,
36725728,sex-chrom,0.9891997,,0.9891997,sex-chrom,0.9891997,1,http://sexchrom.csic.es/,,,,,,,,,,,,sex-chrom,
35108094,ocean genome legacy,0.97541,,0.97541,ocean genome legacy,0.97541,1,https://www.northeastern.edu/ogl/,,,,,,,,,,,,ocean genome legacy,
37646939,bifloraexplorer,0.94226116,,0.94226116,bifloraexplorer,0.94226116,1,https://github.com/R-0-0/BIFloraExplorer,,,,,,,,,,,,bifloraexplorer,
37480566,drosophila resource,0.9261247,,0.9261247,drosophila resource,0.9261247,1,http://flybase.org/,,,,,,,,,,,,drosophila resource,
38450904,saliva omics database,0.9066916,,0.9066916,saliva omics database,0.9066916,1,http://www.salivaomics.org/,,,,,,,,,,,,saliva omics database,
39216000,observed t cell receptor space,0.82833964,,0.82833964,observed t cell receptor space,0.82833964,1,http://opig.stats.ox.ac.uk/webapps/ots/,,,,,,,,,,,,observed t cell receptor space,
36063461,wildsoydb datahub,0.705826,,0.705826,wildsoydb datahub,0.705826,1,https://wildsoydb.org/,,,,,,,,,,,,wildsoydb datahub,
36640942,CESIUM,0.57386976,cesium,0.57386976,,0.57386976,1,https://cesium.com/platform/cesium-ion/,,,,,,,,,,,,cesium,CAPITALIZED
37383745,yoga dataset,0.44219694,,0.44219694,yoga dataset,0.44219694,1,https://www.kaggle.com/datasets/niharika41298/yoga-poses-dataset,,,,,,,,,,,,yoga dataset,
39240227,university of north carolina cancer survivorship cohort,0.0,,0.0,university of north carolina cancer survivorship cohort,0.0,1,https://unclineberger.org/unccsc/,,,,,,,,,,,,university of north carolina cancer survivorship cohort,
36307625,crowd-5e,0.0,,0.0,crowd-5e | a croatian psycholinguistic database of affective norms for five discrete emotions,0.0,1,https://osf.io/35tbw/,,,,,,,,,,,,crowd-5e | a croatian psycholinguistic database of affective norms for five discrete emotions,PIPE_CLEANED
38453963,pearl-neuro,0.0,,0.0,pearl-neuro,0.0,1,https://openneuro.org/datasets/ds004796/versions/1.0.2,,,,,,,,,,,,pearl-neuro,
37503835,covid19db,0.0,,0.0,covid19db,0.0,1,http://www.covid19db.org/,,,,,,,,,,,,covid19db,
39126359,block copolymer phase behavior database,0.0,,0.0,block copolymer phase behavior database,0.0,1,https://mdf.ncsa.illinois.edu/,,,,,,,,,,,,block copolymer phase behavior database,
35359334,gene expression database,0.0,,0.0,gene expression database,0.0,1,https://www.ncbi.nlm.nih.gov/geo/,,,,,,,,,,,,gene expression database,
37769837,scepitools,0.0,,0.0,scepitools,0.0,1,http://health.tsinghua.edu.cn/scepitools,,,,,,,,,,,,scepitools,
39983713,adiposetissue.org,0.0,,0.0,adiposetissue.org,0.0,1,https://adiposetissue.org/,,,,,,,,,,,,adiposetissue.org,
36609142,PUGTDB,0.0,pugtdb,0.0,,0.0,1,http://www.pugtdb.org/,,,,,,,,,,,,pugtdb,CAPITALIZED
35315058,madagascar terrestrial camera survey database,0.0,,0.0,madagascar terrestrial camera survey database,0.0,1,https://doi.org/10.5281/zenodo.5801806,,,,,,,,,,,,madagascar terrestrial camera survey database,
40214971,dinosource,0.0,,0.0,dinosource | a comprehensive database of dinoflagellate genomic resources,0.0,1,http://dinosource.org/,,,,,,,,,,,,dinosource | a comprehensive database of dinoflagellate genomic resources,PIPE_CLEANED
38825257,lessons learned establishing the palliative care research cooperative's qualitative data repository,0.0,,0.0,lessons learned establishing the palliative care research cooperative's qualitative data repository,0.0,1,https://qdr.syr.edu/,,,,,,,,,,,,lessons learned establishing the palliative care research cooperative's qualitative data repository,
37367491,global impact of covid-19 vaccines,0.0,,0.0,global impact of covid-19 vaccines,0.0,1,https://ourworldindata.org/covid-vaccinations,,,,,,,,,,,,global impact of covid-19 vaccines,
40154847,standard for artificial intelligence benchmarking,0.0,,0.0,standard for artificial intelligence benchmarking,0.0,1,https://mlcommons.org/en/,,,,,,,,,,,,standard for artificial intelligence benchmarking,
38419327,bamboobase,0.0,,0.0,bamboobase | a comprehensive database of bamboo omics and systematics,0.0,1,http://bamboo.bamboogdb.org/,,,,,,,,,,,,bamboobase | a comprehensive database of bamboo omics and systematics,PIPE_CLEANED
39075025,naturally occurring plant-based anticancerous candidates as potential erk2 inhibitors,0.0,,0.0,naturally occurring plant-based anticancerous candidates as potential erk2 inhibitors,0.0,1,http://crdd.osdd.net/raghava/npact/,,,,,,,,,,,,naturally occurring plant-based anticancerous candidates as potential erk2 inhibitors,
39600198,host-pathogen interaction databases,0.0,,0.0,host-pathogen interaction databases,0.0,1,https://hpidb.igbb.msstate.edu/,,,,,,,,,,,,host-pathogen interaction databases,
39927895,deep learning for antimicrobial peptides,0.0,,0.0,deep learning for antimicrobial peptides,0.0,1,http://dbaasp.org,,,,,,,,,,,,deep learning for antimicrobial peptides,
38863005,QUANDB,0.0,quandb,0.0,,0.0,1,http://quandb.org,,,,,,,,,,,,quandb,CAPITALIZED
36537834,first genome sequence resource of,0.0,,0.0,first genome sequence resource of | causal agent of foxtail millet stinking smut disease,0.0,1,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA841014,,,,,,,,,,,,first genome sequence resource of | causal agent of foxtail millet stinking smut disease,PIPE_CLEANED
36587236,genome sequence resource of,0.0,,0.0,genome sequence resource of | causative agent of apple replant disease,0.0,1,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA763768,,,,,,,,,,,,genome sequence resource of | causative agent of apple replant disease,PIPE_CLEANED
35915959,fungalroot,0.0,,0.0,fungalroot,0.0,1,https://fungalroot.life.illinois.edu/,,,,,,,,,,,,fungalroot,
35867230,sequencing data analysis on the maser platform,0.0,,0.0,sequencing data analysis on the maser platform,0.0,1,https://cell-innovation.nig.ac.jp/maser/,,,,,,,,,,,,sequencing data analysis on the maser platform,
35507259,three-dimensional structure databases of biological macromolecules,0.0,,0.0,three-dimensional structure databases of biological macromolecules,0.0,1,https://www.rcsb.org/,,,,,,,,,,,,three-dimensional structure databases of biological macromolecules,
38505885,genome assembly and annotation of the dark-branded bushbrown butterfly mycalesis mineus,0.0,,0.0,genome assembly and annotation of the dark-branded bushbrown butterfly mycalesis mineus,0.0,1,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA999358,,,,,,,,,,,,genome assembly and annotation of the dark-branded bushbrown butterfly mycalesis mineus,
37031828,japan monkey centre primates brain imaging repository of high-resolution postmortem magnetic resonance imaging,0.0,,0.0,japan monkey centre primates brain imaging repository of high-resolution postmortem magnetic resonance imaging,0.0,1,http://jmc-primates-brain.com/,,,,,,,,,,,,japan monkey centre primates brain imaging repository of high-resolution postmortem magnetic resonance imaging,
36966359,rice gene index,0.0,,0.0,rice gene index,0.0,1,https://riceome.hzau.edu.cn/,,,,,,,,,,,,rice gene index,
36311883,NCCIH,0.0,nccih,0.0,,0.0,1,https://www.nccih.nih.gov/,,,,,,,,,,,,nccih,CAPITALIZED
37394145,allen brain atlas,0.0,,0.0,allen brain atlas,0.0,1,https://alleninstitute.org/brain-atlases/mouse-brain-atlas/,,,,,,,,,,,,allen brain atlas,
36971993,fishsct,0.0,,0.0,fishsct,0.0,1,http://fishsct.ihb.ac.cn/,,,,,,,,,,,,fishsct,
35612174,covid-19 data exchange platform of the german university medicine,0.0,,0.0,covid-19 data exchange platform of the german university medicine,0.0,1,https://codex.netzwerk-universitaetsmedizin.de/,,,,,,,,,,,,covid-19 data exchange platform of the german university medicine,
39888724,expression of concern,0.0,,0.0,expression of concern | disgenet | interaction database,0.0,1,https://www.disgenet.org/,,,,,,,,,,,,expression of concern | disgenet | interaction database,PIPE_CLEANED
39102880,SEER,0.0,seer,0.0,,0.0,1,https://seer.cancer.gov/data/,,,,,,,,,,,,seer,CAPITALIZED
36809643,multimodal 3d mouse brain atlas,0.0,,0.0,multimodal 3d mouse brain atlas,0.0,1,https://ebrains.eu/service/mouse-brain-atlas,,,,,,,,,,,,multimodal 3d mouse brain atlas,
37284942,guinea pig preimplantation embryos,0.0,,0.0,guinea pig preimplantation embryos,0.0,1,https://data.mendeley.com/datasets/8f5t6t72p3/1,,,,,,,,,,,,guinea pig preimplantation embryos,
40070311,regulatory network,0.0,,0.0,regulatory network,0.0,1,http://regnetworkweb.org/,,,,,,,,,,,,regulatory network,
34762316,ecotoxxplorer,0.0,,0.0,ecotoxxplorer,0.0,1,https://www.ecotoxxplorer.ca/,,,,,,,,,,,,ecotoxxplorer,
37777465,ILABDB,0.0,ilabdb,0.0,,0.0,1,http://www.ilabdb.com/,,,,,,,,,,,,ilabdb,CAPITALIZED
38384129,RLKDB,0.0,rlkdb,0.0,,0.0,1,http://rlkdb.public.pombase.org,,,,,,,,,,,,rlkdb,CAPITALIZED
37417838,atlas of tumor metabolism uncovers gene-metabolite interactions,0.0,,0.0,atlas of tumor metabolism uncovers gene-metabolite interactions,0.0,1,https://camp.thekrumsieklab.com/,,,,,,,,,,,,atlas of tumor metabolism uncovers gene-metabolite interactions,
39368085,nbatlas,0.0,,0.0,nbatlas,0.0,1,https://nbatlas.org/,,,,,,,,,,,,nbatlas,
40285727,inkjet-printed graphene multielectrode arrays,0.0,,0.0,inkjet-printed graphene multielectrode arrays | lt;i&gt;in,0.0,1,https://doi.org/10.6084/m9.figshare.24156378,,,,,,,,,,,,inkjet-printed graphene multielectrode arrays | lt;i&gt;in,PIPE_CLEANED
40728618,benchmarking platform for assessing protein language models on function-related prediction tasks,0.0,,0.0,benchmarking platform for assessing protein language models on function-related prediction tasks,0.0,1,https://github.com/faezrah/PROBE,,,,,,,,,,,,benchmarking platform for assessing protein language models on function-related prediction tasks,
39352375,melting point database for organometallic compounds,0.0,,0.0,melting point database for organometallic compounds,0.0,1,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01053,,,,,,,,,,,,melting point database for organometallic compounds,
35633312,ivenomdb,0.0,,0.0,ivenomdb,0.0,1,http://www.ivenomdb.org/,,,,,,,,,,,,ivenomdb,
36535428,regulatory network,0.0,,0.0,regulatory network | structure-function analysis,0.0,1,http://regnetworkweb.org/,,,,,,,,,,,,regulatory network | structure-function analysis,PIPE_CLEANED
38714759,microbioraman,0.0,,0.0,microbioraman | an open-access web repository for microbiological raman spectroscopy data,0.0,1,https://www.ebi.ac.uk/biostudies/MicrobioRaman,,,,,,,,,,,,microbioraman | an open-access web repository for microbiological raman spectroscopy data,PIPE_CLEANED
39042485,dielectric ceramics database automatically constructed by data mining in the literature,0.0,,0.0,dielectric ceramics database automatically constructed by data mining in the literature,0.0,1,https://doi.org/10.1021/acs.jcim.0c01053,,,,,,,,,,,,dielectric ceramics database automatically constructed by data mining in the literature,
36787439,DIPEX,0.99766004,dipex,0.99766004,,0.99766004,1,https://www.healthtalk.org/,,,,,,,,,,,,dipex,CAPITALIZED
36280721,ISPI,0.9941899,ispi,0.9941899,,0.9941899,1,http://wiki.pestinfo.org/wiki/Main_Page,,,,,,,,,,,,ispi,CAPITALIZED
36695636,mitelman db,0.99341226,,0.99341226,mitelman db,0.99341226,1,https://mitelmandatabase.isb-cgc.org/,,,,,,,,,,,,mitelman db,
35129172,glyco@expasy,0.9895914,,0.9895914,glyco@expasy,0.9895914,1,https://www.expasy.org/resources/search/keywords:glyco,,,,,,,,,,,,glyco@expasy,
35816925,goed clinical study database,0.9714111,,0.9714111,goed clinical study database,0.9714111,1,https://goedomega3.com/clinical-study-database,,,,,,,,,,,,goed clinical study database,
38937480,mopredascentury,0.9357025,,0.9357025,mopredascentury,0.9357025,1,https://doi.org/10.1038/s41597-020-00726-7,,,,,,,,,,,,mopredascentury,
36433993,figshare,0.895198,,0.895198,figshare,0.895198,1,https://figshare.com/,,,,,,,,,,,,figshare,
