ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,name_modification_flags,url_validation
36125864,genome taxonomy database (gtdb),0.0,,0.0,genome taxonomy database | the genome taxonomy database,0.0,1,https://gtdb.ecogenomic.org/,200,,,,,,,,,,,genome taxonomy database | the genome taxonomy database,"PIPE_CLEANED,DISAMBIGUATED",ok
40779104,CEDAR,0.0,cedar,0.0,cancer epitope database and analysis resource,0.0,1,https://cedar.iedb.org/,200,,,,,,,,,,,cedar,CAPITALIZED,ok
40828275,BRAKER,0.0,braker | tsebra,0.0,,0.0,1,https://github.com/Gaius-Augustus/BRAKER,200,,,,,,,,,,,braker | tsebra,"PIPE_CLEANED,CAPITALIZED",review
37697153,bugsigdb,0.98630494,,0.98630494,bugsigdb,0.98630494,1,https://bugsigdb.org/,200,,,,,,,,,,,bugsigdb,,ok
40129074,insect-ep450db,0.9985097,,0.9985097,insect-ep450db,0.9985097,1,http://www.insectp450.net/,200,,,,,,,,,,,insect-ep450db,,ok
36567525,acinetobase,0.99827045,,0.99827045,acinetobase,0.99827045,1,https://acinetobase.vib.be/,200,,,,,,,,,,,acinetobase,,ok
38050974,argetgene,0.9971866,,0.9971866,argetgene,0.9971866,1,https://ngdc.cncb.ac.cn/targetgene/,200,,,,,,,,,,,argetgene,,ok
37337836,plant ploidy database,0.9971088,,0.9971088,plant ploidy database,0.9971088,1,http://ccdb.tau.ac.il/,200,,,,,,,,,,,plant ploidy database,,ok
36725728,sex-chrom,0.9891997,,0.9891997,sex-chrom,0.9891997,1,http://sexchrom.csic.es/,200,,,,,,,,,,,sex-chrom,,ok
37480566,drosophila resource,0.9261247,,0.9261247,drosophila resource,0.9261247,1,http://flybase.org/,200,,,,,,,,,,,drosophila resource,,ok
39216000,observed t cell receptor space,0.82833964,,0.82833964,observed t cell receptor space,0.82833964,1,http://opig.stats.ox.ac.uk/webapps/ots/,200,,,,,,,,,,,observed t cell receptor space,,ok
36640942,CESIUM,0.57386976,cesium,0.57386976,,0.57386976,1,https://cesium.com/platform/cesium-ion/,200,,,,,,,,,,,cesium,CAPITALIZED,ok
36307625,crowd-5e,0.0,,0.0,crowd-5e | a croatian psycholinguistic database of affective norms for five discrete emotions,0.0,1,https://osf.io/35tbw/,200,,,,,,,,,,,crowd-5e | a croatian psycholinguistic database of affective norms for five discrete emotions,PIPE_CLEANED,ok
38453963,pearl-neuro,0.0,,0.0,pearl-neuro,0.0,1,https://openneuro.org/datasets/ds004796/versions/1.0.2,200,,,,,,,,,,,pearl-neuro,,ok
35359334,gene expression database,0.0,,0.0,gene expression database,0.0,1,https://www.ncbi.nlm.nih.gov/geo/,200,,,,,,,,,,,gene expression database,,ok
39983713,adiposetissue.org,0.0,,0.0,adiposetissue.org,0.0,1,https://adiposetissue.org/,200,,,,,,,,,,,adiposetissue.org,,ok
35315058,madagascar terrestrial camera survey database,0.0,,0.0,madagascar terrestrial camera survey database,0.0,1,https://doi.org/10.5281/zenodo.5801806,200,,,,,,,,,,,madagascar terrestrial camera survey database,,ok
38825257,lessons learned establishing the palliative care research cooperative's qualitative data repository,0.0,,0.0,lessons learned establishing the palliative care research cooperative's qualitative data repository,0.0,1,https://qdr.syr.edu/,200,,,,,,,,,,,lessons learned establishing the palliative care research cooperative's qualitative data repository,,ok
37367491,global impact of covid-19 vaccines,0.0,,0.0,global impact of covid-19 vaccines,0.0,1,https://ourworldindata.org/covid-vaccinations,200,,,,,,,,,,,global impact of covid-19 vaccines,,ok
39075025,naturally occurring plant-based anticancerous candidates as potential erk2 inhibitors,0.0,,0.0,naturally occurring plant-based anticancerous candidates as potential erk2 inhibitors,0.0,1,http://crdd.osdd.net/raghava/npact/,200,,,,,,,,,,,naturally occurring plant-based anticancerous candidates as potential erk2 inhibitors,,ok
36537834,first genome sequence resource of,0.0,,0.0,first genome sequence resource of | causal agent of foxtail millet stinking smut disease,0.0,1,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA841014,200,,,,,,,,,,,first genome sequence resource of | causal agent of foxtail millet stinking smut disease,PIPE_CLEANED,ok
36587236,genome sequence resource of,0.0,,0.0,genome sequence resource of | causative agent of apple replant disease,0.0,1,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA763768,200,,,,,,,,,,,genome sequence resource of | causative agent of apple replant disease,PIPE_CLEANED,ok
35507259,three-dimensional structure databases of biological macromolecules,0.0,,0.0,three-dimensional structure databases of biological macromolecules,0.0,1,https://www.rcsb.org/,200,,,,,,,,,,,three-dimensional structure databases of biological macromolecules,,ok
38505885,genome assembly and annotation of the dark-branded bushbrown butterfly mycalesis mineus,0.0,,0.0,genome assembly and annotation of the dark-branded bushbrown butterfly mycalesis mineus,0.0,1,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA999358,200,,,,,,,,,,,genome assembly and annotation of the dark-branded bushbrown butterfly mycalesis mineus,,ok
36311883,NCCIH,0.0,nccih,0.0,,0.0,1,https://www.nccih.nih.gov/,200,,,,,,,,,,,nccih,CAPITALIZED,ok
39888724,expression of concern,0.0,,0.0,expression of concern | disgenet | interaction database,0.0,1,https://www.disgenet.org/,200,,,,,,,,,,,expression of concern | disgenet | interaction database,PIPE_CLEANED,ok
39102880,SEER,0.0,seer,0.0,,0.0,1,https://seer.cancer.gov/data/,200,,,,,,,,,,,seer,CAPITALIZED,ok
37284942,guinea pig preimplantation embryos,0.0,,0.0,guinea pig preimplantation embryos,0.0,1,https://data.mendeley.com/datasets/8f5t6t72p3/1,200,,,,,,,,,,,guinea pig preimplantation embryos,,ok
34762316,ecotoxxplorer,0.0,,0.0,ecotoxxplorer,0.0,1,https://www.ecotoxxplorer.ca/,200,,,,,,,,,,,ecotoxxplorer,,ok
40285727,inkjet-printed graphene multielectrode arrays,0.0,,0.0,inkjet-printed graphene multielectrode arrays | lt;i&gt;in,0.0,1,https://doi.org/10.6084/m9.figshare.24156378,200,,,,,,,,,,,inkjet-printed graphene multielectrode arrays | lt;i&gt;in,PIPE_CLEANED,ok
38714759,microbioraman,0.0,,0.0,microbioraman | an open-access web repository for microbiological raman spectroscopy data,0.0,1,https://www.ebi.ac.uk/biostudies/MicrobioRaman,200,,,,,,,,,,,microbioraman | an open-access web repository for microbiological raman spectroscopy data,PIPE_CLEANED,ok
36695636,mitelman db,0.99341226,,0.99341226,mitelman db,0.99341226,1,https://mitelmandatabase.isb-cgc.org/,200,,,,,,,,,,,mitelman db,,ok
36433993,figshare,0.895198,,0.895198,figshare,0.895198,1,https://figshare.com/,200,,,,,,,,,,,figshare,,ok
37142360,BFI,0.8906218,bfi,0.8906218,,0.8906218,1,https://www.bfi.org.uk/films-tv-people/,200,,,,,,,,,,,bfi,CAPITALIZED,ok
39611775,snpversity,0.8238702,,0.8238702,snpversity,0.8238702,1,https://www.maizegdb.org/snpversity,200,,,,,,,,,,,snpversity,,ok
40173841,MZUSP,0.757348,mzusp,0.757348,,0.757348,1,http://www.mz.usp.br/,200,,,,,,,,,,,mzusp,CAPITALIZED,ok
40511584,osteoevidence,0.74638486,,0.74638486,i>osteoevidence</i,0.74638486,1,https://www.osteoevidence.com/,200,,,,,,,,,,,i>osteoevidence</i,HTML_REMOVED,ok
37800393,ECN,0.688996,ecn,0.688996,,0.688996,1,https://www.ecn.ac.uk/data,200,,,,,,,,,,,ecn,CAPITALIZED,ok
37602732,oregon biodiversity genome project,0.0,,0.0,oregon biodiversity genome project,0.0,1,https://obgp.org/,200,,,,,,,,,,,oregon biodiversity genome project,,ok
38063370,squeezemeta,0.0,,0.0,squeezemeta,0.0,1,https://github.com/jtamames/SqueezeMeta,200,,,,,,,,,,,squeezemeta,,review
37769048,CINAHL,0.0,cinahl | rct,0.0,ptsd-repository | psycinfo,0.0,1,https://www.ebsco.com/products/research-databases/cinahl-database,200,,,,,,,,,,,cinahl | rct,"PIPE_CLEANED,CAPITALIZED",ok
37261838,its2,0.0,its2 | gag,0.0,,0.0,1,http://its2.bioapps.biozentrum.uni-wuerzburg.de/,200,,,,,,,,,,,its2 | gag,PIPE_CLEANED,ok
36099978,STEMI,0.0,stemi | ncdr,0.0,,0.0,1,https://cvquality.acc.org/NCDR-Home/registries/hospital-registries/chest-pain-mi-registry,200,,,,,,,,,,,stemi | ncdr,"PIPE_CLEANED,CAPITALIZED",ok
39558178,genelab,0.0,,0.0,genelab,0.0,1,https://genelab.nasa.gov/,200,,,,,,,,,,,genelab,,ok
38134877,cellhint,0.0,,0.0,cellhint,0.0,1,https://github.com/Teichlab/CellHint,200,,,,,,,,,,,cellhint,,review
40578340,flysta3d-v2,0.0,,0.0,flysta3d-v2,0.0,1,https://db.cngb.org/stomics/flysta3d-v2/,200,,,,,,,,,,,flysta3d-v2,,ok
36564505,TOPMED,0.0,topmed,0.0,metastaar | trans omics for precision medicine,0.0,1,https://topmed.nhlbi.nih.gov/,200,,,,,,,,,,,topmed,CAPITALIZED,ok
37269845,PBS,0.0,4·2,0.0,pharmaceutical benefits scheme,0.0,1,https://www.pbs.gov.au/pbs/home,200,,,,,,,,,,,4·2,"CHARS_SANITIZED,NAME_RECOVERED_FROM_URL,CAPITALIZED",ok
35124290,mirbase,0.0,,0.0,mirbase,0.0,1,https://www.mirbase.org/,200,,,,,,,,,,,mirbase,,ok
38042076,ARCGIS,0.0,arcgis,0.0,nature conservancy's northeast aquatic connectivity study which considered factors relating to river connectivity and watershed quality,0.0,1,https://www.arcgis.com/home/item.html?id=...,200,,,,,,,,,,,arcgis,CAPITALIZED,ok
40239308,titan-x,0.9658909,titan-x,0.9658909,,0.9658909,1,http://qphos.cancerbio.info/,200,,,,,,,,,,,titan-x,,ok
39208229,food disaggregation database,0.96453553,,0.96453553,food disaggregation database,0.96453553,1,https://cmnpd.org/,200,,,,,,,,,,,food disaggregation database,,ok
38421866,CENGEN,0.0,cengen,0.0,neuronal gene expression map and network,0.0,1,https://cengen.org/,200,,,,,,,,,,,cengen,CAPITALIZED,ok
37455222,CFDNA,0.0,cfdna,0.0,,0.0,1,http://finaledb.research.cchmc.org/,200,,,,,,,,,,,cfdna,CAPITALIZED,ok
38733216,its-1_5.8s_its-2,0.0,its-1_5.8s_its-2,0.0,its-2-rrna | primertc,0.0,1,http://its2.bioapps.biozentrum.uni-wuerzburg.de/,200,,,,,,,,,,,its-1_5.8s_its-2,,ok
34424339,PFAM,0.0,pfam | lbd,0.0,,0.0,1,http://pfam.xfam.org/,200,,,,,,,,,,,pfam | lbd,"PIPE_CLEANED,CAPITALIZED",ok
36095527,EPO,0.0,epo,0.0,,0.0,1,https://www.epo.org/searching-for-patents.html,200,,,,,,,,,,,epo,CAPITALIZED,ok
37258857,SILVA,0.0,silva | rdp | gtdb,0.0,ribosomal database project | and genome taxonomy database,0.0,1,https://www.arb-silva.de/,200,,,,,,,,,,,silva | rdp | gtdb,"PIPE_CLEANED,CAPITALIZED",ok
36996758,MIMIC,0.0,mimic | cms,0.0,,0.0,1,https://mimic.mit.edu/,200,,,,,,,,,,,mimic | cms,"PIPE_CLEANED,CAPITALIZED",ok
38160287,PDB,0.0,pdb,0.0,alphafold | autodock,0.0,1,https://www.rcsb.org/,200,,,,,,,,,,,pdb,CAPITALIZED,ok
38733902,KEGG,0.0,kegg | omim,0.0,,0.0,1,https://www.genome.jp/kegg/,200,,,,,,,,,,,kegg | omim,"PIPE_CLEANED,CAPITALIZED",ok
37898683,mrcmpsp,0.0,mrcmpsp | hqpso,0.0,,0.0,1,http://www.om-db.wi.tum.de/psplib/,200,,,,,,,,,,,mrcmpsp | hqpso,PIPE_CLEANED,ok
35049120,genome taxonomy database (gtdb),0.0,,0.0,genome taxonomy database,0.0,1,https://gtdb.ecogenomic.org/,200,,,,,,,,,,,genome taxonomy database,DISAMBIGUATED,ok
39227745,TCGA,0.0,tcga,0.0,the cancer genome atlas,0.0,1,https://portal.gdc.cancer.gov/,200,,,,,,,,,,,tcga,CAPITALIZED,ok
37540443,TCGA,0.0,tcga | cosmic | hpa | depmap,0.0,international cancer genome consortium | the cancer genome atlas | cbioportal | human protein atlas | gene expression profiling interactive analysis 2,0.0,1,https://depmap.org/portal/,200,,,,,,,,,,,tcga | cosmic | hpa | depmap,"PIPE_CLEANED,CAPITALIZED",ok
37376953,IMFP,0.0,imfp,0.0,,0.0,1,https://www.nist.gov/srd/nist-standard-reference-database-71,200,,,,,,,,,,,imfp,CAPITALIZED,ok
40393240,QSRR,0.0,qsrr,0.0,,0.0,1,https://qsardb.org/,200,,,,,,,,,,,qsrr,CAPITALIZED,ok
40360756,human cell atlas adipose bionetwork,0.0,,0.0,human cell atlas adipose bionetwork,0.0,1,https://www.humancellatlas.org/biological-networks/adipose-network/,200,,,,,,,,,,,human cell atlas adipose bionetwork,,ok
36002881,cell transcriptome atlas,0.0,,0.0,cell transcriptome atlas,0.0,1,https://www.humancellatlas.org/,200,,,,,,,,,,,cell transcriptome atlas,,ok
39787917,snomed-ct,0.0,snomed-ct | hpo | lkb,0.0,electronic health records | linked knowledge base,0.0,1,https://www.snomed.org/,200,,,,,,,,,,,snomed-ct | hpo | lkb,PIPE_CLEANED,ok
38084013,thermomutdb,0.0,,0.0,thermomutdb | fireprotdb | prothermdb,0.0,1,http://biosig.unimelb.edu.au/thermomutdb/,200,,,,,,,,,,,thermomutdb | fireprotdb | prothermdb,PIPE_CLEANED,ok
39870154,global strategy for plant conservation,0.0,,0.0,global strategy for plant conservation | national cryogenebank facility at icar-nbpgr,0.0,1,http://www.nbpgr.ernet.in/,200,,,,,,,,,,,global strategy for plant conservation | national cryogenebank facility at icar-nbpgr,PIPE_CLEANED,ok
38477530,PFAS,0.0,pfas,0.0,,0.0,1,https://comptox.epa.gov/dashboard/chemical-lists/PFASMASTER,200,,,,,,,,,,,pfas,CAPITALIZED,ok
37659415,brassitol,0.0,,0.0,brassitol,0.0,1,https://brassitol.vercel.app/,200,,,,,,,,,,,brassitol,,ok
35612145,MII,0.0,mii,0.0,german medical informatics initiative,0.0,1,https://www.medizininformatik-initiative.de/,200,,,,,,,,,,,mii,CAPITALIZED,ok
38594221,south american mycorrhizal database,0.0,,0.0,south american mycorrhizal database,0.0,1,https://southmycorrhizas.org/,200,,,,,,,,,,,south american mycorrhizal database,,ok
36529941,PRIDE,0.0,pride | jpost | iprox,0.0,proteomexchange | peptideatlas | panorama,0.0,1,https://www.ebi.ac.uk/pride/,200,,,,,,,,,,,pride | jpost | iprox,"PIPE_CLEANED,CAPITALIZED",ok
40658718,RGC,0.0,rgc | mea,0.0,,0.0,1,https://jpostdb.org/,200,,,,,,,,,,,rgc | mea,"PIPE_CLEANED,CAPITALIZED",ok
36628764,RCA,0.0,rca | tmb,0.0,,0.0,1,https://friendsofcancerresearch.org/tmb/,200,,,,,,,,,,,rca | tmb,"PIPE_CLEANED,CAPITALIZED",ok
39316855,mirna-125a-5p,0.0,,0.0,mirna-125a-5p,0.0,1,https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0000443,200,,,,,,,,,,,mirna-125a-5p,,ok
36270040,metalpdb,0.0,,0.0,metalpdb,0.0,1,https://metalpdb.cerm.unifi.it/,200,,,,,,,,,,,metalpdb,,ok
35385607,HMF,0.0,hmf,0.0,,0.0,1,https://www.hartwigmedicalfoundation.nl/en/data/,200,,,,,,,,,,,hmf,CAPITALIZED,ok
39186704,DMD,0.0,dmd,0.0,,0.0,1,http://www.dmd.nl/,200,,,,,,,,,,,dmd,CAPITALIZED,ok
37499306,hpv6,0.0,hpv6,0.0,,0.0,1,https://pave.niaid.nih.gov/,200,,,,,,,,,,,hpv6,,ok
37450164,INTACT,0.0,intact,0.0,,0.0,1,https://www.ebi.ac.uk/intact/,200,,,,,,,,,,,intact,CAPITALIZED,ok
37646947,floraweb,0.0,,0.0,floraweb,0.0,1,https://www.floraweb.de/,200,,,,,,,,,,,floraweb,,ok
37024526,swaveform,0.0,,0.0,swaveform | human genome diversity project,0.0,1,https://github.com/comp-bio/SWaveform,200,,,,,,,,,,,swaveform | human genome diversity project,PIPE_CLEANED,review
39547804,national institutes of health,0.0,,0.0,national institutes of health,0.0,1,https://www.nih.gov/,200,,,,,,,,,,,national institutes of health,,ok
39646166,steinhardt museum of natural history in tel aviv university holds an interesting collection of orthopterans with a focus on local endemics,0.0,,0.0,steinhardt museum of natural history in tel aviv university holds an interesting collection of orthopterans with a focus on local endemics,0.0,1,https://smnh.tau.ac.il/en/,200,,,,,,,,,,,steinhardt museum of natural history in tel aviv university holds an interesting collection of orthopterans with a focus on local endemics,,ok
36910227,citespace (cluster),0.0,,0.0,citespace,0.0,1,http://cluster.cis.drexel.edu/~cchen/citespace/,200,,,,,,,,,,,citespace,DISAMBIGUATED,ok
40121539,genome aggregate database,0.0,,0.0,genome aggregate database,0.0,1,https://gnomad.broadinstitute.org/,200,,,,,,,,,,,genome aggregate database,,ok
35894475,MUTHTP,0.0,muthtp | tmsnp,0.0,,0.0,1,http://lmc.uab.es/tmsnp/,200,,,,,,,,,,,muthtp | tmsnp,"PIPE_CLEANED,CAPITALIZED",ok
40597534,FASMID,0.0,fasmid,0.0,ccsbase,0.0,1,http://phasmida.speciesfile.org/,200,,,,,,,,,,,fasmid,CAPITALIZED,ok
38812215,global pharmacopoeia genome database(gpgd,0.0,,0.0,global pharmacopoeia genome database(gpgd,0.0,1,http://www.gpgenome.com,200,,,,,,,,,,,global pharmacopoeia genome database(gpgd,,ok
39631489,MPNET,0.0,mpnet | xlnet,0.0,electronic health records | biobert,0.0,1,https://github.com/microsoft/MPNet,200,,,,,,,,,,,mpnet | xlnet,"PIPE_CLEANED,CAPITALIZED",review
36879020,linkedin,0.0,,0.0,linkedin,0.0,1,https://www.linkedin.com/,200,,,,,,,,,,,linkedin,,ok
36224012,science citation index expanded,0.0,,0.0,science citation index expanded | citespace,0.0,1,https://clarivate.com/webofsciencegroup/solutions/web-of-science-core-collection/,200,,,,,,,,,,,science citation index expanded | citespace,PIPE_CLEANED,ok
37960750,citespace,0.0,,0.0,citespace | vosviewer,0.0,1,https://www.vosviewer.com/,200,,,,,,,,,,,citespace | vosviewer,PIPE_CLEANED,ok
39812750,linkedomicskb,0.0,,0.0,linkedomicskb | human protein atlas,0.0,1,https://linkedomics.org/login.php,200,,,,,,,,,,,linkedomicskb | human protein atlas,PIPE_CLEANED,ok
36896468,t-dnas,0.0,t-dnas,0.0,,0.0,1,http://signal.salk.edu/cgi-bin/tdnaexpress,200,,,,,,,,,,,t-dnas,,ok
37289767,FEWREL,0.0,fewrel,0.0,,0.0,1,https://github.com/thunlp/FewRel,200,,,,,,,,,,,fewrel,CAPITALIZED,review
37748671,ostreopsis and gambierdiscus,0.0,,0.0,ostreopsis and gambierdiscus,0.0,1,http://haedat.iode.org/,200,,,,,,,,,,,ostreopsis and gambierdiscus,,ok
