publication_id,pubmed_id,pmc_id,title,publication_date,authors,affiliation,affiliation_countries,citation_count,keywords,email,resource_id,resource_short_name,resource_full_name,is_global_core_biodata_resource,id,title_meta,abstract,publication_date_meta,hasDbCrossReferences,hasData,hasSuppl,isOpenAccess,inPMC,inEPMC,hasPDF,hasBook,citedByCount,pubYear,pubType,keywords_meta,meshTerms,journalTitle,journalISSN,authorAffiliations,text
2918,34698891,PMC8913530,Mouse Genome Informatics (MGI): latest news from MGD and GXD.,2022-03-01,"Ringwald M, Richardson JE, Baldarelli RM, Blake JA, Kadin JA, Smith C, Bult CJ.","The Jackson Laboratory, Bar Harbor, ME, United States",United States,42,"'Animals'; 'Mice'; 'Genomics'; 'Ecosystem'; 'Alleles'; 'Databases, Genetic'; 'Gene Ontology'",Ringwald M: martin.ringwald@jax.org; Bult CJ: carol.bult@jax.org,8109,MGI,Mouse Genome Informatics,0,34698891.0,Mouse Genome Informatics (MGI): latest news from MGD and GXD.,"The Mouse Genome Informatics (MGI) database system combines multiple expertly curated community data resources into a shared knowledge management ecosystem united by common metadata annotation standards. MGI's mission is to facilitate the use of the mouse as an experimental model for understanding the genetic and genomic basis of human health and disease. MGI is the authoritative source for mouse gene, allele, and strain nomenclature and is the primary source of mouse phenotype annotations, functional annotations, developmental gene expression information, and annotations of mouse models with human diseases. MGI maintains mouse anatomy and phenotype ontologies and contributes to the development of the Gene Ontology and Disease Ontology and uses these ontologies as standard terminologies for annotation. The Mouse Genome Database (MGD) and the Gene Expression Database (GXD) are MGI's two major knowledgebases. Here, we highlight some of the recent changes and enhancements to MGD and GXD that have been implemented in response to changing needs of the biomedical research community and to improve the efficiency of expert curation. MGI can be accessed freely at http://www.informatics.jax.org .",2021-10-26,N,Y,N,Y,Y,Y,Y,N,44.0,2022.0,"[""research-article"", ""Journal Article"", ""Research Support, N.I.H., Extramural""]",,"[""Animals"", ""Mice"", ""Genomics"", ""Ecosystem"", ""Alleles"", ""Databases, Genetic"", ""Gene Ontology""]",Mammalian genome : official journal of the International Mammalian Genome Society,0938-8990,,"Mouse Genome Informatics (MGI): latest news from MGD and GXD. The Mouse Genome Informatics (MGI) database system combines multiple expertly curated community data resources into a shared knowledge management ecosystem united by common metadata annotation standards. MGI's mission is to facilitate the use of the mouse as an experimental model for understanding the genetic and genomic basis of human health and disease. MGI is the authoritative source for mouse gene, allele, and strain nomenclature and is the primary source of mouse phenotype annotations, functional annotations, developmental gene expression information, and annotations of mouse models with human diseases. MGI maintains mouse anatomy and phenotype ontologies and contributes to the development of the Gene Ontology and Disease Ontology and uses these ontologies as standard terminologies for annotation. The Mouse Genome Database (MGD) and the Gene Expression Database (GXD) are MGI's two major knowledgebases. Here, we highlight some of the recent changes and enhancements to MGD and GXD that have been implemented in response to changing needs of the biomedical research community and to improve the efficiency of expert curation. MGI can be accessed freely at http://www.informatics.jax.org ."
1603,22121219,PMC3245170,MitoMiner: a data warehouse for mitochondrial proteomics data.,2012-01-01,"Smith AC, Blackshaw JA, Robinson AJ.","Medical Research Council Mitochondrial Biology Unit, Wellcome Trust/MRC Building, Hills Road, Cambridge, United Kingdom",United Kingdom,74,"'Animals'; 'Cattle'; 'Humans'; 'Mice'; 'Rats'; 'Green Fluorescent Proteins'; 'analysis'; 'Mitochondrial Proteins'; 'genetics'; 'metabolism'; 'chemistry'; 'Proteomics'; 'User-Computer Interface'; 'Databases, Protein'; 'Mass Spectrometry'",,5556,MitoMiner,,0,22121219.0,MitoMiner: a data warehouse for mitochondrial proteomics data.,"MitoMiner (http://mitominer.mrc-mbu.cam.ac.uk/) is a data warehouse for the storage and analysis of mitochondrial proteomics data gathered from publications of mass spectrometry and green fluorescent protein tagging studies. In MitoMiner, these data are integrated with data from UniProt, Gene Ontology, Online Mendelian Inheritance in Man, HomoloGene, Kyoto Encyclopaedia of Genes and Genomes and PubMed. The latest release of MitoMiner stores proteomics data sets from 46 studies covering 11 different species from eumetazoa, viridiplantae, fungi and protista. MitoMiner is implemented by using the open source InterMine data warehouse system, which provides a user interface allowing users to upload data for analysis, personal accounts to store queries and results and enables queries of any data in the data model. MitoMiner also provides lists of proteins for use in analyses, including the new MitoMiner mitochondrial proteome reference sets that specify proteins with substantial experimental evidence for mitochondrial localization. As further mitochondrial proteomics data sets from normal and diseased tissue are published, MitoMiner can be used to characterize the variability of the mitochondrial proteome between tissues and investigate how changes in the proteome may contribute to mitochondrial dysfunction and mitochondrial-associated diseases such as cancer, neurodegenerative diseases, obesity, diabetes, heart failure and the ageing process.",2011-11-24,N,Y,N,Y,Y,Y,Y,N,75.0,2012.0,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Journal Article""]",,"[""Animals"", ""Cattle"", ""Humans"", ""Mice"", ""Rats"", ""Green Fluorescent Proteins"", ""Mitochondrial Proteins"", ""Proteomics"", ""User-Computer Interface"", ""Databases, Protein"", ""Mass Spectrometry""]",Nucleic acids research,0305-1048,,"MitoMiner: a data warehouse for mitochondrial proteomics data. MitoMiner (http://mitominer.mrc-mbu.cam.ac.uk/) is a data warehouse for the storage and analysis of mitochondrial proteomics data gathered from publications of mass spectrometry and green fluorescent protein tagging studies. In MitoMiner, these data are integrated with data from UniProt, Gene Ontology, Online Mendelian Inheritance in Man, HomoloGene, Kyoto Encyclopaedia of Genes and Genomes and PubMed. The latest release of MitoMiner stores proteomics data sets from 46 studies covering 11 different species from eumetazoa, viridiplantae, fungi and protista. MitoMiner is implemented by using the open source InterMine data warehouse system, which provides a user interface allowing users to upload data for analysis, personal accounts to store queries and results and enables queries of any data in the data model. MitoMiner also provides lists of proteins for use in analyses, including the new MitoMiner mitochondrial proteome reference sets that specify proteins with substantial experimental evidence for mitochondrial localization. As further mitochondrial proteomics data sets from normal and diseased tissue are published, MitoMiner can be used to characterize the variability of the mitochondrial proteome between tissues and investigate how changes in the proteome may contribute to mitochondrial dysfunction and mitochondrial-associated diseases such as cancer, neurodegenerative diseases, obesity, diabetes, heart failure and the ageing process."
158,30534948,PMC6662080,atSNP Search: a web resource for statistically evaluating influence of human genetic variation on transcription factor binding.,2019-08-01,"Shin S, Hudson R, Harrison C, Craven M, Keleş S.","Department of Mathematical Sciences, University of Texas at Dallas, Richardson, TX, United States; Department of Biostatistics and Medical Informatics, University of Wisconsin-Madison, Madison, WI, United States; Department of Computer Sciences, University of Wisconsin-Madison, Madison, WI, United States; Department of Statistics, University of Wisconsin-Madison, Madison, WI, United States",United States,9,'Humans'; 'Transcription Factors'; 'Protein Binding'; 'Software'; 'Genetic Variation'; 'Genome-Wide Association Study',,3863,atSNP,,0,30534948.0,atSNP Search: a web resource for statistically evaluating influence of human genetic variation on transcription factor binding.,"<h4>Summary</h4>Understanding the regulatory roles of non-coding genetic variants has become a central goal for interpreting results of genome-wide association studies. The regulatory significance of the variants may be interrogated by assessing their influence on transcription factor binding. We have developed atSNP Search, a comprehensive web database for evaluating motif matches to the human genome with both reference and variant alleles and assessing the overall significance of the variant alterations on the motif matches. Convenient search features, comprehensive search outputs and a useful help menu are key components of atSNP Search. atSNP Search enables convenient interpretation of regulatory variants by statistical significance testing and composite logo plots, which are graphical representations of motif matches with the reference and variant alleles. Existing motif-based regulatory variant discovery tools only consider a limited pool of variants due to storage or other limitations. In contrast, atSNP Search users can test more than 37 billion variant-motif pairs with marginal significance in motif matches or match alteration. Computational evidence from atSNP Search, when combined with experimental validation, may help with the discovery of underlying disease mechanisms.<h4>Availability and implementation</h4>atSNP Search is freely available at http://atsnp.biostat.wisc.edu.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",2019-08-01,N,Y,Y,N,Y,Y,Y,N,33.0,2019.0,"[""brief-report"", ""Journal Article"", ""Research Support, N.I.H., Extramural""]",,"[""Humans"", ""Transcription Factors"", ""Protein Binding"", ""Software"", ""Genetic Variation"", ""Genome-Wide Association Study""]","Bioinformatics (Oxford, England)",1367-4803,,"atSNP Search: a web resource for statistically evaluating influence of human genetic variation on transcription factor binding. <h4>Summary</h4>Understanding the regulatory roles of non-coding genetic variants has become a central goal for interpreting results of genome-wide association studies. The regulatory significance of the variants may be interrogated by assessing their influence on transcription factor binding. We have developed atSNP Search, a comprehensive web database for evaluating motif matches to the human genome with both reference and variant alleles and assessing the overall significance of the variant alterations on the motif matches. Convenient search features, comprehensive search outputs and a useful help menu are key components of atSNP Search. atSNP Search enables convenient interpretation of regulatory variants by statistical significance testing and composite logo plots, which are graphical representations of motif matches with the reference and variant alleles. Existing motif-based regulatory variant discovery tools only consider a limited pool of variants due to storage or other limitations. In contrast, atSNP Search users can test more than 37 billion variant-motif pairs with marginal significance in motif matches or match alteration. Computational evidence from atSNP Search, when combined with experimental validation, may help with the discovery of underlying disease mechanisms.<h4>Availability and implementation</h4>atSNP Search is freely available at http://atsnp.biostat.wisc.edu.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online."
714,27907889,PMC5210614,denovo-db: a compendium of human de novo variants.,2017-01-01,"Turner TN, Yi Q, Krumm N, Huddleston J, Hoekzema K, F Stessman HA, Doebley AL, Bernier RA, Nickerson DA, Eichler EE.","Department of Genome Sciences, University of Washington School of Medicine, Seattle, WA 98195, United States; Howard Hughes Medical Institute, University of Washington, Seattle, WA 98195, United States; Medical Scientist Training Program, Department of Pathology, University ofWashington, Seattle, WA 98105, United States; Department of Psychiatry and Behavioral Sciences, University of Washington, Seattle, WA 98105, United States",United States,134,"'Humans'; 'Computational Biology'; 'methods'; 'Germ-Line Mutation'; 'Polymorphism, Single Nucleotide'; 'Databases, Nucleic Acid'; 'Genetic Variation'; 'Genetic Association Studies'; 'Molecular Sequence Annotation'; 'Web Browser'",Turner TN: tychele@u.washington.edu,4715,denovo-db,,0,27907889.0,denovo-db: a compendium of human de novo variants.,"Whole-exome and whole-genome sequencing have facilitated the large-scale discovery of de novo variants in human disease. To date, most de novo discovery through next-generation sequencing focused on congenital heart disease and neurodevelopmental disorders (NDDs). Currently, de novo variants are one of the most significant risk factors for NDDs with a substantial overlap of genes involved in more than one NDD. To facilitate better usage of published data, provide standardization of annotation, and improve accessibility, we created denovo-db (http://denovo-db.gs.washington.edu), a database for human de novo variants. As of July 2016, denovo-db contained 40 different studies and 32,991 de novo variants from 23,098 trios. Database features include basic variant information (chromosome location, change, type); detailed annotation at the transcript and protein levels; severity scores; frequency; validation status; and, most importantly, the phenotype of the individual with the variant. We included a feature on our browsable website to download any query result, including a downloadable file of the full database with additional variant details. denovo-db provides necessary information for researchers to compare their data to other individuals with the same phenotype and also to controls allowing for a better understanding of the biology of de novo variants and their contribution to disease.",2016-10-05,N,N,N,Y,Y,Y,Y,N,146.0,2017.0,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Journal Article"", ""Research Support, N.I.H., Extramural""]",,"[""Humans"", ""Computational Biology"", ""Germ-Line Mutation"", ""Polymorphism, Single Nucleotide"", ""Databases, Nucleic Acid"", ""Genetic Variation"", ""Genetic Association Studies"", ""Molecular Sequence Annotation"", ""Web Browser""]",Nucleic acids research,0305-1048,,"denovo-db: a compendium of human de novo variants. Whole-exome and whole-genome sequencing have facilitated the large-scale discovery of de novo variants in human disease. To date, most de novo discovery through next-generation sequencing focused on congenital heart disease and neurodevelopmental disorders (NDDs). Currently, de novo variants are one of the most significant risk factors for NDDs with a substantial overlap of genes involved in more than one NDD. To facilitate better usage of published data, provide standardization of annotation, and improve accessibility, we created denovo-db (http://denovo-db.gs.washington.edu), a database for human de novo variants. As of July 2016, denovo-db contained 40 different studies and 32,991 de novo variants from 23,098 trios. Database features include basic variant information (chromosome location, change, type); detailed annotation at the transcript and protein levels; severity scores; frequency; validation status; and, most importantly, the phenotype of the individual with the variant. We included a feature on our browsable website to download any query result, including a downloadable file of the full database with additional variant details. denovo-db provides necessary information for researchers to compare their data to other individuals with the same phenotype and also to controls allowing for a better understanding of the biology of de novo variants and their contribution to disease."
2969,24318814,,EMAGE: Electronic Mouse Atlas of Gene Expression.,2014-01-01,"Richardson L, Stevenson P, Venkataraman S, Yang Y, Burton N, Rao J, Christiansen JH, Baldock RA, Davidson DR.","MRC Human Genetics Unit, Institute of Genetics and Molecular Medicine, University of Edinburgh, Edinburgh, United Kingdom",United Kingdom,77,"'Animals'; 'Mice'; 'Gene Expression Regulation, Developmental'; 'Internet'; 'Software'; 'Databases, Genetic'; 'Embryo, Mammalian'",,7154,Electronic Mouse Atlas of Gene Expression,Electronic Mouse Atlas of Gene Expression,0,24318814.0,EMAGE: Electronic Mouse Atlas of Gene Expression.,"The EMAGE (Electronic Mouse Atlas of Gene Expression) database (http://www.emouseatlas.org/emage) allows users to perform on-line queries of mouse developmental gene expression. EMAGE data are represented spatially using a framework of 3D mouse embryo models, thus allowing uniquely spatial queries to be carried out alongside more traditional text-based queries. This spatial representation of the data also allows a comparison of spatial similarity between the expression patterns. The data are mapped to the models by a team of curators using bespoke mapping software, and the associated meta-data are curated for accuracy and completeness. The data contained in EMAGE are gathered from three main sources: from the published literature, through large-scale screens and collaborations, and via direct submissions from researchers. There are a variety of ways to query the EMAGE database via the on-line search interfaces, as well as via direct computational script-based queries. EMAGE is a free, on-line, community resource funded by the Medical Research Council, UK.",2014-01-01,N,N,N,N,N,N,N,N,10.0,2014.0,"[""Research Support, Non-U.S. Gov't"", ""Journal Article""]",,"[""Animals"", ""Mice"", ""Gene Expression Regulation, Developmental"", ""Internet"", ""Software"", ""Databases, Genetic"", ""Embryo, Mammalian""]","Methods in molecular biology (Clifton, N.J.)",1064-3745,,"EMAGE: Electronic Mouse Atlas of Gene Expression. The EMAGE (Electronic Mouse Atlas of Gene Expression) database (http://www.emouseatlas.org/emage) allows users to perform on-line queries of mouse developmental gene expression. EMAGE data are represented spatially using a framework of 3D mouse embryo models, thus allowing uniquely spatial queries to be carried out alongside more traditional text-based queries. This spatial representation of the data also allows a comparison of spatial similarity between the expression patterns. The data are mapped to the models by a team of curators using bespoke mapping software, and the associated meta-data are curated for accuracy and completeness. The data contained in EMAGE are gathered from three main sources: from the published literature, through large-scale screens and collaborations, and via direct submissions from researchers. There are a variety of ways to query the EMAGE database via the on-line search interfaces, as well as via direct computational script-based queries. EMAGE is a free, on-line, community resource funded by the Medical Research Council, UK."
359,33147626,,CellTalkDB: a manually curated database of ligand-receptor interactions in humans and mice.,2021-07-01,"Shao X, Liao J, Li C, Lu X, Cheng J, Fan X.","Pharmaceutical Informatics Institute, College of Pharmaceutical Sciences, Zhejiang University, China.; College of Pharmaceutical Sciences at Zhejiang University, China.",China,18,"'Animals'; 'Humans'; 'Mice'; 'Receptors, Cell Surface'; 'metabolism'; 'Ligands'; 'Cell Communication'; 'Databases, Factual'; 'Single-Cell Analysis'; 'RNA-Seq'; 'Human'; 'Mouse'; 'Ligand–receptor Interaction'; 'Scrna-seq'; 'Single-cell Transcriptomics'; 'Cell–cell-communication'",,6795,CellTalkDB,,0,33147626.0,CellTalkDB: a manually curated database of ligand-receptor interactions in humans and mice.,"Cell-cell communications in multicellular organisms generally involve secreted ligand-receptor (LR) interactions, which is vital for various biological phenomena. Recent advancements in single-cell RNA sequencing (scRNA-seq) have effectively resolved cellular phenotypic heterogeneity and the cell-type composition of complex tissues, facilitating the systematic investigation of cell-cell communications at single-cell resolution. However, assessment of chemical-signal-dependent cell-cell communication through scRNA-seq relies heavily on prior knowledge of LR interaction pairs. We constructed CellTalkDB (http://tcm.zju.edu.cn/celltalkdb), a manually curated comprehensive database of LR interaction pairs in humans and mice comprising 3398 human LR pairs and 2033 mouse LR pairs, through text mining and manual verification of known protein-protein interactions using the STRING database, with literature-supported evidence for each pair. Compared with SingleCellSignalR, the largest LR-pair resource, CellTalkDB includes not only 2033 mouse LR pairs but also 377 additional human LR pairs. In conclusion, the data on human and mouse LR pairs contained in CellTalkDB could help to further the inference and understanding of the LR-interaction-based cell-cell communications, which might provide new insights into the mechanism underlying biological processes.",2021-07-01,N,N,N,N,N,N,N,N,221.0,2021.0,"[""Research Support, Non-U.S. Gov't"", ""Journal Article""]","[""Human"", ""Mouse"", ""Ligand\u2013receptor Interaction"", ""Scrna-seq"", ""Single-cell Transcriptomics"", ""Cell\u2013cell-communication""]","[""Animals"", ""Humans"", ""Mice"", ""Receptors, Cell Surface"", ""Ligands"", ""Cell Communication"", ""Databases, Factual"", ""Single-Cell Analysis"", ""RNA-Seq""]",Briefings in bioinformatics,1467-5463,,"CellTalkDB: a manually curated database of ligand-receptor interactions in humans and mice. Cell-cell communications in multicellular organisms generally involve secreted ligand-receptor (LR) interactions, which is vital for various biological phenomena. Recent advancements in single-cell RNA sequencing (scRNA-seq) have effectively resolved cellular phenotypic heterogeneity and the cell-type composition of complex tissues, facilitating the systematic investigation of cell-cell communications at single-cell resolution. However, assessment of chemical-signal-dependent cell-cell communication through scRNA-seq relies heavily on prior knowledge of LR interaction pairs. We constructed CellTalkDB (http://tcm.zju.edu.cn/celltalkdb), a manually curated comprehensive database of LR interaction pairs in humans and mice comprising 3398 human LR pairs and 2033 mouse LR pairs, through text mining and manual verification of known protein-protein interactions using the STRING database, with literature-supported evidence for each pair. Compared with SingleCellSignalR, the largest LR-pair resource, CellTalkDB includes not only 2033 mouse LR pairs but also 377 additional human LR pairs. In conclusion, the data on human and mouse LR pairs contained in CellTalkDB could help to further the inference and understanding of the LR-interaction-based cell-cell communications, which might provide new insights into the mechanism underlying biological processes."
4136,34500458,PMC8728193,gutMGene: a comprehensive database for target genes of gut microbes and microbial metabolites.,2022-01-01,"Cheng L, Qi C, Yang H, Lu M, Cai Y, Fu T, Ren J, Jin Q, Zhang X.","NHC and CAMS Key Laboratory of Molecular Probe and Targeted Theranostics, Harbin Medical University, Harbin 150028, Heilongjiang, China.; College of Bioinformatics Science and Technology, Harbin Medical University, Harbin 150081, Heilongjiang, China.; McKusick-Zhang Center for Genetic Medicine, Peking Union Medical College, Beijing 100005, China.",China,93,"'Feces'; 'microbiology'; 'Animals'; 'Humans'; 'Mice'; 'Bacteria'; 'classification'; 'genetics'; 'metabolism'; 'RNA, Ribosomal, 16S'; 'genetics'; 'Phylogeny'; 'Internet'; 'Software'; 'Databases, Genetic'; 'Metabolic Networks and Pathways'; 'genetics'; 'Metabolome'; 'Metagenome'; 'Microbiota'; 'genetics'; 'Gastrointestinal Microbiome'; 'genetics'",,4136,gutMGene,,0,,,,,,,,,,,,,,,,,,,,,gutMGene: a comprehensive database for target genes of gut microbes and microbial metabolites.
3354,27899662,PMC5210567,"KEGG: new perspectives on genomes, pathways, diseases and drugs.",2017-01-01,"Kanehisa M, Furumichi M, Tanabe M, Sato Y, Morishima K.","Institute for Chemical Research, Kyoto University, Uji, Kyoto 611-0011, Japan-u.ac.jp.; Institute for Chemical Research, Kyoto University, Uji, Kyoto 611-0011, Japan.; Healthcare Solutions Department, Fujitsu Kyushu Systems Ltd., Hakata-ku, Fukuoka 812-0007, Japan.",Japan,5296,"'Computational Biology'; 'methods'; 'Genomics'; 'methods'; 'Databases, Genetic'; 'Metabolic Networks and Pathways'; 'Drug Discovery'; 'Web Browser'",Kanehisa M: kanehisa@kuicr.kyoto-u.ac.jp,7621,KEGG,Kyoto Encyclopedia of Genes and Genomes,0,27899662.0,"KEGG: new perspectives on genomes, pathways, diseases and drugs.","KEGG (http://www.kegg.jp/ or http://www.genome.jp/kegg/) is an encyclopedia of genes and genomes. Assigning functional meanings to genes and genomes both at the molecular and higher levels is the primary objective of the KEGG database project. Molecular-level functions are stored in the KO (KEGG Orthology) database, where each KO is defined as a functional ortholog of genes and proteins. Higher-level functions are represented by networks of molecular interactions, reactions and relations in the forms of KEGG pathway maps, BRITE hierarchies and KEGG modules. In the past the KO database was developed for the purpose of defining nodes of molecular networks, but now the content has been expanded and the quality improved irrespective of whether or not the KOs appear in the three molecular network databases. The newly introduced addendum category of the GENES database is a collection of individual proteins whose functions are experimentally characterized and from which an increasing number of KOs are defined. Furthermore, the DISEASE and DRUG databases have been improved by systematic analysis of drug labels for better integration of diseases and drugs with the KEGG molecular networks. KEGG is moving towards becoming a comprehensive knowledge base for both functional interpretation and practical application of genomic information.",2016-11-28,N,Y,N,Y,Y,Y,Y,N,5796.0,2017.0,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Journal Article""]",,"[""Computational Biology"", ""Genomics"", ""Databases, Genetic"", ""Metabolic Networks and Pathways"", ""Drug Discovery"", ""Web Browser""]",Nucleic acids research,0305-1048,,"KEGG: new perspectives on genomes, pathways, diseases and drugs. KEGG (http://www.kegg.jp/ or http://www.genome.jp/kegg/) is an encyclopedia of genes and genomes. Assigning functional meanings to genes and genomes both at the molecular and higher levels is the primary objective of the KEGG database project. Molecular-level functions are stored in the KO (KEGG Orthology) database, where each KO is defined as a functional ortholog of genes and proteins. Higher-level functions are represented by networks of molecular interactions, reactions and relations in the forms of KEGG pathway maps, BRITE hierarchies and KEGG modules. In the past the KO database was developed for the purpose of defining nodes of molecular networks, but now the content has been expanded and the quality improved irrespective of whether or not the KOs appear in the three molecular network databases. The newly introduced addendum category of the GENES database is a collection of individual proteins whose functions are experimentally characterized and from which an increasing number of KOs are defined. Furthermore, the DISEASE and DRUG databases have been improved by systematic analysis of drug labels for better integration of diseases and drugs with the KEGG molecular networks. KEGG is moving towards becoming a comprehensive knowledge base for both functional interpretation and practical application of genomic information."
355,30289549,PMC6323899,CellMarker: a manually curated resource of cell markers in human and mouse.,2019-01-01,"Zhang X, Lan Y, Xu J, Quan F, Zhao E, Deng C, Luo T, Xu L, Liao G, Yan M, Ping Y, Li F, Shi A, Bai J, Zhao T, Li X, Xiao Y.","College of Bioinformatics Science and Technology, Harbin Medical University, Harbin, Heilongjiang 150081, China.; Department of Neurology, The First Affiliated Hospital of Harbin Medical University, Harbin, Heilongjiang 150001, China.",China,942,"'Animals'; 'Humans'; 'Mice'; 'Sequence Analysis'; 'methods'; 'standards'; 'Software'; 'Databases, Genetic'; 'Single-Cell Analysis'; 'methods'; 'standards'",,8226,CellMarker,,0,30289549.0,CellMarker: a manually curated resource of cell markers in human and mouse.,"One of the most fundamental questions in biology is what types of cells form different tissues and organs in a functionally coordinated fashion. Larger-scale single-cell sequencing and biology experiment studies are now rapidly opening up new ways to track this question by revealing substantial cell markers for distinguishing different cell types in tissues. Here, we developed the CellMarker database (http://biocc.hrbmu.edu.cn/CellMarker/ or http://bio-bigdata.hrbmu.edu.cn/CellMarker/), aiming to provide a comprehensive and accurate resource of cell markers for various cell types in tissues of human and mouse. By manually curating over 100 000 published papers, 4124 entries including the cell marker information, tissue type, cell type, cancer information and source, were recorded. At last, 13 605 cell markers of 467 cell types in 158 human tissues/sub-tissues and 9148 cell makers of 389 cell types in 81 mouse tissues/sub-tissues were collected and deposited in CellMarker. CellMarker provides a user-friendly interface for browsing, searching and downloading markers of diverse cell types of different tissues. Furthermore, a summarized marker prevalence in each cell type is graphically and intuitively presented through a vivid statistical graph. We believe that CellMarker is a comprehensive and valuable resource for cell researches in precisely identifying and characterizing cells, especially at the single-cell level.",2019-01-01,N,N,N,Y,Y,Y,Y,N,1046.0,2019.0,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Journal Article""]",,"[""Animals"", ""Humans"", ""Mice"", ""Sequence Analysis"", ""Software"", ""Databases, Genetic"", ""Single-Cell Analysis""]",Nucleic acids research,0305-1048,,"CellMarker: a manually curated resource of cell markers in human and mouse. One of the most fundamental questions in biology is what types of cells form different tissues and organs in a functionally coordinated fashion. Larger-scale single-cell sequencing and biology experiment studies are now rapidly opening up new ways to track this question by revealing substantial cell markers for distinguishing different cell types in tissues. Here, we developed the CellMarker database (http://biocc.hrbmu.edu.cn/CellMarker/ or http://bio-bigdata.hrbmu.edu.cn/CellMarker/), aiming to provide a comprehensive and accurate resource of cell markers for various cell types in tissues of human and mouse. By manually curating over 100 000 published papers, 4124 entries including the cell marker information, tissue type, cell type, cancer information and source, were recorded. At last, 13 605 cell markers of 467 cell types in 158 human tissues/sub-tissues and 9148 cell makers of 389 cell types in 81 mouse tissues/sub-tissues were collected and deposited in CellMarker. CellMarker provides a user-friendly interface for browsing, searching and downloading markers of diverse cell types of different tissues. Furthermore, a summarized marker prevalence in each cell type is graphically and intuitively presented through a vivid statistical graph. We believe that CellMarker is a comprehensive and valuable resource for cell researches in precisely identifying and characterizing cells, especially at the single-cell level."
8141,37183442,,Human Autoantigen Atlas: Searching for the Hallmarks of Autoantigens.,2023-06-01,"Wang D, Yang D, Yang L, Diao L, Zhang Y, Li Y, Wang H, Ren J, Cheng L, Tan Q, Zhang R, Han X, Zhang X, Wang B, Li D, Chen M, Hermjakob H, Li Y, LaBaer J, Zhou Z, Yu X.","State Key Laboratory of Proteomics, Beijing Proteome Research Center, National Center for Protein Sciences-Beijing (PHOENIX Center), Beijing Institute of Lifeomics, Beijing 102206, China.; Department of Clinical Laboratory, Peking Union Medical College Hospital, Peking Union Medical College and Chinese Academy of Medical Sciences, Beijing 100730, China.; Cancer Center, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan 430022, China.; Clinical Pharmacology Research Center, Peking Union Medical College Hospital, State Key Laboratory of Complex Severe and Rare Diseases, NMPA Key Laboratory for Clinical Research and Evaluation of Drug, Beijing Key Laboratory of Clinical PK & PD Investigation for Innovative Drugs, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing 100730, China.; College of Medicine and Integrated Medicine, Nanjing University of Chinese Medicine, Nanjing 210023, China.; National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing 100021, China.; European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge, United Kingdom; The Virginia G. Piper Center for Personalized Diagnostics, Biodesign Institute, Arizona State University, Tempe, Arizona 85287, United States.; Department of Laboratory Medicine, National Center for Cardiovascular Diseases and Fuwai Hospital, Peking Union Medical College and Chinese Academy of Medical Sciences, Beijing 100037, China.",China; United Kingdom; United States,24,'Humans'; 'Autoimmune Diseases'; 'genetics'; 'Autoantibodies'; 'Autoantigens'; 'genetics'; 'Autoimmunity'; 'Amino Acid Sequence'; 'Database'; 'Biomarker'; 'Autoantibody'; 'autoantigen'; 'autoimmune disease',,8256,AAgAtlas,Human Autoantigen Atlas,0,,,,,,,,,,,,,,,,,,,,,Human Autoantigen Atlas: Searching for the Hallmarks of Autoantigens.
