id,url,entity_long,entity_short,domain,is_live,status_code,total_score,base_score,title_bonus,likelihood,indicators_found,response_time_ms,error_message,meta_redirects,final_url,wayback_used,wayback_url,wayback_snapshot_date
34864908,https://www.rcsb.org/,,rcsb,www.rcsb.org,True,200.0,68,68,0,CRITICAL,Content: NCBI; Content: EBI; Content: NIH; Content: UniProt; Content: genome; Content: gene; Content: protein; Content: sequence; Content: molecular; Content: biological; Content: variant; Content: mutation; Content: archive; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: annotation; Content: data; Content: database; Content: server; Content: portal; Content: web service,956.63,,0,https://www.rcsb.org/,False,,
36352543,https://anzup.org.au,,anzup,anzup.org.au,True,200.0,22,22,0,CRITICAL,Content: gene; Content: archive; Content: collection; Content: resource; Content: platform; Content: search; Content: query; Content: download; Content: submit; Content: data; Content: server,1018.09,,0,https://anzup.org.au/,False,,
35325185,https://davidbioinformatics.nih.gov,,david,davidbioinformatics.nih.gov,True,200.0,46,46,0,CRITICAL,Content: NCBI; Content: NIH; Content: Ensembl; Title: bioinformatics; Content: gene; Content: protein; Content: biological; Content: resource; Content: tool; Content: search; Content: query; Content: download; Content: submit; Title: annotation; Content: data; Content: database; Content: server; Content: web service,675.04,,0,https://davidbioinformatics.nih.gov/,False,,
38688470,https://sleepdata.org,national sleep research resource,,sleepdata.org,True,200.0,33,28,5,CRITICAL,Content: EBI; Content: NIH; Content: download data; Content: repository; Content: collection; Title: resource; Content: tool; Title: search; Content: download; Title: data; ★ TITLE BONUS: 'resource' in page title,745.93,,0,https://sleepdata.org/,False,,
39379619,https://www.oglcnac.mcw.edu/,o-glcnac database,,www.oglcnac.mcw.edu,True,,34,29,5,CRITICAL,Content: UniProt; Content: genome; Content: gene; Content: protein; Content: archive; Content: resource; Content: search; Content: query; Content: download; Content: submit; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,,"Error: HTTPSConnectionPool(host='www.oglcnac.mcw.edu', port=443): Max retries exceeded with url: / (Caused ",0,https://www.oglcnac.mcw.edu/,True,http://web.archive.org/web/20250805142909/https://www.oglcnac.mcw.edu/,2025-08-05
35131258,https://mdl.shsmu.edu.cn/ASD/,allosteric database,,mdl.shsmu.edu.cn,True,200.0,32,32,0,CRITICAL,Content: gene; Content: protein; Content: molecular; Content: mutation; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: curated; Content: annotation; Content: data; Content: database; Content: server,1996.68,,0,https://mdl.shsmu.edu.cn/ASD/,False,,
37259264,http://bioinfo.life.hust.edu.cn/liverdb,scliverdb,,bioinfo.life.hust.edu.cn,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='bioinfo.life.hust.edu.cn', port=80): Max retries exceeded with url: /liverd",0,http://bioinfo.life.hust.edu.cn/liverdb,False,,
35037202,https://www.gramene.org,gramene,,www.gramene.org,True,200.0,10,10,0,HIGH,Content: genomics; Content: archive; Content: search; Content: data; Content: server,338.73,,0,https://www.gramene.org/,False,,
40033715,https://proceeddatabase.weebly.com,phenotypic rates of change evolutionary and ecological database,proceed,proceeddatabase.weebly.com,True,200.0,9,9,0,MEDIUM,Content: collection; Content: platform; Content: query; Content: data; Content: database,372.66,,0,https://proceeddatabase.weebly.com/,False,,
39704901,https://www.ukbiobank.ac.uk,ukbiobank,,www.ukbiobank.ac.uk,True,200.0,27,27,0,CRITICAL,Content: EBI; Content: gene; Content: biological; Content: mutation; Content: tool; Content: platform; Title: search; Content: query; Content: submit; Title: data; Content: server,234.03,,0,https://www.ukbiobank.ac.uk/,False,,
38927512,https://www.genecards.org/genecarna,genecarna,,www.genecards.org,True,403.0,49,44,5,CRITICAL,Content: data access; Content: genome; Title: gene; Content: protein; Content: molecular; Content: biological; Content: mutation; Content: expression; Content: archive; Content: resource; Content: tool; Content: search; Content: query; Content: download; Content: submit; Content: annotation; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,121.38,HTTP 403,0,https://www.genecards.org/genecarna,True,http://web.archive.org/web/20250729144446/https://www.genecards.org/genecarna,2025-07-29
36002623,https://peekbank.stanford.edu,peekbank,,peekbank.stanford.edu,True,200.0,18,18,0,CRITICAL,Content: gene; Content: mutation; Content: platform; Content: search; Content: query; Content: browse; Content: data; Content: database; Content: server,666.42,,0,https://peekbank.github.io/peekbank-website/,False,,
36318248,https://rebase.neb.com/rebase/rebase.html,,rebase,rebase.neb.com,True,200.0,30,25,5,CRITICAL,Content: bioinformatics; Content: genome; Content: protein; Content: sequence; Content: resource; Content: tool; Content: search; Content: submit; Content: curated; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,419.45,,0,https://rebase.neb.com/rebase/rebase.html,False,,
40380393,https://bioportal.bioontology.org,bioportal,,bioportal.bioontology.org,True,403.0,83,78,5,CRITICAL,Content: NCBI; Content: EBI; Content: NIH; Content: genomics; Content: proteomics; Content: bioinformatics; Content: genome; Content: gene; Content: protein; Content: sequence; Content: molecular; Content: biological; Content: mutation; Content: expression; Content: repository; Content: archive; Content: collection; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: annotation; Content: data; Content: database; Content: server; Title: portal; Content: web service; ★ TITLE BONUS: 'portal' in page title,158.11,HTTP 403,0,https://bioportal.bioontology.org/,True,http://web.archive.org/web/20251008001931/https://bioportal.bioontology.org/,2025-10-08
35612084,https://www.snomed.org,,snomed ct,www.snomed.org,True,200.0,24,24,0,CRITICAL,Content: gene; Content: variant; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: submit; Content: data; Content: server; Content: portal,576.59,,0,https://www.snomed.org/,False,,
37258747,https://www.gutcellatlas.org,human gut cell atlas,,www.gutcellatlas.org,True,200.0,19,19,0,CRITICAL,Content: NIH; Content: genomics; Content: gene; Content: search; Content: query; Content: download; Content: data,184.77,,0,https://www.gutcellatlas.org/,False,,
38521211,https://portal.brain-map.org/,dw-allen atlas,dw-allen,portal.brain-map.org,True,200.0,46,46,0,CRITICAL,Content: NIH; Content: gene; Content: molecular; Content: biological; Content: variant; Content: mutation; Content: expression; Content: collection; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: submit; Content: annotation; Content: data; Content: server; Content: portal; Content: web service,543.95,,0,https://brain-map.org/,False,,
39996130,https://ndkp.hugeamp.org/,neurodegenerative disease knowledge portal,,ndkp.hugeamp.org,True,200.0,6,1,5,MEDIUM,Title: portal; ★ TITLE BONUS: 'portal' in page title,300.07,,0,https://ndkp.hugeamp.org/,False,,
37091248,http://bioinfo.ihb.ac.cn/fishget,fishget,,bioinfo.ihb.ac.cn,True,200.0,61,56,5,CRITICAL,Content: NCBI; Content: EBI; Content: NIH; Content: Ensembl; Content: bioinformatics; Content: genome; Content: gene; Content: sequence; Title: expression; Content: archive; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: annotation; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,1453.02,,0,http://bioinfo.ihb.ac.cn/fishget,False,,
36286319,https://intenzydb.accre.vanderbilt.edu,intenzydb,,intenzydb.accre.vanderbilt.edu,True,502.0,27,27,0,CRITICAL,Content: UniProt; Content: gene; Content: sequence; Content: mutation; Content: archive; Content: resource; Content: search; Content: download; Content: curated; Content: data; Content: database,634.06,HTTP 502,0,https://intenzydb.accre.vanderbilt.edu/,True,http://web.archive.org/web/20250101111954/https://intenzydb.accre.vanderbilt.edu/,2025-01-01
35507258,https://www.imexconsortium.org/,,imex,www.imexconsortium.org,True,200.0,41,41,0,CRITICAL,Content: EBI; Content: UniProt; Content: bioinformatics; Content: gene; Content: molecular; Content: mutation; Content: resource; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: curated; Content: data; Content: database,216.45,,0,https://www.imexconsortium.org/,False,,
35900309,https://www.fpbase.org/,fluorophore labeling of proteins,,www.fpbase.org,True,200.0,23,18,5,CRITICAL,Title: protein; Content: collection; Content: tool; Content: search; Content: query; Content: browse; Content: submit; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,357.1,,0,https://www.fpbase.org/,False,,
38702300,https://cds.climate.copernicus.eu/,,era5,cds.climate.copernicus.eu,True,200.0,20,20,0,CRITICAL,Content: data access; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Title: data; Content: server; Content: portal,221.06,,0,https://cds.climate.copernicus.eu/,False,,
40219973,http://PlantPAN.itps.ncku.edu.tw,plantpan,,PlantPAN.itps.ncku.edu.tw,True,200.0,29,29,0,CRITICAL,Content: genome; Content: gene; Content: protein; Content: sequence; Content: variant; Content: expression; Content: resource; Content: search; Content: browse; Content: download; Content: data; Content: database,2331.62,,1,https://plantpan.itps.ncku.edu.tw/plantpan4/index.html,False,,
35175626,https://www.pazy.eu/,,pazy,www.pazy.eu,False,,0,0,0,VERY LOW,,,"Error: HTTPSConnectionPool(host='www.pazy.eu', port=443): Max retries exceeded with url: / (Caused by SSLEr",0,https://www.pazy.eu/,False,,
35883475,http://www.pdbbind.org.cn/,pdbbind,,www.pdbbind.org.cn,True,,52,47,5,CRITICAL,Content: bioinformatics; Content: gene; Content: protein; Content: sequence; Content: molecular; Content: biological; Content: archive; Content: collection; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: curated; Content: annotation; Title: data; Title: database; Content: server; Content: portal; ★ TITLE BONUS: 'database' in page title,,"Error: HTTPConnectionPool(host='www.pdbbind.org.cn', port=80): Max retries exceeded with url: / (Caused by ",0,http://www.pdbbind.org.cn/,True,http://web.archive.org/web/20250520072333/http://www.pdbbind.org.cn/,2025-05-20
35524130,http://pathoyeastract.org,pathoyeastract,,pathoyeastract.org,True,200.0,7,7,0,MEDIUM,Content: search; Content: browse; Content: data; Content: server,581.55,,0,http://ww1.pathoyeastract.org,False,,
39325614,https://github.com/open-data-lab/psc-adapt,pscadapt,,github.com,False,404.0,0,0,0,VERY LOW,,428.74,HTTP 404,0,https://github.com/open-data-lab/psc-adapt,False,,
40262894,http://www.mprabase.com,mprabase,,www.mprabase.com,True,,12,12,0,HIGH,Content: archive; Content: resource; Content: tool; Content: query; Content: download; Content: data,,"Error: HTTPConnectionPool(host='www.mprabase.com', port=80): Max retries exceeded with url: / (Caused by Na",0,http://www.mprabase.com,True,http://web.archive.org/web/20231005020825/https://mprabase.com/,2023-10-05
39621301,https://github.com/wang-lin-lab/NPtagM,,nptagm,github.com,False,404.0,0,0,0,VERY LOW,,319.01,HTTP 404,0,https://github.com/wang-lin-lab/NPtagM,False,,
38112483,https://nmrshiftdb.nmr.uni-koeln.de/,nmrshiftdb2 | nmrshiftdb,,nmrshiftdb.nmr.uni-koeln.de,True,,45,40,5,CRITICAL,Content: NCBI; Content: EBI; Content: NIH; Content: repository; Content: archive; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: curated; Title: data; Title: database; Content: server; Content: portal; ★ TITLE BONUS: 'database' in page title,,"Error: HTTPSConnectionPool(host='nmrshiftdb.nmr.uni-koeln.de', port=443): Max retries exceeded with url: / ",0,https://nmrshiftdb.nmr.uni-koeln.de/,True,http://web.archive.org/web/20250906031238/https://nmrshiftdb.nmr.uni-koeln.de/,2025-09-06
35377469,http://teromol.qmclab.com/,teromol,,teromol.qmclab.com,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='teromol.qmclab.com', port=80): Max retries exceeded with url: / (Caused by ",0,http://teromol.qmclab.com/,False,,
38900906,http://mother-db.org,multispecies ovary tissue histology electronic repository,,mother-db.org,True,200.0,20,15,5,CRITICAL,Content: gene; Title: repository; Content: collection; Content: resource; Content: search; Content: query; Content: data; ★ TITLE BONUS: 'repository' in page title,428.74,,0,https://mother-db.org/,False,,
40522748,http://mynp.lectin.my/,malaysian natural product,,mynp.lectin.my,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='mynp.lectin.my', port=80): Max retries exceeded with url: / (Caused by Name",0,http://mynp.lectin.my/,False,,
38769143,http://mzmine.github.io/,,mzmine,mzmine.github.io,True,200.0,35,35,0,CRITICAL,Content: EBI; Content: bioinformatics; Content: gene; Content: sequence; Content: molecular; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: annotation; Content: data; Content: database; Content: server,2250.68,,1,https://mzio.io/mzmine-news/,False,,
35394655,https://www.ccdc.cam.ac.uk/,crystal structure database,,www.ccdc.cam.ac.uk,True,200.0,33,33,0,CRITICAL,Content: EBI; Content: gene; Content: protein; Content: molecular; Content: repository; Content: collection; Content: resource; Content: tool; Content: search; Content: query; Content: download; Content: curated; Title: data; Content: database,571.44,,0,https://www.ccdc.cam.ac.uk/,False,,
38015708,https://github.com/yeyupiaoling/ZJUT-EIFD,,zjut-eifd,github.com,False,404.0,0,0,0,VERY LOW,,551.13,HTTP 404,0,https://github.com/yeyupiaoling/ZJUT-EIFD,False,,
36967676,http://tumor.informatics.jax.org/,mouse models of human cancer database,mmhcdb,tumor.informatics.jax.org,True,200.0,10,5,5,HIGH,Content: browse; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,586.94,,0,https://tumor.informatics.jax.org/,False,,
35396615,https://www.chicagofaces.org,chicago face database,,www.chicagofaces.org,True,200.0,35,30,5,CRITICAL,Content: gene; Content: variant; Content: expression; Content: archive; Content: collection; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,6885.98,,0,https://www.chicagofaces.org/,False,,
34674164,https://biodare2.ed.ac.uk/,biodare2,,biodare2.ed.ac.uk,True,200.0,13,13,0,HIGH,Content: biological; Content: repository; Content: tool; Content: platform; Content: browse; Content: data,153.61,,0,https://biodare2.ed.ac.uk/,False,,
38275308,http://www.wormbase.org/,elegans</i>-based,,www.wormbase.org,False,403.0,0,0,0,VERY LOW,,84.55,HTTP 403,0,http://www.wormbase.org/,False,,
37738189,http://metnetcomp.github.io/,metnetcomp,,metnetcomp.github.io,False,404.0,0,0,0,VERY LOW,,144.33,HTTP 404,0,http://metnetcomp.github.io/,False,,
34133301,https://github.com/zheng-xin-zhang/LSCIDMR,,lscidmr,github.com,False,404.0,0,0,0,VERY LOW,,1030.89,HTTP 404,0,https://github.com/zheng-xin-zhang/LSCIDMR,False,,
39442633,http://carotenoiddb.jp/,carotenoids,,carotenoiddb.jp,True,200.0,19,14,5,CRITICAL,Content: biological; Content: tool; Content: search; Content: download; Content: submit; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,1245.3,,0,http://carotenoiddb.jp/,False,,
34904611,http://cancer.sanger.ac.uk/cosmic,kras</i,,cancer.sanger.ac.uk,True,200.0,32,32,0,CRITICAL,Content: genome; Content: gene; Content: variant; Content: mutation; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: annotation; Content: data,369.75,,0,https://cancer.sanger.ac.uk/cosmic/login,False,,
37493333,https://pdc.cancer.gov/,breast cancer proteome portal,,pdc.cancer.gov,True,200.0,6,6,0,MEDIUM,Content: tool; Content: browse; Title: data,645.01,,0,https://pdc.cancer.gov/pdc/,False,,
37771003,http://www.mmip.top/,microbiome metabolome integration platform,mmip,www.mmip.top,True,,9,9,0,MEDIUM,Content: archive; Content: resource; Content: download; Content: data; Content: server,,"Error: HTTPConnectionPool(host='www.mmip.top', port=80): Max retries exceeded with url: / (Caused by NameRe",0,http://www.mmip.top/,True,http://web.archive.org/web/20240823153159/https://mmip.top/,2024-08-23
35037225,http://www.agrold.org/,,agrold,www.agrold.org,True,200.0,31,31,0,CRITICAL,Content: bioinformatics; Content: gene; Content: molecular; Content: biological; Content: expression; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: submit; Content: data; Content: database; Content: portal,1120.07,,1,https://agrold.southgreen.fr:443/aldp/index.jsp,False,,
39510367,https://heal.nih.gov/data,,heal | impowr,heal.nih.gov,True,200.0,29,29,0,CRITICAL,Content: EBI; Title: NIH; Content: gene; Content: repository; Content: collection; Content: resource; Content: platform; Content: search; Content: query; Content: submit; Title: data,486.16,,0,https://heal.nih.gov/data,False,,
35169263,http://alma.inaf.cl/en/home/,,alma,alma.inaf.cl,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='alma.inaf.cl', port=80): Max retries exceeded with url: /en/home/ (Caused b",0,http://alma.inaf.cl/en/home/,False,,
39117154,https://github.com/circadipy/circadipy,circadipy | an open,,github.com,False,404.0,0,0,0,VERY LOW,,334.34,HTTP 404,0,https://github.com/circadipy/circadipy,False,,
36575445,https://github.com/lusystemsbio/NetAct,,netact,github.com,True,200.0,44,44,0,CRITICAL,Content: EBI; Content: genome; Content: gene; Content: variant; Content: expression; Content: repository; Content: archive; Content: collection; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: data; Content: database; Content: server; Content: portal,1347.52,,0,https://github.com/lusystemsbio/NetAct,False,,
37612031,https://skins.cellatlas.io/,human skin cell atlas,,skins.cellatlas.io,False,,0,0,0,VERY LOW,,,"Error: HTTPSConnectionPool(host='skins.cellatlas.io', port=443): Max retries exceeded with url: / (Caused b",0,https://skins.cellatlas.io/,False,,
39102448,http://cops.biol.univ.wroc.pl/,,cops,cops.biol.univ.wroc.pl,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='cops.biol.univ.wroc.pl', port=80): Max retries exceeded with url: / (Caused",0,http://cops.biol.univ.wroc.pl/,False,,
35313008,https://github.com/CamoEvo,camoevo | an open,,github.com,False,404.0,0,0,0,VERY LOW,,132.47,HTTP 404,0,https://github.com/CamoEvo,False,,
36792822,http://www.jphilo.mailou.net/sednterp/,,sednterp,www.jphilo.mailou.net,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='www.jphilo.mailou.net', port=80): Max retries exceeded with url: /sednterp/",0,http://www.jphilo.mailou.net/sednterp/,False,,
38217648,https://github.com/Fabian-St/ANNOgesic,annogesic,,github.com,False,404.0,0,0,0,VERY LOW,,353.87,HTTP 404,0,https://github.com/Fabian-St/ANNOgesic,False,,
38787331,https://bionanoinfo.com/bad/,protein adsorption on solid surfaces,,bionanoinfo.com,True,200.0,23,23,0,CRITICAL,Content: gene; Content: protein; Content: molecular; Title: biological; Content: collection; Content: resource; Content: search; Content: query; Content: data; Content: database,2172.98,,0,https://bionanoinfo.com/bad/,False,,
37104266,https://www.ncbi.nlm.nih.gov/books/,bookshelf,,www.ncbi.nlm.nih.gov,True,200.0,43,43,0,CRITICAL,Title: NCBI; Content: NIH; Content: search database; Content: genome; Content: gene; Content: protein; Content: archive; Content: collection; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: submit; Content: data; Content: database; Content: portal,1000.34,,0,https://www.ncbi.nlm.nih.gov/books/,False,,
37563883,https://debbie.global/,,debbie,debbie.global,False,,0,0,0,VERY LOW,,,"Error: HTTPSConnectionPool(host='debbie.global', port=443): Max retries exceeded with url: / (Caused by Nam",0,https://debbie.global/,False,,
36892262,https://asgard.rc.ufl.edu/,,asgard+ | asgard,asgard.rc.ufl.edu,False,,0,0,0,VERY LOW,,,"Error: HTTPSConnectionPool(host='asgard.rc.ufl.edu', port=443): Max retries exceeded with url: / (Caused by",0,https://asgard.rc.ufl.edu/,False,,
37497729,https://github.com/SILin7/AtacAnnoR,atacannor,,github.com,False,404.0,0,0,0,VERY LOW,,435.86,HTTP 404,0,https://github.com/SILin7/AtacAnnoR,False,,
36449162,https://www.mongodb.com/atlas/database,,atlas | bs-,www.mongodb.com,True,200.0,39,34,5,CRITICAL,Content: EBI; Content: gene; Content: variant; Content: collection; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Title: data; Title: database; Content: server; Content: portal; ★ TITLE BONUS: 'database' in page title,817.41,,0,https://www.mongodb.com/products/platform/atlas-database,False,,
39151939,https://www.maizegdb.org/,maize genetics and genomics database | maizegdb | the maize genetics and genomics database,,www.maizegdb.org,True,500.0,56,56,0,CRITICAL,Content: EBI; Content: genomics; Content: genome; Content: gene; Content: protein; Content: sequence; Content: molecular; Content: variant; Content: expression; Content: archive; Content: collection; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: curated; Content: annotation; Content: data; Content: database,919.94,HTTP 500,0,https://www.maizegdb.org/,True,http://web.archive.org/web/20251001170420/https://www.maizegdb.org./,2025-10-01
36794865,https://gold.jgi.doe.gov/,genomes online database,,gold.jgi.doe.gov,True,200.0,32,32,0,CRITICAL,Content: NCBI; Content: genomics; Content: genome; Content: gene; Content: resource; Content: tool; Content: search; Content: query; Content: download; Content: submit; Content: annotation; Content: data; Content: database; Content: web service,1115.89,,0,https://gold.jgi.doe.gov/,False,,
37646940,https://zenodo.org/record/7765173,peatmoss,,zenodo.org,False,404.0,0,0,0,VERY LOW,,417.23,HTTP 404,0,https://zenodo.org/records/7765173,False,,
37614126,https://www.boldsystems.org/,,bold,www.boldsystems.org,True,200.0,35,35,0,CRITICAL,Content: NCBI; Content: NIH; Content: genomics; Content: gene; Content: sequence; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: download; Title: data; Content: database; Content: portal,1228.94,,0,https://boldsystems.org/,False,,
39579797,http://atfdb.insect-genome.com/,,atfdb,atfdb.insect-genome.com,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='atfdb.insect-genome.com', port=80): Max retries exceeded with url: / (Cause",0,http://atfdb.insect-genome.com/,False,,
36107335,https://www.fpbase.org/,,fpbase,www.fpbase.org,True,200.0,23,18,5,CRITICAL,Title: protein; Content: collection; Content: tool; Content: search; Content: query; Content: browse; Content: submit; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,766.76,,0,https://www.fpbase.org/,False,,
38335132,https://www.addgene.org/,lactospanks,iptg,www.addgene.org,True,200.0,44,44,0,CRITICAL,Content: genome; Title: gene; Content: protein; Content: sequence; Content: molecular; Content: mutation; Content: expression; Content: repository; Content: collection; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: data; Content: database; Content: server; Content: portal,608.7,,0,https://www.addgene.org/,False,,
36008656,http://www.candidagenome.org/,candida genome database,,www.candidagenome.org,True,200.0,55,50,5,CRITICAL,Content: NCBI; Content: NIH; Content: genomics; Content: proteomics; Title: genome; Content: gene; Content: protein; Content: sequence; Content: archive; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: annotation; Title: data; Title: database; Content: server; ★ TITLE BONUS: 'database' in page title,1045.96,,0,http://www.candidagenome.org/,False,,
38581422,https://github.com/kullrich/hyganno,hyganno,,github.com,False,404.0,0,0,0,VERY LOW,,636.38,HTTP 404,0,https://github.com/kullrich/hyganno,False,,
35124463,http://disintegrins.biol.univ.wroc.pl/,disintegrindb,,disintegrins.biol.univ.wroc.pl,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='disintegrins.biol.univ.wroc.pl', port=80): Max retries exceeded with url: /",0,http://disintegrins.biol.univ.wroc.pl/,False,,
38909399,https://brcaexchange.org/,,brca,brcaexchange.org,True,200.0,2,2,0,LOW,Content: data,501.93,,0,https://brcaexchange.org/,False,,
37692080,http://metapep.thebiglab.org/,metapep,,metapep.thebiglab.org,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='metapep.thebiglab.org', port=80): Max retries exceeded with url: / (Caused ",0,http://metapep.thebiglab.org/,False,,
33798067,https://jrdb.cvcv.hanyang.edu.kr/,,jrdb,jrdb.cvcv.hanyang.edu.kr,False,,0,0,0,VERY LOW,,,"Error: HTTPSConnectionPool(host='jrdb.cvcv.hanyang.edu.kr', port=443): Max retries exceeded with url: / (Ca",0,https://jrdb.cvcv.hanyang.edu.kr/,False,,
37435391,https://coremarketplace.org/,association of biomolecular resource facilities,,coremarketplace.org,True,200.0,11,11,0,HIGH,Content: resource; Content: tool; Content: search; Content: query; Content: submit; Content: portal,383.24,,0,https://coremarketplace.org/,False,,
36125864,https://gtdb.ecogenomic.org/,genome taxonomy database | the genome taxonomy database,,gtdb.ecogenomic.org,True,200.0,31,26,5,CRITICAL,Content: NCBI; Content: genomics; Title: genome; Content: gene; Content: tool; Content: search; Content: browse; Content: download; Title: data; Title: database; Content: server; ★ TITLE BONUS: 'database' in page title,184.02,,0,https://gtdb.ecogenomic.org/,False,,
