extracted_name,baseline_name,match_type,score,reasoning,extracted_url,baseline_url,edit_distance
Plant PTM Viewer,flad,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.psb.ugent.be/PlantPTMViewer,http://forensic.ugent.be/FLAD,14.0
TUL Herbarium,npidb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://plant.depo.msu.ru/,http://npidb.belozersky.msu.ru,12.0
Museu Goeldi Opiliones,spliceprot,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://ipt.sibbr.gov.br/goeldi/resource?r=museuparaenseemiliogoeldi-collection-aracnologiaopiliones,http://lbbc.inca.gov.br/spliceprot,17.0
PILGRM,interacdome,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://pilgrm.princeton.edu,http://interacdome.princeton.edu,9.0
Vertion,epilepsy-connect,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://compbio.case.edu/omics/software/vertion,http://bmhinformatics.case.edu/Epilepsyconnect/login,13.0
PathMe,neurommsig,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://pathme.scai.fraunhofer.de/,http://neurommsig.scai.fraunhofer.de,9.0
Blue Box Database,naps,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://bluebox.ippt.gov.pl/~hpiotrzk,http://naps.nencki.gov.pl,15.0
LNEN_map,ucsc genome browser,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://tumormap.ucsc.edu/?p=RCG_lungNENomics/LNEN,http://genome.ucsc.edu,16.0
GBIF Dataset 14669,florabank1,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://data.gbif.org/datasets/resource/14669/,"http://data.gbif.org/datasets/resource/10969/, http://projects.biodiversity.be/ifblAll",15.0
TASmania,gdbmedchem,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://shiny.bioinformatics.unibe.ch/apps/tasmania/,http://gdb.unibe.ch,9.0
hERGAPDbase,oryzapg,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.grt.kyushu-u.ac.jp/hergapdbase/,http://oryzapg.iab.keio.ac.jp,9.0
Ostrinia_scapulalis_genome,cyanolyase,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://bipaa.genouest.org/sp/ostrinia_scapulalis/,http://cyanolyase.genouest.org,22.0
CancerRxTissue,tbpp,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://manticore.niehs.nih.gov/cancerRxTissue,http://TBPortals.niaid.nih.gov,13.0
ChallengeDB,live-nflx-ii,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://live.ece.utexas.edu/research/ChallengeDB/index.html,http://live.ece.utexas.edu/research/LIVE_NFLX_II/live_nflx_plus.html,12.0
Anti-CRISPRdb,morusdb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://cefg.uestc.edu.cn/anti-CRISPRdb/,http://morus.swu.edu.cn/morusdb,9.0
G4_database,mesocosm,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://ericlarg4.github.io/G4_database.html,http://aliayadi.github.io/MESOCOSM-database,10.0
MetaPhOrs,phylomedb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://orthology.phylomedb.org/,http://phylomedb.org,9.0
PacTrac,hawaiian freshwater algal database,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://nappactrac31.ctahr.hawaii.edu/default.htm,http://algae.manoa.hawaii.edu/hfwadb,30.0
GenoSkyline,frog-kb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://genocanyon.med.yale.edu/GenoSkyline,http://frog.med.yale.edu/FrogKB,10.0
GTB,hemophilia a database,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://gtb.biocompute.org.uk,"http://hadb.org.uk/, http://www.kcl.ac.uk/ip/petergreen/haemBdatabase.html",19.0
Colombia_geometrid,florabank1,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://www.gbif.org/,"http://data.gbif.org/datasets/resource/10969/, http://projects.biodiversity.be/ifblAll",15.0
Togo_herbarium,florabank1,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://www.gbif.org/dataset/b05dd467-aaf8-4c67-843c-27f049057b78,"http://data.gbif.org/datasets/resource/10969/, http://projects.biodiversity.be/ifblAll",11.0
Bradyrhizobium_MLSA,plantannot,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://mlsa.cnpso.embrapa.br,http://www.machado.cnptia.embrapa.br/plantannot,17.0
SpliceAid,metatropismdb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.introni.it/spliceaid.html,http://www.introni.it/Metastasis/metastasis.html,11.0
FG_mosquito,florabank1,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.gbif.org/dataset/5a8aa2ad-261c-4f61-a98e-26dd752fe1c5,"http://data.gbif.org/datasets/resource/10969/, http://projects.biodiversity.be/ifblAll",10.0
GeneBase,bologna annotation resource,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://apollo11.isto.unibo.it/software/,http://bar.biocomp.unibo.it/bar3,22.0
GWIPS-viz,darned,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://gwips.ucc.ie,http://darned.ucc.ie,9.0
VivaxGEN,agriseqdb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://vivaxgen.menzies.edu.au,http://expression.latrobe.edu.au/agriseqdb,9.0
MMPdb,rna structurome database,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://mmpdb.eeob.iastate.edu/,http://structurome.bb.iastate.edu,21.0
WheatD_SNP,i5k,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://avena.pw.usda.gov/wheatD/agsnp.shtml,http://i5k.nal.usda.gov,10.0
BetaLactamaseDB,transcriptomebrowser,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://ifr48.timone.univ-mrs.fr/beta-lactamase/public/,http://tagc.univ-mrs.fr/tbrowser,16.0
ALE-HSA21,camurweb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://bioinfo.na.iac.cnr.it/ALE-HSA21,http://bioinformatics.iasi.cnr.it/camurweb,9.0
Allen Developing Mouse Brain Atlas,allen brain atlas,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://developingmouse.brain-map.org,http://www.brain-map.org,17.0
Virtual Pharmacist,pathppi,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.sustc-genome.org.cn/vp,http://proteomeview.hupo.org.cn/PathPPI/PathPPI.html,15.0
Wheat_D_markers,i5k,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://probes.pw.usda.gov/ATRJM/,http://i5k.nal.usda.gov,14.0
HydDB,lotus base,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://services.birc.au.dk/hyddb/,http://lotus.au.dk,9.0
ComplexPortal,memprotmd,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.ebi.ac.uk/complexportal,http://memprotmd.bioch.ox.ac.uk,9.0
AnatomyTagger,memprotmd,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://nactem.ac.uk/anatomytagger,http://memprotmd.bioch.ox.ac.uk,12.0
Meloidogyne_proteome,peroxibase,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://meloidogyne.inra.fr/Downloads/Meloidogyne-incognita-V2-2017,http://peroxibase.toulouse.inra.fr,17.0
Proteasome_toolkit,phosphat,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://toolkit.tuebingen.mpg.de,http://phosphat.mpimp-golm.mpg.de,14.0
Dokdo Insect Database,florabank1,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.GBIF.org,"http://data.gbif.org/datasets/resource/10969/, http://projects.biodiversity.be/ifblAll",18.0
SCADS_GED,kazusa marker database,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://scads.jfcr.or.jp/db/cs/,http://marker.kazusa.or.jp,19.0
Brazil Coleoptera Database,florabank1,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.gbif.org/dataset/8e0e9330-e1b2-475a-9891-4fa8e5c6f57f,"http://data.gbif.org/datasets/resource/10969/, http://projects.biodiversity.be/ifblAll",21.0
NITRC,autism brain imaging data exchange,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.nitrc.org,http://fcon_1000.projects.nitrc.org/indi/abide,30.0
Adenosiland,phytotypedb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://mms.dsfarm.unipd.it/Adenosiland/,http://phytotypedb.bio.unipd.it,10.0
NAR_DB_2013,combrex,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.oxfordjournals.org/nar/database/a/,"http://www.oxfordjournals.org/nar/database/a/, http://nar.oxfordjournals.org",10.0
PolyprOnline,respire,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.dsimb.inserm.fr/dsimb_tools/polyproline,http://www.dsimb.inserm.fr/respire,9.0
Aging Atlas,synbiolgdb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://bigd.big.ac.cn/aging/index,http://bioinformatics.ac.cn/synbiolgdb,10.0
NAR Database,combrex,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.oxfordjournals.org/nar/database/a/,"http://www.oxfordjournals.org/nar/database/a/, http://nar.oxfordjournals.org",11.0
COVID-19 DGSL,datasets2tools,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://amp.pharm.mssm.edu/covid19/,http://amp.pharm.mssm.edu/datasets2tools,13.0
SYNS,memprotmd,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://syns.soton.ac.uk,http://memprotmd.bioch.ox.ac.uk,9.0
SIDER,progenomes2,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://sideeffects.embl.de,http://progenomes.embl.de,10.0
E3 Ligase Database,ratemirs,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,http://www.niehs.nih.gov/ratemirs,15.0
Interferome,agriseqdb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://interferome.its.monash.edu.au/interferome/,http://expression.latrobe.edu.au/agriseqdb,10.0
BμG@Sbase,memprotmd,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://bugs.sgul.ac.uk/bugsbase/,http://memprotmd.bioch.ox.ac.uk,9.0
Parallel-META,nandesyn,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://bioinfo.single-cell.cn/parallel-meta.html,http://nandesyn.single-cell.cn,11.0
BRCA LOVD,exposome-explorer,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://brca.iarc.fr/LOVD,http://exposome-explorer.iarc.fr,15.0
aglgenes,differentialnet,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.bgu.ac.il/aglgenes,http://netbio.bgu.ac.il/diffnet,12.0
ePath,describeprot,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://www.pubapps.vcu.edu/epath/,http://biomine.cs.vcu.edu/servers/DESCRIBEPROT,10.0
NBench,sc-pdb-frag,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://ahsoka.u-strasbg.fr/rbscorenbench/,http://bioinfo-pharma.u-strasbg.fr/scPDBFrag,10.0
VirtualSeed,memprotmd,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.vseed.nottingham.ac.uk/,http://memprotmd.bioch.ox.ac.uk,10.0
R-Syst::diatom,diat.barcode,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.rsyst.inra.fr/en,http://www6.inra.fr/carrtel-collection_eng/Barcoding-database,13.0
Follicle Online,morusdb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://mcg.ustc.edu.cn/sdap1/follicle/index.php,http://morus.swu.edu.cn/morusdb,14.0
TREAT-NMD DMD,umd-apc,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://umd.be/TREAT_DMD/,http://www.umd.be/APC,11.0
LINCS Canvas Browser,escape,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.maayanlab.net/LINCS/LCB,http://www.maayanlab.net/ESCAPE,16.0
EUROCarbDB(CCRC),pgdd,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://glycomics.ccrc.uga.edu/eurocarb/,http://chibba.agtec.uga.edu/duplication,15.0
Maize microarray annotation database,hcvpro,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://MaizeArrayAnnot.bi.up.ac.za/,"http://apps.sanbi.ac.za/hcvpro/, http://cbrc.kaust.edu.sa/hcvpro",33.0
eDystrophin,cyanolyase,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://edystrophin.genouest.org/,http://cyanolyase.genouest.org,10.0
Systems Genetics Resource,mcpdb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://systems.genetics.ucla.edu,http://mcpdb.mbi.ucla.edu,23.0
CGE Evolution Data,chemprot-2.0,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://cge.cbs.dtu.dk/services/evolution_data.php,http://www.cbs.dtu.dk/services/ChemProt-2.0,14.0
TCGASpliceSeq,tanric,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://bioinformatics.mdanderson.org/TCGASpliceSeq,http://bioinformatics.mdanderson.org/main/TANRIC:Overview,9.0
SEEK,interacdome,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://seek.princeton.edu/,http://interacdome.princeton.edu,10.0
MBPA,synbiolgdb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://mbpa.bprc.ac.cn/,http://bioinformatics.ac.cn/synbiolgdb,9.0
ProteomicsBrowser,frog-kb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://medicine.yale.edu/keck/nida/proteomicsbrowser.aspx,http://frog.med.yale.edu/FrogKB,14.0
RhizoBindingSites,dianat-db,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,rhizobindingsites.ccg.unam.mx,http://rdu.iquimica.unam.mx/handle/20.500.12214/1186,15.0
HIVToolbox,c-terminome,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://hivtoolbox.bio-toolkit.com,http://cterminome.bio-toolkit.com,10.0
TCC_naming,ym500,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://ball.ling.sinica.edu.tw/namingdatabase/index.html,http://ngs.ym.edu.tw/ym500,9.0
GoMAP,c-terminome,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.bio-toolkit.com/GoMap/project/,http://cterminome.bio-toolkit.com,10.0
COLT-Cancer,cyclops,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://colt.ccbr.utoronto.ca/cancer,http://cyclops.ccbr.utoronto.ca,9.0
EK-DRD,hybridmoldb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.idruglab.com/drd/index.php,http://www.idruglab.com/HybridMolDB/index.php,9.0
NAR_DB_2021,combrex,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://www.oxfordjournals.org/nar/database/c/,"http://www.oxfordjournals.org/nar/database/a/, http://nar.oxfordjournals.org",10.0
mitoXplorer,transcriptomebrowser,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://mitoxplorer.ibdm.univ-mrs.fr,http://tagc.univ-mrs.fr/tbrowser,14.0
BacFITBase,dualseqdb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.tartaglialab.com/bacfitbase,http://www.tartaglialab.com/dualseq,10.0
Exo-miRExplorer,morusdb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://rna.sysu.edu.cn/exomiRDB/,http://morus.swu.edu.cn/morusdb,13.0
VIGLA-M,europinedb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://khaos.uma.es/melanoma/,http://www.scbi.uma.es/pindb,10.0
HLhylVes1,maxqb,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,https://genome-public.pks.mpg.de/cgi-bin/hgTracks?db=HLhylVes1,http://www.biochem.mpg.de/maxqb,9.0
KNOTTIN,cftr-france,SAME_DOMAIN,2.0,Score=2.0: SAME_DOMAIN,http://www.dsimb.inserm.fr/KNOTTIN/,http://cftr.iurc.montp.inserm.fr/cftr,10.0
