pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name,chunk,already_seen,in_baseline,resource_url,url_source
30076665,The CaspBase: a curated database for evolutionary biochemical studies of caspase functional divergence and ancestral sequence inference.,False,N,medium,Base suffix and database keyword but no URL concerning,CaspBase,Caspase Database,7,N,N,,
33064305,GABC: A comprehensive resource and Genome Atlas for Breast Cancer.,False,N,medium,Atlas and resource keywords but no URL,GABC,Genome Atlas for Breast Cancer,7,N,N,,
34170977,An introduction to DUIA: The database on urban inequality and amenities.,False,N,medium,Database keyword but no URL unusual for bioresource,DUIA,Database on Urban Inequality and Amenities,7,N,N,,
28150243,NDEx: A Community Resource for Sharing and Publishing of Biological Networks.,False,N,medium,Resource for sharing networks but no URL,NDEx,Network Data Exchange,7,N,N,,
29447345,The BioCyc collection of microbial genomes and metabolic pathways.,False,N,medium,Collection of genomes and pathways but no URL,BioCyc,Biocyc Database Collection,7,N,N,,
30793170,SuCComBase: a manually curated repository of plant sulfur-containing compounds.,False,N,medium,Base suffix and repository keyword but no URL,SuCComBase,Sulfur-Containing Compounds Base,7,N,N,,
32068839,iDISK: the integrated DIetary Supplements Knowledge base.,False,N,medium,KB suffix and knowledge base keyword but no URL,iDISK,Integrated Dietary Supplements Knowledge Base,7,N,N,,
23627461,MScDB: a mass spectrometry-centric protein sequence database for proteomics.,False,N,medium,DB suffix and database keyword but no URL,MScDB,Mass Spectrometry-centric Database,7,N,N,,
29470400,RaMP: A Comprehensive Relational Database of Metabolomics Pathways for Pathway Enrichment Analysis of Genes and Metabolites.,False,N,medium,Database keyword but no URL,RaMP,Relational Database of Metabolomics Pathways,7,N,N,,
23180770,ASGARD: an open-access database of annotated transcriptomes for emerging model arthropod species.,False,N,medium,Database keyword but no URL,ASGARD,Annotated Transcriptomes Database,7,N,N,,
32910939,Spectacle: An interactive resource for ocular single-cell RNA sequencing data analysis.,False,N,medium,Resource for data analysis suggests data portal,Spectacle,Spectacle Ocular scRNA-seq Resource,7,N,N,,
"""23256906"," 24261964"",CAPER: a chromosome-assembled human proteome browsER.",True,N,medium,Browser for proteome data,CAPER,Chromosome-Assembled Proteome BrowserER,7,N,N,,
29859376,MCAW-DB: A glycan profile database capturing the ambiguity of glycan recognition patterns.,False,N,medium,DB suffix and database keyword but no URL,MCAW-DB,Mammalian Carbohydrate Warfare Database,7,N,N,,
27899574,Uniclust databases of clustered and deeply annotated protein sequences and alignments.,False,N,medium,Database keyword but no URL,Uniclust,Universal Cluster Database,7,N,N,,
23660284,dbWFA: a web-based database for functional annotation of Triticum aestivum transcripts.,False,N,medium,DB suffix and database keyword but no URL,dbWFA,Wheat Functional Annotation Database,7,N,N,,
23134618,C²Maps: a network pharmacology database with comprehensive disease-gene-drug connectivity relationships.,False,N,medium,Database keyword but no URL,C²Maps,Connectivity Maps,7,N,N,,
21992002,The BioLexicon: a large-scale terminological resource for biomedical text mining.,False,N,medium,Resource for terminological data but no URL,BioLexicon,Biomedical Lexicon,7,N,N,,
32124319,"""The SysteMHC Atlas: a Computational Pipeline, a Website, and a Data Repository for Immunopeptidomic Analyses.""",False,N,medium,Atlas and repository but pipeline focus,SysteMHC Atlas,Systems MHC Atlas,7,N,N,,
30427897,Moral and Affective Film Set (MAAFS): A normed moral video database.,False,N,medium,Database keyword but no URL and unusual domain,MAAFS,Moral and Affective Film Set,7,N,N,,
"""31686107"," 33995478"",The ProteomeXchange consortium in 2020: enabling 'big data' approaches in proteomics.",True,N,high,Consortium data exchange platform,ProteomeXchange,Proteome Exchange,7,N,N,,
31001319,FeatSNP: An Interactive Database for Brain-Specific Epigenetic Annotation of Human SNPs.,False,N,medium,Database keyword but no URL,FeatSNP,Functional and Epigenetic Annotation Tool for SNPs,7,N,N,,
24947213,DENVirDB: a web portal of dengue virus sequence information on Asian isolates.,False,N,medium,DB suffix and portal keyword but no URL,DENVirDB,Dengue Virus Database,7,N,N,,
30614735,HColonDB: A Database for Human Colon Cancer Research.,False,N,medium,DB suffix and database keyword but no URL,HColonDB,Human Colon Cancer Database,7,N,N,,
27645405,DMAK: A curated pan-cancer DNA methylation annotation knowledgebase.,False,N,medium,Knowledgebase keyword but no URL,DMAK,DNA Methylation Annotation Knowledgebase,7,N,N,,
31836898,SGID: a comprehensive and interactive database of the silkworm.,False,N,high,DB suffix indicates database with comprehensive silkworm data,SGID,Silkworm Genome Interactive Database,8,N,N,,
33672700,PSC-db: A Structured and Searchable 3D-Database for Plant Secondary Compounds.,False,N,high,DB suffix and database keyword indicate true bioresource,PSC-db,Plant Secondary Compounds Database,8,N,N,,
30339216,GFDP: the gene family database in poplar.,False,N,high,Explicit database keyword indicates bioresource,GFDP,Gene Family Database in Poplar,8,N,N,,
31848596,RHPCG: a database of the Regulation of the Hippo Pathway in Cancer Genome.,False,N,high,Explicit database keyword indicates bioresource,RHPCG,Regulation of Hippo Pathway in Cancer Genome Database,8,N,N,,
32421831,ToxicoDB: an integrated database to mine and visualize large-scale toxicogenomic datasets.,False,N,high,DB suffix and database keyword indicate bioresource,ToxicoDB,Toxicogenomics Database,8,N,N,,
28039679,Q2Stress: A database for multiple cues to stress assignment in Italian.,False,N,high,Explicit database keyword indicates bioresource,Q2Stress,Italian Stress Assignment Database,8,N,N,,
21700574,"""Overview of FEED, the feeding experiments end-user database.""",False,N,high,Explicit database keyword indicates bioresource,FEED,Feeding Experiments End-user Database,8,N,N,,
30365025,SSRome: an integrated database and pipelines for exploring microsatellites in all organisms.,False,N,high,Explicit database keyword indicates bioresource,SSRome,Simple Sequence Repeat Database,8,N,N,,
27977206,CanProVar 2.0: An Updated Database of Human Cancer Proteome Variation.,False,N,high,Explicit database keyword and version number indicate bioresource,CanProVar,Cancer Proteome Variation Database,8,N,N,,
33879798,"""ODFM, an omics data resource from microorganisms associated with fermented foods.""",False,N,high,Data resource containing omics data is a bioresource,ODFM,Omics Data from Fermented Foods Microorganisms,8,N,N,,
32669368,CeMbio - The <i>Caenorhabditis elegans</i> Microbiome Resource.,False,N,high,Resource for microbiome data is a bioresource,CeMbio,Caenorhabditis elegans Microbiome Resource,8,N,N,,
21718467,InterMitoBase: an annotated database and analysis platform of protein-protein interactions for human mitochondria.,False,N,high,Base suffix and database keyword indicate bioresource,InterMitoBase,Mitochondrial Protein Interaction Database,8,N,N,,
33177529,"""DISPERSE, a trait database to assess the dispersal potential of European aquatic macroinvertebrates.""",False,N,high,Explicit database keyword indicates bioresource,DISPERSE,Aquatic Macroinvertebrate Dispersal Database,8,N,N,,
27885171,SAPFLUXNET: towards a global database of sap flow measurements.,False,N,high,Explicit database keyword indicates bioresource,SAPFLUXNET,Global Sap Flow Database,8,N,N,,
30581839,ISOdb: A Comprehensive Database of Full-Length Isoforms Generated by Iso-Seq.,False,N,high,DB suffix and database keyword indicate bioresource,ISOdb,Isoform Database,8,N,N,,
33777032,VaximmutorDB: A Web-Based Vaccine Immune Factor Database and Its Application for Understanding Vaccine-Induced Immune Mechanisms.,False,N,high,DB suffix and database keyword indicate bioresource,VaximmutorDB,Vaccine Immune Factor Database,8,N,N,,
29868062,ARMOUR - A Rice miRNA: mRNA Interaction Resource.,False,N,high,Resource for interaction data is a bioresource,ARMOUR,Rice miRNA-mRNA Interaction Resource,8,N,N,,
30073046,NDDN: A Cloud-Based Neuroinformation Database for Developing Neuronal Networks.,False,N,high,Explicit database keyword indicates bioresource,NDDN,Neuroinformation Database for Developing Networks,8,N,N,,
24512305,FADB: a food additive molecular database for in silico screening in food toxicology.,False,N,high,DB suffix and database keyword indicate bioresource,FADB,Food Additive Database,8,N,N,,
26283320,Classifying the bacterial gut microbiota of termites and cockroaches: A curated phylogenetic reference database (DictDb).,False,N,high,Reference database keyword and DB suffix indicate bioresource,DictDb,Termite and Cockroach Gut Microbiota Database,8,N,N,,
28556827,"""RiceAtlas, a spatial database of global rice calendars and production.""",False,N,high,Atlas and database keywords indicate bioresource,RiceAtlas,Global Rice Calendar and Production Database,8,N,N,,
32737813,FANCat: French affective norms for ten emotional categories.,False,N,high,Collection of norms is a data resource,FANCat,French Affective Norms Catalog,8,N,N,,
24772454,rCAD: A Novel Database Schema for the Comparative Analysis of RNA.,False,N,high,Database schema indicates database,rCAD,RNA Comparative Analysis Database,8,N,N,,
25210196,Proteome-wide subcellular topologies of E. coli polypeptides database (STEPdb).,False,N,high,DB suffix and database keyword indicate bioresource,STEPdb,Subcellular Topologies of E. coli Polypeptides Database,8,N,N,,
30165481,NCycDB: a curated integrative database for fast and accurate metagenomic profiling of nitrogen cycling genes.,False,N,high,DB suffix and database keyword indicate bioresource,NCycDB,Nitrogen Cycling Database,8,N,N,,
32598921,VectorInfo: A web resource for medically important Indian arthropod disease vectors.,False,N,high,Web resource for vector information is a bioresource,VectorInfo,Indian Arthropod Disease Vector Information Resource,8,N,N,,
30891576,LasDB: A collective database for laboratory animal strain resources.,False,N,high,DB suffix and database keyword indicate bioresource,LasDB,Laboratory Animal Strain Database,8,N,N,,
30788499,FairBase: a comprehensive database of fungal A-to-I RNA editing.,False,N,high,Base suffix and database keyword indicate bioresource,FairBase,Fungal A-to-I RNA Editing Database,8,N,N,,
32503988,"""HISTOBREAST, a collection of brightfield microscopy images of Haematoxylin and Eosin stained breast tissue.""",False,N,high,Collection of images is a data resource,HISTOBREAST,Histological Breast Tissue Image Collection,8,N,N,,
33509180,CardioNet: a manually curated database for artificial intelligence-based research on cardiovascular diseases.,False,N,high,Manually curated database keyword indicates bioresource,CardioNet,Cardiovascular Disease Database,8,N,N,,
31612721,"""SAAVpedia: Identification, Functional Annotation, and Retrieval of Single Amino Acid Variants for Proteogenomic Interpretation.""",False,N,high,Pedia suffix indicates encyclopedia of variants,SAAVpedia,Single Amino Acid Variant Encyclopedia,8,N,N,,
33676929,GeneCaRNA: A Comprehensive Gene-centric Database of Human Non-coding RNAs in the GeneCards Suite.,False,N,high,Comprehensive gene-centric database keyword indicates bioresource,GeneCaRNA,Gene-centric RNA Database,8,N,N,,
33062585,The Collection of Zoosporic Eufungi at the University of Michigan (CZEUM): introducing a new repository of barcoded <i>Chytridiomyceta</i> and <i>Blastocladiomycota</i> cultures.,False,N,high,Collection repository of cultures is a bioresource,CZEUM,Collection of Zoosporic Eufungi University of Michigan,8,N,N,,
21992659,MedEval - A Swedish medical test collection with doctors and patients user groups.,False,N,high,Test collection is a data resource,MedEval,Swedish Medical Test Collection,8,N,N,,
33214792,ANSH: Multimodal Neuroimaging Database Including MR Spectroscopic Data From Each Continent to Advance Alzheimer's Disease Research.,False,N,high,Multimodal neuroimaging database keyword indicates bioresource,ANSH,Alzheimer Neuroimaging Spectroscopic Hub,8,N,N,,
29603631,dinoref: A curated dinoflagellate (Dinophyceae) reference database for the 18S rRNA gene.,False,N,high,Curated reference database keyword indicates bioresource,dinoref,Dinoflagellate Reference Database,8,N,N,,
33436621,isoCirc catalogs full-length circular RNA isoforms in human transcriptomes.,False,N,high,Catalogs of RNA isoforms indicate data resource,isoCirc,Circular RNA Isoform Catalog,8,N,N,,
27369567,"""OntoADR a semantic resource describing adverse drug reactions to support searching, coding, and information retrieval.""",False,N,high,Semantic resource describing ADRs is a bioresource,OntoADR,Adverse Drug Reaction Ontology,8,N,N,,
32935014,A Pan-Canadian Data Resource for Monitoring Child Developmental Health: The Canadian Neighbourhoods and Early Child Development (CanNECD) Database.,False,N,high,Data resource and database keyword indicate bioresource,CanNECD,Canadian Neighbourhoods and Early Child Development Database,8,N,N,,
32719846,OPTIK: a database for understanding catchment areas to guide mobilization of cancer center assets.,False,N,high,Database keyword indicates bioresource,OPTIK,Oncology Patient Information and Knowledge Database,8,N,N,,
"""23284085"," 26412851"",ChloroMitoSSRDB: open source repository of perfect and imperfect repeats in organelle genomes for evolutionary genomics.",True,N,high,DB suffix and repository keyword indicate bioresource,ChloroMitoSSRDB,Chloroplast and Mitochondrial Simple Sequence Repeat Database,8,N,N,,
33378642,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans.,False,N,high,Atlas for neuronal identification is a bioresource,NeuroPAL,Neuronal Polychromatic Atlas of Landmarks,8,N,N,,
34132786,"""efam: an expanded, metaproteome-supported HMM profile database of viral protein families.""",False,N,medium,Contains 'database' keyword but no URL,efam,Expanded Metaproteome-Supported HMM Profile Database,9,N,N,,
29095940,ExpressionDB: An open source platform for distributing genome-scale datasets.,False,N,medium,DB suffix and platform for datasets but no URL,ExpressionDB,ExpressionDB,9,N,N,,
25923813,CHOgenome.org 2.0: Genome resources and website updates.,False,N,medium,Genome resources website but no URL in data,CHOgenome,CHO Genome,9,N,N,,
22414578,"""MetaPath: an electronic knowledge base for collating, exchanging and analyzing case studies of xenobiotic metabolism.""",False,N,medium,Knowledge base keyword but no URL,MetaPath,MetaPath,9,N,N,,
26779411,TRANS PROF DB: A new resource for sharing translational profiles.,False,N,medium,DB suffix but no URL,TRANS PROF DB,Translational Profiles Database,9,N,N,,
28981643,MareyMap Online: A User-Friendly Web Application and Database Service for Estimating Recombination Rates Using Physical and Genetic Maps.,False,N,medium,Database service but no URL in data,MareyMap Online,MareyMap Online,9,N,N,,
33552471,Establishing the South Australian Macrobenthic Traits (SAMT) database: A trait classification for functional assessments.,False,N,medium,Database keyword but no URL,SAMT,South Australian Macrobenthic Traits Database,9,N,N,,
26425413,The eNanoMapper database for nanomaterial safety information.,False,N,medium,Database keyword but no URL,eNanoMapper,eNanoMapper Database,9,N,N,,
31589399,R-BIND: An Interactive Database for Exploring and Developing RNA-Targeted Chemical Probes.,False,N,medium,Database keyword but no URL,R-BIND,RNA-Binding Database,9,N,N,,
31529106,ApicoTFdb: the comprehensive web repository of apicomplexan transcription factors and transcription-associated co-factors.,False,N,medium,db suffix and repository but no URL,ApicoTFdb,Apicomplexan Transcription Factor Database,9,N,N,,
23869638,AgeLine: a database of social gerontology literature.,False,N,medium,Database keyword but no URL,AgeLine,AgeLine,9,N,N,,
27562499,BioCatNet: A Database System for the Integration of Enzyme Sequences and Biocatalytic Experiments.,False,N,medium,Database system but no URL,BioCatNet,Biocatalysis Database Network,9,N,N,,
21713282,DIPOS: database of interacting proteins in Oryza sativa.,False,N,medium,Database keyword but no URL,DIPOS,Database of Interacting Proteins in Oryza Sativa,9,N,N,,
27519318,MitiGate; an online meta-analysis database for quantification of mitigation strategies for enteric methane emissions.,False,N,medium,Database keyword but no URL,MitiGate,Mitigation Gateway Database,9,N,N,,
30144540,IDGenetics: a comprehensive database for genes and mutations of intellectual disability related disorders.,False,N,medium,Database keyword but no URL,IDGenetics,Intellectual Disability Genetics Database,9,N,N,,
26958275,tcTKB: an integrated cardiovascular toxicity knowledge base for targeted cancer drugs.,False,N,medium,KB suffix and knowledge base but no URL,tcTKB,Targeted Cancer Toxicity Knowledge Base,9,N,N,,
30944336,"""MarTurtSI, a global database of stable isotope analyses of marine turtles.""",False,N,medium,Database keyword but no URL,MarTurtSI,Marine Turtle Stable Isotope Database,9,N,N,,
31073139,SLTChemDB: A database of chemical compounds present in Smokeless tobacco products.,False,N,medium,DB suffix and database keyword but no URL,SLTChemDB,Smokeless Tobacco Chemical Database,9,N,N,,
25281234,CanvasDB: a local database infrastructure for analysis of targeted- and whole genome re-sequencing projects.,False,N,medium,DB suffix and database keyword but no URL,CanvasDB,CanvasDB,9,N,N,,
25243218,VibrioBase: a model for next-generation genome and annotation database development.,False,N,medium,Base suffix and database keyword but no URL,VibrioBase,VibrioBase,9,N,N,,
24307410,OntoPIN: an ontology-annotated PPI database.,False,N,medium,Database keyword but no URL,OntoPIN,Ontology Protein Interaction Network,9,N,N,,
29423963,The ω-transaminase engineering database (oTAED): A navigation tool in protein sequence and structure space.,False,N,medium,Database keyword but no URL,oTAED,Omega-Transaminase Engineering Database,9,N,N,,
32658739,AKUImg: A database of cartilage images of Alkaptonuria patients.,False,N,medium,Database keyword but no URL,AKUImg,Alkaptonuria Image Database,9,N,N,,
29633896,THERPA: A small molecule database related to prion protein regulation and prion diseases progression.,False,N,medium,Database keyword but no URL,THERPA,Therapeutic Prion Database,9,N,N,,
27508264,Hawai'i Coral Disease database (HICORDIS): species-specific coral health data from across the Hawaiian archipelago.,False,N,medium,Database keyword but no URL,HICORDIS,Hawaii Coral Disease Database,9,N,N,,
23571273,BacillOndex: an integrated data resource for systems and synthetic biology.,False,N,medium,Integrated data resource but no URL,BacillOndex,BacillOndex,9,N,N,,
34698276,"""MicroSalmon: A Comprehensive, Searchable Resource of Predicted MicroRNA Targets and 3'UTR Cis-Regulatory Elements in the Full-Length Sequenced Atlantic Salmon Transcriptome.""",False,N,medium,Resource of predicted targets but no URL,MicroSalmon,MicroSalmon,9,N,N,,
29897476,"""Revitalizing the drug pipeline: AntibioticDB, an open access database to aid antibacterial research and development.""",False,N,medium,DB suffix and database keyword but no URL,AntibioticDB,Antibiotic Database,9,N,N,,
26078477,HCSD: the human cancer secretome database.,False,N,medium,Database keyword but no URL,HCSD,Human Cancer Secretome Database,9,N,N,,
29500026,"""Critical Care Health Informatics Collaborative (CCHIC): Data, tools and methods for reproducible research: A multi-centre UK intensive care database.""",False,N,medium,Database keyword but no URL,CCHIC,Critical Care Health Informatics Collaborative,9,N,N,,
33379866,FOCUS-DB: An Online Comprehensive Database on Food Additive Safety.,False,N,medium,DB suffix and database keyword but no URL,FOCUS-DB,Food Additive Comprehensive Safety Database,9,N,N,,
34316695,SPONGEdb: a pan-cancer resource for competing endogenous RNA interactions.,False,N,medium,db suffix and resource but no URL,SPONGEdb,Sponge Database,9,N,N,,
34592929,MetaGeneBank: a standardized database to study deep sequenced metagenomic data from human fecal specimen.,False,N,medium,Bank suffix and database keyword but no URL,MetaGeneBank,Metagenomics Gene Bank,9,N,N,,
34181736,CROssBAR: comprehensive resource of biomedical relations with knowledge graph representations.,False,N,medium,Resource with knowledge graph but no URL,CROssBAR,Comprehensive Resource of Biomedical Relations,9,N,N,,
32986418,PI1M: A Benchmark Database for Polymer Informatics.,False,N,medium,Database keyword but no URL,PI1M,Polymer Informatics Database,9,N,N,,
29096505,The BioFragment Database (BFDb): An open-data platform for computational chemistry analysis of noncovalent interactions.,False,N,medium,Database keyword but no URL,BFDb,BioFragment Database,9,N,N,,
27914317,The DIsgust-RelaTed-Images (DIRTI) database: Validation of a novel standardized set of disgust pictures.,False,N,medium,Database keyword but no URL,DIRTI,Disgust-Related Images Database,9,N,N,,
23001143,CPDB: cysteine protease annotation database in Leishmania species.,False,N,medium,DB suffix and database keyword but no URL,CPDB,Cysteine Protease Database,9,N,N,,
29989146,PHYLACINE 1.2: The Phylogenetic Atlas of Mammal Macroecology.,False,N,high,Atlas keyword indicates database,PHYLACINE,Phylogenetic Atlas of Mammal Macroecology,10,N,N,,
34115214,WheatQTLdb: a QTL database for wheat.,False,N,high,Database keyword + db suffix,WheatQTLdb,wheat QTL database,10,N,N,,
34688246,TAGOPSIN: collating taxa-specific gene and protein functional and structural information.,False,N,medium,Collating information suggests database but no URL,TAGOPSIN,taxa-specific gene and protein information database,10,N,N,,
33196823,CellMiner Cross-Database (CellMinerCDB) version 1.2: Exploration of patient-derived cancer cell line pharmacogenomics.,False,N,high,Database in name + version number,CellMinerCDB,CellMiner Cross-Database,10,N,N,,
