"pmid","title","has_url","is_false_positive","confidence","reason","database_name","long_database_name","chunk","already_seen","in_baseline"
"26040787","CARMO: a comprehensive annotation platform for functional exploration of rice multi-omics data.","True","Y","medium","Integration platform/tool not a database","CARMO","Comprehensive platform for functional Annotation of Rice Multi-Omics data","1","Y","N"
"28365733","miRnalyze: an interactive database linking tool to unlock intuitive microRNA regulation of cell signaling pathways.","True","Y","medium","Tool for analysis not a database","miRnalyze","microRNA analyze","1","Y","N"
"21943338","""TIGER: Toolbox for integrating genome-scale metabolic models, expression data, and transcriptional regulatory networks.""","False","Y","high","Tool for integration platform","","","2","Y","N"
"30408350","Investigation of RNA-RNA Interactions Using the RISE Database.","False","Y","high","Tool for investigation","","","2","Y","N"
"28724888","CrossCheck: an open-source web tool for high-throughput screen data analysis.","True","Y","medium","Tool for data analysis","","","2","Y","N"
"27581336","IBIS: an OR ready open-source platform for image-guided neurosurgery.","False","Y","high","Platform for neurosurgery","","","2","Y","N"
"22427539","The SMART Platform: early experience enabling substitutable applications for electronic health records.","True","Y","medium","Platform for EHR applications","","","2","Y","N"
"""27797767"," 30598108"",miRNAmeConverter: an R/bioconductor package for translating mature miRNA names to different miRBase versions.","True","Y","medium","Tool for converting names","","","2","N","N"
"31404401","miRDRN-miRNA disease regulatory network: a tool for exploring disease and tissue-specific microRNA regulatory networks.","True","Y","medium","Tool for exploring networks","","","2","Y","N"
"31494246","SliceIt: A genome-wide resource and visualization tool to design CRISPR/Cas9 screens for editing protein-RNA interaction sites in the human genome.","True","Y","medium","Tool for designing CRISPR screens","","","2","Y","N"
"31797632","PGxMine: Text mining for curation of PharmGKB.","True","Y","medium","Tool for text mining","","","2","Y","N"
"27102089","Gene-set activity toolbox (GAT): A platform for microarray-based cancer diagnosis using an integrative gene-set analysis approach.","True","Y","medium","Tool for microarray analysis","","","2","Y","N"
"32777640","""MiDAS 3: An ecosystem-specific reference database, taxonomy and knowledge platform for activated sludge and anaerobic digesters reveals species-level microbiome composition of activated sludge.""","False","Y","high","Database mentioned but no URL","","","2","Y","N"
"24589857","iLIR: A web resource for prediction of Atg8-family interacting proteins.","False","Y","high","Tool for prediction","","","2","Y","N"
"24958384","The gene expression database for mouse development (GXD): putting developmental expression information at your fingertips.","False","Y","high","Database mentioned but no URL","","","2","Y","N"
"25336620","The Biobanking Analysis Resource Catalogue (BARCdb): a new research tool for the analysis of biobank samples.","False","Y","high","Tool for biobank analysis","","","2","Y","N"
"24170407","PRALINE: a versatile multiple sequence alignment toolkit.","True","Y","medium","Tool for sequence alignment","","","2","Y","N"
"24952385","ShrimpGPAT: a gene and protein annotation tool for knowledge sharing and gene discovery in shrimp.","True","Y","medium","Tool for gene annotation","","","2","Y","N"
"21272355","""Animal model integration to AutDB, a genetic database for autism.""","False","Y","high","Database mentioned but no URL","","","2","Y","N"
"29761470","Navigating the i5k Workspace@NAL: A Resource for Arthropod Genomes.","False","Y","high","Tool for navigating workspace","","","2","Y","N"
"31813695","Using research to guide practice: The Physiotherapy Evidence Database (PEDro).","False","Y","high","Database mentioned but no URL","","","2","Y","N"
"29997612","CDG: An Online Server for Detecting Biologically Closest Disease-Causing Genes and its Application to Primary Immunodeficiency.","True","Y","medium","Tool for detecting genes","","","2","Y","N"
"31945268","Using the MINT Database to Search Protein Interactions.","False","Y","high","Tool for searching database","","","2","Y","N"
"24441647","""An Overview of the Challenges in Designing, Integrating, and Delivering BARD: A Public Chemical-Biology Resource and Query Portal for Multiple Organizations, Locations, and Disciplines.""","False","Y","high","Tool for integration platform","","","2","Y","N"
"23815411","Analysis and consensus of currently available intrinsic protein disorder annotation sources in the MobiDB database.","False","Y","high","Tool for disorder analysis","","","2","Y","N"
"26519404","Gramene: A Resource for Comparative Analysis of Plants Genomes and Pathways.","False","Y","high","Tool for comparative analysis","","","2","Y","N"
"24767249","Genome-wide Mycobacterium tuberculosis variation (GMTV) database: a new tool for integrating sequence variations and epidemiology.","True","Y","medium","Tool keyword but has URL","GMTV","Genome-wide Mycobacterium tuberculosis variation","3","Y","N"
"24143170","Can inferred provenance and its visualisation be used to detect erroneous annotation? A case study using UniProtKB.","True","Y","high","Tool for detection, not a database","","","3","Y","N"
"21960044","Comparison of embryonic expression within multigene families using the FlyExpress discovery platform reveals more spatial than temporal divergence.","False","Y","high","Tool for comparison, not a database","","","3","Y","N"
"29301376","""SistematX, an Online Web-Based Cheminformatics Tool for Data Management of Secondary Metabolites.""","True","Y","medium","Tool for data management, not a database","","","3","Y","N"
"33449976","rfaRm: An R client-side interface to facilitate the analysis of the Rfam database of RNA families.","False","Y","high","Interface tool, not a database","","","3","Y","N"
"28541377","ASAP: a web-based platform for the analysis and interactive visualization of single-cell RNA-seq data.","True","Y","medium","Platform for analysis, not a database","","","3","Y","N"
"22543366","DAVID-WS: a stateful web service to facilitate gene/protein list analysis.","True","Y","medium","Tool for analysis, not a database","","","3","Y","N"
"34241085","OCELOT: An infrastructure for data-driven research to discover and design crystalline organic semiconductors.","True","Y","medium","Tool for research, not a database","","","3","Y","N"
"23286825","NeuroDNet - an open source platform for constructing and analyzing neurodegenerative disease networks.","True","Y","medium","Platform for analysis, not a database","","","3","Y","N"
"30235322","GC4S: A bioinformatics-oriented Java software library of reusable graphical user interface components.","True","Y","high","Software library, not a database","","","3","Y","N"
"28453687","GDISC: a web portal for integrative analysis of gene-drug interaction for survival in cancer.","True","Y","medium","Portal for analysis, not a database","","","3","Y","N"
"32228442","Transcriptome Ortholog Alignment Sequence Tools (TOAST) for phylogenomic dataset assembly.","False","Y","high","Tool for assembly, not a database","","","3","Y","N"
"31103066","The Placental Atlas Tool (PAT): A collaborative research and discovery platform for the placental research community.","True","Y","medium","Tool/platform for research, not a database","","","3","Y","N"
"29220476","""eGenPub, a text mining system for extending computationally mapped bibliography for UniProt Knowledgebase by capturing centrality.""","False","Y","high","Text mining system, not a database","","","3","Y","N"
"31583637","Explore Protein-Protein Interactions for Cancer Target Discovery Using the OncoPPi Portal.","False","Y","high","Tool for exploration, not a database","","","3","Y","N"
"22753780","AutoBind: automatic extraction of protein-ligand-binding affinity data from biological literature.","True","Y","medium","Tool for extraction, not a database","","","3","Y","N"
"23657089","DDBJ read annotation pipeline: a cloud computing-based pipeline for high-throughput analysis of next-generation sequencing data.","True","Y","medium","Pipeline for analysis, not a database","","","3","Y","N"
"25069839","ELM: enhanced lowest common ancestor based method for detecting a pathogenic virus from a large sequence dataset.","True","Y","medium","Method for detection, not a database","","","3","Y","N"
"34052284","miREV: An Online Database and Tool to Uncover Potential Reference RNAs and Biomarkers in Small-RNA Sequencing Data Sets from Extracellular Vesicles Enriched Samples.","True","Y","medium","Tool to uncover biomarkers, not a database","","","3","Y","N"
"25592564","Cell Index Database (CELLX): a web tool for cancer precision medicine.","False","Y","high","Tool for precision medicine, not a database","","","3","Y","N"
"26800248","The Salmonella In Silico Typing Resource (SISTR): An Open Web-Accessible Tool for Rapidly Typing and Subtyping Draft Salmonella Genome Assemblies.","True","Y","medium","Tool for typing, not a database","","","3","Y","N"
"25098641","Development of a Smartphone App for a Genetics Website: The Amyotrophic Lateral Sclerosis Online Genetics Database (ALSoD).","False","Y","high","App development, not a database","","","3","Y","N"
"21253599","PoPoolation: a toolbox for population genetic analysis of next generation sequencing data from pooled individuals.","False","Y","high","Toolbox for analysis, not a database","","","3","Y","N"
"28577791","PlanTEnrichment: A tool for enrichment analysis of transposable elements in plants.","True","Y","high","Tool for analysis, not a database","","""","4","Y","N"
"23252913","""GenomewidePDB, a proteomic database exploring the comprehensive protein parts list and transcriptome landscape in human chromosomes.""","False","Y","high","Database mentioned but no URL, not accessible","","""","4","Y","N"
"21980353","pubmed2ensembl: a resource for mining the biological literature on genes.","False","Y","high","Database mentioned but no URL, not accessible","","""","4","Y","N"
"32810730","Chemical space and diversity of seaweed metabolite database (SWMD): A cheminformatics study.","False","Y","high","Database mentioned but no URL, not accessible","","""","4","Y","N"
"21554709","PeakRanger: a cloud-enabled peak caller for ChIP-seq data.","True","Y","high","Tool for analysis, not a database","","""","4","Y","N"
"28922742","GlyTouCan: an accessible glycan structure repository.","False","Y","high","Database mentioned but no URL, not accessible","","""","4","Y","N"
"26653323","iTAP: integrated transcriptomics and phenotype database for stress response of Escherichia coli and Saccharomyces cerevisiae.","False","Y","high","Database mentioned but no URL, not accessible","","""","4","Y","N"
"33577575","MetNet: A two-level approach to reconstructing and comparing metabolic networks.","False","Y","high","Method/algorithm paper, not a database","","""","4","Y","N"
"34930224","cbpManager: a web application to streamline the integration of clinical and genomic data in cBioPortal to support the Molecular Tumor Board.","True","Y","high","Tool for integration, not a database","","""","4","Y","N"
"31805986","The SMART App: an interactive web application for comprehensive DNA methylation analysis and visualization.","True","Y","high","Tool for analysis, not a database","","""","4","Y","N"
"32520685","e-Membranome: A Database for Genome-Wide Analysis of Escherichia coli Outer Membrane Proteins.","False","Y","high","Database mentioned but no URL, not accessible","","""","4","Y","N"
"28460117","Fast Genome-Wide Functional Annotation through Orthology Assignment by eggNOG-Mapper.","True","Y","high","Tool for annotation, not a database","","""","4","Y","N"
"21252074","PhyloPro: a web-based tool for the generation and visualization of phylogenetic profiles across Eukarya.","True","Y","high","Tool for analysis, not a database","","""","4","Y","N"
"25735289","IBEX: an open infrastructure software platform to facilitate collaborative work in radiomics.","False","Y","high","Integration platform/tool, not a database","","""","4","Y","N"
"23092397","admetSAR: a comprehensive source and free tool for assessment of chemical ADMET properties.","True","Y","high","Tool for assessment, not a database","","""","4","Y","N"
"26758513","CANEapp: a user-friendly application for automated next generation transcriptomic data analysis.","True","Y","high","Tool for analysis, not a database","","""","4","Y","N"
"26051695","ComiRNet: a web-based system for the analysis of miRNA-gene regulatory networks.","True","Y","high","Tool for analysis, not a database","","""","4","Y","N"
"25283306","IUTA: a tool for effectively detecting differential isoform usage from RNA-Seq data.","True","Y","high","Tool for detecting, not a database","","""","4","Y","N"
"28499008","RiPPMiner: a bioinformatics resource for deciphering chemical structures of RiPPs based on prediction of cleavage and cross-links.","True","Y","high","Tool for prediction, not a database","","""","4","Y","N"
"32315389","HotSpot3D web server: an integrated resource for mutation analysis in protein 3D structures.","True","Y","high","Tool for analysis, not a database","","""","4","Y","N"
"31847917","FIREVAT: finding reliable variants without artifacts in human cancer samples using etiologically relevant mutational signatures.","False","Y","high","Method/algorithm paper, not a database","","""","4","Y","N"
"32221380","WeiBI (web-based platform): Enriching integrated interaction network with increased coverage and functional proteins from genome-wide experimental OMICS data.","True","Y","high","Integration platform/tool, not a database","","""","4","Y","N"
"27209025","NemaCount: quantification of nematode chemotaxis behavior in a browser.","False","Y","high","Tool for quantification, not a database","","""","4","Y","N"
"31504194","dbgap2x: an R package to explore and extract data from the database of Genotypes and Phenotypes (dbGaP).","True","Y","high","Tool for exploring database, not database itself","","""","4","Y","N"
"25706687","PathVisio 3: an extendable pathway analysis toolbox.","True","Y","high","Tool for analysis, not a database","","""","4","Y","N"
"29954318","FamPlex: a resource for entity recognition and relationship resolution of human protein families and complexes in biomedical text mining.","False","Y","high","Tool for text mining, not a database","","""","4","Y","N"
"23630576","CMS: a web-based system for visualization and analysis of genome-wide methylation data of human cancers.","True","Y","high","Tool for visualization, not a database","","""","4","Y","N"
"30854455","ePAD: An Image Annotation and Analysis Platform for Quantitative Imaging.","False","Y","high","Tool for analysis, not a database","","""","4","Y","N"
"22761802","SECOM: a novel hash seed and community detection based-approach for genome-scale protein domain identification.","True","Y","high","Method/algorithm paper, not a database","","""","4","Y","N"
"23497159","Promzea: a pipeline for discovery of co-regulatory motifs in maize and other plant species and its application to the anthocyanin and phlobaphene biosynthetic pathways and the Maize Development Atlas.","True","Y","high","Pipeline for discovery, not a database","","""","4","Y","N"
"23407358","GROMACS 4.5: a high-throughput and highly parallel open source molecular simulation toolkit.","True","Y","high","Tool for simulation, not a database","","""","4","Y","N"
"""29912385"," 29967752"",Metaxa2 Database Builder: enabling taxonomic identification from metagenomic or metabarcoding data using any genetic marker.","True","Y","high","Tool for building database, not database itself","","""","4","N","N"
"26930599","RED: A Java-MySQL Software for Identifying and Visualizing RNA Editing Sites Using Rule-Based and Statistical Filters.","False","Y","high","Tool for identifying, not a database","","""","4","Y","N"
"22086949","doRiNA: a database of RNA interactions in post-transcriptional regulation.","False","Y","high","Database mentioned but no URL, not accessible","","""","4","Y","N"
"33655207","TMSNP: a web server to predict pathogenesis of missense mutations in the transmembrane region of membrane proteins.","True","Y","high","Tool for prediction, not a database","","""","4","Y","N"
"21337704","GPDE: A biological proteomic database for biomarker discovery and evaluation.","False","Y","high","Database mentioned but no URL, not accessible","","""","4","Y","N"
"30335862","miRWalk: An online resource for prediction of microRNA binding sites.","True","Y","high","Tool for prediction, not a database","","""","4","Y","N"
"28438579","The BRENDA enzyme information system-From a database to an expert system.","False","Y","medium","Database mentioned but no URL, not accessible","","""","4","Y","N"
"32061129","dEMBF v2.0: An Updated Database of Enzymes for Microalgal Biofuel Feedstock.","False","Y","high","Database mentioned but no URL, not accessible","","""","4","Y","N"
"30967549","iFISH is a publically available resource enabling versatile DNA FISH to study genome architecture.","True","Y","high","Tool for FISH, not a database","","""","4","Y","N"
"23271954","Vesiclepedia: a compendium for extracellular vesicles with continuous community annotation.","False","Y","high","Database mentioned but no URL, not accessible","","""","4","Y","N"
"27075512","DRAMP: a comprehensive data repository of antimicrobial peptides.","False","Y","high","Database mentioned but no URL, not accessible","","""","4","Y","N"
"23836470","SugarBind database (SugarBindDB): a resource of pathogen lectins and corresponding glycan targets.","False","Y","high","Database mentioned but no URL, not accessible","","""","4","Y","N"
"32778891","MolAICal: a soft tool for 3D drug design of protein targets by artificial intelligence and classical algorithm.","True","Y","high","Tool for drug design, not a database","","""","4","Y","N"
"23766708","""TIPdb: a database of anticancer, antiplatelet, and antituberculosis phytochemicals from indigenous plants in Taiwan.""","False","Y","high","Database mentioned but no URL, not accessible","","""","4","Y","N"
"34174938","""Advancing clinical genomics and precision medicine with GVViZ: FAIR bioinformatics platform for variable gene-disease annotation, visualization, and expression analysis.""","False","Y","high","Tool for analysis, not a database","","""","4","Y","N"
"33190914","DEDuCT 2.0: An updated knowledgebase and an exploration of the current regulations and guidelines from the perspective of endocrine disrupting chemicals.","False","Y","medium","Database mentioned but no URL not accessible,","","","5","Y","N"
"34273949","ARPEGGIO: Automated Reproducible Polyploid EpiGenetic GuIdance workflOw.","False","Y","high","Tool for polyploid epigenetics not a database,","","","5","Y","N"
"33324449","Web-Based Genome Analysis of Bacterial Meningitis Pathogens for Public Health Applications Using the Bacterial Meningitis Genomic Analysis Platform (BMGAP).","False","Y","high","Tool for genome analysis not a database,","","","5","Y","N"
"22115179","iRefR: an R package to manipulate the iRefIndex consolidated protein interaction database.","False","Y","medium","Tool for database manipulation not the database itself,","","","5","Y","N"
"28704821","Application of the DruGeVar Database in Cancer Genomics and Pharmacogenomics.","False","Y","medium","Paper about using database not the database itself,","","","5","Y","N"
"30583062","RGAAT: A Reference-based Genome Assembly and Annotation Tool for New Genomes and Upgrade of Known Genomes.","False","Y","high","Tool for genome assembly not a database,","","","5","Y","N"
"25970601","""PAPST, a User Friendly and Powerful Java Platform for ChIP-Seq Peak Co-Localization Analysis and Beyond.""","False","Y","high","Tool for ChIP-Seq analysis not a database,","","","5","Y","N"
"24666611","openBEB: open biological experiment browser for correlative measurements.","False","Y","high","Tool for experiment browsing not a database,","","","5","Y","N"
"29956270","Data Mining: Applying the AD&FTD Mutation Database to Progranulin.","True","Y","medium","Paper about using database not the database itself,","","","5","Y","N"
"33067342","OpenPepXL: An Open-Source Tool for Sensitive Identification of Cross-Linked Peptides in XL-MS.","True","Y","high","Tool for peptide identification not a database,","","","5","Y","N"
"33270643","SeqRepo: A system for managing local collections of biological sequences.","False","Y","high","Tool for sequence management not a database,","","","5","Y","N"
"28966693","The Stratospheric Water and Ozone Satellite Homogenized (SWOOSH) database: a long-term database for climate studies.","False","Y","high","Climate database not bioresource,","","","5","Y","N"
"26042145","FAST: FAST Analysis of Sequences Toolbox.","False","Y","high","Tool for sequence analysis not a database,","","","5","Y","N"
"30185512","TaxAss: Leveraging a Custom Freshwater Database Achieves Fine-Scale Taxonomic Resolution.","False","Y","high","Tool for taxonomic assignment not a database,","","","5","Y","N"
"30535139","AStrap: identification of alternative splicing from transcript sequences without a reference genome.","False","Y","high","Tool for splicing identification not a database,","","","5","Y","N"
"26016777","SeqGL Identifies Context-Dependent Binding Signals in Genome-Wide Regulatory Element Maps.","True","Y","high","Tool for binding signal identification not a database,","","","5","Y","N"
"26635364","Wasabi: An Integrated Platform for Evolutionary Sequence Analysis and Data Visualization.","True","Y","medium","Integration platform not a database,","","","5","Y","N"
"32596782","The Human Gene Mutation Database (HGMD<sup>®</sup>): optimizing its use in a clinical diagnostic or research setting.","False","Y","medium","Paper about using database not the database itself,","","","5","Y","N"
"25993562","""RulNet: A Web-Oriented Platform for Regulatory Network Inference, Application to Wheat -Omics Data.""","False","Y","high","Tool for network inference not a database,","","","5","Y","N"
"34195963","Constructing CircRNA-miRNA-mRNA Regulatory Networks by Using GreenCircRNA Database.","False","Y","medium","Paper about using database not the database itself,","","","5","Y","N"
"33381847","""MirCure: a tool for quality control, filter and curation of microRNAs of animals and plants.""","True","Y","high","Tool for miRNA curation not a database,","","","5","Y","N"
"28797229","""ODG: Omics database generator - a tool for generating, querying, and analyzing multi-omics comparative databases to facilitate biological understanding.""","False","Y","high","Tool for generating databases not a database,","","","5","Y","N"
"32367111","UPCLASS: a deep learning-based classifier for UniProtKB entry publications.","True","Y","high","Tool for publication classification not a database,","","","5","Y","N"
"27503226","shinyGEO: a web-based application for analyzing gene expression omnibus datasets.","True","Y","high","Tool for analyzing datasets not a database,","","","5","Y","N"
"28152980","DMDtoolkit: a tool for visualizing the mutated dystrophin protein and predicting the clinical severity in DMD.","True","Y","high","Tool for visualization not a database,","","","5","Y","N"
"27153614","Rail-dbGaP: analyzing dbGaP-protected data in the cloud with Amazon Elastic MapReduce.","True","Y","high","Tool for analyzing data not a database,","","","5","Y","N"
"29854170","Initializing and Growing a Database of Health Information Technology (HIT) Events by Using TF-IDF and Biterm Topic Modeling.","False","Y","high","Method for database construction not the database itself,","","","5","Y","N"
"34325724","GenoVault: a cloud based genomics repository.","False","Y","high","Tool for cloud storage not a database,","","","5","Y","N"
"29472600","PANDA: Protein function prediction using domain architecture and affinity propagation.","True","Y","high","Tool for protein function prediction not a database,","","","5","Y","N"
"32983048","KmerGO: A Tool to Identify Group-Specific Sequences With <i>k</i>-mers.","False","Y","high","Tool for sequence identification not a database,","","","5","Y","N"
"34752463","QuickFigures: A toolkit and ImageJ PlugIn to quickly transform microscope images into scientific figures.","False","Y","high","Tool for figure creation not a database,","","","5","Y","N"
"30305653","GOGO: An improved algorithm to measure the semantic similarity between gene ontology terms.","True","Y","high","Tool for measuring similarity not a database,","","","5","Y","N"
"31074377","ODAE: Ontology-based systematic representation and analysis of drug adverse events and its usage in study of adverse events given different patient age and disease conditions.","False","Y","high","Tool for adverse event analysis not a database,","","","5","Y","N"
"27864813","Silex: A database for silent-letter endings in French words.","False","Y","high","Linguistics database not bioresource,","","","5","Y","N"
"34714871","SpeCollate: Deep cross-modal similarity network for mass spectrometry data based peptide deductions.","True","Y","high","Tool for mass spectrometry analysis not a database,","","","5","Y","N"
"25114903","miRSeq: a user-friendly standalone toolkit for sequencing quality evaluation and miRNA profiling.","False","Y","high","Tool for miRNA profiling not a database,","","","5","Y","N"
"29309429","ShinyGPA: An interactive visualization toolkit for investigating pleiotropic architecture using GWAS datasets.","True","Y","high","Tool for visualization not a database,","","","5","Y","N"
"27955641","Microbial phenomics information extractor (MicroPIE): a natural language processing tool for the automated acquisition of prokaryotic phenotypic characters from text sources.","False","Y","high","Tool for text mining not a database,","","","5","Y","N"
"30541431","VarGenius executes cohort-level DNA-seq variant calling and annotation and allows to manage the resulting data through a PostgreSQL database.","False","Y","high","Tool for variant calling not a database,","","","5","Y","N"
"31666118","pTuneos: prioritizing tumor neoantigens from next-generation sequencing data.","True","Y","high","Tool for neoantigen prioritization not a database,","","","5","Y","N"
"30733714","""SqueezeMeta, A Highly Portable, Fully Automatic Metagenomic Analysis Pipeline.""","False","Y","high","Tool for metagenomic analysis not a database,","","","5","Y","N"
