pmid,title,best_url,best_url_score,best_url_title_match,best_url_matched_keywords,best_url_is_live,best_url_status,urls_count,source
32185394,PncStress: a manually curated database of experimentally validated stress-responsive non-coding RNAs in plants.,http://bis.zju.edu.cn/pncstress,55.0,True,pncstress,True,200.0,1,GOOD_TITLE_MATCH
26140928,"""EvoDB: a database of evolutionary rate profiles, associated protein domains and phylogenetic trees for PFAM-A.""",http://www.bioinf.wits.ac.za/software/fire/evodb,58.0,True,evodb,True,200.0,1,GOOD_TITLE_MATCH
29872545,RegenDbase: a comparative database of noncoding RNA regulation of tissue regeneration circuits across multiple taxa.,https://regenDbase.org,63.0,True,regendbase,True,200.0,5,GOOD_TITLE_MATCH
22087737,ReCount: a multi-experiment resource of analysis-ready RNA-seq gene count datasets.,http://bowtie-bio.sf.net/recount,68.0,True,recount,True,200.0,2,GOOD_TITLE_MATCH
29675816,"""BRC4Env, a network of Biological Resource Centres for research in environmental and agricultural sciences.""",https://www.brc4env.fr/,50.0,True,brc4env,True,200.0,22,GOOD_TITLE_MATCH
26884807,LEAFDATA: a literature-curated database for Arabidopsis leaf development.,http://www.leafdata.org,66.0,True,leafdata,True,200.0,6,GOOD_TITLE_MATCH
27262858,INFRAFRONTIER: a European resource for studying the functional basis of human disease.,http://www.infrafrontier.eu,50.0,True,infrafrontier,True,200.0,6,GOOD_TITLE_MATCH
34318308,Planarian Anatomy Ontology: a resource to connect data within and across experimental platforms.,http://www.obofoundry.org/ontology/plana.html,65.0,True,ontology,True,200.0,22,GOOD_TITLE_MATCH
31032840,rPredictorDB: a predictive database of individual secondary structures of RNAs and their formatted plots.,http://rpredictordb.elixir-czech.cz,61.0,True,rpredictordb,True,200.0,7,GOOD_TITLE_MATCH
31317185,VariED: the first integrated database of gene annotation and expression profiles for variants related to human diseases.,http://varied.cgm.ntu.edu.tw/,55.0,True,varied,True,200.0,7,GOOD_TITLE_MATCH
28410642,iPSCORE: A Resource of 222 iPSC Lines Enabling Functional Characterization of Genetic Variation across a Variety of Cell Types.,http://www.wicell.org,55.0,True,cell,True,200.0,2,GOOD_TITLE_MATCH
30052959,eModel-BDB: a database of comparative structure models of drug-target interactions from the Binding Database.,https://www.bindingdb.org,66.0,True,binding,True,200.0,6,GOOD_TITLE_MATCH
34001879,A global resource for genomic predictions of antimicrobial resistance and surveillance of Salmonella Typhi at pathogenwatch.,https://pathogen.watch/styphi,60.0,True,typhi,True,200.0,28,GOOD_TITLE_MATCH
28296354,CATTLE (CAncer treatment treasury with linked evidence): An integrated knowledge base for personalized oncology research and practice.,http://www.cancerrxgene.org,63.0,True,cancer,True,200.0,32,GOOD_TITLE_MATCH
31306428,ParaDB: A manually curated database containing genomic annotation for the human pathogenic fungi Paracoccidioides spp.,https://cloud.docker.com/u/paradb/,68.0,True,paradb,True,200.0,18,GOOD_TITLE_MATCH
26858636,BrainLiner: A Neuroinformatics Platform for Sharing Time-Aligned Brain-Behavior Data.,http://brainliner.jp/data/brainliner/Rat_Eye_Stimulation,58.0,True,"brainliner, brain",True,200.0,21,GOOD_TITLE_MATCH
26398231,Pulotu: Database of Austronesian Supernatural Beliefs and Practices.,http://www.pulotu.com,50.0,True,pulotu,True,200.0,3,GOOD_TITLE_MATCH
29618732,"""KoVariome: Korean National Standard Reference Variome database of whole genomes with comprehensive SNV, indel, CNV, and SV analyses.""",http://koreangenome.org,63.0,True,korean,True,200.0,6,GOOD_TITLE_MATCH
30929112,The longitudinal integrated database for health insurance and labour market studies (LISA) and its use in medical research.,https://www.scb.se/LISA/,50.0,True,lisa,True,200.0,3,GOOD_TITLE_MATCH
29520645,EudraVigilance Medicines Safety Database: Publicly Accessible Data for Research and Public Health Protection.,https://ec.europa.eu/health/documents/eudralex/vol-1_en,50.0,True,health,True,200.0,27,GOOD_TITLE_MATCH
33778495,BART Cancer: a web resource for transcriptional regulators in cancer genomes.,http://bartcancer.org/,65.0,True,"bart, cancer",True,200.0,2,GOOD_TITLE_MATCH
26627443,GigaTON: an extensive publicly searchable database providing a new reference transcriptome in the pacific oyster Crassostrea gigas.,http://gigaton.sigenae.org,65.0,True,gigaton,True,200.0,5,GOOD_TITLE_MATCH
34405124,COSMOS next generation - A public knowledge base leveraging chemical and biological data to support the regulatory assessment of chemicals.,https://cosmosdb.eu/cosmosdb.v2/,61.0,True,cosmos,True,200.0,76,GOOD_TITLE_MATCH
32047873,ClinEpiDB: an open-access clinical epidemiology database resource encouraging online exploration of complex studies.,https://clinepidb.org,76.0,True,clinepidb,True,200.0,2,GOOD_TITLE_MATCH
34887386,"""dbTMM: an integrated database of large-scale cohort, genome and clinical data for the Tohoku Medical Megabank Project.""",http://www.megabank.tohoku.ac.jp/english/a201201/,65.0,True,"tohoku, megabank",True,200.0,10,GOOD_TITLE_MATCH
32977531,FuncPEP: A Database of Functional Peptides Encoded by Non-Coding RNAs.,https://bioinformatics.mdanderson.org/Supplements/FuncPEP/,73.0,True,funcpep,True,200.0,6,GOOD_TITLE_MATCH
31771223,VCGIDB: A Database and Web Resource for the Genomic Islands from <i>Vibrio Cholerae</i>.,http://leb.snu.ac.kr/vcgidb,58.0,True,vcgidb,True,200.0,3,GOOD_TITLE_MATCH
33540828,T1K+: A Database for Benchmarking Color Texture Classification and Retrieval Methods.,http://www.ivl.disco.unimib.it/activities/t1k/,60.0,True,t1k,True,200.0,2,GOOD_TITLE_MATCH
30305799,OpenNahele: the open Hawaiian forest plot database.,http://botany.si.edu/pacificislandbiodiversity/hawaiianflora,63.0,True,hawaiian,True,200.0,11,GOOD_TITLE_MATCH
30862334,"""HEVnet: a One Health, collaborative, interdisciplinary network and sequence data repository for enhanced hepatitis E virus molecular typing, characterisation and epidemiological investigations.""",http://www.hevnet.nl,50.0,True,hevnet,True,200.0,7,GOOD_TITLE_MATCH
28616227,Bridging the gap between climate models and impact studies: the FORESEE Database.,http://nimbus.elte.hu/FORESEE,50.0,True,foresee,True,200.0,12,GOOD_TITLE_MATCH
31688938,RareLSD: a manually curated database of lysosomal enzymes associated with rare diseases.,https://webs.iiitd.edu.in/raghava/rarelsd/,55.0,True,rarelsd,True,200.0,1,GOOD_TITLE_MATCH
24065691,SUS-BAR: a database of pig proteins with statistically validated structural and functional annotation.,http://bar.biocomp.unibo.it/bar2.0,68.0,True,bar,True,200.0,14,GOOD_TITLE_MATCH
31250014,PRRDB 2.0: a comprehensive database of pattern-recognition receptors and their ligands.,https://webs.iiitd.edu.in/raghava/prrdb2/,73.0,True,prrdb,True,200.0,2,GOOD_TITLE_MATCH
34572428,DNArepairK: An Interactive Database for Exploring the Impact of Anticancer Drugs onto the Dynamics of DNA Repair Proteins.,http://dnarepair.bas.bg/index.php/dnarepairk/,60.0,True,"dnarepairk, dna, repair",True,200.0,2,GOOD_TITLE_MATCH
28711281,CancerGD: A Resource for Identifying and Interpreting Genetic Dependencies in Cancer.,http://www.cancerrxgene.org/gdsc1000/GDSC1000_WebResources//Data/suppData/TableS2C.xlsx,63.0,True,cancer,True,200.0,15,GOOD_TITLE_MATCH
31560050,RiceRelativesGD: a genomic database of rice relatives for rice research.,http://ibi.zju.edu.cn/ricerelativesgd/,55.0,True,ricerelativesgd,True,200.0,1,GOOD_TITLE_MATCH
22253616,POPcorn: An Online Resource Providing Access to Distributed and Diverse Maize Project Data.,http://popcorn.maizegdb.org/,76.0,True,"popcorn, maize",True,200.0,23,GOOD_TITLE_MATCH
26624015,CardioGenBase: A Literature Based Multi-Omics Database for Major Cardiovascular Diseases.,http://www.CardioGenBase.com/,50.0,True,cardiogenbase,True,200.0,1,GOOD_TITLE_MATCH
25628763,Database of Gene Co-Regulation (dGCR): A Web Tool for Analysing Patterns of Gene Co-regulation across Publicly Available Expression Data.,http://www.geneontology.org,63.0,True,gene,True,200.0,7,GOOD_TITLE_MATCH
27651835,XMetDB: an open access database for xenobiotic metabolism.,http://www.xmetdb.org/wiki/,66.0,True,xmetdb,True,200.0,10,GOOD_TITLE_MATCH
23866767,AcuTrials®: an online database of randomized controlled trials and systematic reviews of acupuncture.,http://acutrials.ocom.edu/,55.0,True,acutrials,True,200.0,6,GOOD_TITLE_MATCH
30799499,PamulDB: a comprehensive genomic resource for the study of human- and animal-pathogenic Pasteurella multocida.,https://biodb.swu.edu.cn/pamuldb,66.0,True,pamuldb,True,200.0,14,GOOD_TITLE_MATCH
34725485,MISpheroID: a knowledgebase and transparency tool for minimum information in spheroid identity.,https://www.mispheroid.org,55.0,True,mispheroid,True,200.0,3,GOOD_TITLE_MATCH
30943284,GenDiS database update with improved approach and features to recognize homologous sequences of protein domain superfamilies.,http://caps.ncbs.res.in/gendis+/,50.0,True,gendis,True,200.0,1,GOOD_TITLE_MATCH
33097734,"""SignBase, a collection of geometric signs on mobile objects in the Paleolithic.""",http://www.signbase.org,55.0,True,signbase,True,200.0,1,GOOD_TITLE_MATCH
32934016,TheCellVision.org: A Database for Visualizing and Mining High-Content Cell Imaging Projects.,https://thecellvision.org/tools,73.0,True,"thecellvision, cell",True,200.0,3,GOOD_TITLE_MATCH
22787465,GabiPD - The GABI Primary Database integrates plant proteomic data with gene-centric information.,http://www.gabipd.org/projects/Arabidopsis_Proteomics/,63.0,True,"gabipd, gabi",True,200.0,4,GOOD_TITLE_MATCH
33233537,"""HumiR: Web Services, Tools and Databases for Exploring Human microRNA Data.""",https://www.ccb.uni-saarland.de/humir/,60.0,True,humir,True,200.0,31,GOOD_TITLE_MATCH
22505817,Vaxjo: a web-based vaccine adjuvant database and its application for analysis of vaccine adjuvants and their uses in vaccine development.,http://www.violinet.org/vaxjo/,55.0,True,vaxjo,True,200.0,8,GOOD_TITLE_MATCH
34418567,IMProv: A Resource for Cross-link-Driven Structure Modeling that Accommodates Protein Dynamics.,http://www.integrativemodeling.org,55.0,True,modeling,True,200.0,2,GOOD_TITLE_MATCH
34940189,"""Alientoma, a Dynamic Database for Alien Insects in Greece and Its Use by Citizen Scientists in Mapping Alien Species.""",https://www.inaturalist.org/projects/alien-insects-of-greece,55.0,True,"alien, insects, greece",True,200.0,7,GOOD_TITLE_MATCH
25882753,The PLORAS Database: A data repository for Predicting Language Outcome and Recovery After Stroke.,http://www.ucl.ac.uk/ploras,55.0,True,ploras,True,200.0,4,GOOD_TITLE_MATCH
26209310,SHIELD: an integrative gene expression database for inner ear research.,https://shield.hms.harvard.edu/viewgene.html?gene=,63.0,True,shield,True,200.0,11,GOOD_TITLE_MATCH
35011609,KANPHOS: A Database of Kinase-Associated Neural Protein Phosphorylation in the Brain.,https://kanphos.neuroinf.jp/,50.0,True,kanphos,True,200.0,12,GOOD_TITLE_MATCH
27807468,The FARSEEING real-world fall repository: a large-scale collaborative database to collect and share sensor signals from real-world falls.,http://www.farseeingresearch.eu,50.0,True,farseeing,True,200.0,2,GOOD_TITLE_MATCH
24495746,DRUMS: Disk Repository with Update Management and Select option for high throughput sequencing data.,http://mgledi.github.io/DRUMS,50.0,True,drums,True,200.0,5,GOOD_TITLE_MATCH
35386979,"""The COMPARE Database: A Public Resource for Allergen Identification, Adapted for Continuous Improvement.""",http://db.comparedatabase.org/docs/COMPARE-2019-Documentation-2019-01-17.pdf?v=20190117,76.0,True,"database, compare",True,200.0,16,GOOD_TITLE_MATCH
31744903,"""The <i>C. elegans</i> 3' UTRome v2 resource for studying mRNA cleavage and polyadenylation, 3'-UTR biology, and miRNA targeting.""",http://www.UTRome.org,55.0,True,"utrome, utr",True,200.0,6,GOOD_TITLE_MATCH
30620343,"""The CHRS Data Portal, an easily accessible public repository for PERSIANN global satellite precipitation data.""",https://chrsdata.eng.uci.edu,66.0,True,chrs,True,200.0,5,GOOD_TITLE_MATCH
30689845,EnhancerDB: a resource of transcriptional regulation in the context of enhancers.,http://lcbb.swjtu.edu.cn/EnhancerDB/,63.0,True,enhancerdb,True,200.0,7,GOOD_TITLE_MATCH
32983411,"""RVDB-prot, a reference viral protein database and its HMM profiles.""",https://gitlab.pasteur.fr/tbigot/rvdb-prot/,68.0,True,rvdb,True,200.0,2,GOOD_TITLE_MATCH
33767193,"""EORNA, a barley gene and transcript abundance database.""",https://ics.hutton.ac.uk/eorna/download.html,65.0,True,eorna,True,200.0,11,GOOD_TITLE_MATCH
32929271,MassIVE.quant: a community resource of quantitative mass spectrometry-based proteomics datasets.,https://ccms-ucsd.github.io/MassIVEDocumentation/,60.0,True,massive,True,200.0,5,GOOD_TITLE_MATCH
32619700,CORDITE: The Curated CORona Drug InTERactions Database for SARS-CoV-2.,https://cordite.mathematik.uni-marburg.de,60.0,True,cordite,True,200.0,10,GOOD_TITLE_MATCH
34702185,piRNA-IPdb: a PIWI-bound piRNAs database to mining NGS sncRNA data and beyond.,https://ipdb2.shinyapps.io/ipdb2/,68.0,True,ipdb,True,202.0,1,GOOD_TITLE_MATCH
26130661,Drug-Path: a database for drug-induced pathways.,http://www.cuilab.cn/drugpath,50.0,True,"drug, path",True,200.0,3,GOOD_TITLE_MATCH
32629608,"""ZEAMAP, a Comprehensive Database Adapted to the Maize Multi-Omics Era.""",https://www.maizegdb.org/,66.0,True,maize,True,200.0,15,GOOD_TITLE_MATCH
33241989,"""SCAN360: A Resource for a 360-Degree View of Cancer Prevention, Risk, and Survival.""",https://gis.cancer.gov/tools/uv-exposure,63.0,True,cancer,True,200.0,50,GOOD_TITLE_MATCH
27307005,HLAsupE: an integrated database of HLA supertype-specific epitopes to aid in the development of vaccines with broad coverage of the human population.,http://www.immunoinformatics.net/HLAsupE/downloads/alleles.xlsx,50.0,True,"hlasupe, hla",True,200.0,9,GOOD_TITLE_MATCH
33045728,iModulonDB: a knowledgebase of microbial transcriptional regulation derived from machine learning.,https://imodulondb.org/dataset.html?organism=e_coli&dataset=precise1,66.0,True,imodulondb,True,200.0,3,GOOD_TITLE_MATCH
31796752,"""TOFF, a database of traits of fish to promote advances in fish aquaculture.""",http://toff-project.univ-lorraine.fr,60.0,True,toff,True,200.0,2,GOOD_TITLE_MATCH
30753479,RiceMetaSysB: a database of blast and bacterial blight responsive genes in rice and its utilization in identifying key blast-resistant WRKY genes.,http://14.139.229.201/ricemetasysb/,50.0,True,ricemetasysb,True,200.0,13,GOOD_TITLE_MATCH
33430205,CPE-DB: An Open Database of Chemical Penetration Enhancers.,http://intbio.org/cpedb/,73.0,True,cpe,True,200.0,11,GOOD_TITLE_MATCH
26200754,G4RNA: an RNA G-quadruplex database.,http://scottgroup.med.usherbrooke.ca/G4RNA/,60.0,True,"g4rna, rna",True,200.0,1,GOOD_TITLE_MATCH
28187156,KrillDB: A de novo transcriptome database for the Antarctic krill (Euphausia superba).,http://krilldb.bio.unipd.it/,61.0,True,krilldb,True,200.0,6,GOOD_TITLE_MATCH
33822034,PopAmaranth: a population genetic genome browser for grain amaranths and their wild relatives.,https://amaranthgdb.org/popamaranth.html,76.0,True,popamaranth,True,200.0,1,GOOD_TITLE_MATCH
32983559,Towards a unified Latin American Natural Products Database: LANaPD.,http://www.intechopen.com/online-first/chemoinformatic-approach-the-case-of-natural-products-of-panama,50.0,True,"natural, products",True,200.0,6,GOOD_TITLE_MATCH
24498877,PrionScan: an online database of predicted prion domains in complete proteomes.,http://webapps.bifi.es/prionscan,50.0,True,prionscan,True,200.0,2,GOOD_TITLE_MATCH
33317063,DetR DB: A Database of Ionizing Radiation Resistance Determinants.,http://extremebiolab.com/detr-db/,58.0,True,detr,True,200.0,3,GOOD_TITLE_MATCH
25580689,"""The Lectin Frontier Database (LfDB), and data generation based on frontal affinity chromatography.""",http://jcggdb.jp/rcmg/glycodb/LectinSearch?doc_no=1,61.0,True,lectin,True,200.0,2,GOOD_TITLE_MATCH
27148361,PPARgene: A Database of Experimentally Verified and Computationally Predicted PPAR Target Genes.,http://www.ppargene.org/,63.0,True,"ppargene, ppar",True,200.0,1,GOOD_TITLE_MATCH
22697361,The barley EST DNA Replication and Repair Database (bEST-DRRD) as a tool for the identification of the genes involved in DNA replication and repair.,http://harvest-web.org/utilmenu.wc,55.0,True,est,True,200.0,15,GOOD_TITLE_MATCH
26775705,CSGene: a literature-based database for cell senescence genes and its application to identify critical cell aging pathways and associated diseases.,http://csgene.bioinfo-minzhao.org/,73.0,True,csgene,True,200.0,1,GOOD_TITLE_MATCH
25063298,The multiMiR R package and database: integration of microRNA-target interactions along with their disease and drug associations.,http://multimir.ucdenver.edu,65.0,True,multimir,True,200.0,9,GOOD_TITLE_MATCH
30032488,DVH Analytics: A DVH database for clinicians and researchers.,http://www.dvhanalytics.com,60.0,True,"dvh, analytics",True,200.0,2,GOOD_TITLE_MATCH
23896518,PepBind: a comprehensive database and computational tool for analysis of protein-peptide interactions.,http://pepbind.bicpu.edu.in/,65.0,True,pepbind,True,200.0,4,GOOD_TITLE_MATCH
27812340,"""Advanced Neuropsychological Diagnostics Infrastructure (ANDI): A Normative Database Created from Control Datasets.""",http://www.andi.nl,50.0,True,andi,True,200.0,1,GOOD_TITLE_MATCH
30332446,"""LexiRumah: An online lexical database of the Lesser Sunda Islands.""",https://pypi.org/project/pylexirumah/,65.0,True,lexirumah,True,200.0,40,GOOD_TITLE_MATCH
24528853,"""CiteAb: a searchable antibody database that ranks antibodies by the number of times they have been cited.""",http://www.citeab.com/,50.0,True,citeab,True,200.0,22,GOOD_TITLE_MATCH
32901031,"""Database of Italian present-day stress indicators, IPSI 1.4.""",http://ipsi.rm.ingv.it/,50.0,True,ipsi,True,200.0,7,GOOD_TITLE_MATCH
28325812,"""TheCellMap.org: A Web-Accessible Database for Visualizing and Mining the Global Yeast Genetic Interaction Network.""",http://www.yeastgenome.org/help/general-help/glossary,63.0,True,yeast,True,200.0,4,GOOD_TITLE_MATCH
27189481,"""Gene evolution and gene expression after whole genome duplication in fish: the PhyloFish database.""",http://phylofish.sigenae.org/index.html,55.0,True,"phylofish, fish",True,200.0,2,GOOD_TITLE_MATCH
26840451,"""DianaHealth.com, an On-Line Database Containing Appraisals of the Clinical Value and Appropriateness of Healthcare Interventions: Database Development and Retrospective Analysis.""",http://www.aqaalliance.org/files/AppropriatenessCriteriaPrinciples.pdf,55.0,True,appropriateness,True,200.0,27,GOOD_TITLE_MATCH
31253615,"""Nutrient composition databases in the age of big data: foodDB, a comprehensive, real-time database infrastructure.""",http://www.fao.org/infoods/infoods/tables-and-databases/en/,63.0,True,"database, databases",True,200.0,46,GOOD_TITLE_MATCH
24103452,"""Phenol-Explorer 3.0: a major update of the Phenol-Explorer database to incorporate data on the effects of food processing on polyphenol content.""",http://www.phenol-explorer.eu/methods_used,60.0,True,"phenol, explorer",True,200.0,5,GOOD_TITLE_MATCH
25061375,"""Avibase - a database system for managing and organizing taxonomic concepts.""",http://avibase.bsc-eoc.org/species.jsp?avibaseid=A26C9D6B5C859E5E&sec=taxontable,55.0,True,avibase,True,200.0,13,GOOD_TITLE_MATCH
23777206,"""HASP server: a database and structural visualization platform for comparative models of influenza A hemagglutinin proteins.""",http://exon.niaid.nih.gov/HASP.html,55.0,True,hasp,True,200.0,4,GOOD_TITLE_MATCH
32083956,"""CART-WHEEL.org: An Ethically Approved Online Database for Patient-Entered Data to Facilitate Rare Cancer Research.""",https://www.cancer.gov/research/key-initiatives/moonshot-cancer-initiative/implementation/patient-engagement,55.0,True,"patient, cancer",True,200.0,7,GOOD_TITLE_MATCH
31399811,NaPLeS: a natural products likeness scorer-web application and database.,http://naples.naturalproducts.net,60.0,True,naples,True,200.0,27,GOOD_TITLE_MATCH
27056367,OpenTrials: towards a collaborative open database of all available information on all clinical trials.,http://www.OpenTrials.net,50.0,True,opentrials,True,200.0,9,GOOD_TITLE_MATCH
32393758,"""Pofatu, a curated and open-access database for geochemical sourcing of archaeological materials.""",https://pofatu.clld.org/,55.0,True,pofatu,True,200.0,13,GOOD_TITLE_MATCH
33439861,DALIA- a comprehensive resource of Disease Alleles in Arab population.,https://www.worlddata.info/alliances/arab-league.php,61.0,True,arab,True,200.0,7,GOOD_TITLE_MATCH
27853519,CELL5M: A geospatial database of agricultural indicators for Africa South of the Sahara.,http://africasoils.net,50.0,True,africa,True,200.0,15,GOOD_TITLE_MATCH
28663344,Gene2Function: An Integrated Online Resource for Gene Function Discovery.,http://www.gene2function.org,63.0,True,"gene2function, gene, function",True,200.0,3,GOOD_TITLE_MATCH
34658334,The OpenNeuro resource for sharing of neuroscience data.,https://openneuro.org,65.0,True,openneuro,True,200.0,6,GOOD_TITLE_MATCH
26981382,LmSmdB: an integrated database for metabolic and gene regulatory network in Leishmania major and Schistosoma mansoni.,http://www.nccs.res.in/LmSmdb/,58.0,True,lmsmdb,True,200.0,1,GOOD_TITLE_MATCH
24338354,PlasmoView: a web-based resource to visualise global Plasmodium falciparum genomic variation.,http://pathogenseq.lshtm.ac.uk/plasmoview,63.0,True,plasmoview,True,200.0,8,GOOD_TITLE_MATCH
34262351,The Repository for Caribbean Cancer Publications (ReCCaP): Database Development and Publication Trends 2004-2019.,https://www.worldbank.org/en/country/caribbean/overview#2,73.0,True,caribbean,True,200.0,14,GOOD_TITLE_MATCH
29506476,AmpuBase: a transcriptome database for eight species of apple snails (Gastropoda: Ampullariidae).,http://www.comp.hkbu.edu.hk/~db/AmpuBase/,63.0,True,ampubase,True,200.0,3,GOOD_TITLE_MATCH
34068790,Proteomic Identification of <i>Bombyx mori</i> Organelles Using the Engineered Ascorbate Peroxidase APEX and Development of Silkworm Organelle Proteome Database (SilkOrganPDB).,http://proteomecentral.proteomexchange.org,63.0,True,proteome,True,200.0,18,GOOD_TITLE_MATCH
33429995,The Kinase Chemogenomic Set (KCGS): An Open Science Resource for Kinase Vulnerability Identification.,http://openbabel.org/,55.0,True,open,True,200.0,11,GOOD_TITLE_MATCH
31032838,CANCROX: a cross-species cancer therapy database.,http://cancrox.gmb.bio.br/,58.0,True,cancrox,True,200.0,4,GOOD_TITLE_MATCH
30670918,HEATSTER: A Database and Web Server for Identification and Classification of Heat Stress Transcription Factors in Plants.,http://applbio.biologie.uni-frankfurt.de/hsf/heatster/,58.0,True,"heatster, heat",True,200.0,9,GOOD_TITLE_MATCH
27219127,"""MIMIC-III, a freely accessible critical care database.""",http://mimic.physionet.org,55.0,True,mimic,True,200.0,2,GOOD_TITLE_MATCH
31611808,Myo-REG: A Portal for Signaling Interactions in Muscle Regeneration.,https://myoreg.uniroma2.it/,60.0,True,"myo, reg",True,200.0,9,GOOD_TITLE_MATCH
29209195,The Patient Repository for EEG Data + Computational Tools (PRED+CT).,http://archive.ics.uci.edu/ml/datasets/EEG+Database,63.0,True,eeg,True,200.0,34,GOOD_TITLE_MATCH
32354365,"""The PRECISE (PREgnancy Care Integrating translational Science, Everywhere) database: open-access data collection in maternal and newborn health.""",https://www.ichom.org/portfolio/pregnancy-and-childbirth/,63.0,True,pregnancy,True,200.0,40,GOOD_TITLE_MATCH
26038690,UnoViS: the MedIT public unobtrusive vital signs database.,http://www.medit.hia.rwth-aachen.de/UnoViS,60.0,True,"unovis, medit",True,200.0,1,GOOD_TITLE_MATCH
31831740,"""MIMIC-CXR, a de-identified publicly available database of chest radiographs with free-text reports.""",https://mimic-cxr.mit.edu,55.0,True,"mimic, cxr",True,200.0,6,GOOD_TITLE_MATCH
31680133,SCNBase: a genomics portal for the soybean cyst nematode (Heterodera glycines).,https://scnbase.org/,55.0,True,scnbase,True,200.0,1,GOOD_TITLE_MATCH
31117939,EcRBPome: a comprehensive database of all known E. coli RNA-binding proteins.,http://caps.ncbs.res.in/ecrbpome,50.0,True,ecrbpome,True,200.0,1,GOOD_TITLE_MATCH
34143875,"""U-Limb: A multi-modal, multi-center database on arm motion control in healthy and post-stroke conditions.""",https://motion-database.humanoids.kit.edu/,63.0,True,database,True,200.0,5,GOOD_TITLE_MATCH
30561430,Construction of the REACHES climate database based on historical documents of China.,http://reaches.rcec.sinica.edu.tw,55.0,True,reaches,True,200.0,4,GOOD_TITLE_MATCH
25914639,NeuroVault.org: a web-based repository for collecting and sharing unthresholded statistical maps of the human brain.,http://neurovault.org/collections/439/,65.0,True,neurovault,True,200.0,10,GOOD_TITLE_MATCH
26506615,TransNewGuinea.org: An Online Database of New Guinea Languages.,http://TransNewGuinea.org/api/v1/?format=json,65.0,True,"transnewguinea, guinea",True,200.0,12,GOOD_TITLE_MATCH
32715037,The PANGAEA mineralogical database.,https://atd.eac.esa.int/sites/PANGAEAMinDB,58.0,True,pangaea,True,200.0,20,GOOD_TITLE_MATCH
