pmid,title,has_fulltext,fulltext_length,urls_count
32421831,ToxicoDB: an integrated database to mine and visualize large-scale toxicogenomic datasets.,False,0,0
28039679,Q2Stress: A database for multiple cues to stress assignment in Italian.,False,0,0
21700574,"""Overview of FEED, the feeding experiments end-user database.""",False,0,0
30365025,SSRome: an integrated database and pipelines for exploring microsatellites in all organisms.,False,0,0
27977206,CanProVar 2.0: An Updated Database of Human Cancer Proteome Variation.,False,0,0
33879798,"""ODFM, an omics data resource from microorganisms associated with fermented foods.""",False,0,0
32669368,CeMbio - The <i>Caenorhabditis elegans</i> Microbiome Resource.,False,0,0
21718467,InterMitoBase: an annotated database and analysis platform of protein-protein interactions for human mitochondria.,False,0,0
33177529,"""DISPERSE, a trait database to assess the dispersal potential of European aquatic macroinvertebrates.""",False,0,0
27885171,SAPFLUXNET: towards a global database of sap flow measurements.,False,0,0
30581839,ISOdb: A Comprehensive Database of Full-Length Isoforms Generated by Iso-Seq.,False,0,0
33777032,VaximmutorDB: A Web-Based Vaccine Immune Factor Database and Its Application for Understanding Vaccine-Induced Immune Mechanisms.,False,0,0
29868062,ARMOUR - A Rice miRNA: mRNA Interaction Resource.,False,0,0
30073046,NDDN: A Cloud-Based Neuroinformation Database for Developing Neuronal Networks.,False,0,0
24512305,FADB: a food additive molecular database for in silico screening in food toxicology.,False,0,0
26283320,Classifying the bacterial gut microbiota of termites and cockroaches: A curated phylogenetic reference database (DictDb).,False,0,0
32737813,FANCat: French affective norms for ten emotional categories.,False,0,0
24772454,rCAD: A Novel Database Schema for the Comparative Analysis of RNA.,False,0,0
25210196,Proteome-wide subcellular topologies of E. coli polypeptides database (STEPdb).,False,0,0
30165481,NCycDB: a curated integrative database for fast and accurate metagenomic profiling of nitrogen cycling genes.,False,0,0
32598921,VectorInfo: A web resource for medically important Indian arthropod disease vectors.,False,0,0
32503988,"""HISTOBREAST, a collection of brightfield microscopy images of Haematoxylin and Eosin stained breast tissue.""",True,48208,0
33509180,CardioNet: a manually curated database for artificial intelligence-based research on cardiovascular diseases.,True,69328,0
31612721,"""SAAVpedia: Identification, Functional Annotation, and Retrieval of Single Amino Acid Variants for Proteogenomic Interpretation.""",False,0,0
33676929,GeneCaRNA: A Comprehensive Gene-centric Database of Human Non-coding RNAs in the GeneCards Suite.,False,0,0
33062585,The Collection of Zoosporic Eufungi at the University of Michigan (CZEUM): introducing a new repository of barcoded <i>Chytridiomyceta</i> and <i>Blastocladiomycota</i> cultures.,True,52871,0
29603631,dinoref: A curated dinoflagellate (Dinophyceae) reference database for the 18S rRNA gene.,False,0,0
27369567,"""OntoADR a semantic resource describing adverse drug reactions to support searching, coding, and information retrieval.""",False,0,0
"""23284085"," 26412851"",ChloroMitoSSRDB: open source repository of perfect and imperfect repeats in organelle genomes for evolutionary genomics.",False,0,0
33378642,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans.,False,0,0
25923813,CHOgenome.org 2.0: Genome resources and website updates.,False,0,0
22414578,"""MetaPath: an electronic knowledge base for collating, exchanging and analyzing case studies of xenobiotic metabolism.""",False,0,0
26779411,TRANS PROF DB: A new resource for sharing translational profiles.,True,22820,0
31589399,R-BIND: An Interactive Database for Exploring and Developing RNA-Targeted Chemical Probes.,False,0,0
23869638,AgeLine: a database of social gerontology literature.,False,0,0
27562499,BioCatNet: A Database System for the Integration of Enzyme Sequences and Biocatalytic Experiments.,False,0,0
21713282,DIPOS: database of interacting proteins in Oryza sativa.,False,0,0
27519318,MitiGate; an online meta-analysis database for quantification of mitigation strategies for enteric methane emissions.,False,0,0
30144540,IDGenetics: a comprehensive database for genes and mutations of intellectual disability related disorders.,False,0,0
26958275,tcTKB: an integrated cardiovascular toxicity knowledge base for targeted cancer drugs.,False,0,0
24307410,OntoPIN: an ontology-annotated PPI database.,False,0,0
29423963,The ω-transaminase engineering database (oTAED): A navigation tool in protein sequence and structure space.,False,0,0
32658739,AKUImg: A database of cartilage images of Alkaptonuria patients.,False,0,0
29633896,THERPA: A small molecule database related to prion protein regulation and prion diseases progression.,False,0,0
27508264,Hawai'i Coral Disease database (HICORDIS): species-specific coral health data from across the Hawaiian archipelago.,True,8432,0
23571273,BacillOndex: an integrated data resource for systems and synthetic biology.,False,0,0
29897476,"""Revitalizing the drug pipeline: AntibioticDB, an open access database to aid antibacterial research and development.""",False,0,0
29500026,"""Critical Care Health Informatics Collaborative (CCHIC): Data, tools and methods for reproducible research: A multi-centre UK intensive care database.""",False,0,0
33379866,FOCUS-DB: An Online Comprehensive Database on Food Additive Safety.,False,0,0
32986418,PI1M: A Benchmark Database for Polymer Informatics.,False,0,0
29096505,The BioFragment Database (BFDb): An open-data platform for computational chemistry analysis of noncovalent interactions.,False,0,0
27914317,The DIsgust-RelaTed-Images (DIRTI) database: Validation of a novel standardized set of disgust pictures.,False,0,0
23001143,CPDB: cysteine protease annotation database in Leishmania species.,False,0,0
29989146,PHYLACINE 1.2: The Phylogenetic Atlas of Mammal Macroecology.,False,0,0
34115214,WheatQTLdb: a QTL database for wheat.,False,0,0
33196823,CellMiner Cross-Database (CellMinerCDB) version 1.2: Exploration of patient-derived cancer cell line pharmacogenomics.,False,0,0
29659710,SnapperDB: a database solution for routine sequencing analysis of bacterial isolates.,False,0,0
23451388,GMOMETHODS: the European Union database of reference methods for GMO analysis.,False,0,0
25577391,ASPicDB: a database web tool for alternative splicing analysis.,False,0,0
29454060,AOP-DB: A database resource for the exploration of Adverse Outcome Pathways through integrated association networks.,False,0,0
33502982,VIS30K: A Collection of Figures and Tables From IEEE Visualization Conference Publications.,False,0,0
23920715,Diavideos: a diabetes health video portal.,False,0,0
32248122,RSwitch: A Novel Bioinformatics Database on Riboswitches as Antibacterial Drug Targets.,False,0,0
28229138,Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data.,False,0,0
32308908,SeizureBank: A Repository of Analysis-ready Seizure Signal Data.,False,0,0
34273183,DAMA: the global Distribution of Alien Mammals database.,False,0,0
24456567,The CTSA Consortium's Catalog of Assets for Translational and Clinical Health Research (CATCHR).,False,0,0
22074346,MGOS: development of a community annotation database for Magnaporthe oryzae.,False,0,0
27627442,EpiGeNet: A Graph Database of Interdependencies Between Genetic and Epigenetic Events in Colorectal Cancer.,False,0,0
29186950,Descriptor Data Bank (DDB): A Cloud Platform for Multiperspective Modeling of Protein-Ligand Interactions.,False,0,0
28275836,[se-atlas - the health service information platform for people with rare diseases : Supporting research on medical care institutions and support groups].,False,0,0
25877469,[TOPICS-MDS: a versatile resource for generating scientific and social knowledge for elderly care].,False,0,0
33208742,"""QM-symex, update of the QM-sym database with excited state information for 173 kilo molecules.""",True,24429,0
24110966,PH² - a dermoscopic image database for research and benchmarking.,False,0,0
31338829,PlantNE: a global database of plant biomass from nitrogen-addition experiments.,False,0,0
23912507,"""Neuroinformatics Database (NiDB)--a modular, portable database for the storage, analysis, and sharing of neuroimaging data.""",False,0,0
34788621,NyuWa Genome resource: A deep whole-genome sequencing-based variation profile and reference panel for the Chinese population.,False,0,0
32145577,Development and application of the thermodynamic database PRODATA dedicated to the monitoring of mining activities from exploration to remediation.,False,0,0
25740497,Sal-Site: research resources for the Mexican axolotl.,False,0,0
25902408,"""Pain and Interoception Imaging Network (PAIN): A multimodal, multisite, brain-imaging repository for chronic somatic and visceral pain disorders.""",False,0,0
23390370,SurfaceomeDB: a cancer-orientated database for genes encoding cell surface proteins.,False,0,0
32966035,Pain Chemogenomics Knowledgebase (Pain-CKB) for Systems Pharmacology Target Mapping and Physiologically Based Pharmacokinetic Modeling Investigation of Opioid Drug-Drug Interactions.,False,0,0
"""27144897"," 30963486"",STarMirDB: A database of microRNA binding sites.",False,0,0
28906116,"""PhID: An Open-Access Integrated Pharmacology Interactions Database for Drugs, Targets, Diseases, Genes, Side-Effects, and Pathways.""",False,0,0
22805179,"""EvolMarkers: a database for mining exon and intron markers for evolution, ecology and conservation studies.""",False,0,0
31511901,regBase: whole genome base-wise aggregation and functional prediction for human non-coding regulatory variants.,True,69670,0
33205230,Celebrating INVAM: 35 years of the largest living culture collection of arbuscular mycorrhizal fungi.,False,0,0
29775405,The Mouse Heart Attack Research Tool 1.0 database.,False,0,0
27438180,The Resistome: A Comprehensive Database of Escherichia coli Resistance Phenotypes.,False,0,0
21924793,Macrophages.com: an on-line community resource for innate immunity research.,False,0,0
26311590,"""The MR2: A multi-racial, mega-resolution database of facial stimuli.""",False,0,0
21063945,Tranche distributed repository and ProteomeCommons.org.,False,0,0
27268205,"""The SBOL Stack: A Platform for Storing, Publishing, and Sharing Synthetic Biology Designs.""",False,0,0
30525664,ComPIL 2.0: An Updated Comprehensive Metaproteomics Database.,False,0,0
31758445,ToxoDB: Functional Genomics Resource for Toxoplasma and Related Organisms.,False,0,0
25753710,JCGGDB: Japan Consortium for Glycobiology and Glycotechnology Database.,False,0,0
33765498,"""CyanoMetDB, a comprehensive public database of secondary metabolites from cyanobacteria.""",False,0,0
30105186,ADNCD: a compendious database on anti-diabetic natural compounds focusing on mechanism of action.,False,0,0
30789283,CuMiDa: An Extensively Curated Microarray Database for Benchmarking and Testing of Machine Learning Approaches in Cancer Research.,False,0,0
34898255,ProCanBio: A Database of Manually Curated Biomarkers for Prostate Cancer.,False,0,0
33742448,COMBINE: a coalesced mammal database of intrinsic and extrinsic traits.,False,0,0
33612398,LegionellaDB - A Database on Legionella Outbreaks.,False,0,0
28095648,AmphiBase: A new genomic resource for non-model amphibian species.,False,0,0
27623536,SPNsim: A database of simulated solitary pulmonary nodule PET/CT images facilitating computer aided diagnosis.,False,0,0
33319644,PseudoBase: a genomic visualization and exploration resource for the <i>Drosophila pseudoobscura</i> subgroup.,False,0,0
22205159,Brainpeps: the blood-brain barrier peptide database.,False,0,0
"""33432321"," 33735949"",Bioinformatics resources facilitate understanding and harnessing clinical research of SARS-CoV-2.",False,0,0
34495802,MedNar: Free Specialty Database for Accessing the Deep Web.,False,0,0
25170026,Limbform: a functional ontology-based database of limb regeneration experiments.,False,0,0
27288497,RTFBSDB: an integrated framework for transcription factor binding site analysis.,False,0,0
24434222,FaceWarehouse: a 3D facial expression database for visual computing.,False,0,0
31676967,"""MorphoLex-FR: A derivational morphological database for 38,840 French words.""",False,0,0
32269478,SquamataBase: a natural history database and R package for comparative biology of snake feeding habits.,True,20231,0
29327992,DigitalHub: A Repository Focused on the Future.,False,0,0
26282054,SCUBIDOO: A Large yet Screenable and Easily Searchable Database of Computationally Created Chemical Compounds Optimized toward High Likelihood of Synthetic Tractability.,False,0,0
34423335,IncluSet: A Data Surfacing Repository for Accessibility Datasets.,False,0,0
26264053,StressMicrobesInfo: Database of Microorganisms Responsive to Stress Conditions.,False,0,0
23930710,MetIDB: a publicly accessible database of predicted and experimental 1H NMR spectra of flavonoids.,False,0,0
30242919,PlantFAdb: a resource for exploring hundreds of plant fatty acid structures synthesized by thousands of plants and their phylogenetic relationships.,False,0,0
21778530,MADMAX - Management and analysis database for multiple ~omics experiments.,False,0,0
33938875,TBase - an Integrated Electronic Health Record and Research Database for Kidney Transplant Recipients.,False,0,0
27189114,Wordbank: an open repository for developmental vocabulary data.,False,0,0
22100666,Aging-kb: a knowledge base for the study of the aging process.,False,0,0
27984824,ARCPHdb: A comprehensive protein database for SF1 and SF2 helicase from archaea.,False,0,0
22738131,The EPILEPSIAE database: an extensive electroencephalography database of epilepsy patients.,False,0,0
26842767,g2pDB: A Database Mapping Protein Post-Translational Modifications to Genomic Coordinates.,False,0,0
32329672,MedGen: NCBI's Portal to Information on Medical Conditions with a Genetic Component.,False,0,0
"""26410588"," 27508249"",""AlloRep: A Repository of Sequence, Structural and Mutagenesis Data for the LacI/GalR Transcription Regulators.""",False,0,0
32239516,FungalRoot: global online database of plant mycorrhizal associations.,False,0,0
23894104,BioFNet: biological functional network database for analysis and synthesis of biological systems.,False,0,0
25494511,CID2013: a database for evaluating no-reference image quality assessment algorithms.,False,0,0
22285564,SynaptomeDB: an ontology-based knowledgebase for synaptic genes.,False,0,0
30489670,WIKISTIM.org: An On-Line Database of Published Neurostimulation Studies.,False,0,0
31475827,Common Repository of FBS Proteins (cRFP) To Be Added to a Search Database for Mass Spectrometric Analysis of Cell Secretome.,False,0,0
33231675,SSNOMBACTER: A collection of scattering-type scanning near-field optical microscopy and atomic force microscopy images of bacterial cells.,True,59968,0
26671609,DANIO-CODE: Toward an Encyclopedia of DNA Elements in Zebrafish.,True,42490,0
30958698,Plant-GQ: An Integrative Database of G-Quadruplex in Plant.,False,0,0
34397420,HDinHD: A Rich Data Portal for Huntington's Disease Research.,False,0,0
33961119,IND-enzymes: a repository for hydrolytic enzymes derived from thermophilic and psychrophilic bacterial species with potential industrial usage.,False,0,0
26790568,Carbon dynamics of mature and regrowth tropical forests derived from a pantropical database (TropForC-db).,False,0,0
25873244,The CPTAC Data Portal: A Resource for Cancer Proteomics Research.,False,0,0
32491943,"""FakeNewsNet: A Data Repository with News Content, Social Context, and Spatiotemporal Information for Studying Fake News on Social Media.""",False,0,0
27796069,varver: a database of microsatellite variation in vertebrates.,False,0,0
27078110,"""Immuno-Navigator, a batch-corrected coexpression database, reveals cell type-specific gene networks in the immune system.""",False,0,0
28873253,"""TomExpress, a unified tomato RNA-Seq platform for visualization of expression data, clustering and correlation networks.""",False,0,0
30147039,Samply.MDR - A Metadata Repository and Its Application in Various Research Networks.,False,0,0
"""22684505"," 25969450"",""IMP: a multi-species functional genomics portal for integration, visualization and prediction of protein functions and networks.""",False,0,0
28636001,WatAA: Atlas of Protein Hydration. Exploring synergies between data mining and ab initio calculations.,False,0,0
22178513,CattleTickBase: an integrated Internet-based bioinformatics resource for Rhipicephalus (Boophilus) microplus.,False,0,0
25736385,HemOnc.org: A Collaborative Online Knowledge Platform for Oncology Professionals.,False,0,0
30971448,Gcorn Plant: A Database for Retrieving Functional and Evolutionary Traits of Plant Genes.,False,0,0
31230715,Atlas of Subcellular RNA Localization Revealed by APEX-Seq.,False,0,0
26863655,OSSI-PET: Open-Access Database of Simulated [(11)C]Raclopride Scans for the Inveon Preclinical PET Scanner: Application to the Optimization of Reconstruction Methods for Dynamic Studies.,False,0,0
28905472,"""Design paper: Japan Endoscopy Database (JED): A prospective, large database project related to gastroenterological endoscopy in Japan.""",False,0,0
21420479,"""Traditional Medicine Collection Tracking System (TM-CTS): a database for ethnobotanically driven drug-discovery programs.""",False,0,0
30197419,"""HLBS-PopOmics: an online knowledge base to accelerate dissemination and implementation of research advances in population genomics to reduce the burden of heart, lung, blood, and sleep disorders.""",False,0,0
21550347,"""NEMBASE4: the nematode transcriptome resource.""",False,0,0
35415398,"""EpiK: A Knowledge Base for Epidemiological Modeling and Analytics of Infectious Diseases.""",False,0,0
27736735,"""Evaluation of the performance of accelerometer-based gait event detection algorithms in different real-world scenarios using the MAREA gait database.""",False,0,0
29110012,"""A look at the density functional theory zoo with the advanced GMTKN55 database for general main group thermochemistry, kinetics and noncovalent interactions.""",False,0,0
34773949,"""NENCI-2021. I. A large benchmark database of non-equilibrium non-covalent interactions emphasizing close intermolecular contacts.""",False,0,0
29124086,"""The Pediatric Ependymoma Protein Database (PEPD).""",True,8400,0
23319286,"""Agreement between patients' self-report and medical records for vaccination: the PGRx database.""",False,0,0
23360752,"""EMEN2: an object oriented database and electronic lab notebook.""",False,0,0
34172130,"""TraceBase; A database structure for forensic trace analysis.""",False,0,0
27113186,[The beta version of LongMan: a large-scale mammalian lncRNA database orthologous to human lncRNAs].,False,0,0
28375654,"""LoopX: A Graphical User Interface-Based Database for Comprehensive Analysis and Comparative Evaluation of Loops from Protein Structures.""",False,0,0
26421518,"""Zebrafish Database: Customizable, Free, and Open-Source Solution for Facility Management.""",False,0,0
23457350,"""BAC transgenic mice and the GENSAT database of engineered mouse strains.""",False,0,0
21879385,"""OMIT: a domain-specific knowledge base for microRNA target prediction.""",False,0,0
34050748,"""NIAID ClinRegs-a Public Database of Country Clinical Research Regulatory and Ethics Requirements: Design and Utilization Analysis.""",False,0,0
23088335,"""Enumeration of 166 billion organic small molecules in the chemical universe database GDB-17.""",False,0,0
"""23424620"," 24136997"",""Improving microbial genome annotations in an integrated database context.""",False,0,0
26546404,"""Pharmacology Portal: An Open Database for Clinical Pharmacologic Laboratory Services.""",False,0,0
31529041,PPNID: a reference database and molecular identification pipeline for plant-parasitic nematodes.,False,0,0
30796988,PconsFam: An Interactive Database of Structure Predictions of Pfam Families.,False,0,0
33226642,"""Anuran Traits of the United States (ATraiU): a database for anuran traits-based conservation, management, and research.""",False,0,0
29768426,"""The Ryerson Audio-Visual Database of Emotional Speech and Song (RAVDESS): A dynamic, multimodal set of facial and vocal expressions in North American English.""",True,120482,0
27039767,OrCanome: a Comprehensive Resource for Oral Cancer.,False,0,0
28453427,VisionCite: A Vision Science-Related Database.,False,0,0
28368836,DREAMER: A Database for Emotion Recognition Through EEG and ECG Signals From Wireless Low-cost Off-the-Shelf Devices.,False,0,0
22851343,AphasiaBank: a resource for clinicians.,False,0,0
22495751,CistromeMap: a knowledgebase and web server for ChIP-Seq and DNase-Seq studies in mouse and human.,False,0,0
28150234,CATH-Gene3D: Generation of the Resource and Its Use in Obtaining Structural and Functional Annotations for Protein Sequences.,False,0,0
26320871,Cancer Driver Log (CanDL): Catalog of Potentially Actionable Cancer Mutations.,False,0,0
28155186,K-SPAN: A lexical database of Korean surface phonetic forms and phonological neighborhood density statistics.,False,0,0
25798920,iMonDB: Mass Spectrometry Quality Control through Instrument Monitoring.,False,0,0
31403701,CauseSpec: a database of global terrestrial vertebrate cause-specific mortality.,False,0,0
34048573,AniProtDB: A Collection of Consistently Generated Metazoan Proteomes for Comparative Genomics Studies.,False,0,0
26054360,EHME: a new word database for research in Basque language.,False,0,0
29143556,daTALbase: A Database for Genomic and Transcriptomic Data Related to TAL Effectors.,False,0,0
32997234,PendoTMBase: A Database for Plant Endogenous Target Mimics.,False,0,0
31665759,NutriGenomeDB: a nutrigenomics exploratory and analytical platform.,False,0,0
26433297,ePlantLIBRA: A composition and biological activity database for bioactive compounds in plant food supplements.,False,0,0
33209967,RIDB: A Dataset of fundus images for retina based person identification.,True,12934,0
28025335,CaspNeuroD: a knowledgebase of predicted caspase cleavage sites in human proteins related to neurodegenerative diseases.,True,19642,0
31995493,KonIQ-10k: An ecologically valid database for deep learning of blind image quality assessment.,False,0,0
22570521,"""MEDDB: a medicinal plant database developed with the information gathered from tribal people in and around Madurai, Tamil Nadu.""",True,10428,0
30951133,Development of PLEAD: A Database Containing Event-based Runoff Phosphorus Loadings from Agricultural Fields.,False,0,0
22675348,BRASERO: A Resource for Benchmarking RNA Secondary Structure Comparison Algorithms.,True,16355,0
22195116,ADEpedia: a scalable and standardized knowledge base of Adverse Drug Events using semantic web technology.,False,0,0
32710376,BIOINTMED: integrated biomedical knowledge base with ontologies and clinical trials.,False,0,0
25998807,Facilitating quality control for spectra assignments of small organic molecules: nmrshiftdb2--a free in-house NMR database with integrated LIMS for academic service laboratories.,False,0,0
32311220,SoilTemp: A global database of near-surface temperature.,False,0,0
22027158,A database for animal tuberculosis (mycoDB.es) within the context of the Spanish national programme for eradication of bovine tuberculosis.,False,0,0
21685684,BioCARS: a synchrotron resource for time-resolved X-ray science.,False,0,0
30115367,The multiple arrhythmia dataset evaluation database (M.A.D.A.E.).,False,0,0
"""26507857"," 30395307"",BloodSpot: a database of gene expression profiles and transcriptional programs for healthy and malignant haematopoiesis.",False,0,0
30426823,Target-specific toxicity knowledgebase (TsTKb): a novel toolkit for in silico predictive toxicology.,False,0,0
29295418,CoMetaR: A Collaborative Metadata Repository for Biomedical Research Networks.,False,0,0
26908025,PDEStrIAn: A Phosphodiesterase Structure and Ligand Interaction Annotated Database As a Tool for Structure-Based Drug Design.,False,0,0
30805861,SOLID-Similar object and lure image database.,True,45280,0
23408683,N-glycoprotein SRMAtlas: a resource of mass spectrometric assays for N-glycosites enabling consistent and multiplexed protein quantification for clinical applications.,False,0,0
33275943,NemChR-DB: a database of parasitic nematode chemosensory G-protein coupled receptors.,False,0,0
23205164,INDICO: the development of a resource for epigenomic study of Indians undergoing socioeconomic transition.,False,0,0
28889911,FPD: A comprehensive phosphorylation database in fungi.,False,0,0
24497503,AMASS: a database for investigating protein structures.,False,0,0
24661111,EGFRIndb: epidermal growth factor receptor inhibitor database.,False,0,0
24551333,"""qDIET: toward an automated, self-sustaining knowledge base to facilitate linking point-of-sale grocery items to nutritional content.""",False,0,0
28795237,The Adaptive Evolution Database (TAED): A New Release of a Database of Phylogenetically Indexed Gene Families from Chordates.,False,0,0
23920981,PHIO: a knowledge base for interpretation and calculation of public health indicators.,False,0,0
29916041,The Massive Auditory Lexical Decision (MALD) database.,False,0,0
23415847,Clostridium-DT(DB): a comprehensive database for potential drug targets of Clostridium difficile.,False,0,0
23486446,The liver toxicity knowledge base: a systems approach to a complex end point.,False,0,0
30622195,"""LIPID MAPS: Serving the next generation of lipid researchers with tools, resources, data, and training.""",False,0,0
"""30517703"," 34174819"",A map of direct TF-DNA interactions in the human genome.",False,0,0
30150867,GinMicrosatDb: a genome-wide microsatellite markers database for sesame (<i>Sesamum indicum</i> L.).,False,0,0
23961810,Phytophthora database 2.0: update and future direction.,False,0,0
"""24163255"," 29059374"",The pancreatic expression database: recent extensions and updates.",False,0,0
25869863,"""NeuroVault.org: A repository for sharing unthresholded statistical maps, parcellations, and atlases of the human brain.""",False,0,0
22181660,Zebrafish Enhancer TRAP transgenic line database ZETRAP 2.0.,False,0,0
32302568,The Human Tumor Atlas Network: Charting Tumor Transitions across Space and Time at Single-Cell Resolution.,False,0,0
22441797,Ovarian Kaleidoscope database: ten years and beyond.,False,0,0
21619487,"""The Therapeutic Target Database: an internet resource for the primary targets of approved, clinical trial and experimental drugs.""",False,0,0
28055900,MDTE DB: a database for microRNAs derived from Transposable element.,False,0,0
