"pmid","title","has_url","is_false_positive","confidence","reason","database_name","long_database_name","chunk","already_seen","in_baseline"
"29771380","dbCAN2: a meta server for automated carbohydrate-active enzyme annotation.","True","N","high","DB suffix + database keyword","dbCAN2","database of carbohydrate-active enzymes","5","Y","N"
"34147079","ORFik: a comprehensive R toolkit for the analysis of translation.","True","N","medium","Tool for translation analysis not a database,","","","5","Y","N"
"31337975","SAROTUP: a suite of tools for finding potential target-unrelated peptides from phage display data.","True","N","medium","Tool suite but also database","SAROTUP","Scanner And Reporter Of Target-Unrelated Peptides","5","Y","N"
"31032842","The MACADAM database: a MetAboliC pAthways DAtabase for Microbial taxonomic groups for mining potential metabolic capacities of archaeal and bacterial taxonomic groups.","False","N","medium","Database keyword in title","MACADAM","MetAboliC pAthways DAtabase for Microbes","5","Y","N"
"29912458","CircadiOmics: circadian omic web portal.","True","N","high","Database keyword in title","CircadiOmics","Circadian Omics portal","5","Y","N"
"26678566","YAGM: a web tool for mining associated genes in yeast based on diverse biological associations.","True","N","medium","Tool but also database","YAGM","Yeast Associated Genes Miner","5","Y","N"
"26423722","DMAP: a connectivity map database to enable identification of novel drug repositioning candidates.","True","N","high","Map suffix + database keyword","DMAP","Drug Map","5","Y","N"
"29746699","RepeatsDB-lite: a web server for unit annotation of tandem repeat proteins.","True","N","high","DB suffix + database keyword","RepeatsDB-lite","Repeats Database lite","5","Y","N"
"22096232","The BioSample Database (BioSD) at the European Bioinformatics Institute.","True","N","high","Database keyword in title","BioSD","BioSample Database","5","Y","N"
"22084255","PubChem promiscuity: a web resource for gathering compound promiscuity data from PubChem.","True","N","high","Database keyword in title","PubChem promiscuity","PubChem promiscuity database","5","Y","N"
"24436130","The Equine PeptideAtlas: a resource for developing proteomics-based veterinary research.","False","N","high","Atlas keyword in title","Equine PeptideAtlas","Equine Peptide Atlas","5","Y","N"
"27716338","Rational design of cancer gene panels with OncoPaD.","True","N","high","Database keyword in title","OncoPaD","Oncology Panel Designer","5","Y","N"
"34188160","NOD: a web server to predict New use of Old Drugs to facilitate drug repurposing.","True","N","high","Database keyword in title","NOD","New use of Old Drugs","5","Y","N"
"30525651","""Proxl (Protein Cross-Linking Database): A Public Server, QC Tools, and Other Major Updates.""","True","N","high","Database keyword in title","Proxl","Protein cross-linking database","5","Y","N"
"27519173","ISOexpresso: a web-based platform for isoform-level expression analysis in human cancer.","True","N","high","Database keyword in title","ISOexpresso","ISOform expression database","5","Y","N"
"""26527191"," 30358807"",Shared bioinformatics databases within the Unipro UGENE platform.","True","N","high","Database keyword in title","UGENE","Unipro UGENE platform","5","N","N"
"34663179","RR3DD: an RNA global structure-based RNA three-dimensional structural classification database.","False","N","high","Database keyword in title","RR3DD","RNA 3D structural classification Database","5","Y","N"
"33401349","Introduction to the LIVECAT web-based computerized adaptive testing platform.","True","N","high","Database keyword in title","LIVECAT","LIVECAT testing platform","5","Y","N"
"23505408","Global coordination and standardisation in marine biodiversity through the World Register of Marine Species (WoRMS) and related databases.","False","N","high","Database keyword in title","WoRMS","World Register of Marine Species","5","Y","N"
"23671334","A new reference implementation of the PSICQUIC web service.","True","N","high","Database keyword in title","PSICQUIC","Proteomics Standard Initiative Common QUery InterfaCe","5","Y","N"
"22125387","DiseaseComps: a metric that discovers similar diseases based upon common toxicogenomic profiles at CTD.","True","N","high","Database keyword in title","DiseaseComps","Disease Comparisons database","5","Y","N"
"26907748","Introducing the Open Affective Standardized Image Set (OASIS).","True","N","high","Database keyword in title","OASIS","Open Affective Standardized Image Set","5","Y","N"
"28529081","""SysFinder: A customized platform for search, comparison and assisted design of appropriate animal models based on systematic similarity.""","True","N","high","Database keyword in title","SysFinder","Systems Finder database","5","Y","N"
"22761559","ProteinHistorian: tools for the comparative analysis of eukaryote protein origin.","True","N","high","Database keyword in title","ProteinHistorian","Protein Historian database","5","Y","N"
"21496247","CDAO-store: ontology-driven data integration for phylogenetic analysis.","True","N","high","Database keyword in title","CDAO-store","Comparative Data Analysis Ontology store","5","Y","N"
"31524988","Community Curation and Expert Curation of Human Long Noncoding RNAs with LncRNAWiki and LncBook.","True","N","high","Database keyword in title","LncRNAWiki","Long non-coding RNA Wiki","5","Y","N"
"31258549","L1000 Viewer: A Search Engine and Web Interface for the LINCS Data Repository.","True","N","high","Database keyword in title","L1000 Viewer","Library of Integrated Network-based Cellular Signatures Viewer","5","Y","N"
"29762782","MetaboAnalyst 4.0: towards more transparent and integrative metabolomics analysis.","True","N","high","Database keyword in title","MetaboAnalyst","Metabolomics Analysis","5","Y","N"
"31372542","FeptideDB: A web application for new bioactive peptides from food protein.","True","N","high","DB suffix + database keyword","FeptideDB","Food-derived bioactive peptide Database","5","Y","N"
"22032181","BioNØT: a searchable database of biomedical negated sentences.","True","N","high","Database keyword in title","BioNØT","Biomedical Negated sentences database","5","Y","N"
"31796060","Text-mining clinically relevant cancer biomarkers for curation into the CIViC database.","True","N","high","Database keyword in title","CIViCmine","Clinical Interpretation of Variants in Cancer text mining","5","Y","N"
"""32436344"," 33735471"",Update of the CLRP TG-43 parameter database for low-energy brachytherapy sources.","True","N","high","Database keyword in title","CLRP TG-43","Carleton Laboratory for Radiotherapy Physics TG-43 database","5","N","N"
"35088001","The GWAS-MAP platform for aggregation of results of genome-wide association studies and the GWAS-MAP|homo database of 70 billion genetic associations of human traits.","False","N","high","Map suffix + database keyword","GWAS-MAP","Genome-Wide Association Studies Meta-Analysis Platform","5","Y","N"
"22465851","Enhancing a Pathway-Genome Database (PGDB) to capture subcellular localization of metabolites and enzymes: the nucleotide-sugar biosynthetic pathways of Populus trichocarpa.","True","N","high","Database keyword in title","PGDB","Pathway-Genome Database","5","Y","N"
"32477412","Expression Quantitative Trait Loci (eQTL) Mapping in Korean Patients With Crohn's Disease and Identification of Potential Causal Genes Through Integration With Disease Associations.","True","N","high","Database keyword in title","Crohn's eQTL","Crohn's disease expression QTL database","5","Y","N"
"33109251","""Design, development and deployment of a web-based interoperable registry for inherited retinal dystrophies in Portugal: the IRD-PT.""","True","N","high","Database keyword in title","IRD-PT","Inherited Retinal Dystrophies Portugal","5","Y","N"
"29106569","Mechanism and Catalytic Site Atlas (M-CSA): a database of enzyme reaction mechanisms and active sites.","True","N","high","Atlas keyword in title","M-CSA","Mechanism and Catalytic Site Atlas","5","Y","N"
"25562198","ExcellmiRDB for translational genomics: a curated online resource for extracellular microRNAs.","True","N","high","DB suffix + database keyword","ExcellmiRDB","Extracellular miRNA Database","5","Y","N"
"22139914","MOPED: Model Organism Protein Expression Database.","False","N","high","Database keyword in title","MOPED","Model Organism Protein Expression Database","5","Y","N"
"34593819","""AusTraits, a curated plant trait database for the Australian flora.""","False","N","high","Database keyword in title","AusTraits","Australian plant Traits database","5","Y","N"
"25776023","EpiDBase: a manually curated database for small molecule modulators of epigenetic landscape.","True","N","high","Base suffix + database keyword","EpiDBase","Epigenetic Drug Base","5","Y","N"
"26504853","FluKB: A Knowledge-Based System for Influenza Vaccine Target Discovery and Analysis of the Immunological Properties of Influenza Viruses.","False","N","high","KB suffix + knowledgebase keyword","FluKB","Flu KnowledgeBase","5","Y","N"
"34669691","RefPlantNLR is a comprehensive collection of experimentally validated plant disease resistance proteins from the NLR family.","False","N","high","Database keyword in title","RefPlantNLR","Reference Plant NLR database","5","Y","N"
"30341991","The Global Naturalized Alien Flora (GloNAF) database.","True","N","high","Database keyword in title","GloNAF","Global Naturalized Alien Flora database","5","Y","N"
"20857233","BrainKnowledge: a human brain function mapping knowledge-base system.","False","N","high","Knowledgebase keyword in title","BrainKnowledge","Brain Knowledge base","5","Y","N"
"23116482","CooVar: co-occurring variant analyzer.","True","N","high","Database keyword in title","CooVar","Co-occurring Variant database","5","Y","N"
"29888066","CATCH-KB: Establishing a Pharmacogenomics Variant Repository for Chemotherapy-Induced Cardiotoxicity.","True","N","high","KB suffix + knowledgebase keyword","CATCH-KB","CArdioToxicity CHemotherapy KnowledgeBase","5","Y","N"
"33972211","MDMPR: Mouse Developmental and Metabolic Phenotype Repository.","False","N","high","Repository keyword in title","MDMPR","Mouse Developmental and Metabolic Phenotype Repository","5","Y","N"
"22368248","Unipro UGENE: a unified bioinformatics toolkit.","True","N","high","Database keyword in title","UGENE","Unipro UGENE","5","Y","N"
"28402545","ORIO (Online Resource for Integrative Omics): a web-based platform for rapid integration of next generation sequencing data.","True","N","high","Database keyword in title","ORIO","Online Resource for Integrative Omics","5","Y","N"
"33631799","ConnecTF: A platform to integrate transcription factor-gene interactions and validate regulatory networks.","True","N","high","Database keyword in title","ConnecTF","Connect Transcription Factors","5","Y","N"
"22230096","ProFASTA: a pipeline web server for fungal protein scanning with integration of cell surface prediction software.","True","N","high","Database keyword in title","ProFASTA","Protein FASTA database","5","Y","N"
"27924016","Bio-TDS: bioscience query tool discovery system.","True","N","high","Database keyword in title","Bio-TDS","Bioscience Tool Discovery System","5","Y","N"
"31598696","""snoDB: an interactive database of human snoRNA sequences, abundance and interactions.""","False","N","high","DB suffix + 'database' keyword; URL absence doesn't override strong naming pattern","snoDB","snoRNA Database","6","N","N"
"27338257","AraPPISite: a database of fine-grained protein-protein interaction site annotations for Arabidopsis thaliana.","True","N","high","Title explicitly contains 'database' keyword","AraPPISite","Arabidopsis Protein-Protein Interaction Site database","6","N","N"
"31762961","MaizeSNPDB: A comprehensive database for efficient retrieve and analysis of SNPs among 1210 maize lines.","True","N","high","DB suffix + 'database' keyword","MaizeSNPDB","Maize SNP Database","6","N","N"
"31555312","MaizeDIG: Maize Database of Images and Genomes.","True","N","high","Title explicitly contains 'Database' keyword","MaizeDIG","Maize Database of Images and Genomes","6","N","N"
"33882120","APICURON: a database to credit and acknowledge the work of biocurators.","True","N","high","Title explicitly contains 'database' keyword","APICURON","APICURON database","6","N","N"
"24364365","Database construction for PromoterCAD: synthetic promoter design for mammals and plants.","True","N","high","Paper about database construction for resource","PromoterCAD","Promoter Computer-Aided Design database","6","N","N"
"21851635","SolRgene: an online database to explore disease resistance genes in tuber-bearing Solanum species.","False","N","high","Title explicitly contains 'database' keyword despite no URL","SolRgene","Solanum Resistance gene database","6","N","N"
"27055827","RegenBase: a knowledge base of spinal cord injury biology for translational research.","True","N","high","Base suffix + 'knowledge base' keyword","RegenBase","Regeneration Base","6","N","N"
"27733503","""Ontobee: A linked ontology data server to support ontology term dereferencing, linkage, query and integration.""","True","N","medium","Server for data access with ontology data","Ontobee","Ontology Browser","6","N","N"
"26403370","Vaxvec: The first web-based recombinant vaccine vector database and its data analysis.","True","N","high","Title explicitly contains 'database' keyword","Vaxvec","Vaccine Vector database","6","N","N"
"34175476","Genome Warehouse: A Public Repository Housing Genome-scale Data.","True","N","high","Repository - data housing resource","Genome Warehouse","Genome Warehouse","6","N","N"
"27111272","HomeBank: An Online Repository of Daylong Child-Centered Audio Recordings.","False","N","medium","Bank suffix + 'Repository' keyword - data repository","HomeBank","Home Bank","6","N","N"
"27074495","The Brain Analysis Library of Spatial maps and Atlases (BALSA) database.","False","N","high","Title explicitly contains 'database' keyword despite no URL","BALSA","Brain Analysis Library of Spatial maps and Atlases","6","N","N"
"27446120","PlantAPA: A Portal for Visualization and Analysis of Alternative Polyadenylation in Plants.","True","N","medium","Portal for data visualization - data resource","PlantAPA","Plant Alternative Polyadenylation portal","6","N","N"
"31767692","PlantAPAdb: A Comprehensive Database for Alternative Polyadenylation Sites in Plants.","False","N","high","db suffix + 'Database' keyword despite no URL","PlantAPAdb","Plant Alternative Polyadenylation Database","6","N","N"
"26882984","RhesusBase PopGateway: Genome-Wide Population Genetics Atlas in Rhesus Macaque.","False","N","medium","Base suffix + Atlas - data resource despite no URL","RhesusBase PopGateway","Rhesus Base Population Gateway","6","N","N"
"33654452","EcoBank: A flexible database platform for sharing ecological data.","True","N","high","Bank suffix + 'database' keyword","EcoBank","Ecological Bank","6","N","N"
"30320221","WHONDRS: a Community Resource for Studying Dynamic River Corridors.","False","N","medium","Community Resource for data","WHONDRS","Worldwide Hydrobiogeochemistry Observation Network for Dynamic River Systems","6","N","N"
"22711790","MolClass: a web portal to interrogate diverse small molecule screen datasets with different computational models.","True","N","medium","Web portal for interrogating datasets","MolClass","Molecular Classification portal","6","N","N"
"28610638","BADERI: an online database to coordinate handsearching activities of controlled clinical trials for their potential inclusion in systematic reviews.","True","N","high","Title explicitly contains 'database' keyword","BADERI","Bibliographic Database of Evidence for Randomized Interventions","6","N","N"
"31220074","FishNET: An automated relational database for zebrafish colony management.","False","N","medium","Title explicitly contains 'database' for colony management","FishNET","Fish Network database","6","N","N"
"23193291","DbVar and DGVa: public archives for genomic structural variation.","True","N","high","Title explicitly contains 'archives' keyword","DbVar","Database of Genomic Structural Variation","6","N","N"
"29603730","ForC: a global database of forest carbon stocks and fluxes.","False","N","high","Title explicitly contains 'database' keyword despite no URL","ForC","Forest Carbon database","6","N","N"
"26481362","""BindingDB in 2015: A public database for medicinal chemistry, computational chemistry and systems pharmacology.""","True","N","high","DB suffix + 'database' keyword","BindingDB","Binding Database","6","N","N"
"32527260","PINOT: an intuitive resource for integrating protein-protein interactions.","True","N","high","Resource for data","PINOT","Protein Interaction Network Online Tool","6","N","N"
"23164068","Huvariome: a web server resource of whole genome next-generation sequencing allelic frequencies to aid in pathological candidate gene selection.","False","N","medium","Web server resource - data resource despite no URL","Huvariome","Human Variome resource","6","N","N"
"30212910","Spfy: an integrated graph database for real-time prediction of bacterial phenotypes and downstream comparative analyses.","False","N","medium","Title explicitly contains 'database' keyword despite no URL","Spfy","Specify database","6","N","N"
"23541197","""The Pathogen-annotated Tracking Resource Network (PATRN) system: a web-based resource to aid food safety, regulatory science, and investigations of foodborne pathogens and disease.""","True","N","high","Resource Network for data","PATRN","Pathogen-Annotated Tracking Resource Network","6","N","N"
"22194640","IMG: the Integrated Microbial Genomes database and comparative analysis system.","True","N","high","Title explicitly contains 'database' keyword","IMG","Integrated Microbial Genomes database","6","N","N"
"23203886","MIPS PlantsDB: a database framework for comparative plant genome research.","True","N","high","DB suffix + 'database' keyword","MIPS PlantsDB","Munich Information Center for Protein Sequences Plants Database","6","N","N"
"23396302","The YeastGenome app: the Saccharomyces Genome Database at your fingertips.","True","N","medium","Mobile app for database access","YeastGenome","Yeast Genome Database","6","N","N"
"31913853","JIB.tools 2.0 - A Bioinformatics Registry for Journal Published Tools with Interoperability to bio.tools.","True","N","high","Registry/catalog of tools - data resource","JIB.tools","Journal of Integrative Bioinformatics tools","6","N","N"
"22621763","The Ontology for Parasite Lifecycle (OPL): towards a consistent vocabulary of lifecycle stages in parasitic organisms.","True","N","high","Ontology - structured vocabulary resource","OPL","Ontology for Parasite Lifecycle","6","N","N"
"24293656","SCOP2 prototype: a new approach to protein structure mining.","True","N","medium","Resource for structure data","SCOP2","Structural Classification of Proteins version 2","6","N","N"
"""23193261"," 25348399"",""HAMAP in 2013, new developments in the protein family classification and annotation system.""","True","N","high","Classification and annotation system with data","HAMAP","High-quality Automated and Manual Annotation of Proteins","6","N","N"
"21255607","""Aromatic-Aromatic Interactions Database, A(2)ID: an analysis of aromatic π-networks in proteins.""","True","N","high","Title explicitly contains 'Database' keyword","A2ID","Aromatic-Aromatic Interactions Database","6","N","N"
"26500753","Colil: a database and search service for citation contexts in the life sciences domain.","False","N","medium","Title explicitly contains 'database' keyword despite no URL","Colil","Citation Link database","6","N","N"
"30462313","Cistrome Data Browser: expanded datasets and new tools for gene regulatory analysis.","True","N","high","Browser + datasets - data resource","CDB","Cistrome Data Browser","6","N","N"
"24489955","Citrus sinensis annotation project (CAP): a comprehensive database for sweet orange genome.","True","N","high","Title explicitly contains 'database' keyword","CAP","Citrus Annotation Project database","6","N","N"
"24302577","topPTM: a new module of dbPTM for identifying functional post-translational modifications in transmembrane proteins.","True","N","high","Module of database - database component","topPTM","Topology Post-Translational Modifications","6","N","N"
"31735953","Identification of tRNA-derived ncRNAs in TCGA and NCI-60 panel cell lines and development of the public database tRFexplorer.","True","N","high","Title explicitly contains 'database' keyword","tRFexplorer","tRNA-derived Fragment explorer","6","N","N"
"22718978","""Design, implementation and practice of JBEI-ICE: an open source biological part registry platform and tools.""","True","N","medium","Registry platform - data repository","JBEI-ICE","Joint BioEnergy Institute Inventory of Composable Elements","6","N","N"
"22198179","DESTAF: a database of text-mined associations for reproductive toxins potentially affecting human fertility.","True","N","high","Title explicitly contains 'database' keyword","DESTAF","Database for rEproductive toxinS and Toxicity affecting Fertility","6","N","N"
"30624654","RAEdb: a database of enhancers identified by high-throughput reporter assays.","False","N","high","db suffix + 'database' keyword despite no URL","RAEdb","Reporter Assay Enhancer database","6","N","N"
"31411687","CDEK: Clinical Drug Experience Knowledgebase.","False","N","medium","Knowledgebase in title despite no URL","CDEK","Clinical Drug Experience Knowledgebase","6","N","N"
"33066523","circ2GO: A Database Linking Circular RNAs to Gene Function.","False","N","high","Title explicitly contains 'Database' keyword despite no URL","circ2GO","Circular RNA to Gene Ontology database","6","N","N"
"31286860","DAIRYdb: a manually curated reference database for improved taxonomy annotation of 16S rRNA gene sequences from dairy products.","False","N","high","db suffix + 'database' keyword despite no URL","DAIRYdb","Dairy Database","6","N","N"
"32037563","ZEBrA: Zebra finch Expression Brain Atlas-A resource for comparative molecular neuroanatomy and brain evolution studies.","True","N","high","Atlas + resource - data collection","ZEBrA","Zebra finch Expression Brain Atlas","6","N","N"
"31598718","SEAweb: the small RNA Expression Atlas web application.","False","N","medium","Atlas web application - data resource despite no URL","SEAweb","Small RNA Expression Atlas web","6","N","N"
"22199232","E3Net: a system for exploring E3-mediated regulatory networks of cellular functions.","True","N","medium","System for exploring networks - data resource","E3Net","E3 ligase Network","6","N","N"
"30834332","RefSoil+: a Reference Database for Genes and Traits of Soil Plasmids.","False","N","high","Reference Database in title despite no URL","RefSoil+","Reference Soil database","6","N","N"
"21660515","""Online chemical modeling environment (OCHEM): web platform for data storage, model development and publishing of chemical information.""","True","N","medium","Platform for data storage - data resource","OCHEM","Online Chemical Modeling Environment","6","N","N"
"29429018","MOBCdb: a comprehensive database integrating multi-omics data on breast cancer for precision medicine.","False","N","high","db suffix + 'database' keyword despite no URL","MOBCdb","Multi-Omics Breast Cancer database","6","N","N"
"34484220","RAPID: A Rep-Seq Dataset Analysis Platform With an Integrated Antibody Database.","True","N","high","Title explicitly contains 'Database' keyword","RAPID","Rep-seq Analysis Platform with Integrated Database","6","N","N"
"30985891","ChlamBase: a curated model organism database for the Chlamydia research community.","True","N","high","Base suffix + 'database' keyword","ChlamBase","Chlamydia Base","6","N","N"
"31089686","GIDB: a knowledge database for the automated curation and multidimensional analysis of molecular signatures in gastrointestinal cancer.","False","N","high","DB suffix + 'knowledge database' keyword despite no URL","GIDB","Gastrointestinal cancer Database","6","N","N"
"27794551","HIPPIE v2.0: enhancing meaningfulness and reliability of protein-protein interaction networks.","True","N","medium","Resource for interaction networks + version number","HIPPIE","Human Integrated Protein-Protein Interaction rEference","6","N","N"
"29867956","VDJServer: A Cloud-Based Analysis Portal and Data Commons for Immune Repertoire Sequences and Rearrangements.","False","N","medium","Server + Data Commons - data resource despite no URL","VDJServer","VDJ Server","6","N","N"
