extracted_name,baseline_name,match_type,is_match,score,reasoning,extracted_long,extracted_url,extracted_domain,baseline_url,baseline_domain,same_domain,edit_distance,url_similarity,confidence
PADS Arsenal,prokaryotic antiviral defense system,"SAME_DOMAIN, url_path_sim=1.00, long_sim=0.79",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=0.79",Prokaryotic Antiphage Defense Systems Arsenal,https://bigd.big.ac.cn/padsarsenal,ac.cn,http://bigd.big.ac.cn/padsarsenal,ac.cn,True,29.0,1.0,HIGH
HSDB,horse single nucleotide polymorphism and expression database,"SAME_DOMAIN, url_path_sim=1.00, long_sim=0.71",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=0.71",Horse SNP and Expression Database,http://snugenome2.snu.ac.kr/HSDB,ac.kr,http://snugenome2.snu.ac.kr/HSDB,ac.kr,True,56.0,1.0,HIGH
BAR-PLUS,bologna annotation resource,"SAME_DOMAIN, url_path_sim=0.92, long_sim=0.92",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=0.92, long_sim=0.92",Bologna Annotation Resource PLUS,http://bar.biocomp.unibo.it/bar2.0,unibo.it,http://bar.biocomp.unibo.it/bar3,unibo.it,True,23.0,0.92,HIGH
IHEC Data Portal,ihec,"SAME_DOMAIN, contains, url_path_sim=1.00",Y,3.5,"Score=3.5: SAME_DOMAIN, contains, url_path_sim=1.00",International Human Epigenome Consortium Data Portal,http://epigenomesportal.ca/ihec,epigenomesportal.ca,http://epigenomesportal.ca/ihec,epigenomesportal.ca,True,12.0,1.0,HIGH
ERA,the european radiobiological archives,"SAME_DOMAIN, url_path_sim=1.00, long_sim=0.94",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=0.94",European Radiobiological Archives,https://era.bfs.de,bfs.de,http://era.bfs.de,bfs.de,True,34.0,1.0,HIGH
SMTB,smooth muscle transcriptome browser,"SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Smooth Muscle Transcriptome Browser,https://med.unr.edu/physio/transcriptome,unr.edu,http://med.unr.edu/physio/transcriptome,unr.edu,True,31.0,1.0,HIGH
Daikon Marker,kazusa marker database,"SAME_DOMAIN, url_path_sim=0.84, long_sim=0.74",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=0.84, long_sim=0.74",Raphanus sativus Marker Database,http://marker.kazusa.or.jp/Daikon,or.jp,http://marker.kazusa.or.jp,or.jp,True,14.0,0.84,HIGH
NHPRTR,non-human primate reference transcriptome resource,"SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Non-Human Primate Reference Transcriptome Resource,http://nhprtr.org/,nhprtr.org,http://nhprtr.org,nhprtr.org,True,44.0,1.0,HIGH
Cyanobacteria Scratchpad,cyanobacteria culture collection,"SAME_DOMAIN, url_path_sim=1.00, long_sim=0.75",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=0.75",Cyanobacteria Biodiversity Collection,http://cyanobacteria.myspecies.info/,myspecies.info,http://cyanobacteria.myspecies.info,myspecies.info,True,16.0,1.0,HIGH
KGD,kiwifruit genome database,"SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Kiwifruit Genome Database,http://kiwifruitgenome.org/,kiwifruitgenome.org,http://kiwifruitgenome.org,kiwifruitgenome.org,True,22.0,1.0,HIGH
Urine protein biomarker database,upb,"SAME_DOMAIN, url_path_sim=1.00, long_sim=0.77",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=0.77",Urine Protein Biomarker Database,http://122.70.220.102/biomarker,220.102,http://122.70.220.102/biomarker,220.102,True,29.0,1.0,HIGH
BOSS,breast oncogenic specific sirnas,"SAME_DOMAIN, url_path_sim=1.00, long_sim=0.88",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=0.88",Breast Oncogenic Specific siRNAs Database,http://bioinformatics.cimap.res.in/sharma/boss/,res.in,http://bioinformatics.cimap.res.in/sharma/boss,res.in,True,28.0,1.0,HIGH
CKB,cyanobacterial knowledgebase,"SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Cyanobacterial KnowledgeBase,http://nfmc.res.in/ckb/index.html,res.in,http://nfmc.res.in/ckb/index.html,res.in,True,25.0,1.0,HIGH
MFGA,male fertility gene atlas,"SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Male Fertility Gene Atlas,https://mfga.uni-muenster.de,uni-muenster.de,http://mfga.uni-muenster.de,uni-muenster.de,True,21.0,1.0,HIGH
ABIDE,autism brain imaging data exchange,"SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Autism Brain Imaging Data Exchange,http://fcon_1000.projects.nitrc.org/indi/abide/,nitrc.org,http://fcon_1000.projects.nitrc.org/indi/abide,nitrc.org,True,29.0,1.0,HIGH
SCDE,stem cell discovery engine,"SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Stem Cell Discovery Engine,http://discovery.hsci.harvard.edu,harvard.edu,http://discovery.hsci.harvard.edu,harvard.edu,True,22.0,1.0,HIGH
EGTC,exchangeable gene trap clones,"SAME_DOMAIN, url_path_sim=1.00, long_sim=0.87",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=0.87",Exchangeable Gene Trap Clones Database,http://egtc.jp,egtc.jp,http://egtc.jp,egtc.jp,True,25.0,1.0,HIGH
Addgene,addgene repository,"SAME_DOMAIN, contains, url_path_sim=1.00",Y,3.5,"Score=3.5: SAME_DOMAIN, contains, url_path_sim=1.00",Addgene,http://www.addgene.org,addgene.org,http://www.addgene.org,addgene.org,True,11.0,1.0,HIGH
PIRD,pan immune repertoire database,"SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Pan Immune Repertoire Database,https://db.cngb.org/pird,cngb.org,http://db.cngb.org/pird,cngb.org,True,26.0,1.0,HIGH
Saccharomyces Genome Database,sgd,"SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Saccharomyces Genome Database,http://www.yeastgenome.org,yeastgenome.org,http://www.yeastgenome.org,yeastgenome.org,True,26.0,1.0,HIGH
Avian Immunome DB,avimm,"SAME_DOMAIN, url_path_sim=1.00, long_sim=0.85",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=0.85",Avian Immunome Database,https://avimm.ab.mpg.de,mpg.de,http://avimm.ab.mpg.de,mpg.de,True,12.0,1.0,HIGH
MOPED,model organism protein expression database,"SAME_DOMAIN, url_path_sim=1.00, long_sim=0.72",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=0.72",Multi-omics Profiling Expression Database,http://moped.proteinspire.org,proteinspire.org,http://moped.proteinspire.org,proteinspire.org,True,37.0,1.0,HIGH
PAIR,predicted arabidopsis interactome resource,"SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Predicted Arabidopsis Interactome Resource,http://public.synergylab.cn/pair/,synergylab.cn,http://public.synergylab.cn/pair,synergylab.cn,True,38.0,1.0,HIGH
CDC Hemophilia B mutation project,chbmp,"SAME_DOMAIN, url_path_sim=1.00, long_sim=0.94",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=0.94",CDC Hemophilia B mutation project,http://www.cdc.gov/hemophiliamutations,cdc.gov,http://www.cdc.gov/hemophiliamutations,cdc.gov,True,28.0,1.0,HIGH
RAAR,regulators of androgen action resource,"SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Regulators of Androgen Action Resource,http://www.lerner.ccf.org/cancerbio/heemers/RAAR/search/,ccf.org,http://www.lerner.ccf.org/cancerbio/heemers/RAAR/search,ccf.org,True,34.0,1.0,HIGH
TCGD,tetrahymena comparative genomics database,"SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=1.00",Tetrahymena Comparative Genomics Database,http://ciliate.ihb.ac.cn,ac.cn,http://ciliate.ihb.ac.cn,ac.cn,True,37.0,1.0,HIGH
ML Repo,microbiome learning repo,"SAME_DOMAIN, url_path_sim=1.00, long_sim=0.89",Y,3.5,"Score=3.5: SAME_DOMAIN, url_path_sim=1.00, long_sim=0.89",Microbiome Learning Repository,https://knights-lab.github.io/MLRepo/,github.io,http://knights-lab.github.io/MLRepo,github.io,True,17.0,1.0,HIGH
African Compounds,nanpdb,"SAME_DOMAIN, url_path_sim=0.86",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.86",African Compounds,http://african-compounds.org,african-compounds.org,http://african-compounds.org/nanpdb,african-compounds.org,True,13.0,0.86,HIGH
GCD,genome composition database,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",GCD,http://esper.lab.nig.ac.jp/genome-composition-database/,ac.jp,http://esper.lab.nig.ac.jp/genome-composition-database,ac.jp,True,24.0,1.0,HIGH
MPS Database,ignm,"SAME_DOMAIN, url_path_sim=0.82",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.82",Microphysiology Systems Database,https://mps.csb.pitt.edu,pitt.edu,http://gnmdb.csb.pitt.edu,pitt.edu,True,12.0,0.82,HIGH
Breast cancer transcriptome datasets,sysinflam hudb,"SAME_DOMAIN, url_path_sim=0.84",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.84",Breast cancer transcriptome datasets,http://breastcancer.gxbsidra.org/dm3/geneBrowser/list,gxbsidra.org,http://sepsis.gxbsidra.org/dm3/geneBrowser/list,gxbsidra.org,True,31.0,0.84,HIGH
VKIT,uk immunological toolbox,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",UK Veterinary Immunological Toolbox,https://www.immunologicaltoolbox.co.uk,co.uk,http://www.immunologicaltoolbox.co.uk,co.uk,True,21.0,1.0,HIGH
MMV-db,cytomegalovirusdb,"SAME_DOMAIN, url_path_sim=0.96",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.96",MMV-db,http://www.mmvdb.dqweilab-sjtu.com/index.php,dqweilab-sjtu.com,http://www.cmvdb.dqweilab-sjtu.com/index.php,dqweilab-sjtu.com,True,13.0,0.96,HIGH
Oral Microbiome Bank,homd,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Oral Microbiome Bank of China,http://www.sklod.org/ombc,sklod.org,http://www.sklod.org/ombc,sklod.org,True,18.0,1.0,HIGH
VGR,virus variation,"SAME_DOMAIN, url_path_sim=0.83",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.83",NCBI Viral Genomes Resource,http://www.ncbi.nlm.nih.gov/genome/viruses/,nih.gov,http://www.ncbi.nlm.nih.gov/genomes/VirusVariation,nih.gov,True,13.0,0.83,HIGH
Angiogenesis/VEGF Database,dbangio,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Angiogenesis Genetic Markers Database,http://www.med.mun.ca/angio,mun.ca,http://www.med.mun.ca/angio,mun.ca,True,23.0,1.0,HIGH
HIV_transcriptome,sysinflam hudb,"SAME_DOMAIN, url_path_sim=0.91",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.91",HIV Transcriptome Dataset Collection,http://hiv.gxbsidra.org/dm3/geneBrowser/list,gxbsidra.org,http://sepsis.gxbsidra.org/dm3/geneBrowser/list,gxbsidra.org,True,16.0,0.91,HIGH
VRI_transcriptome,sysinflam hudb,"SAME_DOMAIN, url_path_sim=0.90",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.90",Viral Respiratory Infection Transcriptome Collection,http://vri1.gxbsidra.org/dm3/geneBrowser/list,gxbsidra.org,http://sepsis.gxbsidra.org/dm3/geneBrowser/list,gxbsidra.org,True,16.0,0.9,HIGH
Cyanobacterial strains database,cyanotype,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Cyanobacterial strains database,http://lege.ciimar.up.pt/cyanotype,up.pt,http://lege.ciimar.up.pt/cyanotype,up.pt,True,24.0,1.0,HIGH
Seed Pro-Nutra Care,tripath,"SAME_DOMAIN, url_path_sim=0.82",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.82",Seed Storage Proteins Database,http://www.gbpuat-cbsh.ac.in/departments/bi/database/seed_pro_nutra_care/,ac.in,http://www.gbpuat-cbsh.ac.in/departments/bi/database/tripath,ac.in,True,16.0,0.82,HIGH
Protein Complexes Map,hu.map,"SAME_DOMAIN, url_path_sim=0.85",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.85",Human Protein Complexes Map,http://proteincomplexes.org,proteincomplexes.org,http://humap2.proteincomplexes.org,proteincomplexes.org,True,18.0,0.85,HIGH
CPHD,chordate proteome history,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Chordate Proteome History Database,http://ioda.univ-provence.fr,univ-provence.fr,http://ioda.univ-provence.fr,univ-provence.fr,True,22.0,1.0,HIGH
ChIP-Seq-tools,ucnebase,"SAME_DOMAIN, url_path_sim=0.81",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.81",ChIP-Seq Analysis Tools,http://ccg.vital-it.ch/chipseq/,vital-it.ch,http://ccg.vital-it.ch/UCNEbase,vital-it.ch,True,12.0,0.81,HIGH
Vietnamese Genetic Variation Database,khv,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Vietnamese Human Genetic Variation Database,https://genomes.vn,genomes.vn,http://genomes.vn,genomes.vn,True,36.0,1.0,HIGH
Macromolecular diffraction experiments database,irrmc,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Macromolecular diffraction experiments database,http://www.proteindiffraction.org,proteindiffraction.org,http://www.proteindiffraction.org,proteindiffraction.org,True,43.0,1.0,HIGH
BLD,bioinformatics links,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Bioinformatics Links Directory,http://bioinformatics.ca/links_directory/,bioinformatics.ca,http://bioinformatics.ca/links_directory,bioinformatics.ca,True,18.0,1.0,HIGH
IgE-mediated atopic diseases transcriptome collection,gxb,"SAME_DOMAIN, url_path_sim=0.93",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.93",IgE-mediated atopic diseases transcriptome collection,http://ige.gxbsidra.org/dm3/geneBrowser/list,gxbsidra.org,http://vri1.gxbsidra.org/dm3/geneBrowser/list,gxbsidra.org,True,52.0,0.93,HIGH
NutriChem,chemprot-2.0,"SAME_DOMAIN, url_path_sim=0.83",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.83",Nutritional Chemistry Resource,http://cbs.dtu.dk/services/NutriChem-1.0,dtu.dk,http://www.cbs.dtu.dk/services/ChemProt-2.0,dtu.dk,True,11.0,0.83,HIGH
GWIDD,genome-wide docking database,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Genome-Wide Interaction Domain Database,http://gwidd.bioinformatics.ku.edu,ku.edu,http://gwidd.bioinformatics.ku.edu,ku.edu,True,23.0,1.0,HIGH
Complex Portal,intact,"SAME_DOMAIN, url_path_sim=0.80",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.80",Macromolecular Complexes Encyclopedia,http://www.ebi.ac.uk/intact/complex,ac.uk,http://www.ebi.ac.uk/intact,ac.uk,True,13.0,0.8,HIGH
CancerResource,mvoc,"SAME_DOMAIN, url_path_sim=0.90",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.90",Cancer-Relevant Proteins Database,http://bioinformatics.charite.de/care,charite.de,http://bioinformatics.charite.de/mvoc,charite.de,True,12.0,0.9,HIGH
National Genomics Data Center,edk,"SAME_DOMAIN, url_path_sim=0.88",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.88",National Genomics Data Center,https://bigd.big.ac.cn,ac.cn,http://bigd.big.ac.cn/edk,ac.cn,True,27.0,0.88,HIGH
TAS,citrus sinensis annotation project,"SAME_DOMAIN, url_path_sim=0.85",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.85",Trait Association Study,http://tas.hzau.edu.cn,edu.cn,http://citrus.hzau.edu.cn,edu.cn,True,32.0,0.85,HIGH
MLPD,mouse liver portal,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Mouse Liver Proteome Database,http://mouseliver.com,mouseliver.com,http://mouseliver.com,mouseliver.com,True,15.0,1.0,HIGH
GEB,gene expression barcode,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Gene Expression Barcode,http://rafalab.jhsph.edu/barcode,jhsph.edu,http://rafalab.jhsph.edu/barcode,jhsph.edu,True,20.0,1.0,HIGH
Plant transgenesis promoters database,transgene promoters,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Plant Transgenesis Promoters Database,http://wwwmgs.bionet.nsc.ru/mgs/dbases/tgp/home.html,nsc.ru,http://wwwmgs.bionet.nsc.ru/mgs/dbases/tgp/home.html,nsc.ru,True,18.0,1.0,HIGH
Hybrid Rat Diversity Panel,phenogen,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Hybrid Rat Diversity Panel,http://phenogen.org,phenogen.org,http://phenogen.org,phenogen.org,True,24.0,1.0,HIGH
MultiDomainBenchmark,mdb,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Multi-Domain Database Suite,http://csc.columbusstate.edu/carroll/MDB/,columbusstate.edu,http://csc.columbusstate.edu/carroll/MDB,columbusstate.edu,True,17.0,1.0,HIGH
Medicago sativa gene index,legumeip,"SAME_DOMAIN, url_path_sim=0.84",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.84",Medicago sativa gene index,http://plantgrn.noble.org/AGED/,noble.org,http://plantgrn.noble.org/LegumeIP,noble.org,True,22.0,0.84,HIGH
Fungal plant cell wall-degrading enzyme database,dbhimo,"SAME_DOMAIN, url_path_sim=0.88",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.88",Fungal Plant Cell Wall-Degrading Enzyme Database,http://pcwde.riceblast.snu.ac.kr/,ac.kr,http://hme.riceblast.snu.ac.kr,ac.kr,True,45.0,0.88,HIGH
cBio Cancer Genomics Portal,cbioportal,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",cBio Cancer Genomics Portal,http://cbioportal.org,cbioportal.org,http://cbioportal.org,cbioportal.org,True,17.0,1.0,HIGH
Phenoscape Knowledgebase,vto,"SAME_DOMAIN, url_path_sim=0.90",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.90",Phenoscape Knowledgebase,http://kb.phenoscape.org,phenoscape.org,http://phenoscape.org,phenoscape.org,True,23.0,0.9,HIGH
Methanogenic archaea database,phymet2,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Methanogenic Archaea Database,http://metanogen.biotech.uni.wroc.pl/,wroc.pl,http://metanogen.biotech.uni.wroc.pl,wroc.pl,True,26.0,1.0,HIGH
RARGE II,arabidopsis genome encyclopedia ii,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Arabidopsis Genetic Resource Database,http://rarge-v2.psc.riken.jp/,riken.jp,http://rarge-v2.psc.riken.jp,riken.jp,True,27.0,1.0,HIGH
Murine basal ganglia database,ebrains,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Murine Basal Ganglia Cellular Measurements Database,https://kg.ebrains.eu,ebrains.eu,http://kg.ebrains.eu,ebrains.eu,True,24.0,1.0,HIGH
Arabidopsis acyl lipid mutants database,cpgr,"SAME_DOMAIN, url_path_sim=0.85",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.85",Arabidopsis Acyl Lipid Metabolism Mutants Database,http://aralip.plantbiology.msu.edu,msu.edu,http://cpgr.plantbiology.msu.edu,msu.edu,True,37.0,0.85,HIGH
Plant Editosome Database,edk,"SAME_DOMAIN, url_path_sim=0.94",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.94",Plant Editosome Database,http://bigd.big.ac.cn/ped,ac.cn,http://bigd.big.ac.cn/edk,ac.cn,True,22.0,0.94,HIGH
JGI Genome Portal,gold,"SAME_DOMAIN, url_path_sim=0.82",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.82",DOE Joint Genome Institute Genome Portal,http://genome.jgi.doe.gov,doe.gov,http://gold.jgi.doe.gov,doe.gov,True,15.0,0.82,HIGH
Insect Barcode System,ibin,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Insect Barcode Information System,http://www.nabg-nbaii.res.in/barcode,res.in,http://www.nabg-nbaii.res.in/barcode,res.in,True,19.0,1.0,HIGH
NMR metabolomics database,complex mixture analysis by nmr,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Unified NMR Metabolomics Database,http://spin.ccic.ohio-state.edu/index.php/hsqc/index,ohio-state.edu,http://spin.ccic.ohio-state.edu/index.php/hsqc/index,ohio-state.edu,True,25.0,1.0,HIGH
Chinese population genome database,edk,"SAME_DOMAIN, url_path_sim=0.83",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.83",Chinese Population Reference Genome and Variation Database,http://bigd.big.ac.cn/vcg/,ac.cn,http://bigd.big.ac.cn/edk,ac.cn,True,32.0,0.83,HIGH
Protein folding kinetics database,acpro,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Protein Folding Kinetics Database,https://www.ats.amherst.edu/protein/,amherst.edu,http://www.ats.amherst.edu/protein,amherst.edu,True,32.0,1.0,HIGH
ReproGenomics Viewer,sorgodb,"SAME_DOMAIN, url_path_sim=0.88",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.88",Reproductive Genomics Viewer,http://rgv.genouest.org,genouest.org,http://sorgo.genouest.org/index.php,genouest.org,True,17.0,0.88,HIGH
Alfalfa Transcription Factor Database,alfalfatfdb,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Medicago Sativa Transcription Factor Database,http://plantpathology.ba.ars.usda.gov/alfalfatfdb.html,usda.gov,http://plantpathology.ba.ars.usda.gov/alfalfatfdb.html,usda.gov,True,26.0,1.0,HIGH
Saccharomyces cerevisiae reference genome panel,sgd,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Saccharomyces cerevisiae Reference Genome Panel,http://www.yeastgenome.org/,yeastgenome.org,http://www.yeastgenome.org,yeastgenome.org,True,45.0,1.0,HIGH
Brazilian mammal karyotypes,cipemab,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Brazilian mammal karyotypes,http://www.citogenetica.ufes.br,ufes.br,http://www.citogenetica.ufes.br,ufes.br,True,24.0,1.0,HIGH
Genome Properties,gps,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Genome Functional Properties Database,https://www.ebi.ac.uk/interpro/genomeproperties,ac.uk,http://www.ebi.ac.uk/interpro/genomeproperties,ac.uk,True,14.0,1.0,HIGH
Inborn errors of immunity transcriptome collection,sysinflam hudb,"SAME_DOMAIN, url_path_sim=0.94",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.94",Inborn errors of immunity transcriptome collection,http://pid.gxbsidra.org/dm3/geneBrowser/list,gxbsidra.org,http://sepsis.gxbsidra.org/dm3/geneBrowser/list,gxbsidra.org,True,44.0,0.94,HIGH
DistAA,distances of amino acids,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",DistAA,http://andromeda.matf.bg.ac.rs/aadis_dynamic/,ac.rs,http://andromeda.matf.bg.ac.rs/aadis_dynamic,ac.rs,True,18.0,1.0,HIGH
VAMMPIRE,virtually aligned matched molecular pairs including receptor environment,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Variable Atomic Matched Molecular Pairs Interaction Resource,http://vammpire.pharmchem.uni-frankfurt.de,uni-frankfurt.de,http://vammpire.pharmchem.uni-frankfurt.de,uni-frankfurt.de,True,64.0,1.0,HIGH
SARS-CoV-2 Structurome,rna structurome database,"SAME_DOMAIN, url_path_sim=0.83",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.83",SARS-CoV-2 RNA Structure Map,https://structurome.bb.iastate.edu/sars-cov-2,iastate.edu,http://structurome.bb.iastate.edu,iastate.edu,True,18.0,0.83,HIGH
Cell Death Proteomics Database,cdp,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Cell Death Proteomics Database,http://celldeathproteomics.uio.no,uio.no,http://celldeathproteomics.uio.no,uio.no,True,27.0,1.0,HIGH
Salmonella enterica Pan-Genome Allele Database,wgmlst,"SAME_DOMAIN, url_path_sim=1.00",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=1.00",Salmonella enterica Pan-Genome Allele Database,http://wgmlst.imst.nsysu.edu.tw,edu.tw,http://wgmlst.imst.nsysu.edu.tw,edu.tw,True,42.0,1.0,HIGH
GMGM,grape-crispr,"SAME_DOMAIN, url_path_sim=0.90",Y,3.0,"Score=3.0: SAME_DOMAIN, url_path_sim=0.90",Genomic Markers and Genome Maps,http://biodb.sdau.edu.cn/gmgm/,edu.cn,http://biodb.sdau.edu.cn/gc/index.html,edu.cn,True,11.0,0.9,HIGH
