"extracted_name","baseline_name","score","is_match","signals","review_flags","edit_distance","extracted_url","baseline_url","extracted_long","baseline_long"
"HSPW","HSP","3.05","Y","SAME_DOMAIN_GENERIC, EDIT_DIST_1, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN","1","https://salivaryproteome.nidcr.nih.gov/","http://salivaryproteome.nidcr.nih.gov","Human Salivary Proteome Wiki","Human Salivary Proteome Wiki"
"HfwADB","Hawaiian Freshwater Algal Database","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE","28","http://algae.manoa.hawaii.edu/hfwadb/","http://algae.manoa.hawaii.edu/hfwadb","Hawaiian Freshwater Algal Database","Hawaiian Freshwater Algal Database"
"HomeoDB","HomeoDB2","4.75","Y","SAME_DOMAIN_GENERIC, DIGIT_VERSION_DIFF, EDIT_DIST_1, CONTAINS_0.6, URL_SIM_1.00, LONG_SIM_0.87","GENERIC_DOMAIN","1","http://homeodb.zoo.ox.ac.uk","http://homeodb.zoo.ox.ac.uk","Homeobox Database","Homeobox gene database"
"IGDB","IGDB.NSCLC","2.05","Y","SAME_DOMAIN_GENERIC, CONTAINS_0.8, URL_SIM_1.00","GENERIC_DOMAIN, THRESHOLD_EDGE","6","http://igdb.nsclc.ibms.sinica.edu.tw","http://igdb.nsclc.ibms.sinica.edu.tw","IGDB",""
"IDEAL","Intrinsically Disordered proteins with Extensive Annotations and Literature","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE","70","http://www.ideal.force.cs.is.nagoya-u.ac.jp/IDEAL/","http://www.ideal.force.cs.is.nagoya-u.ac.jp/IDEAL","Intrinsically Disordered Proteins with Extensive Annotations and Literature","Intrinsically Disordered proteins with Extensive Annotations and Literature"
"MEGADOCK-Web","MEGADOCK","2.05","Y","SAME_DOMAIN_GENERIC, CONTAINS_0.8, URL_SIM_1.00","GENERIC_DOMAIN, THRESHOLD_EDGE","4","http://www.bi.cs.titech.ac.jp/megadock-web/","http://www.bi.cs.titech.ac.jp/megadock-web","MEGADOCK Web database",""
"MGPP","MGP Portal","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN, THRESHOLD_EDGE","6","https://research.nhgri.nih.gov/mnemiopsis/","http://research.nhgri.nih.gov/mnemiopsis","Mnemiopsis Genome Project Portal","Mnemiopsis Genome Project Portal"
"Mammalian metabolic enzymes database","Mammalian Metabolic Enzyme Database","2.35","Y","SAME_DOMAIN_GENERIC, EDIT_DIST_1, URL_SIM_0.73, LONG_SIM_0.99","GENERIC_DOMAIN","1","https://hpcwebapps.cit.nih.gov/ESBL/Database/MetabolicEnzymes/MetabolicEnzymeDatabase.html","http://hpcwebapps.cit.nih.gov/ESBL/Database/MetabolicEnzymes/MetabolicEnzymeDatabase.html, http://hpcwebapps.cit.nih.gov/ESBL/Database/MetabolicEnzymes","Mammalian Metabolic Enzymes Database","Mammalian Metabolic Enzyme Database"
"MPPD","Medicago PhosphoProtein Database","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE","28","http://phospho.medicago.wisc.edu","http://phospho.medicago.wisc.edu","Medicago PhosphoProtein Database","Medicago PhosphoProtein Database"
"MBPD","Monosaccharide Biosynthesis Pathways Database","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE","41","http://www.bio.iitb.ac.in/mbpd/","http://www.bio.iitb.ac.in/mbpd","Monosaccharide Biosynthesis Pathways Database","Monosaccharide Biosynthesis Pathways Database"
"NCAA-DB","Noncoded Amino acids Database","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE","23","http://recerca.upc.edu/imem/index.htm","http://recerca.upc.edu/imem/index.htm","Noncoded Amino Acids Database","Noncoded Amino acids Database"
"NEIHPID","Northeast India Helminth Parasite Information Database","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE","47","http://nepiac.nehu.ac.in/index.php","http://nepiac.nehu.ac.in/index.php","Northeast India Helminth Parasite Information Database","Northeast India Helminth Parasite Information Database"
"PAMDB","PAMBD","2.65","Y","SAME_DOMAIN_GENERIC, EDIT_DIST_2, URL_SIM_1.00, LONG_SIM_0.99","GENERIC_DOMAIN","2","http://pseudomonas.umaryland.edu","http://pseudomonas.umaryland.edu","Pseudomonas aeruginosa Metabolome Database","Pseudomonas aeruginosaMetabolome Database"
"PMSDN","PMS_DN","3.05","Y","SAME_DOMAIN_GENERIC, EDIT_DIST_1, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN","1","https://pmsdn.hms.harvard.edu","http://pmsdn.hms.harvard.edu","Phelan-McDermid Syndrome Data Network","Phelan-McDermid syndrome data network"
"Poaceae orphan genes database","POGD","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE","25","http://bioinfo.ahau.edu.cn/pogd","http://bioinfo.ahau.edu.cn/pogd","Poaceae orphan genes database","Poaceae orphan genes database"
"POGs","POGs2","4.35","Y","SAME_DOMAIN_GENERIC, DIGIT_VERSION_DIFF, EDIT_DIST_1, CONTAINS_0.6, URL_SIM_1.00","GENERIC_DOMAIN","1","http://pogs.uoregon.edu/","http://pogs.uoregon.edu","POGs","Putative orthologous Groups 2 Database"
"PvP01-DB","PvP01","2.35","Y","SAME_DOMAIN_GENERIC, EDIT_DIST_3, CONTAINS_0.8, URL_SIM_1.00","GENERIC_DOMAIN","3","http://www.scfbio-iitd.res.in/PvP01","http://www.scfbio-iitd.res.in/PvP01","Plasmodium vivax P01 Database",""
"RPGD","Rhododendron Plant Genome Database","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE","30","http://bioinfor.kib.ac.cn/RPGD/","http://bioinfor.kib.ac.cn/RPGD","Rhododendron Plant Genome Database","Rhododendron Plant Genome Database"
"RiceDB","Rice","3.45","Y","SAME_DOMAIN_GENERIC, DB_SUFFIX_DIFF, EDIT_DIST_2, CONTAINS_0.6, URL_SIM_1.00","GENERIC_DOMAIN","2","http://ricedb.plantenergy.uwa.edu.au","http://ricedb.plantenergy.uwa.edu.au","Rice Database",""
"SUBA","SUBA3","5.15","Y","SAME_DOMAIN_GENERIC, DIGIT_VERSION_DIFF, EDIT_DIST_1, CONTAINS_0.6, URL_SIM_1.00, LONG_SIM_0.96","GENERIC_DOMAIN","1","http://suba.plantenergy.uwa.edu.au","http://suba.plantenergy.uwa.edu.au","SUBcellular localization database for Arabidopsis proteins","subcellular location database for Arabidopsis proteins"
"SWI/SNF-Infobase","SWI/SNF Infobase","2.25","Y","SAME_DOMAIN_GENERIC, EDIT_DIST_1, URL_SIM_1.00","GENERIC_DOMAIN","1","http://scbt.sastra.edu/swisnfdb/index.php","http://scbt.sastra.edu/swisnfdb/index.php","SWI/SNF Remodeling Complex Information Portal",""
"STPD","Salinity Tolerant Poplar Database","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE","29","http://me.lzu.edu.cn/stpd/","http://me.lzu.edu.cn/stpd","Salinity Tolerant Poplar Database","Salinity Tolerant Poplar Database"
"SMTB","Smooth Muscle Transcriptome Browser","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE","31","https://med.unr.edu/physio/transcriptome","http://med.unr.edu/physio/transcriptome","Smooth Muscle Transcriptome Browser","Smooth Muscle Transcriptome Browser"
"Spliceosome Database","Spliceosome","2.45","Y","SAME_DOMAIN_GENERIC, CONTAINS_0.8, URL_SIM_1.00, LONG_SIM_0.71","GENERIC_DOMAIN","9","http://spliceosomedb.ucsc.edu","http://spliceosomedb.ucsc.edu","Spliceosome Database","Spliceosome"
"SCDE","Stem Cell Discovery Engine","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE","22","http://discovery.hsci.harvard.edu","http://discovery.hsci.harvard.edu","Stem Cell Discovery Engine","Stem Cell Discovery Engine"
"CEA","TCEA","3.05","Y","SAME_DOMAIN_GENERIC, EDIT_DIST_1, URL_SIM_1.00, LONG_SIM_0.91","GENERIC_DOMAIN","1","http://tcea.tmu.edu.tw","http://tcea.tmu.edu.tw","Cancer Editome Atlas","The Cancer Editome Atlas"
"TIPdb-3D","TIPdb","2.35","Y","SAME_DOMAIN_GENERIC, EDIT_DIST_3, CONTAINS_0.8, URL_SIM_1.00","GENERIC_DOMAIN","3","http://cwtung.kmu.edu.tw/tipdb","http://cwtung.kmu.edu.tw/tipdb","Taiwan Indigenous Plant database",""
"TCGD","Tetrahymena Comparative Genomics Database","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE","37","http://ciliate.ihb.ac.cn","http://ciliate.ihb.ac.cn","Tetrahymena Comparative Genomics Database","Tetrahymena Comparative Genomics Database"
"CRRD","The Chinchilla Research Resource Database","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_0.95","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE","37","http://crrd.mcw.edu","http://crrd.mcw.edu","Chinchilla Research Resource Database","The Chinchilla Research Resource Database"
"Mouse Genomes Project","The Mouse Genomes Project","2.65","Y","SAME_DOMAIN_GENERIC, CONTAINS_0.6, URL_SIM_1.00, LONG_SIM_0.91","GENERIC_DOMAIN","4","http://www.sanger.ac.uk/resources/mouse/genomes/","http://www.sanger.ac.uk/resources/mouse/genomes","Mouse Genomes Project","The Mouse Genomes Project"
"UCSC AGB","UCSC Archaeal Genome Browser","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE","20","http://archaea.ucsc.edu","http://archaea.ucsc.edu","UCSC Archaeal Genome Browser","UCSC Archaeal Genome Browser"
"YakDB","YGD","2.35","Y","SAME_DOMAIN_GENERIC, EDIT_DIST_3, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN","3","http://me.lzu.edu.cn/yak","http://me.lzu.edu.cn/yak","Yak Genome Database","Yak Genome Database"
"YPIBP","Yeast Phosphoinositide-Binding Proteins","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE","34","http://cosbi7.ee.ncku.edu.tw/YPIBP/","http://cosbi7.ee.ncku.edu.tw/YPIBP","Yeast Phosphoinositide-Binding Proteins","Yeast Phosphoinositide-Binding Proteins"
"DCMP","database of cancer mutant protein domains","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_1.00","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE","37","https://dcmp.vit.ac.in/","http://dcmp.vit.ac.in","Database of Cancer Mutant Protein Domains","database of cancer mutant protein domains"
"NIH Open Citation Collection","iCite","2.05","Y","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_0.92","GENERIC_DOMAIN, HIGH_ED_MATCH, THRESHOLD_EDGE","23","https://icite.od.nih.gov","http://icite.od.nih.gov","NIH Open Citation Collection","Open Citation Collection"
