"extracted_name","baseline_name","score","is_match","signals","review_flags","edit_distance","extracted_url","baseline_url","extracted_long","baseline_long"
"PDB-2-PB","PDB-2-PBv3.0","1.85","MAYBE","SAME_DOMAIN_GENERIC, CONTAINS_0.6, URL_SIM_1.00","GENERIC_DOMAIN","4","http://bioinfo.bdu.ac.in/pb3","http://bioinfo.bdu.ac.in/pb3","Protein Data Bank to Protein Blocks",""
"LIVE NFLX II","LIVE-NFLX-II","1.85","MAYBE","SAME_DOMAIN_GENERIC, EDIT_DIST_2, URL_SIM_1.00","GENERIC_DOMAIN","2","http://live.ece.utexas.edu/research/LIVE_NFLX_II/live_nflx_plus.html","http://live.ece.utexas.edu/research/LIVE_NFLX_II/live_nflx_plus.html","Quality of Experience Video Database",""
"HNdb","HNCDB","1.8","MAYBE","EDIT_DIST_1, LONG_SIM_1.00","","1","http://www.gencapo.famerp.br/hndb","http://hncdb.cancerbio.info","Head and Neck Cancer Database","Head and Neck Cancer Database"
"VRI_transcriptome","GXB","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","17","http://vri1.gxbsidra.org/dm3/geneBrowser/list","http://vri1.gxbsidra.org/dm3/geneBrowser/list","Viral Respiratory Infection Transcriptome Collection",""
"Canis mtDNA HV1","CHD","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","13","http://chd.vnbiology.com","http://chd.vnbiology.com","Canis mitochondrial DNA HV1 database","Canis mtDNA HV1"
"MLPD","Mouse Liver Portal","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","15","http://mouseliver.com","http://mouseliver.com","Mouse Liver Proteome Database",""
"Macromolecular diffraction experiments database","IRRMC","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","43","http://www.proteindiffraction.org","http://www.proteindiffraction.org","Macromolecular diffraction experiments database","Integrated Resource for Reproducibility in Macromolecular Crystallography"
"GDB","GDBMedChem","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","7","http://www.gdb.unibe.ch","http://gdb.unibe.ch","Generated Database","Chemistry"
"PDB_Amyloid","PDB","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","8","http://pitgroup.org/amyloid","http://pitgroup.org/amyloid","PDB Amyloid Collection","Data Bank"
"SARS3D","SARS CoV-2","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","6","https://sars3d.com/","http://sars3d.com","SARS-CoV-2 3D Structures Database",""
"MWP","ESCOLEX","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","7","http://p-pal.di.uminho.pt/about/databases","http://p-pal.di.uminho.pt/about/databases","Minho Word Pool",""
"GEM2Net","CATdb","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","7","http://urgv.evry.inra.fr/CATdb","http://urgv.evry.inra.fr/CATdb","Gene Expression Modeling to Network",""
"Vietnamese Genetic Variation Database","KHV","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","36","https://genomes.vn","http://genomes.vn","Vietnamese Human Genetic Variation Database",""
"Rice Proteins Database","MCDRP","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","20","http://www.genomeindia.org/biocuration","http://www.genomeindia.org/biocuration","Rice Proteins Database","Manually Curated Database of Rice Proteins"
"OikoBase","GOC","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","7","http://www.geneontology.org/","http://geneontology.org","Oikopleura dioica Genomics Database","Ontology resource"
"African Compounds","EANPDB","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","13","http://african-compounds.org","http://african-compounds.org","African Compounds","Eastern Africa Natural Products Database"
"GDB-17","GDBMedChem","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","7","http://www.gdb.unibe.ch","http://gdb.unibe.ch","Chemical Universe Database","Chemistry"
"Alfalfa Transcription Factor Database","AlfalfaTFDB","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","26","http://plantpathology.ba.ars.usda.gov/alfalfatfdb.html","http://plantpathology.ba.ars.usda.gov/alfalfatfdb.html","Medicago Sativa Transcription Factor Database",""
"MaCPepDB","UniProtKB","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","7","https://macpepdb.mpc.rub.de","http://macpepdb.mpc.rub.de","Mass-Centric Peptide Database",""
"KIR Database","AFND","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","11","http://www.allelefrequencies.net","http://www.allelefrequencies.net","Killer Cell Immunoglobulin-like Receptor Database","Allele Frequency Net Database"
"GDB-13","GDBMedChem","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","7","http://www.gdb.unibe.ch","http://gdb.unibe.ch","Chemical Universe Database","Chemistry"
"VAMMPIRE","Virtually Aligned Matched Molecular Pairs Including Receptor Environment","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","64","http://vammpire.pharmchem.uni-frankfurt.de","http://vammpire.pharmchem.uni-frankfurt.de","Variable Atomic Matched Molecular Pairs Interaction Resource","Virtually Aligned Matched Molecular Pairs Including Receptor Environment"
"GO","GOC","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","1","http://www.geneontology.org","http://geneontology.org","Gene Ontology","Ontology resource"
"Daikon Marker","Kazusa Marker DataBase","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.84, LONG_SIM_0.74","","14","http://marker.kazusa.or.jp/Daikon","http://marker.kazusa.or.jp","Raphanus sativus Marker Database","Kazusa Marker DataBase"
"ContaBase","ContaMiner","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","4","http://strube.cbrc.kaust.edu.sa/contaminer/","http://strube.cbrc.kaust.edu.sa/contaminer","Protein Contaminant Database",""
"cBio Cancer Genomics Portal","cBioPortal","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","17","http://cbioportal.org","http://cbioportal.org","cBio Cancer Genomics Portal",""
"Methanogenic archaea database","PhyMet2","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","26","http://metanogen.biotech.uni.wroc.pl/","http://metanogen.biotech.uni.wroc.pl","Methanogenic Archaea Database",""
"Saccharomyces cerevisiae reference genome panel","SGD","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","45","http://www.yeastgenome.org/","http://www.yeastgenome.org","Saccharomyces cerevisiae Reference Genome Panel","Saccharomyces Genome Database"
"Oral Microbiome Bank","HOMD","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","18","http://www.sklod.org/ombc","http://www.sklod.org/ombc","Oral Microbiome Bank of China","Human Oral Microbiome Database"
"Murine basal ganglia database","EBRAINS","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","24","https://kg.ebrains.eu","http://kg.ebrains.eu","Murine Basal Ganglia Cellular Measurements Database",""
"Cell Death Proteomics Database","CDP","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","27","http://celldeathproteomics.uio.no","http://celldeathproteomics.uio.no","Cell Death Proteomics Database","death proteomics"
"Plant transgenesis promoters database","TransGene Promoters","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","18","http://wwwmgs.bionet.nsc.ru/mgs/dbases/tgp/home.html","http://wwwmgs.bionet.nsc.ru/mgs/dbases/tgp/home.html","Plant Transgenesis Promoters Database","TransGene Promoters"
"Allen Human Brain Atlas","Allen Brain Atlas","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","6","http://www.brain-map.org","http://www.brain-map.org","Allen Human Brain Atlas",""
"Plasmid ATLAS","pATLAS","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","7","http://www.patlas.site","http://www.patlas.site","Plasmid Atlas",""
"HantavirusesDB","HVdb","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","10","http://hvdb.dqweilab-sjtu.com/index.php","http://hvdb.dqweilab-sjtu.com/index.php","Hantaviruses Vaccinomics and RNA Therapeutics Database",""
"PMO","PlantMetabolomics","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","14","http://www.plantmetabolomics.org","http://www.plantmetabolomics.org","Plant Metabolomics Database",""
"GDBChEMBL","GDBMedChem","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","5","http://gdb.unibe.ch","http://gdb.unibe.ch","Generated Database ChEMBL","Chemistry"
"Gene Ontology","GOC","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","11","http://geneontology.org","http://geneontology.org","Gene Ontology Knowledgebase","Ontology resource"
"URS DataBase","URSDB","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","7","http://server3.lpm.org.ru/urs/","http://server3.lpm.org.ru/urs","URS DataBase","Universe of RNA Structures DataBase"
"sncRNA Zoo","Animal sncRNA Atlas","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","12","https://www.ccb.uni-saarland.de/asra/","http://www.ccb.uni-saarland.de/asra","Small Noncoding RNA Zoo","Animal sncRNA Atlas"
"GH19 Engineering Database","ExED","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.83, LONG_SIM_0.78","","22","https://gh19ed.biocatnet.de","http://exed.biocatnet.de","GH19 Engineering Database","Expansin Engineering Database"
"ApesWiki","A.P.E.S","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","7","https://apeswiki.eva.mpg.de","http://apeswiki.eva.mpg.de","Ape Conservation Knowledge Platform",""
"BLD","Bioinformatics Links","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","18","http://bioinformatics.ca/links_directory/","http://bioinformatics.ca/links_directory","Bioinformatics Links Directory",""
"DistAA","Distances of Amino Acids","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","18","http://andromeda.matf.bg.ac.rs/aadis_dynamic/","http://andromeda.matf.bg.ac.rs/aadis_dynamic","DistAA","Distances of Amino Acids"
"WWARN CTPL","WorldWide Antimalarial Resistance Network","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","34","https://www.wwarn.org/tools-resources/literature-reviews/wwarn-clinical-trials-publication-library","http://www.wwarn.org/tools-resources/literature-reviews/wwarn-clinical-trials-publication-library","WorldWide Antimalarial Resistance Network Clinical Trials Publication Library","WorldWide Antimalarial Resistance Network"
"DIPP","MICAD","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","4","http://www.polyu.edu.hk/bmi/dipp/","http://www.polyu.edu.hk/bmi/dipp","DIPP","Molecular Imaging and"
"BBD","Bayberry","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","6","http://www.bayberrybase.cn/","http://www.bayberrybase.cn","Bayberry Database",""
"Cyanobacterial strains database","CyanoType","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","24","http://lege.ciimar.up.pt/cyanotype","http://lege.ciimar.up.pt/cyanotype","Cyanobacterial strains database",""
"LectomeXplore","UniLectin","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","12","https://www.unilectin.eu/","http://www.unilectin.eu","LectomeXplore",""
"PHI-Nets","PHI-base","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","4","http://www.phi-base.org","http://www.phi-base.org","PHI-Nets","Pathogen-Host Interactions database"
"FAO/INFOODS food composition database","aFiSh","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","33","http://www.fao.org/infoods/biodiversity/index_en.stm","http://www.fao.org/infoods/biodiversity/index_en.stm","FAO/INFOODS food composition database for biodiversity","NFOODS database on fish and shellfish"
"CompTox","DSSTox","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","4","https://comptox.epa.gov/dashboard/","http://comptox.epa.gov/dashboard","Computational Toxicology Chemistry Dashboard","Toxicity"
"Responders","SCRIPT-MAP","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","10","http://www.firmiana.org/responders/","http://www.firmiana.org/responders","Reference Peptide Database",""
"RegaDB","SATuRN","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","6","http://www.bioafrica.net/regadb/","http://www.bioafrica.net/regadb","RegaDB","African Treatment Resistance Network"
"Brazilian mammal karyotypes","CIPEMAB","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","24","http://www.citogenetica.ufes.br","http://www.citogenetica.ufes.br","Brazilian mammal karyotypes",""
"TMC-SNPdb","dbSNP","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","6","http://www.actrec.gov.in/pi-webpages/AmitDutt/TMCSNP/TMCSNPdp.html","http://www.actrec.gov.in/pi-webpages/AmitDutt/TMCSNP/TMCSNPdp.html","Tata Memorial Centre SNP Database",""
"VKIT","UK Immunological Toolbox","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","21","https://www.immunologicaltoolbox.co.uk","http://www.immunologicaltoolbox.co.uk","UK Veterinary Immunological Toolbox",""
"CNV-disease database","CNVdigest","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","12","http://cnv.gtxlab.com","http://cnv.gtxlab.com","CNV-disease database",""
"CALP","RMRIMS","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","6","http://biomedinformri.org/calp/","http://biomedinformri.org/calp","Comparative Analysis of Leishmania Proteins Database","Research"
"ModBase","PMP","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","7","http://www.proteinmodelportal.org/","http://www.proteinmodelportal.org","Model Base","Protein Model"
"Amazon fish database","AmazonFish","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","10","https://www.amazon-fish.com/","http://www.amazon-fish.com","Amazon Basin Freshwater Fish Database",""
"Hybrid Rat Diversity Panel","PhenoGen","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","24","http://phenogen.org","http://phenogen.org","Hybrid Rat Diversity Panel","Rat"
"VIGS database","VPGD","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","10","http://vigs.noble.org","http://vigs.noble.org","Virus-induced gene silencing database","and"
"DNPAO Data Trends and Maps","DTM","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","23","https://www.cdc.gov/nccdphp/dnpao/data-trends-maps/index.html","http://www.cdc.gov/nccdphp/dnpao/data-trends-maps/index.html","Division of Nutrition Physical Activity and Obesity Data Resource","Trends"
"Angiogenesis/VEGF Database","dbANGIO","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","23","http://www.med.mun.ca/angio","http://www.med.mun.ca/angio","Angiogenesis Genetic Markers Database",""
"YeastMine","SGD","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","8","http://www.yeastgenome.org/","http://www.yeastgenome.org","Yeast Data Warehouse","Saccharomyces Genome Database"
"Dietary restriction gene network","GenDR","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","28","http://genomics.senescence.info/diet/","http://genomics.senescence.info/diet","Dietary restriction gene network",""
"RARGE II","Arabidopsis Genome Encyclopedia II","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","27","http://rarge-v2.psc.riken.jp/","http://rarge-v2.psc.riken.jp","Arabidopsis Genetic Resource Database","Arabidopsis Genome Encyclopedia II"
"MMV-db","CytomegaloVirusDb","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.96","","13","http://www.mmvdb.dqweilab-sjtu.com/index.php","http://www.cmvdb.dqweilab-sjtu.com/index.php","MMV-db",""
"CPHD","chordate proteome history","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","22","http://ioda.univ-provence.fr","http://ioda.univ-provence.fr","Chordate Proteome History Database",""
"MCO","RegulonDB","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","8","http://regulondb.ccg.unam.mx","http://regulondb.ccg.unam.mx","Microbial Conditions Ontology",""
"FDB-17","GDBMedChem","1.75","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00","","8","http://www.gdb.unibe.ch","http://gdb.unibe.ch","Fragment Database 17","Chemistry"
"TCOA","TCEA","1.7","MAYBE","EDIT_DIST_1, URL_SIM_0.67, LONG_SIM_0.71","","1","http://tcoa.cpu.edu.cn","http://tcea.tmu.edu.tw","Cancer Omics Atlas","The Cancer Editome Atlas"
"TCSA","TCPA","1.7","MAYBE","EDIT_DIST_1, URL_SIM_0.69, LONG_SIM_0.85","","1","http://fcgportal.org/TCSA","http://tcpaportal.org","The Cancer Surfaceome Atlas","The Cancer Proteome Atlas"
"SpliceAid","SpliceAid-F","1.7","MAYBE","EDIT_DIST_2, CONTAINS_0.8, URL_SIM_0.62","","2","http://www.introni.it/spliceaid.html","http://www.caspur.it/SpliceAidF","human splicing factors expression database",""
"Mnemiopsis_genome","MGP Portal","1.65","MAYBE","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_0.76","GENERIC_DOMAIN","15","http://research.nhgri.nih.gov/mnemiopsis/","http://research.nhgri.nih.gov/mnemiopsis","Mnemiopsis leidyi Genome Portal","Mnemiopsis Genome Project Portal"
"Lichen metabolites database","LDB","1.65","MAYBE","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_0.71","GENERIC_DOMAIN","24","https://www.ebi.ac.uk/metabolights/MTBLS999","http://www.ebi.ac.uk/metabolights/MTBLS999","Lichen metabolites database","Lichen DataBase"
"Vaxvec","Vaxar","1.65","MAYBE","SAME_DOMAIN_SPECIFIC, EDIT_DIST_3, URL_SIM_0.86","","3","http://www.violinet.org/vaxvec","http://www.violinet.org/vaxar","Vaccine Vector database",""
"RNAStructuromeDB","RNA Structurome Database","1.65","MAYBE","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_0.80","GENERIC_DOMAIN","8","https://structurome.bb.iastate.edu","http://structurome.bb.iastate.edu","RNAStructuromeDB","RNA Structurome Database"
"BOSS","Breast Oncogenic Specific siRNAs","1.65","MAYBE","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_0.88","GENERIC_DOMAIN","28","http://bioinformatics.cimap.res.in/sharma/boss/","http://bioinformatics.cimap.res.in/sharma/boss","Breast Oncogenic Specific siRNAs Database","Breast Oncogenic Specific siRNAs"
"SR4R","IC4R","1.65","MAYBE","SAME_DOMAIN_SPECIFIC, EDIT_DIST_2, URL_SIM_0.76","","2","http://sr4r.ic4r.org/","http://ic4r.org","SNP Resource for Rice","Information Commons for Rice"
"NGS Catalog","NGS","1.65","MAYBE","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_0.89","GENERIC_DOMAIN","8","http://bioinfo.mc.vanderbilt.edu/NGS/index.html","http://bioinfo.mc.vanderbilt.edu/NGS/index.html","Next Generation Sequencing Studies Catalog","Next Generation Sequencing Catalog"
"VVR","Virus Variation","1.65","MAYBE","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_0.86","GENERIC_DOMAIN","12","http://www.ncbi.nlm.nih.gov/genomes/VirusVariation/","http://www.ncbi.nlm.nih.gov/genomes/VirusVariation","Virus Variation Resource","Variation Resource"
"MaizeNet","MouseNet","1.65","MAYBE","SAME_DOMAIN_SPECIFIC, EDIT_DIST_3, URL_SIM_0.85","","3","http://www.inetbio.org/maizenet/","http://www.inetbio.org/mousenet","Maize Co-functional Network",""
"PADS Arsenal","prokaryotic antiviral defense system","1.65","MAYBE","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_0.79","GENERIC_DOMAIN","29","https://bigd.big.ac.cn/padsarsenal","http://bigd.big.ac.cn/padsarsenal","Prokaryotic Antiphage Defense Systems Arsenal","prokaryotic antiviral defense system"
"MEIMAN","CIBMAN","1.65","MAYBE","SAME_DOMAIN_SPECIFIC, EDIT_DIST_3, URL_SIM_0.89","","3","http://www.ibsd.gov.in/meiman","http://ibsd.gov.in/cibman","Medicinal and Edible Insects of Manipur",""
"MODB","Mollusca mitochondrial database","1.65","MAYBE","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_0.89","GENERIC_DOMAIN","27","http://modb.ytu.edu.cn/","http://modb.ytu.edu.cn","Molluscan Mitochondrial Genome Database","Mollusca mitochondrial database"
"Wood-formation genes database","WFRGdb","1.65","MAYBE","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_0.88","GENERIC_DOMAIN","23","http://me.lzu.edu.cn/woodformation/","http://me.lzu.edu.cn/woodformation","Wood-formation genes database","Wood-Formation Related Genes database"
"CellMiner","CellMiner-SCLC","1.65","MAYBE","SAME_DOMAIN_GENERIC, CONTAINS_0.8, URL_SIM_0.90","GENERIC_DOMAIN","5","http://discover.nci.nih.gov/cellminer/","http://discover.nci.nih.gov/SclcCellMinerCDB","CellMiner",""
"UniProt-GOA","GOA","1.65","MAYBE","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_0.86","GENERIC_DOMAIN","8","http://www.ebi.ac.uk/GOA","http://www.ebi.ac.uk/GOA","UniProt Gene Ontology Annotation","Gene Ontology Annotation"
"SoyNet","AraNet","1.65","MAYBE","SAME_DOMAIN_SPECIFIC, EDIT_DIST_3, URL_SIM_0.83","","3","http://www.inetbio.org/soynet","http://www.inetbio.org/aranet","soybean co-functional networks database",""
"MaizeDIG","MaizeMine","1.65","MAYBE","SAME_DOMAIN_SPECIFIC, EDIT_DIST_3, URL_SIM_0.88","","3","http://maizedig.maizegdb.org/","http://maizemine.maizegdb.org","Maize Database of Images and Genomes","Maize Genetics and Genome Database"
"FARME DB","Functional Antibiotic Resistant Metagenomic Element","1.65","MAYBE","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_0.78","GENERIC_DOMAIN","45","http://staff.washington.edu/jwallace/farme","http://staff.washington.edu/jwallace/farme","Functional Antibiotic Resistance Element Database","Functional Antibiotic Resistant Metagenomic Element"
"HSDB","Horse Single Nucleotide Polymorphism and Expression Database","1.65","MAYBE","SAME_DOMAIN_GENERIC, URL_SIM_1.00, LONG_SIM_0.71","GENERIC_DOMAIN","56","http://snugenome2.snu.ac.kr/HSDB","http://snugenome2.snu.ac.kr/HSDB","Horse SNP and Expression Database","Horse Single Nucleotide Polymorphism and Expression Database"
"PRIMED","PRIMe","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://prime.psc.riken.jp","Primer Database for Yeast Genes",""
"CPDB","ccPDB","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://webs.iiitd.edu.in/raghava/ccpdb","Cysteine Protease Database",""
"ASmiR","PASmiR","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","http://forestry.fafu.edu.cn/bioinfor/db/ASmiR","http://hi.ustc.edu.cn:8080/PASmiR, http://pcsb.ahau.edu.cn:8080/PASmiR","Alternative Splicing microRNA Database",""
"dbTF","DBTFLC","1.6","MAYBE","EDIT_DIST_2, CONTAINS_0.6, LONG_SIM_0.81","","2","https://www.ebi.ac.uk/QuickGO/targetset/dbTF","http://www.vit.ac.in/files/database/Home.php","Database of Transcription Factors","Database of Transcription Factors in Lung Cancer"
"PRRDB","RRDB","1.6","MAYBE","EDIT_DIST_1, CONTAINS_0.6","","1","","http://huanglab.phys.hust.edu.cn/RRDbenchmark","Pattern Recognition Receptor Database","RNA-RNA docking benchmark"
