pmid,source,setfit_confidence
37173746,setfit,0.7215988
38613887,setfit,0.72159517
39987132,setfit,0.72150993
37052532,setfit,0.72149146
38755527,setfit,0.7214412
36413377,setfit,0.7214065
38824125,setfit,0.721275
37349345,setfit,0.7212679
36402838,setfit,0.72122496
35524055,setfit,0.7212238
36598505,setfit,0.72121817
37881892,setfit,0.7211961
38683334,setfit,0.7211897
35037224,setfit,0.7211801
35190537,setfit,0.7211584
37730936,setfit,0.7211327
40029615,setfit,0.7210763
35458710,setfit,0.72103816
35507258,setfit,0.7210281
38518223,setfit,0.72102106
39898792,setfit,0.7210015
37231010,setfit,0.7209956
39258795,setfit,0.7209863
38743660,setfit,0.72098535
35877764,setfit,0.72095525
38819572,setfit,0.7209481
35504919,setfit,0.72093576
36344834,setfit,0.7209189
38564426,setfit,0.72084
40382353,setfit,0.7208301
39261508,setfit,0.7208298
39433759,setfit,0.72081816
37142970,setfit,0.72076464
36196222,setfit,0.7207259
38034874,setfit,0.7207071
37972102,setfit,0.72069013
37058511,setfit,0.7206668
39561848,setfit,0.7206332
39290423,setfit,0.72061193
38900798,setfit,0.7205944
40011321,setfit,0.72059005
37418425,setfit,0.72056866
39242579,setfit,0.72056305
38866550,setfit,0.720544
36582986,setfit,0.72053415
38450403,setfit,0.7205168
38438871,setfit,0.72049636
38569935,setfit,0.72046316
38597606,setfit,0.72046274
40250332,setfit,0.72046274
35525549,setfit,0.7204506
40661153,setfit,0.7204215
37941124,setfit,0.72041214
38723072,setfit,0.72040045
35129172,setfit,0.7203957
35037201,setfit,0.7203763
35536253,setfit,0.7203756
36534166,setfit,0.720309
39117657,setfit,0.7202855
35346379,setfit,0.7202778
38760382,setfit,0.7202732
40728618,setfit,0.7202451
39019974,setfit,0.7202348
37739960,setfit,0.7202084
39985319,setfit,0.7202074
39715746,setfit,0.72019905
38236904,setfit,0.7201939
37376732,setfit,0.7201883
38062064,setfit,0.72012484
38972891,setfit,0.7201089
36215146,setfit,0.7200278
39387067,setfit,0.720025
40451094,setfit,0.720012
35931779,setfit,0.7199497
39101486,setfit,0.7199461
38776381,setfit,0.71992886
36869294,setfit,0.7199188
35773252,setfit,0.7199098
40419587,setfit,0.7199076
38914734,setfit,0.7198997
36124803,setfit,0.7198918
38012232,setfit,0.7198876
37220074,setfit,0.7198873
39192052,setfit,0.7198454
38282738,setfit,0.719829
35803947,setfit,0.7197162
35166825,setfit,0.71968734
37340457,setfit,0.7196838
38377397,setfit,0.71968216
34844546,setfit,0.7196585
37900105,setfit,0.7196557
37471595,setfit,0.7196527
33306472,setfit,0.7196372
40063348,setfit,0.71960646
38890666,setfit,0.7196033
38704738,setfit,0.7195894
39013933,setfit,0.7195689
39411448,setfit,0.7195511
35571058,setfit,0.7195182
38868518,setfit,0.7194726
38668652,setfit,0.7194583
39134617,setfit,0.7194454
36305606,setfit,0.719424
38623547,setfit,0.71941024
38630617,setfit,0.71940076
40233745,setfit,0.7193954
39209857,setfit,0.7193824
39475188,setfit,0.71936715
35394655,setfit,0.7193359
38345923,setfit,0.7193354
36702840,setfit,0.7193267
38270339,setfit,0.7193143
37811889,setfit,0.7193062
36469142,setfit,0.71928585
38808697,setfit,0.71928334
38475691,setfit,0.71926254
39214983,setfit,0.71925133
36274129,setfit,0.71924114
35650205,setfit,0.7192383
36419248,setfit,0.7191713
38238583,setfit,0.7191692
38577785,setfit,0.7191677
37874948,setfit,0.7191254
35610420,setfit,0.7191204
39320317,setfit,0.7191188
38291027,setfit,0.7191119
38668979,setfit,0.71907324
38486291,setfit,0.7190389
35560159,setfit,0.71902055
39730336,setfit,0.71900713
38351149,setfit,0.7189967
35354825,setfit,0.71898293
36318249,setfit,0.71897125
40522748,setfit,0.7189622
40588608,setfit,0.7189616
35576001,setfit,0.71895635
38951561,setfit,0.7189447
40413228,setfit,0.71892715
37342968,setfit,0.718877
35764652,setfit,0.7188764
35864937,setfit,0.7188202
38710720,setfit,0.71881324
40599425,setfit,0.7187845
35058462,setfit,0.718762
38713862,setfit,0.7187435
35136085,setfit,0.71872914
40411413,setfit,0.71872246
39071970,setfit,0.7187069
37393296,setfit,0.7187038
34718743,setfit,0.7186998
36926884,setfit,0.7186709
36449155,setfit,0.71865326
36809800,setfit,0.71860546
36755307,setfit,0.7185982
40483273,setfit,0.71857226
35584003,setfit,0.71855426
38238779,setfit,0.71854824
35183110,setfit,0.71852547
38631346,setfit,0.71849906
36360242,setfit,0.7184017
40828275,setfit,0.718398
38025966,setfit,0.71838737
40536815,setfit,0.71835953
40542438,setfit,0.7183561
38630609,setfit,0.7183146
38832828,setfit,0.71823287
40470349,setfit,0.71821713
37510236,setfit,0.7182056
37897362,setfit,0.71820295
40032880,setfit,0.71817416
36813797,setfit,0.71814936
37438378,setfit,0.71811193
37639475,setfit,0.7181119
37258857,setfit,0.7180979
38238370,setfit,0.7180929
39078880,setfit,0.7180913
37696807,setfit,0.7180733
38013033,setfit,0.718067
39657740,setfit,0.71806157
39870651,setfit,0.7180462
37140037,setfit,0.71803194
39512782,setfit,0.71802825
39773281,setfit,0.7180214
38529759,setfit,0.71800303
38848714,setfit,0.7179833
40397417,setfit,0.7179614
36988912,setfit,0.7179544
36208225,setfit,0.7179502
40343462,setfit,0.71789217
38919818,setfit,0.71787196
37997848,setfit,0.717871
37460312,setfit,0.71785474
38069165,setfit,0.71783555
38112483,setfit,0.7178285
36755109,setfit,0.717815
38935069,setfit,0.71780944
38175787,setfit,0.7178037
35408437,setfit,0.7177711
36399499,setfit,0.71776503
37202393,setfit,0.7177576
36318240,setfit,0.71775436
37203586,setfit,0.71774244
35414146,setfit,0.7177333
39460195,setfit,0.7177062
36748555,setfit,0.7176965
36526439,setfit,0.7176868
35995382,setfit,0.71767867
37260078,setfit,0.7176745
35121854,setfit,0.71766263
38038927,setfit,0.7176567
36262334,setfit,0.7176562
37125649,setfit,0.71765095
34991903,setfit,0.7176384
35894475,setfit,0.71762985
34991667,setfit,0.71761423
36938926,setfit,0.71760684
38292471,setfit,0.71758765
37036103,setfit,0.7175466
38913321,setfit,0.71752226
40246847,setfit,0.7175182
40422930,setfit,0.7175159
39389990,setfit,0.71744806
39244629,setfit,0.7174197
38301657,setfit,0.71741235
36335143,setfit,0.7174102
37202400,setfit,0.7174101
39242622,setfit,0.71738887
40265842,setfit,0.7173838
37243692,setfit,0.717372
39329269,setfit,0.71733916
38258418,setfit,0.71732837
37971299,setfit,0.7173022
37206112,setfit,0.7172522
35958127,setfit,0.7172517
39830014,setfit,0.7172486
37482620,setfit,0.7172327
39905011,setfit,0.7172313
37919303,setfit,0.71722734
36566333,setfit,0.7172237
37387134,setfit,0.71720827
37024526,setfit,0.71714914
38233439,setfit,0.7171353
37709805,setfit,0.71710837
36896468,setfit,0.7170926
35589837,setfit,0.71707886
34788843,setfit,0.71705884
37520646,setfit,0.7170308
35101114,setfit,0.71699846
36350672,setfit,0.7169424
36193886,setfit,0.71691597
34791357,setfit,0.71686685
36347858,setfit,0.7168661
40102478,setfit,0.7168617
38609423,setfit,0.7168593
36833209,setfit,0.7168429
36382391,setfit,0.71679354
38347012,setfit,0.7167914
39710433,setfit,0.7167614
37221245,setfit,0.71671456
36075903,setfit,0.7167002
35228311,setfit,0.7166683
40275641,setfit,0.7166608
39039439,setfit,0.7166601
39578580,setfit,0.71664035
38652181,setfit,0.71662956
39939607,setfit,0.71662456
40011546,setfit,0.7165831
36598107,setfit,0.71657014
38177193,setfit,0.7165412
39607778,setfit,0.7165033
39611991,setfit,0.71648055
37258539,setfit,0.7164584
40027491,setfit,0.71642536
34950955,setfit,0.7163934
39143093,setfit,0.71637917
35654892,setfit,0.716371
37644024,setfit,0.71637034
38553675,setfit,0.7163668
36499138,setfit,0.71636385
38638909,setfit,0.71635634
38336857,setfit,0.7163292
39052662,setfit,0.7163262
41004266,setfit,0.7162747
37058588,setfit,0.71626145
38314912,setfit,0.7162584
38292137,setfit,0.7162497
37788713,setfit,0.71624815
38724907,setfit,0.7162427
35531299,setfit,0.7162285
35879669,setfit,0.7161965
37967146,setfit,0.7161755
39460934,setfit,0.71616703
39567690,setfit,0.7161628
39762738,setfit,0.71616083
39503579,setfit,0.71614236
38385146,setfit,0.7161187
36510133,setfit,0.71610993
40537825,setfit,0.71610874
36695636,setfit,0.7160852
37387130,setfit,0.716069
38882193,setfit,0.716045
37898309,setfit,0.7160435
37401199,setfit,0.7160363
39695146,setfit,0.7160325
36171524,setfit,0.7160176
36435908,setfit,0.7159959
39640612,setfit,0.7159928
36510332,setfit,0.7159789
37704037,setfit,0.71596766
36794865,setfit,0.71596193
36304325,setfit,0.7159244
39439992,setfit,0.7159207
38649341,setfit,0.71589476
37646933,setfit,0.7158942
34553747,setfit,0.7158867
40203090,setfit,0.71587217
40134034,setfit,0.71586955
38594441,setfit,0.71585953
39558165,setfit,0.7158303
35100387,setfit,0.7158175
36978010,setfit,0.7158039
39535037,setfit,0.71579164
38600668,setfit,0.7157586
35037207,setfit,0.7157542
39996130,setfit,0.71572757
39201310,setfit,0.7157241
37649370,setfit,0.71568525
35732656,setfit,0.7156793
38575621,setfit,0.7156565
35115560,setfit,0.7156413
36797273,setfit,0.7156392
35415691,setfit,0.71563053
39223171,setfit,0.71562755
35303580,setfit,0.7156248
39415960,setfit,0.71561456
39729312,setfit,0.7156101
36252922,setfit,0.7155736
40165935,setfit,0.71552825
39664869,setfit,0.71551543
38550771,setfit,0.7154844
37941450,setfit,0.71547854
36891388,setfit,0.71546525
37870448,setfit,0.7154634
38147362,setfit,0.71544343
36604173,setfit,0.71544224
38504077,setfit,0.7154183
39041913,setfit,0.71535385
40021658,setfit,0.7153493
36705898,setfit,0.7153462
39558162,setfit,0.71532094
35069703,setfit,0.71531975
40404746,setfit,0.71529204
39363630,setfit,0.7152828
40253409,setfit,0.71528256
37874726,setfit,0.7152544
39516209,setfit,0.7152342
36351966,setfit,0.7152177
36789265,setfit,0.71519524
39354632,setfit,0.7151322
35550555,setfit,0.7151224
35356547,setfit,0.71510977
37356907,setfit,0.7150904
37933852,setfit,0.71508056
37738189,setfit,0.7150795
39251610,setfit,0.715059
39339901,setfit,0.7150572
39939790,setfit,0.7150557
39934125,setfit,0.71505404
36912756,setfit,0.71503365
38771886,setfit,0.7150165
37837515,setfit,0.7150081
38868516,setfit,0.7149737
35361129,setfit,0.71496826
36402991,setfit,0.71496373
37624874,setfit,0.7149487
40352392,setfit,0.71490544
36063461,setfit,0.71490115
38166586,setfit,0.7148548
36175836,setfit,0.714836
39558184,setfit,0.7148106
35440038,setfit,0.71477073
37080990,setfit,0.7147634
37884796,setfit,0.71474093
34994061,setfit,0.71473277
36621289,setfit,0.71472955
35420129,setfit,0.71472424
35090020,setfit,0.7147139
37027007,setfit,0.7147011
36271389,setfit,0.7146968
40226443,setfit,0.7146937
37787899,setfit,0.71466875
39630291,setfit,0.7146547
36823289,setfit,0.7146427
40394044,setfit,0.7146356
39604449,setfit,0.7145913
40335514,setfit,0.7145771
37481260,setfit,0.7145719
40103760,setfit,0.7145626
36847339,setfit,0.71453255
39412440,setfit,0.71452653
35831313,setfit,0.71449566
39845145,setfit,0.71448946
39530598,setfit,0.71447706
38453937,setfit,0.71447015
36307536,setfit,0.7144279
38950045,setfit,0.7144278
38472250,setfit,0.71441525
37333862,setfit,0.7144105
37208694,setfit,0.7144103
38575659,setfit,0.71436095
35136947,setfit,0.7143179
37189359,setfit,0.7142984
38192001,setfit,0.7142899
39807156,setfit,0.7142848
35793413,setfit,0.7142648
35342764,setfit,0.71420634
37889052,setfit,0.7141909
38167889,setfit,0.71418816
34232869,setfit,0.7141865
40182081,setfit,0.71418154
36477373,setfit,0.71416855
39242194,setfit,0.7141373
35643434,setfit,0.7141348
39435987,setfit,0.71410406
38630692,setfit,0.7140921
39788787,setfit,0.7140854
39175796,setfit,0.71405387
37938570,setfit,0.71402425
37880224,setfit,0.71400076
36330927,setfit,0.7139945
40382363,setfit,0.7139856
39397425,setfit,0.713984
37986220,setfit,0.71398246
38250527,setfit,0.7139597
36425989,setfit,0.7139169
35550565,setfit,0.71391654
36351936,setfit,0.7138916
37581698,setfit,0.71388423
36988160,setfit,0.7138577
35733854,setfit,0.7138495
37684293,setfit,0.71382457
35266522,setfit,0.7138027
40205863,setfit,0.7138011
35124463,setfit,0.71378464
40128788,setfit,0.71377784
40044760,setfit,0.71377623
38515052,setfit,0.71374047
38849445,setfit,0.7137325
40074753,setfit,0.71371615
38927512,setfit,0.7137048
39640530,setfit,0.71368194
36745610,setfit,0.713666
37013995,setfit,0.7136344
40500763,setfit,0.7136084
37129482,setfit,0.7135771
39007592,setfit,0.7135727
37142360,setfit,0.7135723
39881139,setfit,0.7135648
39939330,setfit,0.71356046
40175438,setfit,0.71355414
37102867,setfit,0.713549
36653303,setfit,0.71354055
39041916,setfit,0.713536
37578228,setfit,0.7134392
39738163,setfit,0.71343315
36300620,setfit,0.7134261
37709808,setfit,0.7134134
40226196,setfit,0.71339995
40521155,setfit,0.71336824
39602490,setfit,0.7133665
34850943,setfit,0.7133471
37919263,setfit,0.71330345
38898114,setfit,0.71329296
36930985,setfit,0.71318793
38504974,setfit,0.71318775
37692080,setfit,0.7131626
35950759,setfit,0.71315837
39250076,setfit,0.7131477
36382399,setfit,0.71314496
34520557,setfit,0.7131361
39252775,setfit,0.7131253
37490468,setfit,0.7131225
39038042,setfit,0.7131088
39841812,setfit,0.7130986
39857299,setfit,0.7130583
36892262,setfit,0.7130443
35227770,setfit,0.7130415
35036485,setfit,0.7130399
38851802,setfit,0.71301675
38504331,setfit,0.7129642
37468308,setfit,0.71295047
39871102,setfit,0.71293163
37755132,setfit,0.7129077
36732524,setfit,0.71289897
39627257,setfit,0.7128925
40015271,setfit,0.7128673
38357349,setfit,0.71284795
37289518,setfit,0.71281904
37069653,setfit,0.7127388
40010299,setfit,0.71272296
39994207,setfit,0.71270335
38770571,setfit,0.7126893
39565206,setfit,0.7126726
37680201,setfit,0.71264184
37530223,setfit,0.7126265
35067915,setfit,0.7126263
39695140,setfit,0.7126199
39148455,setfit,0.7125768
38235185,setfit,0.71252394
40413199,setfit,0.71251667
37828615,setfit,0.71247274
40133793,setfit,0.7124288
38597878,setfit,0.71242726
38123570,setfit,0.7124139
37311775,setfit,0.71238786
37529920,setfit,0.71238
37310789,setfit,0.7123706
39557706,setfit,0.71235263
38084920,setfit,0.71233594
36997553,setfit,0.71232355
40529110,setfit,0.71232027
36085296,setfit,0.7123092
40605853,setfit,0.71230024
36071074,setfit,0.7122988
36856726,setfit,0.7122928
39622935,setfit,0.71228564
37353567,setfit,0.71228385
37953279,setfit,0.7122739
35208198,setfit,0.712268
36566281,setfit,0.71226144
38962205,setfit,0.7122352
36520016,setfit,0.7122308
36507160,setfit,0.7122086
39281010,setfit,0.71218455
37589308,setfit,0.71215564
39388605,setfit,0.71212554
39036998,setfit,0.7121151
39627219,setfit,0.7121006
37507650,setfit,0.7120857
39805772,setfit,0.71207714
39080256,setfit,0.7120499
39134728,setfit,0.7120469
35039098,setfit,0.71197104
38102070,setfit,0.71195173
35842686,setfit,0.71193063
40335529,setfit,0.7118483
36073806,setfit,0.71180284
36658144,setfit,0.7117993
38637551,setfit,0.71179926
36108094,setfit,0.71179473
37646940,setfit,0.71177965
40080667,setfit,0.71176726
39380489,setfit,0.7117633
37978182,setfit,0.71176314
39154076,setfit,0.71173567
36126638,setfit,0.7117346
36823207,setfit,0.71173185
36396980,setfit,0.71170616
36200899,setfit,0.7117057
37072921,setfit,0.7117028
38082113,setfit,0.7116969
40500268,setfit,0.71169204
40439671,setfit,0.7116901
39304703,setfit,0.7116631
38808672,setfit,0.7116626
38461412,setfit,0.7116432
38961061,setfit,0.7115199
39333508,setfit,0.71147805
40288852,setfit,0.7114767
38615135,setfit,0.71142524
36973320,setfit,0.7114037
37881831,setfit,0.71136
39900597,setfit,0.7113326
37225408,setfit,0.71133155
35393411,setfit,0.7113295
37939200,setfit,0.711324
37018345,setfit,0.71131825
38066075,setfit,0.7113055
39071967,setfit,0.71121746
40210637,setfit,0.71117383
39502863,setfit,0.71116716
39438443,setfit,0.71108407
37873890,setfit,0.71106035
35832621,setfit,0.71105087
35609985,setfit,0.7110486
39875412,setfit,0.71104187
38839770,setfit,0.71104157
37195695,setfit,0.7110332
38181219,setfit,0.71102405
39775838,setfit,0.71100503
35584038,setfit,0.7110011
36155273,setfit,0.71097577
38457127,setfit,0.71096635
35172714,setfit,0.7108991
37440484,setfit,0.710895
35886662,setfit,0.71088916
38431735,setfit,0.710868
36047575,setfit,0.7108479
34890150,setfit,0.7108393
38701887,setfit,0.71082103
33798067,setfit,0.71081513
38341426,setfit,0.7107848
35495163,setfit,0.71075517
35803960,setfit,0.71074235
37737991,setfit,0.7107224
37540469,setfit,0.7107136
34133301,setfit,0.7107084
38749656,setfit,0.71070373
36263822,setfit,0.71070147
37821512,setfit,0.7106858
40184563,setfit,0.7106786
38231175,setfit,0.7106726
35169842,setfit,0.71065503
39908113,setfit,0.7106467
35622340,setfit,0.71063566
39387871,setfit,0.71062654
38075858,setfit,0.7106093
37953325,setfit,0.7106015
40380054,setfit,0.7105762
39443154,setfit,0.710572
40055331,setfit,0.71054757
40552981,setfit,0.71054137
36732862,setfit,0.7105271
40177126,setfit,0.710505
40919338,setfit,0.7104854
38556873,setfit,0.710485
34718716,setfit,0.7104693
39210467,setfit,0.71045506
38168493,setfit,0.7104228
39216000,setfit,0.7104137
38828769,setfit,0.7104001
35444317,setfit,0.71039134
36227552,setfit,0.7103782
39890826,setfit,0.7103779
39521802,setfit,0.7103735
36464228,setfit,0.7103637
39716522,setfit,0.71035206
39414834,setfit,0.7103384
40472336,setfit,0.7102974
38605048,setfit,0.71028084
38329168,setfit,0.7102806
35789323,setfit,0.7102745
39041912,setfit,0.71025574
39230075,setfit,0.710252
40011509,setfit,0.7102416
39362872,setfit,0.71023
37730627,setfit,0.7102162
36243729,setfit,0.71015716
39366993,setfit,0.71015173
40372465,setfit,0.7101367
38236197,setfit,0.710136
38578072,setfit,0.71013314
38769397,setfit,0.71009964
37383745,setfit,0.71006805
38048333,setfit,0.7100471
36529941,setfit,0.7099705
40253410,setfit,0.7099526
37234732,setfit,0.7099492
37819028,setfit,0.70992744
38561979,setfit,0.70989525
37772729,setfit,0.70987403
37324662,setfit,0.7098315
39788962,setfit,0.70979685
38528548,setfit,0.7097685
38729994,setfit,0.7097237
37498959,setfit,0.7096968
39042485,setfit,0.70969445
40328764,setfit,0.7096734
39695785,setfit,0.70965534
40348756,setfit,0.7096484
38724595,setfit,0.70964724
37707619,setfit,0.70964086
37208354,setfit,0.70961684
39695257,setfit,0.7095787
35692094,setfit,0.70956475
35233751,setfit,0.70956415
38049487,setfit,0.7095099
37200157,setfit,0.70945877
39652598,setfit,0.7094527
37590326,setfit,0.7094249
39391372,setfit,0.7094036
37487099,setfit,0.7093804
37180100,setfit,0.7093694
38310137,setfit,0.70935905
39341808,setfit,0.7093417
39377740,setfit,0.7093311
36433655,setfit,0.7093272
39479781,setfit,0.7093254
37233502,setfit,0.7093212
38066573,setfit,0.7093208
39526397,setfit,0.70931983
39522681,setfit,0.70929587
37166966,setfit,0.70926106
39430404,setfit,0.7091949
35758780,setfit,0.70919317
38161664,setfit,0.70919156
37938587,setfit,0.70909286
40059360,setfit,0.70909274
39633594,setfit,0.7090709
38509110,setfit,0.7090425
38582756,setfit,0.7090191
39157583,setfit,0.7089901
38757367,setfit,0.7089861
37497716,setfit,0.70898163
35013238,setfit,0.7089648
37600121,setfit,0.7089133
38665156,setfit,0.7088974
38277376,setfit,0.7088762
39273492,setfit,0.70886177
40549542,setfit,0.70885473
38113079,setfit,0.7088366
36466237,setfit,0.7088273
36862752,setfit,0.70880324
34999771,setfit,0.7087946
38065988,setfit,0.70874774
40728623,setfit,0.7087116
40266673,setfit,0.70870596
36621533,setfit,0.70868117
36820523,setfit,0.7086465
39600198,setfit,0.7086438
40549586,setfit,0.70862585
38609400,setfit,0.70859903
36460664,setfit,0.70858335
38406245,setfit,0.70856816
40391087,setfit,0.7085629
38015956,setfit,0.7085527
40014103,setfit,0.70854807
37369770,setfit,0.7085444
40217132,setfit,0.70848274
40206833,setfit,0.7084696
40349109,setfit,0.7084688
35837835,setfit,0.7084346
40348739,setfit,0.7084108
39611775,setfit,0.70834506
39424885,setfit,0.70830095
39546588,setfit,0.7082638
37550324,setfit,0.70824766
39154051,setfit,0.7082436
37355716,setfit,0.7082323
36100598,setfit,0.70822316
38940171,setfit,0.7082084
40462185,setfit,0.70820063
40541942,setfit,0.70817894
40000968,setfit,0.7081662
34664670,setfit,0.70815367
40011486,setfit,0.7081402
36629249,setfit,0.70807415
38507044,setfit,0.7080334
38834597,setfit,0.70800745
38378670,setfit,0.7079603
37208434,setfit,0.7079583
39362914,setfit,0.70795727
36670361,setfit,0.7079359
37053306,setfit,0.70793134
38791479,setfit,0.70790356
36264496,setfit,0.70788336
40246854,setfit,0.7078776
35503204,setfit,0.70787734
38940182,setfit,0.70778555
35178824,setfit,0.70778376
39373488,setfit,0.70772284
37000886,setfit,0.7076986
37665714,setfit,0.7076541
40248245,setfit,0.7076503
36522353,setfit,0.7076473
40496738,setfit,0.7075976
40013940,setfit,0.70758545
39580441,setfit,0.7075562
40221496,setfit,0.7075443
37932332,setfit,0.70753795
39956814,setfit,0.7075324
40328782,setfit,0.70750165
38235186,setfit,0.70745397
39230709,setfit,0.7074536
36175409,setfit,0.7074456
39794695,setfit,0.7073609
38282330,setfit,0.7073548
36564412,setfit,0.7073412
35558518,setfit,0.7072999
38054243,setfit,0.70729357
38168841,setfit,0.70725125
39820061,setfit,0.7072448
38602457,setfit,0.7071982
40075097,setfit,0.7071854
40483279,setfit,0.70717484
39134850,setfit,0.7071412
37498545,setfit,0.70712364
35953587,setfit,0.7071023
39196899,setfit,0.7070857
39875411,setfit,0.7070669
35796973,setfit,0.7070545
39668452,setfit,0.707005
36609615,setfit,0.70699555
37566638,setfit,0.7069848
39436044,setfit,0.70698106
35347980,setfit,0.70696104
35064126,setfit,0.70689774
40133325,setfit,0.7068951
35830607,setfit,0.70688486
40057293,setfit,0.7068573
35882865,setfit,0.7068159
39041915,setfit,0.7067756
39160186,setfit,0.7067683
40605945,setfit,0.7067172
39693482,setfit,0.7066927
39738072,setfit,0.70669246
36167495,setfit,0.7066917
38348328,setfit,0.7066915
38167832,setfit,0.7066894
39526381,setfit,0.7066836
39741145,setfit,0.7066763
36712859,setfit,0.7066395
39261578,setfit,0.706594
37046225,setfit,0.7065933
37337218,setfit,0.70657563
40027253,setfit,0.7065159
39724341,setfit,0.7064894
