name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles
CAPITALIZED,"29023571, 33367505",PICKLE,0.99655414,pickle,0.99655414,,0.99655414,2,http://www.pickle.gr,200,Greece,"(38.2462,21.7351)",,2017-10-12,"Department of General Biology, School of Medicine, University of Patras, Patras, Greece.; Laboratory of General Biology, School of Medicine, University of Patras, Patras, Greece.","Dimitrakopoulos GN, Gioutlakis A, Klapa MI, Moschonas NK","613877 (STREPSYNTH), MIS 5002469, MIS 5002550, MIS 5002780, MIS 5028091, NSRF 2014-2020","Action for the Strategic Development on the Research and Technological Sector, Agriculture and Fisheries, Biotechnology, Competitiveness, EATRIS-GR, ELIXIR-GR, Entrepreneurship and Innovation, European Regional Development Fund, FORTH/ICE-HT, FP7 Food, Greece and EU, Greek NSRF 2014-2020 Operational Program, INSPIRED, Reinforcement of the Research and Innovation Infrastructure, Strategic Development on the Research and Technological Sector’, University of Patras Special Account for Research Funds",56.0,Greece,pickle,ok,PICKLE 2.0: A human protein-protein interaction meta-database employing data integration via genetic information ontology. | PICKLE 3.0: enriching the human meta-database with the mouse protein interactome extended via mouse-human orthology.
CAPITALIZED,"23321019, 28857516",OCHEM,0.9990594,ochem,0.9990594,,0.9990594,2,http://ochem.eu,"HTTPConnectionPool(host='ochem.eu', port=80): Max retries exceeded with url: / (Caused by ConnectTim",,,http://web.archive.org/web/20250408090245/https://ochem.eu/,2013-01-15,"Institute of Structural Biology, Helmholtz-Zentrum München - German Research Center for Environmental Health, Ingolstaedter Landstrasse 1b, 60w, D-85764 Neuherberg, Germany. itetko@vcclab.org.; Beijing Computing Center, Beijing Academy of Science and Technology, 7 Fengxian road, Beijing, 100094, China.","Li H, Li X, Novotarskyi S, Oprisiu I, Tetko IV, Zhang Y, Zhao Y",Z16010101204,"Beijing Postdoctoral Research Foundation, Special Promotion For Scientific Small and Medium Enterprise of Beijing",49.0,"Andorra, China, Germany",ochem,ok,Modeling of non-additive mixture properties using the Online CHEmical database and Modeling environment (OCHEM). | Modeling of the hERG K+ Channel Blockage Using Online Chemical Database and Modeling Environment (OCHEM).
TITLE_CAPITALIZED,"31239187, 33129577",pHLA3D,0.9984779,phla3d,0.9984779,,0.9984779,2,http://www.phla3d.com.br,200,United States,"(37.7621,-122.3971)",,2019-06-22,"Laboratory of Immunogenetics and Molecular Biology, Federal University of Piauí, Teresina, PI, Brazil.; Laboratory of Immunogenetics and Molecular Biology, Federal University of Piauí, Teresina, PI, Brazil.","Claudio Demes da Mata Sousa L, Coelho AGB, Costa JMS, Gilberto Borges Coelho A, Jamil Hadad do Monte S, Marroquim MSC, Martins Ramos R, Matheus Sousa Costa J, Melo Santos de Serpa Brandão R, Menezes Teles E Oliveira D, Miranda Pereira E, Ramos RM, Socorro da Silva A, Sérgio Coelho Marroquim M, Teles E Oliveira DM, Vanildo de Sousa Lima A, da Mata Sousa LCD, da Silva AS, das Chagas Alves Lima F, de Serpa Brandão RMS, de Sousa Lima AV, do Monte SJH",,Universidade Federal do Piauí,106.0,"Andorra, Brazil",phla3d,ok,"pHLA3D: An online database of predicted three-dimensional structures of HLA molecules. | pHLA3D: Updating the database of predicted three-dimensional structures of HLA with HLA-DR, HLA-DQ and HLA-DP molecules."
TITLE_CAPITALIZED,"30052798, 30052798",zfRegeneration,0.9963969,,0.9963969,zfregeneration,0.9963969,2,http://www.zfregeneration.org,200,United Kingdom,"(51.5085,-0.1257)",,2019-02-01,"Independent Researcher, Boxbergring 107, Heidelberg, Germany.; Independent Researcher, Boxbergring 107, Heidelberg, Germany.","Nieto-Arellano R, Sánchez-Iranzo H",,,40.0,Germany,zfregeneration,ok,zfRegeneration: a database for gene expression profiling during regeneration. | zfRegeneration: a database for gene expression profiling during regeneration.
CAPITALIZED,"25378316, 30196491",IMGT,0.95293343,imgt,0.95293343,,0.95293343,2,http://www.imgt.org,"HTTPConnectionPool(host='www.imgt.org', port=80): Max retries exceeded with url: / (Caused by Connec",,,http://web.archive.org/web/20250809143206/https://imgt.org/,2014-11-05,"IMGT, the international ImMunoGeneTics information system, Université de Montpellier, Laboratoire d'ImmunoGénétique Moléculaire LIGM, UPR CNRS 1142, Institut de Génétique Humaine IGH, 141 rue de la Cardonille, Montpellier, 34396 cedex 5, France Marie-Paule.Lefranc@igh.cnrs.fr.; IMGT®, The International ImMunoGeneTics Information System®, Laboratoire d'ImmunoGénétique Moléculaire (LIGM), Institut de Génétique Humaine (IGH), UMR 9002 CNRS-UM, Université de Montpellier, Montpellier Cedex 5, France. Marie-Paule.Lefranc@igh.cnrs.fr.","Aouinti S, Carillon E, Duroux P, Duvergey H, Ehrenmann F, Folch G, Giudicelli V, Hadi-Saljoqi S, Houles A, Jabado-Michaloud J, Kossida S, Lefranc G, Lefranc MP, Paysan-Lafosse T, Sasorith S",,,476.0,France,imgt,ok,"IMGT®, the international ImMunoGeneTics information system® 25 years on. | Use of IMGT<sup>®</sup> Databases and Tools for Antibody Engineering and Humanization."
"DISAMBIGUATED,SMART_CAPITALIZED,QC_FIX_HIGH","21948793, 26578601, 29140520",Therapeutic Target Database,0.9952096,,0.9952096,therapeutic target database,0.9952096,3,http://bidd.nus.edu.sg/group/ttd/ttd.asp,"HTTPConnectionPool(host='bidd.nus.edu.sg', port=80): Max retries exceeded with url: /group/ttd/ttd.a",,,http://web.archive.org/web/20200209210041/http://bidd.nus.edu.sg:80/group/ttd/ttd.asp,2011-09-24,"Bioinformatics and Drug Design Group, Department of Pharmacy, and Center for Computational Science and Engineering, National University of Singapore, Singapore 117543.; Bioinformatics and Drug Design Group, Department of Pharmacy, and Center for Computational Science and Engineering, National University of Singapore, 117543, Singapore Innovative Drug Research Centre and College of Chemistry and Chemical Engineering, Chongqing University, Chongqing 401331, P. R. China.; Bioinformatics and Drug Design Group, Department of Pharmacy and Center for Computational Science and Engineering, National University of Singapore, Singapore 117543, Singapore.","Chen Y, Chen YZ, Chen Z, Cui X, Fu T, Han B, Li S, Li XX, Li YH, Liu X, Qin C, Shi Z, Song Y, Sun Q, Tang J, Tao L, Tu G, Xu F, Yang F, Yang H, Yang Q, Yu CY, Zeng X, Zhang J, Zhang L, Zhang P, Zhang X, Zhang Y, Zhou J, Zhu F",,,872.0,"Andorra, China, Singapore",therapeutic target database,ok,Therapeutic target database update 2012: a resource for facilitating target-oriented drug discovery. | Therapeutic target database update 2016: enriched resource for bench to clinical drug target and targeted pathway information. | Therapeutic target database update 2018: enriched resource for facilitating bench-to-clinic research of targeted therapeutics.
CAPITALIZED,"22908213, 33221922",UCSC,0.79967725,ucsc,0.79967725,,0.79967725,2,http://genome.ucsc.edu,200,United States,"(37.3541,-121.9552)",,2012-08-20,"Center for Biomolecular Science and Engineering, University of California, Santa Cruz, 1156 High Street, Santa Cruz, CA 95064, USA. kuhn@soe.ucsc.edu; Genomics Institute, University of California Santa Cruz, Santa Cruz, CA 95064, USA.","Barber GP, Benet-Pagès A, Casper J, Clawson H, Diekhans M, Fernandes JD, Fyfe AC, Haeussler M, Haussler D, Hinrichs AS, Kent WJ, Kuhn RM, Lee BT, Lee CM, Maulding ND, Nassar LR, Navarro Gonzalez J, Powell CC, Raney BJ, Rosenbloom KR, Schmelter D, Speir ML, Zweig AS","090100, 1U41HG010972, 2017-171531, 2018-194093, 2020-0000000026, 5R01HG008742, 5R01HG010329, 5U41HG002371, 5U41HG007234, GC1R-06673-C, P01HG5062, P41HG002371, R00RG2456, R01 HG008742, R01 HG010329, RC2HD064525, U01 HG010971, U01 MH114825, U01DE20057, U01ES017154, U01HG004695, U01MH114825, U41 HG002371, U41 HG007234, U41 HG010972, U41HG004269, U41HG004568","California Institute for Regenerative Medicine, Center for Information Technology Research in the Interest of Society, Howard Hughes Medical Institute, NHGRI NIH HHS, NICHD NIH HHS, NIDCR NIH HHS, NIEHS NIH HHS, NIMH NIH HHS, National Human Genome Research Institute, National Institutes of Health, Silicon Valley Community Foundation, UCSC Baskin Endowed Chair Funds, University of California Office of the President Emergency",1125.0,"Andorra, United States",ucsc,ok,The UCSC genome browser and associated tools. | The UCSC Genome Browser database: 2021 update.
TITLE_CAPITALIZED,"24271396, 30976793",EMBL-EBI,0.99455833,embl-ebi,0.99455833,,0.99455833,2,http://www.ebi.ac.uk,200,United Kingdom,"(51.8797,-0.4175)",,2013-11-23,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK.; European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK.","Apweiler R, Basutkar P, Bergman MT, Birney E, Brooksbank C, Buso N, Finn RD, Gur T, Lee J, Lopez R, Madeira F, Madhusoodanan N, Park YM, Potter SC, Thornton J, Tivey ARN",654039,"European Molecular Biology Laboratory, Wellcome Trust",3010.0,United Kingdom,embl-ebi,ok,The European Bioinformatics Institute's data resources 2014. | The EMBL-EBI search and sequence analysis tools APIs in 2019.
CAPITALIZED,"27899670, 30445434",GWAS,0.87147605,gwas,0.87147605,,0.87147605,2,http://www.ebi.ac.uk/gwas/,200,United Kingdom,"(51.8797,-0.4175)",,2016-11-29,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, UK.; European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.","Amode R, Bowler E, Buniello A, Burdett T, Cerezo M, Cunningham F, Flicek P, Gil L, Guillen JA, Hall P, Harris LW, Hastings E, Hayhurst J, Hindorff L, Hindorff LA, Junkins H, MacArthur J, MacArthur JAL, Malangone C, McMahon A, Milano A, Morales J, Mountjoy E, Parkinson H, Pendlington ZM, Riat HS, Sollis E, Suveges D, Trevanion SJ, Vrousgou O, Welter D, Whetzel PL","U41 HG006104, U41 HG007823, U41-HG007823, U54 HG004028","NHGRI NIH HHS, National Institutes of Health, Wellcome Trust",4558.0,United Kingdom,gwas,ok,"The new NHGRI-EBI Catalog of published genome-wide association studies (GWAS Catalog). | The NHGRI-EBI GWAS Catalog of published genome-wide association studies, targeted arrays and summary statistics 2019."
"CAPITALIZED,DISAMBIGUATED,QC_FIX_HIGH","25685613, 27899642",UCSC,0.7818854,csc,0.7818854,,0.7818854,2,http://genome.ucsc.edu/ebolaPortal/,200,United States,"(37.3541,-121.9552)",,2014-11-07,"CBSE, University of California Santa Cruz, Santa Cruz, California, USA.; Genomics Institute, University of California Santa Cruz, Santa Cruz, CA 95064, USA cath@ucsc.edu.","Barber GP, Casper J, Clawson H, Diekhans M, Eisenhart C, Fischer CM, Fujita PA, Gibson D, Gonzalez JN, Guruvadoo L, Haeussler M, Haussler D, Heitner S, Hinrichs AS, Karolchik D, Kent WJ, Kuhn RM, Lee BT, Lee CM, Nejad P, Raney BJ, Rosenbloom KR, Speir ML, Tyner C, Villarreal C, Vivian J, Zweig AS","090100, U24 HG002371, U41 HG002371, U54 HG007990","Howard Hughes Medical Institute, NHGRI NIH HHS",260.0,United States,csc,ok,The UCSC Ebola Genome Portal. | The UCSC Genome Browser database: 2017 update.
