pmid,title,has_url,is_false_positive,confidence,reason
32681639,"Autophagy and Tumor Database: ATdb, a novel database connecting autophagy and tumor.",True,N,high,Contains database/repository keyword indicating data resource
"26503249, 29688378",BDB: biopanning data bank.,True,N,high,Contains database/repository keyword indicating data resource
21498548,Allie: a database and a search service of abbreviations and long forms.,True,N,high,Contains database/repository keyword indicating data resource
"25273105, 30380106",OrthoInspector 2.0: Software and database updates.,True,N,high,Contains database/repository keyword indicating data resource
31599098,PSMD: An extensive database for pan-species microsatellite investigation and marker development.,True,N,high,Contains database/repository keyword indicating data resource
27097230,SignaFish: A Zebrafish-Specific Signaling Pathway Resource.,True,N,high,Contains database/repository keyword indicating data resource
31642484,SilkDB 3.0: visualizing and exploring multiple levels of data for silkworm.,True,N,high,Contains database/repository keyword indicating data resource
23193256,"ESTHER, the database of the α/β-hydrolase fold superfamily of proteins: tools to explore diversity of functions.",True,N,high,Contains database/repository keyword indicating data resource
22916227,CLEARPOND: cross-linguistic easy-access resource for phonological and orthographic neighborhood densities.,True,N,high,Contains database/repository keyword indicating data resource
25943471,The SwissLipids knowledgebase for lipid biology.,True,N,high,Contains database/repository keyword indicating data resource
33985427,TarDB: an online database for plant miRNA targets and miRNA-triggered phased siRNAs.,True,N,high,Contains database/repository keyword indicating data resource
24244721,"Meta-analysis using a novel database, miRStress, reveals miRNAs that are frequently associated with the radiation and hypoxia stress-responses.",True,N,high,Contains database/repository keyword indicating data resource
23846596,T2D@ZJU: a knowledgebase integrating heterogeneous connections associated with type 2 diabetes mellitus.,True,N,high,Contains database/repository keyword indicating data resource
26424082,RegNetwork: an integrated database of transcriptional and post-transcriptional regulatory networks in human and mouse.,True,N,high,Contains database/repository keyword indicating data resource
"22439011, 25425035",microPIR: an integrated database of microRNA target sites within human promoter sequences.,True,N,high,Contains database/repository keyword indicating data resource
22559792,ADMET evaluation in drug discovery. 11. PharmacoKinetics Knowledge Base (PKKB): a comprehensive database of pharmacokinetic and toxic properties for drugs.,True,N,high,Contains database/repository keyword indicating data resource
24525374,lncRNAMap: a map of putative regulatory functions in the long non-coding transcriptome.,True,Y,low,Unclear from title but likely not a primary data resource
30408350,Investigation of RNA-RNA Interactions Using the RISE Database.,False,N,high,Contains database/repository keyword indicating data resource
22698731,The insulin-like growth factor mutation database (IGFmdb).,True,N,high,Contains database/repository keyword indicating data resource
24923822,MorusDB: a resource for mulberry genomics and genome biology.,True,N,high,Contains database/repository keyword indicating data resource
"30453895, 32009518",RATEmiRs: the rat atlas of tissue-specific and enriched miRNAs database.,True,N,high,Contains database/repository keyword indicating data resource
28724888,CrossCheck: an open-source web tool for high-throughput screen data analysis.,True,Y,medium,Methodology/tool paper despite having URL
29178828,CrusTF: a comprehensive resource of transcriptomes for evolutionary and functional studies of crustacean transcription factors.,True,N,high,Contains database/repository keyword indicating data resource
27581336,IBIS: an OR ready open-source platform for image-guided neurosurgery.,False,Y,high,Methodology/tool paper with no URL
34156447,mPPI: a database extension to visualize structural interactome in a one-to-many manner.,True,N,high,Contains database/repository keyword indicating data resource
25428349,"OMIM.org: Online Mendelian Inheritance in Man (OMIM®), an online catalog of human genes and genetic disorders.",True,N,high,Contains database/repository keyword indicating data resource
29126123,PedAM: a database for Pediatric Disease Annotation and Medicine.,True,N,high,Contains database/repository keyword indicating data resource
"22009673, 30407568",ICEberg: a web-based resource for integrative and conjugative elements found in Bacteria.,True,N,high,Contains database/repository keyword indicating data resource
32655358,BETA: A Large Benchmark Database Toward SSVEP-BCI Application.,True,N,high,Contains database/repository keyword indicating data resource
24225319,DNASU plasmid and PSI:Biology-Materials repositories: resources to accelerate biological research.,True,N,high,Contains database/repository keyword indicating data resource
31886476,Bringing data from curated pathway resources to Cytoscape with OmniPath.,True,N,high,Contains database/repository keyword indicating data resource
"30329036, 33080015",GeneLab: Omics database for spaceflight experiments.,True,N,high,Contains database/repository keyword indicating data resource
29069414,The BioStudies database-one stop shop for all data supporting a life sciences study.,True,N,high,Contains database/repository keyword indicating data resource
34316271,Virtual Herbarium ALTB: collection of vascular plants of the Altai Mountain Country.,True,N,high,Contains database/repository keyword indicating data resource
"26527733, 29082924","Norine, the knowledgebase dedicated to non-ribosomal peptides, is now open to crowdsourcing.",True,N,high,Contains database/repository keyword indicating data resource
31599923,BiomeNet: a database for construction and analysis of functional interaction networks for any species with a sequenced genome.,True,N,high,Contains database/repository keyword indicating data resource
34330336,HumGut: a comprehensive human gut prokaryotic genomes collection filtered by metagenome data.,True,N,high,Contains database/repository keyword indicating data resource
30418591,HumanNet v2: human gene networks for disease research.,True,N,low,Has URL and biological data terms but title unclear
27242503,Building the Ferretome.,True,Y,low,Unclear from title but likely not a primary data resource
22427539,The SMART Platform: early experience enabling substitutable applications for electronic health records.,True,Y,low,Unclear from title but likely not a primary data resource
28053162,POSTAR: a platform for exploring post-transcriptional regulation coordinated by RNA-binding proteins.,True,Y,medium,Methodology/tool paper despite having URL
"30364969, 31584095",EWAS Atlas: a curated knowledgebase of epigenome-wide association studies.,True,N,high,Contains database/repository keyword indicating data resource
"27797767, 30598108",miRNAmeConverter: an R/bioconductor package for translating mature miRNA names to different miRBase versions.,True,Y,medium,Methodology/tool paper despite having URL
26989148,Wikidata as a semantic framework for the Gene Wiki initiative.,True,Y,medium,Methodology/tool paper despite having URL
31114901,Simple ClinVar: an interactive web server to explore and retrieve gene and disease variants aggregated in ClinVar database.,True,N,high,Contains database/repository keyword indicating data resource
23193289,"PANTHER in 2013: modeling the evolution of gene function, and other gene attributes, in the context of phylogenetic trees.",True,N,low,Has URL and biological data terms but title unclear
24569397,PCMdb: pancreatic cancer methylation database.,True,N,high,Contains database/repository keyword indicating data resource
"23180791, 25428351, 30395283","OrthoDB: a hierarchical catalog of animal, fungal and bacterial orthologs.",True,N,high,Contains database/repository keyword indicating data resource
23196988,NURBS: a database of experimental and predicted nuclear receptor binding sites of mouse.,True,N,high,Contains database/repository keyword indicating data resource
25990557,DSigDB: drug signatures database for gene set analysis.,True,N,high,Contains database/repository keyword indicating data resource
"32550548, 34530999",VitiVar: A locus specific database of vitiligo associated genes and variations.,True,N,high,Contains database/repository keyword indicating data resource
33080028,Peryton: a manual collection of experimentally supported microbe-disease associations.,True,N,high,Contains database/repository keyword indicating data resource
30266409,"PlaD: A Transcriptomics Database for Plant Defense Responses to Pathogens, Providing New Insights into Plant Immune System.",True,N,high,Contains database/repository keyword indicating data resource
24312499,PaGenBase: a pattern gene database for the global and dynamic understanding of gene function.,True,N,high,Contains database/repository keyword indicating data resource
32620074,TeaCoN: a database of gene co-expression network for tea plant (Camellia sinensis).,True,N,high,Contains database/repository keyword indicating data resource
29316788,SynBioHub: A Standards-Enabled Design Repository for Synthetic Biology.,True,N,high,Contains database/repository keyword indicating data resource
21930248,HCVpro: hepatitis C virus protein interaction database.,True,N,high,Contains database/repository keyword indicating data resource
23175606,WholeCellKB: model organism databases for comprehensive whole-cell models.,True,N,high,Contains database/repository keyword indicating data resource
25030112,DBSecSys: a database of Burkholderia mallei secretion systems.,True,N,high,Contains database/repository keyword indicating data resource
31404401,miRDRN-miRNA disease regulatory network: a tool for exploring disease and tissue-specific microRNA regulatory networks.,True,Y,medium,Methodology/tool paper despite having URL
23448274,PASmiR: a literature-curated database for miRNA molecular regulation in plant response to abiotic stress.,True,N,high,Contains database/repository keyword indicating data resource
29385418,DIBS: a repository of disordered binding sites mediating interactions with ordered proteins.,True,N,high,Contains database/repository keyword indicating data resource
23071556,MK4MDD: a multi-level knowledge base and analysis platform for major depressive disorder.,True,Y,medium,Methodology/tool paper despite having URL
28974472,Stress2TF: a manually curated database of TF regulation in plant response to stress.,True,N,high,Contains database/repository keyword indicating data resource
24344970,CVDHD: a cardiovascular disease herbal database for drug discovery and network pharmacology.,True,N,high,Contains database/repository keyword indicating data resource
22545773,MASiVEdb: the Sirevirus Plant Retrotransposon Database.,True,N,high,Contains database/repository keyword indicating data resource
27153700,dbDSM: a manually curated database for deleterious synonymous mutations.,True,N,high,Contains database/repository keyword indicating data resource
27472917,CicerTransDB 1.0: a resource for expression and functional study of chickpea transcription factors.,True,N,high,Contains database/repository keyword indicating data resource
31210271,Chickspress: a resource for chicken gene expression.,True,N,high,Contains database/repository keyword indicating data resource
22363733,PrionHome: a database of prions and other sequences relevant to prion phenomena.,True,N,high,Contains database/repository keyword indicating data resource
"25399418, 28881964, 29106550","The OMA orthology database in 2015: function predictions, better plant support, synteny view and other improvements.",True,N,high,Contains database/repository keyword indicating data resource
"24194598, 26531826, 29140473, 29253085, 31701148",JASPAR 2014: an extensively expanded and updated open-access database of transcription factor binding profiles.,True,N,high,Contains database/repository keyword indicating data resource
31494246,SliceIt: A genome-wide resource and visualization tool to design CRISPR/Cas9 screens for editing protein-RNA interaction sites in the human genome.,True,N,high,Contains database/repository keyword indicating data resource
34113986,Tfcancer: a manually curated database of transcription factors associated with human cancers.,True,N,high,Contains database/repository keyword indicating data resource
24165882,YeastNet v3: a public database of data-specific and integrated functional gene networks for Saccharomyces cerevisiae.,True,N,high,Contains database/repository keyword indicating data resource
25477388,BioAssay Research Database (BARD): chemical biology and probe-development enabled by structured metadata and result types.,True,N,high,Contains database/repository keyword indicating data resource
24618344,Drug2Gene: an exhaustive resource to explore effectively the drug-target relation network.,True,N,high,Contains database/repository keyword indicating data resource
31797632,PGxMine: Text mining for curation of PharmGKB.,True,Y,low,Unclear from title but likely not a primary data resource
26590402,"EffectiveDB--updates and novel features for a better annotation of bacterial secreted proteins and Type III, IV, VI secretion systems.",True,N,high,Contains database/repository keyword indicating data resource
29036655,MFIB: a repository of protein complexes with mutual folding induced by binding.,True,N,high,Contains database/repository keyword indicating data resource
22120663,INOH: ontology-based highly structured database of signal transduction pathways.,True,N,high,Contains database/repository keyword indicating data resource
27337171,TarNet: An Evidence-Based Database for Natural Medicine Research.,True,N,high,Contains database/repository keyword indicating data resource
27102089,Gene-set activity toolbox (GAT): A platform for microarray-based cancer diagnosis using an integrative gene-set analysis approach.,True,Y,medium,Methodology/tool paper despite having URL
25301850,PDB-wide collection of binding data: current status of the PDBbind database.,True,N,high,Contains database/repository keyword indicating data resource
28454513,MYCbase: a database of functional sites and biochemical properties of Myc in both normal and cancer cells.,True,N,high,Contains database/repository keyword indicating data resource
24678985,ClearedLeavesDB: an online database of cleared plant leaf images.,True,N,high,Contains database/repository keyword indicating data resource
32754757,CerealsDB-new tools for the analysis of the wheat genome: update 2020.,True,N,high,Contains database/repository keyword indicating data resource
29161430,MethBank 3.0: a database of DNA methylomes across a variety of species.,True,N,high,Contains database/repository keyword indicating data resource
22800758,"'MicroRNA Targets', a new AthaMap web-tool for genome-wide identification of miRNA targets in Arabidopsis thaliana.",True,Y,medium,Methodology/tool paper despite having URL
27164589,CVD2014-A Database for Evaluating No-Reference Video Quality Assessment Algorithms.,True,N,high,Contains database/repository keyword indicating data resource
28592293,Plasmobase: a comparative database of predicted domain architectures for Plasmodium genomes.,True,N,high,Contains database/repository keyword indicating data resource
29186578,"The Planteome database: an integrated resource for reference ontologies, plant genomics and phenomics.",True,N,high,Contains database/repository keyword indicating data resource
22301074,Manual GO annotation of predictive protein signatures: the InterPro approach to GO curation.,True,N,low,Has URL and biological data terms but title unclear
33471060,Cellinker: a platform of ligand-receptor interactions for intercellular communication analysis.,True,Y,low,Unclear from title but likely not a primary data resource
23837716,"KONAGAbase: a genomic and transcriptomic database for the diamondback moth, Plutella xylostella.",True,N,high,Contains database/repository keyword indicating data resource
26527726,MouseNet v2: a database of gene networks for studying the laboratory mouse and eight other model vertebrates.,True,N,high,Contains database/repository keyword indicating data resource
23110173,"SEED servers: high-performance access to the SEED genomes, annotations, and metabolic models.",True,Y,low,Unclear from title but likely not a primary data resource
"23180763, 25392407, 31740968",The Standard European Vector Architecture (SEVA): a coherent platform for the analysis and deployment of complex prokaryotic phenotypes.,True,Y,medium,Methodology/tool paper despite having URL
32777640,"MiDAS 3: An ecosystem-specific reference database, taxonomy and knowledge platform for activated sludge and anaerobic digesters reveals species-level microbiome composition of activated sludge.",False,Y,medium,Contains database keyword but also methodology pattern and no URL
"29077811, 29145629, 29186351, 31691815, 31802127, 32486891",Reactome enhanced pathway visualization.,True,Y,low,Unclear from title but likely not a primary data resource
27789703,Prokaryotic Virus Orthologous Groups (pVOGs): a resource for comparative genomics and protein family annotation.,True,N,high,Contains database/repository keyword indicating data resource
21731755,PanSNPdb: the Pan-Asian SNP genotyping database.,True,N,high,Contains database/repository keyword indicating data resource
25392419,AHTPDB: a comprehensive platform for analysis and presentation of antihypertensive peptides.,True,N,medium,Platform that may house data with URL
33010177,SC2disease: a manually curated database of single-cell transcriptome for human diseases.,True,N,high,Contains database/repository keyword indicating data resource
27507885,ADPriboDB: The database of ADP-ribosylated proteins.,True,N,high,Contains database/repository keyword indicating data resource
26644461,ALCOdb: Gene Coexpression Database for Microalgae.,True,N,high,Contains database/repository keyword indicating data resource
"23042674, 25378313",LNCipedia: a database for annotated human lncRNA transcript sequences and structures.,True,N,high,Contains database/repository keyword indicating data resource
22039163,CELLPEDIA: a repository for human cell information for cell studies and differentiation analyses.,True,N,high,Contains database/repository keyword indicating data resource
32487016,ncRI: a manually curated database for experimentally validated non-coding RNAs in inflammation.,True,N,high,Contains database/repository keyword indicating data resource
32392296,CoCoCoNet: conserved and comparative co-expression across a diverse set of species.,True,Y,low,Unclear from title but likely not a primary data resource
33084904,DualSeqDB: the host-pathogen dual RNA sequencing database for infection processes.,True,N,high,Contains database/repository keyword indicating data resource
31713618,LncTarD: a manually-curated database of experimentally-supported functional lncRNA-target regulations in human diseases.,True,N,high,Contains database/repository keyword indicating data resource
23180792,PIECE: a database for plant gene structure comparison and evolution.,True,N,high,Contains database/repository keyword indicating data resource
33095866,VARAdb: a comprehensive variation annotation database for human.,True,N,high,Contains database/repository keyword indicating data resource
32890396,CoV3D: a database of high resolution coronavirus protein structures.,True,N,high,Contains database/repository keyword indicating data resource
22096236,ProOpDB: Prokaryotic Operon DataBase.,True,N,high,Contains database/repository keyword indicating data resource
24234447,UniCarbKB: building a knowledge platform for glycoproteomics.,True,Y,medium,Methodology/tool paper despite having URL
29040563,Ten years of CAZypedia: a living encyclopedia of carbohydrate-active enzymes.,True,Y,low,Unclear from title but likely not a primary data resource
22080559,"The Aspergillus Genome Database (AspGD): recent developments in comprehensive multispecies curation, comparative genomics and community resources.",True,N,high,Contains database/repository keyword indicating data resource
34345532,"CanImmunother: a manually curated database for identification of cancer immunotherapies associating with biomarkers, targets, and clinical effects.",True,N,high,Contains database/repository keyword indicating data resource
"29156001, 33237278",DGIdb 3.0: a redesign and expansion of the drug-gene interaction database.,True,N,high,Contains database/repository keyword indicating data resource
34120586,NUCOME: A comprehensive database of nucleosome organization referenced landscapes in mammalian genomes.,True,N,high,Contains database/repository keyword indicating data resource
24608034,BCL2DB: database of BCL-2 family members and BH3-only proteins.,True,N,high,Contains database/repository keyword indicating data resource
33275967,ncRNAVar: A Manually Curated Database for Identification of Noncoding RNA Variants Associated with Human Diseases.,True,N,high,Contains database/repository keyword indicating data resource
22039151,ALFRED: an allele frequency resource for research and teaching.,True,N,high,Contains database/repository keyword indicating data resource
30357379,EndoDB: a database of endothelial cell transcriptomics data.,True,N,high,Contains database/repository keyword indicating data resource
32079733,MtSSPdb: The <i>Medicago truncatula</i> Small Secreted Peptide Database.,True,N,high,Contains database/repository keyword indicating data resource
33219670,MolluscDB: an integrated functional and evolutionary genomics database for the hyper-diverse animal phylum Mollusca.,True,N,high,Contains database/repository keyword indicating data resource
22127860,IndelFR: a database of indels in protein structures and their flanking regions.,True,N,high,Contains database/repository keyword indicating data resource
31725861,PCOSBase: a manually curated database of polycystic ovarian syndrome.,True,N,high,Contains database/repository keyword indicating data resource
27800578,SCEGRAM: An image database for semantic and syntactic inconsistencies in scenes.,True,N,high,Contains database/repository keyword indicating data resource
25593348,"PlasmoGEM, a database supporting a community resource for large-scale experimental genetics in malaria parasites.",True,N,high,Contains database/repository keyword indicating data resource
27392072,YCRD: Yeast Combinatorial Regulation Database.,True,N,high,Contains database/repository keyword indicating data resource
33084905,MeDAS: a Metazoan Developmental Alternative Splicing database.,True,N,high,Contains database/repository keyword indicating data resource
31642469,PhenoModifier: a genetic modifier database for elucidating the genetic basis of human phenotypic variation.,True,N,high,Contains database/repository keyword indicating data resource
30874591,PAmiRDB: A web resource for plant miRNAs targeting viruses.,True,N,high,Contains database/repository keyword indicating data resource
31598699,QTLbase: an integrative resource for quantitative trait loci across multiple human molecular phenotypes.,True,N,high,Contains database/repository keyword indicating data resource
32047897,TRlnc: a comprehensive database for human transcriptional regulatory information of lncRNAs.,True,N,high,Contains database/repository keyword indicating data resource
27905517,G4IPDB: A database for G-quadruplex structure forming nucleic acid interacting proteins.,True,N,high,Contains database/repository keyword indicating data resource
33045751,LncExpDB: an expression database of human long non-coding RNAs.,True,N,high,Contains database/repository keyword indicating data resource
33137193,"AcrHub: an integrative hub for investigating, predicting and mapping anti-CRISPR proteins.",True,Y,medium,Methodology/tool paper despite having URL
27899608,TFBSbank: a platform to dissect the big data of protein-DNA interaction in human and model species.,True,N,low,Has URL and biological data terms but title unclear
23846747,CoDNaS: a database of conformational diversity in the native state of proteins.,True,N,high,Contains database/repository keyword indicating data resource
24214993,CPLM: a database of protein lysine modifications.,True,N,high,Contains database/repository keyword indicating data resource
"24885522, 27924020, 33219661",LincSNP: a database of linking disease-associated SNPs to human large intergenic non-coding RNAs.,True,N,high,Contains database/repository keyword indicating data resource
33079992,PLncDB V2.0: a comprehensive encyclopedia of plant long noncoding RNAs.,True,N,high,Contains database/repository keyword indicating data resource
30380112,Translocatome: a novel resource for the analysis of protein translocation between cellular organelles.,True,N,high,Contains database/repository keyword indicating data resource
32105730,ncEP: A Manually Curated Database for Experimentally Validated ncRNA-encoded Proteins or Peptides.,True,N,high,Contains database/repository keyword indicating data resource
24735618,TCMSP: a database of systems pharmacology for drug discovery from herbal medicines.,True,N,high,Contains database/repository keyword indicating data resource
31665425,TFBSshape: an expanded motif database for DNA shape features of transcription factor binding sites.,True,N,high,Contains database/repository keyword indicating data resource
27580718,EURISCO: The European search catalogue for plant genetic resources.,True,N,high,Contains database/repository keyword indicating data resource
27164438,BrucellaBase: Genome information resource.,True,N,high,Contains database/repository keyword indicating data resource
30684219,"NeuroMuscleDB: a Database of Genes Associated with Muscle Development, Neuromuscular Diseases, Ageing, and Neurodegeneration.",True,N,high,Contains database/repository keyword indicating data resource
31139565,HNCDB: An Integrated Gene and Drug Database for Head and Neck Cancer.,True,N,high,Contains database/repository keyword indicating data resource
31602478,PmiREN: a comprehensive encyclopedia of plant miRNAs.,True,Y,low,Unclear from title but likely not a primary data resource
24214998,COLOMBOS v2.0: an ever expanding collection of bacterial expression compendia.,True,N,high,Contains database/repository keyword indicating data resource
31809863,PsyMuKB: An Integrative De Novo Variant Knowledge Base for Developmental Disorders.,True,Y,low,Unclear from title but likely not a primary data resource
"26602691, 33313828",PSORTdb: expanding the bacteria and archaea protein subcellular localization database to better reflect diversity in cell envelope structures.,True,N,high,Contains database/repository keyword indicating data resource
33068433,CovalentInDB: a comprehensive database facilitating the discovery of covalent inhibitors.,True,N,high,Contains database/repository keyword indicating data resource
23482072,Tetrahymena functional genomics database (TetraFGD): an integrated resource for Tetrahymena functional genomics.,True,N,high,Contains database/repository keyword indicating data resource
33308175,"ILDGDB: a manually curated database of genomics, transcriptomics, proteomics and drug information for interstitial lung diseases.",True,N,high,Contains database/repository keyword indicating data resource
21801404,"Comprehensive, atomic-level characterization of structurally characterized protein-protein interactions: the PICCOLO database.",True,N,high,Contains database/repository keyword indicating data resource
33993461,TUPDB: Target-Unrelated Peptide Data Bank.,True,N,high,Contains database/repository keyword indicating data resource
27530928,NLDB: a database for 3D protein-ligand interactions in enzymatic reactions.,True,N,high,Contains database/repository keyword indicating data resource
21760913,HelmCoP: an online resource for helminth functional genomics and drug and vaccine targets prioritization.,True,N,high,Contains database/repository keyword indicating data resource
26208906,TANRIC: An Interactive Open Platform to Explore the Function of lncRNAs in Cancer.,True,Y,low,Unclear from title but likely not a primary data resource
29892516,SEVENS: a database for comprehensive GPCR genes obtained from genomes: -Update to 68 eukaryotes.,True,N,high,Contains database/repository keyword indicating data resource
23093603,The Online Protein Processing Resource (TOPPR): a database and analysis platform for protein processing events.,True,N,high,Contains database/repository keyword indicating data resource
26342387,DENdb: database of integrated human enhancers.,True,N,high,Contains database/repository keyword indicating data resource
29040693,AmyPro: a database of proteins with validated amyloidogenic regions.,True,N,high,Contains database/repository keyword indicating data resource
33798715,COnVIDa: COVID-19 multidisciplinary data collection and dashboard.,True,N,high,Contains database/repository keyword indicating data resource
31722398,"Allele frequency net database (AFND) 2020 update: gold-standard data classification, open access genotype data and new query tools.",True,N,high,Contains database/repository keyword indicating data resource
30379998,dbCPM: a manually curated database for exploring the cancer passenger mutations.,True,N,high,Contains database/repository keyword indicating data resource
33045745,SilencerDB: a comprehensive database of silencers.,True,N,high,Contains database/repository keyword indicating data resource
22424087,PupDB: a database of pupylated proteins.,True,N,high,Contains database/repository keyword indicating data resource
26074488,CancerHSP: anticancer herbs database of systems pharmacology.,True,N,high,Contains database/repository keyword indicating data resource
32337573,MPTherm: database for membrane protein thermodynamics for understanding folding and stability.,True,N,high,Contains database/repository keyword indicating data resource
33126250,MloDisDB: a manually curated database of the relations between membraneless organelles and diseases.,True,N,high,Contains database/repository keyword indicating data resource
30184150,TRCirc: a resource for transcriptional regulation information of circRNAs.,True,N,high,Contains database/repository keyword indicating data resource
31958638,BoMiProt: A database of bovine milk proteins.,True,N,high,Contains database/repository keyword indicating data resource
30065744,miRVIT: A Novel miRNA Database and Its Application to Uncover <i>Vitis</i> Responses to <i>Flavescence dorée</i> Infection.,True,N,high,Contains database/repository keyword indicating data resource
27794553,"FuzDB: database of fuzzy complexes, a tool to develop stochastic structure-function relationships for protein complexes and higher-order assemblies.",True,N,high,Contains database/repository keyword indicating data resource
26160459,CGMD: An integrated database of cancer genes and markers.,True,N,high,Contains database/repository keyword indicating data resource
30669929,AutophagySMDB: a curated database of small molecules that modulate protein targets regulating autophagy.,True,N,high,Contains database/repository keyword indicating data resource
30127348,PPInS: a repository of protein-protein interaction sitesbase.,True,N,high,Contains database/repository keyword indicating data resource
28651001,PpTFDB: A pigeonpea transcription factor database for exploring functional genomics in legumes.,True,N,high,Contains database/repository keyword indicating data resource
31598693,"EuRBPDB: a comprehensive resource for annotation, functional and oncological investigation of eukaryotic RNA binding proteins (RBPs).",True,N,high,Contains database/repository keyword indicating data resource
30329098,LncBook: a curated knowledgebase of human long non-coding RNAs.,True,N,high,Contains database/repository keyword indicating data resource
25336619,PAIDB v2.0: exploration and analysis of pathogenicity and resistance islands.,True,N,high,Contains database/repository keyword indicating data resource
30335166,RPFdb v2.0: an updated database for genome-wide information of translated mRNA generated from ribosome profiling.,True,N,high,Contains database/repository keyword indicating data resource
22139932,"HmtDB, a genomic resource for mitochondrion-based human variability studies.",True,N,high,Contains database/repository keyword indicating data resource
35559777,MESOCOSM: A mesocosm database management system for environmental nanosafety.,True,N,high,Contains database/repository keyword indicating data resource
34361108,alfaNET: A Database of Alfalfa-Bacterial Stem Blight Protein-Protein Interactions Revealing the Molecular Features of the Disease-causing Bacteria.,True,N,high,Contains database/repository keyword indicating data resource
23239846,RadishBase: a database for genomics and genetics of radish.,True,N,high,Contains database/repository keyword indicating data resource
30371817,SEdb: a comprehensive human super-enhancer database.,True,N,high,Contains database/repository keyword indicating data resource
25725063,PreDREM: a database of predicted DNA regulatory motifs from 349 human cell and tissue samples.,True,N,high,Contains database/repository keyword indicating data resource
"26097510, 33952332",SANCDB: a South African natural compound database.,True,N,high,Contains database/repository keyword indicating data resource
24531082,SMAL: A Resource of Spontaneous Mutation Accumulation Lines.,True,N,high,Contains database/repository keyword indicating data resource
"24271385, 27794041","NGSmethDB: an updated genome resource for high quality, single-cytosine resolution methylomes.",True,N,high,Contains database/repository keyword indicating data resource
27209279,DNetDB: The human disease network database based on dysfunctional regulation mechanism.,True,N,high,Contains database/repository keyword indicating data resource
