pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name
25708359,ViralmiR: a support-vector-machine-based method for predicting viral microRNA precursors.,True,Y,high,Method for prediction not a database,,,
34078267,NoRCE: non-coding RNA sets cis enrichment tool.,False,Y,high,Enrichment tool not a database,,,
26821742,"RiboGalaxy: A browser based platform for the alignment, analysis and visualization of ribosome profiling data.",True,Y,high,Platform for alignment and analysis is a tool,,,
34215788,OpenHSV: an open platform for laryngeal high-speed videoendoscopy.,False,Y,high,Platform for videoendoscopy processing not a database,,,
24367574,Switch of sensitivity dynamics revealed with DyGloSA toolbox for dynamical global sensitivity analysis as an early warning for system's critical transition.,True,Y,high,Toolbox for sensitivity analysis not a database,,,
27384129,mCSM-lig: quantifying the effects of mutations on protein-small molecule affinity in genetic disease and emergence of drug resistance.,True,Y,high,Tool for quantifying mutation effects not a database,,,
31765421,"MARGO (Massively Automated Real-time GUI for Object-tracking), a platform for high-throughput ethology.",False,Y,high,Platform for object tracking is a tool,,,
26679008,ORBiT: Oak Ridge biosurveillance toolkit for public health dynamics.,False,Y,high,Toolkit for biosurveillance is a tool not a database,,,
33849075,iNetModels 2.0: an interactive visualization and database of multi-omics data.,True,N,high,Database keyword indicates bioresource,iNetModels,Interactive Network Models Database
30577887,Ultra-Rapid Reporting of GENomic Targets (URGENTseq): Clinical Next-Generation Sequencing Results within 48 Hours of Sample Collection.,False,Y,high,Sequencing reporting service not a database,,,
27706213,SeqKit: A Cross-Platform and Ultrafast Toolkit for FASTA/Q File Manipulation.,False,Y,high,Toolkit for file manipulation not a database,,,
27319297,ORION: a web server for protein fold recognition and structure prediction using evolutionary hybrid profiles.,True,Y,high,Web server for prediction not a database,,,
23527209,"SNPflow: a lightweight application for the processing, storing and automatic quality checking of genotyping assays.",True,Y,high,Application for processing and quality checking not a database,,,
27262858,INFRAFRONTIER: a European resource for studying the functional basis of human disease.,False,N,high,Resource for studying disease is a bioresource,INFRAFRONTIER,European Mouse Disease Model Resource
29860484,VarAFT: a variant annotation and filtration system for human next generation sequencing data.,True,Y,high,Annotation and filtration system/tool not a database,,,
24237904,SNPMeta: SNP annotation and SNP metadata collection without a reference genome.,False,Y,high,Tool for SNP annotation not a database,,,
24597646,AlzPlatform: an Alzheimer's disease domain-specific chemogenomics knowledgebase for polypharmacology and target identification research.,True,N,high,Knowledgebase keyword indicates bioresource,AlzPlatform,Alzheimer Disease Chemogenomics Knowledgebase
32523402,"Mikan Genome Database (MiGD): integrated database of genome annotation, genomic diversity, and CAPS marker information for mandarin molecular breeding.",True,N,high,Explicit database keyword indicates bioresource,MiGD,Mikan Genome Database
32737813,FANCat: French affective norms for ten emotional categories.,False,N,high,Collection of norms is a data resource,FANCat,French Affective Norms Catalog
26228432,"OCDB: a database collecting genes, miRNAs and drugs for obsessive-compulsive disorder.",False,N,high,DB suffix and database keyword indicate bioresource,OCDB,Obsessive-Compulsive Disorder Database
34824199,Network medicine for disease module identification and drug repurposing with the NeDRex platform.,False,Y,high,Platform for disease module identification is a tool,,,
24772454,rCAD: A Novel Database Schema for the Comparative Analysis of RNA.,False,N,high,Database schema indicates database,rCAD,RNA Comparative Analysis Database
29733379,oriTfinder: a web-based tool for the identification of origin of transfers in DNA sequences of bacterial mobile genetic elements.,True,Y,high,Web-based tool for identification not a database,,,
30553884,GITAR: An Open Source Tool for Analysis and Visualization of Hi-C Data.,True,Y,high,Tool for analysis and visualization not a database,,,
31830251,FFLtool: a web server for transcription factor and miRNA feed forward loop analysis in human.,True,Y,high,Web server for analysis not a database,,,
31374334,LABiocin database: A new database designed specifically for Lactic Acid Bacteria bacteriocins.,True,N,high,Explicit database keyword indicates bioresource,LABiocin,Lactic Acid Bacteria Bacteriocins Database
33045727,GESS: a database of global evaluation of SARS-CoV-2/hCoV-19 sequences.,True,N,high,Explicit database keyword indicates bioresource,GESS,Global Evaluation of SARS-CoV-2 Sequences Database
25210196,Proteome-wide subcellular topologies of E. coli polypeptides database (STEPdb).,False,N,high,DB suffix and database keyword indicate bioresource,STEPdb,Subcellular Topologies of E. coli Polypeptides Database
31822517,SNP-CRISPR: A Web Tool for SNP-Specific Genome Editing.,True,Y,high,Web tool for genome editing not a database,,,
24116839,CoCoTools: open-source software for building connectomes using the CoCoMac anatomical database.,False,Y,high,Software tool for building connectomes not the database itself,,,
30165481,NCycDB: a curated integrative database for fast and accurate metagenomic profiling of nitrogen cycling genes.,False,N,high,DB suffix and database keyword indicate bioresource,NCycDB,Nitrogen Cycling Database
27016700,CD-REST: a system for extracting chemical-induced disease relation in literature.,True,Y,high,System for extracting relations is a tool,,,
34981039,Cov19VaxKB: A Web-based Integrative COVID-19 Vaccine Knowledge Base.,True,N,high,KB suffix and knowledge base keyword indicate bioresource,Cov19VaxKB,COVID-19 Vaccine Knowledge Base
27630248,GAPP: A Proteogenomic Software for Genome Annotation and Global Profiling of Post-translational Modifications in Prokaryotes.,False,Y,high,Software for genome annotation is a tool,,,
23696674,Clinical genomic database.,True,N,high,Explicit database keyword indicates bioresource,CGD,Clinical Genomic Database
30888556,Elucidating the druggability of the human proteome with eFindSite.,False,Y,high,Tool for elucidating druggability not a database,,,
26226151,ElemeNT: a computational tool for detecting core promoter elements.,True,Y,high,Computational tool for detection not a database,,,
26425431,NanoE-Tox: New and in-depth database concerning ecotoxicity of nanomaterials.,False,N,high,Explicit database keyword indicates bioresource,NanoE-Tox,Nanomaterial Ecotoxicity Database
32598921,VectorInfo: A web resource for medically important Indian arthropod disease vectors.,False,N,high,Web resource for vector information is a bioresource,VectorInfo,Indian Arthropod Disease Vector Information Resource
33119593,Tensorpac: An open-source Python toolbox for tensor-based phase-amplitude coupling measurement in electrophysiological brain signals.,False,Y,high,Python toolbox for measurement not a database,,,
27224977,Taxonomer: an interactive metagenomics analysis portal for universal pathogen detection and host mRNA expression profiling.,False,Y,high,Analysis portal tool not a database,,,
33486591,IHEC_RAAC: a online platform for identifying human enzyme classes via reduced amino acid cluster strategy.,True,Y,high,Platform for identifying enzyme classes is a tool,,,
26220891,GeneMatcher: a matching tool for connecting investigators with an interest in the same gene.,True,Y,high,Matching tool for connecting investigators not a database,,,
31106382,RegulationSpotter: annotation and interpretation of extratranscriptic DNA variants.,True,Y,high,Tool for annotation and interpretation not a database,,,
26087185,Virus-Clip: a fast and memory-efficient viral integration site detection tool at single-base resolution with annotation capability.,True,Y,high,Detection tool not a database,,,
24502797,"TUIT, a BLAST-based tool for taxonomic classification of nucleotide sequences.",False,Y,high,Tool for taxonomic classification not a database,,,
22563070,"GEMSiRV: a software platform for GEnome-scale metabolic model simulation, reconstruction and visualization.",True,Y,high,Software platform for simulation and reconstruction is a tool,,,
34318308,Planarian Anatomy Ontology: a resource to connect data within and across experimental platforms.,False,N,high,Ontology resource for connecting data is a bioresource,Planarian Anatomy Ontology,Planarian Anatomy Ontology
31448343,Using the MR-Base platform to investigate risk factors and drug targets for thousands of phenotypes.,False,Y,high,Paper about using platform not the platform itself,,,
31147718,RNAmod: an integrated system for the annotation of mRNA modifications.,True,N,medium,System for annotation but appears to house modification data,RNAmod,RNA Modification Database
30252043,SanXoT: a modular and versatile package for the quantitative analysis of high-throughput proteomics experiments.,True,Y,high,Package for quantitative analysis not a database,,,
"24861621, 30931480",NetworkAnalyst--integrative approaches for protein-protein interaction network analysis and visual exploration.,True,Y,high,Tool for network analysis and exploration not a database,,,
28982288,MPTM: A tool for mining protein post-translational modifications from literature.,True,Y,high,Tool for mining literature not a database,,,
32426808,MetaSanity: an integrated microbial genome evaluation and annotation pipeline.,True,Y,high,Pipeline for evaluation and annotation not a database,,,
32353048,Nutrimedia: A novel web-based resource for the general public that evaluates the veracity of nutrition claims using the GRADE approach.,False,N,high,Web-based resource for evaluating nutrition claims is a bioresource,Nutrimedia,Nutrition Media Evaluation Resource
31544935,"Gephebase, a database of genotype-phenotype relationships for natural and domesticated variation in Eukaryotes.",True,N,high,Explicit database keyword indicates bioresource,Gephebase,Genotype-Phenotype Database
31410449,ROBOKOP: an abstraction layer and user interface for knowledge graphs to support question answering.,True,Y,high,User interface for knowledge graphs is a tool,,,
24438389,"antibacTR: dynamic antibacterial-drug-target ranking integrating comparative genomics, structural analysis and experimental annotation.",True,Y,high,Tool for ranking not a database,,,
25627673,Aber-OWL: a framework for ontology-based data access in biology.,True,Y,high,Framework for data access is a tool not a database,,,
24782522,SWISS-MODEL: modelling protein tertiary and quaternary structure using evolutionary information.,True,Y,high,Tool for modeling protein structure not a database,,,
23632162,PlantGSEA: a gene set enrichment analysis toolkit for plant community.,True,Y,high,Toolkit for enrichment analysis not a database,,,
26517951,PhyreStorm: A Web Server for Fast Structural Searches Against the PDB.,True,Y,high,Web server for structural searches not a database,,,
31796413,RNASeqR: An R Package for Automated Two-Group RNA-Seq Analysis Workflow.,True,Y,high,R package for analysis workflow not a database,,,
30497361,miRTissue: a web application for the analysis of miRNA-target interactions in human tissues.,True,Y,high,Web application for analysis not a database,,,
25950237,"The Phyre2 web portal for protein modeling, prediction and analysis.",True,Y,high,Web portal for modeling and prediction not a database,,,
25355513,Dr.VIS v2.0: an updated database of human disease-related viral integration sites in the era of high-throughput deep sequencing.,True,N,high,Explicit database keyword indicates bioresource,Dr.VIS,Disease-Related Viral Integration Sites Database
25900361,Enzyme Function Initiative-Enzyme Similarity Tool (EFI-EST): A web tool for generating protein sequence similarity networks.,True,Y,high,Web tool for generating networks not a database,,,
34112240,LigTMap: ligand and structure-based target identification and activity prediction for small molecular compounds.,True,Y,high,Tool for target identification and prediction not a database,,,
21558324,mirConnX: condition-specific mRNA-microRNA network integrator.,True,Y,high,Network integrator tool not a database,,,
27663500,FoldAtlas: a repository for genome-wide RNA structure probing data.,True,N,high,Atlas and repository keywords indicate bioresource,FoldAtlas,RNA Structure Probing Atlas
24949626,"IIS--Integrated Interactome System: a web-based platform for the annotation, analysis and visualization of protein-metabolite-gene-drug interactions by integrating a variety of data sources and tools.",True,Y,high,Platform for annotation and analysis is a tool,,,
30256987,AGD: Aneurysm Gene Database.,False,N,high,Explicit database keyword indicates bioresource,AGD,Aneurysm Gene Database
28575155,Dynamic-BM: multispecies Dynamic BodyMap database from temporal RNA-seq data.,True,N,high,Explicit database keyword indicates bioresource,Dynamic-BM,Dynamic BodyMap Database
31114888,"Evolview v3: a webserver for visualization, annotation, and management of phylogenetic trees.",True,Y,high,Webserver for visualization and management not a database,,,
29621297,"iCopyDAV: Integrated platform for copy number variations-Detection, annotation and visualization.",True,Y,high,Platform for detection and annotation is a tool,,,
