pmid,title,abstract,in_linguistic,in_setfit,ling_score,setfit_confidence,primary_entity_long,primary_entity_short,primary_score,status,matched_long_short,all_long,all_short,ner_source,ner_confidence,entity_from_title,db_keyword_found,db_keyword_score,title_entity_in_ner,very_high_conf,all_urls,resource_url,has_resource_url,url_context,article_count
35148171,Genome Nexus: A Comprehensive Resource for the Annotation and Interpretation of Genomic Variants in Cancer.,"<h4>Purpose</h4>Interpretation of genomic variants in tumor samples still presents a challenge in research and the clinical setting. A major issue is that information for variant interpretation is fragmented across disparate databases, and aggregation of information from these requires building extensive infrastructure. To this end, we have developed Genome Nexus, a one-stop shop for variant annotation with a user-friendly interface for cancer researchers and clinicians.<h4>Methods</h4>Genome Nexus (1) aggregates variant information from sources that are relevant to cancer research and clinical applications, (2) allows high-performance programmatic access to the aggregated data via a unified application programming interface, (3) provides a reference page for individual cancer variants, (4) provides user-friendly tools for annotating variants in patients, and (5) is freely available under an open source license and can be installed in a private cloud or local environment and integrated with local institutional resources.<h4>Results</h4>Genome Nexus is available at https://www.genomenexus.org. It displays annotations from more than a dozen resources including those that provide variant effect information (variant effect predictor), protein sequence annotation (Uniprot, Pfam, and dbPTM), functional consequence prediction (Polyphen-2, Mutation Assessor, and SIFT), population prevalences (gnomAD, dbSNP, and ExAC), cancer population prevalences (Cancer hotspots and SignalDB), and clinical actionability (OncoKB, CIViC, and ClinVar). We describe several use cases that demonstrate the utility of Genome Nexus to clinicians, researchers, and bioinformaticians. We cover single-variant annotation, cohort analysis, and programmatic use of the application programming interface. Genome Nexus is unique in providing a user-friendly interface specific to cancer that allows high-performance annotation of any variant including unknown ones.<h4>Conclusion</h4>Interpretation of cancer genomic variants is improved tremendously by having an integrated resource for annotations. Genome Nexus is freely available under an open source license.",True,False,4.5,,genome nexus,,20.99448127,ok,,polyphen-2 | clinvar | enome nexus,pfam | dbptm | gnomad | dbsnp | oncokb | civic | nexus,spacy+v2,0.99448127,Genome Nexus,True,3.0,True,True,https://www.genomenexus.org | http://www.genomenexus.org,https://www.genomenexus.org,True,...rces.<h4>Results</h4>Genome Nexus is available at https://www.genomenexus.org. It displays annotations from more than a dozen r...,1
37114214,EccBase: A high-quality database for exploration and characterization of extrachromosomal circular DNAs in cancer.,"Extrachromosomal circular DNAs (eccDNAs) are widely observed in eukaryotes. Previous studies have demonstrated that eccDNAs are essential to cancer progression, and found that they can not only express in normal cells to regulate RNA, but also function differently in different tissues. It is of major interest to conduct computational or experiments assay to elucidate the mechanisms of eccDNA function, uncover key eccDNAs associated with diseases, and even develop related algorithms for liquid biopsy. Naturally, a comprehensive eccDNAs data resource is urgently needed to provide annotation and analysis more in-depth research. In this study, we constructed the eccBase (http://www.eccbase.net) in literature curation and database retrieval, which was the first database mainly collecting eccDNAs from Homo sapiens (n = 754,391) and Mus musculus (n = 481,381). Homo sapiens eccDNAs were taken from 50 kinds of cancer tissue and/or cell line, and 5 kinds of healthy tissues. The Mus musculus eccDNAs were sourced from 13 kinds of healthy tissue and/or cell line. We thoroughly annotated all eccDNA molecules in terms of basic information, genomic composition, regulatory elements, epigenetic modifications, and raw data. EccBase provided users with the ability to browse, search, download for targets of interest, as well as similarity alignment by the integrated BLAST. Further, comparative analysis suggested the cancer eccDNA is composed of nucleosomes and is prominently derived from the gene-dense regions. We also initially revealed that eccDNAs are strongly tissue-specific. In short, we have started a robust database for eccDNA resource utilization, which may facilitate studying the role of eccDNA in cancer development and therapy, cell function maintenance, and tissue differentiation.",True,False,3.0,,eccbase,,20.99413526,ok,,a high-quality database for exploration and characterization of extrachromosomal circular dnas in cancer,eccdna,spacy+v2,0.99413526,EccBase,True,5.0,True,True,http://www.eccbase.net,http://www.eccbase.net,True,"...earch. In this study, we constructed the eccBase (http://www.eccbase.net) in literature curation and database retrieval, w...",1
39475723,"BakRep - a searchable large-scale web repository for bacterial genomes, characterizations and metadata.","Bacteria are fascinating research objects in many disciplines for countless reasons, and whole-genome sequencing (WGS) has become the paramount methodology to advance our microbiological understanding. Meanwhile, access to cost-effective sequencing platforms has accelerated bacterial WGS to unprecedented levels, introducing new challenges in terms of data accessibility, computational demands, heterogeneity of analysis workflows and, thus, ultimately its scientific usability. To this end, a previous study released a uniformly processed set of 661 405 bacterial genome assemblies obtained from the European Nucleotide Archive as of November 2018. Building on these accomplishments, we conducted further genome-based analyses like taxonomic classification, multilocus sequence typing and annotation of all genomes. Here, we present BakRep, a searchable large-scale web repository of these genomes enriched with consistent genome characterizations and original metadata. The platform provides a flexible search engine combining taxonomic, genomic and metadata information, as well as interactive elements to visualize genomic features. Furthermore, all results can be downloaded for offline analyses via an accompanying command line tool. The web repository is accessible via https://bakrep.computational.bio.",True,False,4.5,,bakrep,,20.99031544,ok,,european nucleotide archive,,spacy+v2,0.99031544,,True,5.0,False,False,https://bakrep.computational.bio,https://bakrep.computational.bio,True,...d line tool. The web repository is accessible via https://bakrep.computational.bio.,1
40229253,GERDA: The German Election Database.,"Elections are the key mechanism through which voters hold elected officials accountable. The partisan composition of local, state, and federal governments, in turn, shapes policy choices and public goods provision. Yet studying representation, government responsiveness, and partisan politics across multiple levels of government-especially at the local level-has been difficult due to inconsistently reported, incomplete, or insufficiently harmonized election data at small geographic scales. This paper introduces GERDA ( https://www.german-elections.com/ ), a panel dataset of local, state, and federal election results in Germany at the municipality level spanning the past three decades. GERDA includes turnout and vote shares for all major parties and resolves challenges arising from municipal boundary changes and joint mail-in voting districts, yielding a consistent panel of municipalities in their 2021 boundaries. We also provide municipal and county boundary shapefiles to facilitate spatial analyses. Our dataset enables new research on partisan politics, policy responsiveness, and political representation at fine-grained geographic scales and over time.",True,False,4.0,,,gerda,20.98994595,ok,,german election database,,spacy+v2,0.98994595,GERDA,True,5.0,True,True,https://www.german-elections.com/ | http://www.german-elections.com/,https://www.german-elections.com/,True,"...geographic scales. This paper introduces GERDA ( https://www.german-elections.com/ ), a panel dataset of local, state, and federal e...",1
35348648,Diseases 2.0: a weekly updated database of disease-gene associations from text mining and data integration.,"The scientific knowledge about which genes are involved in which diseases grows rapidly, which makes it difficult to keep up with new publications and genetics datasets. The DISEASES database aims to provide a comprehensive overview by systematically integrating and assigning confidence scores to evidence for disease-gene associations from curated databases, genome-wide association studies (GWAS) and automatic text mining of the biomedical literature. Here, we present a major update to this resource, which greatly increases the number of associations from all these sources. This is especially true for the text-mined associations, which have increased by at least 9-fold at all confidence cutoffs. We show that this dramatic increase is primarily due to adding full-text articles to the text corpus, secondarily due to improvements to both the disease and gene dictionaries used for named entity recognition, and only to a very small extent due to the growth in number of PubMed abstracts. DISEASES now also makes use of a new GWAS database, Target Illumination by GWAS Analytics, which considerably increased the number of GWAS-derived disease-gene associations. DISEASES itself is also integrated into several other databases and resources, including GeneCards/MalaCards, Pharos/Target Central Resource Database and the Cytoscape stringApp. All data in DISEASES are updated on a weekly basis and is available via a web interface at https://diseases.jensenlab.org, from where it can also be downloaded under open licenses. Database URL: https://diseases.jensenlab.org.",True,False,5.5,,diseases,,20.98903394,ok,,target illumination by gwas analytics | genecards | malacards | central resource database | stringapp,,spacy+v2,0.98903394,Diseases,True,5.0,True,True,https://diseases.jensenlab.org,https://diseases.jensenlab.org,True,"...kly basis and is available via a web interface at https://diseases.jensenlab.org, from where it can also be downloaded under open...",1
38845051,Reproductive chemical database: a curated database of chemicals that modulate protein targets regulating important reproductive biological processes.,"Recent studies have shifted the spotlight from adult disease to gametogenesis and embryo developmental events, and these are greatly affected by various environmental chemicals, such as drugs, metabolites, pollutants, and others. Growing research has highlighted the critical importance of identifying and understanding the roles of chemicals in reproductive biology. However, the functions and mechanisms of chemicals in reproductive processes remain incomplete. We developed a comprehensive database called the Reproductive Chemical Database (RCDB) ( https://yu.life.sjtu.edu.cn/ChenLab/RCDB ) to facilitate research on chemicals in reproductive biology. This resource is founded on rigorous manual literature extraction and precise protein target prediction methodologies. This database focuses on the delineation of chemicals associated with phenotypes, diseases, or endpoints intricately associated with four important reproductive processes: female and male gamete generation, fertilization, and embryo development in human and mouse. The RCDB encompasses 93 sub-GO processes, and it revealed 1447 intricate chemical-biological process interactions. To date, the RCDB has meticulously cataloged and annotated 830 distinct chemicals, while also predicting 614 target proteins from a selection of 3800 potential candidates. Additionally, the RCDB offers an online predictive tool that empowers researchers to ascertain whether specific chemicals play discernible functional roles in these reproductive processes. The RCDB is an exhaustive, cross-platform, manually curated database, which provides a user-friendly interface to search, browse, and use reproductive processes modulators and their comprehensive related information. The RCDB will help researchers to understand the whole reproductive process and related diseases and it has the potential to promote reproduction research in the pharmacological and pathophysiological areas.",True,False,4.0,,reproductive chemical database,,20.98803204,ok,,,rcdb,spacy+v2,0.98803204,Reproductive chemical database,True,5.0,True,True,https://yu.life.sjtu.edu.cn/ChenLab/RCDB,https://yu.life.sjtu.edu.cn/ChenLab/RCDB,True,...alled the Reproductive Chemical Database (RCDB) ( https://yu.life.sjtu.edu.cn/ChenLab/RCDB ) to facilitate research on chemicals in reproduc...,1
37169224,"Small molecule antiviral compound collection (SMACC): A comprehensive, highly curated database to support the discovery of broad-spectrum antiviral drug molecules.","Diseases caused by new viruses cost thousands if not millions of human lives and trillions of dollars. We have identified, collected, curated, and integrated all chemogenomics data from ChEMBL for 13 emerging viruses that hold the greatest potential threat to global human health. By identifying and solving several challenges related to data annotation accuracy, we developed a highly curated and thoroughly annotated database of compounds tested in both phenotypic and target-based assays for these viruses that we dubbed SMACC (Small Molecule Antiviral Compound Collection). The pilot version of the SMACC database contains over 32,500 entries for 13 viruses. By analyzing data in SMACC, we have identified ∼50 compounds with polyviral inhibition profile, mostly covering flavi- and coronaviruses. The SMACC database may serve as a reference for virologists and medicinal chemists working on the development of novel BSA agents in preparation for future viral outbreaks. SMACC is publicly available at https://smacc.mml.unc.edu.",True,False,4.5,,small molecule antiviral compound collection,,20.9826298,ok,smacc | small molecule antiviral compound collection,,smacc | chembl,spacy+v2,0.9826298,Small molecule antiviral compound collection,True,6.0,True,True,https://smacc.mml.unc.edu,https://smacc.mml.unc.edu,True,...e viral outbreaks. SMACC is publicly available at https://smacc.mml.unc.edu.,1
35389344,Protist.guru: A Comparative Transcriptomics Database for Protists.,"During the last few decades, the study of microbial ecology has been enabled by molecular and genomic data. DNA sequencing has revealed the surprising extent of microbial diversity and how microbial processes run global ecosystems. However, significant gaps in our understanding of the microbial world remain, and one example is that microbial eukaryotes, or protists, are still largely neglected. To address this gap, we used gene expression data from 17 protist species to create protist.guru: an online database equipped with tools for identifying co-expressed genes, gene families, and co-expression clusters enriched for specific biological functions. Here, we show how our database can be used to reveal genes involved in essential pathways, such as the synthesis of secondary carotenoids in Haematococcus lacustris. We expect protist.guru to serve as a valuable resource for protistologists, as well as a catalyst for discoveries and new insights into the biological processes of microbial eukaryotes. AVAILABILITY: The database and co-expression networks are freely available from http://protist.guru/. The expression matrices and sample annotations are found in the supplementary data.",True,False,3.5,,protist.guru,,20.9823803,ok,,a comparative transcriptomics database for protists,availability,spacy+v2,0.9823803,Protist.guru,True,5.0,True,True,http://protist.guru/,http://protist.guru/,True,...co-expression networks are freely available from http://protist.guru/. The expression matrices and sample annotations a...,1
39441065,ECBD: European chemical biology database.,"The European Chemical Biology Database (ECBD, https://ecbd.eu) serves as the central repository for data generated by the EU-OPENSCREEN research infrastructure consortium. It is developed according to FAIR principles, which emphasize findability, accessibility, interoperability and reusability of data. This data is made available to the scientific community following open access principles. The ECBD stores both positive and negative results from the entire chemical biology project pipeline, including data from primary or counter-screening assays. The assays utilize a defined and diverse library of over 107 000 compounds, the annotations of which are continuously enriched by external user supported screening projects and by internal EU-OPENSCREEN bioprofiling efforts. These compounds were screened in 89 currently deposited datasets (assays), with 48 already being publicly accessible, while the remaining will be published after a publication embargo period of up to 3 years. Together these datasets encompass ∼4.3 million experimental data points. All public data within ECBD can be accessed through its user interface, API or by database dump under the CC-BY 4.0 license.",True,False,3.5,,european chemical biology database,,20.9812139,ok,ecbd | european chemical biology database,,ecbd,spacy+v2,0.9812139,ECBD,True,5.0,False,False,https://ecbd.eu,https://ecbd.eu,True,"The European Chemical Biology Database (ECBD, https://ecbd.eu) serves as the central repository for data genera...",1
40269639,KNUTS-DB - a data-driven knowledge database for NUTS.,"<h4>Objectives</h4>Databases specifying the nutrients and allergens present in multi-ingredient foods are required to explore the effect of food consumption on health outcomes accurately. The phytochemicals found in tree nuts have been associated with antioxidant, anti-inflammatory, antiproliferative, antiviral, chemo preventive and hypercholesterolaemic actions, all of which are known to affect the initiation and progression of several pathogenic processes. We have developed KNUTS-DB - a data-driven knowledge database for nuts - containing information on the chemical nutrients, molecular targets, pathways, disease associations, and clinically defined food allergen properties of peanuts and tree nuts.<h4>Methods</h4>The database includes data sets associated with extremely rich and diverse metadata on almonds, cashew, pecan, walnut, pistachio, peanut and walnut. Additionally, the database allows users to perform pathway and GO-Term enrichment analysis for user-defined chemical nutrients. The results of the analysis are presented using heatmaps and network plots.<h4>Results</h4>The database can be searched using options such as similarity search, interaction values, type of allergens, and specific nut types. KNUTS-DB offers researchers a unique platform to explore nuts' chemical composition and to investigate associations between nut composition and health outcomes - providing deeper insights into the molecular mechanisms.<h4>Conclusions</h4>KNUTS-DB, the first of its kind, is freely available to all users via https://allergypred.charite.de/KNutsDB/ without any login or registration.",True,False,4.0,,,knuts-db,20.9749174,ok,,,nuts-db,spacy+v2,0.9749174,,True,6.0,False,False,https://allergypred.charite.de/KNutsDB/,https://allergypred.charite.de/KNutsDB/,True,"...of its kind, is freely available to all users via https://allergypred.charite.de/KNutsDB/ without any login or registration.",1
